,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmycWT_1,CPM.LPmycWT_2,CPM.LPmycWT_3,CPM.LPmycWT_4,CPM.LPmycpho2_1,CPM.LPmycpho2_2,CPM.LPmycpho2_3,CPM.LPmycpho2_4
190,AGIS_Os01g001900,-1.342685e-01, 4.473574e+00, 8.199772e-01,3.818138e-01,6.295758e-01,Not_significant,2.172192e+01,1.837023e+01,2.079721e+01,3.241228e+01,1.981888e+01,2.134834e+01,1.680882e+01,2.613348e+01
192,AGIS_Os01g001920,-1.723306e-01, 3.645125e+00, 1.046035e+00,3.252484e-01,5.783641e-01,Not_significant,1.134345e+01,1.354180e+01,1.325573e+01,1.479141e+01,1.226237e+01,1.221324e+01,1.175024e+01,1.061421e+01
194,AGIS_Os01g001940, 1.725449e-01,-5.998305e-01, 3.793015e-02,8.486218e-01,9.320859e-01,Not_significant,2.363219e-01,1.193232e+00,5.149469e-01,4.370712e-01,1.085966e+00,5.626695e-01,7.169639e-01,2.613348e-01
197,AGIS_Os01g001970, 1.253728e+00, 1.305394e+00, 1.207136e+01,4.163659e-03,4.764092e-02,UP,1.024062e+00,1.165483e+00,1.777397e+00,1.863304e+00,3.710385e+00,3.673901e+00,2.967434e+00,3.236531e+00
198,AGIS_Os01g001980, 2.163644e-01, 3.941562e+00, 1.601260e+00,2.281376e-01,4.785828e-01,Not_significant,1.209180e+01,1.356955e+01,1.797331e+01,1.331917e+01,1.624424e+01,1.635051e+01,1.469776e+01,1.833364e+01
199,AGIS_Os01g001990,-3.352581e-01, 6.777164e-01, 5.665942e-01,4.651512e-01,6.981574e-01,Not_significant,1.772414e+00,9.989853e-01,1.461785e+00,2.691439e+00,8.370990e-01,9.102007e-01,2.071229e+00,1.728830e+00
200,AGIS_Os01g002000, 4.391168e-02, 2.210307e+00, 2.931184e-02,8.667214e-01,9.413697e-01,Not_significant,5.533872e+00,4.717431e+00,3.588017e+00,4.117671e+00,6.244306e+00,3.657352e+00,5.217904e+00,3.638585e+00
201,AGIS_Os01g002010,-3.205635e-01, 4.711529e+00, 4.897300e+00,4.558225e-02,1.894693e-01,Not_significant,2.772844e+01,3.740645e+01,2.762441e+01,2.406192e+01,2.438899e+01,2.295361e+01,2.443652e+01,2.070576e+01
202,AGIS_Os01g002020, 5.115021e-02, 6.552770e+00, 1.334588e-01,7.208014e-01,8.622964e-01,Not_significant,8.153106e+01,9.956554e+01,9.131170e+01,9.627069e+01,9.839307e+01,8.305995e+01,1.025458e+02,9.806086e+01
203,AGIS_Os01g002030, 2.620080e-01, 7.261643e-01, 3.744246e-01,5.512513e-01,7.582722e-01,Not_significant,8.665137e-01,2.497463e+00,8.637818e-01,1.702277e+00,9.502205e-01,1.754205e+00,1.314434e+00,2.995299e+00
204,AGIS_Os01g002040,-2.716341e-01, 4.509869e+00, 2.919301e+00,1.114951e-01,3.218252e-01,Not_significant,2.485319e+01,3.243927e+01,2.227560e+01,2.045033e+01,2.278267e+01,1.894872e+01,2.228563e+01,1.793159e+01
205,AGIS_Os01g002050,-4.048249e-01, 3.435857e+00, 5.338419e+00,3.808248e-02,1.705711e-01,Not_significant,1.270230e+01,1.445754e+01,1.008299e+01,1.196195e+01,1.040718e+01,9.763971e+00,9.181121e+00,7.719428e+00
206,AGIS_Os01g002060, 2.414306e-01, 4.516479e+00, 2.315632e+00,1.522448e-01,3.830218e-01,Not_significant,1.886637e+01,2.281017e+01,2.363772e+01,1.828798e+01,3.085954e+01,2.341698e+01,2.268394e+01,2.221346e+01
207,AGIS_Os01g002070,-5.857024e-02, 3.135250e+00, 4.405771e-02,8.373458e-01,9.271690e-01,Not_significant,9.315022e+00,8.380377e+00,5.431859e+00,1.230701e+01,5.113091e+00,1.328893e+01,8.384494e+00,7.739531e+00
208,AGIS_Os01g002080,-4.646110e-01, 4.534681e+00, 6.198599e+00,2.788391e-02,1.418820e-01,Not_significant,2.274598e+01,2.944232e+01,2.189355e+01,3.022693e+01,1.147052e+01,3.394221e+01,1.716730e+01,1.821303e+01
209,AGIS_Os01g002090, 2.060361e-01, 3.256826e+00, 1.012960e+00,3.327290e-01,5.844978e-01,Not_significant,6.636707e+00,9.351613e+00,1.018266e+01,9.293514e+00,1.187776e+01,9.432989e+00,9.121374e+00,1.025237e+01
211,AGIS_Os01g002110,-1.397531e+00,-1.503061e+00, 1.346349e+00,2.669733e-01,5.213601e-01,Not_significant,2.363219e-01,3.884943e-01,2.325566e-01,1.035169e+00,1.357458e-01,8.274552e-02,3.186506e-01,1.206161e-01
227,AGIS_Os01g002270,-6.175430e-01, 1.093874e+00, 9.023024e-01,3.631576e-01,6.137160e-01,Not_significant,1.733027e+00,6.659902e-01,3.770740e+00,4.186682e+00,3.167402e+00,1.307379e+00,5.974699e-01,1.306674e+00
228,AGIS_Os01g002280,-5.358813e-02, 6.018230e+00, 1.623753e-02,9.033333e-01,9.586896e-01,Not_significant,5.919864e+01,1.864773e+01,9.822196e+01,1.099349e+02,6.101773e+01,4.901845e+01,6.986415e+01,5.224686e+01
229,AGIS_Os01g002290,-2.318515e-01, 5.491795e+00, 7.380249e-01,4.151797e-01,6.567190e-01,Not_significant,3.363649e+01,1.087784e+01,5.875377e+01,1.103950e+02,2.873286e+01,1.822056e+01,5.050612e+01,4.852786e+01
232,AGIS_Os01g002320, 2.489033e-01, 2.226492e+00, 8.412915e-01,3.758830e-01,6.241200e-01,Not_significant,3.761457e+00,2.025720e+00,9.202599e+00,3.128510e+00,4.773727e+00,3.309821e+00,6.492506e+00,4.362281e+00
241,AGIS_Os01g002410, 1.461620e-01, 2.839328e+00, 4.163243e-01,5.301032e-01,7.433832e-01,Not_significant,8.546976e+00,5.244673e+00,4.717578e+00,8.879447e+00,6.085936e+00,6.934075e+00,7.030229e+00,9.488464e+00
242,AGIS_Os01g002420, 4.967748e-02, 1.866840e+00, 3.340998e-02,8.578132e-01,9.366970e-01,Not_significant,3.013104e+00,4.828429e+00,2.641179e+00,3.818622e+00,2.986407e+00,4.120727e+00,3.246253e+00,4.221562e+00
243,AGIS_Os01g002430,-3.669857e-01, 4.342861e+00, 6.219349e+00,2.704626e-02,1.396457e-01,Not_significant,1.945717e+01,1.975771e+01,2.104638e+01,3.153814e+01,1.585963e+01,1.512588e+01,1.897963e+01,2.026350e+01
244,AGIS_Os01g002440, 2.063637e-01, 4.846305e+00, 2.102518e+00,1.709684e-01,4.090661e-01,Not_significant,2.176131e+01,2.697260e+01,2.602973e+01,3.248129e+01,3.153827e+01,2.995388e+01,2.993324e+01,3.113905e+01
245,AGIS_Os01g002450, 1.033630e-01, 1.536302e+00, 1.093564e-01,7.461958e-01,8.776640e-01,Not_significant,2.185978e+00,1.970221e+00,2.740846e+00,3.795618e+00,1.674198e+00,2.052089e+00,3.345831e+00,5.106080e+00
248,AGIS_Os01g002480,-1.762545e-01,-9.556340e-01, 2.398774e-02,8.793168e-01,9.477760e-01,Not_significant,5.514178e-01,4.717431e-01,4.651133e-01,1.840300e-01,1.266961e+00,3.309821e-02,2.589036e-01,6.030803e-01
253,AGIS_Os01g002530, 1.145559e-01, 4.337754e+00, 3.295918e-01,5.763713e-01,7.726671e-01,Not_significant,2.536522e+01,7.020647e+00,1.955137e+01,2.939879e+01,2.348402e+01,1.391780e+01,1.842199e+01,2.426393e+01
254,AGIS_Os01g002540,-9.948500e-01, 4.318140e+00, 3.296558e+01,7.054242e-05,6.369875e-03,Not_significant,3.180499e+01,3.782269e+01,1.727564e+01,1.959919e+01,1.848405e+01,1.312344e+01,8.125591e+00,1.308684e+01
255,AGIS_Os01g002550,-2.594827e-01, 4.065768e+00, 1.362767e+00,2.662288e-01,5.207515e-01,Not_significant,2.042215e+01,2.197768e+01,1.189361e+01,1.861003e+01,1.423068e+01,1.057488e+01,1.601219e+01,1.996196e+01
256,AGIS_Os01g002560,-1.336542e-01, 3.807964e+00, 6.040803e-01,4.510651e-01,6.864073e-01,Not_significant,1.644407e+01,1.670525e+01,1.671086e+01,9.224503e+00,1.366508e+01,1.237873e+01,1.501641e+01,1.157914e+01
257,AGIS_Os01g002570, 1.380669e+00,-1.027707e+00, 1.243619e+00,2.851501e-01,5.400823e-01,Not_significant,4.529503e-01,2.774959e-01,3.322238e-02,1.840300e-01,1.809944e-01,1.357027e+00,8.165422e-01,2.412321e-01
259,AGIS_Os01g002590,-2.123423e-01, 5.795303e+00, 6.370937e-01,4.473795e-01,6.835395e-01,Not_significant,5.122278e+01,2.261592e+01,6.435175e+01,1.036089e+02,2.576907e+01,3.323060e+01,8.153473e+01,6.159461e+01
260,AGIS_Os01g002600, 3.213752e-01, 4.126029e+00, 3.942837e+00,6.878113e-02,2.421096e-01,Not_significant,1.640468e+01,1.706600e+01,1.451818e+01,1.352620e+01,1.495466e+01,2.522083e+01,1.923853e+01,1.841405e+01
261,AGIS_Os01g002610, 1.097443e+00, 3.091617e+00, 2.991569e+01,1.111937e-04,7.937721e-03,UP,4.352262e+00,5.633167e+00,6.179362e+00,5.428885e+00,1.076917e+01,1.259387e+01,9.579434e+00,1.330797e+01
262,AGIS_Os01g002620,-1.293801e+00, 7.117933e-01, 7.482037e+00,1.712716e-02,1.079649e-01,Not_significant,1.339158e+00,2.358715e+00,2.641179e+00,2.714442e+00,1.266961e+00,4.964731e-01,1.075446e+00,9.247232e-01
263,AGIS_Os01g002630, 1.895903e-02, 4.766064e+00, 1.522554e-02,9.037016e-01,9.588556e-01,Not_significant,1.945717e+01,2.602912e+01,3.265760e+01,3.073301e+01,2.590482e+01,2.882854e+01,2.523315e+01,2.850560e+01
264,AGIS_Os01g002640, 3.489024e-01, 4.900376e+00, 6.557519e+00,2.384465e-02,1.302411e-01,Not_significant,2.512890e+01,2.489138e+01,3.162770e+01,2.364785e+01,3.253374e+01,3.329680e+01,3.361764e+01,3.383281e+01
265,AGIS_Os01g002650,-2.780725e-01, 1.925505e+00, 7.716554e-01,3.957972e-01,6.419768e-01,Not_significant,4.883986e+00,3.440949e+00,2.641179e+00,5.589911e+00,2.171932e+00,3.061584e+00,3.883554e+00,4.402486e+00
266,AGIS_Os01g002660,-1.404274e-01, 5.555702e+00, 1.203741e+00,2.926641e-01,5.462145e-01,Not_significant,4.706745e+01,4.409410e+01,5.033190e+01,5.580709e+01,4.244318e+01,4.191888e+01,4.907219e+01,4.523103e+01
271,AGIS_Os01g002710, 8.288549e-01, 1.479173e+00, 2.092620e+00,1.787727e-01,4.195402e-01,Not_significant,3.347894e-01,2.830458e+00,2.541512e+00,2.944480e+00,4.140246e+00,3.591156e+00,2.429711e+00,3.176223e+00
272,AGIS_Os01g002720, 7.390177e-01, 4.874296e+00, 1.992625e+01,6.535685e-04,1.839111e-02,Not_significant,1.490797e+01,2.425314e+01,2.646162e+01,2.321078e+01,3.855180e+01,3.622599e+01,3.744145e+01,3.324983e+01
276,AGIS_Os01g002760, 1.962059e-01, 1.135201e+00, 2.252359e-01,6.430247e-01,8.165179e-01,Not_significant,1.122529e+00,1.581727e+00,2.275733e+00,3.312540e+00,2.511297e+00,2.614758e+00,1.692831e+00,2.130884e+00
278,AGIS_Os01g002780,-7.493560e-01, 1.319204e+00, 2.785039e+00,1.197350e-01,3.338753e-01,Not_significant,2.461687e+00,3.635197e+00,1.827231e+00,3.634592e+00,2.443424e+00,4.004883e+00,9.957832e-01,6.633884e-01
279,AGIS_Os01g002790,-2.773892e+00,-1.637780e+00, 3.697433e+00,7.688813e-02,2.589141e-01,Not_significant,6.498853e-01,2.219967e-01,5.647804e-01,4.370712e-01,0.000000e+00,1.323928e-01,1.991566e-01,2.010268e-02
280,AGIS_Os01g002800,-5.156101e-01, 5.181916e+00, 1.350080e+01,2.844829e-03,3.861105e-02,Not_significant,4.336507e+01,4.592558e+01,4.342165e+01,3.719706e+01,3.886854e+01,2.924227e+01,2.654758e+01,2.553040e+01
282,AGIS_Os01g002820, 3.264346e-03, 2.150537e+00, 1.022454e-04,9.920884e-01,9.971592e-01,Not_significant,4.746132e+00,4.689681e+00,3.156126e+00,4.531738e+00,2.104060e+00,6.454151e+00,4.959000e+00,4.543205e+00
283,AGIS_Os01g002830,-3.699629e-01, 2.621569e+00, 2.489611e-01,6.379801e-01,8.131843e-01,Not_significant,7.522914e+00,3.385450e+00,1.677730e+00,1.803494e+01,1.764695e+00,6.354856e+00,4.361530e+00,5.829777e+00
286,AGIS_Os01g002860,-5.727017e-01,-1.087898e+00, 3.373429e-01,5.713903e-01,7.696857e-01,Not_significant,3.938699e-01,3.329951e-01,7.308923e-01,4.140675e-01,1.357458e-01,6.123168e-01,6.373012e-01,1.407187e-01
290,AGIS_Os01g002900,-5.452331e-01, 4.655390e+00, 1.422773e+01,2.364196e-03,3.473803e-02,Not_significant,3.015074e+01,2.794384e+01,3.172737e+01,2.937579e+01,1.757908e+01,2.230819e+01,1.915887e+01,2.303767e+01
291,AGIS_Os01g002910,-6.870227e-01, 7.582595e+00, 2.074206e+01,5.535044e-04,1.689131e-02,Not_significant,2.386851e+02,2.561287e+02,2.619418e+02,1.901260e+02,1.670352e+02,1.275936e+02,1.483717e+02,1.432919e+02
292,AGIS_Os01g002920,-1.556823e-01, 2.099855e+00, 3.823429e-01,5.471314e-01,7.546114e-01,Not_significant,4.962760e+00,3.773945e+00,4.335520e+00,4.807783e+00,4.705854e+00,4.236571e+00,3.405578e+00,3.739098e+00
294,AGIS_Os01g002940,-1.015460e+00, 3.679882e+00, 2.324315e+01,3.592296e-04,1.372996e-02,DOWN,1.085111e+01,1.395805e+01,1.134544e+01,2.880069e+01,5.339334e+00,4.170374e+00,5.954783e+00,2.183151e+01
296,AGIS_Os01g002960, 2.685209e+00,-1.772602e+00, 1.596590e+00,2.306201e-01,4.808771e-01,Not_significant,7.483527e-01,0.000000e+00,0.000000e+00,2.300375e-02,3.167402e-01,0.000000e+00,5.178072e-01,4.020536e-01
298,AGIS_Os01g002980,-4.417973e-01, 1.745168e+00, 1.401816e+00,2.580625e-01,5.111411e-01,Not_significant,4.175021e+00,3.218953e+00,3.056459e+00,4.278697e+00,1.108591e+00,3.855941e+00,2.628868e+00,4.161254e+00
299,AGIS_Os01g002990,-5.758183e-01, 1.866580e+00, 3.426856e+00,8.720372e-02,2.785179e-01,Not_significant,5.671726e+00,4.245688e+00,3.853796e+00,3.427559e+00,2.466048e+00,2.482366e+00,2.529289e+00,4.181357e+00
300,AGIS_Os01g003000,-1.776438e-01, 5.232935e+00, 1.698947e+00,2.152439e-01,4.643343e-01,Not_significant,4.787488e+01,3.760070e+01,3.725890e+01,3.712805e+01,3.463780e+01,3.238660e+01,3.728212e+01,3.636574e+01
301,AGIS_Os01g003010, 1.430697e-01,-9.549833e-01, 2.157970e-02,8.854851e-01,9.509093e-01,Not_significant,6.104983e-01,6.659902e-01,3.654462e-01,1.840300e-01,2.262430e-01,5.295713e-01,4.978916e-01,7.236964e-01
304,AGIS_Os01g003040, 6.512591e-01, 7.957657e-01, 2.193441e+00,1.626437e-01,3.974130e-01,Not_significant,1.536092e+00,8.324878e-01,1.544841e+00,1.311214e+00,2.036187e+00,2.896093e+00,1.553422e+00,1.809241e+00
305,AGIS_Os01g003050, 3.932583e-02, 1.065256e+00, 9.160050e-03,9.252254e-01,9.682059e-01,Not_significant,1.536092e+00,7.769886e-01,1.694341e+00,4.232690e+00,7.918504e-01,1.406674e+00,2.389880e+00,3.578277e+00
307,AGIS_Os01g003070, 2.365514e-01, 6.464708e+00, 3.302095e+00,9.252160e-02,2.887199e-01,Not_significant,8.509558e+01,7.070596e+01,8.948447e+01,7.938594e+01,1.028727e+02,9.007677e+01,9.653122e+01,9.209037e+01
308,AGIS_Os01g003080, 2.410004e-01, 3.787872e+00, 2.471108e+00,1.401889e-01,3.654964e-01,Not_significant,1.429748e+01,1.370830e+01,1.164444e+01,1.076575e+01,1.692297e+01,1.694628e+01,1.358248e+01,1.230284e+01
311,AGIS_Os01g003110,-3.856283e-01, 5.119731e-01, 7.234931e-01,4.105345e-01,6.537598e-01,Not_significant,2.048123e+00,1.276481e+00,3.986685e-01,2.622427e+00,1.040718e+00,1.257732e+00,3.385663e-01,2.130884e+00
312,AGIS_Os01g003120,-1.986379e-01, 1.254058e+00, 2.968598e-01,5.951663e-01,7.859085e-01,Not_significant,3.308507e+00,2.136719e+00,2.275733e+00,2.162352e+00,2.013562e+00,2.316875e+00,3.206422e+00,1.326777e+00
313,AGIS_Os01g003130, 8.544014e-02, 5.262589e+00, 4.228489e-01,5.269481e-01,7.415762e-01,Not_significant,3.885526e+01,3.499224e+01,4.124558e+01,3.376950e+01,3.954727e+01,3.470347e+01,4.138475e+01,4.227593e+01
315,AGIS_Os01g003150, 7.386705e-01, 4.432029e+00, 2.358451e+01,3.219237e-04,1.334374e-02,Not_significant,1.744844e+01,1.909172e+01,1.199328e+01,1.584958e+01,2.203606e+01,3.448833e+01,2.166824e+01,2.977207e+01
316,AGIS_Os01g003160,-2.274340e-01,-1.198561e+00, 4.497362e-02,8.353716e-01,9.262361e-01,Not_significant,2.166284e-01,7.214894e-01,1.495007e-01,7.591237e-01,2.262430e-01,4.964731e-01,4.381446e-01,2.010268e-01
317,AGIS_Os01g003170, 9.697261e-02, 4.775909e+00, 5.462043e-01,4.731270e-01,7.039179e-01,Not_significant,2.605449e+01,2.586262e+01,2.782374e+01,2.594823e+01,2.735277e+01,2.632962e+01,2.919636e+01,3.027463e+01
321,AGIS_Os01g003210, 4.880747e-01, 4.942699e-01, 6.172695e-01,4.464463e-01,6.826741e-01,Not_significant,3.938699e-01,1.637226e+00,2.342178e+00,3.680600e-01,4.751102e-01,1.505968e+00,1.453843e+00,2.733964e+00
322,AGIS_Os01g003220,-8.790407e-01, 4.134331e+00, 1.891259e+01,8.866683e-04,2.124328e-02,Not_significant,1.579418e+01,3.041355e+01,1.445173e+01,2.776552e+01,5.972814e+00,2.447612e+01,1.029640e+01,1.103637e+01
324,AGIS_Os01g003240,-3.954671e-01, 3.289113e+00, 4.456119e+00,5.490545e-02,2.117807e-01,Not_significant,1.083142e+01,1.215432e+01,1.204311e+01,9.247507e+00,9.570077e+00,7.910472e+00,7.508205e+00,8.624049e+00
325,AGIS_Os01g003250, 7.881297e-01,-2.606279e-01, 7.801933e-01,3.932701e-01,6.401307e-01,Not_significant,1.102836e+00,2.774959e-01,9.302266e-01,1.840300e-01,5.203588e-01,1.323928e+00,5.974699e-01,1.346879e+00
326,AGIS_Os01g003260, 6.831859e-01,-1.835934e+00, 2.762638e-01,6.080912e-01,7.942471e-01,Not_significant,3.938699e-01,2.497463e-01,1.661119e-01,0.000000e+00,2.714916e-01,2.316875e-01,5.576386e-01,4.020536e-02
328,AGIS_Os01g003280,-6.784741e-01, 3.547318e+00, 1.560614e+01,1.688667e-03,2.969894e-02,Not_significant,1.746813e+01,1.290356e+01,1.463446e+01,1.251404e+01,8.913973e+00,9.664677e+00,8.862470e+00,8.242098e+00
329,AGIS_Os01g003290,-5.047647e-02, 4.290582e+00, 1.251794e-01,7.292078e-01,8.673365e-01,Not_significant,1.752721e+01,2.308766e+01,2.071415e+01,1.835699e+01,1.828043e+01,2.014026e+01,1.905929e+01,1.907744e+01
330,AGIS_Os01g003300,-4.027736e-01, 3.618768e+00, 4.889112e+00,4.573725e-02,1.898357e-01,Not_significant,1.573510e+01,1.282031e+01,1.493346e+01,1.221499e+01,8.257868e+00,1.105480e+01,1.173033e+01,1.119719e+01
332,AGIS_Os01g003320,-1.488797e-01, 3.397067e+00, 7.740212e-01,3.950945e-01,6.412237e-01,Not_significant,9.196861e+00,1.101659e+01,1.445173e+01,9.661574e+00,8.800851e+00,1.027699e+01,1.159092e+01,8.945692e+00
333,AGIS_Os01g003330, 6.415379e-01,-3.985616e-01, 5.820991e-01,4.592370e-01,6.930978e-01,Not_significant,3.150959e-01,1.109984e-01,1.129561e+00,8.051312e-01,4.072373e-01,1.092241e+00,1.334349e+00,4.824643e-01
335,AGIS_Os01g003350, 7.270900e-02,-1.232790e+00, 4.375539e-03,9.482758e-01,9.787094e-01,Not_significant,1.969349e-01,9.434862e-01,3.322238e-01,9.201499e-02,1.357458e-01,2.647857e-01,9.559518e-01,2.010268e-01
336,AGIS_Os01g003360, 1.022154e+00,-1.435672e-01, 2.697746e+00,1.246666e-01,3.422108e-01,Not_significant,7.286593e-01,9.989853e-01,4.318909e-01,2.070337e-01,8.370990e-01,1.969343e+00,1.035614e+00,6.834911e-01
337,AGIS_Os01g003370,-2.059348e-01,-1.813261e-01, 1.043266e-01,7.518817e-01,8.812679e-01,Not_significant,9.452877e-01,7.214894e-01,1.445173e+00,5.520900e-01,1.063342e+00,6.619642e-01,5.974699e-01,7.236964e-01
339,AGIS_Os01g003390, 6.402474e-01,-2.747111e-01, 5.864508e-01,4.575997e-01,6.919441e-01,Not_significant,3.938699e-01,1.442979e+00,1.029894e+00,6.901125e-02,1.515828e+00,7.116115e-01,7.169639e-01,4.422589e-01
342,AGIS_Os01g003420,-1.767279e+00,-1.737747e+00, 1.907342e+00,1.907508e-01,4.342179e-01,Not_significant,2.363219e-01,3.884943e-01,6.644476e-01,2.070337e-01,0.000000e+00,1.985892e-01,2.788193e-01,8.041071e-02
344,AGIS_Os01g003440, 3.905809e-01, 1.321761e+00, 1.272372e+00,2.798962e-01,5.347327e-01,Not_significant,1.654253e+00,2.719460e+00,2.358789e+00,1.610262e+00,1.470579e+00,3.872490e+00,2.708530e+00,3.256634e+00
345,AGIS_Os01g003450, 3.744917e-01, 3.395644e+00, 4.391579e+00,5.645265e-02,2.155157e-01,Not_significant,9.334716e+00,1.068359e+01,9.634489e+00,6.947132e+00,1.334833e+01,1.060798e+01,1.334349e+01,9.970928e+00
346,AGIS_Os01g003460,-1.838166e-01, 1.981271e-01, 1.328843e-01,7.213750e-01,8.627268e-01,Not_significant,1.161916e+00,1.942471e+00,5.980028e-01,1.104180e+00,8.144747e-01,1.505968e+00,6.771326e-01,1.085545e+00
347,AGIS_Os01g003470, 8.660063e-01,-4.144360e-01, 1.145751e+00,3.040894e-01,5.580892e-01,Not_significant,7.877397e-02,7.769886e-01,3.488350e-01,1.219199e+00,6.787289e-01,1.092241e+00,6.373012e-01,8.644152e-01
349,AGIS_Os01g003490, 2.379592e+00, 3.324153e+00, 3.131897e+01,6.495706e-04,1.836403e-02,UP,2.126897e+00,1.553977e+00,8.189316e+00,3.105506e+00,2.171932e+01,1.323928e+01,1.423970e+01,1.557958e+01
350,AGIS_Os01g003500,-2.628224e-01, 6.785462e+00, 2.275071e+00,1.560738e-01,3.878432e-01,Not_significant,1.041983e+02,1.365557e+02,1.530721e+02,8.651710e+01,1.182346e+02,7.200515e+01,1.296908e+02,8.191841e+01
351,AGIS_Os01g003510, 1.019489e+00, 4.698922e-02, 2.031372e+00,1.778622e-01,4.187436e-01,Not_significant,3.938699e-01,1.498478e+00,8.305594e-02,1.058172e+00,4.524859e-01,1.439772e+00,1.155108e+00,1.889652e+00
352,AGIS_Os01g003520,-1.669298e-02, 6.785221e+00, 1.066908e-02,9.193228e-01,9.657339e-01,Not_significant,7.635167e+01,1.167980e+02,1.196172e+02,1.342499e+02,1.126464e+02,9.237710e+01,1.100340e+02,1.199728e+02
353,AGIS_Os01g003530, 6.932848e-01,-8.411385e-01, 5.534114e-01,4.702814e-01,7.020795e-01,Not_significant,4.332569e-01,3.884943e-01,2.823902e-01,2.070337e-01,9.275962e-01,1.274281e+00,5.178072e-01,8.041071e-02
354,AGIS_Os01g003540, 2.022709e-01, 1.149420e+00, 2.732155e-01,6.100567e-01,7.957166e-01,Not_significant,2.126897e+00,2.358715e+00,2.906958e+00,8.741424e-01,3.461517e+00,1.754205e+00,2.290301e+00,1.648420e+00
356,AGIS_Os01g003560, 1.376944e-01,-1.982584e-01, 4.061854e-02,8.434241e-01,9.298522e-01,Not_significant,6.301918e-01,6.659902e-01,8.970042e-01,7.821274e-01,1.674198e+00,9.598480e-01,4.580603e-01,5.829777e-01
358,AGIS_Os01g003580,-1.727406e-01, 2.843172e+00, 5.819159e-01,4.593062e-01,6.930978e-01,Not_significant,9.590731e+00,5.272423e+00,5.880361e+00,9.914616e+00,5.678698e+00,6.685838e+00,5.974699e+00,8.081277e+00
359,AGIS_Os01g003590, 8.173981e-01, 1.382361e+00, 5.080915e+00,4.226501e-02,1.813820e-01,Not_significant,2.126897e+00,1.054485e+00,1.295673e+00,3.266532e+00,2.330303e+00,2.714053e+00,3.564904e+00,4.161254e+00
360,AGIS_Os01g003600,-6.361103e-01, 6.222101e+00, 2.156387e+01,4.709545e-04,1.561997e-02,Not_significant,1.050057e+02,7.867010e+01,8.592968e+01,9.367126e+01,5.506754e+01,5.234482e+01,5.755627e+01,6.865065e+01
369,AGIS_Os01g003690,-8.251905e-01, 5.841723e-01, 1.566187e+00,2.342437e-01,4.851260e-01,Not_significant,8.862072e-01,1.442979e+00,3.986685e+00,1.403229e+00,1.583701e+00,1.009495e+00,3.584819e-01,9.649285e-01
370,AGIS_Os01g003700,-5.934197e-02, 5.967589e+00, 2.127472e-01,6.523150e-01,8.219318e-01,Not_significant,6.699726e+01,7.012322e+01,6.159429e+01,5.688827e+01,6.468286e+01,6.156267e+01,5.833298e+01,6.012711e+01
372,AGIS_Os01g003720, 4.540447e-01,-6.600439e-01, 3.475056e-01,5.657260e-01,7.665159e-01,Not_significant,3.150959e-01,2.774959e-01,5.647804e-01,8.741424e-01,4.524859e-01,4.799240e-01,6.373012e-01,1.125750e+00
374,AGIS_Os01g003740, 1.278790e+00, 7.922149e-01, 9.020795e+00,1.026168e-02,7.951734e-02,Not_significant,1.004368e+00,8.602374e-01,8.139483e-01,1.104180e+00,1.990938e+00,3.922138e+00,1.692831e+00,2.090679e+00
375,AGIS_Os01g003750, 3.888066e-01, 2.462109e+00, 2.437646e+00,1.426799e-01,3.689032e-01,Not_significant,3.978086e+00,6.021662e+00,4.717578e+00,4.140675e+00,8.438863e+00,6.090070e+00,5.297566e+00,5.085978e+00
376,AGIS_Os01g003760, 5.045131e-02, 3.316540e+00, 8.357919e-02,7.771051e-01,8.955279e-01,Not_significant,7.700156e+00,9.434862e+00,1.079727e+01,1.120283e+01,9.298586e+00,9.350244e+00,1.047564e+01,1.111678e+01
377,AGIS_Os01g003770, 1.870623e-01, 1.814811e+00, 4.492782e-01,5.145168e-01,7.334221e-01,Not_significant,2.698009e+00,3.773945e+00,3.654462e+00,2.875469e+00,3.936628e+00,3.806294e+00,4.261952e+00,2.814375e+00
378,AGIS_Os01g003780,-1.936487e-01, 2.157836e+00, 5.619349e-01,4.669536e-01,6.999093e-01,Not_significant,3.741764e+00,5.577668e+00,5.847138e+00,3.772615e+00,4.796351e+00,3.872490e+00,4.640350e+00,3.136018e+00
379,AGIS_Os01g003790, 5.198456e-01, 7.512864e+00, 1.196404e+01,4.288611e-03,4.840689e-02,Not_significant,1.517778e+02,1.783189e+02,1.629225e+02,1.106710e+02,2.499985e+02,2.021639e+02,2.164833e+02,1.884626e+02
380,AGIS_Os01g003800,-1.839719e-01, 4.210635e+00, 1.522429e+00,2.392935e-01,4.903852e-01,Not_significant,2.235211e+01,1.864773e+01,1.988359e+01,1.778190e+01,1.606325e+01,1.688009e+01,1.921862e+01,1.696666e+01
