GeneID	WTHPmock_1	WTHPmock_2	WTHPmock_3	WTHPmock_4	WTHPmyc_1	WTHPmyc_2	WTHPmyc_3	WTHPmyc_4
AGIS_Os02g038210	529	1039	735	1392	624	768	976	1290
AGIS_Os02g038220	0	12	0	0	1	6	0	8
AGIS_Os02g038230	0	34	16	32	0	6	20	6
AGIS_Os02g038240	3895	2589	2324	2212	3763	2444	1409	2565
AGIS_Os02g038250	0	0	0	0	0	0	1	0
AGIS_Os02g038260	16	36	8	57	58	67	76	74
AGIS_Os02g038270	18	77	5	107	18	34	30	112
AGIS_Os02g038280	0	0	0	0	0	0	0	0
AGIS_Os02g038290	436	517	358	437	214	297	256	300
AGIS_Os02g038300	0	0	0	0	0	0	0	0
AGIS_Os02g038310	0	14	20	22	65	53	39	70
AGIS_Os02g038320	0	25	21	12	50	24	1	20
AGIS_Os02g038330	0	0	0	0	0	0	0	0
AGIS_Os02g038340	5143	2825	1925	3191	6800	3115	1609	3233
AGIS_Os02g038350	24	14	50	12	28	12	22	8
AGIS_Os02g038360	966	996	537	976	1402	682	849	922
AGIS_Os02g038370	1450	2474	1754	1831	2375	2014	1348	2087
AGIS_Os02g038380	0	0	0	0	0	0	0	0
AGIS_Os02g038390	1986	1635	1193	1699	2511	1230	846	1588
AGIS_Os02g038400	0	0	0	0	0	0	0	0
AGIS_Os02g038410	0	0	0	0	0	0	0	0
AGIS_Os02g038420	0	0	0	0	2	0	0	0
AGIS_Os02g038430	0	66	0	238	7	63	149	66
AGIS_Os02g038440	91	103	45	204	88	97	171	73
AGIS_Os02g038450	0	4	0	4	0	0	0	0
AGIS_Os02g038460	0	12	20	15	25	9	21	25
AGIS_Os02g038470	66	4	18	0	0	28	12	28
AGIS_Os02g038480	6	238	78	194	59	203	231	169
AGIS_Os02g038490	0	0	0	0	0	0	0	0
AGIS_Os02g038500	506	396	238	362	629	309	297	567
AGIS_Os02g038510	0	0	0	0	0	0	0	0
AGIS_Os02g038520	164	46	95	271	440	123	79	78
AGIS_Os02g038530	219	388	302	614	418	402	285	353
AGIS_Os02g038540	0	0	0	0	22	10	0	13
AGIS_Os02g038550	0	0	0	0	0	0	0	0
AGIS_Os02g038560	12	16	0	0	24	1	8	6
AGIS_Os02g038570	24	31	3	41	23	24	2	63
AGIS_Os02g038580	14	84	30	76	84	23	17	44
AGIS_Os02g038590	0	0	0	0	0	0	0	0
AGIS_Os02g038600	0	0	0	0	0	0	0	0
AGIS_Os02g038610	26	30	52	62	134	11	16	35
AGIS_Os02g038620	2523	1737	1467	1884	3103	1260	708	1631
AGIS_Os02g038630	218	124	203	193	292	114	38	106
AGIS_Os02g038640	38	0	0	0	0	9	0	0
AGIS_Os02g038650	126	139	51	115	186	58	69	124
AGIS_Os02g038660	0	4	14	0	0	0	3	0
AGIS_Os02g038670	1	10	40	0	12	14	4	20
AGIS_Os02g038680	3	58	60	91	44	84	88	38
AGIS_Os02g038690	915	1361	672	1429	1524	873	1005	1461
AGIS_Os02g038700	3135	1457	941	1429	2142	1079	920	1693
AGIS_Os02g038710	0	42	25	16	18	12	11	12
AGIS_Os02g038720	0	0	0	0	0	0	0	0
AGIS_Os02g038730	0	0	0	0	0	0	0	0
AGIS_Os02g038740	0	0	0	0	0	0	0	0
AGIS_Os02g038750	439	216	283	173	518	349	243	693
AGIS_Os02g038760	0	0	0	0	0	0	0	0
AGIS_Os02g038770	290	518	270	638	424	625	358	709
AGIS_Os02g038780	0	0	0	0	0	0	0	0
AGIS_Os02g038790	0	0	0	0	0	0	0	0
AGIS_Os02g038800	0	0	0	0	0	0	0	0
AGIS_Os02g038810	0	7	4	32	10	29	33	24
AGIS_Os02g038820	161	180	113	188	336	277	153	289
AGIS_Os02g038830	260	116	84	132	273	151	78	214
AGIS_Os02g038840	1736	2137	1483	2329	2458	1435	1378	1928
AGIS_Os02g038850	0	0	0	0	0	0	0	0
AGIS_Os02g038860	422	892	443	919	524	542	602	712
AGIS_Os02g038870	0	0	0	0	0	0	0	0
AGIS_Os02g038880	505	629	578	539	475	141	350	321
AGIS_Os02g038890	539	474	315	731	651	264	196	437
AGIS_Os02g038900	0	0	0	0	0	0	0	0
AGIS_Os02g038910	0	0	0	0	0	0	0	0
AGIS_Os02g038920	0	0	0	0	0	0	0	0
AGIS_Os02g038930	1140	1105	856	1367	1263	946	661	1007
AGIS_Os02g038940	36	50	41	40	42	31	39	40
AGIS_Os02g038950	175	219	154	217	250	136	118	150
AGIS_Os02g038960	0	0	0	0	0	0	0	0
AGIS_Os02g038970	0	2	0	0	0	6	4	0
AGIS_Os02g038980	0	0	0	0	0	0	0	0
AGIS_Os02g038990	2997	1686	1827	2537	2517	1126	1045	1949
AGIS_Os02g039000	11575	6037	5538	6909	8484	4972	2028	4954
AGIS_Os02g039010	546	392	325	734	479	358	208	225
AGIS_Os02g039020	0	0	0	0	0	0	0	0
AGIS_Os02g039030	884	1753	1550	1769	1566	1388	849	1341
AGIS_Os02g039040	5952	3628	2757	3399	6303	2366	1761	3131
AGIS_Os02g039050	0	40	8	55	74	52	42	18
AGIS_Os02g039060	148	207	142	246	290	151	176	213
AGIS_Os02g039070	0	0	0	0	0	0	0	0
AGIS_Os02g039080	441	342	426	338	535	324	229	235
AGIS_Os02g039090	463	1201	444	1760	612	1069	1183	1311
AGIS_Os02g039100	209	325	186	414	450	292	237	321
AGIS_Os02g039110	429	233	214	267	235	156	176	185
AGIS_Os02g039120	0	0	0	0	0	0	0	0
AGIS_Os02g039130	893	666	535	826	1855	564	830	893
AGIS_Os02g039140	0	0	0	0	0	0	0	0
AGIS_Os02g039150	410	273	275	254	342	221	272	223
AGIS_Os02g039160	26	61	32	52	280	48	55	156
AGIS_Os02g039170	6775	3992	3715	4400	6801	2992	2668	3302
AGIS_Os02g039180	24	26	18	63	36	31	22	44
AGIS_Os02g039190	0	231	118	514	158	257	233	284
AGIS_Os02g039200	1855	1832	1222	1919	2293	1529	1447	1807
AGIS_Os02g039210	0	0	0	0	0	0	0	0
AGIS_Os02g039220	809	1045	978	1207	1413	906	723	1148
AGIS_Os02g039230	0	1	0	0	0	0	0	0
AGIS_Os02g039240	0	0	0	0	0	0	0	0
AGIS_Os02g039250	250	130	137	105	114	82	48	138
AGIS_Os02g039260	29	270	38	436	103	217	369	220
AGIS_Os02g039270	44	102	36	148	25	120	75	108
AGIS_Os02g039280	202	502	340	633	424	444	337	621
AGIS_Os02g039290	2970	7629	4966	8142	8503	6373	5658	8398
AGIS_Os02g039300	195	104	142	106	182	96	56	70
AGIS_Os02g039310	0	0	0	0	0	0	0	0
AGIS_Os02g039320	0	0	0	0	0	0	0	0
AGIS_Os02g039330	245	135	180	274	125	49	50	44
AGIS_Os02g039340	0	3	15	8	24	16	26	7
AGIS_Os02g039350	0	0	0	0	0	1	0	0
AGIS_Os02g039360	833	379	448	624	629	367	323	513
AGIS_Os02g039370	644	804	446	700	751	622	461	729
AGIS_Os02g039380	0	20	0	0	0	0	0	0
AGIS_Os02g039390	0	0	1	0	0	0	0	0
AGIS_Os02g039400	194	226	44	165	130	79	26	96
AGIS_Os02g039410	0	0	0	0	0	0	0	0
AGIS_Os02g039420	0	0	0	0	0	0	0	0
AGIS_Os02g039430	0	0	0	0	0	0	0	0
AGIS_Os02g039440	15365	9066	7865	9562	13309	5826	2965	7194
AGIS_Os02g039450	0	0	0	8	0	16	0	4
AGIS_Os02g039460	335	401	218	554	488	362	247	404
AGIS_Os02g039470	78	109	62	76	90	98	83	108
AGIS_Os02g039480	716	633	594	824	1075	475	542	829
AGIS_Os02g039490	0	0	0	0	0	4	0	0
AGIS_Os02g039500	1830	1582	1339	1840	1896	1308	491	883
AGIS_Os02g039510	147	256	202	401	204	222	205	334
AGIS_Os02g039520	0	0	0	0	0	0	0	0
AGIS_Os02g039530	0	0	0	0	0	0	0	0
AGIS_Os02g039540	0	7	34	2	54	35	7	44
AGIS_Os02g039550	206	295	265	297	441	277	186	258
AGIS_Os02g039560	0	0	0	0	0	0	0	0
AGIS_Os02g039570	0	0	0	0	0	0	0	0
AGIS_Os02g039580	0	0	0	0	0	0	0	0
AGIS_Os02g039590	0	0	0	0	0	0	0	0
AGIS_Os02g039600	11	48	26	13	92	8	8	20
AGIS_Os02g039610	0	0	0	0	0	0	0	0
AGIS_Os02g039620	0	0	0	0	0	0	0	0
AGIS_Os02g039630	0	0	0	0	0	0	0	0
AGIS_Os02g039640	0	0	0	0	0	0	0	0
AGIS_Os02g039650	0	0	0	0	0	0	0	0
AGIS_Os02g039660	0	0	0	0	0	0	0	0
AGIS_Os02g039670	559	1077	769	1170	1190	996	705	1195
AGIS_Os02g039680	26	171	120	140	90	90	67	82
AGIS_Os02g039690	0	0	0	0	0	0	0	6
AGIS_Os02g039700	169	51	134	94	186	46	78	193
AGIS_Os02g039710	0	0	0	0	0	0	0	0
AGIS_Os02g039720	0	28	0	106	22	105	109	26
AGIS_Os02g039730	161	71	40	140	183	4	51	153
AGIS_Os02g039740	135	183	139	187	180	131	83	158
AGIS_Os02g039750	183	365	155	431	370	301	224	366
AGIS_Os02g039760	43908	23316	33129	23459	32406	14139	9687	14931
AGIS_Os02g039770	0	0	0	0	0	0	0	0
AGIS_Os02g039780	197	426	289	350	476	282	131	379
AGIS_Os02g039790	0	37	32	34	12	24	21	0
AGIS_Os02g039800	0	0	0	0	0	0	0	0
AGIS_Os02g039810	1253	883	814	1094	1174	763	511	821
AGIS_Os02g039820	2378	1604	1386	1908	2348	1446	1052	1646
AGIS_Os02g039830	17	16	16	19	6	20	42	20
AGIS_Os02g039840	0	0	0	0	0	0	0	0
AGIS_Os02g039850	0	0	0	0	0	0	0	0
AGIS_Os02g039860	0	0	0	0	0	0	0	0
AGIS_Os02g039870	0	0	0	0	0	0	0	0
AGIS_Os02g039880	0	0	0	0	0	0	0	0
AGIS_Os02g039890	0	0	0	0	0	0	0	0
AGIS_Os02g039900	0	0	0	0	0	0	0	0
AGIS_Os02g039910	0	0	0	0	0	0	0	0
AGIS_Os02g039920	285	205	189	174	316	212	80	172
AGIS_Os02g039930	16	74	59	51	86	34	82	34
AGIS_Os02g039940	724	506	272	231	272	148	84	311
AGIS_Os02g039950	2030	2085	1901	2044	2429	1380	1123	1730
AGIS_Os02g039960	314	1152	283	1967	377	940	1487	918
AGIS_Os02g039970	538	1621	661	2392	1166	1526	2093	1901
AGIS_Os02g039980	0	0	0	0	0	0	1	0
AGIS_Os02g039990	939	1022	556	994	1157	510	477	767
AGIS_Os02g040000	32	22	52	124	6	38	86	28
AGIS_Os02g040010	0	0	0	0	0	0	0	0
AGIS_Os02g040020	68	229	46	542	156	302	315	171
AGIS_Os02g040030	243	154	88	59	119	120	64	90
AGIS_Os02g040040	408	674	217	927	474	718	697	587
AGIS_Os02g040050	247	459	128	950	507	578	439	486
AGIS_Os02g040060	0	0	0	0	0	0	0	0
AGIS_Os02g040070	42023	26226	21984	25635	32672	13682	11104	21166
AGIS_Os02g040080	302	542	163	1027	338	534	689	697
AGIS_Os02g040090	638	391	427	375	416	291	134	406
AGIS_Os02g040100	138	38	115	32	70	58	4	50
AGIS_Os02g040110	1465	436	338	727	1362	630	342	1086
AGIS_Os02g040120	782	1540	1104	1285	1369	945	777	1125
AGIS_Os02g040130	0	6	0	0	0	0	0	9
AGIS_Os02g040140	189	163	60	191	248	119	150	105
AGIS_Os02g040150	471	391	484	521	506	268	218	411
AGIS_Os02g040160	286	116	217	183	416	196	129	119
AGIS_Os02g040170	1007	756	766	958	805	433	327	623
AGIS_Os02g040180	843	666	637	718	669	363	382	473
AGIS_Os02g040190	0	0	0	14	0	5	9	2
AGIS_Os02g040200	0	0	0	0	0	0	0	0
AGIS_Os02g040210	52	116	73	176	140	130	75	42
AGIS_Os02g040220	871	564	417	575	823	311	397	495
AGIS_Os02g040230	0	0	0	0	0	0	0	0
AGIS_Os02g040240	451	567	683	791	763	588	576	888
AGIS_Os02g040250	2038	1396	990	1441	1854	711	866	1016
AGIS_Os02g040260	0	0	0	0	0	0	0	0
AGIS_Os02g040270	85	53	36	36	86	31	29	54
AGIS_Os02g040280	868	186	810	1175	4237	621	1976	2813
AGIS_Os02g040290	1363	1168	847	1165	1475	950	518	938
AGIS_Os02g040300	6799	7065	3848	6718	10835	5335	4056	6105
AGIS_Os02g040310	2324	1261	1539	1427	2096	735	610	1137
AGIS_Os02g040320	52	113	41	159	122	93	64	121
AGIS_Os02g040330	24	148	70	169	62	138	32	77
AGIS_Os02g040340	130	430	214	516	385	354	305	429
AGIS_Os02g040350	145	108	24	126	103	74	31	82
AGIS_Os02g040360	319	584	667	491	706	378	342	344
AGIS_Os02g040370	4124	2739	2289	3524	3582	1743	1148	2774
AGIS_Os02g040380	0	0	0	0	0	0	0	0
AGIS_Os02g040390	0	0	0	36	0	10	20	22
AGIS_Os02g040400	0	0	0	8	7	2	6	0
AGIS_Os02g040410	5749	3518	2771	3331	4757	2037	1611	2480
AGIS_Os02g040420	167	124	72	36	202	90	94	155
AGIS_Os02g040430	1342	1098	724	813	1565	560	384	822
AGIS_Os02g040440	228	155	87	214	224	208	144	216
AGIS_Os02g040450	0	0	0	0	0	0	4	0
AGIS_Os02g040460	0	0	0	0	0	0	0	0
AGIS_Os02g040470	328	215	193	306	607	245	261	179
AGIS_Os02g040480	271	495	396	851	625	395	587	473
AGIS_Os02g040490	1063	2489	1015	4284	1575	2115	2495	2629
AGIS_Os02g040500	6	4	0	38	2	8	6	31
AGIS_Os02g040510	283	435	292	538	817	359	372	468
AGIS_Os02g040520	0	10	0	0	0	8	0	0
AGIS_Os02g040530	779	1383	846	1400	1509	1029	1210	1464
AGIS_Os02g040540	106	317	170	277	353	134	159	171
AGIS_Os02g040550	126	967	333	1703	388	818	889	1029
AGIS_Os02g040560	0	0	0	0	0	0	0	0
AGIS_Os02g040570	65	65	76	78	164	107	82	56
AGIS_Os02g040580	1693	1183	1073	1380	1268	567	445	887
AGIS_Os02g040590	78	524	123	450	180	311	346	518
AGIS_Os02g040600	1135	1264	1023	1159	2338	1143	747	1458
AGIS_Os02g040610	3023	1983	1560	1785	3520	1389	1078	2293
AGIS_Os02g040620	0	0	0	0	0	0	0	0
AGIS_Os02g040630	0	0	0	0	0	0	0	0
AGIS_Os02g040640	108	212	111	232	385	83	165	237
AGIS_Os02g040650	0	0	0	0	0	0	0	0
AGIS_Os02g040660	1526	1491	934	1450	2125	989	1087	1578
AGIS_Os02g040670	804	573	629	647	749	563	353	495
AGIS_Os02g040680	99	29	33	0	110	8	28	24
AGIS_Os02g040690	28	48	9	85	62	7	16	36
AGIS_Os02g040700	0	0	0	0	0	0	0	0
AGIS_Os02g040710	0	0	0	0	0	0	0	0
AGIS_Os02g040720	235	265	278	661	376	188	272	239
AGIS_Os02g040730	230	625	286	531	401	308	300	387
AGIS_Os02g040740	0	0	0	0	0	0	0	0
AGIS_Os02g040750	2587	2957	2413	3219	3859	2423	2072	3252
AGIS_Os02g040760	0	0	0	0	0	0	0	4
AGIS_Os02g040770	0	0	0	0	0	0	0	0
AGIS_Os02g040780	162	63	105	122	234	88	42	102
AGIS_Os02g040790	92	138	46	205	95	134	72	70
AGIS_Os02g040800	0	0	0	0	0	0	0	0
AGIS_Os02g040810	0	0	0	0	0	0	0	0
AGIS_Os02g040820	60	34	14	40	10	16	14	30
AGIS_Os02g040830	96	0	47	32	0	13	14	8
AGIS_Os02g040840	6	0	0	6	34	0	0	0
AGIS_Os02g040850	0	0	0	0	0	0	0	0
AGIS_Os02g040860	0	0	0	0	0	0	0	0
AGIS_Os02g040870	470	888	364	1015	861	624	731	926
AGIS_Os02g040880	230	162	76	443	382	160	297	207
AGIS_Os02g040890	0	0	0	0	0	0	0	0
AGIS_Os02g040900	0	0	0	0	0	0	0	0
AGIS_Os02g040910	151	320	156	555	207	133	230	176
AGIS_Os02g040920	2	0	0	34	0	16	0	10
AGIS_Os02g040930	1008	1948	1646	2409	1853	1576	1316	1802
AGIS_Os02g040940	0	0	0	0	0	0	0	0
AGIS_Os02g040950	0	0	0	0	0	0	0	0
AGIS_Os02g040960	32	20	12	26	98	14	4	6
AGIS_Os02g040970	0	0	0	0	0	0	0	0
AGIS_Os02g040980	388	263	203	360	726	361	284	461
AGIS_Os02g040990	106	392	289	503	230	575	345	611
AGIS_Os02g041000	28	18	8	51	16	0	12	2
AGIS_Os02g041010	96	6	29	6	111	22	9	3
AGIS_Os02g041020	0	0	0	0	0	8	0	0
AGIS_Os02g041030	0	0	0	0	0	0	0	0
AGIS_Os02g041040	481	1475	1094	1406	1000	942	949	1190
AGIS_Os02g041050	607	1106	807	982	1522	694	971	1131
AGIS_Os02g041060	253	547	249	503	429	249	202	354
AGIS_Os02g041070	0	0	0	0	0	0	0	0
AGIS_Os02g041080	6	45	35	82	0	92	112	57
AGIS_Os02g041090	0	27	3	55	0	10	26	12
AGIS_Os02g041100	4858	1980	2867	1562	4043	710	956	2250
AGIS_Os02g041110	0	0	0	0	0	0	0	0
AGIS_Os02g041120	0	0	0	0	0	0	0	0
AGIS_Os02g041130	0	0	0	0	0	0	0	0
AGIS_Os02g041140	1536	1031	525	911	1053	425	537	855
AGIS_Os02g041150	2889	1256	1287	1425	3294	1140	808	1469
AGIS_Os02g041160	0	0	0	0	0	0	0	0
AGIS_Os02g041170	151	196	264	106	285	27	130	159
AGIS_Os02g041180	0	0	0	0	0	0	0	0
AGIS_Os02g041190	0	0	0	0	0	0	0	0
AGIS_Os02g041200	1505	1010	485	801	1574	861	766	1091
AGIS_Os02g041210	645	558	644	502	860	582	319	371
AGIS_Os02g041220	0	0	0	0	0	0	0	0
AGIS_Os02g041230	0	0	0	0	0	0	0	0
AGIS_Os02g041240	72	53	20	34	92	14	37	78
AGIS_Os02g041250	0	0	0	0	0	0	0	0
AGIS_Os02g041260	383	582	589	623	865	580	447	587
AGIS_Os02g041270	384	267	147	215	368	239	228	193
AGIS_Os02g041280	1748	964	1041	1074	1761	779	290	816
AGIS_Os02g041290	0	0	0	0	0	0	0	0
AGIS_Os02g041300	0	0	0	0	0	0	0	0
AGIS_Os02g041310	639	920	814	856	787	700	830	896
AGIS_Os02g041320	1451	752	693	735	1960	792	562	1016
AGIS_Os02g041330	1921	1675	1967	2200	2034	1422	793	1496
AGIS_Os02g041340	62	232	60	357	205	278	290	272
AGIS_Os02g041350	0	8	0	0	40	0	2	0
AGIS_Os02g041360	20	36	10	92	54	44	43	27
AGIS_Os02g041370	25	188	136	320	128	238	224	283
AGIS_Os02g041380	0	0	0	0	0	0	0	0
AGIS_Os02g041390	0	0	0	0	0	0	0	0
AGIS_Os02g041400	0	0	0	0	0	0	0	0
AGIS_Os02g041410	0	0	0	0	0	0	0	0
AGIS_Os02g041420	12	4	0	12	10	28	4	11
AGIS_Os02g041430	0	0	0	0	0	0	0	0
AGIS_Os02g041440	0	0	0	0	0	0	0	0
AGIS_Os02g041450	0	0	0	0	0	0	0	0
AGIS_Os02g041460	0	0	0	0	0	0	0	0
AGIS_Os02g041470	228	408	388	600	629	535	313	635
AGIS_Os02g041480	334	706	616	884	842	604	676	910
AGIS_Os02g041490	24	24	20	84	222	67	86	153
AGIS_Os02g041500	0	0	0	0	0	0	0	0
AGIS_Os02g041510	20	142	40	182	82	118	138	181
AGIS_Os02g041520	1389	2767	2110	3105	2516	2064	2366	2840
AGIS_Os02g041530	238	541	389	517	685	458	316	525
AGIS_Os02g041540	337	761	552	850	1107	716	602	776
AGIS_Os02g041550	190	40	57	111	107	113	61	99
AGIS_Os02g041560	1504	936	650	825	1756	1040	738	1031
AGIS_Os02g041570	58	50	54	38	51	40	52	24
AGIS_Os02g041580	0	0	0	0	0	0	0	0
AGIS_Os02g041590	136	187	144	121	278	74	139	140
AGIS_Os02g041600	3646	2154	1609	2652	3573	1489	1297	2284
AGIS_Os02g041610	0	0	0	0	0	0	0	0
AGIS_Os02g041620	0	0	0	0	0	0	0	0
AGIS_Os02g041630	0	0	0	0	0	0	0	0
AGIS_Os02g041640	544	744	719	907	514	343	174	272
AGIS_Os02g041650	0	0	0	0	2	8	0	0
AGIS_Os02g041660	0	0	0	0	0	0	0	0
AGIS_Os02g041670	0	0	0	0	0	0	0	0
AGIS_Os02g041680	0	0	0	0	0	0	0	0
AGIS_Os02g041690	0	0	0	0	0	0	0	0
AGIS_Os02g041700	804	591	528	719	611	465	413	649
AGIS_Os02g041710	133	64	32	47	8	88	30	81
AGIS_Os02g041720	622	973	587	786	518	703	519	715
AGIS_Os02g041730	22	105	56	45	142	38	18	88
AGIS_Os02g041740	0	12	0	0	0	4	0	7
AGIS_Os02g041750	422	763	396	537	836	402	572	771
AGIS_Os02g041760	0	0	0	0	0	0	0	0
AGIS_Os02g041770	69	61	0	34	37	4	16	54
AGIS_Os02g041780	0	0	0	0	0	6	0	0
AGIS_Os02g041790	4295	2837	1634	2766	5177	2210	2035	3713
AGIS_Os02g041800	141	201	81	147	117	70	59	101
AGIS_Os02g041810	109	457	76	981	252	453	723	428
AGIS_Os02g041820	1709	1685	859	1104	824	453	279	857
AGIS_Os02g041830	110	130	123	174	176	86	69	118
AGIS_Os02g041840	1832	2326	1451	2514	3433	1895	1580	2529
AGIS_Os02g041850	1293	1077	744	1156	1424	1119	899	1250
AGIS_Os02g041860	250	152	242	227	198	136	68	228
AGIS_Os02g041870	929	2410	1519	2747	1453	1904	1582	2521
AGIS_Os02g041880	889	1633	1423	1712	1864	1441	1277	1504
AGIS_Os02g041890	0	0	0	0	0	0	0	1
AGIS_Os02g041900	0	0	0	0	0	0	0	0
AGIS_Os02g041910	0	0	0	0	0	0	0	0
AGIS_Os02g041920	119	102	69	134	181	71	127	107
AGIS_Os02g041930	0	0	0	0	0	0	10	0
AGIS_Os02g041940	0	0	0	0	0	0	0	0
AGIS_Os02g041950	1846	1204	1192	1070	1908	731	612	1196
AGIS_Os02g041960	2786	2483	1823	3061	4791	2239	2346	2938
AGIS_Os02g041970	192	133	158	176	273	49	101	74
AGIS_Os02g041980	0	0	0	0	0	0	0	0
AGIS_Os02g041990	141	358	370	516	426	333	282	341
AGIS_Os02g042000	115	209	289	367	250	205	205	291
AGIS_Os02g042010	975	1031	833	943	1282	540	558	935
AGIS_Os02g042020	0	0	0	0	0	0	0	0
AGIS_Os02g042030	0	6	0	14	0	0	13	10
AGIS_Os02g042040	94	70	15	60	62	64	94	81
AGIS_Os02g042050	467	722	491	904	513	525	702	766
AGIS_Os02g042060	195	137	95	299	210	60	253	138
AGIS_Os02g042070	111	70	60	261	140	114	211	188
AGIS_Os02g042080	13	16	0	28	0	10	18	2
AGIS_Os02g042090	32	0	0	0	32	0	6	0
AGIS_Os02g042100	4	0	0	34	0	10	4	0
AGIS_Os02g042110	0	0	0	0	0	4	0	0
AGIS_Os02g042120	0	0	0	0	0	0	0	0
AGIS_Os02g042130	171	134	136	166	272	37	202	118
AGIS_Os02g042140	0	0	0	0	0	0	0	0
AGIS_Os02g042150	7	19	14	27	20	19	3	9
AGIS_Os02g042160	12	11	16	14	53	6	29	28
AGIS_Os02g042170	0	0	0	0	0	0	0	0
AGIS_Os02g042180	418	498	765	727	1113	486	222	521
AGIS_Os02g042190	4239	4111	3270	4183	6428	3042	3046	5034
AGIS_Os02g042200	2087	1977	1700	2237	2804	1261	1254	2043
AGIS_Os02g042210	798	765	525	705	1272	562	441	1031
AGIS_Os02g042220	0	0	0	0	0	0	0	0
AGIS_Os02g042230	0	0	0	0	0	0	0	0
AGIS_Os02g042240	0	0	0	0	0	0	0	0
AGIS_Os02g042250	0	0	0	0	0	0	0	0
AGIS_Os02g042260	728	429	297	360	588	248	350	374
AGIS_Os02g042270	38	14	22	176	28	28	142	31
AGIS_Os02g042280	82	394	68	712	146	352	481	360
AGIS_Os02g042290	94	110	96	121	93	54	45	74
AGIS_Os02g042300	0	0	0	0	0	0	0	0
AGIS_Os02g042310	209	384	316	568	537	472	383	483
AGIS_Os02g042320	7836	7262	5706	7662	10461	6307	4745	7650
AGIS_Os02g042330	0	6	0	0	0	0	0	0
AGIS_Os02g042340	0	0	0	0	0	0	0	0
AGIS_Os02g042350	134	553	309	603	368	516	546	452
AGIS_Os02g042360	1215	1517	1148	1634	2090	1355	1018	1604
AGIS_Os02g042370	473	810	833	833	907	589	339	654
AGIS_Os02g042380	0	18	0	13	4	3	13	17
AGIS_Os02g042390	459	375	395	412	474	281	203	528
AGIS_Os02g042400	0	0	0	0	0	0	0	0
AGIS_Os02g042410	1415	1216	585	1080	1711	1278	497	1397
AGIS_Os02g042420	0	0	0	0	0	0	0	0
AGIS_Os02g042430	0	0	0	0	0	0	0	0
AGIS_Os02g042440	381	290	129	230	330	136	96	194
AGIS_Os02g042450	45	26	8	10	37	0	20	17
AGIS_Os02g042460	402	759	528	868	845	611	483	664
AGIS_Os02g042470	104	395	122	968	173	690	593	769
AGIS_Os02g042480	664	1147	1648	1450	983	1160	755	1028
AGIS_Os02g042490	5551	4886	4686	5517	7330	3716	3305	3980
AGIS_Os02g042500	292	863	517	1497	471	963	841	906
AGIS_Os02g042510	211	109	128	260	269	145	163	202
AGIS_Os02g042520	90	779	273	882	306	681	672	849
AGIS_Os02g042530	109	308	306	830	289	521	397	304
AGIS_Os02g042540	46	278	127	407	348	211	228	204
AGIS_Os02g042550	0	0	23	42	0	12	7	8
AGIS_Os02g042560	1468	976	1017	1057	2375	967	706	1233
AGIS_Os02g042570	2350	3220	2743	4344	3850	2969	2507	3090
AGIS_Os02g042580	122	103	68	36	242	46	73	69
AGIS_Os02g042590	0	0	0	0	0	0	0	0
AGIS_Os02g042600	0	0	0	0	0	0	0	0
AGIS_Os02g042610	0	0	0	0	0	0	0	0
AGIS_Os02g042620	0	0	0	0	0	0	0	0
AGIS_Os02g042630	0	0	0	0	0	0	0	0
AGIS_Os02g042640	0	0	0	0	0	0	0	0
AGIS_Os02g042650	0	0	0	0	0	0	0	0
AGIS_Os02g042660	1854	1378	1564	1823	2484	1003	1029	1214
AGIS_Os02g042670	0	32	36	75	14	34	60	40
AGIS_Os02g042680	21	21	12	0	9	11	0	0
AGIS_Os02g042690	0	0	0	0	0	0	0	0
AGIS_Os02g042700	589	659	680	692	1103	565	547	828
AGIS_Os02g042710	4	104	65	266	91	63	181	190
AGIS_Os02g042720	6	8	28	17	1	10	6	12
AGIS_Os02g042730	0	0	0	0	0	0	0	0
AGIS_Os02g042740	0	0	18	0	0	0	0	0
AGIS_Os02g042750	180	160	74	142	206	62	98	66
AGIS_Os02g042760	1221	2718	1862	3608	2686	2301	2714	3203
AGIS_Os02g042770	320	652	535	707	659	480	337	529
AGIS_Os02g042780	17	1	34	53	0	23	16	29
AGIS_Os02g042790	387	948	466	1064	801	695	649	827
AGIS_Os02g042800	380	746	423	897	624	371	364	671
AGIS_Os02g042810	0	0	0	0	0	0	0	0
AGIS_Os02g042820	1404	1029	1093	1623	1600	663	761	1231
AGIS_Os02g042830	0	0	0	0	0	0	0	0
AGIS_Os02g042840	0	0	0	0	0	0	0	0
AGIS_Os02g042850	172	551	392	835	487	630	338	410
AGIS_Os02g042860	96	100	42	208	134	32	20	63
AGIS_Os02g042870	0	0	0	0	0	0	0	0
AGIS_Os02g042880	0	0	0	0	0	0	0	0
AGIS_Os02g042890	0	0	0	0	0	0	0	0
AGIS_Os02g042900	0	0	0	0	0	0	0	0
AGIS_Os02g042910	166	325	166	257	386	293	279	357
AGIS_Os02g042920	575	797	545	882	1021	661	644	652
AGIS_Os02g042930	2581	1776	1624	2269	3568	1921	1639	2006
AGIS_Os02g042940	2199	2154	2443	2644	4359	1815	2188	2189
AGIS_Os02g042950	778	1496	1109	1626	1611	1035	1111	1231
AGIS_Os02g042960	0	16	0	8	38	51	77	136
AGIS_Os02g042970	20	79	49	43	138	134	91	106
