GeneID	WTHPmock_1	WTHPmock_2	WTHPmock_3	WTHPmock_4	WTHPmyc_1	WTHPmyc_2	WTHPmyc_3	WTHPmyc_4
AGIS_Os10g022170	320	227	108	203	308	147	120	92
AGIS_Os10g022180	8	20	10	54	20	13	30	30
AGIS_Os10g022190	5955	2435	2164	2531	3936	1561	883	2027
AGIS_Os10g022200	0	0	0	0	0	0	0	0
AGIS_Os10g022210	545	161	97	171	190	84	64	135
AGIS_Os10g022220	2490	1828	1643	1933	3044	1654	990	1663
AGIS_Os10g022230	75	150	72	137	214	52	77	51
AGIS_Os10g022240	0	0	26	1	15	0	1	0
AGIS_Os10g022250	0	0	0	0	0	0	1	0
AGIS_Os10g022260	0	0	0	8	8	10	0	0
AGIS_Os10g022270	0	0	0	0	0	0	0	0
AGIS_Os10g022280	0	0	0	0	0	0	0	0
AGIS_Os10g022290	0	0	0	0	0	0	0	0
AGIS_Os10g022300	0	4	0	0	0	0	12	10
AGIS_Os10g022310	0	0	0	0	0	0	0	0
AGIS_Os10g022320	1	208	118	101	51	108	175	140
AGIS_Os10g022330	0	0	0	0	0	0	0	0
AGIS_Os10g022340	16	26	48	48	50	87	80	56
AGIS_Os10g022350	0	0	0	0	0	0	0	0
AGIS_Os10g022360	290	121	193	142	202	71	96	89
AGIS_Os10g022370	109	436	372	633	504	512	666	897
AGIS_Os10g022380	57	82	25	128	116	85	142	39
AGIS_Os10g022390	542	785	411	507	608	324	280	464
AGIS_Os10g022400	903	1874	1100	2114	1693	1396	1815	1907
AGIS_Os10g022410	167	563	191	947	360	511	303	376
AGIS_Os10g022420	42	59	92	163	120	135	150	170
AGIS_Os10g022430	870	1099	853	927	1212	1002	675	1086
AGIS_Os10g022440	12	14	18	34	1	40	8	28
AGIS_Os10g022450	0	0	0	0	0	0	0	0
AGIS_Os10g022460	989	1073	555	313	1427	365	2168	569
AGIS_Os10g022470	0	0	0	2	0	0	0	4
AGIS_Os10g022480	0	0	0	0	0	0	0	0
AGIS_Os10g022490	1541	651	1047	916	2497	887	754	1015
AGIS_Os10g022500	0	0	0	0	0	0	0	0
AGIS_Os10g022510	0	0	0	0	0	0	0	0
AGIS_Os10g022520	0	0	0	0	0	0	0	0
AGIS_Os10g022530	0	0	0	0	0	0	0	0
AGIS_Os10g022540	0	0	0	0	0	0	0	0
AGIS_Os10g022550	0	0	0	0	0	0	0	0
AGIS_Os10g022560	0	0	0	0	0	0	0	0
AGIS_Os10g022570	9278	8602	7681	8727	9873	7273	5004	7458
AGIS_Os10g022580	1228	1546	937	1671	1522	809	601	1176
AGIS_Os10g022590	712	766	862	748	467	600	279	669
AGIS_Os10g022600	29	48	42	110	76	45	39	53
AGIS_Os10g022610	0	0	0	0	0	0	0	0
AGIS_Os10g022620	1054	818	734	993	957	631	458	891
AGIS_Os10g022630	0	0	0	0	0	0	0	0
AGIS_Os10g022640	0	0	0	0	0	0	0	0
AGIS_Os10g022650	0	0	0	0	0	0	0	0
AGIS_Os10g022660	0	24	1	9	26	6	69	9
AGIS_Os10g022670	0	0	0	0	0	0	0	0
AGIS_Os10g022680	336	481	393	481	524	424	310	471
AGIS_Os10g022690	0	8	0	0	0	0	2	0
AGIS_Os10g022700	98	120	55	174	92	139	112	196
AGIS_Os10g022710	34	245	20	209	82	52	160	36
AGIS_Os10g022720	126	219	234	315	199	189	301	264
AGIS_Os10g022730	0	6	0	6	0	25	24	0
AGIS_Os10g022740	0	0	0	0	279	37	87	50
AGIS_Os10g022750	0	0	0	0	0	0	0	0
AGIS_Os10g022760	0	0	10	0	8	0	11	4
AGIS_Os10g022770	200	360	215	345	346	331	271	490
AGIS_Os10g022780	186	140	171	278	160	140	71	161
AGIS_Os10g022790	0	0	0	0	0	0	0	0
AGIS_Os10g022800	0	16	22	2	25	6	2	6
AGIS_Os10g022810	0	0	0	0	0	0	0	0
AGIS_Os10g022820	0	0	0	0	0	0	0	0
AGIS_Os10g022830	0	0	0	0	0	0	0	0
AGIS_Os10g022840	0	0	0	0	0	0	0	0
AGIS_Os10g022850	0	0	0	13	0	0	0	0
AGIS_Os10g022860	0	63	16	87	78	44	19	68
AGIS_Os10g022870	31	39	24	0	143	37	3	32
AGIS_Os10g022880	1	8	0	0	0	4	0	0
AGIS_Os10g022890	0	0	0	0	0	0	0	0
AGIS_Os10g022900	0	0	0	0	0	0	0	0
AGIS_Os10g022910	8	2	22	0	7	10	10	0
AGIS_Os10g022920	0	38	6	111	32	10	31	16
AGIS_Os10g022930	0	0	0	16	38	12	1	16
AGIS_Os10g022940	16	216	35	310	144	122	191	184
AGIS_Os10g022950	329	1134	132	4295	465	1018	2876	1046
AGIS_Os10g022960	0	0	0	0	0	0	0	0
AGIS_Os10g022970	2	63	34	86	10	102	71	40
AGIS_Os10g022980	108	366	150	349	217	244	245	341
AGIS_Os10g022990	0	0	0	0	0	0	0	0
AGIS_Os10g023000	0	0	0	0	0	1	1	8
AGIS_Os10g023010	76	260	24	339	112	340	329	386
AGIS_Os10g023020	489	428	379	577	496	242	140	511
AGIS_Os10g023030	180	59	37	54	118	58	28	56
AGIS_Os10g023040	84	123	44	158	172	98	61	78
AGIS_Os10g023050	1923	4596	2860	5297	3637	3431	3862	4955
AGIS_Os10g023060	0	0	0	0	0	0	0	0
AGIS_Os10g023070	0	0	0	0	0	0	0	0
AGIS_Os10g023080	0	0	0	0	0	0	0	0
AGIS_Os10g023090	0	0	0	0	0	0	0	0
AGIS_Os10g023100	0	0	0	0	0	0	0	0
AGIS_Os10g023110	0	0	0	0	0	0	0	0
AGIS_Os10g023120	0	0	0	0	1	0	0	0
AGIS_Os10g023130	0	0	0	0	0	0	0	0
AGIS_Os10g023140	0	0	0	0	0	0	0	0
AGIS_Os10g023150	0	0	8	0	0	0	0	0
AGIS_Os10g023160	0	0	0	0	0	0	0	0
AGIS_Os10g023170	26	20	0	0	0	2	0	0
AGIS_Os10g023180	89	62	80	84	54	60	44	54
AGIS_Os10g023190	0	0	0	0	0	0	0	0
AGIS_Os10g023200	0	0	0	0	0	0	0	0
AGIS_Os10g023210	0	0	0	0	0	0	0	0
AGIS_Os10g023220	0	0	0	0	0	0	0	0
AGIS_Os10g023230	0	0	0	0	0	0	0	0
AGIS_Os10g023240	0	0	0	0	0	0	0	0
AGIS_Os10g023250	0	0	0	0	0	0	0	0
AGIS_Os10g023260	0	0	0	0	0	0	0	0
AGIS_Os10g023270	62	8	42	103	118	54	63	112
AGIS_Os10g023280	0	0	0	0	0	0	0	0
AGIS_Os10g023290	0	0	0	0	0	0	0	0
AGIS_Os10g023300	0	0	0	0	0	0	0	0
AGIS_Os10g023310	0	0	0	0	0	0	0	0
AGIS_Os10g023320	10	8	0	11	12	7	8	12
AGIS_Os10g023330	0	0	0	0	0	0	0	0
AGIS_Os10g023340	0	0	1	0	0	0	0	0
AGIS_Os10g023350	6	10	0	0	0	0	0	6
AGIS_Os10g023360	0	0	0	0	0	0	0	0
AGIS_Os10g023370	0	0	0	0	0	0	0	2
AGIS_Os10g023380	0	0	0	0	0	0	0	0
AGIS_Os10g023390	8	8	0	4	0	14	0	4
AGIS_Os10g023400	0	0	0	0	0	0	0	0
AGIS_Os10g023410	0	0	0	0	0	0	0	0
AGIS_Os10g023420	8	2	0	8	9	2	22	34
AGIS_Os10g023430	10	88	56	95	34	39	63	59
AGIS_Os10g023440	170	178	174	185	246	96	111	115
AGIS_Os10g023450	0	0	0	0	0	0	0	0
AGIS_Os10g023460	0	0	0	0	0	0	0	0
AGIS_Os10g023470	0	0	0	0	0	0	10	0
AGIS_Os10g023480	0	0	0	0	0	0	0	0
AGIS_Os10g023490	0	3	0	8	0	0	2	16
AGIS_Os10g023500	0	0	0	0	0	0	0	0
AGIS_Os10g023510	0	7	0	4	0	0	0	0
AGIS_Os10g023520	98	154	24	287	142	104	276	149
AGIS_Os10g023530	0	0	0	0	0	0	4	0
AGIS_Os10g023540	0	0	0	0	0	0	0	0
AGIS_Os10g023550	91	58	97	113	197	54	44	141
AGIS_Os10g023560	93	64	14	30	28	8	16	44
AGIS_Os10g023570	0	0	0	0	0	0	0	0
AGIS_Os10g023580	0	0	0	0	0	0	0	0
AGIS_Os10g023590	0	0	0	0	0	0	0	0
AGIS_Os10g023600	0	0	0	0	0	0	0	0
AGIS_Os10g023610	0	0	0	0	0	0	0	0
AGIS_Os10g023620	0	0	0	0	0	0	0	0
AGIS_Os10g023630	10	26	32	30	54	34	3	12
AGIS_Os10g023640	0	0	0	0	0	0	0	0
AGIS_Os10g023650	0	0	0	0	0	0	0	0
AGIS_Os10g023660	0	0	0	0	0	0	0	0
AGIS_Os10g023670	0	0	0	0	0	0	0	0
AGIS_Os10g023680	0	0	0	0	0	0	0	0
AGIS_Os10g023690	0	0	0	0	0	0	0	0
AGIS_Os10g023700	0	0	0	0	0	0	0	0
AGIS_Os10g023710	20	0	8	4	14	0	0	14
AGIS_Os10g023720	0	0	0	0	0	0	0	0
AGIS_Os10g023730	0	0	0	0	0	0	0	0
AGIS_Os10g023740	0	0	0	0	0	0	0	0
AGIS_Os10g023750	64	63	66	98	16	55	57	86
AGIS_Os10g023760	404	746	493	791	578	544	619	574
AGIS_Os10g023770	178	801	348	995	425	604	659	785
AGIS_Os10g023780	0	0	0	0	0	0	0	0
AGIS_Os10g023790	890	1825	849	2535	1710	1273	1528	1822
AGIS_Os10g023800	0	9	0	0	0	6	0	0
AGIS_Os10g023810	0	16	0	14	29	0	10	12
AGIS_Os10g023820	0	0	0	0	0	0	0	0
AGIS_Os10g023830	19	32	0	15	44	2	6	0
AGIS_Os10g023840	1695	1580	922	2144	1838	976	1376	1614
AGIS_Os10g023850	0	0	0	0	0	0	1	0
AGIS_Os10g023860	0	0	0	1	0	0	0	23
AGIS_Os10g023870	102	114	16	326	96	139	200	133
AGIS_Os10g023880	108	211	144	214	236	175	166	156
AGIS_Os10g023890	0	0	0	0	0	0	0	0
AGIS_Os10g023900	0	0	8	0	0	0	0	0
AGIS_Os10g023910	0	0	0	0	0	0	0	0
AGIS_Os10g023920	0	0	0	0	0	0	0	0
AGIS_Os10g023930	7	0	0	10	0	0	0	0
AGIS_Os10g023940	0	0	0	0	0	0	0	0
AGIS_Os10g023950	28	18	6	27	0	4	12	20
AGIS_Os10g023960	0	0	0	0	0	0	0	0
AGIS_Os10g023970	0	0	0	0	0	0	0	0
AGIS_Os10g023980	0	0	0	0	0	0	0	0
AGIS_Os10g023990	0	0	18	0	0	0	0	10
AGIS_Os10g024000	0	0	0	0	0	0	0	0
AGIS_Os10g024010	78	11	70	31	34	25	2	20
AGIS_Os10g024020	0	0	0	0	0	0	0	0
AGIS_Os10g024030	0	0	0	0	0	0	0	0
AGIS_Os10g024040	0	0	0	0	0	0	0	0
AGIS_Os10g024050	0	0	0	0	0	0	0	0
AGIS_Os10g024060	4	50	28	95	14	30	92	89
AGIS_Os10g024070	0	0	0	25	18	26	8	25
AGIS_Os10g024080	0	0	0	0	0	0	0	0
AGIS_Os10g024090	0	0	0	0	0	0	0	0
AGIS_Os10g024100	0	0	0	0	0	0	0	0
AGIS_Os10g024110	0	0	0	0	0	0	0	0
AGIS_Os10g024120	0	0	0	0	0	0	0	0
AGIS_Os10g024130	0	0	0	0	0	0	0	0
AGIS_Os10g024140	0	0	0	0	0	2	0	0
AGIS_Os10g024150	0	0	0	0	0	0	0	0
AGIS_Os10g024160	0	0	0	0	0	0	0	0
AGIS_Os10g024170	0	0	0	0	0	0	0	0
AGIS_Os10g024180	0	0	0	0	0	0	0	0
AGIS_Os10g024190	0	0	0	0	0	4	0	2
AGIS_Os10g024200	0	0	0	0	0	0	0	0
AGIS_Os10g024210	0	0	0	0	0	0	0	0
AGIS_Os10g024220	4021	2635	2311	3249	3775	1658	1155	2043
AGIS_Os10g024230	46	1	36	20	50	20	4	26
AGIS_Os10g024240	963	979	612	1155	1203	727	627	1201
AGIS_Os10g024250	634	974	521	903	716	746	746	630
AGIS_Os10g024260	194	758	380	1024	545	715	1095	721
AGIS_Os10g024270	0	0	0	0	0	0	0	0
AGIS_Os10g024280	0	0	0	0	0	0	0	0
AGIS_Os10g024290	16	0	0	0	0	0	0	0
AGIS_Os10g024300	8	24	15	38	92	39	7	68
AGIS_Os10g024310	144	291	178	432	248	315	246	257
AGIS_Os10g024320	64	39	14	51	30	20	24	11
AGIS_Os10g024330	0	0	0	0	0	0	0	0
AGIS_Os10g024340	68	51	0	16	27	24	22	40
AGIS_Os10g024350	197	224	86	283	188	111	109	128
AGIS_Os10g024360	146	108	90	241	165	154	100	84
AGIS_Os10g024370	67	21	58	58	50	18	12	32
AGIS_Os10g024380	0	0	0	0	0	0	0	0
AGIS_Os10g024390	0	0	0	0	0	0	0	0
AGIS_Os10g024400	0	0	0	0	0	0	0	0
AGIS_Os10g024410	0	0	0	0	0	0	0	0
AGIS_Os10g024420	0	0	0	0	0	0	0	0
AGIS_Os10g024430	0	0	0	0	0	0	0	0
AGIS_Os10g024440	22	88	113	104	9	63	43	100
AGIS_Os10g024450	132	75	86	89	226	60	61	78
AGIS_Os10g024460	52	120	55	100	189	71	99	58
AGIS_Os10g024470	38	76	22	59	15	0	11	41
AGIS_Os10g024480	917	357	520	601	588	745	151	378
AGIS_Os10g024490	537	157	207	159	110	97	68	134
AGIS_Os10g024500	0	0	0	0	0	0	0	0
AGIS_Os10g024510	0	0	0	0	0	0	0	0
AGIS_Os10g024520	569	901	623	1199	1041	753	741	890
AGIS_Os10g024530	0	0	0	0	0	0	0	0
AGIS_Os10g024540	372	138	162	137	671	167	1368	222
AGIS_Os10g024550	143	44	152	167	164	62	91	92
AGIS_Os10g024560	34	176	120	220	10	113	155	116
AGIS_Os10g024570	0	0	0	0	0	0	0	0
AGIS_Os10g024580	0	0	0	0	0	0	0	0
AGIS_Os10g024590	5358	4215	2944	5079	4776	2317	2962	3514
AGIS_Os10g024600	0	0	0	0	0	0	0	0
AGIS_Os10g024610	0	0	0	0	0	0	0	0
AGIS_Os10g024620	0	0	0	0	0	0	0	0
AGIS_Os10g024630	0	0	0	0	0	0	0	0
AGIS_Os10g024640	0	0	0	0	0	0	0	0
AGIS_Os10g024650	444	612	526	763	846	617	419	938
AGIS_Os10g024660	815	529	301	586	898	379	401	589
AGIS_Os10g024670	553	265	210	207	488	189	131	286
AGIS_Os10g024680	0	30	6	101	44	29	61	66
AGIS_Os10g024690	14659	7272	6009	8952	17841	5117	6210	10877
AGIS_Os10g024700	21047	15128	13748	16147	26614	12245	11013	16430
AGIS_Os10g024710	931	1203	776	1424	2000	1354	1120	1439
AGIS_Os10g024720	900	1312	841	1480	2064	1459	916	1523
AGIS_Os10g024730	253	1191	222	1559	587	1137	1642	1622
AGIS_Os10g024740	0	10	0	44	10	0	4	14
AGIS_Os10g024750	0	0	0	0	0	0	0	0
AGIS_Os10g024760	268	137	271	251	321	188	167	276
AGIS_Os10g024770	0	0	0	0	0	0	0	0
AGIS_Os10g024780	0	0	0	0	0	0	0	0
AGIS_Os10g024790	0	0	0	26	0	0	10	0
AGIS_Os10g024800	0	0	0	0	0	0	0	0
AGIS_Os10g024810	0	0	0	0	0	0	0	0
AGIS_Os10g024820	0	0	0	0	0	0	0	0
AGIS_Os10g024830	0	0	0	1	0	10	2	1
AGIS_Os10g024840	0	0	0	0	0	0	0	0
AGIS_Os10g024850	467	1227	862	1486	1107	1078	894	1169
AGIS_Os10g024860	0	8	4	29	28	13	41	65
AGIS_Os10g024870	3861	1045	2167	2783	3725	1588	648	1205
AGIS_Os10g024880	11349	6433	8632	10768	19415	4589	8986	7884
AGIS_Os10g024890	0	0	0	0	0	0	0	0
AGIS_Os10g024900	0	0	0	0	0	0	0	0
AGIS_Os10g024910	0	0	0	0	0	0	0	0
AGIS_Os10g024920	0	0	0	0	0	0	0	0
AGIS_Os10g024930	0	0	0	0	0	0	0	0
AGIS_Os10g024940	1365	1631	1013	2066	1993	1172	941	1466
AGIS_Os10g024950	661	950	779	1038	888	529	431	581
AGIS_Os10g024960	1654	1471	1403	1565	1843	996	760	1210
AGIS_Os10g024970	308	204	194	201	617	276	162	189
AGIS_Os10g024980	176	285	162	220	372	144	153	150
AGIS_Os10g024990	0	0	0	0	0	0	0	0
AGIS_Os10g025000	154	428	112	793	205	271	557	446
AGIS_Os10g025010	0	0	0	0	0	0	0	0
AGIS_Os10g025020	254	242	149	333	282	230	143	228
AGIS_Os10g025030	28	60	26	144	4	33	94	53
AGIS_Os10g025040	0	2	7	9	0	0	23	5
AGIS_Os10g025050	342	181	108	281	341	164	242	306
AGIS_Os10g025060	0	0	0	0	0	0	0	0
AGIS_Os10g025070	1488	3857	2202	4340	3068	2728	2186	3613
AGIS_Os10g025080	0	0	0	0	0	0	0	0
AGIS_Os10g025090	0	0	12	24	0	16	7	8
AGIS_Os10g025100	110	651	110	1074	223	462	892	627
AGIS_Os10g025110	1178	876	827	995	1014	490	487	1149
AGIS_Os10g025120	52	28	18	40	32	8	1	20
AGIS_Os10g025130	0	0	0	0	0	0	0	0
AGIS_Os10g025140	0	0	0	0	0	0	0	0
AGIS_Os10g025150	0	0	0	0	0	0	0	0
AGIS_Os10g025160	36	190	76	124	103	111	19	90
AGIS_Os10g025170	0	0	0	0	0	0	0	0
AGIS_Os10g025180	0	0	0	0	0	0	0	0
AGIS_Os10g025190	0	6	0	6	0	8	0	2
AGIS_Os10g025200	0	45	16	36	28	22	0	28
AGIS_Os10g025210	0	6	0	1	8	6	0	1
AGIS_Os10g025220	0	0	0	0	0	0	0	0
AGIS_Os10g025230	0	0	0	0	0	0	0	0
AGIS_Os10g025240	0	0	0	0	0	0	0	0
AGIS_Os10g025250	962	699	1002	861	593	646	270	597
AGIS_Os10g025260	48	195	25	139	28	89	56	149
AGIS_Os10g025270	90	149	61	151	54	126	54	169
AGIS_Os10g025280	0	0	0	0	0	0	0	0
AGIS_Os10g025290	0	0	0	0	0	0	0	0
AGIS_Os10g025300	16	24	35	44	26	19	11	22
AGIS_Os10g025310	111	294	299	183	317	63	156	122
AGIS_Os10g025320	0	0	0	0	0	0	0	0
AGIS_Os10g025330	0	0	0	0	0	0	0	0
AGIS_Os10g025340	0	0	0	0	0	0	0	0
AGIS_Os10g025350	0	14	0	2	0	0	2	0
AGIS_Os10g025360	0	0	0	0	0	0	0	0
AGIS_Os10g025370	0	0	0	0	0	0	0	0
AGIS_Os10g025380	0	0	0	0	0	0	0	0
AGIS_Os10g025390	0	0	0	0	0	0	28	0
AGIS_Os10g025400	0	0	0	0	0	0	2	0
AGIS_Os10g025410	8	245	118	15	140	42	215	75
AGIS_Os10g025420	0	0	0	0	0	0	0	0
AGIS_Os10g025430	1	53	33	12	30	1	4	16
AGIS_Os10g025440	1413	1836	2045	2194	1090	1200	544	1248
AGIS_Os10g025450	476	381	640	451	511	302	212	187
AGIS_Os10g025460	657	1007	859	987	840	850	877	1104
AGIS_Os10g025470	1259	1497	3468	2331	2432	1778	763	1897
AGIS_Os10g025480	411	1035	1217	878	409	778	316	965
AGIS_Os10g025490	0	0	0	0	0	0	0	0
AGIS_Os10g025500	41	28	144	50	46	66	15	28
AGIS_Os10g025510	22	38	325	141	124	141	76	29
AGIS_Os10g025520	0	0	0	0	0	0	0	0
AGIS_Os10g025530	0	0	0	0	0	0	0	0
AGIS_Os10g025540	0	0	0	0	0	0	0	0
AGIS_Os10g025550	0	0	0	0	0	0	0	0
AGIS_Os10g025560	467	353	296	444	704	299	260	285
AGIS_Os10g025570	266	422	377	411	416	319	200	367
AGIS_Os10g025580	3393	6937	5230	5344	5477	3937	1432	3488
AGIS_Os10g025590	98	52	34	39	84	48	8	21
AGIS_Os10g025600	6191	12394	10035	11437	9560	8042	3222	6687
AGIS_Os10g025610	912	1001	1402	789	1386	683	985	588
AGIS_Os10g025620	12060	16842	12628	13615	13643	10011	3088	8462
AGIS_Os10g025630	0	0	2	0	10	0	2	0
AGIS_Os10g025640	724	1276	1172	1057	1423	751	518	470
AGIS_Os10g025650	2830	4710	3225	3295	3738	2645	1015	2044
AGIS_Os10g025660	2349	5476	4172	4531	3294	3081	1156	2473
AGIS_Os10g025670	192	300	333	146	200	152	65	154
AGIS_Os10g025680	0	0	0	0	0	0	0	0
AGIS_Os10g025690	0	0	0	0	0	6	0	4
AGIS_Os10g025700	220	835	162	1227	258	782	900	800
AGIS_Os10g025710	10543	7469	5365	10399	14378	5758	6344	10136
AGIS_Os10g025720	114	659	250	865	370	454	572	454
AGIS_Os10g025730	2700	3254	3007	3569	4180	2308	1996	3317
AGIS_Os10g025740	455	1108	692	1551	754	1075	1197	1327
AGIS_Os10g025750	40	332	236	378	278	289	200	328
AGIS_Os10g025760	0	0	0	0	0	0	0	0
AGIS_Os10g025770	1266	1316	854	1592	1215	637	777	944
AGIS_Os10g025780	0	0	0	0	0	0	0	0
AGIS_Os10g025790	111	72	26	169	92	61	300	167
AGIS_Os10g025800	0	0	0	0	0	0	0	0
AGIS_Os10g025810	0	0	0	0	0	0	0	0
AGIS_Os10g025820	0	0	0	0	0	0	0	0
AGIS_Os10g025830	250	663	504	749	494	496	468	655
AGIS_Os10g025840	75	149	121	117	112	110	62	116
AGIS_Os10g025850	86	272	209	251	320	266	240	266
AGIS_Os10g025860	200	428	346	487	572	313	347	322
AGIS_Os10g025870	3933	5747	4536	6371	6692	4151	4095	4775
AGIS_Os10g025880	40	318	30	753	192	277	700	302
AGIS_Os10g025890	0	0	0	0	0	0	0	0
AGIS_Os10g025900	0	16	0	99	0	19	36	18
AGIS_Os10g025910	0	0	0	0	0	0	0	0
AGIS_Os10g025920	0	12	0	0	0	6	0	0
AGIS_Os10g025930	0	0	0	0	0	0	0	0
AGIS_Os10g025940	0	0	0	0	0	0	0	0
AGIS_Os10g025950	0	0	0	0	0	0	0	0
AGIS_Os10g025960	314	640	404	681	652	466	553	674
AGIS_Os10g025970	0	0	0	0	34	0	0	0
AGIS_Os10g025980	177	234	178	167	94	142	107	58
AGIS_Os10g025990	0	0	0	0	0	0	0	0
AGIS_Os10g026000	0	0	0	0	0	0	0	0
AGIS_Os10g026010	3901	2074	2052	2726	3678	1323	709	1967
AGIS_Os10g026020	0	0	0	0	0	0	0	0
AGIS_Os10g026030	0	0	0	0	0	0	0	0
AGIS_Os10g026040	0	0	0	0	0	0	0	0
AGIS_Os10g026050	22	8	34	16	15	26	4	11
AGIS_Os10g026060	350	176	184	251	268	148	122	112
AGIS_Os10g026070	40	50	0	18	10	8	38	37
AGIS_Os10g026080	197	176	62	93	184	44	50	77
AGIS_Os10g026090	0	0	0	0	0	0	0	0
AGIS_Os10g026100	0	0	0	0	0	0	0	0
AGIS_Os10g026110	0	0	0	0	0	0	0	0
AGIS_Os10g026120	0	0	0	0	0	0	0	0
AGIS_Os10g026130	0	0	0	0	0	0	0	0
AGIS_Os10g026140	0	0	0	0	0	0	0	0
AGIS_Os10g026150	0	0	0	0	0	0	0	0
AGIS_Os10g026160	54	99	53	124	210	127	116	122
AGIS_Os10g026170	0	0	0	0	0	0	0	0
AGIS_Os10g026180	4	8	29	34	35	9	29	29
AGIS_Os10g026190	0	0	0	0	0	0	0	0
AGIS_Os10g026200	0	0	0	0	0	0	0	0
AGIS_Os10g026210	0	0	0	0	0	0	0	0
AGIS_Os10g026220	0	0	0	0	0	0	0	0
AGIS_Os10g026230	0	0	0	0	0	0	0	0
AGIS_Os10g026240	1153	594	375	559	1539	530	376	589
AGIS_Os10g026250	393	423	271	466	650	292	315	526
AGIS_Os10g026260	6	75	18	200	8	70	150	61
AGIS_Os10g026270	12	41	18	20	31	18	13	19
AGIS_Os10g026280	788	764	514	762	957	425	457	843
AGIS_Os10g026290	45	375	74	598	134	222	639	343
AGIS_Os10g026300	984	2434	2936	2670	1569	1734	1532	1732
AGIS_Os10g026310	0	0	0	0	0	0	0	0
AGIS_Os10g026320	0	0	0	0	14	2	0	0
AGIS_Os10g026330	0	0	0	0	0	0	0	0
AGIS_Os10g026340	0	0	0	0	0	0	0	0
AGIS_Os10g026350	0	0	0	0	0	0	0	0
AGIS_Os10g026360	0	0	0	0	0	0	0	0
AGIS_Os10g026370	0	0	0	0	0	0	4	0
AGIS_Os10g026380	0	0	0	2	0	0	0	0
AGIS_Os10g026390	0	0	0	0	0	0	4	0
AGIS_Os10g026400	0	0	0	0	0	0	0	0
AGIS_Os10g026410	0	0	0	0	0	0	0	0
AGIS_Os10g026420	342	653	378	729	554	705	718	763
AGIS_Os10g026430	618	1759	492	2125	1193	1937	1080	2019
AGIS_Os10g026440	573	1620	463	1872	1037	1694	1106	2029
AGIS_Os10g026450	530	1757	661	2142	1358	1456	1580	1887
AGIS_Os10g026460	0	0	0	0	0	0	0	0
AGIS_Os10g026470	471	1287	986	1611	1056	1267	1192	1401
AGIS_Os10g026480	736	328	253	489	962	336	205	722
AGIS_Os10g026490	0	0	0	0	0	0	0	0
AGIS_Os10g026500	212	60	22	72	134	67	20	52
AGIS_Os10g026510	180	530	172	690	392	307	343	470
AGIS_Os10g026520	0	0	0	0	0	0	0	0
AGIS_Os10g026530	0	0	0	0	0	0	1	0
AGIS_Os10g026540	0	0	0	0	0	0	0	0
AGIS_Os10g026550	3058	1390	1350	1271	1985	1039	1245	973
AGIS_Os10g026560	8698	6777	7326	8242	11050	5616	4752	6355
AGIS_Os10g026570	199	252	287	338	339	198	232	330
AGIS_Os10g026580	0	28	38	50	0	20	24	10
AGIS_Os10g026590	1291	1373	1116	1730	1997	1463	1224	1784
AGIS_Os10g026600	0	10	18	52	45	34	26	25
AGIS_Os10g026610	429	395	575	423	565	399	264	367
AGIS_Os10g026620	935	2287	1655	2605	2206	1835	1936	2161
AGIS_Os10g026630	0	0	0	6	44	6	0	0
AGIS_Os10g026640	0	0	0	0	0	0	0	0
AGIS_Os10g026650	6298	5883	6268	7337	9226	5452	3869	4812
AGIS_Os10g026660	224	175	160	245	185	127	70	229
AGIS_Os10g026670	82	126	85	103	124	37	22	54
AGIS_Os10g026680	0	0	0	0	0	0	0	0
AGIS_Os10g026690	157	560	375	713	432	394	544	594
AGIS_Os10g026700	2385	2184	2345	2861	3101	2106	1628	2167
AGIS_Os10g026710	4700	4520	4278	6016	5071	2787	1624	3406
AGIS_Os10g026720	1795	1130	672	1422	2296	906	773	1560
AGIS_Os10g026730	0	0	0	0	0	0	0	0
AGIS_Os10g026740	0	0	0	0	0	0	0	0
AGIS_Os10g026750	0	0	0	0	0	0	0	0
AGIS_Os10g026760	0	0	0	0	0	0	0	0
AGIS_Os10g026770	495	591	566	763	485	567	264	434
AGIS_Os10g026780	157	211	221	339	183	203	74	150
AGIS_Os10g026790	46	44	74	77	93	72	16	42
AGIS_Os10g026800	0	0	0	0	0	0	0	0
AGIS_Os10g026810	305	492	307	555	609	411	295	649
AGIS_Os10g026820	197	144	68	178	155	151	143	201
AGIS_Os10g026830	51	50	0	54	98	31	103	70
AGIS_Os10g026840	336	421	345	507	650	401	755	577
AGIS_Os10g026850	1751	979	967	1727	4184	817	1317	2318
AGIS_Os10g026860	1	0	0	5	14	0	12	6
AGIS_Os10g026870	0	0	0	0	0	0	0	0
AGIS_Os10g026880	0	0	0	0	0	0	0	0
AGIS_Os10g026890	4497	2554	1842	2376	7411	1951	2981	4181
AGIS_Os10g026900	0	0	0	0	0	6	0	0
AGIS_Os10g026910	4203	3801	3141	4382	5335	2730	2679	3883
AGIS_Os10g026920	0	0	10	7	16	14	2	4
AGIS_Os10g026930	0	0	0	0	0	0	0	0
AGIS_Os10g026940	0	0	0	0	0	0	0	0
AGIS_Os10g026950	291	1033	641	1148	917	863	664	865
AGIS_Os10g026960	222	1293	480	1988	715	1199	1623	1366
AGIS_Os10g026970	176	972	481	1076	344	1145	698	1170
AGIS_Os10g026980	0	0	0	0	0	0	0	0
