,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
997,AGIS_Os01g009970,-7.611332e-01, 1.7834287683, 5.140505e+00,5.142569e-02,0.559493765,Not_significant,6.061296e+00,4.074765e+00,3.788323e+00,3.108712e+00,2.992886e+00,3.536347e+00,1.504578e+00,2.190092e+00
998,AGIS_Os01g009980,-1.232154e-01, 4.8982045143, 5.933060e-01,4.621383e-01,0.825252473,Not_significant,3.422598e+01,2.469705e+01,3.439704e+01,3.097304e+01,3.437418e+01,2.689269e+01,2.788029e+01,2.483202e+01
999,AGIS_Os01g009990, 1.401500e-01, 4.0012671992, 4.730051e-01,5.100471e-01,0.846414223,Not_significant,9.659522e+00,1.836957e+01,1.578080e+01,1.783944e+01,1.568331e+01,1.605748e+01,1.579807e+01,1.862401e+01
1000,AGIS_Os01g010000, 4.371733e-01, 1.2503093961, 1.124786e+00,3.182677e-01,0.754901089,Not_significant,1.113736e+00,2.169895e+00,1.557163e+00,3.422435e+00,2.347362e+00,2.035456e+00,3.145936e+00,2.931100e+00
1001,AGIS_Os01g010010,-6.573952e-02, 1.0272706705, 2.743808e-02,8.723326e-01,0.967475868,Not_significant,3.769570e+00,2.037382e+00,1.255027e+00,1.397494e+00,2.435388e+00,2.261617e+00,1.413392e+00,1.449083e+00
1002,AGIS_Os01g010020,-4.005771e-01, 4.9395923321, 3.907367e+00,8.156667e-02,0.594231504,Not_significant,4.292169e+01,2.676756e+01,3.597744e+01,3.197125e+01,4.058001e+01,2.746837e+01,1.839689e+01,2.112698e+01
1004,AGIS_Os01g010040,-3.523814e-01, 8.1011593728, 4.401057e+00,6.733964e-02,0.571885862,Not_significant,5.069000e+02,2.324438e+02,2.710394e+02,2.334956e+02,3.420252e+02,2.299037e+02,1.672362e+02,2.134269e+02
1005,AGIS_Os01g010050,-2.999789e-01, 1.7918644826, 5.963059e-01,4.610459e-01,0.825002001,Not_significant,5.761444e+00,3.279689e+00,2.812190e+00,3.422435e+00,2.039270e+00,3.906430e+00,3.123140e+00,3.079302e+00
1009,AGIS_Os01g010090, 9.110657e-02, 0.1774796325, 1.720033e-02,8.987264e-01,0.974447210,Not_significant,6.211222e-01,9.110247e-01,1.347992e+00,1.140812e+00,1.144339e+00,2.035456e+00,1.208222e+00,3.622708e-01
1011,AGIS_Os01g010110,-8.557803e-02, 0.4636042311, 2.753686e-02,8.721053e-01,0.967475868,Not_significant,1.563515e+00,4.803585e-01,1.998747e+00,1.711217e+00,1.056313e+00,8.224063e-01,1.390595e+00,1.729020e+00
1013,AGIS_Os01g010130,-3.092970e-01, 4.4793167153, 1.034616e+00,3.393097e-01,0.765480552,Not_significant,3.788846e+01,2.574059e+01,1.898810e+01,1.179314e+01,3.368464e+01,3.030567e+01,6.428653e+00,1.332169e+01
1015,AGIS_Os01g010150,-8.250846e-02, 2.3724755394, 7.796582e-02,7.867878e-01,0.944059015,Not_significant,1.135154e+01,2.832458e+00,4.322871e+00,3.778939e+00,6.748664e+00,3.104584e+00,3.966615e+00,5.038858e+00
1016,AGIS_Os01g010160,-9.008441e-02, 0.5991610199, 3.771505e-03,9.526873e-01,0.988759242,Not_significant,0.000000e+00,1.755793e+00,1.975506e+00,2.281623e+00,2.758150e+00,1.727053e+00,5.699160e-01,7.245416e-01
1019,AGIS_Os01g010190,-1.072952e+00,-0.2012868193, 9.132886e-01,3.657878e-01,0.780315755,Not_significant,1.649187e+00,1.639844e+00,1.162062e-01,9.554298e-01,3.227622e-01,1.356970e+00,5.471194e-01,8.233428e-02
1021,AGIS_Os01g010210,-2.244427e-01, 3.6539420529, 1.441778e+00,2.624351e-01,0.723509053,Not_significant,1.201550e+01,1.336722e+01,1.243406e+01,1.641343e+01,1.029905e+01,1.173985e+01,1.196824e+01,1.216901e+01
1022,AGIS_Os01g010220,-2.686015e-02,-1.0102184293, 6.342517e-04,9.804927e-01,0.996950654,Not_significant,5.782862e-01,1.325127e-01,7.902023e-01,4.563247e-01,7.335505e-01,3.495227e-01,3.191530e-01,3.293371e-01
1023,AGIS_Os01g010230,-1.977985e-01, 2.7211031065, 1.322724e-01,7.260793e-01,0.922763757,Not_significant,5.033232e+00,4.803585e+00,9.064085e+00,7.443796e+00,1.220628e+01,5.427882e+00,1.869325e+00,6.586742e+00
1024,AGIS_Os01g010240, 6.501871e-02, 0.4166821081, 7.210920e-03,9.343054e-01,0.983922812,Not_significant,1.520679e+00,9.441528e-01,1.394475e+00,5.989261e-01,3.433016e+00,1.007448e+00,2.279664e-01,1.235014e+00
1026,AGIS_Os01g010260, 4.119352e-01,-0.5782177903, 6.628806e-02,8.030183e-01,0.948404646,Not_significant,0.000000e+00,4.803585e-01,2.324124e-01,7.700479e-01,2.596769e+00,4.523235e-01,1.595765e-01,2.964034e-01
1028,AGIS_Os01g010280, 5.229272e-01, 3.0571578908, 5.933672e+00,3.928558e-02,0.538754350,Not_significant,4.754798e+00,7.702299e+00,6.925890e+00,7.828820e+00,6.998072e+00,9.622154e+00,1.062323e+01,1.183967e+01
1029,AGIS_Os01g010290, 4.946603e-01, 4.0507214839, 2.809849e-01,6.123867e-01,0.884871459,Not_significant,6.211222e+00,1.353286e+01,1.719852e+00,3.305502e+01,4.988143e+00,1.745557e+01,4.269811e+01,1.263008e+01
1030,AGIS_Os01g010300, 2.616569e-01, 5.8601857162, 2.231672e+00,1.715857e-01,0.665163201,Not_significant,9.683082e+01,3.867714e+01,4.111376e+01,4.178223e+01,8.184956e+01,5.627315e+01,4.857964e+01,5.931361e+01
1031,AGIS_Os01g010310,-9.528139e-02, 2.3279187470, 9.446417e-02,7.660177e-01,0.937346768,Not_significant,2.291727e+00,4.787020e+00,5.438451e+00,8.812770e+00,3.080912e+00,4.317633e+00,6.314669e+00,4.824789e+00
1033,AGIS_Os01g010330, 3.192217e-01, 1.4057031986, 3.376055e-01,5.763845e-01,0.870962891,Not_significant,1.713441e+00,2.252716e+00,1.115580e+00,4.163963e+00,1.349733e+00,3.721389e+00,4.582125e+00,2.008956e+00
1034,AGIS_Os01g010340, 9.181349e-01, 1.7614983521, 2.140509e+00,1.821953e-01,0.672024117,Not_significant,1.542097e+00,2.716510e+00,5.810311e-01,5.076612e+00,1.892560e+00,4.502675e+00,6.565433e+00,3.952045e+00
1035,AGIS_Os01g010350, 3.950297e-01, 2.7704390861, 1.719456e+00,2.242803e-01,0.699962984,Not_significant,4.390692e+00,7.288197e+00,4.020735e+00,8.071242e+00,5.927088e+00,7.668939e+00,9.825352e+00,7.097215e+00
1036,AGIS_Os01g010360,-2.153426e-03, 2.0250102187, 5.949697e-05,9.940247e-01,0.998446582,Not_significant,6.511075e+00,3.130612e+00,3.439704e+00,3.222793e+00,5.795049e+00,3.454107e+00,3.556276e+00,3.161636e+00
1037,AGIS_Os01g010370,-1.121980e-01, 1.6902849324, 9.177503e-02,7.692589e-01,0.938123271,Not_significant,3.662479e+00,3.561278e+00,4.508801e+00,1.811039e+00,3.491700e+00,3.001783e+00,2.439241e+00,3.062835e+00
1039,AGIS_Os01g010390, 1.459022e-01, 5.0133967509, 9.833599e-01,3.489211e-01,0.770823547,Not_significant,4.654133e+01,2.574059e+01,2.389200e+01,2.640979e+01,5.027755e+01,3.032623e+01,2.414164e+01,3.076009e+01
1044,AGIS_Os01g010440,-9.684193e-01,-0.2034662503, 6.494643e-01,4.423965e-01,0.816413050,Not_significant,2.056129e+00,3.644099e-01,8.831672e-01,2.852029e-01,1.921902e+00,0.000000e+00,2.507630e-01,8.892102e-01
1045,AGIS_Os01g010450, 7.072436e-02, 2.6653965860, 8.864993e-02,7.730920e-01,0.939254271,Not_significant,5.718608e+00,7.039736e+00,6.321618e+00,5.561457e+00,6.880704e+00,6.867093e+00,5.995516e+00,6.076270e+00
1046,AGIS_Os01g010460, 1.387446e-02, 1.9482137477, 1.458629e-03,9.704218e-01,0.993062969,Not_significant,1.370753e+00,4.671072e+00,3.579151e+00,6.131863e+00,2.171309e+00,3.289625e+00,5.721957e+00,3.639175e+00
1047,AGIS_Os01g010470, 9.642473e-02, 3.8595817702, 1.438415e-01,7.138477e-01,0.920682056,Not_significant,1.173707e+01,1.215804e+01,1.977830e+01,1.262023e+01,1.880823e+01,1.587244e+01,1.180866e+01,1.305822e+01
1048,AGIS_Os01g010480,-1.841721e-01, 6.1400206225, 1.128373e+00,3.175431e-01,0.754404653,Not_significant,1.262592e+02,6.420239e+01,5.966027e+01,5.404595e+01,9.113631e+01,4.545851e+01,6.041110e+01,6.272225e+01
1049,AGIS_Os01g010490, 1.077018e+00,-0.2813454322, 1.029025e+00,3.385571e-01,0.765070225,Not_significant,1.285081e-01,1.291999e+00,9.296497e-02,1.098031e+00,5.868404e-01,1.089688e+00,1.413392e+00,5.763399e-01
1051,AGIS_Os01g010510,-5.494623e-01, 0.1706770458, 1.024181e+00,3.396344e-01,0.765480552,Not_significant,8.567203e-01,2.335536e+00,9.296497e-01,1.098031e+00,7.335505e-01,1.459771e+00,6.155093e-01,6.751411e-01
1054,AGIS_Os01g010540, 4.354216e-01, 4.5255972329, 4.850724e+00,5.702481e-02,0.561754410,Not_significant,3.379762e+01,1.340034e+01,1.431661e+01,1.900877e+01,3.025162e+01,1.833966e+01,2.425563e+01,3.059542e+01
1056,AGIS_Os01g010560, 3.899002e-01, 3.0227326492, 2.331014e+00,1.633483e-01,0.660964701,Not_significant,6.596747e+00,8.215786e+00,7.274509e+00,5.875180e+00,9.858918e+00,7.093255e+00,9.004673e+00,1.080226e+01
1057,AGIS_Os01g010570,-1.851093e+00, 0.6237976329, 4.574153e+00,6.310885e-02,0.565676176,Not_significant,1.263663e+00,1.954562e+00,3.509428e+00,1.825299e+00,2.053941e+00,7.607259e-01,5.927127e-01,8.233428e-02
1058,AGIS_Os01g010580,-1.494380e-01, 2.9519279352, 2.896895e-01,6.043074e-01,0.881984842,Not_significant,5.097486e+00,1.123045e+01,8.599260e+00,7.985682e+00,7.848990e+00,6.887653e+00,6.542636e+00,7.410085e+00
1061,AGIS_Os01g010610, 9.923531e-01,-0.4023899000, 6.196389e-01,4.526980e-01,0.821847289,Not_significant,8.567203e-01,7.288197e-01,0.000000e+00,6.417066e-01,6.601954e-01,1.151369e+00,1.117035e+00,6.092736e-01
1062,AGIS_Os01g010620, 2.715775e+00,-1.2994341362, 2.869614e+00,1.267123e-01,0.631689372,Not_significant,0.000000e+00,1.987690e-01,0.000000e+00,7.130073e-01,2.347362e-01,7.607259e-01,3.647463e-01,6.586742e-01
1063,AGIS_Os01g010630,-1.826674e-01,-0.5449167428, 5.540772e-02,8.195135e-01,0.952413519,Not_significant,5.997042e-01,5.963071e-01,1.301510e+00,3.850239e-01,7.335505e-01,5.345641e-01,6.383059e-01,4.281382e-01
1064,AGIS_Os01g010640, 2.892954e-01, 2.8444951811, 1.241525e+00,2.958714e-01,0.742589420,Not_significant,2.377399e+00,8.149530e+00,6.670237e+00,8.941111e+00,3.521042e+00,1.089688e+01,9.620182e+00,6.998413e+00
1065,AGIS_Os01g010650, 3.475984e-01, 4.2586413372, 2.487997e+00,1.513696e-01,0.650299898,Not_significant,2.368832e+01,1.671316e+01,1.250379e+01,1.250615e+01,3.325918e+01,2.197881e+01,9.779759e+00,2.239492e+01
1066,AGIS_Os01g010660, 2.792859e-01, 1.9117444614, 8.765153e-01,3.751463e-01,0.784326749,Not_significant,1.006646e+00,4.720764e+00,2.905155e+00,5.333294e+00,1.628482e+00,4.790517e+00,3.579073e+00,5.829267e+00
1067,AGIS_Os01g010670, 3.269817e+00, 0.9434918253, 1.348327e+01,6.397541e-03,0.356629292,UP,0.000000e+00,1.639844e+00,1.626887e-01,6.274464e-01,9.096026e-01,3.741949e+00,4.490938e+00,3.540374e+00
1068,AGIS_Os01g010680,-4.991561e-01, 1.7328755302, 1.325638e+00,2.811248e-01,0.735235491,Not_significant,7.967499e+00,2.799330e+00,2.765708e+00,2.524046e+00,2.171309e+00,3.186825e+00,3.237123e+00,1.679619e+00
1070,AGIS_Os01g010700,-4.608497e-01, 3.6760235782, 5.554013e+00,4.458459e-02,0.555035974,Not_significant,1.961890e+01,1.154517e+01,1.722176e+01,1.031009e+01,1.528719e+01,6.579251e+00,1.260654e+01,8.809768e+00
1072,AGIS_Os01g010720, 2.067710e-02, 0.7845804247, 6.986697e-04,9.795263e-01,0.996846426,Not_significant,1.499261e+00,1.888306e+00,2.788949e-01,3.379655e+00,9.976287e-01,1.459771e+00,2.667207e+00,1.300882e+00
1073,AGIS_Os01g010730,-1.446654e+00,-1.6070144993, 2.832284e-01,6.100952e-01,0.884101104,Not_significant,1.370753e+00,0.000000e+00,4.183424e-01,0.000000e+00,2.934202e-01,3.084024e-01,0.000000e+00,0.000000e+00
1076,AGIS_Os01g010760,-2.635446e-01, 2.7159583575, 9.537281e-01,3.559055e-01,0.774009025,Not_significant,1.034490e+01,7.039736e+00,5.206038e+00,6.103342e+00,7.174124e+00,4.132592e+00,5.995516e+00,6.273872e+00
1077,AGIS_Os01g010770,-6.214269e-01, 5.2702422775, 9.571763e+00,1.385713e-02,0.449364325,Not_significant,7.841133e+01,3.703729e+01,4.215961e+01,3.228497e+01,3.833535e+01,2.855806e+01,2.110969e+01,3.056248e+01
1078,AGIS_Os01g010780, 5.616169e-01,-1.0495109714, 6.851821e-02,8.005990e-01,0.947514345,Not_significant,0.000000e+00,2.815894e-01,0.000000e+00,1.226373e+00,0.000000e+00,2.467219e-01,1.504578e+00,3.128702e-01
1079,AGIS_Os01g010790, 1.809148e+00,-0.7800371667, 1.159332e+00,3.152393e-01,0.753506020,Not_significant,0.000000e+00,0.000000e+00,4.648249e-01,1.126552e+00,0.000000e+00,6.990454e-01,1.231019e+00,8.562765e-01
1080,AGIS_Os01g010800, 2.440796e-01, 2.6190280333, 8.400798e-01,3.847917e-01,0.789699099,Not_significant,4.519200e+00,4.323226e+00,7.925264e+00,5.732579e+00,8.025042e+00,4.872758e+00,7.386112e+00,6.076270e+00
1081,AGIS_Os01g010810, 4.826290e-02, 1.1980294854, 1.624299e-02,9.015676e-01,0.974735735,Not_significant,2.313145e+00,1.822049e+00,3.486186e+00,1.440275e+00,2.083283e+00,2.713941e+00,2.553224e+00,1.679619e+00
1082,AGIS_Os01g010820, 5.072319e-01, 2.0657124901, 3.296175e+00,1.050001e-01,0.613830465,Not_significant,4.626290e+00,3.345945e+00,3.555910e+00,2.267363e+00,6.073798e+00,4.112032e+00,5.539584e+00,3.688576e+00
1083,AGIS_Os01g010830, 5.415476e-01,-0.8334351681, 2.173434e-01,6.528575e-01,0.901321942,Not_significant,2.570161e-01,9.607169e-01,4.648249e-02,4.563247e-01,1.760521e-01,1.192489e+00,8.206791e-01,2.964034e-01
1084,AGIS_Os01g010840,-2.814660e-01, 0.2771609863, 2.956535e-01,6.006718e-01,0.880104759,Not_significant,9.423924e-01,1.407947e+00,1.719852e+00,1.112291e+00,7.335505e-01,1.274730e+00,1.139832e+00,1.086812e+00
1085,AGIS_Os01g010850,-4.953307e-02, 0.9219155493, 1.449641e-02,9.069800e-01,0.976296199,Not_significant,2.141801e+00,1.639844e+00,1.626887e+00,2.139022e+00,1.951244e+00,1.603692e+00,2.234071e+00,1.531418e+00
1086,AGIS_Os01g010860, 6.689639e-01, 2.3353251648, 3.389211e+00,1.009190e-01,0.610245121,Not_significant,1.649187e+00,5.929942e+00,3.114327e+00,5.661278e+00,4.459987e+00,6.332529e+00,7.842044e+00,5.088258e+00
1087,AGIS_Os01g010870,-1.268752e+00, 1.6123376079, 1.508580e+01,4.185484e-03,0.310119015,DOWN,6.639583e+00,3.743483e+00,3.300256e+00,3.408175e+00,2.582098e+00,1.603692e+00,1.117035e+00,1.778420e+00
1090,AGIS_Os01g010900, 3.528985e-01,-0.2906138349, 2.600037e-01,6.231700e-01,0.889358013,Not_significant,5.140322e-01,4.637944e-01,9.296497e-01,8.698689e-01,9.096026e-01,7.607259e-01,1.185425e+00,6.257405e-01
1091,AGIS_Os01g010910, 3.726984e-01, 3.6263492927, 1.788570e+00,2.159883e-01,0.694409357,Not_significant,6.682419e+00,9.557477e+00,8.901396e+00,1.935102e+01,9.844247e+00,1.414539e+01,1.741663e+01,1.259714e+01
1092,AGIS_Os01g010920, 4.888992e-01, 3.4492826444, 3.879998e+00,8.246306e-02,0.595834621,Not_significant,5.847116e+00,1.094886e+01,8.552777e+00,1.142238e+01,1.248503e+01,1.042400e+01,1.417951e+01,1.322288e+01
1093,AGIS_Os01g010930, 3.622956e-01, 1.8349846663, 9.004864e-01,3.690044e-01,0.781486237,Not_significant,1.006646e+00,3.991944e+00,2.649502e+00,5.704058e+00,2.362033e+00,4.194272e+00,4.490938e+00,3.836777e+00
1094,AGIS_Os01g010940,-1.714172e-01, 1.8204074589, 2.282461e-01,6.449452e-01,0.898254383,Not_significant,6.446821e+00,3.014663e+00,3.369980e+00,1.753998e+00,6.601954e+00,1.665373e+00,2.325257e+00,2.782899e+00
1095,AGIS_Os01g010950, 7.833350e-01, 1.3941900591, 3.123748e+00,1.131456e-01,0.620157868,Not_significant,1.199408e+00,8.447683e-01,3.253774e+00,2.053461e+00,5.354919e+00,9.663275e-01,4.194582e+00,2.865233e+00
1096,AGIS_Os01g010960, 3.223405e-01, 2.4114973252, 2.045812e-01,6.642547e-01,0.904548332,Not_significant,4.797634e+00,1.126358e+00,3.323498e+00,7.001732e+00,1.761988e+01,4.255953e+00,1.618561e+00,2.470028e+00
1097,AGIS_Os01g010970,-1.306825e+00,-1.1164982232, 1.291566e+00,2.869679e-01,0.737740793,Not_significant,3.641061e-01,5.300507e-01,6.972373e-01,6.559667e-01,5.281563e-01,4.112032e-02,3.419496e-01,2.305360e-01
1098,AGIS_Os01g010980,-2.508671e+00,-1.9803215891, 1.150898e+00,3.130477e-01,0.751863384,Not_significant,3.426881e-01,9.938451e-02,6.739960e-01,1.996420e-01,0.000000e+00,3.495227e-01,0.000000e+00,1.152680e-01
1101,AGIS_Os01g011010,-8.612595e-01, 0.6312517497, 3.394879e+00,1.006770e-01,0.610245121,Not_significant,2.505907e+00,1.523896e+00,2.974879e+00,8.983892e-01,1.320391e+00,1.274730e+00,1.162629e+00,4.775388e-01
1102,AGIS_Os01g011020,-2.940631e-01, 6.1369441545, 1.346400e+00,2.789133e-01,0.733898137,Not_significant,9.419640e+01,5.744425e+01,1.039116e+02,5.631332e+01,6.915914e+01,8.269296e+01,4.730303e+01,5.168946e+01
1103,AGIS_Os01g011030, 1.308533e+00, 0.1839870784, 2.644680e+00,1.405440e-01,0.641107510,Not_significant,2.998521e-01,3.644099e-01,5.577898e-01,1.169332e+00,9.976287e-01,1.110249e+00,3.807039e+00,5.269394e-01
1104,AGIS_Os01g011040, 7.966377e-01, 1.8603928893, 2.791124e+00,1.313276e-01,0.633897996,Not_significant,3.641061e-01,4.704200e+00,3.184050e+00,3.736158e+00,1.995257e+00,3.351306e+00,6.086703e+00,5.335261e+00
1105,AGIS_Os01g011050,-1.969991e-01, 3.1071712317, 2.480881e-01,6.316446e-01,0.892994623,Not_significant,1.895494e+01,7.056300e+00,6.507548e+00,4.705848e+00,9.844247e+00,5.489562e+00,3.852632e+00,1.223487e+01
1106,AGIS_Os01g011060,-1.173192e-01, 0.5237654604, 4.156084e-02,8.432849e-01,0.961264054,Not_significant,3.662479e+00,7.785120e-01,6.507548e-01,1.397494e+00,1.320391e+00,1.356970e+00,9.346623e-01,1.119746e+00
1108,AGIS_Os01g011080, 2.159805e-01, 4.4424533829, 9.118662e-01,3.661430e-01,0.780315755,Not_significant,1.017355e+01,2.461423e+01,2.503082e+01,2.273067e+01,2.065678e+01,2.136200e+01,2.678605e+01,2.229612e+01
1109,AGIS_Os01g011090, 5.647773e-02, 4.5625019957, 1.076720e-01,7.507960e-01,0.931769017,Not_significant,2.801476e+01,1.933029e+01,2.314828e+01,2.193210e+01,2.519012e+01,2.074520e+01,2.079054e+01,2.959094e+01
1110,AGIS_Os01g011100,-1.305770e-01, 5.5945594509, 4.149661e-01,5.365543e-01,0.857524553,Not_significant,5.420898e+01,4.579969e+01,6.289080e+01,3.952912e+01,5.297702e+01,4.883038e+01,3.494725e+01,4.709521e+01
1111,AGIS_Os01g011110, 4.742236e-02, 2.0619085153, 2.580192e-02,8.761600e-01,0.968358211,Not_significant,7.282123e+00,3.594406e+00,2.998120e+00,2.695168e+00,6.235179e+00,3.618588e+00,2.667207e+00,4.017913e+00
1112,AGIS_Os01g011120, 2.097695e-01, 1.8542074292, 2.635041e-01,6.208757e-01,0.888765653,Not_significant,6.511075e+00,1.871742e+00,3.579151e+00,2.139022e+00,2.934202e+00,2.878422e+00,4.764498e+00,3.984979e+00
1116,AGIS_Os01g011160, 1.324070e-01, 1.1842225898, 8.786685e-02,7.740640e-01,0.939500831,Not_significant,1.435007e+00,3.196868e+00,1.487440e+00,2.438485e+00,3.506371e+00,1.912095e+00,1.641358e+00,2.239492e+00
1117,AGIS_Os01g011170, 1.343452e-01, 3.6342625119, 4.919158e-01,5.019346e-01,0.842265298,Not_significant,1.336484e+01,1.272122e+01,9.621874e+00,1.150794e+01,1.239700e+01,1.581076e+01,1.171747e+01,1.190554e+01
1118,AGIS_Os01g011180, 9.117048e-01,-0.8738799676, 8.752636e-01,3.754713e-01,0.784406791,Not_significant,4.711962e-01,1.656408e-01,3.718599e-01,3.137232e-01,1.203023e+00,4.934438e-01,2.051698e-01,8.233428e-01
1119,AGIS_Os01g011190, 1.057928e+00,-0.1196485015, 2.029007e+00,1.901953e-01,0.676842753,Not_significant,1.327917e+00,1.822049e-01,6.042723e-01,4.848450e-01,1.203023e+00,1.213049e+00,1.253815e+00,8.233428e-01
1120,AGIS_Os01g011200,-3.711321e-01, 5.3409045363, 3.650365e+00,9.050491e-02,0.603386263,Not_significant,6.913733e+01,3.791519e+01,4.234554e+01,3.386785e+01,4.724065e+01,3.359530e+01,2.279664e+01,3.705042e+01
1121,AGIS_Os01g011210, 6.314578e-01, 2.9743274808, 4.010225e+00,7.830722e-02,0.591136103,Not_significant,2.784341e+00,8.795529e+00,3.695358e+00,9.240574e+00,3.271635e+00,1.338466e+01,1.199103e+01,9.419041e+00
1123,AGIS_Os01g011230, 6.083903e-01, 1.7901784563, 2.218733e+00,1.726990e-01,0.665955117,Not_significant,4.283602e-01,4.439175e+00,2.138194e+00,5.005311e+00,1.203023e+00,6.106367e+00,4.627718e+00,3.425106e+00
1124,AGIS_Os01g011240, 2.990627e-01, 4.3261250239, 2.229290e+00,1.717900e-01,0.665163201,Not_significant,1.068759e+01,2.300751e+01,1.984802e+01,1.957918e+01,1.962981e+01,2.265729e+01,2.464317e+01,2.012250e+01
1125,AGIS_Os01g011250, 1.783067e-01, 6.1840766891, 1.438746e+00,2.629004e-01,0.723532300,Not_significant,5.630794e+01,7.346172e+01,6.637699e+01,7.651994e+01,6.533001e+01,7.226896e+01,9.013792e+01,8.098399e+01
1126,AGIS_Os01g011260, 4.249455e-01, 1.9010345252, 9.307261e-01,3.614755e-01,0.778012332,Not_significant,1.670605e+00,4.853277e+00,1.440957e+00,4.705848e+00,1.496443e+00,4.297073e+00,5.995516e+00,5.121192e+00
1127,AGIS_Os01g011270,-8.746286e-01, 0.4568494760, 2.049128e+00,1.882299e-01,0.676396764,Not_significant,1.670605e+00,1.060101e+00,2.277642e+00,1.625657e+00,3.814463e-01,1.562572e+00,1.504578e+00,6.422074e-01
1128,AGIS_Os01g011280, 3.816287e-02, 3.3222139564, 2.732545e-02,8.725922e-01,0.967475868,Not_significant,1.372894e+01,7.669171e+00,9.552151e+00,8.185324e+00,1.445094e+01,1.009504e+01,6.588229e+00,9.451975e+00
1129,AGIS_Os01g011290,-2.871136e-01, 2.4546868993, 1.000458e+00,3.449851e-01,0.768464095,Not_significant,8.502949e+00,6.377173e+00,4.578525e+00,4.720108e+00,4.973472e+00,4.420434e+00,4.080599e+00,5.911601e+00
1130,AGIS_Os01g011300, 2.054189e+00, 2.6394282398, 1.721749e+01,3.324992e-03,0.286265453,UP,6.853763e-01,1.523896e+00,3.672116e+00,5.019571e+00,1.097392e+01,5.181160e+00,1.340442e+01,9.089704e+00
1131,AGIS_Os01g011310, 2.108460e-01, 4.2158331735, 1.318072e+00,2.824076e-01,0.735691315,Not_significant,2.308861e+01,1.026973e+01,2.028960e+01,1.503019e+01,3.116122e+01,1.377531e+01,1.769019e+01,1.705966e+01
1132,AGIS_Os01g011320, 3.755797e-01, 0.6251398632, 4.093310e-01,5.392691e-01,0.858260393,Not_significant,6.639583e-01,8.447683e-01,2.300883e+00,1.682697e+00,1.995257e+00,1.870974e+00,1.709748e+00,9.880113e-01
1134,AGIS_Os01g011340, 2.866829e-01, 1.9371370657, 7.075696e-01,4.234210e-01,0.811284431,Not_significant,1.435007e+00,4.753892e+00,4.787696e+00,3.265573e+00,2.846176e+00,3.618588e+00,4.718905e+00,4.923590e+00
1137,AGIS_Os01g011370,-3.501524e-02,-2.1382292404, 3.774187e-04,9.849513e-01,0.997277442,Not_significant,3.426881e-01,2.981535e-01,0.000000e+00,5.704058e-02,5.281563e-01,0.000000e+00,2.507630e-01,3.293371e-02
1138,AGIS_Os01g011380,-2.068378e-01, 6.2093030132, 1.241368e+00,2.958999e-01,0.742589420,Not_significant,8.102433e+01,7.597946e+01,9.291849e+01,6.458420e+01,9.820774e+01,5.925438e+01,5.721957e+01,6.245878e+01
1139,AGIS_Os01g011390,-8.917479e-01, 1.2675886322, 1.706786e+00,2.270136e-01,0.701685351,Not_significant,4.497782e+00,1.888306e+00,3.532669e+00,1.939380e+00,2.420717e+00,2.570020e+00,2.735597e-01,1.860755e+00
1141,AGIS_Os01g011410, 4.491981e-02, 2.9001761053, 3.471307e-02,8.565948e-01,0.964884261,Not_significant,4.990396e+00,8.066709e+00,7.506921e+00,8.926851e+00,6.733993e+00,6.743732e+00,8.685520e+00,7.772356e+00
1142,AGIS_Os01g011420,-4.028033e-01, 1.2422920552, 1.125020e+00,3.182203e-01,0.754901089,Not_significant,2.655833e+00,3.677227e+00,2.510054e+00,1.811039e+00,2.743479e+00,1.891535e+00,1.595765e+00,1.745487e+00
