GeneID	WTLPmock_1	WTLPmock_2	WTLPmock_3	WTLPmock_4	WTLPmyc_1	WTLPmyc_2	WTLPmyc_3	WTLPmyc_4
AGIS_Os05g042100	0	0	0	0	0	0	0	0
AGIS_Os05g042110	36	8	50	45	166	188	301	1159
AGIS_Os05g042120	939	2424	2272	1621	2277	1428	2196	1294
AGIS_Os05g042130	894	1379	2352	1268	2275	1361	2213	1671
AGIS_Os05g042140	268	411	417	319	238	246	260	224
AGIS_Os05g042150	2659	2839	4386	2668	3778	2451	4051	3134
AGIS_Os05g042160	0	0	0	0	0	0	0	0
AGIS_Os05g042170	420	486	499	382	242	191	281	357
AGIS_Os05g042180	1262	2293	3587	2291	1634	586	801	1811
AGIS_Os05g042190	534	723	774	559	415	389	642	477
AGIS_Os05g042200	613	596	1336	628	1008	533	815	1006
AGIS_Os05g042210	0	0	0	0	0	0	0	0
AGIS_Os05g042220	1256	1749	2546	1251	2465	1336	1994	1863
AGIS_Os05g042230	592	963	1405	741	1509	750	1060	923
AGIS_Os05g042240	338	2331	2370	1923	834	658	548	709
AGIS_Os05g042250	303	334	433	375	466	307	546	385
AGIS_Os05g042260	0	0	0	0	0	0	0	0
AGIS_Os05g042270	1203	1787	2088	1513	1540	1169	1876	1340
AGIS_Os05g042280	740	498	949	893	820	820	1371	764
AGIS_Os05g042290	1138	1397	1340	1143	1389	1166	1358	1053
AGIS_Os05g042300	4284	3471	5309	3371	4551	4497	8200	5292
AGIS_Os05g042310	96	81	119	82	94	42	92	52
AGIS_Os05g042320	498	698	870	608	739	542	790	742
AGIS_Os05g042330	40	74	63	82	72	74	54	45
AGIS_Os05g042340	633	748	1200	778	1293	925	1422	947
AGIS_Os05g042350	0	0	0	0	0	0	0	0
AGIS_Os05g042360	0	0	0	0	0	0	0	0
AGIS_Os05g042370	0	0	0	0	0	0	0	0
AGIS_Os05g042380	215	187	234	193	172	113	103	143
AGIS_Os05g042390	0	0	0	0	0	0	0	0
AGIS_Os05g042400	0	0	0	0	0	0	0	0
AGIS_Os05g042410	0	0	0	0	0	0	0	0
AGIS_Os05g042420	213	184	272	209	288	86	278	119
AGIS_Os05g042430	0	0	0	0	0	0	0	0
AGIS_Os05g042440	0	0	0	0	0	0	0	0
AGIS_Os05g042450	0	0	0	0	0	0	0	0
AGIS_Os05g042460	2169	3040	2710	2135	1835	1621	2735	1676
AGIS_Os05g042470	658	650	1291	685	1095	625	1338	781
AGIS_Os05g042480	147	124	106	147	187	96	116	107
AGIS_Os05g042490	0	0	0	0	0	0	0	0
AGIS_Os05g042500	0	0	0	0	0	0	0	0
AGIS_Os05g042510	0	0	0	0	0	0	0	0
AGIS_Os05g042520	0	0	0	0	0	0	0	0
AGIS_Os05g042530	94	222	106	136	30	16	68	35
AGIS_Os05g042540	0	8	8	4	0	6	0	2
AGIS_Os05g042550	729	1033	1173	1076	1190	680	1131	800
AGIS_Os05g042560	1457	1917	2463	1676	1435	808	1509	1038
AGIS_Os05g042570	46	62	81	66	117	140	244	111
AGIS_Os05g042580	832	655	839	455	640	385	832	1011
AGIS_Os05g042590	0	0	0	0	22	0	0	6
AGIS_Os05g042600	0	0	8	5	0	0	0	0
AGIS_Os05g042610	344	440	269	447	311	86	323	207
AGIS_Os05g042620	2964	4578	4658	3873	3901	2263	4427	2134
AGIS_Os05g042630	280	357	404	303	254	214	542	250
AGIS_Os05g042640	44	49	88	64	71	84	160	28
AGIS_Os05g042650	885	1639	1938	1375	2928	2225	3308	2641
AGIS_Os05g042660	12	26	50	38	91	5	43	90
AGIS_Os05g042670	0	0	0	0	0	0	0	0
AGIS_Os05g042680	0	0	0	0	0	0	0	0
AGIS_Os05g042690	0	0	0	0	0	0	0	0
AGIS_Os05g042700	20	22	42	34	1	8	12	4
AGIS_Os05g042710	653	989	850	742	771	564	638	489
AGIS_Os05g042720	441	425	707	443	208	229	550	420
AGIS_Os05g042730	4	20	8	8	0	4	34	8
AGIS_Os05g042740	6	24	17	4	2	10	29	6
AGIS_Os05g042750	96	134	126	46	28	20	56	34
AGIS_Os05g042760	3068	5265	5391	4012	4397	3825	5051	3483
AGIS_Os05g042770	85	110	305	104	86	58	132	164
AGIS_Os05g042780	1678	1296	1801	1435	1388	1315	2129	1680
AGIS_Os05g042790	9	70	44	8	2	24	11	0
AGIS_Os05g042800	146	612	683	704	110	161	124	159
AGIS_Os05g042810	307	773	785	693	198	150	148	370
AGIS_Os05g042820	802	913	1227	811	1075	477	970	974
AGIS_Os05g042830	60	28	85	46	18	96	139	72
AGIS_Os05g042840	302	356	482	439	383	295	363	283
AGIS_Os05g042850	41	106	118	34	63	45	76	44
AGIS_Os05g042860	1302	1917	4111	1677	2011	509	1416	2194
AGIS_Os05g042870	4686	7197	12262	8654	5273	2339	3836	6832
AGIS_Os05g042880	0	0	0	0	0	0	0	0
AGIS_Os05g042890	0	0	0	0	0	0	0	0
AGIS_Os05g042900	214	463	341	254	230	202	324	224
AGIS_Os05g042910	345	531	435	372	378	335	462	299
AGIS_Os05g042920	223	211	305	260	264	183	252	185
AGIS_Os05g042930	2009	2621	3235	2476	2203	1879	2605	1988
AGIS_Os05g042940	629	852	965	753	494	538	730	479
AGIS_Os05g042950	679	900	1461	918	629	474	741	735
AGIS_Os05g042960	0	0	0	0	0	0	0	0
AGIS_Os05g042970	2	8	4	0	0	0	0	1
AGIS_Os05g042980	0	0	16	0	0	0	0	0
AGIS_Os05g042990	1467	2472	2331	1801	1810	1325	2098	1338
AGIS_Os05g043000	1971	2858	4638	2756	3944	2487	4185	3323
AGIS_Os05g043010	38	111	114	77	22	12	6	54
AGIS_Os05g043020	449	802	1237	765	1042	616	904	763
AGIS_Os05g043030	34	31	55	51	14	39	138	31
AGIS_Os05g043040	419	955	887	685	551	418	400	337
AGIS_Os05g043050	79	130	235	101	175	47	105	87
AGIS_Os05g043060	0	0	0	0	0	0	0	0
AGIS_Os05g043070	175	201	189	193	139	146	207	152
AGIS_Os05g043080	0	0	0	0	0	0	0	0
AGIS_Os05g043090	159	246	160	121	74	76	209	72
AGIS_Os05g043100	77	29	58	56	35	24	146	39
AGIS_Os05g043110	2312	3328	3696	3156	1339	1478	2410	1426
AGIS_Os05g043120	1354	1437	2525	1844	2620	1751	3178	2745
AGIS_Os05g043130	277	217	379	283	293	226	259	223
AGIS_Os05g043140	17	0	12	20	0	4	16	6
AGIS_Os05g043150	821	1009	1166	1318	152	153	125	119
AGIS_Os05g043160	1561	1624	2616	1985	1496	1755	3356	2158
AGIS_Os05g043170	9956	11818	15250	12542	14461	9971	16126	11492
AGIS_Os05g043180	39	141	75	91	42	10	42	15
AGIS_Os05g043190	23	70	66	80	86	63	81	78
AGIS_Os05g043200	651	464	961	526	880	872	1235	1033
AGIS_Os05g043210	131	234	270	171	277	165	289	179
AGIS_Os05g043220	10	0	4	0	0	0	2	12
AGIS_Os05g043230	181	138	290	113	168	73	263	133
AGIS_Os05g043240	332	465	716	413	501	203	613	642
AGIS_Os05g043250	42	23	24	30	12	4	6	37
AGIS_Os05g043260	4084	5910	8023	5678	4479	3867	6015	5738
AGIS_Os05g043270	187	360	176	179	48	85	120	47
AGIS_Os05g043280	0	0	0	0	0	0	0	0
AGIS_Os05g043290	0	0	0	0	0	0	0	0
AGIS_Os05g043300	6	68	8	0	0	0	0	5
AGIS_Os05g043310	0	0	0	12	9	0	8	6
AGIS_Os05g043320	86	321	220	289	136	62	160	34
AGIS_Os05g043330	0	0	0	0	0	0	0	0
AGIS_Os05g043340	1931	6720	5950	5197	2085	1197	1551	613
AGIS_Os05g043350	159	225	259	234	153	159	208	139
AGIS_Os05g043360	76	8	32	6	20	10	32	18
AGIS_Os05g043370	0	0	0	0	0	0	0	0
AGIS_Os05g043380	72	246	255	150	210	172	170	138
AGIS_Os05g043390	385	462	466	361	384	393	593	280
AGIS_Os05g043400	5	6	17	23	18	14	26	16
AGIS_Os05g043410	0	21	0	12	0	0	0	0
AGIS_Os05g043420	0	0	0	0	0	0	0	0
AGIS_Os05g043430	0	0	0	0	0	0	7	1
AGIS_Os05g043440	56	120	96	109	90	119	296	85
AGIS_Os05g043450	7	0	6	4	0	0	10	0
AGIS_Os05g043460	0	0	0	0	0	0	0	0
AGIS_Os05g043470	0	0	0	0	0	0	0	0
AGIS_Os05g043480	0	0	0	0	0	0	0	0
AGIS_Os05g043490	0	0	0	0	0	0	0	0
AGIS_Os05g043500	0	0	0	0	0	0	0	0
AGIS_Os05g043510	0	0	16	1	0	0	22	0
AGIS_Os05g043520	0	0	0	0	0	0	0	0
AGIS_Os05g043530	0	0	0	0	0	0	0	0
AGIS_Os05g043540	0	0	0	0	0	0	0	0
AGIS_Os05g043550	0	0	0	0	0	0	0	0
AGIS_Os05g043560	499	711	623	397	338	425	826	572
AGIS_Os05g043570	0	0	0	0	0	0	16	0
AGIS_Os05g043580	306	333	528	408	444	236	334	315
AGIS_Os05g043590	5	4	30	15	149	40	63	76
AGIS_Os05g043600	37	116	66	32	88	101	206	77
AGIS_Os05g043610	33	22	23	6	38	0	79	20
AGIS_Os05g043620	100	161	194	112	199	99	131	72
AGIS_Os05g043630	0	0	0	0	0	0	0	0
AGIS_Os05g043640	71	122	158	42	38	74	88	117
AGIS_Os05g043650	507	741	872	761	681	684	1296	704
AGIS_Os05g043660	6	28	40	1	55	22	40	50
AGIS_Os05g043670	0	0	0	0	0	0	0	0
AGIS_Os05g043680	0	0	0	0	0	0	6	0
AGIS_Os05g043690	0	0	0	0	0	0	0	0
AGIS_Os05g043700	0	0	0	0	0	0	0	0
AGIS_Os05g043710	0	30	0	0	24	6	0	0
AGIS_Os05g043720	34	20	16	20	58	24	60	36
AGIS_Os05g043730	401	474	454	324	699	476	828	646
AGIS_Os05g043740	340	552	710	272	302	180	272	397
AGIS_Os05g043750	818	1168	1107	540	320	321	484	383
AGIS_Os05g043760	141	270	191	128	251	59	145	154
AGIS_Os05g043770	0	0	0	8	8112	6458	10971	6608
AGIS_Os05g043780	3996	4015	6952	6356	4636	2902	5476	4177
AGIS_Os05g043790	159	177	122	230	40	55	93	76
AGIS_Os05g043800	80	146	203	206	103	100	178	120
AGIS_Os05g043810	0	0	0	0	8	0	0	0
AGIS_Os05g043820	388	1505	1213	861	802	696	1347	756
AGIS_Os05g043830	0	0	0	0	0	0	0	0
AGIS_Os05g043840	2744	4482	5179	3076	3553	1884	3751	2138
AGIS_Os05g043850	0	0	0	0	0	0	0	0
AGIS_Os05g043860	2926	3428	5555	3493	7060	4748	6693	6813
AGIS_Os05g043870	6445	9255	12220	8163	10082	6260	9176	7173
AGIS_Os05g043880	263	815	689	571	361	357	303	328
AGIS_Os05g043890	60	14	26	35	46	30	70	15
AGIS_Os05g043900	49	21	119	30	48	53	17	62
AGIS_Os05g043910	0	0	0	0	0	0	0	0
AGIS_Os05g043920	73	491	389	512	118	110	130	109
AGIS_Os05g043930	0	8	0	0	0	0	0	0
AGIS_Os05g043940	2	3	30	7	275	87	207	178
AGIS_Os05g043950	386	302	409	427	406	296	491	349
AGIS_Os05g043960	137	146	158	175	48	46	201	69
AGIS_Os05g043970	49	58	120	105	94	57	34	112
AGIS_Os05g043980	0	20	2	20	0	10	0	0
AGIS_Os05g043990	0	0	0	0	0	0	0	0
AGIS_Os05g044000	0	0	0	0	0	0	0	0
AGIS_Os05g044010	0	0	0	0	0	0	0	0
AGIS_Os05g044020	0	0	0	0	0	0	0	0
AGIS_Os05g044030	0	0	0	0	0	0	0	0
AGIS_Os05g044040	75	175	217	101	55	27	124	188
AGIS_Os05g044050	113	224	198	255	228	121	311	89
AGIS_Os05g044060	975	1548	1144	1357	925	570	1212	405
AGIS_Os05g044070	0	0	0	0	0	0	0	2
AGIS_Os05g044080	29	56	147	39	45	15	32	67
AGIS_Os05g044090	0	0	0	0	0	0	0	0
AGIS_Os05g044100	0	0	0	0	0	0	0	0
AGIS_Os05g044110	34	18	48	39	73	40	28	18
AGIS_Os05g044120	104	191	248	180	113	94	70	85
AGIS_Os05g044130	8	0	10	6	4	7	20	8
AGIS_Os05g044140	172	550	665	183	197	159	224	308
AGIS_Os05g044150	558	591	595	521	731	560	809	634
AGIS_Os05g044160	73	80	124	65	52	78	52	77
AGIS_Os05g044170	0	0	0	0	0	0	0	0
AGIS_Os05g044180	343	479	541	462	445	298	543	298
AGIS_Os05g044190	186	326	241	265	6	20	112	0
AGIS_Os05g044200	12	0	1	0	0	0	0	10
AGIS_Os05g044210	162	210	171	189	112	48	84	114
AGIS_Os05g044220	161	190	194	105	160	213	118	96
AGIS_Os05g044230	1	0	4	19	0	0	16	14
AGIS_Os05g044240	646	778	839	705	717	577	869	600
AGIS_Os05g044250	633	793	894	933	534	603	669	527
AGIS_Os05g044260	194	249	547	386	7110	5569	10945	6496
AGIS_Os05g044270	10	28	62	61	8	22	8	8
AGIS_Os05g044280	0	0	0	4	0	0	0	0
AGIS_Os05g044290	13	76	52	24	0	31	8	10
AGIS_Os05g044300	42	107	69	47	9	23	56	36
AGIS_Os05g044310	0	0	0	0	0	0	0	0
AGIS_Os05g044320	119	134	234	99	148	138	117	43
AGIS_Os05g044330	488	302	352	261	402	536	883	768
AGIS_Os05g044340	8015	5729	7490	11646	476	885	432	316
AGIS_Os05g044350	0	0	0	0	0	0	0	0
AGIS_Os05g044360	0	0	0	0	0	0	0	0
AGIS_Os05g044370	35	40	53	28	68	38	34	41
AGIS_Os05g044380	312	537	476	407	512	403	417	393
AGIS_Os05g044390	112	121	77	77	99	34	113	121
AGIS_Os05g044400	9	20	10	16	0	8	0	0
AGIS_Os05g044410	43	54	82	68	33	31	48	53
AGIS_Os05g044420	124	146	98	129	99	69	200	165
AGIS_Os05g044430	1549	1245	2452	1662	1989	1594	2855	2321
AGIS_Os05g044440	398	521	491	458	245	142	231	197
AGIS_Os05g044450	110	195	353	107	228	15	104	254
AGIS_Os05g044460	1038	663	1656	942	1113	661	1122	1034
AGIS_Os05g044470	0	0	0	0	0	0	0	0
AGIS_Os05g044480	0	0	0	0	0	0	0	0
AGIS_Os05g044490	0	0	0	0	0	0	0	0
AGIS_Os05g044500	449	384	527	569	317	304	533	222
AGIS_Os05g044510	397	493	714	426	274	161	317	372
AGIS_Os05g044520	7	0	14	4	1	11	0	12
AGIS_Os05g044530	350	238	212	420	176	192	273	170
AGIS_Os05g044540	0	0	0	0	0	0	0	0
AGIS_Os05g044550	265	410	536	521	1846	1412	2798	1529
AGIS_Os05g044560	18	31	14	42	74	100	247	63
AGIS_Os05g044570	924	1149	1478	980	847	764	1165	802
AGIS_Os05g044580	90	130	232	115	292	132	439	169
AGIS_Os05g044590	110	123	126	106	209	195	279	149
AGIS_Os05g044600	250	290	442	216	423	204	468	266
AGIS_Os05g044610	402	427	443	298	415	326	721	556
AGIS_Os05g044620	0	0	1	0	7	0	0	0
AGIS_Os05g044630	1103	1615	1676	1726	2240	1712	3860	1887
AGIS_Os05g044640	70	58	46	44	125	45	78	72
AGIS_Os05g044650	379	675	694	472	32	28	15	41
AGIS_Os05g044660	3016	4456	4566	3368	2552	1985	3532	2186
AGIS_Os05g044670	20	46	6	0	0	0	44	12
AGIS_Os05g044680	58	24	38	24	28	18	62	25
AGIS_Os05g044690	0	4	16	0	0	0	0	0
AGIS_Os05g044700	1827	1792	2289	1466	1355	987	1566	1721
AGIS_Os05g044710	0	0	0	0	0	0	0	0
AGIS_Os05g044720	0	0	0	0	8	0	6	3
AGIS_Os05g044730	10	0	1	0	12	6	2	4
AGIS_Os05g044740	21	2	40	10	46	0	4	0
AGIS_Os05g044750	167	134	191	140	95	72	68	187
AGIS_Os05g044760	1209	950	1387	963	882	640	1158	1202
AGIS_Os05g044770	25	30	9	16	0	30	0	0
AGIS_Os05g044780	55	94	60	47	28	19	0	8
AGIS_Os05g044790	490	626	806	553	840	629	686	728
AGIS_Os05g044800	1795	1952	3303	1930	2838	1893	2889	2685
AGIS_Os05g044810	0	6	22	2	10	12	0	11
AGIS_Os05g044820	0	0	0	0	0	0	0	0
AGIS_Os05g044830	0	0	0	0	0	0	0	0
AGIS_Os05g044840	0	0	0	0	0	0	0	0
AGIS_Os05g044850	1718	2209	2638	2881	2004	2165	4268	1948
AGIS_Os05g044860	0	0	0	0	0	0	0	0
AGIS_Os05g044870	270	452	670	290	164	129	449	516
AGIS_Os05g044880	621	1117	741	785	441	389	651	291
AGIS_Os05g044890	0	0	0	0	0	0	0	0
AGIS_Os05g044900	0	0	0	0	0	0	0	0
AGIS_Os05g044910	146	136	287	234	258	122	212	76
AGIS_Os05g044920	6	6	2	0	22	6	0	0
AGIS_Os05g044930	355	332	775	399	559	471	571	581
AGIS_Os05g044940	126	42	141	149	110	111	142	107
AGIS_Os05g044950	380	398	1060	359	371	369	748	894
AGIS_Os05g044960	329	429	621	440	455	260	509	252
AGIS_Os05g044970	0	0	0	0	0	0	0	0
AGIS_Os05g044980	26	1	33	10	231	94	196	182
AGIS_Os05g044990	0	12	2	0	24	0	0	0
AGIS_Os05g045000	0	0	0	0	0	0	0	0
AGIS_Os05g045010	0	14	0	19	12	0	0	8
AGIS_Os05g045020	24	29	17	40	62	14	30	28
AGIS_Os05g045030	380	679	747	688	566	305	586	525
AGIS_Os05g045040	0	0	0	0	0	0	0	0
AGIS_Os05g045050	0	0	0	0	0	0	0	0
AGIS_Os05g045060	0	0	0	0	0	0	0	0
AGIS_Os05g045070	60	86	90	84	87	94	104	135
AGIS_Os05g045080	16	14	17	17	20	1	14	35
AGIS_Os05g045090	73	88	84	45	121	70	147	142
AGIS_Os05g045100	2354	3085	3827	2777	2312	2124	4048	2529
AGIS_Os05g045110	382	543	451	494	174	255	336	243
AGIS_Os05g045120	202	360	384	262	160	139	213	236
AGIS_Os05g045130	0	0	0	0	0	0	0	0
AGIS_Os05g045140	2824	3532	5591	3547	5419	3011	5479	3959
AGIS_Os05g045150	4	8	58	41	0	4	14	16
AGIS_Os05g045160	0	0	0	0	0	0	0	0
AGIS_Os05g045170	0	0	0	0	0	0	0	0
AGIS_Os05g045180	4	0	23	0	0	6	10	6
AGIS_Os05g045190	0	0	0	0	0	0	0	0
AGIS_Os05g045200	7965	13187	16436	16735	12539	5585	10653	5218
AGIS_Os05g045210	0	0	0	0	0	0	0	0
AGIS_Os05g045220	0	0	0	0	0	0	0	0
AGIS_Os05g045230	0	0	0	0	0	0	0	0
AGIS_Os05g045240	0	0	0	0	0	0	0	0
AGIS_Os05g045250	0	0	0	0	0	0	0	0
AGIS_Os05g045260	0	0	0	0	0	0	0	0
AGIS_Os05g045270	0	0	0	0	0	0	0	0
AGIS_Os05g045280	0	0	0	0	0	0	0	0
AGIS_Os05g045290	0	0	0	0	0	0	0	0
AGIS_Os05g045300	0	0	0	0	0	0	0	0
AGIS_Os05g045310	0	0	0	0	0	0	0	0
AGIS_Os05g045320	1	0	0	0	0	0	0	0
AGIS_Os05g045330	68	76	56	42	19	20	43	18
AGIS_Os05g045340	14	26	29	29	18	15	38	22
AGIS_Os05g045350	0	0	0	0	0	0	0	0
AGIS_Os05g045360	4969	7730	7494	5968	15413	11889	18715	12254
AGIS_Os05g045370	0	0	0	0	0	0	0	0
AGIS_Os05g045380	10	31	21	42	14	38	84	4
AGIS_Os05g045390	453	439	750	624	684	450	683	436
AGIS_Os05g045400	0	0	0	0	0	0	0	0
AGIS_Os05g045410	680	722	1098	609	612	510	756	546
AGIS_Os05g045420	1911	1770	2531	1809	1965	1871	2792	2239
AGIS_Os05g045430	750	999	1188	945	1276	719	1275	1087
AGIS_Os05g045440	1503	1097	1873	1148	1778	1349	2394	2216
AGIS_Os05g045450	705	636	848	566	539	501	909	662
AGIS_Os05g045460	500	947	949	826	499	301	641	608
AGIS_Os05g045470	3351	4077	5660	4197	3132	2396	3629	2769
AGIS_Os05g045480	556	739	1345	687	784	425	648	567
AGIS_Os05g045490	249	207	326	140	178	196	273	287
AGIS_Os05g045500	1024	1600	1417	1168	1447	1147	1822	1080
AGIS_Os05g045510	627	1738	2176	1878	1462	1566	1554	1480
AGIS_Os05g045520	0	0	1	4	0	0	0	0
AGIS_Os05g045530	2950	3609	4346	3688	3508	2403	3843	2633
AGIS_Os05g045540	162	90	246	86	37	33	141	103
AGIS_Os05g045550	50	157	325	96	34	34	121	90
AGIS_Os05g045560	725	816	810	920	602	645	1037	653
AGIS_Os05g045570	620	749	877	774	904	795	903	588
AGIS_Os05g045580	681	1076	1180	960	1104	764	959	605
AGIS_Os05g045590	590	888	1171	791	1073	632	882	641
AGIS_Os05g045600	1590	2496	2530	1729	1235	935	1564	900
AGIS_Os05g045610	797	1027	1083	807	459	440	781	388
AGIS_Os05g045620	533	569	650	720	281	257	395	249
AGIS_Os05g045630	766	1143	1514	1045	564	275	832	628
AGIS_Os05g045640	258	575	399	272	281	235	315	255
AGIS_Os05g045650	0	0	0	0	0	0	0	0
AGIS_Os05g045660	0	0	0	0	0	0	0	0
AGIS_Os05g045670	9	12	47	14	0	10	0	29
AGIS_Os05g045680	6	0	22	2	0	0	0	29
AGIS_Os05g045690	303	530	467	432	387	185	425	326
AGIS_Os05g045700	0	0	0	0	0	0	0	0
AGIS_Os05g045710	0	0	0	0	0	0	0	0
AGIS_Os05g045720	2188	3702	3765	2536	1299	731	1682	1082
AGIS_Os05g045730	137	115	171	136	205	118	307	255
AGIS_Os05g045740	0	2	3	0	0	0	9	15
AGIS_Os05g045750	7	34	19	35	22	21	18	6
AGIS_Os05g045760	0	0	0	0	0	0	0	0
AGIS_Os05g045770	1941	2421	3513	2008	4268	2405	4308	3267
AGIS_Os05g045780	973	1400	1663	1078	1317	833	1668	1267
AGIS_Os05g045790	0	0	0	0	0	0	0	0
AGIS_Os05g045800	0	0	0	0	0	0	0	0
AGIS_Os05g045810	0	0	0	0	0	0	0	0
AGIS_Os05g045820	0	0	0	0	0	0	0	0
AGIS_Os05g045830	0	0	0	0	0	0	0	0
AGIS_Os05g045840	0	0	0	0	0	0	0	0
AGIS_Os05g045850	0	0	0	0	0	0	0	0
AGIS_Os05g045860	0	0	0	0	0	0	0	0
AGIS_Os05g045870	0	0	0	0	0	0	0	0
AGIS_Os05g045880	0	0	0	0	0	0	0	0
AGIS_Os05g045890	0	0	0	0	0	0	0	0
AGIS_Os05g045900	0	0	0	0	0	0	0	0
AGIS_Os05g045910	0	0	0	0	0	0	0	0
AGIS_Os05g045920	0	0	0	0	0	0	0	0
AGIS_Os05g045930	0	0	0	0	0	0	0	0
AGIS_Os05g045940	0	0	0	0	0	0	0	0
AGIS_Os05g045950	0	0	0	0	0	0	0	0
AGIS_Os05g045960	0	0	0	0	0	0	0	0
AGIS_Os05g045970	0	0	0	0	0	0	0	0
AGIS_Os05g045980	0	0	0	0	0	0	0	0
AGIS_Os05g045990	0	0	0	0	0	0	0	0
AGIS_Os05g046000	0	0	0	0	0	0	0	0
AGIS_Os06g000010	0	0	0	0	0	0	0	0
AGIS_Os06g000020	0	0	0	0	0	0	0	0
AGIS_Os06g000030	0	0	0	0	0	0	0	0
AGIS_Os06g000040	0	0	0	0	0	0	0	0
AGIS_Os06g000050	0	0	0	0	0	0	0	0
AGIS_Os06g000060	0	0	0	0	22	1	1	0
AGIS_Os06g000070	0	0	3	9	10	2	14	8
AGIS_Os06g000080	0	0	0	0	0	0	0	0
AGIS_Os06g000090	0	0	0	0	0	0	0	0
AGIS_Os06g000100	0	0	0	0	0	0	0	0
AGIS_Os06g000110	0	0	0	0	0	0	0	0
AGIS_Os06g000120	0	0	0	0	0	0	0	0
AGIS_Os06g000130	0	0	0	0	0	0	0	0
AGIS_Os06g000140	0	0	0	0	0	0	0	0
AGIS_Os06g000150	0	0	0	0	0	0	0	0
AGIS_Os06g000160	667	541	737	593	746	610	891	794
AGIS_Os06g000170	166	202	146	209	240	53	212	53
AGIS_Os06g000180	1	4	8	8	0	7	39	6
AGIS_Os06g000190	12	1	1	17	46	14	50	36
AGIS_Os06g000200	490	498	559	504	521	305	607	595
AGIS_Os06g000210	90	175	170	151	28	30	40	34
AGIS_Os06g000220	1	0	0	0	20	0	0	0
AGIS_Os06g000230	159	243	248	184	154	133	73	90
AGIS_Os06g000240	0	0	0	0	0	0	0	0
AGIS_Os06g000250	347	361	433	367	164	53	128	69
AGIS_Os06g000260	430	583	659	560	624	452	778	474
AGIS_Os06g000270	0	0	0	0	0	0	0	0
AGIS_Os06g000280	0	0	0	0	0	0	0	0
AGIS_Os06g000290	134	281	216	195	64	137	210	67
AGIS_Os06g000300	1131	1732	2055	1466	873	772	1723	1203
AGIS_Os06g000310	407	433	464	481	366	318	641	403
AGIS_Os06g000320	28	3	8	4	0	0	7	0
AGIS_Os06g000330	257	368	541	395	315	236	440	241
AGIS_Os06g000340	762	713	859	706	511	438	709	540
AGIS_Os06g000350	383	437	495	417	407	263	585	399
AGIS_Os06g000360	6350	7339	10024	7672	9525	7759	13950	8848
AGIS_Os06g000370	47	39	54	56	30	23	59	33
AGIS_Os06g000380	433	558	655	338	730	508	771	479
AGIS_Os06g000390	0	0	0	0	0	0	0	0
AGIS_Os06g000400	0	0	0	0	0	0	0	0
AGIS_Os06g000410	1077	1427	1559	1244	1413	1369	2302	1435
AGIS_Os06g000420	523	490	871	626	642	520	802	535
AGIS_Os06g000430	136	115	151	128	194	79	164	86
AGIS_Os06g000440	115	259	393	175	238	90	194	197
AGIS_Os06g000450	37	50	38	58	16	10	44	44
AGIS_Os06g000460	552	413	1108	350	533	310	457	548
AGIS_Os06g000470	1331	1371	2852	1534	1816	1142	1991	2006
AGIS_Os06g000480	0	0	0	0	0	0	0	0
AGIS_Os06g000490	0	0	0	0	0	0	13	0
AGIS_Os06g000500	0	0	0	0	0	0	0	0
AGIS_Os06g000510	0	0	0	0	0	0	0	0
AGIS_Os06g000520	0	0	0	0	0	0	0	0
AGIS_Os06g000530	0	0	0	0	0	0	0	0
AGIS_Os06g000540	211	410	516	253	4269	6070	7400	3825
AGIS_Os06g000550	941	1084	1772	1382	3567	2009	3698	3058
AGIS_Os06g000560	0	0	0	0	0	1	0	0
AGIS_Os06g000570	0	0	0	108	0	0	0	0
AGIS_Os06g000580	74	81	189	114	125	71	98	72
AGIS_Os06g000590	444	716	814	788	596	468	635	663
AGIS_Os06g000600	126	128	239	122	229	138	253	183
AGIS_Os06g000610	1058	1077	1393	1041	769	899	1441	1013
AGIS_Os06g000620	96	369	395	234	144	81	73	99
AGIS_Os06g000630	264	420	330	386	134	245	264	152
AGIS_Os06g000640	1778	1896	2969	2216	2080	1694	3171	2054
AGIS_Os06g000650	286	412	522	282	387	206	450	267
AGIS_Os06g000660	2162	3064	2983	2284	2956	2086	2797	1860
AGIS_Os06g000670	103	145	172	126	93	90	115	88
AGIS_Os06g000680	126	171	179	104	82	108	159	115
AGIS_Os06g000690	0	0	0	0	0	0	0	0
AGIS_Os06g000700	0	0	0	0	0	0	0	0
AGIS_Os06g000710	0	0	0	0	0	0	0	0
AGIS_Os06g000720	2197	1473	1571	1776	714	704	1889	1091
AGIS_Os06g000730	667	806	890	902	889	763	913	546
AGIS_Os06g000740	6	0	4	0	10	12	0	0
AGIS_Os06g000750	147	179	313	430	907	377	753	569
AGIS_Os06g000760	9	18	4	49	20	0	9	20
AGIS_Os06g000770	12	8	6	0	0	5	22	4
AGIS_Os06g000780	0	0	0	0	0	0	0	0
AGIS_Os06g000790	0	0	0	0	0	0	0	0
AGIS_Os06g000800	112	204	108	177	26	104	100	54
AGIS_Os06g000810	1	8	18	0	0	0	0	0
AGIS_Os06g000820	613	1596	1087	688	308	246	460	156
AGIS_Os06g000830	188	547	441	315	201	142	188	241
AGIS_Os06g000840	10	68	103	149	34	43	55	14
AGIS_Os06g000850	36	102	205	111	33	1	10	18
AGIS_Os06g000860	10	20	24	38	24	27	48	32
