GeneID	WTLPmock_1	WTLPmock_2	WTLPmock_3	WTLPmock_4	WTLPmyc_1	WTLPmyc_2	WTLPmyc_3	WTLPmyc_4
AGIS_Os01g032820	0	0	0	0	0	0	0	0
AGIS_Os01g032830	0	0	0	0	0	0	0	0
AGIS_Os01g032840	0	0	0	0	0	0	0	0
AGIS_Os01g032850	0	0	0	0	0	0	0	0
AGIS_Os01g032860	26	0	20	0	0	10	10	1
AGIS_Os01g032870	15	0	22	6	0	0	14	0
AGIS_Os01g032880	0	0	0	0	0	0	0	0
AGIS_Os01g032890	0	0	0	0	0	0	0	0
AGIS_Os01g032900	0	0	0	0	0	0	0	0
AGIS_Os01g032910	0	0	0	0	0	0	0	0
AGIS_Os01g032920	0	0	0	0	0	0	0	0
AGIS_Os01g032930	0	0	0	0	0	0	0	0
AGIS_Os01g032940	0	0	0	0	0	0	0	0
AGIS_Os01g032950	0	0	0	0	0	0	0	0
AGIS_Os01g032960	0	0	0	0	0	0	0	0
AGIS_Os01g032970	1809	2323	3032	2219	1909	1069	2043	1628
AGIS_Os01g032980	0	0	0	0	0	0	0	0
AGIS_Os01g032990	1801	1604	2714	2261	2098	1712	3806	2552
AGIS_Os01g033000	876	1417	1482	1283	672	591	1071	790
AGIS_Os01g033010	1008	1448	1440	1284	620	846	1015	739
AGIS_Os01g033020	1111	2518	2795	1689	1458	1081	1596	986
AGIS_Os01g033030	379	356	533	375	312	251	397	384
AGIS_Os01g033040	3	0	6	4	34	28	31	2
AGIS_Os01g033050	0	0	0	0	0	0	0	0
AGIS_Os01g033060	2	0	0	0	0	0	0	0
AGIS_Os01g033070	0	12	5	12	0	8	12	0
AGIS_Os01g033080	71	50	65	40	38	45	110	43
AGIS_Os01g033090	0	0	0	0	24	6	36	14
AGIS_Os01g033100	0	0	0	0	0	0	0	0
AGIS_Os01g033110	0	0	0	0	0	0	0	0
AGIS_Os01g033120	74	47	89	66	43	61	74	74
AGIS_Os01g033130	1294	1487	2059	2019	1315	1557	2343	1828
AGIS_Os01g033140	20	16	8	38	18	0	12	0
AGIS_Os01g033150	372	480	575	420	625	371	744	475
AGIS_Os01g033160	0	8	14	22	0	6	0	8
AGIS_Os01g033170	0	0	0	0	0	0	0	0
AGIS_Os01g033180	0	0	0	0	0	0	0	0
AGIS_Os01g033190	0	0	0	0	0	0	0	0
AGIS_Os01g033200	0	0	0	0	0	0	0	0
AGIS_Os01g033210	0	0	0	0	0	0	0	0
AGIS_Os01g033220	0	0	0	0	0	0	0	0
AGIS_Os01g033230	0	0	0	0	0	0	0	0
AGIS_Os01g033240	0	0	0	0	0	0	0	0
AGIS_Os01g033250	0	0	0	0	0	0	0	0
AGIS_Os01g033260	692	654	1135	968	1098	768	1295	1009
AGIS_Os01g033270	1773	1723	2547	2021	1606	1299	2542	1904
AGIS_Os01g033280	144	241	212	143	262	33	157	140
AGIS_Os01g033290	8	33	5	3	35	29	8	13
AGIS_Os01g033300	286	686	888	689	238	230	310	351
AGIS_Os01g033310	2270	2998	3577	2992	2580	2450	3837	3163
AGIS_Os01g033320	0	0	0	0	0	0	0	0
AGIS_Os01g033330	2230	2436	2592	2166	2342	1425	2834	1336
AGIS_Os01g033340	0	0	0	0	0	0	0	0
AGIS_Os01g033350	0	0	0	0	0	0	0	0
AGIS_Os01g033360	0	0	0	0	0	0	0	0
AGIS_Os01g033370	0	0	0	0	0	0	0	0
AGIS_Os01g033380	583	700	1019	698	847	653	1074	898
AGIS_Os01g033390	0	0	0	0	0	0	0	0
AGIS_Os01g033400	0	0	0	0	0	0	0	0
AGIS_Os01g033410	0	0	0	0	0	0	0	0
AGIS_Os01g033420	0	0	0	0	0	0	0	0
AGIS_Os01g033430	0	0	0	0	0	0	0	0
AGIS_Os01g033440	0	0	0	0	0	0	0	0
AGIS_Os01g033450	0	0	0	0	0	0	0	0
AGIS_Os01g033460	0	0	0	0	0	0	0	0
AGIS_Os01g033470	0	0	0	0	0	0	0	0
AGIS_Os01g033480	0	0	0	0	0	0	0	0
AGIS_Os01g033490	0	0	0	0	0	0	0	0
AGIS_Os01g033500	0	0	0	0	0	0	0	0
AGIS_Os01g033510	0	0	0	0	0	0	0	0
AGIS_Os01g033520	0	0	0	0	0	0	0	0
AGIS_Os01g033530	0	0	0	0	0	0	0	0
AGIS_Os01g033540	0	0	0	0	0	0	0	0
AGIS_Os01g033550	0	0	0	0	0	0	0	0
AGIS_Os01g033560	0	0	0	0	0	0	0	0
AGIS_Os01g033570	0	0	0	0	0	0	0	0
AGIS_Os01g033580	183	254	360	71	98	40	143	203
AGIS_Os01g033590	82	124	95	46	131	57	73	83
AGIS_Os01g033600	0	0	0	0	0	0	0	0
AGIS_Os01g033610	0	0	0	0	0	0	0	0
AGIS_Os01g033620	0	0	0	0	0	0	0	0
AGIS_Os01g033630	88	158	186	140	116	138	202	125
AGIS_Os01g033640	104	62	66	44	152	149	140	122
AGIS_Os01g033650	0	0	0	0	0	1	0	5
AGIS_Os01g033660	0	0	0	0	0	0	0	0
AGIS_Os01g033670	0	0	0	0	0	0	0	0
AGIS_Os01g033680	0	0	0	0	0	0	0	0
AGIS_Os01g033690	0	0	0	0	0	0	0	0
AGIS_Os01g033700	0	0	0	0	0	0	0	0
AGIS_Os01g033710	0	0	0	0	0	0	0	0
AGIS_Os01g033720	0	0	0	0	0	0	0	0
AGIS_Os01g033730	101	237	125	163	228	177	289	175
AGIS_Os01g033740	222	258	350	181	264	168	270	205
AGIS_Os01g033750	664	957	816	739	632	419	730	481
AGIS_Os01g033760	320	349	503	431	657	424	594	295
AGIS_Os01g033770	177	92	270	231	146	157	256	182
AGIS_Os01g033780	55	14	75	50	58	42	51	41
AGIS_Os01g033790	158	215	457	222	260	260	213	240
AGIS_Os01g033800	147	242	204	148	182	133	160	120
AGIS_Os01g033810	0	18	22	6	0	28	0	0
AGIS_Os01g033820	103	123	175	132	0	1	80	35
AGIS_Os01g033830	0	0	0	0	0	0	0	0
AGIS_Os01g033840	1940	2277	2827	2503	1828	1168	1818	1635
AGIS_Os01g033850	0	0	0	0	0	0	0	0
AGIS_Os01g033860	0	0	0	0	0	0	0	0
AGIS_Os01g033870	0	0	0	0	0	0	0	0
AGIS_Os01g033880	0	0	0	0	0	0	0	0
AGIS_Os01g033890	0	0	0	0	0	0	0	0
AGIS_Os01g033900	9	2	0	0	0	18	28	0
AGIS_Os01g033910	4	0	0	15	12	2	22	0
AGIS_Os01g033920	0	0	0	0	0	0	0	0
AGIS_Os01g033930	31	0	0	1	47	9	37	2
AGIS_Os01g033940	110	129	152	71	254	87	163	99
AGIS_Os01g033950	0	0	0	0	0	0	0	0
AGIS_Os01g033960	0	0	0	0	0	0	0	0
AGIS_Os01g033970	0	0	0	0	8	0	0	0
AGIS_Os01g033980	1	4	0	0	0	0	6	0
AGIS_Os01g033990	381	417	416	333	358	299	471	424
AGIS_Os01g034000	529	765	1351	941	833	1074	1153	1985
AGIS_Os01g034010	0	0	0	0	0	0	0	0
AGIS_Os01g034020	925	1496	2043	1558	1715	957	1574	1223
AGIS_Os01g034030	198	278	371	328	300	235	469	257
AGIS_Os01g034040	0	6	4	0	0	0	0	0
AGIS_Os01g034050	0	0	0	0	0	0	0	0
AGIS_Os01g034060	0	0	0	0	0	0	0	6
AGIS_Os01g034070	0	0	0	0	0	0	0	0
AGIS_Os01g034080	0	0	0	2	0	0	0	0
AGIS_Os01g034090	0	0	0	0	0	0	0	0
AGIS_Os01g034100	0	0	0	0	0	0	0	0
AGIS_Os01g034110	221	176	528	307	354	96	258	446
AGIS_Os01g034120	1236	1394	1857	1456	987	811	1249	1013
AGIS_Os01g034130	0	0	0	0	0	0	0	0
AGIS_Os01g034140	0	0	0	0	0	0	0	0
AGIS_Os01g034150	0	0	0	0	0	0	0	0
AGIS_Os01g034160	0	0	0	0	0	0	0	0
AGIS_Os01g034170	433	181	303	246	485	382	840	471
AGIS_Os01g034180	28	66	0	4	51	44	100	14
AGIS_Os01g034190	249	435	576	344	567	421	463	408
AGIS_Os01g034200	6	31	8	0	10	8	18	0
AGIS_Os01g034210	38	114	21	8	23	9	54	30
AGIS_Os01g034220	10	6	20	0	10	0	16	22
AGIS_Os01g034230	2061	2894	3064	2057	1317	1126	2143	1408
AGIS_Os01g034240	1212	1136	1592	1345	1222	1004	1655	1442
AGIS_Os01g034250	0	0	0	0	0	0	0	0
AGIS_Os01g034260	0	0	0	0	0	0	0	0
AGIS_Os01g034270	0	0	0	0	0	0	0	0
AGIS_Os01g034280	0	0	0	0	0	0	0	0
AGIS_Os01g034290	0	0	0	0	0	0	0	1
AGIS_Os01g034300	0	0	0	0	0	0	0	0
AGIS_Os01g034310	0	0	0	0	0	0	0	0
AGIS_Os01g034320	723	1309	1245	1230	1123	1023	1598	788
AGIS_Os01g034330	44	77	14	110	20	0	90	17
AGIS_Os01g034340	0	0	0	0	0	0	0	0
AGIS_Os01g034350	0	0	0	0	0	0	0	0
AGIS_Os01g034360	3171	4197	4802	3939	2836	2240	3978	2605
AGIS_Os01g034370	181	163	207	117	103	74	96	87
AGIS_Os01g034380	166	252	238	197	771	329	696	414
AGIS_Os01g034390	0	0	0	0	0	0	28	0
AGIS_Os01g034400	0	0	0	0	0	0	0	0
AGIS_Os01g034410	0	0	0	0	0	0	0	0
AGIS_Os01g034420	21	22	56	16	42	15	31	38
AGIS_Os01g034430	79	68	63	43	231	68	113	239
AGIS_Os01g034440	518	662	1348	867	988	558	1164	974
AGIS_Os01g034450	406	905	811	842	707	356	822	445
AGIS_Os01g034460	803	964	1266	902	708	343	714	580
AGIS_Os01g034470	18	20	4	0	22	0	0	4
AGIS_Os01g034480	531	509	691	533	771	450	660	562
AGIS_Os01g034490	449	738	848	621	567	568	831	673
AGIS_Os01g034500	323	724	656	564	333	228	399	184
AGIS_Os01g034510	174	359	254	233	364	141	347	248
AGIS_Os01g034520	245	315	390	249	332	155	241	212
AGIS_Os01g034530	403	742	872	704	445	190	448	208
AGIS_Os01g034540	743	1004	918	780	866	596	909	719
AGIS_Os01g034550	62	76	117	52	115	88	166	86
AGIS_Os01g034560	1866	2573	2854	2324	1981	1720	2536	1318
AGIS_Os01g034570	434	545	767	531	465	311	551	418
AGIS_Os01g034580	18	97	90	36	184	47	88	84
AGIS_Os01g034590	89	73	84	102	102	84	197	137
AGIS_Os01g034600	0	14	5	0	0	0	0	0
AGIS_Os01g034610	6	0	18	6	10	4	21	4
AGIS_Os01g034620	616	759	926	695	1266	842	1076	677
AGIS_Os01g034630	0	4	0	18	0	3	0	0
AGIS_Os01g034640	0	0	0	0	0	0	0	0
AGIS_Os01g034650	0	0	0	0	0	0	0	0
AGIS_Os01g034660	0	0	0	0	0	0	0	0
AGIS_Os01g034670	0	0	0	0	0	0	0	0
AGIS_Os01g034680	0	0	0	0	0	0	0	0
AGIS_Os01g034690	101	92	167	86	75	68	121	92
AGIS_Os01g034700	0	14	1	16	10	0	4	0
AGIS_Os01g034710	0	0	0	0	0	0	0	0
AGIS_Os01g034720	296	327	276	148	183	219	285	250
AGIS_Os01g034730	3983	5239	6365	5588	6077	4821	9036	5368
AGIS_Os01g034740	7807	10166	10223	7979	7406	3266	8054	5147
AGIS_Os01g034750	0	0	0	0	0	0	0	0
AGIS_Os01g034760	0	0	0	0	0	0	0	0
AGIS_Os01g034770	0	0	0	0	0	0	0	0
AGIS_Os01g034780	0	0	0	0	0	0	0	0
AGIS_Os01g034790	0	0	0	0	188	126	205	113
AGIS_Os01g034800	0	0	0	0	0	0	0	0
AGIS_Os01g034810	0	0	0	0	238	176	347	90
AGIS_Os01g034820	0	0	0	0	159	104	173	130
AGIS_Os01g034830	0	4	0	4	0	0	1	0
AGIS_Os01g034840	0	0	0	0	0	0	0	0
AGIS_Os01g034850	120	71	94	60	35	44	165	51
AGIS_Os01g034860	467	271	499	220	382	284	612	581
AGIS_Os01g034870	0	0	2	6	0	23	27	8
AGIS_Os01g034880	1167	1254	1209	1031	1655	1101	1862	1089
AGIS_Os01g034890	0	0	0	0	0	0	0	0
AGIS_Os01g034900	154	229	353	246	341	263	318	259
AGIS_Os01g034910	474	489	679	439	299	256	528	259
AGIS_Os01g034920	0	0	0	8	0	0	0	0
AGIS_Os01g034930	0	0	0	0	0	0	0	0
AGIS_Os01g034940	0	0	0	0	0	0	0	0
AGIS_Os01g034950	0	0	0	0	0	0	0	0
AGIS_Os01g034960	0	0	0	0	0	0	0	0
AGIS_Os01g034970	0	0	0	0	0	0	0	0
AGIS_Os01g034980	0	0	0	0	0	0	0	0
AGIS_Os01g034990	0	0	0	0	0	0	0	0
AGIS_Os01g035000	351	593	1257	649	569	268	577	1414
AGIS_Os01g035010	0	0	6	0	0	0	0	0
AGIS_Os01g035020	0	0	0	0	0	0	0	0
AGIS_Os01g035030	110	471	182	214	87	140	142	78
AGIS_Os01g035040	0	0	0	0	0	0	0	0
AGIS_Os01g035050	0	0	0	0	0	0	0	0
AGIS_Os01g035060	814	985	1464	1015	1066	940	1562	1111
AGIS_Os01g035070	65	190	258	56	110	30	36	68
AGIS_Os01g035080	210	302	358	257	212	214	442	187
AGIS_Os01g035090	2570	5286	4265	4561	2722	2077	3308	2268
AGIS_Os01g035100	12	0	0	0	0	0	0	0
AGIS_Os01g035110	425	1116	900	966	598	504	944	347
AGIS_Os01g035120	66	142	49	34	92	74	69	41
AGIS_Os01g035130	0	0	14	6	0	0	0	4
AGIS_Os01g035140	0	0	0	0	0	0	0	0
AGIS_Os01g035150	0	0	0	0	0	0	0	0
AGIS_Os01g035160	0	0	0	0	0	0	0	0
AGIS_Os01g035170	0	0	0	0	0	0	0	0
AGIS_Os01g035180	0	0	0	0	0	0	0	0
AGIS_Os01g035190	0	0	0	0	0	0	0	0
AGIS_Os01g035200	0	0	0	0	0	0	0	0
AGIS_Os01g035210	0	0	0	0	0	0	0	0
AGIS_Os01g035220	0	0	0	0	0	0	0	0
AGIS_Os01g035230	0	0	0	0	0	0	0	0
AGIS_Os01g035240	0	0	0	0	0	0	0	0
AGIS_Os01g035250	0	0	0	0	0	0	0	0
AGIS_Os01g035260	0	0	0	0	0	0	0	0
AGIS_Os01g035270	0	0	0	0	0	0	0	0
AGIS_Os01g035280	22	24	2	106	30	27	34	66
AGIS_Os01g035290	436	646	717	481	890	393	575	655
AGIS_Os01g035300	0	0	0	0	0	0	0	0
AGIS_Os01g035310	5	0	0	0	0	0	0	0
AGIS_Os01g035320	0	0	0	0	0	0	0	0
AGIS_Os01g035330	0	0	0	0	0	0	0	0
AGIS_Os01g035340	0	0	0	0	0	0	0	0
AGIS_Os01g035350	0	0	0	0	0	0	0	0
AGIS_Os01g035360	0	0	0	0	0	0	0	0
AGIS_Os01g035370	105	108	58	77	32	22	58	42
AGIS_Os01g035380	0	0	0	0	0	0	0	0
AGIS_Os01g035390	0	0	0	0	0	0	0	0
AGIS_Os01g035400	0	8	42	26	27	0	0	34
AGIS_Os01g035410	0	0	0	0	0	0	0	0
AGIS_Os01g035420	293	370	494	610	391	209	322	600
AGIS_Os01g035430	0	0	0	0	0	0	0	0
AGIS_Os01g035440	0	2	18	12	0	20	0	1
AGIS_Os01g035450	0	0	0	0	0	0	0	0
AGIS_Os01g035460	0	0	0	0	0	0	0	0
AGIS_Os01g035470	0	1	13	4	9	0	12	0
AGIS_Os01g035480	1409	2123	2398	1354	2109	1320	1903	1667
AGIS_Os01g035490	0	0	0	0	0	0	0	0
AGIS_Os01g035500	572	725	899	607	963	703	1241	830
AGIS_Os01g035510	644	757	955	776	689	514	1104	690
AGIS_Os01g035520	163	139	430	235	192	259	407	267
AGIS_Os01g035530	251	348	271	334	195	161	273	238
AGIS_Os01g035540	0	0	0	0	0	0	0	0
AGIS_Os01g035550	0	0	0	0	0	0	0	0
AGIS_Os01g035560	0	0	0	0	0	0	0	0
AGIS_Os01g035570	0	0	0	0	0	0	0	0
AGIS_Os01g035580	0	0	6	14	42	12	0	6
AGIS_Os01g035590	0	0	4	0	0	0	0	0
AGIS_Os01g035600	248	269	394	347	222	80	96	122
AGIS_Os01g035610	3	0	0	0	0	0	0	10
AGIS_Os01g035620	24	32	32	42	120	139	236	45
AGIS_Os01g035630	0	0	0	0	4	0	0	0
AGIS_Os01g035640	1	34	26	0	0	1	28	26
AGIS_Os01g035650	10	24	56	12	40	34	54	67
AGIS_Os01g035660	0	0	0	3	0	0	0	0
AGIS_Os01g035670	0	0	0	0	0	0	0	0
AGIS_Os01g035680	137	379	118	106	2223	1268	2256	1185
AGIS_Os01g035690	33	64	9	16	210	129	271	108
AGIS_Os01g035700	0	0	0	0	0	0	0	12
AGIS_Os01g035710	0	0	4	0	0	0	0	0
AGIS_Os01g035720	0	0	0	0	0	0	0	0
AGIS_Os01g035730	649	729	1007	687	652	437	820	506
AGIS_Os01g035740	918	1045	1838	1232	1662	1054	1455	1337
AGIS_Os01g035750	48	48	73	58	30	30	50	28
AGIS_Os01g035760	506	532	785	626	545	368	787	373
AGIS_Os01g035770	47	124	59	113	32	34	19	8
AGIS_Os01g035780	7	22	8	4	10	4	0	6
AGIS_Os01g035790	40	112	94	136	83	79	184	79
AGIS_Os01g035800	244	327	474	251	264	230	386	192
AGIS_Os01g035810	0	0	8	0	12	1	4	8
AGIS_Os01g035820	15	4	92	17	100	19	121	34
AGIS_Os01g035830	5	24	15	22	28	20	28	10
AGIS_Os01g035840	167	480	276	199	162	97	184	157
AGIS_Os01g035850	80	137	67	73	80	61	86	68
AGIS_Os01g035860	526	1049	1173	666	565	669	1080	615
AGIS_Os01g035870	0	0	0	0	0	0	0	0
AGIS_Os01g035880	54	79	112	42	84	36	50	51
AGIS_Os01g035890	718	903	849	632	415	186	389	449
AGIS_Os01g035900	44	63	64	36	109	67	102	50
AGIS_Os01g035910	58	36	70	12	51	29	47	46
AGIS_Os01g035920	0	0	6	4	0	0	0	0
AGIS_Os01g035930	102	142	248	63	191	62	155	174
AGIS_Os01g035940	330	420	522	488	413	404	738	555
AGIS_Os01g035950	14	44	31	61	0	14	0	22
AGIS_Os01g035960	0	0	0	0	0	0	0	0
AGIS_Os01g035970	0	0	20	2	0	0	0	0
AGIS_Os01g035980	151	136	199	154	214	69	166	104
AGIS_Os01g035990	2	1	18	0	0	0	10	0
AGIS_Os01g036000	284	362	406	283	393	171	497	292
AGIS_Os01g036010	0	0	0	0	0	12	7	12
AGIS_Os01g036020	0	0	0	0	0	12	9	6
AGIS_Os01g036030	0	0	0	0	0	0	0	0
AGIS_Os01g036040	0	10	0	0	0	0	0	1
AGIS_Os01g036050	319	888	716	654	277	110	129	151
AGIS_Os01g036060	6	0	1	0	0	0	0	8
AGIS_Os01g036070	20	5	0	0	0	0	5	4
AGIS_Os01g036080	571	907	811	776	598	455	807	680
AGIS_Os01g036090	1520	1590	1944	1474	1643	1398	2215	1766
AGIS_Os01g036100	0	0	0	0	0	0	0	0
AGIS_Os01g036110	44	20	78	107	65	53	70	36
AGIS_Os01g036120	596	838	1491	584	1037	459	812	1217
AGIS_Os01g036130	0	0	0	0	0	0	0	0
AGIS_Os01g036140	48	26	28	36	0	0	0	0
AGIS_Os01g036150	162	208	92	127	24	62	77	33
AGIS_Os01g036160	0	6	8	14	0	0	20	6
AGIS_Os01g036170	114	124	90	90	56	37	109	176
AGIS_Os01g036180	0	0	0	0	0	0	0	0
AGIS_Os01g036190	165	102	197	196	80	48	79	108
AGIS_Os01g036200	455	362	436	391	407	340	1226	267
AGIS_Os01g036210	6	0	0	0	0	1	2	0
AGIS_Os01g036220	6178	3919	5566	4734	3728	3203	7217	3914
AGIS_Os01g036230	3	0	0	0	67	7	49	38
AGIS_Os01g036240	1962	3086	3743	2766	2463	1722	2711	2118
AGIS_Os01g036250	0	0	0	0	0	0	0	0
AGIS_Os01g036260	163	127	167	143	191	104	144	149
AGIS_Os01g036270	431	600	699	580	821	520	686	666
AGIS_Os01g036280	661	781	1153	813	822	676	858	925
AGIS_Os01g036290	228	270	432	258	349	236	478	403
AGIS_Os01g036300	350	481	621	498	802	517	818	308
AGIS_Os01g036310	60	84	112	75	72	50	38	65
AGIS_Os01g036320	1144	2151	3870	1785	2149	648	1573	4068
AGIS_Os01g036330	0	0	0	0	0	0	0	0
AGIS_Os01g036340	22	3	12	19	26	8	0	0
AGIS_Os01g036350	0	0	0	0	0	0	0	0
AGIS_Os01g036360	0	0	0	0	0	0	0	0
AGIS_Os01g036370	0	0	0	0	0	0	0	0
AGIS_Os01g036380	0	0	0	0	0	0	0	0
AGIS_Os01g036390	0	0	0	0	0	0	0	0
AGIS_Os01g036400	0	0	0	0	0	1	0	0
AGIS_Os01g036410	146	151	126	165	130	101	313	151
AGIS_Os01g036420	139	335	182	246	271	203	334	254
AGIS_Os01g036430	419	479	707	340	634	394	739	457
AGIS_Os01g036440	1477	1952	2925	1674	2028	1535	2351	2283
AGIS_Os01g036450	0	0	0	0	0	0	0	0
AGIS_Os01g036460	0	0	0	0	0	0	0	0
AGIS_Os01g036470	355	511	323	363	170	97	120	61
AGIS_Os01g036480	2675	3817	4529	3666	3101	2428	4137	2731
AGIS_Os01g036490	456	297	627	380	549	354	739	567
AGIS_Os01g036500	142	281	236	118	118	143	166	101
AGIS_Os01g036510	761	1190	1288	869	1317	997	2197	897
AGIS_Os01g036520	0	0	0	0	0	0	0	0
AGIS_Os01g036530	0	0	0	0	0	0	0	0
AGIS_Os01g036540	444	697	719	679	890	600	622	508
AGIS_Os01g036550	72	105	42	53	80	46	63	29
AGIS_Os01g036560	28	19	28	26	114	116	292	120
AGIS_Os01g036570	144	167	137	51	61	33	104	53
AGIS_Os01g036580	37	114	64	48	32	35	112	14
AGIS_Os01g036590	525	641	1090	686	977	659	1105	968
AGIS_Os01g036600	1303	1999	2114	1942	618	736	1090	735
AGIS_Os01g036610	0	0	0	0	0	1	16	0
AGIS_Os01g036620	401	670	753	406	702	427	773	626
AGIS_Os01g036630	119	559	25	80	98	5	214	44
AGIS_Os01g036640	2257	3277	4134	3213	2819	1588	3177	2345
AGIS_Os01g036650	2605	3462	4580	3329	2344	1400	2611	2494
AGIS_Os01g036660	0	0	0	0	0	0	0	0
AGIS_Os01g036670	100	170	292	228	207	78	90	226
AGIS_Os01g036680	0	0	0	0	0	0	0	0
AGIS_Os01g036690	0	0	0	0	0	0	0	0
AGIS_Os01g036700	0	0	0	0	0	0	0	0
AGIS_Os01g036710	889	936	1462	1290	936	754	1306	1272
AGIS_Os01g036720	353	404	798	446	360	210	420	590
AGIS_Os01g036730	552	693	777	492	764	482	696	738
AGIS_Os01g036740	614	1077	1145	788	997	778	1152	726
AGIS_Os01g036750	202	302	383	359	476	424	577	379
AGIS_Os01g036760	24	114	120	69	92	66	138	78
AGIS_Os01g036770	1780	1667	2972	2118	1375	1020	1515	1360
AGIS_Os01g036780	849	996	1340	814	1516	972	1748	1406
AGIS_Os01g036790	236	264	418	293	275	313	429	354
AGIS_Os01g036800	251	360	444	172	369	285	503	358
AGIS_Os01g036810	147	183	229	203	276	109	291	145
AGIS_Os01g036820	182	351	336	318	239	219	348	143
AGIS_Os01g036830	89	130	187	148	157	210	394	315
AGIS_Os01g036840	584	774	1120	1138	1390	836	1211	881
AGIS_Os01g036850	83	54	105	93	109	32	37	130
AGIS_Os01g036860	73	34	195	86	145	98	104	129
AGIS_Os01g036870	158	235	326	166	364	222	284	183
AGIS_Os01g036880	280	305	425	363	393	174	583	295
AGIS_Os01g036890	164	468	264	212	1765	1377	2883	1715
AGIS_Os01g036900	555	547	637	554	489	396	599	446
AGIS_Os01g036910	371	708	1150	929	807	563	976	897
AGIS_Os01g036920	443	728	888	586	544	708	841	594
AGIS_Os01g036930	0	0	0	0	0	0	0	0
AGIS_Os01g036940	0	0	0	0	0	0	0	0
AGIS_Os01g036950	0	0	0	0	0	0	0	0
AGIS_Os01g036960	92	75	178	166	72	68	226	170
AGIS_Os01g036970	58	30	56	75	34	10	61	37
AGIS_Os01g036980	517	693	1039	733	689	691	895	444
AGIS_Os01g036990	0	0	0	6	0	0	0	0
AGIS_Os01g037000	141	87	42	54	53	10	37	38
AGIS_Os01g037010	0	0	0	0	0	0	0	0
AGIS_Os01g037020	154	224	225	345	67	54	133	316
AGIS_Os01g037030	75	199	134	53	17	71	25	56
AGIS_Os01g037040	0	0	0	0	0	0	0	0
AGIS_Os01g037050	0	0	0	0	0	0	0	0
AGIS_Os01g037060	642	256	170	195	428	584	898	720
AGIS_Os01g037070	329	492	534	536	802	740	1447	786
AGIS_Os01g037080	79	116	137	63	75	58	22	72
AGIS_Os01g037090	328	597	548	496	1537	1139	1902	1091
AGIS_Os01g037100	887	1534	1480	993	1197	848	1167	721
AGIS_Os01g037110	6813	7193	9494	7670	3462	3086	5226	3458
AGIS_Os01g037120	661	598	859	656	999	839	1303	959
AGIS_Os01g037130	523	527	910	594	518	459	759	478
AGIS_Os01g037140	78	107	186	81	52	38	89	62
AGIS_Os01g037150	1846	1785	2706	1986	2383	1502	2766	2264
AGIS_Os01g037160	1306	1775	1614	1286	1102	894	1081	940
AGIS_Os01g037170	189	289	349	189	198	91	140	166
AGIS_Os01g037180	0	0	0	0	0	0	0	0
AGIS_Os01g037190	0	0	0	0	0	0	0	0
AGIS_Os01g037200	894	1336	1883	1804	354	267	555	606
AGIS_Os01g037210	0	0	0	0	0	0	0	0
AGIS_Os01g037220	465	477	359	423	519	458	844	660
AGIS_Os01g037230	95	173	135	83	104	62	90	93
AGIS_Os01g037240	0	0	8	0	0	0	0	0
AGIS_Os01g037250	123	195	289	130	227	110	104	153
AGIS_Os01g037260	2577	2478	3831	2963	6537	6738	9938	6109
AGIS_Os01g037270	0	23	18	6	0	0	0	0
AGIS_Os01g037280	2178	2768	3944	2216	3574	2077	3296	2583
AGIS_Os01g037290	83	152	152	19	22	40	70	26
AGIS_Os01g037300	9	14	23	29	24	12	17	1
AGIS_Os01g037310	0	0	0	0	0	0	0	0
AGIS_Os01g037320	374	528	1001	620	511	460	609	875
AGIS_Os01g037330	12	34	70	28	61	55	70	65
AGIS_Os01g037340	0	0	0	0	0	0	0	0
AGIS_Os01g037350	12	107	68	51	28	28	22	93
AGIS_Os01g037360	12	6	16	14	2	18	12	4
AGIS_Os01g037370	1194	1458	1857	1486	885	1094	2149	1453
AGIS_Os01g037380	196	230	311	318	189	76	234	110
AGIS_Os01g037390	0	0	0	0	0	0	0	0
AGIS_Os01g037400	0	0	0	0	0	0	0	0
AGIS_Os01g037410	3339	3779	4386	3933	3158	2083	3640	2271
AGIS_Os01g037420	0	0	0	0	0	0	0	0
AGIS_Os01g037430	315	958	650	699	373	199	300	349
AGIS_Os01g037440	2025	2560	2313	1994	4129	3551	6904	3932
AGIS_Os01g037450	559	377	510	511	527	442	727	519
AGIS_Os01g037460	56	1	8	0	648	407	807	795
AGIS_Os01g037470	136	138	176	113	108	81	206	120
AGIS_Os01g037480	16	18	4	13	40	0	44	23
AGIS_Os01g037490	84	74	50	12	68	28	22	38
AGIS_Os01g037500	0	0	0	0	0	0	0	0
AGIS_Os01g037510	0	0	0	0	0	0	0	0
AGIS_Os01g037520	0	0	0	0	0	0	0	0
AGIS_Os01g037530	0	0	0	0	0	0	0	0
AGIS_Os01g037540	0	0	0	0	0	0	0	0
AGIS_Os01g037550	2118	1761	2796	2716	1290	902	2011	1182
AGIS_Os01g037560	24	22	4	65	31	33	0	3
AGIS_Os01g037570	0	4	4	0	14	2	0	16
AGIS_Os01g037580	699	807	1137	618	654	347	692	446
AGIS_Os01g037590	0	1	0	0	7	0	0	0
AGIS_Os01g037600	207	235	267	162	235	101	154	154
AGIS_Os01g037610	104	354	324	257	164	165	191	119
AGIS_Os01g037620	1352	1158	1924	1284	1027	678	1140	965
AGIS_Os01g037630	0	0	0	0	0	0	0	0
