ID,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTLPmock_1,CPM.WTLPmock_2,CPM.WTLPmock_3,CPM.WTLPmock_4,CPM.WTLPmyc_1,CPM.WTLPmyc_2,CPM.WTLPmyc_3,CPM.WTLPmyc_4
28496,AGIS_Os06g009330,-1.858856e-01, 3.5361722916, 4.194928e-01,5.307152e-01,7.351933e-01,Not_significant,1.021670e+01,1.240538e+01,9.856529e+00,1.672394e+01,1.045012e+01,1.009422e+01,1.395612e+01,8.389794e+00
28498,AGIS_Os06g009350,-8.044622e-01, 0.8960217179, 1.292716e+00,2.801416e-01,5.175824e-01,Not_significant,2.579464e+00,1.843524e+00,2.279523e+00,1.612969e+00,3.325039e+00,1.094554e+00,5.494534e-01,8.935875e-01
28500,AGIS_Os06g009370,-1.244317e+00, 1.9413044636, 3.981004e+00,7.220634e-02,2.261551e-01,Not_significant,3.945063e+00,6.260301e+00,4.623258e+00,2.801473e+00,1.727293e+00,1.581023e+00,8.534843e+00,3.971500e-01
28501,AGIS_Os06g009380, 2.877191e-01, 5.6457385122, 3.683472e+00,8.174532e-02,2.449224e-01,Not_significant,4.435667e+01,5.280929e+01,3.743555e+01,4.550271e+01,5.993706e+01,6.074775e+01,4.498192e+01,5.411169e+01
28502,AGIS_Os06g009390, 3.353223e-01, 5.8720725348, 4.777144e+00,5.178931e-02,1.826391e-01,Not_significant,5.664705e+01,4.316919e+01,5.255745e+01,5.509563e+01,6.494621e+01,6.622052e+01,6.542159e+01,6.384186e+01
28503,AGIS_Os06g009400,-8.943355e-03, 1.8985479391, 1.607228e-04,9.901415e-01,9.955002e-01,Not_significant,2.124265e+00,1.036982e+00,4.976423e+00,3.607957e+00,1.597746e+00,1.885065e+00,7.692348e-01,1.320524e+01
28504,AGIS_Os06g009410,-7.285414e-01, 1.1891735082, 6.695000e-01,4.311352e-01,6.578762e-01,Not_significant,4.349685e+00,4.531997e+00,8.989668e-01,2.971259e-01,2.634122e+00,1.520214e+00,3.296720e+00,0.000000e+00
28506,AGIS_Os06g009430,-5.085194e-02, 6.2020003125, 9.439506e-02,7.645045e-01,8.858130e-01,Not_significant,5.659648e+01,7.969402e+01,8.392497e+01,7.941750e+01,6.831443e+01,6.147745e+01,7.014688e+01,8.866374e+01
28510,AGIS_Os06g009470, 4.997478e+00, 7.1497096277, 5.366749e+02,1.482493e-10,1.536563e-07,UP,9.356879e+00,7.105250e+00,8.347549e+00,9.380689e+00,2.689827e+02,2.955296e+02,3.302581e+02,2.064684e+02
28512,AGIS_Os06g009490,-8.168606e-01, 1.4270153826, 2.047527e+00,1.807415e-01,3.968808e-01,Not_significant,3.945063e+00,2.650066e+00,2.729006e+00,3.141045e+00,3.886409e+00,2.006682e+00,5.494534e-01,1.936106e+00
28513,AGIS_Os06g009500, 2.711884e-01, 4.3156944229, 1.448524e+00,2.544783e-01,4.902518e-01,Not_significant,1.547678e+01,2.073965e+01,1.592455e+01,1.944052e+01,2.837078e+01,1.872904e+01,2.117227e+01,1.876534e+01
28514,AGIS_Os06g009510, 2.178337e-02, 5.4373180686, 2.042607e-02,8.889846e-01,9.509034e-01,Not_significant,3.985525e+01,4.877658e+01,4.106352e+01,4.206454e+01,4.175730e+01,4.773472e+01,4.465225e+01,4.006251e+01
28516,AGIS_Os06g009530,-5.842526e-01, 1.7633532390, 6.989225e-01,4.218559e-01,6.506914e-01,Not_significant,4.653151e+00,3.917489e+00,4.237986e+00,1.697862e+00,1.511381e+00,7.297027e-01,4.249106e+00,5.411169e+00
28518,AGIS_Os06g009550, 1.330753e-01, 6.3968031898, 3.788292e-01,5.515519e-01,7.496203e-01,Not_significant,7.166864e+01,5.999135e+01,7.856328e+01,1.132050e+02,1.015216e+02,7.588908e+01,1.058247e+02,6.672120e+01
28520,AGIS_Os06g009570,-6.173140e-01, 2.2737978254, 1.909743e+00,1.949016e-01,4.153213e-01,Not_significant,4.197951e+00,3.917489e+00,9.021774e+00,5.008693e+00,5.095514e+00,1.033746e+00,4.725299e+00,4.865087e+00
28521,AGIS_Os06g009580, 2.585498e+00, 1.0693445335, 6.025394e+00,3.408547e-02,1.391550e-01,Not_significant,9.103991e-01,0.000000e+00,6.421191e-01,1.273397e+00,4.836420e+00,3.770131e+00,3.040309e+00,1.737531e+00
28523,AGIS_Os06g009600, 5.387835e-01, 2.1717098941, 1.178722e+00,3.012516e-01,5.385879e-01,Not_significant,3.135819e+00,3.687049e+00,2.086887e+00,5.305819e+00,8.809193e+00,4.195791e+00,5.457904e+00,2.680762e+00
28524,AGIS_Os06g009610,-9.666165e-01, 4.0912951935, 1.466754e+01,2.887776e-03,2.482647e-02,Not_significant,1.987705e+01,1.878090e+01,2.176784e+01,2.852408e+01,6.952354e+00,1.508052e+01,1.358981e+01,1.107056e+01
28526,AGIS_Os06g009630, 4.799200e-01, 3.0713531689, 2.888615e+00,1.177843e-01,3.059309e-01,Not_significant,6.929149e+00,7.681351e+00,7.223840e+00,5.900071e+00,8.506917e+00,8.634815e+00,1.003668e+01,1.166628e+01
28527,AGIS_Os06g009640,-2.697108e-01, 2.4891133567, 5.021461e-01,4.935681e-01,7.082014e-01,Not_significant,7.788970e+00,5.376946e+00,4.976423e+00,5.518052e+00,5.181878e+00,2.432342e+00,6.666701e+00,6.255112e+00
28528,AGIS_Os06g009650, 3.065084e-01, 4.7849666911, 1.409412e+00,2.619453e-01,4.984515e-01,Not_significant,2.776717e+01,1.951063e+01,1.871777e+01,3.298097e+01,3.083218e+01,3.660675e+01,3.245438e+01,2.104895e+01
28530,AGIS_Os06g009670, 7.099973e-01, 2.2719764468, 2.962800e+00,1.136741e-01,2.996908e-01,Not_significant,2.630042e+00,2.458032e+00,3.114278e+00,5.220926e+00,8.075094e+00,2.918811e+00,3.003679e+00,1.057412e+01
28531,AGIS_Os06g009680, 1.490776e-01, 3.9966972244, 4.821556e-01,5.021089e-01,7.141977e-01,Not_significant,1.507216e+01,1.785914e+01,1.409452e+01,1.324332e+01,1.485472e+01,1.653993e+01,1.967043e+01,1.568742e+01
28533,AGIS_Os06g009700, 2.334901e-01, 2.9421312472, 5.893592e-01,4.591201e-01,6.817856e-01,Not_significant,6.221060e+00,4.685624e+00,6.549615e+00,1.078142e+01,9.759204e+00,7.175410e+00,5.677685e+00,9.978394e+00
28537,AGIS_Os06g009740,-1.002041e+00, 7.5038541234, 2.495951e+01,4.314400e-04,6.200957e-03,DOWN,1.963427e+02,2.494903e+02,2.565587e+02,2.597729e+02,1.535995e+02,1.090906e+02,8.707005e+01,1.393500e+02
28538,AGIS_Os06g009750,-9.350005e-01, 6.8903407072, 3.764822e+01,7.949320e-05,1.718899e-03,Not_significant,1.326654e+02,1.769783e+02,1.505769e+02,1.634617e+02,7.833273e+01,7.722687e+01,8.560484e+01,8.345114e+01
28539,AGIS_Os06g009760,-1.601422e-01, 2.8441485726, 2.471596e-01,6.290459e-01,8.028422e-01,Not_significant,8.041859e+00,6.682776e+00,6.132238e+00,8.531757e+00,1.049330e+01,4.743068e+00,6.996373e+00,5.113306e+00
28540,AGIS_Os06g009770, 7.413857e-01, 5.7263393002, 1.307819e+01,4.187650e-03,3.245328e-02,Not_significant,2.670504e+01,4.224743e+01,4.112773e+01,4.957758e+01,6.727806e+01,6.433546e+01,7.901140e+01,5.257273e+01
28542,AGIS_Os06g009790,-8.900284e-03, 5.1328098277, 2.997272e-03,9.573392e-01,9.816851e-01,Not_significant,3.247090e+01,3.982781e+01,3.583025e+01,3.225938e+01,3.769817e+01,3.843101e+01,3.216134e+01,3.132521e+01
28543,AGIS_Os06g009800, 3.923594e-01, 4.4988523249, 3.991791e+00,7.152765e-02,2.246766e-01,Not_significant,2.417615e+01,1.689897e+01,1.714458e+01,2.011967e+01,2.521848e+01,2.693819e+01,2.655691e+01,2.318363e+01
28544,AGIS_Os06g009810, 4.406090e-01, 4.4047376901, 4.413859e+00,5.995914e-02,2.008424e-01,Not_significant,2.341749e+01,1.647650e+01,1.557139e+01,1.612969e+01,2.508893e+01,2.304644e+01,3.029320e+01,1.876534e+01
28546,AGIS_Os06g009830, 3.831601e-01, 4.1248668692, 1.391621e+00,2.660288e-01,5.024222e-01,Not_significant,1.517332e+01,2.100850e+01,9.374939e+00,1.383758e+01,2.828442e+01,1.568861e+01,2.457888e+01,1.092162e+01
28548,AGIS_Os06g009850, 1.712959e-01, 2.0955026559, 2.082586e-01,6.571747e-01,8.215701e-01,Not_significant,3.945063e+00,3.610235e+00,3.884821e+00,4.329549e+00,4.490961e+00,4.621450e+00,4.615409e+00,4.021144e+00
28551,AGIS_Os06g009880,-1.193791e+00, 0.5994795270, 8.028932e-01,3.898120e-01,6.229275e-01,Not_significant,1.011555e-01,1.728304e+00,1.220026e+00,4.626674e+00,4.318232e-01,2.918811e+00,7.326045e-02,3.971500e-01
28552,AGIS_Os06g009890,-1.716436e+00, 3.4991524383, 2.540638e+01,4.026412e-04,5.888384e-03,DOWN,8.952258e+00,2.296724e+01,1.720879e+01,1.931318e+01,5.743249e+00,8.209155e+00,2.710637e+00,4.567225e+00
28553,AGIS_Os06g009900, 8.330661e-03, 3.4565106270, 7.006394e-04,9.793655e-01,9.904900e-01,Not_significant,1.309963e+01,5.722607e+00,7.801747e+00,1.833691e+01,7.513724e+00,1.124958e+01,9.377338e+00,1.409882e+01
28557,AGIS_Os06g009940,-1.905656e+00, 5.2739650323, 4.718815e+01,6.011207e-05,1.405207e-03,DOWN,3.034664e+01,6.582918e+01,6.279925e+01,8.629385e+01,1.623655e+01,2.000602e+01,9.890161e+00,1.732567e+01
28558,AGIS_Os06g009950, 4.457965e-01, 5.3032048655, 7.799321e+00,1.777824e-02,8.999862e-02,Not_significant,3.570788e+01,3.253052e+01,3.136752e+01,3.344788e+01,5.026422e+01,5.101838e+01,4.098922e+01,3.991357e+01
28559,AGIS_Os06g009960,-1.053455e-01, 2.2239314498, 7.023159e-02,7.959889e-01,9.041018e-01,Not_significant,5.512972e+00,4.608811e+00,5.714860e+00,3.225938e+00,4.577326e+00,4.134982e+00,3.406611e+00,5.510456e+00
28563,AGIS_Os06g010000, 3.865378e-01, 4.2627344360, 3.419263e+00,9.196927e-02,2.636238e-01,Not_significant,1.497101e+01,1.632287e+01,1.553928e+01,1.944052e+01,2.314572e+01,2.395857e+01,2.146531e+01,1.807032e+01
28564,AGIS_Os06g010010, 3.978192e-01, 3.6536661468, 3.124040e+00,1.053425e-01,2.868433e-01,Not_significant,1.309963e+01,9.140808e+00,9.888635e+00,1.095121e+01,1.649565e+01,1.070231e+01,1.454220e+01,1.519099e+01
28566,AGIS_Os06g010030, 2.969525e+00,-0.5391535899, 2.398650e+00,1.502225e-01,3.548663e-01,Not_significant,1.011555e-01,0.000000e+00,0.000000e+00,5.942518e-01,0.000000e+00,9.729369e-01,5.494534e-01,2.780050e+00
28567,AGIS_Os06g010040,-1.500756e-02, 1.8500237782, 8.636759e-04,9.770908e-01,9.895763e-01,Not_significant,3.843907e+00,3.226168e+00,5.586436e+00,1.782755e+00,2.504575e+00,4.013365e+00,2.783897e+00,4.418294e+00
28569,AGIS_Os06g010060, 3.155567e-01, 6.0224440497, 4.659930e+00,5.426779e-02,1.882890e-01,Not_significant,5.695052e+01,5.780217e+01,6.215713e+01,5.433159e+01,7.794409e+01,7.315270e+01,7.238133e+01,6.463616e+01
28570,AGIS_Os06g010070, 3.826677e-01, 3.8061100315, 2.605259e+00,1.353156e-01,3.333407e-01,Not_significant,1.279616e+01,1.205972e+01,1.149393e+01,1.141812e+01,1.377516e+01,1.252656e+01,1.597078e+01,2.119788e+01
28571,AGIS_Os06g010080, 8.617418e-01, 4.9902715568, 1.943314e+01,1.095218e-03,1.232527e-02,Not_significant,2.018051e+01,2.822897e+01,2.048360e+01,2.143551e+01,4.218913e+01,3.368794e+01,4.461562e+01,4.279291e+01
28575,AGIS_Os06g010120,-8.488709e-01, 6.1734575586, 1.122476e+01,8.200455e-03,5.249766e-02,Not_significant,6.974669e+01,7.677511e+01,1.164804e+02,1.039092e+02,5.557565e+01,4.341731e+01,3.142873e+01,7.933071e+01
28576,AGIS_Os06g010130,-1.045107e+00, 6.0224049094, 7.951484e+00,2.701702e-02,1.190499e-01,Not_significant,5.411817e+01,6.755748e+01,1.150356e+02,1.072200e+02,5.272561e+01,2.833679e+01,2.245433e+01,7.178486e+01
28577,AGIS_Os06g010140, 1.397297e+00, 2.1395418468, 5.196073e+00,4.522585e-02,1.674227e-01,Not_significant,6.069327e-01,2.496439e+00,6.678039e+00,1.485629e+00,8.204641e+00,4.074173e+00,6.227139e+00,4.716156e+00
28578,AGIS_Os06g010150,-6.655872e-01, 2.1836805997, 2.278284e+00,1.598796e-01,3.683375e-01,Not_significant,8.143014e+00,9.025588e+00,3.371125e+00,2.461900e+00,2.806851e+00,3.770131e+00,3.113569e+00,2.978625e+00
28586,AGIS_Os06g010230,-9.944118e-03, 2.5391796454, 8.216114e-04,9.776555e-01,9.897112e-01,Not_significant,4.147374e+00,5.684200e+00,6.870675e+00,6.069857e+00,5.009149e+00,5.168728e+00,4.322367e+00,8.538725e+00
28587,AGIS_Os06g010240,-5.193538e-01, 2.2307213661, 1.450340e+00,2.541986e-01,4.900068e-01,Not_significant,5.310661e+00,3.226168e+00,6.100132e+00,5.602945e+00,5.095514e+00,1.094554e+00,3.186830e+00,7.198344e+00
28588,AGIS_Os06g010250, 1.320969e-01, 5.0128309692, 6.584889e-01,4.346110e-01,6.612684e-01,Not_significant,2.827295e+01,3.064859e+01,3.168858e+01,3.225938e+01,3.217083e+01,3.642433e+01,3.135547e+01,3.480027e+01
28589,AGIS_Os06g010260, 9.897464e-03, 4.3177230199, 2.033858e-03,9.648519e-01,9.844448e-01,Not_significant,1.856203e+01,1.901134e+01,1.778670e+01,2.321827e+01,2.422528e+01,2.401938e+01,1.582426e+01,1.623351e+01
28590,AGIS_Os06g010270, 6.648162e-01, 4.5570129498, 1.312552e+01,4.123309e-03,3.212944e-02,Not_significant,2.311402e+01,1.374962e+01,1.714458e+01,1.918584e+01,3.143673e+01,2.578283e+01,2.688659e+01,3.038197e+01
28592,AGIS_Os06g010290,-7.807731e-01, 4.9503047320, 9.053036e+00,1.315797e-02,7.328878e-02,Not_significant,2.235536e+01,4.589607e+01,4.019666e+01,4.813439e+01,2.608212e+01,2.821517e+01,1.615393e+01,1.955964e+01
28596,AGIS_Os06g010330,-7.775471e-01, 2.8252363677, 3.480251e+00,8.954690e-02,2.593145e-01,Not_significant,1.062132e+01,9.448062e+00,9.663893e+00,4.669121e+00,9.543293e+00,3.891748e+00,2.380965e+00,5.758675e+00
28598,AGIS_Os06g010350,-1.050808e-02, 3.3261599434, 1.592048e-03,9.689004e-01,9.860415e-01,Not_significant,1.067190e+01,7.911792e+00,9.246516e+00,1.171525e+01,9.025105e+00,1.021584e+01,6.959743e+00,1.385061e+01
28599,AGIS_Os06g010360, 1.362355e+00, 2.9091410784, 1.209739e+01,5.303453e-03,3.861312e-02,UP,1.567910e+00,6.797996e+00,5.425907e+00,3.947530e+00,8.334188e+00,8.026730e+00,1.087918e+01,1.444633e+01
28600,AGIS_Os06g010370,-2.869791e-01, 5.6991590387, 1.676358e+00,2.233681e-01,4.517475e-01,Not_significant,4.602573e+01,5.741810e+01,5.676333e+01,6.358494e+01,4.227549e+01,7.114601e+01,4.890135e+01,2.884302e+01
28602,AGIS_Os06g010390,-1.840527e+00, 1.1851366213, 3.797796e+00,7.941456e-02,2.404979e-01,Not_significant,4.197951e+00,2.842100e+00,1.541086e+00,3.225938e+00,2.288663e+00,6.080856e-01,0.000000e+00,2.829694e+00
28604,AGIS_Os06g010410,-1.286266e+00, 0.7591746988, 1.997157e+00,1.857573e-01,4.030980e-01,Not_significant,1.264443e+00,1.766711e+00,3.146384e+00,2.122328e+00,2.245481e+00,1.216171e-01,9.523859e-01,1.092162e+00
28605,AGIS_Os06g010420,-2.541217e-01, 5.4406106852, 2.321481e+00,1.563247e-01,3.635717e-01,Not_significant,4.673382e+01,4.773960e+01,4.443464e+01,4.911066e+01,3.860499e+01,4.001203e+01,4.703321e+01,3.306274e+01
28606,AGIS_Os06g010430,-1.569789e-01, 7.7806347546, 1.133874e+00,3.101746e-01,5.477500e-01,Not_significant,2.240593e+02,2.021732e+02,2.373914e+02,2.648241e+02,2.117229e+02,1.927023e+02,2.028948e+02,2.226522e+02
28607,AGIS_Os06g010440,-1.812248e-01, 6.5944241345, 1.414351e+00,2.598212e-01,4.962812e-01,Not_significant,9.963812e+01,8.779784e+01,1.067202e+02,1.163460e+02,1.046739e+02,8.251721e+01,8.366344e+01,9.099699e+01
28608,AGIS_Os06g010450, 8.131148e-03, 1.4462259853, 2.116376e-04,9.886582e-01,9.947690e-01,Not_significant,1.719643e+00,1.689897e+00,3.916927e+00,3.225938e+00,3.281856e+00,2.553959e+00,3.369981e+00,1.290737e+00
28610,AGIS_Os06g010470,-1.946645e+00, 2.6629444335, 1.752745e+01,1.620602e-03,1.649758e-02,DOWN,1.112710e+01,1.182928e+01,1.037022e+01,5.815178e+00,3.627315e+00,1.094554e+00,2.087923e+00,3.921856e+00
28612,AGIS_Os06g010490,-4.156332e-01, 6.2888183149, 5.119240e+00,4.530450e-02,1.675602e-01,Not_significant,1.002956e+02,8.898845e+01,8.248020e+01,8.315280e+01,5.078241e+01,6.926095e+01,8.652060e+01,6.329578e+01
28617,AGIS_Os06g010540, 1.573716e-01, 2.8334081391, 2.734520e-01,6.115834e-01,7.914856e-01,Not_significant,5.209506e+00,1.075389e+01,7.705430e+00,3.607957e+00,5.613702e+00,1.039826e+01,7.399306e+00,5.659387e+00
28624,AGIS_Os06g010610,-4.193549e-01, 5.0048370542, 4.532799e+00,5.712159e-02,1.949129e-01,Not_significant,4.172662e+01,3.272256e+01,4.231565e+01,2.839674e+01,4.007319e+01,1.915470e+01,2.428584e+01,2.745299e+01
28625,AGIS_Os06g010620,-3.040095e-01, 7.3660584249, 2.192003e+00,1.675633e-01,3.785845e-01,Not_significant,1.831419e+02,1.139913e+02,2.217879e+02,2.055687e+02,1.330015e+02,1.203401e+02,1.104401e+02,2.307938e+02
28628,AGIS_Os06g010650,-6.031566e-01, 2.1383613518, 1.611159e+00,2.309957e-01,4.601700e-01,Not_significant,5.816439e+00,6.298708e+00,2.504265e+00,5.815178e+00,6.434166e+00,2.736385e+00,3.223460e+00,1.687887e+00
28629,AGIS_Os06g010660, 3.398728e-01, 3.6499631063, 1.854131e+00,2.010277e-01,4.232364e-01,Not_significant,1.168345e+01,9.755316e+00,1.142972e+01,1.065409e+01,1.014785e+01,1.307384e+01,1.421253e+01,1.881498e+01
28630,AGIS_Os06g010670, 7.634261e-01, 3.1898061179, 7.225714e+00,2.140574e-02,1.016678e-01,Not_significant,6.625682e+00,4.992878e+00,1.072339e+01,5.220926e+00,1.243651e+01,1.021584e+01,1.142863e+01,1.067341e+01
28631,AGIS_Os06g010680, 2.687844e-01, 1.7358232889, 3.422563e-01,5.705483e-01,7.639908e-01,Not_significant,2.073687e+00,2.573253e+00,4.880105e+00,2.546793e+00,3.454586e+00,3.040428e+00,3.333351e+00,4.021144e+00
28632,AGIS_Os06g010690, 3.627865e-01, 4.1424210006, 3.181454e+00,1.025610e-01,2.817723e-01,Not_significant,1.385830e+01,1.401847e+01,1.923147e+01,1.430449e+01,2.232526e+01,1.647912e+01,2.322356e+01,1.712709e+01
28633,AGIS_Os06g010700, 5.121441e-01, 2.1373276468, 1.201032e+00,2.969480e-01,5.338199e-01,Not_significant,2.073687e+00,2.496439e+00,4.462728e+00,4.966247e+00,8.118276e+00,2.918811e+00,5.641055e+00,3.772925e+00
28634,AGIS_Os06g010710, 4.998660e-01, 2.7326749375, 2.348215e+00,1.541754e-01,3.605118e-01,Not_significant,3.489863e+00,7.758165e+00,4.366410e+00,6.366983e+00,4.922785e+00,7.418644e+00,9.487229e+00,8.687656e+00
28635,AGIS_Os06g010720, 6.164023e-01, 0.3642124569, 5.424661e-01,4.771041e-01,6.956356e-01,Not_significant,1.770220e+00,7.681351e-01,3.210596e-01,1.188504e+00,1.338652e+00,1.276980e+00,7.326045e-01,2.333256e+00
28636,AGIS_Os06g010730, 5.117799e-01, 1.9150165623, 9.064211e-01,3.618839e-01,5.979040e-01,Not_significant,3.641596e+00,1.382643e+00,4.655364e+00,2.716579e+00,3.065945e+00,6.080856e+00,3.113569e+00,4.914731e+00
28637,AGIS_Os06g010740, 2.970155e-01, 4.1368196753, 1.796056e+00,2.076985e-01,4.316892e-01,Not_significant,1.264443e+01,1.371121e+01,1.679142e+01,2.011967e+01,1.878431e+01,2.201270e+01,1.754588e+01,1.846747e+01
28638,AGIS_Os06g010750, 9.442585e-01, 3.1437654294, 1.140459e+01,6.328716e-03,4.369035e-02,Not_significant,7.637237e+00,5.722607e+00,4.430622e+00,5.984964e+00,1.273878e+01,1.587103e+01,8.534843e+00,9.233737e+00
28639,AGIS_Os06g010760, 3.460181e-01, 2.1359672726, 6.958560e-01,4.222442e-01,6.509350e-01,Not_significant,5.765861e+00,3.341388e+00,2.921642e+00,3.310831e+00,4.102320e+00,5.594387e+00,5.970727e+00,3.524706e+00
28640,AGIS_Os06g010770, 8.122808e-01,-0.5134945351, 1.924421e-01,6.695367e-01,8.290935e-01,Not_significant,6.575104e-01,2.688473e-01,8.026489e-01,4.244655e-02,0.000000e+00,1.094554e+00,8.791254e-01,1.241094e+00
28641,AGIS_Os06g010780,-7.063734e-01, 3.8656406087, 9.655597e+00,1.017746e-02,6.110005e-02,Not_significant,2.073687e+01,2.158460e+01,1.396609e+01,1.570523e+01,1.101149e+01,1.283061e+01,1.179493e+01,8.290506e+00
28642,AGIS_Os06g010790, 5.028553e-01, 3.5534061476, 4.275775e+00,6.347287e-02,2.078402e-01,Not_significant,1.218923e+01,6.874809e+00,1.104445e+01,8.786437e+00,1.295470e+01,1.210090e+01,1.688653e+01,1.241094e+01
28643,AGIS_Os06g010800,-6.271804e-01, 4.3405455909, 1.071582e+01,7.591254e-03,4.966099e-02,Not_significant,2.710966e+01,2.208388e+01,2.167152e+01,2.729313e+01,1.623655e+01,1.647912e+01,1.487187e+01,1.563778e+01
28644,AGIS_Os06g010810,-1.450741e+00, 2.5333374295, 1.788677e+01,1.471863e-03,1.531825e-02,DOWN,1.239154e+01,7.834978e+00,6.774357e+00,5.560499e+00,6.304619e+00,3.040428e+00,2.161183e+00,1.538956e+00
28645,AGIS_Os06g010820, 1.645343e+00, 2.2983151632, 2.042169e+01,9.141771e-04,1.073693e-02,UP,1.264443e+00,2.765286e+00,3.692185e+00,1.910095e+00,5.009149e+00,9.060475e+00,9.267447e+00,5.758675e+00
28648,AGIS_Os06g010850,-3.155700e-01, 5.3038695498, 3.707817e+00,8.087569e-02,2.434165e-01,Not_significant,5.002137e+01,3.940533e+01,4.507676e+01,4.049401e+01,3.424358e+01,3.885667e+01,3.501850e+01,3.221879e+01
28649,AGIS_Os06g010860,-1.452648e-01, 3.9097090604, 1.583098e-01,6.996076e-01,8.467444e-01,Not_significant,9.306302e+00,1.278945e+01,1.958463e+01,2.071392e+01,1.455244e+01,1.866823e+01,6.483550e+00,1.747460e+01
28651,AGIS_Os06g010880, 4.277650e+00, 6.6166506512, 3.171577e+02,3.501665e-09,8.742612e-07,UP,8.395903e+00,1.144521e+01,7.063310e+00,1.112100e+01,1.294606e+02,1.968981e+02,2.505874e+02,1.695334e+02
28652,AGIS_Os06g010890,-5.780461e-02, 5.7121915889, 1.214431e-01,7.341718e-01,8.680140e-01,Not_significant,5.346066e+01,5.065851e+01,5.657070e+01,5.127544e+01,3.877772e+01,5.509255e+01,6.432268e+01,4.855159e+01
28654,AGIS_Os06g010910, 3.182716e-01, 3.0966380139, 5.807504e-01,4.631250e-01,6.850697e-01,Not_significant,5.917594e+00,5.338539e+00,1.338818e+01,5.602945e+00,9.888751e+00,6.141664e+00,5.860836e+00,1.558814e+01
28655,AGIS_Os06g010920,-1.034548e+00,-1.0621947001, 2.787411e-01,6.092711e-01,7.898574e-01,Not_significant,1.112710e+00,0.000000e+00,2.568477e-01,5.093587e-01,5.181878e-01,0.000000e+00,7.326045e-01,0.000000e+00
28657,AGIS_Os06g010940, 4.445404e-01, 6.7900508934, 4.516632e+00,5.806116e-02,1.967434e-01,Not_significant,9.412515e+01,7.208948e+01,1.164162e+02,9.164211e+01,1.444449e+02,1.311641e+02,8.864515e+01,1.461512e+02
28658,AGIS_Os06g010950,-4.453275e-01, 3.8316878015, 2.864895e+00,1.191378e-01,3.083221e-01,Not_significant,1.476870e+01,1.451775e+01,1.515401e+01,1.944052e+01,1.830930e+01,1.051988e+01,7.142894e+00,1.335417e+01
28662,AGIS_Os06g010990,-1.430139e-01, 0.6225610628, 1.703233e-02,8.985633e-01,9.556282e-01,Not_significant,1.163288e+00,1.267423e+00,5.779072e-01,1.867648e+00,8.636464e-02,1.702640e+00,3.809544e+00,1.141806e+00
28664,AGIS_Os06g011010,-4.411566e-01, 1.4017965030, 5.441621e-01,4.764326e-01,6.950791e-01,Not_significant,2.478309e+00,4.493590e+00,2.086887e+00,2.716579e+00,2.590939e+00,9.729369e-01,2.564116e+00,2.482187e+00
28665,AGIS_Os06g011020,-6.187426e-01, 5.6772670528, 6.681973e+00,2.744548e-02,1.203679e-01,Not_significant,7.566428e+01,6.859447e+01,5.088794e+01,5.029917e+01,2.465711e+01,5.515336e+01,4.710647e+01,3.633922e+01
28666,AGIS_Os06g011030, 1.581653e-01, 4.6012854709, 6.945434e-01,4.226689e-01,6.512403e-01,Not_significant,2.802006e+01,2.089328e+01,1.977727e+01,2.309093e+01,2.569348e+01,2.584364e+01,2.761919e+01,2.258791e+01
28667,AGIS_Os06g011040,-8.032957e-01, 5.5819994794, 2.622080e+01,3.528715e-04,5.354256e-03,Not_significant,5.088119e+01,7.892588e+01,5.942813e+01,5.318553e+01,2.953671e+01,4.858604e+01,2.849832e+01,3.345989e+01
28672,AGIS_Os06g011090,-1.188572e+00, 1.8028094874, 7.897259e+00,1.723516e-02,8.825738e-02,Not_significant,4.349685e+00,6.874809e+00,3.563761e+00,4.202209e+00,1.856840e+00,2.736385e+00,1.721621e+00,1.886462e+00
28675,AGIS_Os06g011120, 1.904586e-02, 0.5480521923, 6.081564e-04,9.807752e-01,9.913361e-01,Not_significant,9.103991e-01,6.913216e-01,1.412662e+00,2.801473e+00,1.252287e+00,1.337788e+00,1.025646e+00,1.588600e+00
28676,AGIS_Os06g011130,-7.736730e-01, 1.4182368536, 5.871962e-01,4.623393e-01,6.842418e-01,Not_significant,6.575104e-01,2.496439e+00,3.339020e+00,4.414442e+00,4.836420e+00,4.256599e-01,4.761929e-01,3.971500e+00
28677,AGIS_Os06g011140,-1.738712e-03, 0.0398955493, 7.257901e-05,9.933579e-01,9.970633e-01,Not_significant,6.069327e-01,6.145081e-01,7.063310e-01,1.018717e+00,0.000000e+00,1.702640e+00,2.124553e+00,7.943000e-01
28679,AGIS_Os06g011160, 2.767873e-01, 4.8871512757, 2.341368e+00,1.547223e-01,3.611976e-01,Not_significant,2.635100e+01,2.976524e+01,2.892747e+01,2.143551e+01,4.128230e+01,2.997862e+01,3.065950e+01,2.765157e+01
28680,AGIS_Os06g011170,-1.359268e+00, 0.8790242264, 4.263516e+00,6.379685e-02,2.084637e-01,Not_significant,1.820798e+00,2.150778e+00,1.958463e+00,3.905083e+00,6.477348e-01,6.080856e-01,8.058650e-01,2.085037e+00
28682,AGIS_Os06g011190,-6.316590e-01, 1.5336829429, 1.686385e+00,2.211170e-01,4.492257e-01,Not_significant,2.781775e+00,4.301557e+00,4.847999e+00,1.655416e+00,2.504575e+00,1.763448e+00,3.406611e+00,1.092162e+00
