GeneID	pho2mockLP_1	pho2mockLP_2	pho2mockLP_3	pho2mockLP_4	pho2mockHP_1	pho2mockHP_2	pho2mockHP_3	pho2mockHP_4
AGIS_Os03g004000	116	56	25	34	102	67	59	73
AGIS_Os03g004010	0	0	0	0	0	0	0	0
AGIS_Os03g004020	104	181	127	103	85	108	69	136
AGIS_Os03g004030	239	1083	1118	922	842	852	357	727
AGIS_Os03g004040	154	58	126	102	44	52	188	26
AGIS_Os03g004050	58	167	216	70	48	135	68	38
AGIS_Os03g004060	4	73	107	31	30	42	20	7
AGIS_Os03g004070	7	46	45	26	14	13	0	4
AGIS_Os03g004080	0	31	19	0	2	13	0	4
AGIS_Os03g004090	1437	1329	1088	1098	1065	1041	1452	1270
AGIS_Os03g004100	233	176	217	290	118	159	191	180
AGIS_Os03g004110	463	669	530	597	457	426	344	452
AGIS_Os03g004120	56758	18410	20622	33069	14731	12947	20246	38944
AGIS_Os03g004130	528	451	292	316	405	402	513	495
AGIS_Os03g004140	194	287	300	251	168	197	193	223
AGIS_Os03g004150	74	98	132	98	95	79	61	97
AGIS_Os03g004160	104	385	336	240	292	303	154	212
AGIS_Os03g004170	93768	57987	53935	49181	17442	17298	34953	15395
AGIS_Os03g004180	102	392	443	259	141	232	128	121
AGIS_Os03g004190	22	93	138	70	44	14	18	30
AGIS_Os03g004200	9	51	100	85	39	65	19	35
AGIS_Os03g004210	4	12	12	0	6	2	12	3
AGIS_Os03g004220	0	0	0	0	0	0	0	0
AGIS_Os03g004230	1923	5356	4549	3499	4010	2747	2000	2466
AGIS_Os03g004240	0	0	0	0	0	0	0	0
AGIS_Os03g004250	0	0	0	0	0	0	0	0
AGIS_Os03g004260	217	518	562	479	419	545	169	459
AGIS_Os03g004270	98	100	81	59	72	41	78	52
AGIS_Os03g004280	273	133	227	202	59	89	156	262
AGIS_Os03g004290	10	3	0	22	4	6	28	8
AGIS_Os03g004300	42	96	91	105	52	72	84	123
AGIS_Os03g004310	380	750	540	404	558	400	375	365
AGIS_Os03g004320	156	272	167	284	224	199	148	196
AGIS_Os03g004330	0	6	30	0	0	0	28	0
AGIS_Os03g004340	1413	584	534	730	464	629	623	1256
AGIS_Os03g004350	147	92	62	63	54	61	104	181
AGIS_Os03g004360	1246	1086	690	1003	892	856	1311	1217
AGIS_Os03g004370	2376	2746	3067	2158	2155	2557	3318	2503
AGIS_Os03g004380	162	204	180	151	113	170	216	232
AGIS_Os03g004390	13	28	50	11	53	12	4	31
AGIS_Os03g004400	124	70	45	77	14	26	118	84
AGIS_Os03g004410	1411	661	762	643	770	544	1134	1089
AGIS_Os03g004420	0	0	0	0	0	0	0	0
AGIS_Os03g004430	0	4	0	0	4	0	0	0
AGIS_Os03g004440	0	2	0	0	0	0	0	0
AGIS_Os03g004450	12	2	0	0	0	0	0	10
AGIS_Os03g004460	5645	4705	4476	3387	3396	2250	5007	4497
AGIS_Os03g004470	105	127	87	46	88	56	87	63
AGIS_Os03g004480	45606	24461	28120	19691	33583	14894	28129	32639
AGIS_Os03g004490	0	0	4	0	0	0	0	1
AGIS_Os03g004500	10	102	145	77	69	88	16	31
AGIS_Os03g004510	0	0	0	0	0	0	0	0
AGIS_Os03g004520	63	189	237	160	83	154	50	178
AGIS_Os03g004530	109	656	654	533	481	395	116	434
AGIS_Os03g004540	0	20	14	22	8	48	0	34
AGIS_Os03g004550	804	584	396	528	422	468	701	663
AGIS_Os03g004560	523	867	951	767	808	1126	596	1006
AGIS_Os03g004570	8092	8387	8343	7153	8419	7190	10446	11101
AGIS_Os03g004580	173	251	270	258	293	202	118	214
AGIS_Os03g004590	305	339	375	414	403	234	956	328
AGIS_Os03g004600	54	122	154	105	170	91	48	99
AGIS_Os03g004610	0	0	0	0	0	0	0	0
AGIS_Os03g004620	2150	2129	2113	2164	2249	1822	2205	2923
AGIS_Os03g004630	0	0	12	0	0	12	0	0
AGIS_Os03g004640	62	80	64	64	33	42	76	27
AGIS_Os03g004650	70	143	152	166	122	137	117	99
AGIS_Os03g004660	742	1641	1387	1465	1295	1226	746	1788
AGIS_Os03g004670	12	215	235	144	137	206	41	71
AGIS_Os03g004680	517	770	756	602	400	524	408	581
AGIS_Os03g004690	0	0	0	0	0	0	0	0
AGIS_Os03g004700	0	0	0	0	0	0	0	0
AGIS_Os03g004710	0	0	0	0	0	0	0	0
AGIS_Os03g004720	41	10	40	13	4	52	0	7
AGIS_Os03g004730	0	0	0	12	0	0	0	0
AGIS_Os03g004740	0	0	0	0	0	0	0	0
AGIS_Os03g004750	46	8	14	6	4	4	16	6
AGIS_Os03g004760	1255	1806	1002	1256	1149	803	1410	714
AGIS_Os03g004770	404	372	248	335	643	192	311	403
AGIS_Os03g004780	0	0	0	0	0	0	0	0
AGIS_Os03g004790	0	0	0	0	0	0	7	0
AGIS_Os03g004800	0	0	0	0	0	0	0	0
AGIS_Os03g004810	0	0	0	0	0	0	0	0
AGIS_Os03g004820	0	0	0	0	0	0	0	0
AGIS_Os03g004830	7335	5859	3553	3838	4842	5704	7762	5587
AGIS_Os03g004840	6	4	20	2	3	4	0	3
AGIS_Os03g004850	1173	741	782	897	1409	964	1321	1743
AGIS_Os03g004860	267	86	90	303	111	194	255	366
AGIS_Os03g004870	304	127	57	303	246	199	267	422
AGIS_Os03g004880	0	0	0	0	0	0	0	0
AGIS_Os03g004890	935	399	478	554	496	446	496	871
AGIS_Os03g004900	619	46	104	308	241	303	219	435
AGIS_Os03g004910	275	44	69	159	106	96	76	279
AGIS_Os03g004920	669	928	875	889	631	812	620	1015
AGIS_Os03g004930	0	0	0	0	0	0	0	0
AGIS_Os03g004940	884	597	566	462	773	529	693	659
AGIS_Os03g004950	0	0	0	0	0	0	0	0
AGIS_Os03g004960	0	0	0	0	0	0	0	0
AGIS_Os03g004970	517	375	425	503	394	364	402	557
AGIS_Os03g004980	24	48	39	21	10	28	28	31
AGIS_Os03g004990	141	411	381	262	166	347	67	163
AGIS_Os03g005000	80	93	62	96	60	108	173	189
AGIS_Os03g005010	4	2	0	8	0	48	0	0
AGIS_Os03g005020	108	653	493	481	578	466	147	348
AGIS_Os03g005030	6403	5373	4993	4752	3473	3861	5011	5233
AGIS_Os03g005040	0	0	0	0	0	1	0	1
AGIS_Os03g005050	1319	1296	1349	1346	1070	1313	1412	1601
AGIS_Os03g005060	299	423	316	300	271	276	596	393
AGIS_Os03g005070	12501	14677	13502	12708	15343	10980	15172	14568
AGIS_Os03g005080	90	106	129	82	107	105	116	114
AGIS_Os03g005090	0	0	0	0	0	0	0	0
AGIS_Os03g005100	0	0	0	0	0	1	0	1
AGIS_Os03g005110	0	0	0	0	0	0	0	0
AGIS_Os03g005120	450	542	450	406	578	326	620	691
AGIS_Os03g005130	734	1184	1202	1009	1380	1124	1252	936
AGIS_Os03g005140	372	465	517	414	349	417	489	534
AGIS_Os03g005150	658	401	449	592	317	393	445	790
AGIS_Os03g005160	14	0	0	0	0	39	0	20
AGIS_Os03g005170	61	132	144	93	76	103	100	111
AGIS_Os03g005180	409	1010	625	421	679	543	528	440
AGIS_Os03g005190	973	782	778	659	660	345	1266	630
AGIS_Os03g005200	4	67	77	25	28	36	0	9
AGIS_Os03g005210	1048	2194	2048	1815	1773	1512	1116	2028
AGIS_Os03g005220	4177	4976	5248	4410	3804	3650	5241	4521
AGIS_Os03g005230	10	1	1	2	4	2	0	17
AGIS_Os03g005240	127	216	192	185	169	188	133	211
AGIS_Os03g005250	20	750	848	353	38	886	72	101
AGIS_Os03g005260	0	0	11	5	0	6	0	3
AGIS_Os03g005270	567	440	402	457	429	538	572	398
AGIS_Os03g005280	572	833	1058	679	657	738	562	675
AGIS_Os03g005290	77	1040	1102	729	392	615	1	313
AGIS_Os03g005300	210	216	181	228	112	195	237	291
AGIS_Os03g005310	0	0	0	0	0	0	0	0
AGIS_Os03g005320	0	0	0	0	0	0	0	0
AGIS_Os03g005330	0	0	0	0	0	0	0	0
AGIS_Os03g005340	0	0	0	0	0	0	0	0
AGIS_Os03g005350	259	267	137	248	138	145	122	345
AGIS_Os03g005360	278	373	321	247	169	185	219	234
AGIS_Os03g005370	9	15	14	11	2	12	28	4
AGIS_Os03g005380	16	10	3	10	16	8	21	6
AGIS_Os03g005390	1505	1502	1499	1287	4241	1335	1485	1581
AGIS_Os03g005400	28	7	8	25	8	27	21	10
AGIS_Os03g005410	26	62	46	35	31	50	34	22
AGIS_Os03g005420	10	109	98	63	55	76	8	74
AGIS_Os03g005430	902	921	719	731	721	891	952	1086
AGIS_Os03g005440	2	0	0	0	0	0	0	8
AGIS_Os03g005450	1605	1163	1028	1052	901	871	1480	1549
AGIS_Os03g005460	0	0	0	0	0	0	0	0
AGIS_Os03g005470	2	6	4	9	0	2	0	16
AGIS_Os03g005480	15	9	30	4	16	0	20	23
AGIS_Os03g005490	64	90	114	91	35	77	18	44
AGIS_Os03g005500	42	255	456	186	189	257	23	164
AGIS_Os03g005510	242	208	179	123	351	192	416	289
AGIS_Os03g005520	250	425	429	398	169	409	275	289
AGIS_Os03g005530	48	30	24	40	4	28	0	21
AGIS_Os03g005540	40	95	113	85	51	64	18	68
AGIS_Os03g005550	0	0	0	0	0	0	0	0
AGIS_Os03g005560	0	0	0	0	0	0	0	0
AGIS_Os03g005570	0	0	0	0	0	0	0	0
AGIS_Os03g005580	0	0	4	0	0	0	0	0
AGIS_Os03g005590	0	0	0	0	0	0	0	0
AGIS_Os03g005600	0	0	0	0	0	0	0	0
AGIS_Os03g005610	68	231	203	128	187	160	142	109
AGIS_Os03g005620	0	0	0	0	0	0	0	0
AGIS_Os03g005630	26	42	46	24	50	34	24	26
AGIS_Os03g005640	74	228	225	138	126	182	8	88
AGIS_Os03g005650	0	0	0	0	0	0	0	0
AGIS_Os03g005660	530	379	389	407	354	400	731	394
AGIS_Os03g005670	12	33	42	20	44	20	0	9
AGIS_Os03g005680	20	47	46	25	5	40	1	34
AGIS_Os03g005690	31	69	121	56	59	41	25	64
AGIS_Os03g005700	0	20	24	4	1	6	0	42
AGIS_Os03g005710	2559	2497	2547	2844	2787	1961	4000	4293
AGIS_Os03g005720	621	893	843	832	767	720	823	1134
AGIS_Os03g005730	441	1797	2001	1559	1584	1612	333	1356
AGIS_Os03g005740	2	6	6	2	0	3	0	0
AGIS_Os03g005750	0	0	0	0	0	4	0	0
AGIS_Os03g005760	493	676	432	629	514	751	813	776
AGIS_Os03g005770	0	0	0	0	0	0	0	0
AGIS_Os03g005780	2	6	2	2	28	12	0	2
AGIS_Os03g005790	0	0	0	0	0	0	0	0
AGIS_Os03g005800	0	0	0	0	0	0	0	0
AGIS_Os03g005810	0	0	0	0	0	0	0	0
AGIS_Os03g005820	0	0	0	0	0	0	0	0
AGIS_Os03g005830	0	0	0	0	12	0	0	0
AGIS_Os03g005840	0	0	16	0	0	0	0	0
AGIS_Os03g005850	0	0	0	0	0	0	0	0
AGIS_Os03g005860	428	1054	1052	859	877	784	737	845
AGIS_Os03g005870	0	0	0	0	0	0	0	0
AGIS_Os03g005880	10	38	8	28	30	26	0	48
AGIS_Os03g005890	587	624	532	489	683	549	586	458
AGIS_Os03g005900	1953	988	1226	1235	1242	980	1593	1816
AGIS_Os03g005910	4050	3130	3654	3121	1727	2089	2836	2895
AGIS_Os03g005920	428	568	522	605	434	600	573	530
AGIS_Os03g005930	943	1060	1031	1299	873	1198	1280	1063
AGIS_Os03g005940	488	428	381	363	335	341	326	419
AGIS_Os03g005950	120	113	57	103	50	192	70	113
AGIS_Os03g005960	25	35	7	23	10	204	19	31
AGIS_Os03g005970	194	351	305	201	193	237	215	175
AGIS_Os03g005980	345	378	415	272	149	254	239	303
AGIS_Os03g005990	4	266	372	228	159	164	10	61
AGIS_Os03g006000	0	116	132	70	47	29	12	42
AGIS_Os03g006010	0	6	2	18	7	23	0	10
AGIS_Os03g006020	30	28	15	8	16	22	0	26
AGIS_Os03g006030	40	46	47	68	79	55	31	95
AGIS_Os03g006040	12	4	0	2	2	2	2	3
AGIS_Os03g006050	606	668	414	482	431	528	888	421
AGIS_Os03g006060	2554	2940	3318	3453	1083	2465	2982	2138
AGIS_Os03g006070	53	259	223	193	121	220	50	192
AGIS_Os03g006080	0	0	0	0	0	0	0	0
AGIS_Os03g006090	20	32	37	22	19	26	20	20
AGIS_Os03g006100	42	84	74	32	54	78	28	17
AGIS_Os03g006110	862	916	1182	712	566	458	563	789
AGIS_Os03g006120	395	305	399	271	354	255	383	366
AGIS_Os03g006130	317	163	124	157	229	197	159	126
AGIS_Os03g006140	377	235	161	182	174	227	309	370
AGIS_Os03g006150	0	0	0	0	0	0	0	0
AGIS_Os03g006160	147	159	91	113	123	58	245	148
AGIS_Os03g006170	44	167	136	85	121	83	21	84
AGIS_Os03g006180	89	228	196	187	171	180	50	137
AGIS_Os03g006190	2508	2176	2187	1935	2090	1661	2922	2401
AGIS_Os03g006200	1	12	3	0	6	8	0	8
AGIS_Os03g006210	170	228	100	207	149	180	216	328
AGIS_Os03g006220	0	0	0	0	0	0	0	0
AGIS_Os03g006230	1	58	10	8	24	17	22	60
AGIS_Os03g006240	32	78	149	58	55	42	73	46
AGIS_Os03g006250	0	0	0	0	0	0	0	0
AGIS_Os03g006260	0	0	0	0	0	0	0	0
AGIS_Os03g006270	237	244	111	127	262	221	194	379
AGIS_Os03g006280	3506	3055	2809	2747	2999	2628	3719	3765
AGIS_Os03g006290	27	30	12	11	21	50	127	25
AGIS_Os03g006300	0	0	0	0	0	0	0	0
AGIS_Os03g006310	695	445	241	377	570	468	981	1329
AGIS_Os03g006320	1054	1336	1534	1393	1297	1314	1478	1523
AGIS_Os03g006330	685	235	302	328	229	249	584	458
AGIS_Os03g006340	656	224	260	311	115	266	509	494
AGIS_Os03g006350	8	13	5	1	39	17	14	8
AGIS_Os03g006360	0	10	6	0	32	0	22	0
AGIS_Os03g006370	0	0	0	0	0	0	0	0
AGIS_Os03g006380	121	91	89	51	109	62	50	139
AGIS_Os03g006390	0	0	0	0	4	0	28	0
AGIS_Os03g006400	74	70	47	87	96	92	141	134
AGIS_Os03g006410	0	0	0	0	0	0	0	0
AGIS_Os03g006420	0	0	0	0	0	0	0	0
AGIS_Os03g006430	0	0	0	0	0	0	0	0
AGIS_Os03g006440	0	0	0	0	0	0	0	18
AGIS_Os03g006450	0	0	0	0	0	0	0	0
AGIS_Os03g006460	6	30	2	6	10	17	0	7
AGIS_Os03g006470	0	2	0	8	0	0	0	0
AGIS_Os03g006480	13	336	301	165	124	224	19	63
AGIS_Os03g006490	220	432	396	380	283	255	406	353
AGIS_Os03g006500	0	0	0	0	0	0	0	0
AGIS_Os03g006510	0	0	0	0	0	0	0	0
AGIS_Os03g006520	0	0	0	0	0	0	0	0
AGIS_Os03g006530	161	140	92	169	114	148	104	150
AGIS_Os03g006540	587	739	667	603	650	561	617	660
AGIS_Os03g006550	160	274	259	129	244	225	145	248
AGIS_Os03g006560	158	399	437	348	286	364	54	297
AGIS_Os03g006570	0	0	0	0	0	0	0	0
AGIS_Os03g006580	1975	1839	1592	1697	1518	1660	2459	1762
AGIS_Os03g006590	184	265	226	251	202	259	228	208
AGIS_Os03g006600	692	416	409	379	548	404	663	416
AGIS_Os03g006610	2251	2210	2094	1506	2246	1765	1782	1808
AGIS_Os03g006620	740	677	638	625	709	516	984	620
AGIS_Os03g006630	628	716	675	906	724	636	772	638
AGIS_Os03g006640	136	67	48	72	41	98	88	66
AGIS_Os03g006650	0	0	0	12	0	1	0	11
AGIS_Os03g006660	0	0	0	0	0	0	0	0
AGIS_Os03g006670	0	0	0	0	0	0	0	0
AGIS_Os03g006680	28	17	18	18	9	10	0	6
AGIS_Os03g006690	4	29	25	21	6	13	0	6
AGIS_Os03g006700	20	24	11	10	20	32	57	20
AGIS_Os03g006710	122	191	261	189	218	162	70	205
AGIS_Os03g006720	31	207	146	86	70	117	52	95
AGIS_Os03g006730	303	351	405	295	283	320	253	368
AGIS_Os03g006740	18640	15463	12457	13686	13202	13743	21655	17710
AGIS_Os03g006750	13714	11550	9799	10646	10976	10169	16138	14946
AGIS_Os03g006760	8	7	3	6	16	2	24	9
AGIS_Os03g006770	0	0	0	0	0	0	0	0
AGIS_Os03g006780	18287	16072	12360	13963	14230	13955	21950	18392
AGIS_Os03g006790	103	551	496	376	318	350	136	199
AGIS_Os03g006800	61	40	53	57	12	81	104	51
AGIS_Os03g006810	72	40	50	53	9	75	17	46
AGIS_Os03g006820	380	357	295	464	214	235	276	552
AGIS_Os03g006830	277	420	316	396	199	366	459	461
AGIS_Os03g006840	76	171	135	71	122	86	93	104
AGIS_Os03g006850	0	0	0	0	0	0	0	0
AGIS_Os03g006860	0	0	0	0	0	0	0	0
AGIS_Os03g006870	217	549	630	446	523	532	230	359
AGIS_Os03g006880	397	377	377	265	122	171	306	199
AGIS_Os03g006890	1584	1065	1129	1227	407	575	881	746
AGIS_Os03g006900	0	0	0	0	0	0	0	0
AGIS_Os03g006910	0	0	0	0	0	0	0	0
AGIS_Os03g006920	0	0	0	0	0	0	0	0
AGIS_Os03g006930	0	0	0	0	0	0	0	0
AGIS_Os03g006940	629	741	575	700	1208	628	1096	1117
AGIS_Os03g006950	1320	884	1001	841	681	694	1159	1086
AGIS_Os03g006960	0	0	0	0	0	0	0	0
AGIS_Os03g006970	2936	1875	1563	1792	1190	1205	2158	1756
AGIS_Os03g006980	0	0	0	0	0	0	0	0
AGIS_Os03g006990	341	1390	1670	822	819	1065	207	552
AGIS_Os03g007000	2225	1954	1447	1806	1783	1616	2374	2445
AGIS_Os03g007010	58	302	440	242	174	281	6	131
AGIS_Os03g007020	34	110	115	93	100	54	48	59
AGIS_Os03g007030	120	345	350	264	387	225	155	241
AGIS_Os03g007040	182	94	96	161	414	44	398	101
AGIS_Os03g007050	1258	1136	1155	956	2596	766	1165	1024
AGIS_Os03g007060	802	687	828	908	1508	469	1735	819
AGIS_Os03g007070	1	12	16	1	2	5	25	12
AGIS_Os03g007080	100	28	35	57	10	44	10	53
AGIS_Os03g007090	34	270	352	203	268	243	68	149
AGIS_Os03g007100	36	77	66	28	23	32	51	17
AGIS_Os03g007110	587	681	840	666	430	498	293	969
AGIS_Os03g007120	0	0	0	0	0	0	0	0
AGIS_Os03g007130	18	103	41	54	56	7	42	15
AGIS_Os03g007140	0	0	0	0	0	0	0	0
AGIS_Os03g007150	647	2937	3647	2331	1803	1920	368	1249
AGIS_Os03g007160	5156	5116	3940	4189	4084	4924	6428	5249
AGIS_Os03g007170	1432	1175	1012	967	937	1203	1637	1107
AGIS_Os03g007180	4170	2428	2325	1678	2411	1643	3314	2310
AGIS_Os03g007190	40883	20883	25107	19601	20813	22255	35421	34372
AGIS_Os03g007200	264	509	680	465	608	541	445	454
AGIS_Os03g007210	12182	8718	8796	7371	11265	3896	6267	8296
AGIS_Os03g007220	30137	18151	18192	17021	17798	8356	16995	14904
AGIS_Os03g007230	0	0	0	0	0	0	0	0
AGIS_Os03g007240	145	80	64	42	118	49	33	45
AGIS_Os03g007250	152	396	517	228	223	136	101	178
AGIS_Os03g007260	2	4	10	2	12	17	12	4
AGIS_Os03g007270	3469	3784	3685	3865	2180	3190	3003	4064
AGIS_Os03g007280	510	542	552	678	381	423	537	450
AGIS_Os03g007290	1445	5034	5810	4700	729	4662	3191	2279
AGIS_Os03g007300	462	651	438	337	622	675	905	645
AGIS_Os03g007310	4	11	10	6	9	7	23	2
AGIS_Os03g007320	1589	1121	983	1862	1049	763	1905	1632
AGIS_Os03g007330	20	15	23	21	18	34	15	31
AGIS_Os03g007340	115	108	47	96	78	108	167	89
AGIS_Os03g007350	16	18	13	8	108	20	0	20
AGIS_Os03g007360	555	786	784	701	857	852	674	875
AGIS_Os03g007370	241	419	516	380	444	339	360	455
AGIS_Os03g007380	16	12	9	8	16	8	32	24
AGIS_Os03g007390	0	0	1	0	0	0	0	0
AGIS_Os03g007400	259	296	331	224	162	246	210	252
AGIS_Os03g007410	20	6	27	10	8	10	0	33
AGIS_Os03g007420	256	459	560	573	374	387	299	423
AGIS_Os03g007430	556	384	398	324	288	302	397	370
AGIS_Os03g007440	2063	1018	1078	749	3684	1093	1196	2195
AGIS_Os03g007450	131	175	163	173	115	153	130	128
AGIS_Os03g007460	784	849	934	1012	1141	942	1126	1669
AGIS_Os03g007470	524	525	415	642	446	401	589	485
AGIS_Os03g007480	388	389	343	324	312	264	411	343
AGIS_Os03g007490	628	435	443	593	425	247	633	717
AGIS_Os03g007500	152	134	122	134	67	82	39	62
AGIS_Os03g007510	676	632	510	534	551	587	935	848
AGIS_Os03g007520	72	691	1079	612	565	659	54	214
AGIS_Os03g007530	208	382	464	386	265	369	135	232
AGIS_Os03g007540	0	0	0	0	0	8	0	0
AGIS_Os03g007550	221	175	198	165	219	123	175	200
AGIS_Os03g007560	1002	1161	930	775	882	1041	848	1184
AGIS_Os03g007570	1207	1393	974	875	1047	608	1113	926
AGIS_Os03g007580	437	355	298	372	281	337	368	371
AGIS_Os03g007590	828	874	521	688	1732	316	1237	819
AGIS_Os03g007600	0	0	0	0	0	0	0	0
AGIS_Os03g007610	78	72	84	43	62	53	61	47
AGIS_Os03g007620	511	190	187	153	466	190	186	276
AGIS_Os03g007630	354	258	344	249	106	162	293	178
AGIS_Os03g007640	1023	708	482	779	758	550	1171	1302
AGIS_Os03g007650	0	0	0	0	0	0	0	0
AGIS_Os03g007660	922	508	756	782	509	620	1004	834
AGIS_Os03g007670	391	477	493	469	423	283	481	467
AGIS_Os03g007680	0	0	0	0	0	0	0	0
AGIS_Os03g007690	1144	1236	1242	1039	962	1193	1884	1372
AGIS_Os03g007700	656	620	713	611	463	455	732	484
AGIS_Os03g007710	15	13	19	9	10	7	11	21
AGIS_Os03g007720	0	0	0	0	0	0	0	0
AGIS_Os03g007730	224	151	156	150	116	90	121	217
AGIS_Os03g007740	32	71	76	80	8	52	54	31
AGIS_Os03g007750	96	76	16	66	163	54	90	69
AGIS_Os03g007760	301	443	475	448	395	401	324	443
AGIS_Os03g007770	227	271	343	198	188	285	180	209
AGIS_Os03g007780	1127	4732	5726	3472	2781	2999	913	2228
AGIS_Os03g007790	875	751	715	740	841	806	710	1001
AGIS_Os03g007800	6	1	8	10	0	0	13	8
AGIS_Os03g007810	0	0	0	0	0	0	0	0
AGIS_Os03g007820	370	495	503	285	600	368	385	352
AGIS_Os03g007830	0	0	4	6	0	0	0	8
AGIS_Os03g007840	20	3	4	6	24	1	8	9
AGIS_Os03g007850	118	29	38	91	66	72	60	129
AGIS_Os03g007860	191	266	199	169	179	234	183	237
AGIS_Os03g007870	0	0	0	0	2	0	0	0
AGIS_Os03g007880	0	16	4	13	23	0	0	4
AGIS_Os03g007890	2975	2082	1880	2188	1864	2041	2839	2672
AGIS_Os03g007900	678	676	567	679	768	583	674	1070
AGIS_Os03g007910	632	661	465	522	492	524	691	771
AGIS_Os03g007920	1873	1913	1615	1572	1827	1630	1995	2440
AGIS_Os03g007930	60	151	180	158	84	161	63	186
AGIS_Os03g007940	131	314	340	264	274	295	120	274
AGIS_Os03g007950	1447	1431	1549	1251	1365	1246	1239	1696
AGIS_Os03g007960	116	200	197	140	163	160	45	169
AGIS_Os03g007970	6	0	0	4	0	6	0	5
AGIS_Os03g007980	214	264	232	277	243	284	229	279
AGIS_Os03g007990	0	0	0	0	0	0	0	0
AGIS_Os03g008000	0	0	0	0	0	0	0	0
AGIS_Os03g008010	0	0	0	0	0	0	0	0
AGIS_Os03g008020	0	0	0	0	0	0	0	0
AGIS_Os03g008030	0	0	0	0	0	0	0	0
AGIS_Os03g008040	0	0	0	0	0	0	0	0
AGIS_Os03g008050	7	54	22	13	14	18	0	4
AGIS_Os03g008060	0	0	0	0	0	0	0	0
AGIS_Os03g008070	5	8	27	3	18	26	26	0
AGIS_Os03g008080	1171	1362	1243	884	987	786	1293	919
AGIS_Os03g008090	761	448	363	572	356	616	497	785
AGIS_Os03g008100	231	319	263	315	261	287	294	251
AGIS_Os03g008110	452	341	247	230	325	387	416	395
AGIS_Os03g008120	2461	737	564	580	1799	369	1056	817
AGIS_Os03g008130	18635	14145	15281	11494	13773	8018	14629	14358
AGIS_Os03g008140	17	87	7	10	139	54	0	11
AGIS_Os03g008150	243	358	233	201	245	309	293	231
AGIS_Os03g008160	123	265	263	141	169	130	234	89
AGIS_Os03g008170	1451	915	1047	1359	1345	1018	1708	2322
AGIS_Os03g008180	0	0	0	0	0	0	0	0
AGIS_Os03g008190	0	0	0	0	0	0	0	0
AGIS_Os03g008200	1266	845	1700	1231	2313	1909	2817	2378
AGIS_Os03g008210	2922	2040	3368	2039	3904	2598	1792	4821
AGIS_Os03g008220	0	0	0	0	0	0	0	0
AGIS_Os03g008230	0	0	0	0	0	0	0	0
AGIS_Os03g008240	54	17	37	25	41	33	32	45
AGIS_Os03g008250	318	192	161	149	176	112	247	246
AGIS_Os03g008260	70	68	81	56	49	60	166	84
AGIS_Os03g008270	195	137	118	85	33	16	174	88
AGIS_Os03g008280	231	339	347	443	191	275	458	312
AGIS_Os03g008290	340	236	290	262	235	254	244	234
AGIS_Os03g008300	320	528	478	399	447	421	393	425
AGIS_Os03g008310	185	164	113	158	375	109	182	142
AGIS_Os03g008320	45	267	201	120	70	158	144	68
AGIS_Os03g008330	155	145	131	118	148	151	94	70
AGIS_Os03g008340	487	523	476	554	574	448	577	584
AGIS_Os03g008350	799	1392	1355	1162	670	1211	1383	985
AGIS_Os03g008360	0	6	6	0	0	0	0	4
AGIS_Os03g008370	0	0	0	0	0	0	0	0
AGIS_Os03g008380	1	4	4	0	0	21	8	22
AGIS_Os03g008390	95	247	330	291	145	186	46	213
AGIS_Os03g008400	507	933	948	804	751	964	662	760
AGIS_Os03g008410	932	1056	732	996	725	972	1277	1461
AGIS_Os03g008420	360	258	319	229	218	277	187	443
AGIS_Os03g008430	33	53	105	56	35	85	24	64
AGIS_Os03g008440	0	0	0	7	2	0	0	0
AGIS_Os03g008450	125	205	219	238	97	187	248	155
AGIS_Os03g008460	1516	738	1025	1054	564	569	1091	1178
AGIS_Os03g008470	58	35	38	80	67	24	38	48
AGIS_Os03g008480	24	8	1	0	8	19	68	2
AGIS_Os03g008490	0	0	0	0	0	0	0	0
AGIS_Os03g008500	0	0	0	0	0	0	0	0
AGIS_Os03g008510	0	0	0	0	0	0	0	0
AGIS_Os03g008520	0	4	0	0	7	0	12	0
AGIS_Os03g008530	66	57	46	60	98	56	112	107
AGIS_Os03g008540	338	197	197	220	236	159	80	93
AGIS_Os03g008550	0	0	0	0	0	0	0	0
AGIS_Os03g008560	0	4	0	0	0	0	0	0
AGIS_Os03g008570	6897	6501	4883	4909	5653	6255	8170	6407
AGIS_Os03g008580	2051	2090	1781	1584	1511	1798	1791	1856
AGIS_Os03g008590	221	419	422	257	304	262	175	339
AGIS_Os03g008600	1782	1271	1231	1397	994	1226	1672	1411
AGIS_Os03g008610	0	0	0	0	0	0	0	0
AGIS_Os03g008620	42	89	42	35	15	10	10	33
AGIS_Os03g008630	209	633	583	553	464	626	120	437
AGIS_Os03g008640	199	211	133	134	133	198	205	159
AGIS_Os03g008650	95	152	160	136	91	161	200	125
AGIS_Os03g008660	0	0	0	1	2	0	0	0
AGIS_Os03g008670	9204	5572	5099	5056	1803	3521	6683	6605
AGIS_Os03g008680	751	493	556	498	406	482	563	478
AGIS_Os03g008690	312	477	397	303	249	423	154	362
AGIS_Os03g008700	153	240	173	126	192	146	161	145
AGIS_Os03g008710	6072	1835	2062	2214	900	987	3272	3765
AGIS_Os03g008720	426	400	312	444	170	329	286	465
AGIS_Os03g008730	5536	3916	3464	3745	3198	3356	6213	5522
AGIS_Os03g008740	116	196	171	113	68	141	176	170
AGIS_Os03g008750	14	13	6	17	16	14	6	11
