GeneID	pho2mockLP_1	pho2mockLP_2	pho2mockLP_3	pho2mockLP_4	pho2mockHP_1	pho2mockHP_2	pho2mockHP_3	pho2mockHP_4
AGIS_Os12g022250	0	0	0	0	0	0	0	0
AGIS_Os12g022260	0	0	0	0	0	0	0	0
AGIS_Os12g022270	0	0	0	0	0	0	0	0
AGIS_Os12g022280	0	0	0	0	0	0	0	4
AGIS_Os12g022290	230	478	456	399	324	414	354	173
AGIS_Os12g022300	0	30	5	3	2	0	20	11
AGIS_Os12g022310	0	0	0	0	0	0	0	0
AGIS_Os12g022320	0	0	0	0	0	0	0	0
AGIS_Os12g022330	0	0	0	0	0	0	0	0
AGIS_Os12g022340	0	0	0	0	0	0	0	0
AGIS_Os12g022350	0	0	0	0	0	0	0	0
AGIS_Os12g022360	0	0	0	0	0	0	0	0
AGIS_Os12g022370	0	0	0	0	0	0	0	0
AGIS_Os12g022380	0	0	0	0	0	0	0	0
AGIS_Os12g022390	0	0	0	0	0	0	0	0
AGIS_Os12g022400	0	0	0	0	0	0	0	0
AGIS_Os12g022410	0	0	0	0	0	0	0	0
AGIS_Os12g022420	698	775	934	440	382	731	748	905
AGIS_Os12g022430	163	215	160	166	144	154	89	177
AGIS_Os12g022440	0	0	0	0	0	0	0	0
AGIS_Os12g022450	50	55	36	14	108	29	54	123
AGIS_Os12g022460	0	0	0	0	0	0	0	0
AGIS_Os12g022470	0	0	0	0	0	0	0	0
AGIS_Os12g022480	0	0	0	0	0	0	0	0
AGIS_Os12g022490	17963	10759	7874	13125	8683	9145	13757	18835
AGIS_Os12g022500	3297	2113	1489	2158	1523	1834	3095	2998
AGIS_Os12g022510	2187	3296	3131	2881	2563	3057	3498	3171
AGIS_Os12g022520	24	36	33	18	46	17	20	19
AGIS_Os12g022530	0	0	0	0	0	0	0	0
AGIS_Os12g022540	0	0	0	0	0	0	0	0
AGIS_Os12g022550	0	0	0	0	0	0	0	0
AGIS_Os12g022560	0	0	0	0	0	0	0	0
AGIS_Os12g022570	0	0	0	0	0	0	0	0
AGIS_Os12g022580	0	0	0	0	0	1	0	0
AGIS_Os12g022590	0	41	15	10	16	21	2	5
AGIS_Os12g022600	0	0	0	0	0	0	0	0
AGIS_Os12g022610	0	0	0	0	0	0	0	0
AGIS_Os12g022620	0	0	0	0	0	0	0	0
AGIS_Os12g022630	0	0	0	0	0	0	0	0
AGIS_Os12g022640	0	0	0	0	0	0	0	0
AGIS_Os12g022650	0	0	0	0	0	0	0	0
AGIS_Os12g022660	0	0	0	0	0	0	0	0
AGIS_Os12g022670	0	0	0	0	0	0	0	0
AGIS_Os12g022680	0	0	0	0	0	0	0	0
AGIS_Os12g022690	0	0	0	0	0	0	0	0
AGIS_Os12g022700	0	0	0	0	0	0	0	0
AGIS_Os12g022710	0	0	0	0	0	0	0	0
AGIS_Os12g022720	0	0	0	0	0	0	0	0
AGIS_Os12g022730	0	0	0	0	0	0	0	0
AGIS_Os12g022740	0	0	0	0	0	0	0	0
AGIS_Os12g022750	0	7	0	0	0	2	0	6
AGIS_Os12g022760	0	0	0	0	0	0	0	0
AGIS_Os12g022770	301	976	1039	900	678	837	333	767
AGIS_Os12g022780	57	92	101	81	110	110	119	63
AGIS_Os12g022790	194	339	325	335	337	315	301	275
AGIS_Os12g022800	0	0	0	0	0	0	0	0
AGIS_Os12g022810	34	61	43	18	34	44	38	79
AGIS_Os12g022820	0	0	0	0	0	0	0	0
AGIS_Os12g022830	0	0	0	0	0	0	0	0
AGIS_Os12g022840	0	0	0	0	0	0	0	0
AGIS_Os12g022850	0	0	0	0	0	0	0	0
AGIS_Os12g022860	0	0	0	0	0	0	0	0
AGIS_Os12g022870	0	0	0	0	0	0	0	0
AGIS_Os12g022880	0	0	0	0	0	0	0	0
AGIS_Os12g022890	0	0	0	0	0	0	0	0
AGIS_Os12g022900	0	0	0	0	0	0	0	0
AGIS_Os12g022910	0	0	0	0	0	0	0	0
AGIS_Os12g022920	0	0	0	0	0	0	0	0
AGIS_Os12g022930	0	0	0	0	0	0	0	0
AGIS_Os12g022940	0	0	0	0	0	0	0	0
AGIS_Os12g022950	110	70	62	69	46	41	65	52
AGIS_Os12g022960	0	0	0	0	0	0	0	0
AGIS_Os12g022970	0	0	0	0	0	0	0	0
AGIS_Os12g022980	0	0	0	0	0	0	0	0
AGIS_Os12g022990	0	0	0	0	0	0	0	0
AGIS_Os12g023000	0	0	0	0	0	0	0	0
AGIS_Os12g023010	785	1767	2866	2341	2493	1481	1004	1969
AGIS_Os12g023020	0	0	0	0	0	0	0	0
AGIS_Os12g023030	0	0	0	0	0	0	0	0
AGIS_Os12g023040	0	0	0	0	0	0	0	0
AGIS_Os12g023050	0	0	0	0	0	0	0	0
AGIS_Os12g023060	0	0	0	0	0	0	0	0
AGIS_Os12g023070	0	2	0	4	0	0	0	0
AGIS_Os12g023080	0	0	0	0	0	0	0	0
AGIS_Os12g023090	14	4	0	0	0	12	0	22
AGIS_Os12g023100	0	10	0	14	6	0	0	11
AGIS_Os12g023110	0	2	0	0	0	4	0	0
AGIS_Os12g023120	0	2	0	0	2	0	0	0
AGIS_Os12g023130	0	0	0	0	0	0	0	0
AGIS_Os12g023140	0	0	0	0	0	0	0	0
AGIS_Os12g023150	0	0	0	0	0	0	0	0
AGIS_Os12g023160	0	0	0	0	0	0	0	0
AGIS_Os12g023170	34	18	28	45	6	55	183	102
AGIS_Os12g023180	55	281	284	220	294	193	116	215
AGIS_Os12g023190	0	0	0	0	0	0	0	0
AGIS_Os12g023200	594	233	285	417	80	200	204	436
AGIS_Os12g023210	0	0	0	0	0	0	0	0
AGIS_Os12g023220	55	49	21	74	25	29	104	45
AGIS_Os12g023230	0	0	0	0	0	0	0	0
AGIS_Os12g023240	0	0	0	0	0	0	0	0
AGIS_Os12g023250	0	0	0	0	0	0	0	0
AGIS_Os12g023260	0	0	0	0	0	0	0	0
AGIS_Os12g023270	0	0	0	0	0	0	0	0
AGIS_Os12g023280	0	0	0	0	0	0	0	0
AGIS_Os12g023290	0	0	0	0	0	0	0	0
AGIS_Os12g023300	0	0	0	0	0	0	0	0
AGIS_Os12g023310	0	0	0	0	0	0	0	0
AGIS_Os12g023320	0	0	0	0	0	0	0	0
AGIS_Os12g023330	0	0	0	0	0	0	0	0
AGIS_Os12g023340	0	0	0	0	0	0	0	0
AGIS_Os12g023350	0	0	0	0	0	0	0	0
AGIS_Os12g023360	0	0	0	0	0	0	0	0
AGIS_Os12g023370	842	343	321	538	191	338	338	635
AGIS_Os12g023380	0	0	0	0	0	0	0	0
AGIS_Os12g023390	0	0	0	0	0	0	0	0
AGIS_Os12g023400	0	0	0	0	0	0	0	0
AGIS_Os12g023410	0	0	0	0	0	0	0	0
AGIS_Os12g023420	0	0	0	0	0	0	0	0
AGIS_Os12g023430	0	0	0	0	0	0	0	0
AGIS_Os12g023440	0	0	0	0	0	0	0	0
AGIS_Os12g023450	0	0	0	0	0	0	0	0
AGIS_Os12g023460	0	0	0	0	0	0	0	0
AGIS_Os12g023470	0	0	0	0	0	0	0	0
AGIS_Os12g023480	0	0	0	0	0	0	0	0
AGIS_Os12g023490	0	0	0	0	0	0	0	0
AGIS_Os12g023500	0	0	0	0	0	0	0	0
AGIS_Os12g023510	0	0	0	0	0	0	0	0
AGIS_Os12g023520	7	58	73	52	17	69	5	11
AGIS_Os12g023530	0	0	6	0	0	2	0	0
AGIS_Os12g023540	0	6	7	4	6	11	26	4
AGIS_Os12g023550	34	25	20	34	36	11	68	40
AGIS_Os12g023560	1754	1527	988	1355	814	1098	1540	1976
AGIS_Os12g023570	0	0	0	0	0	0	0	0
AGIS_Os12g023580	0	0	0	0	0	0	0	0
AGIS_Os12g023590	0	0	0	0	0	0	0	0
AGIS_Os12g023600	0	0	0	0	0	0	0	0
AGIS_Os12g023610	0	0	0	0	0	0	0	0
AGIS_Os12g023620	2181	1988	2681	1960	1506	1778	2493	2387
AGIS_Os12g023630	0	0	0	0	0	0	0	0
AGIS_Os12g023640	794	413	242	402	412	254	207	389
AGIS_Os12g023650	13	14	9	21	12	17	0	32
AGIS_Os12g023660	0	0	0	0	0	0	0	0
AGIS_Os12g023670	0	0	0	0	0	0	0	0
AGIS_Os12g023680	0	0	0	0	0	0	0	0
AGIS_Os12g023690	0	0	0	0	0	0	0	0
AGIS_Os12g023700	12	61	17	17	72	50	16	75
AGIS_Os12g023710	51	120	73	59	83	44	24	51
AGIS_Os12g023720	0	0	0	0	0	2	0	0
AGIS_Os12g023730	0	0	0	0	0	0	0	0
AGIS_Os12g023740	0	0	0	0	0	0	0	0
AGIS_Os12g023750	34	155	195	108	66	187	10	66
AGIS_Os12g023760	118	150	140	225	127	155	40	213
AGIS_Os12g023770	0	0	0	0	0	0	0	0
AGIS_Os12g023780	347	836	922	739	635	694	517	978
AGIS_Os12g023790	0	0	0	0	0	0	0	0
AGIS_Os12g023800	0	28	6	8	0	2	0	2
AGIS_Os12g023810	0	0	0	0	0	0	0	0
AGIS_Os12g023820	0	0	0	0	0	0	0	0
AGIS_Os12g023830	0	0	0	0	0	0	0	0
AGIS_Os12g023840	0	0	0	0	0	0	0	0
AGIS_Os12g023850	0	0	0	0	0	0	0	0
AGIS_Os12g023860	0	0	0	0	0	0	0	0
AGIS_Os12g023870	0	0	0	0	0	0	0	0
AGIS_Os12g023880	0	0	0	0	0	0	0	0
AGIS_Os12g023890	0	0	0	0	0	0	0	0
AGIS_Os12g023900	0	0	0	0	0	0	0	0
AGIS_Os12g023910	0	0	0	0	0	0	0	0
AGIS_Os12g023920	0	0	0	0	0	0	0	0
AGIS_Os12g023930	0	0	0	0	0	0	0	0
AGIS_Os12g023940	0	0	0	0	0	0	0	0
AGIS_Os12g023950	0	0	0	0	0	0	0	0
AGIS_Os12g023960	0	0	0	0	0	0	0	0
AGIS_Os12g023970	0	0	0	0	0	0	0	0
AGIS_Os12g023980	0	0	0	0	0	0	0	0
AGIS_Os12g023990	0	0	0	0	0	0	0	0
AGIS_Os12g024000	7	16	18	6	18	7	12	13
AGIS_Os12g024010	0	0	0	0	0	0	0	0
AGIS_Os12g024020	0	0	0	0	0	0	0	0
AGIS_Os12g024030	0	1	10	2	4	4	0	0
AGIS_Os12g024040	39	44	50	20	45	29	46	26
AGIS_Os12g024050	0	0	0	0	0	0	0	0
AGIS_Os12g024060	225	144	166	168	141	12	68	147
AGIS_Os12g024070	44	268	352	151	84	158	32	67
AGIS_Os12g024080	0	0	0	0	0	0	0	0
AGIS_Os12g024090	0	0	0	0	0	0	0	0
AGIS_Os12g024100	0	0	0	0	0	0	0	0
AGIS_Os12g024110	0	0	0	0	0	0	0	0
AGIS_Os12g024120	0	0	0	0	0	0	0	0
AGIS_Os12g024130	6	12	12	12	5	18	38	28
AGIS_Os12g024140	0	0	0	0	0	0	0	0
AGIS_Os12g024150	0	0	0	0	0	0	0	0
AGIS_Os12g024160	1	7	25	2	9	1	0	5
AGIS_Os12g024170	0	0	0	0	0	0	0	0
AGIS_Os12g024180	0	0	0	0	0	0	0	0
AGIS_Os12g024190	0	0	0	0	0	0	0	0
AGIS_Os12g024200	0	0	0	0	0	0	0	0
AGIS_Os12g024210	1302	4427	4383	2915	2429	2604	1005	1733
AGIS_Os12g024220	0	0	0	0	0	0	0	0
AGIS_Os12g024230	0	0	0	0	0	0	0	0
AGIS_Os12g024240	0	0	0	0	0	0	0	0
AGIS_Os12g024250	0	0	0	0	0	0	0	0
AGIS_Os12g024260	0	0	0	0	0	0	0	2
AGIS_Os12g024270	0	1	17	2	2	9	0	5
AGIS_Os12g024280	0	0	0	0	0	0	0	0
AGIS_Os12g024290	0	0	0	0	0	0	0	0
AGIS_Os12g024300	0	0	0	0	0	0	0	0
AGIS_Os12g024310	0	0	0	0	0	0	0	0
AGIS_Os12g024320	0	0	0	0	0	0	0	0
AGIS_Os12g024330	0	0	0	0	0	0	0	0
AGIS_Os12g024340	0	0	0	0	0	0	0	0
AGIS_Os12g024350	0	0	0	0	0	0	0	0
AGIS_Os12g024360	0	0	0	0	0	0	0	0
AGIS_Os12g024370	0	0	0	0	0	0	0	0
AGIS_Os12g024380	0	0	0	0	0	0	0	0
AGIS_Os12g024390	0	0	0	0	0	0	0	0
AGIS_Os12g024400	0	0	0	0	0	0	0	0
AGIS_Os12g024410	0	0	0	0	0	0	0	0
AGIS_Os12g024420	0	0	0	0	0	0	0	0
AGIS_Os12g024430	0	0	0	0	0	0	0	0
AGIS_Os12g024440	0	0	0	0	0	0	0	0
AGIS_Os12g024450	0	0	0	0	0	0	0	0
AGIS_Os12g024460	0	0	0	0	0	0	0	0
AGIS_Os12g024470	0	0	0	0	0	0	0	0
AGIS_Os12g024480	0	0	0	0	0	0	0	0
AGIS_Os12g024490	0	0	0	0	0	0	0	0
AGIS_Os12g024500	135	103	60	55	67	87	104	38
AGIS_Os12g024510	14	18	10	4	4	22	1	13
AGIS_Os12g024520	0	0	0	0	10	0	0	0
AGIS_Os12g024530	0	0	0	0	0	0	0	0
AGIS_Os12g024540	0	0	0	0	0	0	0	0
AGIS_Os12g024550	0	0	0	0	0	0	0	0
AGIS_Os12g024560	0	0	0	0	0	0	0	0
AGIS_Os12g024570	0	0	0	0	0	0	0	0
AGIS_Os12g024580	0	0	0	0	0	0	0	0
AGIS_Os12g024590	0	0	0	0	0	0	0	0
AGIS_Os12g024600	0	0	0	0	6	1	0	6
AGIS_Os12g024610	0	0	0	0	0	0	0	0
AGIS_Os12g024620	0	0	0	0	0	0	0	0
AGIS_Os12g024630	0	0	0	0	0	0	0	0
AGIS_Os12g024640	0	0	0	0	0	0	0	0
AGIS_Os12g024650	519	705	668	537	414	484	586	505
AGIS_Os12g024660	0	0	0	0	0	0	0	0
AGIS_Os12g024670	1211	1054	773	777	1010	479	1033	688
AGIS_Os12g024680	0	0	0	0	0	0	0	0
AGIS_Os12g024690	0	0	1	2	0	0	0	5
AGIS_Os12g024700	0	4	0	0	8	6	0	0
AGIS_Os12g024710	0	0	4	2	0	0	0	0
AGIS_Os12g024720	26	2	2	6	21	7	0	21
AGIS_Os12g024730	0	0	0	0	0	0	0	0
AGIS_Os12g024740	0	0	0	0	0	0	0	0
AGIS_Os12g024750	344	1769	1392	882	1154	737	294	616
AGIS_Os12g024760	0	0	0	0	0	0	0	0
AGIS_Os12g024770	0	0	0	0	0	0	0	0
AGIS_Os12g024780	0	0	0	0	0	0	0	0
AGIS_Os12g024790	0	0	0	0	0	0	0	0
AGIS_Os12g024800	0	0	0	0	0	0	0	0
AGIS_Os12g024810	0	0	0	0	0	0	0	0
AGIS_Os12g024820	0	0	0	0	0	0	0	0
AGIS_Os12g024830	0	0	0	0	0	0	0	0
AGIS_Os12g024840	0	0	0	0	0	0	0	0
AGIS_Os12g024850	0	0	0	0	0	0	0	0
AGIS_Os12g024860	0	0	0	0	0	0	0	0
AGIS_Os12g024870	0	0	0	0	0	0	0	0
AGIS_Os12g024880	0	0	0	0	0	0	0	0
AGIS_Os12g024890	0	0	0	0	0	0	0	0
AGIS_Os12g024900	0	0	0	0	0	0	0	0
AGIS_Os12g024910	0	0	0	0	0	0	0	0
AGIS_Os12g024920	0	0	0	0	0	0	0	0
AGIS_Os12g024930	0	0	0	0	0	0	0	0
AGIS_Os12g024940	0	0	0	0	0	0	0	0
AGIS_Os12g024950	0	0	0	0	0	0	0	0
AGIS_Os12g024960	0	0	0	0	0	0	0	0
AGIS_Os12g024970	0	0	0	0	0	0	0	0
AGIS_Os12g024980	0	4	16	2	10	0	0	1
AGIS_Os12g024990	212	255	177	282	221	162	358	235
AGIS_Os12g025000	1580	1479	1390	1863	1246	1366	2249	2026
AGIS_Os12g025010	0	0	0	0	0	0	0	0
AGIS_Os12g025020	0	0	0	0	0	0	0	0
AGIS_Os12g025030	0	0	0	0	0	0	0	0
AGIS_Os12g025040	0	0	0	0	0	0	0	0
AGIS_Os12g025050	0	0	0	0	0	0	0	0
AGIS_Os12g025060	0	0	0	0	0	0	0	0
AGIS_Os12g025070	0	0	0	0	0	0	0	0
AGIS_Os12g025080	0	0	0	0	0	0	0	0
AGIS_Os12g025090	0	0	0	0	0	0	0	0
AGIS_Os12g025100	0	0	0	0	0	0	0	0
AGIS_Os12g025110	0	0	0	0	0	0	0	0
AGIS_Os12g025120	0	0	0	0	0	0	0	0
AGIS_Os12g025130	0	0	0	0	0	0	0	0
AGIS_Os12g025140	0	0	0	0	0	0	0	0
AGIS_Os12g025150	0	0	0	0	0	0	0	0
AGIS_Os12g025160	0	6	0	6	0	0	0	10
AGIS_Os12g025170	0	0	0	0	0	0	0	0
AGIS_Os12g025180	0	0	0	0	0	0	0	0
AGIS_Os12g025190	0	0	0	0	0	0	0	0
AGIS_Os12g025200	0	0	0	0	0	0	0	0
AGIS_Os12g025210	0	0	0	0	0	0	0	0
AGIS_Os12g025220	0	0	0	0	0	0	0	0
AGIS_Os12g025230	0	0	0	0	0	0	0	0
AGIS_Os12g025240	0	0	1	0	0	0	0	0
AGIS_Os12g025250	0	0	0	0	0	0	0	0
AGIS_Os12g025260	30	7	8	6	42	1	0	1
AGIS_Os12g025270	0	0	0	0	0	0	0	0
AGIS_Os12g025280	0	0	0	0	0	0	0	0
AGIS_Os12g025290	0	0	0	0	0	0	0	0
AGIS_Os12g025300	1797	1085	1975	1434	746	980	2554	1663
AGIS_Os12g025310	0	0	0	0	0	0	0	0
AGIS_Os12g025320	0	0	0	0	0	0	0	0
AGIS_Os12g025330	0	0	0	0	0	0	0	0
AGIS_Os12g025340	0	0	0	0	0	0	0	0
AGIS_Os12g025350	0	0	0	0	0	0	0	0
AGIS_Os12g025360	0	0	0	0	0	0	0	0
AGIS_Os12g025370	0	0	0	0	0	0	0	0
AGIS_Os12g025380	0	0	0	0	0	0	0	0
AGIS_Os12g025390	0	0	0	0	0	0	0	0
AGIS_Os12g025400	0	0	0	0	0	0	0	0
AGIS_Os12g025410	34	17	20	22	26	1	125	34
AGIS_Os12g025420	0	0	0	0	0	0	0	0
AGIS_Os12g025430	0	0	0	0	0	0	0	0
AGIS_Os12g025440	0	0	0	0	0	0	0	0
AGIS_Os12g025450	13	21	2	1	39	6	0	6
AGIS_Os12g025460	0	0	0	0	0	0	0	0
AGIS_Os12g025470	4749	4654	4456	6017	1357	3238	4185	3335
AGIS_Os12g025480	0	0	0	0	0	0	0	0
AGIS_Os12g025490	0	0	0	0	0	0	0	0
AGIS_Os12g025500	0	0	0	0	0	0	0	0
AGIS_Os12g025510	0	6	0	0	1	0	0	0
AGIS_Os12g025520	0	0	0	0	0	0	0	0
AGIS_Os12g025530	0	0	0	0	0	0	0	0
AGIS_Os12g025540	0	0	0	0	0	0	0	0
AGIS_Os12g025550	0	0	0	0	0	0	0	0
AGIS_Os12g025560	0	0	0	0	0	0	0	0
AGIS_Os12g025570	0	0	0	0	0	0	0	0
AGIS_Os12g025580	0	0	0	0	0	0	0	0
AGIS_Os12g025590	0	0	0	0	0	0	0	0
AGIS_Os12g025600	0	0	0	0	0	0	0	0
AGIS_Os12g025610	0	0	0	0	0	0	0	0
AGIS_Os12g025620	0	0	0	0	0	0	0	0
AGIS_Os12g025630	0	0	0	0	0	0	0	0
AGIS_Os12g025640	0	0	0	0	0	0	0	0
AGIS_Os12g025650	0	0	0	0	0	0	0	0
AGIS_Os12g025660	0	0	0	0	0	0	0	0
AGIS_Os12g025670	0	0	0	0	0	0	0	0
AGIS_Os12g025680	0	0	0	0	0	0	0	0
AGIS_Os12g025690	0	0	0	0	0	0	0	0
AGIS_Os12g025700	0	0	0	0	0	0	0	0
AGIS_Os12g025710	0	0	0	0	0	0	0	0
AGIS_Os12g025720	0	0	0	0	0	0	0	0
AGIS_Os12g025730	0	0	0	0	0	0	0	0
AGIS_Os12g025740	0	0	0	0	0	0	0	0
AGIS_Os12g025750	0	0	0	0	0	0	0	0
AGIS_Os12g025760	0	0	0	0	0	0	0	0
AGIS_Os12g025770	0	0	0	0	0	0	0	0
AGIS_Os12g025780	0	0	0	0	0	0	0	0
AGIS_Os12g025790	0	0	0	0	0	0	0	0
AGIS_Os12g025800	0	0	0	0	0	0	0	0
AGIS_Os12g025810	0	0	0	0	0	0	0	0
AGIS_Os12g025820	0	0	0	0	0	0	0	0
AGIS_Os12g025830	0	0	0	0	0	0	0	0
AGIS_Os12g025840	0	0	0	0	0	0	0	0
AGIS_Os12g025850	0	0	0	0	0	0	0	0
AGIS_Os12g025860	0	0	0	0	0	0	0	0
AGIS_Os12g025870	0	0	0	0	0	0	0	0
AGIS_Os12g025880	0	0	0	0	0	0	0	0
AGIS_Os12g025890	0	0	0	0	0	0	0	0
AGIS_Os12g025900	0	0	0	0	0	0	0	0
AGIS_Os12g025910	0	0	0	0	0	0	0	0
AGIS_Os12g025920	1300	1311	1218	1190	498	1213	1008	1546
AGIS_Os12g025930	0	0	0	0	0	0	0	0
AGIS_Os12g025940	0	0	0	0	0	0	0	0
AGIS_Os12g025950	0	0	0	0	0	0	0	0
AGIS_Os12g025960	6	34	76	33	5	8	0	19
AGIS_Os12g025970	54	144	119	176	24	141	24	76
AGIS_Os12g025980	43	43	37	32	14	41	96	24
AGIS_Os12g025990	0	0	0	0	0	0	0	0
AGIS_Os12g026000	0	0	0	0	0	0	0	0
AGIS_Os12g026010	6188	4355	4817	3970	1658	3041	5627	3310
AGIS_Os12g026020	813	744	524	526	636	606	874	729
AGIS_Os12g026030	38	212	377	236	153	178	0	75
AGIS_Os12g026040	0	0	0	0	0	0	0	0
AGIS_Os12g026050	0	0	0	0	0	0	0	0
AGIS_Os12g026060	0	0	0	0	0	0	0	0
AGIS_Os12g026070	0	0	0	0	0	0	0	0
AGIS_Os12g026080	341	407	277	249	242	136	231	87
AGIS_Os12g026090	0	0	0	0	0	0	0	0
AGIS_Os12g026100	0	0	0	0	0	0	0	0
AGIS_Os12g026110	73	77	59	102	255	72	122	140
AGIS_Os12g026120	0	8	6	5	23	0	0	0
AGIS_Os12g026130	0	0	0	0	0	0	0	0
AGIS_Os12g026140	0	0	0	0	0	0	0	0
AGIS_Os12g026150	0	0	0	0	0	0	0	0
AGIS_Os12g026160	64	26	40	54	30	19	66	28
AGIS_Os12g026170	22	98	97	77	69	100	123	65
AGIS_Os12g026180	0	0	0	0	0	0	0	0
AGIS_Os12g026190	1205	1441	1571	1523	742	1078	1485	1283
AGIS_Os12g026200	0	0	0	0	0	0	0	0
AGIS_Os12g026210	0	0	0	0	0	0	0	0
AGIS_Os12g026220	973	1413	1567	1344	1334	1510	1003	1552
AGIS_Os12g026230	298	418	362	348	324	251	392	371
AGIS_Os12g026240	19	16	2	1	18	5	0	18
AGIS_Os12g026250	594	694	584	727	558	524	906	986
AGIS_Os12g026260	0	0	2	0	0	16	0	0
AGIS_Os12g026270	0	0	0	0	0	0	0	0
AGIS_Os12g026280	0	0	0	0	0	0	0	0
AGIS_Os12g026290	0	0	0	0	0	0	0	0
AGIS_Os12g026300	2	0	0	0	0	1	0	2
AGIS_Os12g026310	0	0	0	0	0	0	0	0
AGIS_Os12g026320	0	0	0	0	0	0	0	0
AGIS_Os12g026330	0	0	0	0	0	2	0	0
AGIS_Os12g026340	134	521	468	550	429	572	233	435
AGIS_Os12g026350	154	264	239	156	196	250	283	196
AGIS_Os12g026360	0	15	5	8	0	6	11	0
AGIS_Os12g026370	0	0	0	0	0	0	0	0
AGIS_Os12g026380	0	0	0	0	0	0	0	0
AGIS_Os12g026390	0	0	0	0	0	0	0	0
AGIS_Os12g026400	0	0	0	0	0	0	0	0
AGIS_Os12g026410	0	0	0	0	0	0	0	0
AGIS_Os12g026420	0	0	0	0	0	0	0	0
AGIS_Os12g026430	0	0	0	0	0	0	0	0
AGIS_Os12g026440	0	0	0	0	0	0	0	0
AGIS_Os12g026450	0	0	0	0	0	0	0	0
AGIS_Os12g026460	418	370	276	388	270	274	386	500
AGIS_Os12g026470	0	0	3	2	0	0	0	0
AGIS_Os12g026480	695	755	654	773	496	487	443	622
AGIS_Os12g026490	0	0	0	0	0	0	0	0
AGIS_Os12g026500	0	0	0	0	0	0	0	0
AGIS_Os12g026510	0	0	0	0	0	0	0	0
AGIS_Os12g026520	0	0	0	0	0	0	0	0
AGIS_Os12g026530	0	0	0	0	0	0	0	0
AGIS_Os12g026540	14	0	0	1	0	0	0	12
AGIS_Os12g026550	0	0	0	0	0	0	0	0
AGIS_Os12g026560	0	0	0	0	0	0	0	0
AGIS_Os12g026570	0	0	0	0	0	0	0	0
AGIS_Os12g026580	0	0	0	0	0	0	0	0
AGIS_Os12g026590	0	0	0	0	0	0	0	0
AGIS_Os12g026600	0	2	0	0	0	0	0	0
AGIS_Os12g026610	0	0	0	0	0	0	0	0
AGIS_Os12g026620	0	0	0	0	0	0	0	0
AGIS_Os12g026630	0	0	0	0	0	0	0	0
AGIS_Os12g026640	2677	2154	1479	1445	775	1182	1492	2139
AGIS_Os12g026650	348	225	263	186	184	127	208	239
AGIS_Os12g026660	0	0	0	0	0	0	0	0
AGIS_Os12g026670	228	275	174	143	147	148	226	238
AGIS_Os12g026680	78	288	155	132	125	185	74	108
AGIS_Os12g026690	146	89	95	106	41	71	107	143
AGIS_Os12g026700	558	1207	1253	976	946	1095	339	872
AGIS_Os12g026710	333	359	345	286	401	275	232	316
AGIS_Os12g026720	34	45	56	103	72	59	58	112
AGIS_Os12g026730	0	0	0	0	0	0	0	0
AGIS_Os12g026740	598	692	506	574	603	478	473	536
AGIS_Os12g026750	0	50	37	24	40	11	0	8
AGIS_Os12g026760	2	14	7	10	12	30	0	18
AGIS_Os12g026770	0	0	0	0	0	0	0	0
AGIS_Os12g026780	0	0	0	0	0	0	0	0
AGIS_Os12g026790	0	0	0	0	0	0	0	0
AGIS_Os12g026800	0	0	0	0	0	0	0	0
AGIS_Os12g026810	0	0	0	0	0	0	0	0
AGIS_Os12g026820	0	0	2	0	0	0	0	0
AGIS_Os12g026830	0	0	0	4	0	0	0	2
AGIS_Os12g026840	8	12	2	0	23	0	0	0
AGIS_Os12g026850	0	9	17	4	51	24	7	3
AGIS_Os12g026860	0	0	0	0	0	0	0	0
AGIS_Os12g026870	0	0	0	0	0	0	0	0
AGIS_Os12g026880	0	0	0	0	0	0	0	0
AGIS_Os12g026890	0	0	0	0	0	0	0	0
AGIS_Os12g026900	0	0	0	0	0	0	0	0
AGIS_Os12g026910	0	0	0	0	0	0	0	0
AGIS_Os12g026920	0	0	0	0	0	0	0	0
AGIS_Os12g026930	0	0	0	0	0	0	0	0
AGIS_Os12g026940	0	0	0	0	0	0	0	0
AGIS_Os12g026950	0	0	0	0	0	0	0	0
AGIS_Os12g026960	0	0	0	0	0	0	0	0
AGIS_Os12g026970	0	0	0	0	0	0	0	0
AGIS_Os12g026980	6	0	0	0	0	0	0	0
AGIS_Os12g026990	0	0	0	0	0	0	0	0
AGIS_Os12g027000	0	0	0	0	0	0	0	0
AGIS_Os12g027010	0	0	0	0	0	0	0	0
AGIS_Os12g027020	0	0	0	0	0	0	0	0
AGIS_Os12g027030	0	0	0	0	0	0	0	0
AGIS_Os12g027040	0	0	0	0	0	0	0	0
AGIS_Os12g027050	0	0	0	0	0	0	0	0
AGIS_Os12g027060	0	0	0	0	0	0	0	0
AGIS_Os12g027070	0	0	0	0	0	0	0	0
AGIS_Os12g027080	0	0	0	0	0	0	0	0
AGIS_Os12g027090	0	0	0	0	0	0	0	0
AGIS_Os12g027100	0	0	0	0	0	0	0	0
AGIS_Os12g027110	0	0	0	0	0	0	0	0
AGIS_Os12g027120	0	0	0	0	0	0	0	0
AGIS_Os12g027130	0	0	0	0	0	0	0	0
AGIS_Os12g027140	0	0	0	0	0	0	0	0
AGIS_Os12g027150	10	0	12	12	0	8	0	8
AGIS_Os12g027160	81	240	204	161	154	272	96	92
