,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
6517,AGIS_Os01g065170,-2.201814e-02, 3.5946621728, 9.582534e-03,9.251406e-01,0.9999110,Not_significant,9.506301e+00,1.189977e+01,1.398358e+01,1.314289e+01,1.155355e+01,1.376083e+01,9.304583e+00,1.317480e+01
6518,AGIS_Os01g065180,-1.340950e-01, 4.9646142393, 1.100030e-01,7.512308e-01,0.9999110,Not_significant,4.904484e+01,2.172153e+01,2.257590e+01,3.854444e+01,1.560056e+01,2.771701e+01,3.525517e+01,3.902053e+01
6519,AGIS_Os01g065190, 8.837766e-02, 5.3743666680, 7.556367e-02,7.924680e-01,0.9999110,Not_significant,5.938241e+01,3.699587e+01,2.802332e+01,3.790136e+01,3.130991e+01,3.935077e+01,5.480502e+01,4.376047e+01
6520,AGIS_Os01g065200,-3.276572e-01, 0.2227476121, 3.475292e-01,5.766652e-01,0.9999110,Not_significant,7.033810e-01,1.456390e+00,1.198058e+00,1.426828e+00,8.920821e-01,1.627859e+00,3.067445e-01,1.399589e+00
6521,AGIS_Os01g065210, 2.584217e-01, 2.3033633316, 9.318421e-01,3.707979e-01,0.9999110,Not_significant,3.111928e+00,5.346018e+00,4.436557e+00,5.064233e+00,5.004363e+00,5.469606e+00,6.257588e+00,4.478684e+00
6522,AGIS_Os01g065220, 1.391867e+00, 1.0823075476, 6.012804e+00,4.895709e-02,0.9999110,Not_significant,2.046199e+00,1.420869e+00,5.990289e-01,7.033657e-01,2.415149e+00,2.105364e+00,4.744315e+00,2.593904e+00
6523,AGIS_Os01g065230, 1.879749e-01, 3.5895298625, 4.496585e-01,5.270359e-01,0.9999110,Not_significant,6.884608e+00,1.298319e+01,1.267320e+01,1.249981e+01,1.296783e+01,1.571426e+01,8.507047e+00,1.375329e+01
6524,AGIS_Os01g065240, 4.164425e-01, 1.2673750564, 6.591308e-01,4.473572e-01,0.9999110,Not_significant,1.875683e+00,6.393909e-01,1.965563e+00,2.552213e+00,1.044389e+00,9.550105e-01,7.239170e+00,2.668549e+00
6531,AGIS_Os01g065310, 7.999522e-01, 5.2906739156, 5.634549e+00,5.452156e-02,0.9999110,Not_significant,7.123331e+01,1.491912e+01,2.463506e+01,1.481087e+01,6.921252e+01,2.621938e+01,3.597090e+01,5.583426e+01
6532,AGIS_Os01g065320, 4.994921e-01,-1.9629610223, 8.645841e-02,7.784698e-01,0.9999110,Not_significant,4.262915e-02,3.374563e-01,0.000000e+00,4.823079e-01,1.087905e-01,2.170478e-01,4.498919e-01,9.330591e-02
6534,AGIS_Os01g065340,-8.314645e-02, 0.4274646530, 1.869342e-02,8.956465e-01,0.9999110,Not_significant,1.577279e+00,9.768472e-01,1.048300e+00,1.346443e+00,4.351620e-01,7.813722e-01,2.310809e+00,1.959424e+00
6535,AGIS_Os01g065350,-1.793854e-02, 1.4924103105, 3.509282e-03,9.546399e-01,0.9999110,Not_significant,2.643007e+00,3.569932e+00,2.040442e+00,2.974232e+00,2.654488e+00,2.430936e+00,2.494855e+00,3.377674e+00
6536,AGIS_Os01g065360, 2.904365e-01, 2.2270132327, 1.135262e+00,3.266920e-01,0.9999110,Not_significant,3.857938e+00,4.493497e+00,3.369537e+00,4.943656e+00,6.614463e+00,4.210728e+00,4.682966e+00,4.963875e+00
6538,AGIS_Os01g065380,-2.414148e-01, 0.8836574514, 1.559392e-01,7.063505e-01,0.9999110,Not_significant,7.886393e-01,2.468759e+00,2.527153e+00,1.828751e+00,1.370760e+00,3.168898e+00,4.907912e-01,1.791474e+00
6539,AGIS_Os01g065390,-1.838638e-01, 3.7284380192, 2.870793e-01,6.110466e-01,0.9999110,Not_significant,8.525830e+00,1.546971e+01,1.666049e+01,1.539366e+01,1.470848e+01,1.499801e+01,7.157372e+00,1.280157e+01
6540,AGIS_Os01g065400, 4.946315e-02, 2.1111956999, 2.787191e-02,8.727738e-01,0.9999110,Not_significant,2.984041e+00,3.978432e+00,4.923268e+00,4.561829e+00,2.828553e+00,5.686653e+00,6.278037e+00,3.004450e+00
6541,AGIS_Os01g065410,-1.262328e-01, 2.8765420203, 2.137470e-01,6.598648e-01,0.9999110,Not_significant,8.696347e+00,6.784648e+00,5.447419e+00,9.626062e+00,5.156670e+00,6.250978e+00,7.791310e+00,8.677450e+00
6546,AGIS_Os01g065460, 2.159161e-01, 2.4227313324, 5.591649e-01,4.823306e-01,0.9999110,Not_significant,6.330429e+00,4.440215e+00,4.361679e+00,4.380963e+00,5.200186e+00,4.340957e+00,8.261652e+00,5.262454e+00
6549,AGIS_Os01g065490, 1.853409e-01, 3.9359508000, 8.947783e-01,3.798560e-01,0.9999110,Not_significant,1.327898e+01,1.541642e+01,1.381510e+01,1.446924e+01,1.899482e+01,1.395618e+01,1.709589e+01,1.509690e+01
6550,AGIS_Os01g065500, 2.845514e-01, 8.1632653992, 4.817274e-01,5.131711e-01,0.9999110,Not_significant,4.133749e+02,1.912312e+02,1.811126e+02,2.350648e+02,2.333556e+02,2.094078e+02,5.458416e+02,2.836873e+02
6551,AGIS_Os01g065510,-3.114210e-01, 4.0547106495, 2.314904e-01,6.471794e-01,0.9999110,Not_significant,6.266485e+00,2.054931e+01,2.452274e+01,2.176414e+01,1.949526e+01,1.896998e+01,4.519369e+00,1.653381e+01
6552,AGIS_Os01g065520, 1.712105e-01, 5.0796218935, 2.723239e-01,6.201613e-01,0.9999110,Not_significant,4.354568e+01,2.639264e+01,2.942729e+01,2.520059e+01,2.458665e+01,2.470004e+01,5.768842e+01,3.866597e+01
6553,AGIS_Os01g065530, 1.500504e-01, 1.8677722092, 3.339705e-01,5.838574e-01,0.9999110,Not_significant,3.452961e+00,3.676498e+00,2.789228e+00,3.657501e+00,4.177555e+00,3.668108e+00,2.678902e+00,4.777263e+00
6554,AGIS_Os01g065540, 1.177632e-01,-0.7446761842, 3.603310e-02,8.555586e-01,0.9999110,Not_significant,4.262915e-01,4.440215e-01,3.931127e-01,8.641350e-01,3.046134e-01,8.030770e-01,5.112408e-01,7.091249e-01
6555,AGIS_Os01g065550,-2.579829e-01, 2.9012624456, 7.633353e-01,4.153261e-01,0.9999110,Not_significant,6.245171e+00,7.690452e+00,1.128795e+01,7.234618e+00,9.007854e+00,6.511435e+00,5.869045e+00,5.598355e+00
6556,AGIS_Os01g065560,-5.416210e-01,-0.6853760125, 4.507052e-01,5.265719e-01,0.9999110,Not_significant,7.673247e-01,4.617823e-01,6.739075e-01,3.215386e-01,1.958229e-01,3.689813e-01,1.738219e+00,1.306283e-01
6557,AGIS_Os01g065570,-4.006428e-02, 0.8732673485, 8.553501e-03,9.292700e-01,0.9999110,Not_significant,1.534649e+00,1.118934e+00,1.890685e+00,2.773270e+00,2.654488e+00,1.323992e+00,1.738219e+00,1.306283e+00
6561,AGIS_Os01g065610,-2.839538e-01, 7.7085755513, 2.385768e-01,6.422839e-01,0.9999110,Not_significant,9.926198e+01,3.486101e+02,2.815623e+02,1.581568e+02,3.503054e+02,2.359310e+02,8.658375e+01,1.126762e+02
6562,AGIS_Os01g065620,-1.076056e-01,-0.8814778723, 4.517641e-03,9.485590e-01,0.9999110,Not_significant,1.492020e+00,3.196954e-01,3.369537e-01,2.210578e-01,0.000000e+00,4.992100e-01,6.952875e-01,4.665296e-01
6564,AGIS_Os01g065640,-7.690422e-02, 4.7031745812, 1.869573e-02,8.956401e-01,0.9999110,Not_significant,1.784030e+01,1.847129e+01,1.830782e+01,4.264406e+01,5.134912e+00,2.980067e+01,4.971306e+01,2.616298e+01
6565,AGIS_Os01g065650,-2.070748e-01, 3.9546443810, 7.372644e-01,4.229634e-01,0.9999110,Not_significant,1.206405e+01,1.687282e+01,1.870093e+01,1.854876e+01,1.433859e+01,1.643052e+01,1.002032e+01,1.673908e+01
6566,AGIS_Os01g065660,-3.381194e-02, 4.5813560122, 2.395505e-02,8.819896e-01,0.9999110,Not_significant,2.035542e+01,2.175705e+01,2.746173e+01,2.682838e+01,2.341172e+01,2.543801e+01,1.732084e+01,2.862625e+01
6567,AGIS_Os01g065670,-2.602131e-01, 0.2780126043, 3.964008e-01,5.516142e-01,0.9999110,Not_significant,1.406762e+00,9.946081e-01,1.216777e+00,1.366539e+00,1.675374e+00,6.077339e-01,9.202335e-01,1.194316e+00
6568,AGIS_Os01g065680, 1.969092e-01, 2.7508794930, 3.594499e-01,5.703775e-01,0.9999110,Not_significant,7.992966e+00,6.091974e+00,4.923268e+00,5.566637e+00,5.526558e+00,6.207568e+00,1.110415e+01,6.120868e+00
6569,AGIS_Os01g065690, 1.186032e-01,-0.4247075258, 1.637272e-02,9.022948e-01,0.9999110,Not_significant,1.065729e-01,7.992386e-01,1.085740e+00,8.038465e-01,7.397754e-01,1.367401e+00,3.271941e-01,4.105460e-01
6570,AGIS_Os01g065700,-8.091685e-01, 0.5706081046, 9.155727e-01,3.749802e-01,0.9999110,Not_significant,1.662537e+00,1.385347e+00,1.722208e+00,1.868943e+00,1.349002e+00,1.736383e+00,8.179853e-02,1.754151e+00
6571,AGIS_Os01g065710,-4.812082e-02, 3.1176882375, 2.522775e-02,8.789250e-01,0.9999110,Not_significant,5.307329e+00,1.023025e+01,1.220521e+01,7.757119e+00,8.311595e+00,1.176399e+01,6.543883e+00,6.997944e+00
6572,AGIS_Os01g065720, 5.863062e-02, 4.1869353440, 1.155529e-01,7.452198e-01,0.9999110,Not_significant,1.555964e+01,1.884427e+01,1.879453e+01,1.806645e+01,1.832032e+01,2.001181e+01,1.705499e+01,1.873583e+01
6573,AGIS_Os01g065730,-3.146689e-03, 2.5715394957, 1.128543e-04,9.918626e-01,0.9999110,Not_significant,8.696347e+00,5.026323e+00,4.324240e+00,5.988656e+00,4.939089e+00,5.903701e+00,5.848595e+00,6.512753e+00
6574,AGIS_Os01g065740, 1.746914e-01, 0.7837226405, 2.112785e-01,6.615703e-01,0.9999110,Not_significant,1.001785e+00,1.918173e+00,1.310376e+00,2.210578e+00,1.914713e+00,1.779792e+00,1.431474e+00,1.884779e+00
6576,AGIS_Os01g065760, 6.151346e-01,-0.2634083824, 1.444543e+00,2.736374e-01,0.9999110,Not_significant,3.197186e-01,7.459560e-01,7.675057e-01,7.435580e-01,8.485659e-01,1.063534e+00,9.611328e-01,8.957368e-01
6577,AGIS_Os01g065770,-9.011472e-02, 3.2233833017, 7.695527e-02,7.906212e-01,0.9999110,Not_significant,7.438787e+00,9.803994e+00,1.158746e+01,9.083465e+00,1.100960e+01,1.113455e+01,5.214656e+00,9.125318e+00
6579,AGIS_Os01g065790,-4.208583e-01, 0.4456003803, 7.063973e-01,4.323096e-01,0.9999110,Not_significant,1.214931e+00,2.255629e+00,1.123179e+00,1.165577e+00,5.657106e-01,1.302287e+00,6.952875e-01,2.239342e+00
6580,AGIS_Os01g065800,-2.583479e-01, 5.0383114403, 2.004015e-01,6.698437e-01,0.9999110,Not_significant,1.263954e+01,4.115191e+01,5.460522e+01,3.759992e+01,3.350748e+01,4.045772e+01,1.169719e+01,3.090292e+01
6582,AGIS_Os01g065820, 1.668284e+00,-1.8164595572, 1.824648e+00,2.245635e-01,0.9999110,Not_significant,0.000000e+00,1.776086e-01,3.743930e-02,3.617309e-01,2.175810e-02,5.426196e-01,5.725897e-01,2.425954e-01
6583,AGIS_Os01g065830, 1.073375e-01, 3.0280934744, 4.045244e-02,8.471323e-01,0.9999110,Not_significant,2.643007e+00,1.049667e+01,9.509583e+00,8.520773e+00,9.334225e+00,1.443368e+01,3.824081e+00,6.176852e+00
6584,AGIS_Os01g065840,-4.179173e-01, 6.2764826020, 3.824246e+00,9.721593e-02,0.9999110,Not_significant,7.664721e+01,7.507515e+01,1.041749e+02,9.662235e+01,4.767200e+01,8.017747e+01,7.946727e+01,5.999570e+01
6585,AGIS_Os01g065850,-4.433122e-02, 2.4927405446, 2.093162e-02,8.896235e-01,0.9999110,Not_significant,7.076439e+00,5.665714e+00,4.155763e+00,5.647022e+00,5.918203e+00,3.950271e+00,7.464116e+00,4.833246e+00
6586,AGIS_Os01g065860,-4.310546e-02, 2.4685502925, 3.709016e-02,8.534849e-01,0.9999110,Not_significant,6.032025e+00,5.381540e+00,6.233644e+00,4.622117e+00,6.636221e+00,4.861872e+00,5.603199e+00,4.590651e+00
6589,AGIS_Os02g000010, 2.158293e-01, 5.0067804887, 9.282131e-01,3.719206e-01,0.9999110,Not_significant,2.244425e+01,3.267998e+01,3.294659e+01,3.094809e+01,4.023073e+01,3.594312e+01,2.838409e+01,3.331021e+01
6590,AGIS_Os02g000020, 5.232262e-02, 3.1635787575, 6.156122e-02,8.121234e-01,0.9999110,Not_significant,7.651933e+00,8.436408e+00,9.472144e+00,9.465292e+00,1.009576e+01,8.399751e+00,8.138954e+00,9.703815e+00
6591,AGIS_Os02g000030,-3.474165e-02, 5.5234575954, 3.380783e-02,8.600299e-01,0.9999110,Not_significant,5.710175e+01,4.198667e+01,3.944231e+01,4.837146e+01,4.479993e+01,4.382196e+01,4.846563e+01,4.366717e+01
6594,AGIS_Os02g000060, 3.151215e-01, 3.7443054328, 1.474898e+00,2.694490e-01,0.9999110,Not_significant,1.549570e+01,1.033682e+01,1.033325e+01,1.143472e+01,1.131421e+01,1.295776e+01,1.785253e+01,1.716829e+01
6595,AGIS_Os02g000070, 8.602555e-02, 5.3368396588, 2.614742e-01,6.269462e-01,0.9999110,Not_significant,3.540351e+01,3.685378e+01,3.861864e+01,4.589963e+01,4.379906e+01,3.694154e+01,3.928375e+01,4.620509e+01
6596,AGIS_Os02g000080,-5.575720e-02, 1.7559360069, 3.793087e-02,8.518576e-01,0.9999110,Not_significant,3.154557e+00,3.889628e+00,3.201060e+00,3.295771e+00,3.046134e+00,2.778212e+00,4.253524e+00,3.079095e+00
6598,AGIS_Os02g000100, 1.375252e-01, 5.0199261060, 6.211894e-01,4.599005e-01,0.9999110,Not_significant,2.562012e+01,3.108150e+01,2.985784e+01,3.733867e+01,3.065716e+01,3.676790e+01,3.468258e+01,3.323557e+01
6599,AGIS_Os02g000110, 9.967197e-02, 3.3264254863, 1.665175e-01,6.971375e-01,0.9999110,Not_significant,8.419257e+00,9.555342e+00,9.996294e+00,1.022895e+01,1.216278e+01,1.146013e+01,6.911976e+00,1.119671e+01
6601,AGIS_Os02g000130, 1.702883e+00,-2.0910563124, 1.238106e+00,3.077192e-01,0.9999110,Not_significant,2.984041e-01,0.000000e+00,1.871965e-02,2.009616e-01,1.305486e-01,1.085239e-01,4.907912e-01,3.172401e-01
6605,AGIS_Os02g000170,-2.674803e-02, 5.4045708511, 4.458787e-03,9.488946e-01,0.9999110,Not_significant,2.242293e+01,4.450871e+01,5.651463e+01,4.841165e+01,4.960847e+01,4.788075e+01,2.261729e+01,4.657831e+01
6606,AGIS_Os02g000180,-3.921298e-01, 2.2175662505, 4.038210e-01,5.481864e-01,0.9999110,Not_significant,1.747795e+00,5.949887e+00,6.851392e+00,6.450868e+00,5.461283e+00,5.361082e+00,1.758668e+00,3.303029e+00
6608,AGIS_Os02g000200, 1.372096e-01,-0.9680928487, 3.654565e-02,8.545492e-01,0.9999110,Not_significant,1.705166e-01,9.768472e-01,3.369537e-01,4.220194e-01,5.221944e-01,6.728483e-01,3.271941e-01,3.359013e-01
6609,AGIS_Os02g000210, 3.577642e-01, 2.0128793319, 2.117693e+00,1.946792e-01,0.9999110,Not_significant,3.580849e+00,2.752933e+00,3.781370e+00,3.898655e+00,4.765024e+00,3.646404e+00,5.235106e+00,4.310733e+00
6610,AGIS_Os02g000220, 4.553216e-01, 4.8748724780, 1.509600e+00,2.644456e-01,0.9999110,Not_significant,6.567021e+01,1.115382e+01,1.025837e+01,2.530107e+01,3.840305e+01,1.517164e+01,2.815914e+01,4.030815e+01
6611,AGIS_Os02g000230, 2.124176e-01, 4.9126330531, 6.804731e-01,4.404566e-01,0.9999110,Not_significant,4.525084e+01,2.099333e+01,1.842014e+01,2.950117e+01,3.207144e+01,2.252957e+01,3.363965e+01,3.823676e+01
6612,AGIS_Os02g000240, 1.088510e-01, 4.6623455386, 3.573113e-01,5.713457e-01,0.9999110,Not_significant,2.674979e+01,2.591309e+01,2.439171e+01,2.033732e+01,2.872069e+01,2.430936e+01,2.366023e+01,2.817839e+01
6613,AGIS_Os02g000250, 1.101466e-01, 4.1284547048, 1.618222e-01,7.011905e-01,0.9999110,Not_significant,2.363786e+01,1.605582e+01,1.119435e+01,1.712193e+01,1.653616e+01,1.888316e+01,2.104267e+01,1.513422e+01
6616,AGIS_Os02g000280, 7.744860e-01,-1.1903421232, 3.754793e-01,5.621480e-01,0.9999110,Not_significant,0.000000e+00,5.150649e-01,4.679913e-01,3.617309e-01,4.351620e-01,5.643244e-01,6.543883e-01,1.866118e-01
6617,AGIS_Os02g000290,-3.194910e-01, 5.5366145317, 2.670056e+00,1.521685e-01,0.9999110,Not_significant,4.218154e+01,4.798984e+01,5.892946e+01,5.640993e+01,3.468241e+01,4.970396e+01,4.658426e+01,3.454185e+01
6618,AGIS_Os02g000300,-5.080268e-01, 2.2139632603, 2.759556e+00,1.468084e-01,0.9999110,Not_significant,4.795779e+00,4.617823e+00,4.979427e+00,7.114041e+00,3.002618e+00,5.382786e+00,3.619585e+00,3.284368e+00
6622,AGIS_Os02g000340, 3.071964e-01, 6.0591725412, 9.348814e-01,3.703229e-01,0.9999110,Not_significant,8.071830e+01,6.212748e+01,4.196946e+01,5.291319e+01,5.876863e+01,6.550504e+01,1.062154e+02,6.490359e+01
6624,AGIS_Os02g000360, 5.518195e-02, 3.4254195264, 8.051050e-02,7.859187e-01,0.9999110,Not_significant,1.061466e+01,9.644146e+00,9.958855e+00,1.179645e+01,1.070499e+01,1.211127e+01,1.018392e+01,1.061821e+01
6626,AGIS_Os02g000380, 2.019961e-01,-1.1715859295, 7.987922e-02,7.867341e-01,0.9999110,Not_significant,2.557749e-01,3.907389e-01,4.118323e-01,4.220194e-01,4.786782e-01,6.511435e-01,3.271941e-01,2.985789e-01
6627,AGIS_Os02g000390, 4.058486e-01, 0.3226568427, 1.095152e+00,3.347125e-01,0.9999110,Not_significant,1.108358e+00,7.281952e-01,1.385254e+00,9.445196e-01,1.762406e+00,9.550105e-01,1.574622e+00,1.231638e+00
6629,AGIS_Os02g000410, 6.168258e-01, 1.4306665651, 4.440573e+00,7.855064e-02,0.9999110,Not_significant,1.683851e+00,2.255629e+00,1.535011e+00,3.014424e+00,2.893827e+00,2.799917e+00,2.883398e+00,4.180105e+00
6635,AGIS_Os02g000470,-3.262333e-01, 1.4917494487, 9.102467e-01,3.760890e-01,0.9999110,Not_significant,1.321504e+00,3.960671e+00,3.743930e+00,3.516828e+00,1.740648e+00,3.689813e+00,2.126762e+00,2.071391e+00
6636,AGIS_Os02g000480, 2.307873e-01, 3.5746586891, 8.290428e-01,3.970724e-01,0.9999110,Not_significant,1.415288e+01,9.697429e+00,8.611040e+00,1.119356e+01,1.137949e+01,9.550105e+00,1.554172e+01,1.487296e+01
6639,AGIS_Os02g000510,-1.127006e-01, 1.3948978241, 1.127112e-01,7.482374e-01,0.9999110,Not_significant,1.875683e+00,2.628607e+00,3.594173e+00,2.632597e+00,2.589214e+00,2.799917e+00,3.067445e+00,1.530217e+00
6640,AGIS_Os02g000520,-4.434320e-02, 4.7020782314, 3.868540e-02,8.504577e-01,0.9999110,Not_significant,1.826659e+01,2.752933e+01,3.013864e+01,2.980261e+01,2.426028e+01,2.776042e+01,1.891591e+01,3.123882e+01
6641,AGIS_Os02g000530, 1.374283e-01, 4.0086919393, 5.562582e-01,4.832970e-01,0.9999110,Not_significant,1.283137e+01,1.648208e+01,1.523780e+01,1.672001e+01,1.773285e+01,1.593131e+01,1.560307e+01,1.791474e+01
6642,AGIS_Os02g000540,-7.818474e-03, 5.3743693789, 1.047366e-03,9.752147e-01,0.9999110,Not_significant,4.721178e+01,4.651569e+01,3.670924e+01,3.468598e+01,4.832474e+01,2.793406e+01,4.963126e+01,4.051343e+01
6643,AGIS_Os02g000550, 2.691431e-01, 4.1548280562, 1.856804e+00,2.207853e-01,0.9999110,Not_significant,1.894866e+01,1.744116e+01,1.304760e+01,1.519270e+01,2.127942e+01,1.734212e+01,2.141077e+01,1.752285e+01
6645,AGIS_Os02g000570,-1.705420e-02,-0.0142522493, 9.129262e-04,9.768534e-01,0.9999110,Not_significant,1.385447e+00,9.946081e-01,3.556734e-01,1.225866e+00,6.527430e-01,1.345697e+00,6.952875e-01,9.517203e-01
6646,AGIS_Os02g000580,-7.657698e-01, 1.3646688606, 4.646209e+00,7.350559e-02,0.9999110,Not_significant,1.960941e+00,3.303520e+00,4.717352e+00,2.532116e+00,1.370760e+00,3.082079e+00,2.413057e+00,8.957368e-01
6647,AGIS_Os02g000590, 3.533873e-01, 7.7765501048, 1.031750e+00,3.482983e-01,0.9999110,Not_significant,2.913489e+02,1.949432e+02,1.319361e+02,1.611109e+02,1.862929e+02,2.352799e+02,3.324906e+02,2.204259e+02
6650,AGIS_Os02g000620, 3.759314e-01, 4.6789405015, 6.510197e-01,4.500295e-01,0.9999110,Not_significant,2.888125e+01,1.934157e+01,1.130667e+01,2.540155e+01,1.449090e+01,1.669098e+01,3.386459e+01,5.462128e+01
6651,AGIS_Os02g000630, 1.802074e-01,-0.4199086564, 9.998991e-02,7.623006e-01,0.9999110,Not_significant,5.115498e-01,9.058038e-01,5.241502e-01,6.430772e-01,8.485659e-01,7.162579e-01,3.680934e-01,1.138332e+00
6660,AGIS_Os02g000720, 4.387715e-01, 1.4005331654, 4.187502e-01,5.411134e-01,0.9999110,Not_significant,6.437002e+00,9.413255e-01,8.985433e-01,2.049809e+00,1.501309e+00,1.714678e+00,2.188111e+00,5.075842e+00
6661,AGIS_Os02g000730,-4.582829e-01, 0.6930009802, 9.392431e-01,3.692837e-01,0.9999110,Not_significant,1.364133e+00,2.184586e+00,1.329095e+00,2.250770e+00,1.240212e+00,2.344117e+00,1.267877e+00,6.344802e-01
6662,AGIS_Os02g000740, 4.911534e-02, 4.3997193134, 6.832226e-02,8.023302e-01,0.9999110,Not_significant,2.387232e+01,1.845353e+01,1.988027e+01,2.059857e+01,1.871197e+01,1.970794e+01,2.321033e+01,2.411025e+01
6663,AGIS_Os02g000750, 4.222950e-02, 3.1240670049, 1.797292e-02,8.976631e-01,0.9999110,Not_significant,1.104095e+01,6.287344e+00,7.487861e+00,9.063369e+00,5.548316e+00,8.095884e+00,8.691094e+00,1.321212e+01
6664,AGIS_Os02g000760, 1.610538e-01, 6.2597688100, 7.806912e-01,4.101399e-01,0.9999110,Not_significant,6.656542e+01,6.857467e+01,7.403622e+01,7.935974e+01,8.822910e+01,6.528799e+01,8.386395e+01,8.677450e+01
6666,AGIS_Os02g000780, 1.924382e-01, 0.0520883221, 1.365691e-01,7.241089e-01,0.9999110,Not_significant,8.099539e-01,1.207738e+00,8.049450e-01,7.435580e-01,5.221944e-01,9.767153e-01,1.860917e+00,1.045026e+00
6667,AGIS_Os02g000790,-1.133245e+00,-0.1980179202, 5.523669e+00,5.601690e-02,0.9999110,Not_significant,8.099539e-01,9.946081e-01,1.235497e+00,1.547404e+00,5.221944e-01,3.906861e-01,5.112408e-01,6.344802e-01
6670,AGIS_Os02g000820,-3.154616e-03, 3.8344689685, 2.766947e-04,9.872551e-01,0.9999110,Not_significant,1.654011e+01,1.431525e+01,1.272936e+01,1.340414e+01,1.486078e+01,1.213297e+01,1.539857e+01,1.442509e+01
6671,AGIS_Os02g000830,-7.563241e-01, 2.3618769000, 5.234430e+00,6.137846e-02,0.9999110,Not_significant,3.921882e+00,7.814778e+00,7.094748e+00,6.933176e+00,4.590959e+00,3.841747e+00,2.883398e+00,3.713575e+00
6674,AGIS_Os02g000860, 5.767601e-02,-2.1544319039, 4.447017e-03,9.489472e-01,0.9999110,Not_significant,0.000000e+00,4.084997e-01,1.123179e-01,3.215386e-01,4.351620e-02,1.736383e-01,1.431474e-01,2.612566e-01
6675,AGIS_Os02g000870, 1.401174e+00,-0.6367568947, 2.511248e+00,1.632793e-01,0.9999110,Not_significant,3.410332e-01,8.880429e-01,3.743930e-02,3.818271e-01,1.131421e+00,7.813722e-01,6.543883e-01,6.158190e-01
6677,AGIS_Os02g000890, 2.010046e-01,-0.4423716885, 4.862396e-02,8.326646e-01,0.9999110,Not_significant,2.131458e-01,1.776086e+00,4.118323e-01,3.215386e-01,1.479551e+00,5.643244e-01,5.725897e-01,2.239342e-01
6679,AGIS_Os02g000910,-1.363422e-01, 0.3204055761, 7.541614e-02,7.926311e-01,0.9999110,Not_significant,1.385447e+00,1.136695e+00,1.198058e+00,1.105289e+00,1.109663e+00,4.558005e-01,1.595071e+00,1.679506e+00
6680,AGIS_Os02g000920, 5.774438e-01, 1.3253047368, 3.226056e+00,1.214101e-01,0.9999110,Not_significant,3.197186e+00,1.633999e+00,2.152760e+00,1.205770e+00,3.328989e+00,2.908441e+00,2.883398e+00,2.425954e+00
6681,AGIS_Os02g000930, 8.242876e-01, 4.2456578369, 1.866458e+01,4.705238e-03,0.8936214,Not_significant,1.867157e+01,1.067428e+01,1.177466e+01,1.185674e+01,4.186259e+01,1.627859e+01,1.781163e+01,2.252405e+01
6684,AGIS_Os02g000960, 3.157687e-01, 4.3822784512, 2.942060e+00,1.359182e-01,0.9999110,Not_significant,1.877814e+01,1.987440e+01,1.514420e+01,2.053828e+01,2.312886e+01,2.031568e+01,2.361933e+01,2.511795e+01
6685,AGIS_Os02g000970, 3.772844e-01, 3.3617112042, 1.708829e+00,2.382092e-01,0.9999110,Not_significant,1.157381e+01,7.281952e+00,9.172629e+00,6.973368e+00,9.464774e+00,7.205988e+00,1.723904e+01,1.300684e+01
6686,AGIS_Os02g000980,-1.144997e-01, 1.5832393239, 3.358152e-02,8.605345e-01,0.9999110,Not_significant,1.598593e+00,3.925150e+00,3.238500e+00,2.813463e+00,3.677119e+00,4.536300e+00,6.134890e-01,3.247046e+00
6688,AGIS_Os02g001000, 1.602582e-01, 6.4287159415, 2.952985e-01,6.061027e-01,0.9999110,Not_significant,1.130525e+02,6.587502e+01,6.302907e+01,8.319811e+01,6.694968e+01,6.999793e+01,1.083626e+02,1.183865e+02
6689,AGIS_Os02g001010,-3.951663e-02, 1.2222692057, 9.852475e-03,9.241113e-01,0.9999110,Not_significant,8.738976e-01,3.463367e+00,2.602032e+00,2.712982e+00,1.827680e+00,3.060375e+00,2.044963e+00,1.754151e+00
6690,AGIS_Os02g001020,-1.515743e-01, 0.3774433834, 1.427407e-01,7.182695e-01,0.9999110,Not_significant,6.820664e-01,1.367586e+00,1.740928e+00,1.426828e+00,5.221944e-01,1.758087e+00,1.206528e+00,1.362266e+00
6692,AGIS_Os02g001040,-2.621152e+00,-0.7830878520, 3.282818e+00,1.191171e-01,0.9999110,Not_significant,9.378413e-01,3.019346e-01,5.990289e-01,1.446924e+00,8.703240e-02,7.379627e-01,0.000000e+00,2.239342e-01
