,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mycLP_1,CPM.pho2mycLP_2,CPM.pho2mycLP_3,CPM.pho2mycLP_4,CPM.pho2mycHP_1,CPM.pho2mycHP_2,CPM.pho2mycHP_3,CPM.pho2mycHP_4
189,AGIS_Os01g001890, 5.967391e-01, 2.793789e+00, 6.655240e+00,2.714059e-02,0.1444770822,Not_significant,3.750843e+00,4.386403e+00,6.039628e+00,8.036749e+00,7.831647e+00,6.458406e+00,1.133693e+01,7.315299e+00
190,AGIS_Os01g001900, 7.433028e-01, 4.834828e+00, 1.603386e+01,2.697440e-03,0.0379078332,Not_significant,2.015791e+01,2.176331e+01,1.687896e+01,2.651719e+01,4.233387e+01,3.660983e+01,3.697634e+01,2.677021e+01
192,AGIS_Os01g001920,-1.021914e-01, 3.534878e+00, 4.265231e-01,5.282247e-01,0.7354616156,Not_significant,1.247213e+01,1.245064e+01,1.179927e+01,1.077006e+01,1.425455e+01,1.015415e+01,1.193004e+01,8.608089e+00
194,AGIS_Os01g001940,-1.502316e+00,-1.075795e+00, 3.245701e+00,1.013645e-01,0.3053048655,Not_significant,1.104543e+00,5.736065e-01,7.199556e-01,2.651719e-01,1.193849e-01,3.293238e-01,2.372451e-01,1.734230e-01
197,AGIS_Os01g001970,-1.042331e+00, 1.379473e+00, 1.272261e+01,5.009488e-03,0.0550707066,Not_significant,3.773855e+00,3.745313e+00,2.979816e+00,3.284052e+00,1.432618e+00,1.463661e+00,1.677662e+00,2.159905e+00
198,AGIS_Os01g001980, 2.284367e-02, 4.081061e+00, 2.020404e-02,8.897524e-01,0.9495607050,Not_significant,1.652212e+01,1.666833e+01,1.475909e+01,1.860283e+01,1.198624e+01,1.981432e+01,1.884404e+01,1.787834e+01
199,AGIS_Os01g001990,-1.487105e-01, 5.038851e-01, 5.641053e-02,8.171926e-01,0.9118799349,Not_significant,8.514184e-01,9.278929e-01,2.079872e+00,1.754214e+00,2.387697e+00,1.664915e+00,4.744901e-01,9.459439e-01
200,AGIS_Os01g002000, 3.061475e-01, 2.408939e+00, 2.241431e+00,1.648112e-01,0.3990105453,Not_significant,6.351121e+00,3.728442e+00,5.239677e+00,3.692009e+00,6.446783e+00,5.013040e+00,6.981784e+00,4.745485e+00
201,AGIS_Os01g002010, 4.801714e-02, 4.578875e+00, 1.332053e-01,7.226265e-01,0.8593557282,Not_significant,2.480619e+01,2.339977e+01,2.453849e+01,2.100977e+01,2.378147e+01,2.791934e+01,2.145373e+01,2.397968e+01
202,AGIS_Os01g002020,-2.386778e-02, 6.584939e+00, 3.826984e-02,8.487657e-01,0.9287398574,Not_significant,1.000762e+02,8.467445e+01,1.029736e+02,9.950066e+01,8.662566e+01,9.638210e+01,9.483024e+01,1.026191e+02
203,AGIS_Os01g002030, 4.253775e-01, 1.045021e+00, 9.234205e-01,3.589334e-01,0.6030228049,Not_significant,9.664749e-01,1.788303e+00,1.319919e+00,3.039278e+00,1.910158e+00,2.854140e+00,3.016402e+00,1.292790e+00
204,AGIS_Os01g002040,-7.195538e-02, 4.340334e+00, 2.770033e-01,6.099867e-01,0.7901199783,Not_significant,2.317239e+01,1.931704e+01,2.237862e+01,1.819487e+01,1.874342e+01,2.111332e+01,1.906434e+01,1.977023e+01
205,AGIS_Os01g002050, 8.907729e-02, 3.280086e+00, 3.139516e-01,5.874265e-01,0.7754573767,Not_significant,1.058520e+01,9.953760e+00,9.219431e+00,7.832770e+00,1.057750e+01,1.019074e+01,8.947528e+00,1.010583e+01
206,AGIS_Os01g002060,-1.448144e-01, 4.587141e+00, 1.076579e+00,3.235661e-01,0.5710934930,Not_significant,3.138742e+01,2.387215e+01,2.277860e+01,2.253961e+01,2.628855e+01,1.996068e+01,1.820009e+01,2.697517e+01
207,AGIS_Os01g002070, 3.691948e-01, 3.337204e+00, 4.526494e+00,5.888398e-02,0.2259166914,Not_significant,5.200556e+00,1.354724e+01,8.419481e+00,7.853168e+00,8.500202e+00,1.829577e+01,1.128609e+01,7.409894e+00
208,AGIS_Os01g002080, 2.558216e-01, 4.472006e+00, 3.099909e+00,1.083603e-01,0.3162269137,Not_significant,1.166673e+01,3.460197e+01,1.723894e+01,1.848044e+01,1.351437e+01,3.278602e+01,2.696121e+01,2.193013e+01
209,AGIS_Os01g002090, 3.480743e-02, 3.392588e+00, 5.425000e-02,8.204592e-01,0.9133708489,Not_significant,1.208094e+01,9.616345e+00,9.159435e+00,1.040290e+01,1.318009e+01,8.891743e+00,1.016765e+01,1.023196e+01
227,AGIS_Os01g002270, 2.457955e+00, 2.549399e+00, 5.742521e+01,2.173933e-05,0.0021595867,UP,3.221583e+00,1.332792e+00,5.999630e-01,1.325860e+00,2.165641e+01,3.037097e+00,4.050112e+00,1.138286e+01
228,AGIS_Os01g002280, 9.129686e-01, 6.420726e+00, 5.224075e+01,2.624018e-05,0.0024024448,Not_significant,6.206150e+01,4.997125e+01,7.015567e+01,5.301398e+01,1.442169e+02,8.644750e+01,1.289766e+02,9.022728e+01
229,AGIS_Os01g002290, 6.248681e-01, 5.555371e+00, 3.736912e+00,9.987398e-02,0.3026422133,Not_significant,2.922436e+01,1.857473e+01,5.071687e+01,4.924038e+01,3.720032e+01,5.757678e+01,9.611815e+01,3.722289e+01
232,AGIS_Os01g002320, 1.066141e+00, 2.984197e+00, 1.036998e+01,1.144255e-02,0.0899314005,Not_significant,4.855386e+00,3.374156e+00,6.519598e+00,4.426331e+00,2.060583e+01,7.501265e+00,5.778612e+00,9.995473e+00
241,AGIS_Os01g002410, 3.354255e-01, 3.098316e+00, 2.724052e+00,1.294277e-01,0.3498330326,Not_significant,6.190042e+00,7.068857e+00,7.059565e+00,9.627780e+00,6.613922e+00,1.214839e+01,1.094717e+01,8.529260e+00
242,AGIS_Os01g002420, 1.105186e-01, 1.954484e+00, 2.016616e-01,6.628252e-01,0.8238837166,Not_significant,3.037493e+00,4.200824e+00,3.259799e+00,4.283546e+00,3.987455e+00,4.610533e+00,4.100951e+00,3.216209e+00
243,AGIS_Os01g002430, 1.976560e-01, 4.254545e+00, 2.227042e+00,1.660471e-01,0.4006383454,Not_significant,1.613093e+01,1.541989e+01,1.905882e+01,2.056102e+01,1.996115e+01,1.921056e+01,2.243661e+01,1.961257e+01
244,AGIS_Os01g002440, 1.488719e-02, 4.969182e+00, 1.544944e-02,9.035098e-01,0.9563252531,Not_significant,3.207776e+01,3.053611e+01,3.005815e+01,3.159625e+01,3.039539e+01,2.910857e+01,3.001150e+01,3.649767e+01
245,AGIS_Os01g002450, 7.602323e-01, 2.076271e+00, 2.651136e+00,1.420480e-01,0.3684778173,Not_significant,1.702837e+00,2.091977e+00,3.359793e+00,5.181051e+00,9.240389e+00,3.695745e+00,5.100769e+00,3.105849e+00
248,AGIS_Os01g002480, 5.523418e-01,-8.351553e-01, 3.036097e-01,5.935565e-01,0.7789987915,Not_significant,1.288633e+00,3.374156e-02,2.599840e-01,6.119352e-01,3.820316e-01,5.488730e-01,5.253284e-01,5.675663e-01
253,AGIS_Os01g002530, 3.496551e-01, 4.605042e+00, 1.021555e+00,3.501183e-01,0.5950894796,Not_significant,2.388574e+01,1.418833e+01,1.849886e+01,2.462019e+01,2.163254e+01,2.151582e+01,5.344793e+01,1.658555e+01
254,AGIS_Os01g002540, 1.378033e+00, 4.685006e+00, 2.148492e+01,2.499966e-03,0.0360621248,UP,1.880024e+01,1.337853e+01,8.159497e+00,1.327899e+01,6.929098e+01,3.468878e+01,3.250257e+01,1.545042e+01
255,AGIS_Os01g002550, 1.962496e+00, 5.258534e+00, 3.791567e+01,6.391955e-04,0.0160367480,UP,1.447411e+01,1.078043e+01,1.607901e+01,2.025505e+01,8.559895e+01,6.621238e+01,5.683714e+01,3.572515e+01
256,AGIS_Os01g002560, 8.602973e-02, 3.782396e+00, 3.918831e-01,5.451394e-01,0.7468501495,Not_significant,1.389883e+01,1.261934e+01,1.507907e+01,1.174916e+01,1.406354e+01,1.322784e+01,1.496339e+01,1.417339e+01
257,AGIS_Os01g002570,-2.915100e-01,-7.953014e-01, 1.198184e-01,7.363042e-01,0.8669869464,Not_significant,1.840905e-01,1.383404e+00,8.199494e-01,2.447741e-01,3.342776e-01,2.561407e-01,6.100588e-01,4.256747e-01
259,AGIS_Os01g002590, 4.334509e-01, 5.956795e+00, 1.734338e+00,2.351785e-01,0.4836623910,Not_significant,2.620988e+01,3.387653e+01,8.187495e+01,6.249898e+01,3.691380e+01,7.903772e+01,1.406016e+02,3.553596e+01
260,AGIS_Os01g002600, 1.737264e-01, 4.384651e+00, 1.026890e+00,3.344605e-01,0.5812114152,Not_significant,1.521047e+01,2.571107e+01,1.931881e+01,1.868442e+01,2.292189e+01,1.895442e+01,2.467349e+01,2.131527e+01
261,AGIS_Os01g002610,-6.514426e-01, 3.267240e+00, 1.363243e+01,4.063048e-03,0.0487070586,Not_significant,1.095338e+01,1.283866e+01,9.619407e+00,1.350337e+01,8.165925e+00,6.074195e+00,7.422382e+00,8.150883e+00
262,AGIS_Os01g002620, 2.823762e+00, 1.996622e+00, 7.249344e+01,6.186721e-06,0.0011767719,UP,1.288633e+00,5.061234e-01,1.079933e+00,9.383006e-01,1.169972e+01,6.604772e+00,3.982328e+00,5.565303e+00
263,AGIS_Os01g002630,-8.559482e-01, 4.436351e+00, 2.777943e+01,3.457715e-04,0.0109927504,Not_significant,2.634795e+01,2.938890e+01,2.533844e+01,2.892414e+01,1.048199e+01,1.644790e+01,1.362465e+01,2.234004e+01
264,AGIS_Os01g002640, 1.588208e-01, 5.161598e+00, 1.966765e+00,1.906477e-01,0.4311660559,Not_significant,3.309026e+01,3.394401e+01,3.375792e+01,3.432956e+01,3.600648e+01,3.794542e+01,3.946741e+01,3.749091e+01
265,AGIS_Os01g002650,-4.193532e-02, 1.774667e+00, 1.614377e-02,9.013779e-01,0.9551351739,Not_significant,2.209086e+00,3.121094e+00,3.899760e+00,4.467127e+00,4.823149e+00,2.799252e+00,3.168916e+00,2.601346e+00
266,AGIS_Os01g002660, 2.016351e-01, 5.607187e+00, 3.225446e+00,1.023017e-01,0.3068519182,Not_significant,4.316921e+01,4.273369e+01,4.927696e+01,4.589514e+01,5.169365e+01,4.734945e+01,5.898929e+01,5.054493e+01
271,AGIS_Os01g002710,-4.495051e-01, 1.565479e+00, 2.635274e+00,1.351466e-01,0.3585739996,Not_significant,4.211069e+00,3.660959e+00,2.439850e+00,3.222859e+00,2.268312e+00,2.323562e+00,2.067421e+00,3.184678e+00
272,AGIS_Os01g002720,-4.514500e-01, 5.010837e+00, 8.073537e+00,1.727566e-02,0.1121369837,Not_significant,3.921127e+01,3.693014e+01,3.759768e+01,3.373803e+01,3.058640e+01,2.074740e+01,2.335169e+01,3.547289e+01
276,AGIS_Os01g002760,-1.678099e-01, 1.166676e+00, 2.608569e-01,6.204632e-01,0.7965342061,Not_significant,2.554255e+00,2.665583e+00,1.699895e+00,2.162171e+00,3.772562e+00,1.536844e+00,1.491255e+00,1.813059e+00
278,AGIS_Os01g002780, 1.263346e+00, 1.679061e+00, 8.480073e+00,1.658921e-02,0.1100431291,Not_significant,2.485221e+00,4.082729e+00,9.999383e-01,6.731287e-01,6.590045e+00,3.146872e+00,5.253284e+00,2.096842e+00
280,AGIS_Os01g002800, 6.227854e-01, 5.271107e+00, 2.765228e+01,3.518842e-04,0.0110579019,Not_significant,3.953343e+01,2.981067e+01,2.665836e+01,2.590526e+01,5.582436e+01,4.788002e+01,3.821340e+01,4.480621e+01
282,AGIS_Os01g002820, 8.090369e-01, 2.636431e+00, 1.037647e+01,8.994402e-03,0.0772473363,Not_significant,2.140052e+00,6.579604e+00,4.979693e+00,4.609912e+00,5.706597e+00,7.281716e+00,1.164195e+01,6.448184e+00
283,AGIS_Os01g002830, 3.520092e-01, 2.419518e+00, 4.602801e-01,5.196737e-01,0.7305249087,Not_significant,1.794882e+00,6.478380e+00,4.379730e+00,5.915373e+00,6.613922e+00,4.409280e+00,1.001513e+01,2.869363e+00
286,AGIS_Os01g002860, 8.526512e-01,-7.955357e-01, 6.350015e-01,4.437788e-01,0.6735951593,Not_significant,1.380678e-01,6.242189e-01,6.399605e-01,1.427849e-01,1.265480e+00,1.097746e-01,7.625734e-01,6.306292e-01
290,AGIS_Os01g002900, 1.709216e-01, 4.467257e+00, 1.806552e+00,2.082120e-01,0.4537611636,Not_significant,1.787979e+01,2.274181e+01,1.923881e+01,2.337592e+01,2.220558e+01,2.647398e+01,2.218241e+01,2.254500e+01
291,AGIS_Os01g002910, 1.791407e-01, 7.304627e+00, 2.127548e+00,1.749316e-01,0.4111394492,Not_significant,1.698925e+02,1.300737e+02,1.489908e+02,1.453958e+02,1.691206e+02,1.664915e+02,1.730364e+02,1.614411e+02
292,AGIS_Os01g002920,-6.560947e-02, 2.034926e+00, 6.591048e-02,8.025193e-01,0.9037734352,Not_significant,4.786352e+00,4.318920e+00,3.419789e+00,3.793998e+00,5.061918e+00,2.872436e+00,2.829995e+00,5.407646e+00
294,AGIS_Os01g002940, 1.824063e+00, 4.362252e+00, 1.589661e+01,9.069715e-03,0.0776495415,Not_significant,5.430669e+00,4.251437e+00,5.979631e+00,2.215205e+01,5.835532e+01,1.432559e+01,1.706470e+01,3.671839e+01
296,AGIS_Os01g002960,-7.168556e-01,-1.848549e+00, 1.761021e-01,6.836641e-01,0.8359380329,Not_significant,3.221583e-01,0.000000e+00,5.199679e-01,4.079568e-01,3.342776e-01,2.195492e-01,1.694608e-01,0.000000e+00
298,AGIS_Os01g002980, 1.879786e-01, 1.627354e+00, 2.422980e-01,6.332291e-01,0.8046787209,Not_significant,1.127554e+00,3.930892e+00,2.639837e+00,4.222353e+00,3.533792e+00,2.597999e+00,3.219755e+00,3.121615e+00
299,AGIS_Os01g002990,-1.677036e-01, 1.487788e+00, 3.268087e-01,5.799910e-01,0.7709647627,Not_significant,2.508233e+00,2.530617e+00,2.539843e+00,4.242751e+00,2.865237e+00,2.909027e+00,2.169098e+00,2.380625e+00
300,AGIS_Os01g003000, 1.040735e-01, 5.212076e+00, 7.537441e-01,4.053659e-01,0.6427023869,Not_significant,3.523031e+01,3.301612e+01,3.743769e+01,3.689969e+01,4.414852e+01,3.536572e+01,3.711191e+01,3.703370e+01
301,AGIS_Os01g003010,-4.296653e-01,-9.848343e-01, 2.175369e-01,6.507791e-01,0.8160417982,Not_significant,2.301131e-01,5.398650e-01,4.999692e-01,7.343222e-01,6.446783e-01,6.586476e-01,6.778431e-02,3.783775e-01
304,AGIS_Os01g003040, 9.046987e-01, 1.596407e+00, 1.083785e+01,7.971105e-03,0.0719334342,Not_significant,2.071018e+00,2.952387e+00,1.559904e+00,1.835806e+00,4.226224e+00,4.061660e+00,3.999274e+00,3.168912e+00
305,AGIS_Os01g003050, 1.057874e-01, 1.042732e+00, 6.110951e-02,8.096825e-01,0.9077092223,Not_significant,8.053958e-01,1.434016e+00,2.399852e+00,3.630815e+00,1.838527e+00,2.579703e+00,1.592931e+00,1.891888e+00
307,AGIS_Os01g003070,-2.014951e-01, 6.498939e+00, 2.802601e+00,1.246224e-01,0.3419659109,Not_significant,1.046324e+02,9.182766e+01,9.693402e+01,9.344250e+01,7.826872e+01,9.014325e+01,8.596745e+01,8.202910e+01
308,AGIS_Os01g003080,-7.711000e-01, 3.589708e+00, 1.972623e+01,1.208982e-03,0.0235442282,Not_significant,1.721246e+01,1.727568e+01,1.363916e+01,1.248348e+01,8.476325e+00,8.562419e+00,7.744357e+00,1.062610e+01
311,AGIS_Os01g003110, 8.771302e-01, 7.017871e-01, 2.369964e+00,1.554790e-01,0.3867980716,Not_significant,1.058520e+00,1.282179e+00,3.399790e-01,2.162171e+00,2.005666e+00,2.415041e+00,2.338559e+00,1.103601e+00
312,AGIS_Os01g003120, 1.741895e-01, 1.262703e+00, 2.169075e-01,6.512462e-01,0.8161615688,Not_significant,2.048006e+00,2.361909e+00,3.219801e+00,1.346257e+00,2.411574e+00,2.726069e+00,1.677662e+00,3.090083e+00
313,AGIS_Os01g003130,-3.220983e-01, 5.178709e+00, 5.139868e+00,4.644474e-02,0.1980904801,Not_significant,4.022377e+01,3.537803e+01,4.155744e+01,4.289666e+01,2.370983e+01,3.443263e+01,3.719664e+01,3.405398e+01
315,AGIS_Os01g003150, 3.938316e-01, 4.981252e+00, 5.731284e+00,3.754539e-02,0.1749432502,Not_significant,2.241301e+01,3.515871e+01,2.175866e+01,3.020920e+01,4.412465e+01,3.701234e+01,2.999456e+01,3.172065e+01
316,AGIS_Os01g003160, 1.506784e-01,-1.311547e+00, 3.649166e-02,8.522733e-01,0.9305818282,Not_significant,2.301131e-01,5.061234e-01,4.399729e-01,2.039784e-01,2.387697e-01,5.671688e-01,4.405980e-01,2.680174e-01
317,AGIS_Os01g003170, 2.945087e-01, 5.002915e+00, 5.078902e+00,4.752625e-02,0.2004064904,Not_significant,2.782067e+01,2.684141e+01,2.931819e+01,3.071915e+01,3.029988e+01,3.836622e+01,4.072142e+01,3.211479e+01
321,AGIS_Os01g003210,-3.964908e-01, 4.207649e-01, 7.545066e-01,4.051367e-01,0.6425739404,Not_significant,4.832375e-01,1.535241e+00,1.459910e+00,2.774106e+00,8.834480e-01,1.024563e+00,9.998185e-01,1.229727e+00
322,AGIS_Os01g003220, 1.065830e+00, 4.262335e+00, 3.333843e+01,1.804361e-04,0.0075423539,UP,6.074985e+00,2.495188e+01,1.033936e+01,1.119841e+01,1.618859e+01,3.397524e+01,2.909641e+01,2.133103e+01
324,AGIS_Os01g003240, 1.226297e+00, 3.844686e+00, 7.953729e+01,4.067605e-06,0.0009241373,UP,9.733783e+00,8.064233e+00,7.539535e+00,8.750673e+00,2.564387e+01,1.785667e+01,1.650548e+01,2.054275e+01
325,AGIS_Os01g003250,-5.613668e+00,-9.199563e-01, 2.711682e+01,3.790921e-04,0.0115837890,DOWN,5.292601e-01,1.349662e+00,5.999630e-01,1.366655e+00,0.000000e+00,0.000000e+00,1.694608e-02,6.306292e-02
326,AGIS_Os01g003260, 7.294791e-01,-1.443679e+00, 4.901812e-01,4.995893e-01,0.7156157871,Not_significant,2.761357e-01,2.361909e-01,5.599655e-01,4.079568e-02,7.163092e-01,4.390984e-01,1.525147e-01,2.522517e-01
328,AGIS_Os01g003280,-8.187004e-02, 3.166791e+00, 1.769190e-01,6.828069e-01,0.8353767174,Not_significant,9.066455e+00,9.852536e+00,8.899451e+00,8.363114e+00,5.778227e+00,1.209350e+01,9.964293e+00,7.504488e+00
329,AGIS_Os01g003290, 1.090530e-01, 4.350639e+00, 4.786347e-01,5.045689e-01,0.7191636828,Not_significant,1.859314e+01,2.053174e+01,1.913882e+01,1.935755e+01,2.714812e+01,1.772860e+01,1.697997e+01,2.344364e+01
330,AGIS_Os01g003300, 6.241666e-02, 3.454515e+00, 1.271579e-01,7.287036e-01,0.8625374240,Not_significant,8.399127e+00,1.126968e+01,1.177927e+01,1.136160e+01,1.275030e+01,1.114212e+01,1.081160e+01,9.885113e+00
332,AGIS_Os01g003320,-3.424767e-02, 3.323981e+00, 3.185202e-02,8.618671e-01,0.9354462196,Not_significant,8.951399e+00,1.047675e+01,1.163928e+01,9.077039e+00,1.136544e+01,7.007279e+00,1.008292e+01,1.120943e+01
333,AGIS_Os01g003330,-1.095196e+00,-6.060494e-01, 1.913180e+00,1.962962e-01,0.4378654983,Not_significant,4.142035e-01,1.113472e+00,1.339917e+00,4.895481e-01,2.626467e-01,6.586476e-01,1.186225e-01,5.360349e-01
335,AGIS_Os01g003350,-9.795339e-02,-1.370268e+00, 1.308710e-02,9.111544e-01,0.9593931038,Not_significant,1.380678e-01,2.699325e-01,9.599408e-01,2.039784e-01,1.910158e-01,2.195492e-01,5.083823e-01,2.837832e-01
336,AGIS_Os01g003360,-1.311967e+00,-2.137547e-01, 4.471185e+00,6.019684e-02,0.2286101122,Not_significant,8.514184e-01,2.007623e+00,1.039936e+00,6.935265e-01,9.073250e-01,6.037603e-01,1.694608e-01,3.310804e-01
337,AGIS_Os01g003370,-1.889869e-01,-3.924291e-01, 9.932037e-02,7.590347e-01,0.8803779540,Not_significant,1.081531e+00,6.748312e-01,5.999630e-01,7.343222e-01,4.297855e-01,8.781968e-01,7.625734e-01,6.306292e-01
339,AGIS_Os01g003390,-1.225715e+00,-6.665247e-01, 2.775298e+00,1.262665e-01,0.3447467690,Not_significant,1.541758e+00,7.254436e-01,7.199556e-01,4.487525e-01,1.910158e-01,4.390984e-01,3.558676e-01,3.468461e-01
344,AGIS_Os01g003440,-2.122148e-02, 1.502343e+00, 4.107968e-03,9.501414e-01,0.9780843698,Not_significant,1.495735e+00,3.947763e+00,2.719832e+00,3.304450e+00,2.912991e+00,2.982210e+00,2.965563e+00,2.018014e+00
345,AGIS_Os01g003450, 7.079364e-01, 3.997380e+00, 1.858469e+01,1.485142e-03,0.0261225336,Not_significant,1.357667e+01,1.081417e+01,1.339917e+01,1.011733e+01,2.757790e+01,1.701506e+01,1.538704e+01,1.959680e+01
346,AGIS_Os01g003460, 3.265012e-01, 2.445819e-01, 5.400302e-01,4.790656e-01,0.7004125920,Not_significant,8.284071e-01,1.535241e+00,6.799581e-01,1.101483e+00,1.265480e+00,1.317295e+00,1.389578e+00,1.040538e+00
347,AGIS_Os01g003470,-1.152623e+00,-5.001731e-01, 2.281212e+00,1.614557e-01,0.3945069371,Not_significant,6.903392e-01,1.113472e+00,6.399605e-01,8.771071e-01,9.550789e-02,8.416053e-01,8.811960e-01,1.891888e-01
349,AGIS_Os01g003490, 1.553546e-01, 4.152563e+00, 9.997111e-01,3.406352e-01,0.5866228406,Not_significant,2.209086e+01,1.349662e+01,1.429912e+01,1.580833e+01,3.008499e+01,1.595391e+01,1.131998e+01,1.896617e+01
350,AGIS_Os01g003500,-1.914849e-01, 6.561344e+00, 1.240907e+00,2.916915e-01,0.5400055324,Not_significant,1.202571e+02,7.340477e+01,1.302320e+02,8.312120e+01,7.287252e+01,8.514850e+01,9.549114e+01,9.470475e+01
351,AGIS_Os01g003510,-2.259124e-01, 2.704947e-01, 2.208471e-01,6.483360e-01,0.8146119946,Not_significant,4.602262e-01,1.467758e+00,1.159928e+00,1.917397e+00,4.775395e-01,1.847873e+00,1.304848e+00,6.779264e-01
352,AGIS_Os01g003520, 3.002013e-01, 6.942683e+00, 5.684361e+00,3.800813e-02,0.1759388082,Not_significant,1.145733e+02,9.417270e+01,1.104932e+02,1.217343e+02,1.548899e+02,1.258017e+02,1.392459e+02,1.229096e+02
353,AGIS_Os01g003530, 5.604883e-01,-1.751177e-01, 4.918100e-01,4.990890e-01,0.7154794104,Not_significant,9.434636e-01,1.299050e+00,5.199679e-01,8.159136e-02,9.073250e-01,1.280704e+00,3.219755e-01,1.403150e+00
354,AGIS_Os01g003540, 1.879475e-01, 1.308129e+00, 4.078884e-01,5.371964e-01,0.7423930348,Not_significant,3.520730e+00,1.788303e+00,2.299858e+00,1.672623e+00,3.199514e+00,2.671182e+00,2.067421e+00,2.317562e+00
356,AGIS_Os01g003560, 7.843014e-01, 3.388349e-01, 3.126902e+00,1.070202e-01,0.3142254406,Not_significant,1.702837e+00,9.785053e-01,4.599716e-01,5.915373e-01,2.196682e+00,1.555140e+00,1.609877e+00,7.567551e-01
358,AGIS_Os01g003580,-2.815726e-01, 2.674552e+00, 8.527174e-01,3.787596e-01,0.6196163053,Not_significant,5.775838e+00,6.815795e+00,5.999630e+00,8.199931e+00,3.963578e+00,6.129082e+00,1.037100e+01,3.499992e+00
359,AGIS_Os01g003590, 4.132715e-01, 1.967678e+00, 2.344777e+00,1.562755e-01,0.3875938368,Not_significant,2.370165e+00,2.766808e+00,3.579779e+00,4.222353e+00,2.793606e+00,3.988477e+00,7.541004e+00,3.689181e+00
360,AGIS_Os01g003600, 3.870465e-01, 6.094641e+00, 7.973987e+00,1.780763e-02,0.1140552924,Not_significant,5.600952e+01,5.336228e+01,5.779644e+01,6.965862e+01,6.890894e+01,8.734399e+01,8.235793e+01,7.096156e+01
369,AGIS_Os01g003690, 2.862699e+00, 2.545778e+00, 5.269857e+01,5.289457e-05,0.0037170040,UP,1.610792e+00,1.029118e+00,3.599778e-01,9.790963e-01,2.841360e+01,3.805520e+00,1.491255e+00,8.860341e+00
370,AGIS_Os01g003700, 3.338564e-02, 5.972974e+00, 8.277471e-02,7.793644e-01,0.8916106291,Not_significant,6.578933e+01,6.275930e+01,5.857639e+01,6.100994e+01,5.900000e+01,6.864572e+01,6.248018e+01,6.393004e+01
372,AGIS_Os01g003720,-1.084638e+00,-8.876526e-01, 2.363421e+00,1.547969e-01,0.3859396762,Not_significant,4.602262e-01,4.892526e-01,6.399605e-01,1.142279e+00,1.432618e-01,3.293238e-01,3.558676e-01,4.572062e-01
374,AGIS_Os01g003740,-7.153458e-01, 1.015341e+00, 2.576829e+00,1.390993e-01,0.3644116011,Not_significant,2.024995e+00,3.998375e+00,1.699895e+00,2.121375e+00,1.074464e+00,8.416053e-01,1.864068e+00,2.207202e+00
375,AGIS_Os01g003750,-8.643205e-01, 2.296561e+00, 1.365192e+01,4.045249e-03,0.0486205359,Not_significant,8.583218e+00,6.208447e+00,5.319672e+00,5.160653e+00,3.629300e+00,3.201759e+00,2.728318e+00,4.193684e+00
376,AGIS_Os01g003760, 5.819218e-02, 3.392039e+00, 1.308967e-01,7.249275e-01,0.8605250890,Not_significant,9.457648e+00,9.531991e+00,1.051935e+01,1.128001e+01,9.001619e+00,1.030052e+01,1.369243e+01,9.885113e+00
377,AGIS_Os01g003770,-2.366296e-01, 1.817163e+00, 8.559436e-01,3.763624e-01,0.6180020263,Not_significant,4.003968e+00,3.880279e+00,4.279736e+00,2.855698e+00,2.984622e+00,2.451633e+00,4.338196e+00,3.090083e+00
378,AGIS_Os01g003780,-2.023504e-01, 1.974029e+00, 6.787801e-01,4.289537e-01,0.6619229995,Not_significant,4.878397e+00,3.947763e+00,4.659713e+00,3.182063e+00,3.008499e+00,4.464167e+00,3.897598e+00,3.090083e+00
379,AGIS_Os01g003790,-1.778620e-01, 7.678355e+00, 1.880920e+00,1.998037e-01,0.4428310225,Not_significant,2.542750e+02,2.060935e+02,2.173866e+02,1.912297e+02,1.962926e+02,2.172805e+02,1.995401e+02,1.563330e+02
380,AGIS_Os01g003800, 5.811902e-01, 4.454543e+00, 1.781061e+01,1.716013e-03,0.0287215651,Not_significant,1.633803e+01,1.720820e+01,1.929881e+01,1.721578e+01,2.831809e+01,2.839503e+01,2.287720e+01,2.544589e+01
381,AGIS_Os01g003810,-4.309839e-01, 5.606793e+00, 1.185190e+01,6.174649e-03,0.0617137957,Not_significant,5.304107e+01,5.609534e+01,4.845701e+01,6.598701e+01,3.428733e+01,4.010432e+01,4.422926e+01,4.734449e+01
