GeneID	pho2mycLP_1	pho2mycLP_2	pho2mycLP_3	pho2mycLP_4	pho2mycHP_1	pho2mycHP_2	pho2mycHP_3	pho2mycHP_4
AGIS_Os08g013650	0	0	0	0	0	0	0	0
AGIS_Os08g013660	0	0	0	0	0	0	0	0
AGIS_Os08g013670	0	0	0	0	0	0	0	0
AGIS_Os08g013680	0	0	0	0	0	0	0	0
AGIS_Os08g013690	968	1564	1326	1272	1052	1915	1533	1531
AGIS_Os08g013700	0	0	0	0	0	0	0	0
AGIS_Os08g013710	0	7	0	0	6	0	0	8
AGIS_Os08g013720	709	749	757	871	808	1100	1069	1182
AGIS_Os08g013730	0	0	0	0	0	0	0	0
AGIS_Os08g013740	3995	4253	4126	3636	3074	4664	5228	5253
AGIS_Os08g013750	0	0	0	0	0	0	0	0
AGIS_Os08g013760	0	0	0	0	0	0	0	0
AGIS_Os08g013770	0	0	0	0	0	0	0	0
AGIS_Os08g013780	0	0	0	0	0	0	0	0
AGIS_Os08g013790	0	0	0	0	0	0	0	0
AGIS_Os08g013800	0	0	0	0	0	0	0	0
AGIS_Os08g013810	0	0	0	0	0	0	0	0
AGIS_Os08g013820	0	0	0	0	0	0	0	0
AGIS_Os08g013830	0	0	0	0	0	0	0	0
AGIS_Os08g013840	0	0	0	0	0	0	0	0
AGIS_Os08g013850	0	0	0	0	0	0	0	0
AGIS_Os08g013860	0	0	0	0	0	0	0	0
AGIS_Os08g013870	0	0	0	0	0	0	0	0
AGIS_Os08g013880	0	0	0	0	0	0	0	0
AGIS_Os08g013890	0	0	0	0	0	0	0	0
AGIS_Os08g013900	0	0	0	0	0	0	0	0
AGIS_Os08g013910	0	0	0	0	0	0	0	0
AGIS_Os08g013920	0	0	0	0	0	0	0	0
AGIS_Os08g013930	0	0	0	0	0	0	0	0
AGIS_Os08g013940	0	0	0	0	0	0	0	0
AGIS_Os08g013950	0	0	0	0	0	0	0	0
AGIS_Os08g013960	0	0	0	0	0	0	0	0
AGIS_Os08g013970	0	0	0	0	0	0	0	0
AGIS_Os08g013980	0	0	0	0	0	0	0	0
AGIS_Os08g013990	0	0	0	0	0	0	0	0
AGIS_Os08g014000	0	0	0	0	0	0	0	0
AGIS_Os08g014010	0	0	0	0	0	0	0	0
AGIS_Os08g014020	0	0	0	0	0	0	0	0
AGIS_Os08g014030	0	0	0	0	0	0	0	0
AGIS_Os08g014040	0	0	0	0	0	0	0	0
AGIS_Os08g014050	0	0	0	0	0	0	0	0
AGIS_Os08g014060	0	0	0	0	0	0	0	0
AGIS_Os08g014070	0	2	0	3	0	13	8	1
AGIS_Os08g014080	0	0	0	0	0	0	0	0
AGIS_Os08g014090	0	0	0	0	0	0	0	0
AGIS_Os08g014100	0	0	0	0	0	0	0	0
AGIS_Os08g014110	0	0	0	0	0	0	0	0
AGIS_Os08g014120	0	0	0	0	0	0	0	0
AGIS_Os08g014130	0	0	0	0	0	0	0	0
AGIS_Os08g014140	0	0	0	0	0	0	0	0
AGIS_Os08g014150	0	0	0	0	0	0	0	0
AGIS_Os08g014160	1139	1039	1103	1166	1003	1886	2289	1575
AGIS_Os08g014170	0	0	0	0	0	0	0	0
AGIS_Os08g014180	0	0	0	0	0	0	0	0
AGIS_Os08g014190	40	737	70	124	80	39	24	56
AGIS_Os08g014200	0	0	6	0	68	10	24	7
AGIS_Os08g014210	734	508	359	461	702	501	449	688
AGIS_Os08g014220	0	0	0	0	0	0	0	0
AGIS_Os08g014230	0	0	0	0	0	0	0	0
AGIS_Os08g014240	202	350	314	339	174	378	303	269
AGIS_Os08g014250	0	0	0	0	0	0	0	0
AGIS_Os08g014260	0	0	0	0	0	0	0	0
AGIS_Os08g014270	0	0	0	0	0	0	0	0
AGIS_Os08g014280	0	0	0	0	0	0	0	0
AGIS_Os08g014290	0	0	0	0	0	0	0	0
AGIS_Os08g014300	0	0	0	0	0	0	0	0
AGIS_Os08g014310	0	0	0	0	0	0	0	0
AGIS_Os08g014320	0	0	0	0	0	0	0	0
AGIS_Os08g014330	0	0	0	0	0	0	0	0
AGIS_Os08g014340	66	579	231	232	132	76	126	178
AGIS_Os08g014350	35	94	62	37	29	37	27	92
AGIS_Os08g014360	0	0	0	0	0	0	0	0
AGIS_Os08g014370	0	0	0	0	0	0	0	0
AGIS_Os08g014380	0	0	0	0	0	0	0	0
AGIS_Os08g014390	1344	1590	1535	1413	1044	1051	859	1123
AGIS_Os08g014400	0	0	0	0	0	0	0	4
AGIS_Os08g014410	0	0	0	0	0	0	0	0
AGIS_Os08g014420	0	0	0	0	0	0	0	0
AGIS_Os08g014430	0	0	0	0	0	0	0	0
AGIS_Os08g014440	0	0	0	0	0	0	0	0
AGIS_Os08g014450	18	15	24	16	12	2	24	12
AGIS_Os08g014460	0	0	0	0	0	0	0	0
AGIS_Os08g014470	0	0	0	0	0	0	0	0
AGIS_Os08g014480	0	0	0	0	0	0	0	0
AGIS_Os08g014490	0	0	0	0	0	0	0	0
AGIS_Os08g014500	0	0	0	0	0	0	0	0
AGIS_Os08g014510	0	0	0	0	0	0	0	0
AGIS_Os08g014520	0	0	0	0	0	0	0	0
AGIS_Os08g014530	0	0	0	0	0	0	0	0
AGIS_Os08g014540	0	0	0	0	0	0	0	0
AGIS_Os08g014550	0	0	0	0	0	0	0	0
AGIS_Os08g014560	0	0	0	0	0	0	0	0
AGIS_Os08g014570	0	0	0	0	0	0	0	0
AGIS_Os08g014580	2729	3137	2817	2589	2678	2886	3168	3873
AGIS_Os08g014590	0	0	0	0	0	0	0	0
AGIS_Os08g014600	0	0	0	0	0	0	0	0
AGIS_Os08g014610	2	6	4	17	24	16	42	15
AGIS_Os08g014620	0	0	0	0	0	0	0	0
AGIS_Os08g014630	0	0	0	0	0	0	0	0
AGIS_Os08g014640	0	0	0	0	0	0	0	0
AGIS_Os08g014650	0	17	12	0	0	0	8	0
AGIS_Os08g014660	0	0	0	0	0	0	0	0
AGIS_Os08g014670	0	0	0	0	0	0	0	0
AGIS_Os08g014680	0	0	0	0	0	0	0	0
AGIS_Os08g014690	0	0	0	0	0	0	0	0
AGIS_Os08g014700	5	10	18	0	8	4	2	20
AGIS_Os08g014710	0	0	0	0	0	0	0	0
AGIS_Os08g014720	1	0	0	0	0	0	0	0
AGIS_Os08g014730	0	0	0	0	0	0	0	0
AGIS_Os08g014740	171	247	169	213	245	317	340	251
AGIS_Os08g014750	0	0	0	0	0	0	0	0
AGIS_Os08g014760	99	92	138	96	60	97	104	95
AGIS_Os08g014770	0	0	0	0	0	0	0	0
AGIS_Os08g014780	1872	1190	1039	1019	3908	2814	1888	3315
AGIS_Os08g014790	0	0	0	0	0	0	0	0
AGIS_Os08g014800	0	8	0	0	0	0	0	0
AGIS_Os08g014810	0	0	0	0	0	0	0	0
AGIS_Os08g014820	0	0	0	0	0	0	0	0
AGIS_Os08g014830	0	0	0	0	0	0	0	0
AGIS_Os08g014840	0	0	0	0	0	0	0	0
AGIS_Os08g014850	132	258	170	136	144	115	158	210
AGIS_Os08g014860	310	417	475	358	556	676	737	735
AGIS_Os08g014870	0	0	0	0	0	0	0	0
AGIS_Os08g014880	0	0	0	0	0	0	0	0
AGIS_Os08g014890	0	0	0	0	0	0	0	2
AGIS_Os08g014900	0	0	0	0	0	0	0	0
AGIS_Os08g014910	0	0	0	0	0	0	0	0
AGIS_Os08g014920	0	0	0	0	0	0	0	0
AGIS_Os08g014930	0	0	0	0	0	0	0	0
AGIS_Os08g014940	0	0	0	0	0	0	1	0
AGIS_Os08g014950	0	0	0	0	0	0	0	0
AGIS_Os08g014960	0	0	0	0	0	0	0	0
AGIS_Os08g014970	0	0	0	0	0	0	0	0
AGIS_Os08g014980	0	0	0	0	0	0	0	0
AGIS_Os08g014990	0	0	0	0	0	0	0	0
AGIS_Os08g015000	0	0	0	0	0	0	0	0
AGIS_Os08g015010	0	0	0	0	0	0	0	0
AGIS_Os08g015020	0	0	0	0	0	0	0	0
AGIS_Os08g015030	0	0	0	0	0	0	0	0
AGIS_Os08g015040	0	0	0	10	0	0	0	0
AGIS_Os08g015050	0	0	0	0	0	0	0	0
AGIS_Os08g015060	0	0	0	0	0	0	0	0
AGIS_Os08g015070	0	0	0	0	0	0	0	0
AGIS_Os08g015080	0	0	0	0	0	0	0	0
AGIS_Os08g015090	550	550	525	481	437	557	519	730
AGIS_Os08g015100	54	63	78	22	89	66	28	61
AGIS_Os08g015110	0	0	0	0	0	0	0	0
AGIS_Os08g015120	0	0	0	0	0	0	0	0
AGIS_Os08g015130	0	0	0	0	0	0	0	0
AGIS_Os08g015140	0	0	0	0	0	0	0	0
AGIS_Os08g015150	0	0	0	0	0	0	0	0
AGIS_Os08g015160	0	0	0	0	0	0	0	0
AGIS_Os08g015170	0	0	0	0	0	0	0	0
AGIS_Os08g015180	0	0	0	0	0	0	0	0
AGIS_Os08g015190	10	16	0	0	0	0	2	0
AGIS_Os08g015200	0	0	0	0	0	0	0	0
AGIS_Os08g015210	72	188	64	79	33	39	58	60
AGIS_Os08g015220	707	1016	650	624	752	826	775	1109
AGIS_Os08g015230	0	0	0	0	0	0	0	0
AGIS_Os08g015240	0	0	0	0	0	0	0	0
AGIS_Os08g015250	0	0	0	0	0	0	0	0
AGIS_Os08g015260	0	0	0	0	0	0	0	0
AGIS_Os08g015270	0	0	0	0	0	0	0	0
AGIS_Os08g015280	0	0	0	0	0	0	0	0
AGIS_Os08g015290	0	0	0	0	0	0	0	0
AGIS_Os08g015300	485	717	756	478	446	738	429	596
AGIS_Os08g015310	132	182	136	178	58	133	129	140
AGIS_Os08g015320	93	63	52	58	74	77	105	64
AGIS_Os08g015330	0	0	0	0	0	0	0	0
AGIS_Os08g015340	212	272	272	304	222	340	390	277
AGIS_Os08g015350	66	89	38	20	33	87	67	152
AGIS_Os08g015360	0	0	0	0	0	0	0	0
AGIS_Os08g015370	0	0	0	0	0	6	0	0
AGIS_Os08g015380	0	0	0	0	0	0	0	0
AGIS_Os08g015390	505	778	722	740	268	613	682	451
AGIS_Os08g015400	38	25	3	4	22	24	44	19
AGIS_Os08g015410	0	0	0	0	0	0	0	0
AGIS_Os08g015420	0	0	0	0	0	0	0	0
AGIS_Os08g015430	0	0	0	0	0	0	0	0
AGIS_Os08g015440	3	6	1	0	0	6	0	10
AGIS_Os08g015450	130	287	53	125	133	124	108	199
AGIS_Os08g015460	0	0	0	0	0	0	0	0
AGIS_Os08g015470	0	0	0	0	0	0	0	0
AGIS_Os08g015480	0	0	0	0	0	0	0	0
AGIS_Os08g015490	0	0	0	0	0	0	0	0
AGIS_Os08g015500	0	0	0	0	0	0	0	0
AGIS_Os08g015510	450	593	425	382	272	276	302	470
AGIS_Os08g015520	154	249	118	224	165	290	325	320
AGIS_Os08g015530	0	0	0	0	0	0	0	0
AGIS_Os08g015540	176	240	194	221	205	410	287	350
AGIS_Os08g015550	30	28	64	28	49	42	75	48
AGIS_Os08g015560	10	90	31	55	85	44	115	56
AGIS_Os08g015570	517	626	533	481	566	626	644	662
AGIS_Os08g015580	0	0	0	0	0	0	0	0
AGIS_Os08g015590	0	0	0	0	0	0	0	0
AGIS_Os08g015600	0	0	0	0	0	0	0	0
AGIS_Os08g015610	134	253	255	172	175	302	261	292
AGIS_Os08g015620	0	0	0	0	0	0	0	0
AGIS_Os08g015630	6	0	0	0	0	0	0	0
AGIS_Os08g015640	99	411	84	127	47	29	77	82
AGIS_Os08g015650	0	0	0	0	0	0	0	0
AGIS_Os08g015660	541	690	454	601	654	753	697	784
AGIS_Os08g015670	0	0	0	0	0	0	0	0
AGIS_Os08g015680	0	0	0	0	0	0	0	0
AGIS_Os08g015690	0	0	0	0	0	0	0	0
AGIS_Os08g015700	0	0	0	0	0	0	0	0
AGIS_Os08g015710	0	0	0	0	0	0	0	0
AGIS_Os08g015720	0	0	0	0	0	0	0	0
AGIS_Os08g015730	29	30	35	34	46	78	30	67
AGIS_Os08g015740	0	8	0	0	0	0	0	0
AGIS_Os08g015750	0	0	0	4	0	0	0	0
AGIS_Os08g015760	0	0	0	0	0	0	0	0
AGIS_Os08g015770	0	0	0	0	0	0	0	0
AGIS_Os08g015780	0	0	0	0	0	0	0	0
AGIS_Os08g015790	122	160	185	233	133	323	310	287
AGIS_Os08g015800	0	0	0	0	0	0	0	0
AGIS_Os08g015810	192	146	191	160	117	122	197	205
AGIS_Os08g015820	0	12	0	0	0	0	0	10
AGIS_Os08g015830	0	0	0	0	0	0	0	0
AGIS_Os08g015840	0	0	0	0	0	0	0	8
AGIS_Os08g015850	0	0	0	0	0	0	0	0
AGIS_Os08g015860	0	0	0	0	0	0	0	0
AGIS_Os08g015870	0	0	0	0	0	0	0	0
AGIS_Os08g015880	7	8	5	0	0	0	12	14
AGIS_Os08g015890	189	435	197	400	185	458	493	281
AGIS_Os08g015900	0	0	0	0	0	0	0	0
AGIS_Os08g015910	0	0	0	0	0	0	0	0
AGIS_Os08g015920	0	0	0	0	0	0	0	0
AGIS_Os08g015930	0	0	0	0	0	0	0	0
AGIS_Os08g015940	0	0	0	0	0	0	0	0
AGIS_Os08g015950	0	0	0	0	0	0	0	0
AGIS_Os08g015960	0	0	0	0	0	0	0	0
AGIS_Os08g015970	0	0	0	0	0	0	0	0
AGIS_Os08g015980	0	0	0	0	0	0	0	0
AGIS_Os08g015990	393	688	550	319	288	618	556	682
AGIS_Os08g016000	128	279	158	212	217	323	363	476
AGIS_Os08g016010	0	0	0	0	0	0	0	4
AGIS_Os08g016020	0	0	0	0	0	0	0	0
AGIS_Os08g016030	0	0	0	0	0	0	0	0
AGIS_Os08g016040	0	0	0	0	0	0	0	0
AGIS_Os08g016050	402	645	493	432	626	614	675	728
AGIS_Os08g016060	0	0	0	0	0	0	0	0
AGIS_Os08g016070	396	389	357	475	377	501	548	545
AGIS_Os08g016080	955	955	907	872	849	1099	1241	1229
AGIS_Os08g016090	1190	1531	1405	1331	1672	2213	2004	1752
AGIS_Os08g016100	0	0	0	0	0	0	0	0
AGIS_Os08g016110	0	10	0	10	2	2	14	2
AGIS_Os08g016120	0	0	0	0	0	0	0	0
AGIS_Os08g016130	0	0	0	0	0	0	0	0
AGIS_Os08g016140	0	0	0	0	0	0	0	0
AGIS_Os08g016150	0	0	0	0	0	0	0	0
AGIS_Os08g016160	0	0	0	0	0	0	0	0
AGIS_Os08g016170	0	0	0	0	0	0	0	0
AGIS_Os08g016180	36	66	52	21	312	148	112	116
AGIS_Os08g016190	0	2	10	21	4	0	11	0
AGIS_Os08g016200	0	2	0	13	0	0	0	12
AGIS_Os08g016210	0	0	0	0	0	0	0	0
AGIS_Os08g016220	0	0	0	0	0	0	0	0
AGIS_Os08g016230	0	0	0	0	0	0	0	0
AGIS_Os08g016240	0	0	0	0	0	0	0	0
AGIS_Os08g016250	0	0	0	0	0	0	0	0
AGIS_Os08g016260	0	0	0	0	0	0	0	0
AGIS_Os08g016270	1493	1839	1713	1339	985	1376	1429	1473
AGIS_Os08g016280	163	184	173	131	109	135	93	136
AGIS_Os08g016290	0	0	0	0	0	0	0	0
AGIS_Os08g016300	0	0	0	0	0	0	0	0
AGIS_Os08g016310	0	0	0	0	0	0	0	0
AGIS_Os08g016320	288	437	362	392	108	274	255	327
AGIS_Os08g016330	0	0	0	0	0	0	0	0
AGIS_Os08g016340	0	0	0	0	0	0	0	0
AGIS_Os08g016350	392	473	614	421	379	473	586	633
AGIS_Os08g016360	0	0	0	0	0	0	0	0
AGIS_Os08g016370	0	0	0	0	0	0	0	0
AGIS_Os08g016380	0	0	0	0	0	0	0	0
AGIS_Os08g016390	0	0	0	0	0	0	0	0
AGIS_Os08g016400	0	0	0	0	0	0	0	0
AGIS_Os08g016410	0	0	0	0	0	0	0	0
AGIS_Os08g016420	0	0	0	0	0	0	0	0
AGIS_Os08g016430	0	0	0	0	0	0	0	0
AGIS_Os08g016440	0	0	0	0	0	0	0	0
AGIS_Os08g016450	2058	3778	2736	2530	1534	1962	2105	2341
AGIS_Os08g016460	0	0	0	0	0	0	0	0
AGIS_Os08g016470	0	0	0	0	0	0	0	0
AGIS_Os08g016480	19	87	46	49	8	25	18	33
AGIS_Os08g016490	0	0	0	14	0	14	6	0
AGIS_Os08g016500	0	0	0	0	0	0	0	0
AGIS_Os08g016510	0	0	0	0	0	0	0	0
AGIS_Os08g016520	335	503	350	424	395	565	590	511
AGIS_Os08g016530	0	0	0	0	0	0	0	0
AGIS_Os08g016540	0	0	0	0	0	0	0	0
AGIS_Os08g016550	0	0	0	0	0	0	0	0
AGIS_Os08g016560	0	0	0	0	0	0	0	0
AGIS_Os08g016570	0	0	0	0	0	0	0	0
AGIS_Os08g016580	0	0	0	0	0	0	0	0
AGIS_Os08g016590	0	0	0	0	0	0	0	0
AGIS_Os08g016600	0	0	0	0	0	0	0	0
AGIS_Os08g016610	0	0	0	0	0	0	0	0
AGIS_Os08g016620	0	0	0	0	0	0	0	0
AGIS_Os08g016630	0	0	0	0	0	0	0	0
AGIS_Os08g016640	0	0	0	10	0	0	0	0
AGIS_Os08g016650	9	26	8	14	24	18	38	55
AGIS_Os08g016660	0	0	0	0	0	0	0	0
AGIS_Os08g016670	0	0	0	0	0	0	0	0
AGIS_Os08g016680	0	0	0	0	0	0	0	0
AGIS_Os08g016690	1254	1398	1240	1340	1216	1632	1677	1700
AGIS_Os08g016700	0	0	0	0	0	0	0	0
AGIS_Os08g016710	0	0	0	0	0	0	0	0
AGIS_Os08g016720	207	352	234	163	138	190	190	172
AGIS_Os08g016730	0	0	0	0	0	0	0	0
AGIS_Os08g016740	0	0	0	0	0	0	0	0
AGIS_Os08g016750	1970	2692	2450	2001	1914	3059	2913	3106
AGIS_Os08g016760	0	0	0	0	0	0	0	0
AGIS_Os08g016770	0	0	0	0	0	0	0	0
AGIS_Os08g016780	0	0	0	0	0	0	0	0
AGIS_Os08g016790	38	72	72	45	88	108	106	65
AGIS_Os08g016800	0	0	0	0	0	0	0	0
AGIS_Os08g016810	0	0	0	0	0	0	0	0
AGIS_Os08g016820	0	0	0	0	0	0	0	0
AGIS_Os08g016830	0	0	0	0	0	0	0	0
AGIS_Os08g016840	0	0	0	0	0	0	0	0
AGIS_Os08g016850	0	0	0	0	0	0	0	0
AGIS_Os08g016860	0	0	0	0	0	0	0	0
AGIS_Os08g016870	0	0	0	0	0	0	0	0
AGIS_Os08g016880	0	0	0	0	0	0	0	0
AGIS_Os08g016890	0	0	0	0	0	0	0	0
AGIS_Os08g016900	0	0	0	0	0	0	0	0
AGIS_Os08g016910	0	0	0	0	0	0	0	0
AGIS_Os08g016920	0	0	0	0	0	0	0	0
AGIS_Os08g016930	0	0	0	0	0	0	0	0
AGIS_Os08g016940	0	0	0	0	0	0	0	0
AGIS_Os08g016950	0	0	0	0	0	0	0	0
AGIS_Os08g016960	0	0	0	0	0	0	0	0
AGIS_Os08g016970	0	0	0	0	0	0	0	0
AGIS_Os08g016980	0	0	0	0	0	0	0	0
AGIS_Os08g016990	0	0	0	0	0	0	0	0
AGIS_Os08g017000	0	0	0	0	0	0	0	0
AGIS_Os08g017010	0	0	0	0	0	0	0	0
AGIS_Os08g017020	0	0	0	0	0	0	0	0
AGIS_Os08g017030	0	0	0	0	0	0	0	0
AGIS_Os08g017040	6	0	0	14	0	12	0	5
AGIS_Os08g017050	14	22	8	34	9	57	7	31
AGIS_Os08g017060	50	85	62	66	68	62	98	143
AGIS_Os08g017070	0	0	0	0	0	0	0	4
AGIS_Os08g017080	55	74	16	45	42	56	94	39
AGIS_Os08g017090	79	116	74	163	52	86	250	139
AGIS_Os08g017100	0	0	0	0	0	0	0	0
AGIS_Os08g017110	0	0	0	0	0	0	0	0
AGIS_Os08g017120	0	0	0	0	0	0	0	0
AGIS_Os08g017130	0	0	0	0	0	0	0	0
AGIS_Os08g017140	3	18	42	27	0	0	0	6
AGIS_Os08g017150	0	0	0	0	0	0	0	0
AGIS_Os08g017160	0	0	0	0	0	0	0	0
AGIS_Os08g017170	0	0	0	0	0	0	0	0
AGIS_Os08g017180	0	0	0	0	0	0	0	0
AGIS_Os08g017190	0	0	0	0	0	0	0	0
AGIS_Os08g017200	0	0	0	0	0	0	0	0
AGIS_Os08g017210	0	0	0	0	0	0	0	0
AGIS_Os08g017220	0	0	0	0	0	0	0	0
AGIS_Os08g017230	0	0	0	0	0	0	0	0
AGIS_Os08g017240	0	0	0	0	0	0	0	0
AGIS_Os08g017250	0	0	0	0	0	0	0	0
AGIS_Os08g017260	0	0	0	0	0	0	0	0
AGIS_Os08g017270	0	0	0	0	0	0	0	0
AGIS_Os08g017280	235	443	387	308	237	233	221	426
AGIS_Os08g017290	33	52	14	30	4	19	16	7
AGIS_Os08g017300	263	445	243	212	203	172	179	283
AGIS_Os08g017310	0	0	0	0	0	0	0	0
AGIS_Os08g017320	0	0	0	0	0	0	0	0
AGIS_Os08g017330	69	100	57	66	36	25	70	68
AGIS_Os08g017340	0	0	0	0	0	0	0	0
AGIS_Os08g017350	24	53	50	95	50	86	90	93
AGIS_Os08g017360	1793	1845	1582	1356	1239	1358	1472	1676
AGIS_Os08g017370	0	0	0	0	0	0	0	0
AGIS_Os08g017380	0	0	0	0	0	0	0	0
AGIS_Os08g017390	0	0	0	0	0	0	0	0
AGIS_Os08g017400	136	210	183	207	277	176	259	258
AGIS_Os08g017410	0	0	0	0	0	0	0	0
AGIS_Os08g017420	0	0	0	0	0	0	0	0
AGIS_Os08g017430	0	0	0	0	0	0	0	0
AGIS_Os08g017440	5	3	8	18	9	21	5	10
AGIS_Os08g017450	0	0	0	0	8	0	0	0
AGIS_Os08g017460	0	8	0	0	0	0	0	0
AGIS_Os08g017470	0	0	0	0	0	0	0	0
AGIS_Os08g017480	0	0	0	0	0	0	0	0
AGIS_Os08g017490	0	2	0	0	0	0	0	0
AGIS_Os08g017500	171	292	120	198	97	100	105	225
AGIS_Os08g017510	340	639	322	423	295	311	500	432
AGIS_Os08g017520	0	0	0	0	0	0	0	0
AGIS_Os08g017530	0	0	0	0	0	0	0	0
AGIS_Os08g017540	0	0	0	0	0	0	0	0
AGIS_Os08g017550	0	0	0	0	0	0	0	0
AGIS_Os08g017560	556	781	526	548	499	713	619	760
AGIS_Os08g017570	405	551	249	339	176	360	329	379
AGIS_Os08g017580	0	0	0	0	0	0	0	0
AGIS_Os08g017590	0	0	0	0	0	0	0	0
AGIS_Os08g017600	0	0	0	0	0	0	0	0
AGIS_Os08g017610	0	2	0	0	0	0	0	0
AGIS_Os08g017620	28	64	16	18	132	166	88	86
AGIS_Os08g017630	0	0	0	0	0	0	0	0
AGIS_Os08g017640	0	0	0	0	0	0	0	0
AGIS_Os08g017650	0	0	0	0	0	0	0	0
AGIS_Os08g017660	12	94	7	17	18	0	28	17
AGIS_Os08g017670	6	30	5	1	24	0	27	4
AGIS_Os08g017680	0	0	0	0	0	0	0	0
AGIS_Os08g017690	0	0	0	0	0	0	0	0
AGIS_Os08g017700	0	0	0	0	0	0	0	0
AGIS_Os08g017710	16	0	0	0	0	0	0	4
AGIS_Os08g017720	0	0	0	0	0	0	0	1
AGIS_Os08g017730	0	0	0	0	0	0	0	0
AGIS_Os08g017740	53	158	24	39	32	62	83	98
AGIS_Os08g017750	0	0	0	0	0	0	0	0
AGIS_Os08g017760	171	782	307	297	164	175	174	286
AGIS_Os08g017770	0	0	0	0	0	0	0	0
AGIS_Os08g017780	292	387	319	269	159	200	161	238
AGIS_Os08g017790	0	0	0	0	0	0	0	0
AGIS_Os08g017800	0	0	0	0	0	0	0	0
AGIS_Os08g017810	0	0	0	0	0	0	0	0
AGIS_Os08g017820	2580	3087	2796	2706	1986	2900	2860	3933
AGIS_Os08g017830	0	0	0	0	0	0	0	0
AGIS_Os08g017840	44	205	58	122	117	310	264	209
AGIS_Os08g017850	7	12	16	20	8	24	4	18
AGIS_Os08g017860	293	384	360	303	315	336	424	439
AGIS_Os08g017870	0	0	0	0	0	0	0	0
AGIS_Os08g017880	0	0	0	0	0	0	0	0
AGIS_Os08g017890	0	0	0	0	0	0	0	0
AGIS_Os08g017900	0	0	0	0	0	0	0	0
AGIS_Os08g017910	0	0	14	0	0	0	0	0
AGIS_Os08g017920	0	0	0	0	0	0	0	0
AGIS_Os08g017930	4	11	0	8	0	5	14	17
AGIS_Os08g017940	0	0	0	0	2	0	0	0
AGIS_Os08g017950	0	0	0	0	0	0	0	0
AGIS_Os08g017960	0	0	0	0	0	0	0	0
AGIS_Os08g017970	0	0	0	0	0	0	0	0
AGIS_Os08g017980	0	0	0	0	0	0	0	0
AGIS_Os08g017990	848	1597	988	1044	764	863	1165	1304
AGIS_Os08g018000	0	0	0	0	0	0	0	0
AGIS_Os08g018010	1508	2219	2027	1691	1356	2003	2297	2327
AGIS_Os08g018020	0	0	0	0	0	0	0	0
AGIS_Os08g018030	0	0	0	0	0	0	0	0
AGIS_Os08g018040	0	0	0	0	0	0	0	0
AGIS_Os08g018050	0	0	0	0	0	0	0	0
AGIS_Os08g018060	0	0	0	0	0	0	0	0
AGIS_Os08g018070	0	0	0	0	0	0	0	0
AGIS_Os08g018080	0	0	0	0	0	0	0	0
AGIS_Os08g018090	0	0	0	0	0	0	0	0
AGIS_Os08g018100	0	0	0	0	0	0	0	0
AGIS_Os08g018110	0	0	0	0	0	0	0	0
AGIS_Os08g018120	0	0	0	0	0	0	0	0
AGIS_Os08g018130	23	23	22	94	26	60	68	33
AGIS_Os08g018140	0	0	0	0	0	0	0	0
AGIS_Os08g018150	251	330	265	298	121	197	289	342
AGIS_Os08g018160	0	0	0	0	0	0	0	0
AGIS_Os08g018170	500	621	547	579	407	500	574	608
AGIS_Os08g018180	0	0	0	0	0	0	0	0
AGIS_Os08g018190	0	0	0	0	0	0	0	0
AGIS_Os08g018200	0	0	0	0	0	0	0	0
AGIS_Os08g018210	0	0	0	0	0	0	0	0
AGIS_Os08g018220	0	0	0	0	0	0	0	0
AGIS_Os08g018230	0	0	0	0	0	0	0	0
AGIS_Os08g018240	69	95	65	58	79	51	62	125
AGIS_Os08g018250	0	0	0	0	0	0	0	0
AGIS_Os08g018260	0	0	0	0	0	0	0	0
AGIS_Os08g018270	0	0	0	0	0	0	0	0
AGIS_Os08g018280	218	498	585	788	541	706	1129	1376
AGIS_Os08g018290	0	0	0	0	0	0	0	0
AGIS_Os08g018300	0	0	0	0	0	0	0	0
AGIS_Os08g018310	0	0	0	0	0	0	0	0
AGIS_Os08g018320	0	0	0	0	0	0	0	0
AGIS_Os08g018330	0	0	0	0	0	0	0	0
AGIS_Os08g018340	0	0	0	0	0	0	0	0
AGIS_Os08g018350	0	8	4	10	30	5	74	8
AGIS_Os08g018360	0	0	0	0	0	0	0	0
AGIS_Os08g018370	12	78	26	12	18	0	0	70
AGIS_Os08g018380	0	0	0	0	0	0	0	0
AGIS_Os08g018390	0	0	0	0	0	0	0	0
AGIS_Os08g018400	0	0	0	0	0	0	0	0
AGIS_Os08g018410	1499	1839	1564	1459	1080	1680	1693	1858
AGIS_Os08g018420	0	0	0	0	0	0	0	0
AGIS_Os08g018430	0	0	0	0	0	0	0	0
AGIS_Os08g018440	0	0	0	0	0	0	0	0
AGIS_Os08g018450	0	0	0	0	0	0	0	0
AGIS_Os08g018460	0	0	0	0	0	0	0	0
AGIS_Os08g018470	0	0	0	0	0	0	0	0
AGIS_Os08g018480	0	0	0	0	0	0	0	0
AGIS_Os08g018490	0	0	0	0	0	0	0	0
AGIS_Os08g018500	0	0	0	0	0	0	0	0
AGIS_Os08g018510	0	4	0	0	0	0	0	0
AGIS_Os08g018520	0	0	0	0	0	0	0	0
AGIS_Os08g018530	0	0	0	0	0	0	0	0
AGIS_Os08g018540	378	313	389	418	286	495	561	420
AGIS_Os08g018550	211	261	190	238	78	64	166	98
AGIS_Os08g018560	5461	5692	4939	4670	3957	4559	5205	4966
