GeneID	pho2mycLP_1	pho2mycLP_2	pho2mycLP_3	pho2mycLP_4	pho2mycHP_1	pho2mycHP_2	pho2mycHP_3	pho2mycHP_4
AGIS_Os03g011500	0	0	0	0	0	0	0	0
AGIS_Os03g011510	25	148	21	52	35	16	72	57
AGIS_Os03g011520	844	1317	957	1254	828	1034	1222	1350
AGIS_Os03g011530	0	0	0	0	0	0	0	0
AGIS_Os03g011540	108	132	84	126	69	116	74	115
AGIS_Os03g011550	123	220	109	152	108	173	283	207
AGIS_Os03g011560	0	0	0	0	0	0	0	0
AGIS_Os03g011570	0	0	0	0	0	0	0	0
AGIS_Os03g011580	889	1323	830	936	430	539	612	843
AGIS_Os03g011590	0	0	0	0	0	0	0	0
AGIS_Os03g011600	16594	14373	13070	12664	10215	12584	10043	15462
AGIS_Os03g011610	10214	8758	8644	7719	6650	7996	6778	9721
AGIS_Os03g011620	1879	2022	2146	1754	1712	2446	2057	2359
AGIS_Os03g011630	23	24	14	14	10	1	22	23
AGIS_Os03g011640	0	1	0	0	4	0	0	8
AGIS_Os03g011650	2466	3137	2676	2670	2917	3653	3667	3680
AGIS_Os03g011660	576	685	605	617	793	687	820	884
AGIS_Os03g011670	333	662	305	305	252	275	273	457
AGIS_Os03g011680	0	0	0	0	0	0	0	0
AGIS_Os03g011690	33	37	22	48	39	49	102	49
AGIS_Os03g011700	0	0	0	0	0	0	0	0
AGIS_Os03g011710	0	0	0	0	0	0	0	0
AGIS_Os03g011720	0	0	0	0	0	0	0	0
AGIS_Os03g011730	0	0	0	2	0	0	0	0
AGIS_Os03g011740	0	0	6	0	0	0	0	0
AGIS_Os03g011750	0	0	0	0	0	0	0	0
AGIS_Os03g011760	295	212	166	209	192	227	305	247
AGIS_Os03g011770	839	1166	1061	1162	659	1205	1154	1260
AGIS_Os03g011780	20	18	0	24	40	39	70	36
AGIS_Os03g011790	1338	1591	1819	1001	1091	1635	1582	1409
AGIS_Os03g011800	434	377	426	430	330	724	564	627
AGIS_Os03g011810	286	411	278	291	199	332	352	397
AGIS_Os03g011820	0	0	0	0	0	0	0	6
AGIS_Os03g011830	1120	1311	1314	1169	1099	1213	1485	1523
AGIS_Os03g011840	1374	1953	1933	1704	1797	2323	2386	2159
AGIS_Os03g011850	1359	3219	1739	1878	2190	2705	2795	3011
AGIS_Os03g011860	1550	2593	1712	2290	2722	2563	3241	3349
AGIS_Os03g011870	49	62	59	32	33	82	65	80
AGIS_Os03g011880	316	557	374	654	788	745	770	737
AGIS_Os03g011890	78	153	83	93	34	82	128	127
AGIS_Os03g011900	231	331	220	232	272	317	308	438
AGIS_Os03g011910	647	534	719	507	540	682	599	840
AGIS_Os03g011920	0	0	0	0	0	0	0	0
AGIS_Os03g011930	0	0	0	0	0	0	0	0
AGIS_Os03g011940	0	0	0	0	0	0	0	0
AGIS_Os03g011950	0	0	0	0	0	0	0	0
AGIS_Os03g011960	0	0	0	0	0	0	0	0
AGIS_Os03g011970	258	325	230	381	315	377	426	460
AGIS_Os03g011980	0	0	0	0	0	0	0	0
AGIS_Os03g011990	851	1144	811	953	862	1009	1138	1125
AGIS_Os03g012000	144	216	92	105	92	40	53	137
AGIS_Os03g012010	2814	3416	3338	2817	2913	3571	4408	4449
AGIS_Os03g012020	29	54	69	28	46	57	36	40
AGIS_Os03g012030	12	10	22	1	25	4	3	8
AGIS_Os03g012040	2017	2191	1719	1888	1764	2278	2609	2288
AGIS_Os03g012050	171	207	198	232	166	372	243	362
AGIS_Os03g012060	54	128	131	68	58	75	119	106
AGIS_Os03g012070	736	1155	955	1200	1279	1525	1921	1269
AGIS_Os03g012080	4	0	0	0	0	8	0	0
AGIS_Os03g012090	307	832	412	665	1584	1377	1377	1023
AGIS_Os03g012100	0	0	0	0	0	0	0	0
AGIS_Os03g012110	0	0	0	0	0	0	0	0
AGIS_Os03g012120	23	50	22	21	47	62	54	22
AGIS_Os03g012130	390	439	322	379	525	483	552	602
AGIS_Os03g012140	0	0	0	0	0	0	0	0
AGIS_Os03g012150	1151	1092	1129	1097	1169	1684	1886	1592
AGIS_Os03g012160	506	412	498	439	188	261	250	434
AGIS_Os03g012170	20	21	18	12	4	13	14	12
AGIS_Os03g012180	0	0	0	0	0	0	0	0
AGIS_Os03g012190	623	749	565	581	652	918	867	730
AGIS_Os03g012200	0	0	0	8	0	0	0	0
AGIS_Os03g012210	473	530	588	649	888	917	1368	675
AGIS_Os03g012220	8	4	25	7	13	6	0	20
AGIS_Os03g012230	9	6	0	21	15	0	22	26
AGIS_Os03g012240	117	100	133	142	162	206	280	230
AGIS_Os03g012250	0	0	0	0	4	0	0	6
AGIS_Os03g012260	0	0	0	0	0	0	0	0
AGIS_Os03g012270	0	0	0	0	0	0	0	0
AGIS_Os03g012280	2423	4111	2915	4159	3556	4089	4567	5279
AGIS_Os03g012290	94	86	86	108	57	110	87	63
AGIS_Os03g012300	40	46	29	39	36	36	49	12
AGIS_Os03g012310	3573	3859	4261	4119	3685	4944	4987	4804
AGIS_Os03g012320	20	49	14	16	34	52	57	50
AGIS_Os03g012330	709	1131	1029	843	639	1034	981	1116
AGIS_Os03g012340	449	565	537	505	492	670	590	733
AGIS_Os03g012350	132	134	120	117	104	276	196	132
AGIS_Os03g012360	0	0	2	0	0	0	0	0
AGIS_Os03g012370	0	6	0	16	0	2	0	8
AGIS_Os03g012380	33	108	61	34	36	54	12	58
AGIS_Os03g012390	0	0	0	0	0	0	0	0
AGIS_Os03g012400	500	660	416	598	1056	712	750	740
AGIS_Os03g012410	1336	1732	1557	1384	1106	1244	1611	1813
AGIS_Os03g012420	0	0	0	0	0	0	0	0
AGIS_Os03g012430	35	33	80	7	17	59	30	35
AGIS_Os03g012440	0	0	0	0	0	0	0	0
AGIS_Os03g012450	0	0	0	0	0	0	0	6
AGIS_Os03g012460	0	0	0	0	0	0	0	0
AGIS_Os03g012470	0	0	0	0	0	0	0	1
AGIS_Os03g012480	16481	15137	15530	12675	14240	19911	15693	16653
AGIS_Os03g012490	0	0	0	0	0	0	0	0
AGIS_Os03g012500	0	0	0	0	0	0	0	0
AGIS_Os03g012510	0	0	0	0	0	0	0	0
AGIS_Os03g012520	0	0	0	0	0	0	0	0
AGIS_Os03g012530	6	8	0	0	9	52	14	4
AGIS_Os03g012540	72	77	97	124	106	119	136	158
AGIS_Os03g012550	357	370	448	327	251	402	330	341
AGIS_Os03g012560	626	709	773	755	531	928	890	950
AGIS_Os03g012570	372	575	629	470	455	710	663	574
AGIS_Os03g012580	0	0	0	0	0	0	0	0
AGIS_Os03g012590	0	0	0	0	0	0	0	0
AGIS_Os03g012600	801	1156	886	848	1347	1964	2016	1572
AGIS_Os03g012610	192	376	248	260	134	347	259	301
AGIS_Os03g012620	901	722	773	733	981	832	947	1380
AGIS_Os03g012630	0	0	0	0	0	0	0	0
AGIS_Os03g012640	270	465	354	573	321	556	635	475
AGIS_Os03g012650	0	0	0	0	0	0	0	0
AGIS_Os03g012660	0	0	0	0	0	0	0	0
AGIS_Os03g012670	0	0	0	0	0	0	0	0
AGIS_Os03g012680	0	0	0	0	0	0	0	0
AGIS_Os03g012690	0	0	0	0	0	0	0	0
AGIS_Os03g012700	269	353	382	396	156	375	588	476
AGIS_Os03g012710	0	0	0	0	2	0	0	1
AGIS_Os03g012720	130	156	192	173	111	144	270	210
AGIS_Os03g012730	307	617	436	530	385	375	548	662
AGIS_Os03g012740	183	358	348	626	802	1042	1254	1100
AGIS_Os03g012750	0	0	0	0	0	0	0	0
AGIS_Os03g012760	0	0	0	0	0	0	0	0
AGIS_Os03g012770	0	0	0	0	0	0	0	0
AGIS_Os03g012780	0	0	0	0	0	0	0	0
AGIS_Os03g012790	0	0	0	0	0	0	0	0
AGIS_Os03g012800	760	918	834	687	626	664	811	983
AGIS_Os03g012810	291	375	306	220	226	269	374	275
AGIS_Os03g012820	12	10	6	21	0	37	1	16
AGIS_Os03g012830	250	428	413	301	245	403	523	309
AGIS_Os03g012840	180	202	67	146	81	128	161	209
AGIS_Os03g012850	663	756	765	488	606	672	844	814
AGIS_Os03g012860	1019	1604	1219	1722	1689	2265	2078	1964
AGIS_Os03g012870	244	426	247	295	211	347	356	277
AGIS_Os03g012880	0	0	12	0	0	0	0	0
AGIS_Os03g012890	0	1	10	2	1	8	8	5
AGIS_Os03g012900	8	1	18	24	31	20	59	26
AGIS_Os03g012910	45	90	52	37	20	26	30	83
AGIS_Os03g012920	0	0	0	0	0	0	0	0
AGIS_Os03g012930	0	0	0	0	0	0	0	0
AGIS_Os03g012940	484	678	625	537	622	726	1003	936
AGIS_Os03g012950	5888	8654	6043	6682	4807	5236	6908	8467
AGIS_Os03g012960	2150	3060	2077	2019	2637	2987	3392	3597
AGIS_Os03g012970	2210	2194	1977	2024	2633	2555	2876	3531
AGIS_Os03g012980	1166	1338	1245	1205	1024	1445	1401	1383
AGIS_Os03g012990	7318	10726	8923	9481	2728	5794	6868	8462
AGIS_Os03g013000	361	350	407	368	343	492	431	539
AGIS_Os03g013010	1232	1904	1264	1541	1415	1350	1524	2116
AGIS_Os03g013020	2016	3335	2180	2146	3626	3519	3463	4522
AGIS_Os03g013030	0	0	0	0	0	0	0	0
AGIS_Os03g013040	0	20	0	0	0	0	0	0
AGIS_Os03g013050	118	209	116	153	186	301	205	202
AGIS_Os03g013060	0	0	0	0	0	0	0	0
AGIS_Os03g013070	0	0	0	0	0	0	0	0
AGIS_Os03g013080	1	41	6	18	3	10	7	6
AGIS_Os03g013090	502	810	741	668	548	947	797	933
AGIS_Os03g013100	0	0	0	0	0	0	0	0
AGIS_Os03g013110	0	0	0	0	0	0	0	0
AGIS_Os03g013120	0	0	0	0	0	0	0	0
AGIS_Os03g013130	0	0	0	0	0	0	0	0
AGIS_Os03g013140	0	0	0	0	0	0	0	0
AGIS_Os03g013150	43	21	11	16	18	11	12	16
AGIS_Os03g013160	93	116	35	89	11	75	55	55
AGIS_Os03g013170	0	0	0	0	0	0	0	0
AGIS_Os03g013180	0	0	0	0	0	6	0	0
AGIS_Os03g013190	0	18	0	10	23	36	38	12
AGIS_Os03g013200	958	1787	1280	1873	968	1544	1938	1828
AGIS_Os03g013210	100	202	124	94	110	239	200	175
AGIS_Os03g013220	549	612	474	498	311	377	491	634
AGIS_Os03g013230	0	0	0	0	0	7	0	5
AGIS_Os03g013240	251	1380	362	569	787	1169	1343	824
AGIS_Os03g013250	0	0	0	0	0	0	0	0
AGIS_Os03g013260	301	375	218	385	123	244	218	226
AGIS_Os03g013270	6	0	0	0	0	0	0	0
AGIS_Os03g013280	0	0	0	0	0	0	0	0
AGIS_Os03g013290	20	42	0	48	34	35	14	1
AGIS_Os03g013300	8	6	0	1	3	8	8	1
AGIS_Os03g013310	1470	2928	1639	1881	1418	3168	2726	1717
AGIS_Os03g013320	1413	1481	1328	1440	1101	1446	1825	1865
AGIS_Os03g013330	8	15	0	10	4	15	6	12
AGIS_Os03g013340	14	4	0	12	6	16	1	38
AGIS_Os03g013350	94	73	54	47	34	58	22	70
AGIS_Os03g013360	444	737	723	724	577	864	933	850
AGIS_Os03g013370	0	0	0	0	0	0	0	0
AGIS_Os03g013380	680	940	535	670	810	847	898	900
AGIS_Os03g013390	0	0	0	4	0	0	0	0
AGIS_Os03g013400	331	478	258	339	199	241	284	394
AGIS_Os03g013410	60	38	10	49	35	56	92	55
AGIS_Os03g013420	233	283	283	512	610	690	499	394
AGIS_Os03g013430	0	0	0	0	0	0	0	0
AGIS_Os03g013440	801	1140	1006	804	590	1037	811	1116
AGIS_Os03g013450	0	0	0	0	0	0	0	0
AGIS_Os03g013460	0	0	0	0	0	0	0	0
AGIS_Os03g013470	0	0	0	0	0	0	0	0
AGIS_Os03g013480	0	0	0	0	0	0	0	0
AGIS_Os03g013490	565	788	707	755	1124	1005	1111	1320
AGIS_Os03g013500	865	1240	965	844	637	707	887	1037
AGIS_Os03g013510	18	68	8	31	18	34	39	47
AGIS_Os03g013520	450	514	418	525	414	644	504	621
AGIS_Os03g013530	1386	1823	1353	1622	1536	1822	1571	1786
AGIS_Os03g013540	212	450	265	363	181	163	229	340
AGIS_Os03g013550	918	1154	1225	1096	821	1471	1482	1520
AGIS_Os03g013560	147	649	131	148	89	88	77	173
AGIS_Os03g013570	0	0	0	0	0	0	0	0
AGIS_Os03g013580	0	0	0	0	0	0	0	2
AGIS_Os03g013590	652	776	570	691	680	739	903	863
AGIS_Os03g013600	0	0	0	0	0	0	0	0
AGIS_Os03g013610	617	922	707	760	597	720	785	1020
AGIS_Os03g013620	1	64	30	30	6	50	19	1
AGIS_Os03g013630	0	0	0	0	0	0	0	0
AGIS_Os03g013640	6296	6282	6808	6176	3851	6607	8117	7208
AGIS_Os03g013650	612	725	563	648	465	464	695	616
AGIS_Os03g013660	849	845	790	705	767	1045	845	877
AGIS_Os03g013670	0	0	0	8	0	1	0	1
AGIS_Os03g013680	857	809	775	825	561	874	706	997
AGIS_Os03g013690	1171	1310	1097	1206	1225	1421	1507	1893
AGIS_Os03g013700	1223	1437	1297	1290	1158	1478	1309	1649
AGIS_Os03g013710	235	419	326	326	144	325	353	314
AGIS_Os03g013720	8	6	12	12	1	30	4	0
AGIS_Os03g013730	676	1003	781	915	802	1002	1099	1188
AGIS_Os03g013740	3408	3849	3930	3204	6008	3433	4186	6764
AGIS_Os03g013750	22	106	44	116	98	112	135	15
AGIS_Os03g013760	597	675	607	445	379	663	619	725
AGIS_Os03g013770	30	95	102	41	38	121	117	109
AGIS_Os03g013780	10	0	0	0	0	0	0	0
AGIS_Os03g013790	0	0	0	0	0	0	0	0
AGIS_Os03g013800	1001	1288	1150	849	841	1043	1515	1236
AGIS_Os03g013810	178	270	193	149	193	300	191	254
AGIS_Os03g013820	1277	1750	1744	1371	904	1203	1292	1686
AGIS_Os03g013830	130	172	190	223	82	254	263	203
AGIS_Os03g013840	2116	2773	2086	2265	1644	2289	2379	2422
AGIS_Os03g013850	195	305	110	178	185	131	174	178
AGIS_Os03g013860	2327	3094	2213	2352	1811	2532	3141	3227
AGIS_Os03g013870	2766	2407	2120	2378	1158	1478	1446	1889
AGIS_Os03g013880	2477	2519	2181	2104	1108	1542	1474	1768
AGIS_Os03g013890	60	131	112	48	52	110	127	64
AGIS_Os03g013900	1284	1609	1428	1390	1195	1929	2009	1526
AGIS_Os03g013910	591	620	737	607	593	1004	914	819
AGIS_Os03g013920	96	64	57	91	41	62	48	56
AGIS_Os03g013930	0	0	0	0	0	0	0	0
AGIS_Os03g013940	0	0	0	0	0	0	0	0
AGIS_Os03g013950	0	0	0	0	0	0	0	0
AGIS_Os03g013960	379	603	611	437	276	315	434	662
AGIS_Os03g013970	586	1041	1089	940	740	1043	1327	1119
AGIS_Os03g013980	0	12	0	10	1	12	0	0
AGIS_Os03g013990	1	0	0	28	24	0	10	0
AGIS_Os03g014000	118	158	211	115	104	230	244	172
AGIS_Os03g014010	0	6	10	2	0	0	0	0
AGIS_Os03g014020	1106	1095	900	947	1182	1367	1337	1745
AGIS_Os03g014030	598	787	830	845	642	941	1263	912
AGIS_Os03g014040	950	908	958	760	798	1144	1168	1246
AGIS_Os03g014050	559	1084	676	773	592	602	794	958
AGIS_Os03g014060	0	0	0	0	0	0	0	0
AGIS_Os03g014070	4509	4693	4168	3607	2855	4491	4425	5094
AGIS_Os03g014080	336	653	392	461	263	441	474	614
AGIS_Os03g014090	1083	1690	1108	1233	1081	841	1232	1501
AGIS_Os03g014100	2592	3056	3078	2734	1834	2639	3052	3343
AGIS_Os03g014110	1906	2434	1994	2144	3031	3301	3441	3513
AGIS_Os03g014120	0	0	0	11	0	0	6	6
AGIS_Os03g014130	131	505	91	202	292	458	504	338
AGIS_Os03g014140	0	0	0	0	0	0	0	0
AGIS_Os03g014150	0	0	0	0	0	0	0	0
AGIS_Os03g014160	0	0	0	0	0	0	0	0
AGIS_Os03g014170	416	561	442	434	276	535	430	686
AGIS_Os03g014180	451	515	449	481	334	417	683	555
AGIS_Os03g014190	272	399	391	299	353	501	456	524
AGIS_Os03g014200	0	0	0	0	0	0	0	0
AGIS_Os03g014210	1	0	12	0	94	0	0	0
AGIS_Os03g014220	0	0	0	0	0	0	0	0
AGIS_Os03g014230	0	0	0	0	0	0	0	0
AGIS_Os03g014240	3	0	0	0	0	0	0	0
AGIS_Os03g014250	0	0	0	0	0	0	0	0
AGIS_Os03g014260	0	0	0	0	0	0	0	0
AGIS_Os03g014270	0	0	0	0	0	0	0	0
AGIS_Os03g014280	131	151	98	196	141	164	174	149
AGIS_Os03g014290	49	129	92	26	257	217	212	139
AGIS_Os03g014300	1569	2281	1313	1511	1175	1537	1780	2209
AGIS_Os03g014310	52	80	103	38	167	126	176	136
AGIS_Os03g014320	695	893	765	712	818	1255	1066	893
AGIS_Os03g014330	27	86	42	21	52	51	46	86
AGIS_Os03g014340	0	0	0	0	0	0	0	0
AGIS_Os03g014350	0	8	14	25	10	40	41	14
AGIS_Os03g014360	2046	2212	2633	2035	1762	2377	2452	2270
AGIS_Os03g014370	151	281	136	125	134	230	117	203
AGIS_Os03g014380	183	504	242	221	113	302	140	379
AGIS_Os03g014390	43	88	90	46	25	98	62	63
AGIS_Os03g014400	732	979	767	750	944	1006	1170	1113
AGIS_Os03g014410	0	0	0	0	0	0	0	0
AGIS_Os03g014420	2	30	0	24	5	36	0	14
AGIS_Os03g014430	6	0	0	0	0	0	0	1
AGIS_Os03g014440	0	0	0	0	0	0	0	0
AGIS_Os03g014450	0	0	0	0	0	0	0	0
AGIS_Os03g014460	0	0	0	0	0	0	0	0
AGIS_Os03g014470	364	286	389	285	273	378	339	438
AGIS_Os03g014480	156	177	157	178	137	292	278	293
AGIS_Os03g014490	31	104	26	30	24	88	123	70
AGIS_Os03g014500	319	465	399	505	545	672	834	1140
AGIS_Os03g014510	0	0	0	0	0	0	0	0
AGIS_Os03g014520	0	0	0	0	0	0	0	0
AGIS_Os03g014530	0	0	0	0	0	0	0	0
AGIS_Os03g014540	0	0	0	0	0	0	0	0
AGIS_Os03g014550	0	0	0	0	0	0	0	0
AGIS_Os03g014560	4533	7296	5296	6608	6974	9837	10274	9862
AGIS_Os03g014570	0	0	0	0	0	0	0	0
AGIS_Os03g014580	5229	5927	5882	5614	3768	5999	5980	5979
AGIS_Os03g014590	1950	3337	2247	2238	2532	2672	3091	3285
AGIS_Os03g014600	0	6	0	6	0	0	0	0
AGIS_Os03g014610	0	0	0	0	0	0	0	0
AGIS_Os03g014620	274	325	292	256	126	323	308	329
AGIS_Os03g014630	904	1189	1146	1179	1370	1922	1868	1608
AGIS_Os03g014640	0	0	0	0	0	0	0	0
AGIS_Os03g014650	81	126	97	85	218	129	164	135
AGIS_Os03g014660	0	0	0	0	0	0	0	0
AGIS_Os03g014670	910	1296	894	1347	688	944	1122	885
AGIS_Os03g014680	524	909	603	471	393	451	449	629
AGIS_Os03g014690	4668	5008	4886	5063	4611	6222	6530	5748
AGIS_Os03g014700	0	0	11	1	0	0	0	3
AGIS_Os03g014710	480	700	482	582	633	766	624	679
AGIS_Os03g014720	0	0	0	0	0	16	18	0
AGIS_Os03g014730	151	175	87	185	97	200	199	197
AGIS_Os03g014740	2050	2182	2518	2521	2511	2527	2780	1914
AGIS_Os03g014750	162	198	187	205	178	204	170	332
AGIS_Os03g014760	218	250	419	314	204	434	327	377
AGIS_Os03g014770	2	0	0	0	0	0	2	0
AGIS_Os03g014780	5440	7591	4901	5137	2011	2872	2885	4720
AGIS_Os03g014790	39	38	31	28	4	15	42	15
AGIS_Os03g014800	3551	4277	4049	4462	2460	3383	3723	4056
AGIS_Os03g014810	280	467	262	390	241	274	302	370
AGIS_Os03g014820	8	28	12	12	19	26	14	32
AGIS_Os03g014830	367	384	627	319	404	551	810	806
AGIS_Os03g014840	46	42	12	16	137	40	60	385
AGIS_Os03g014850	0	0	0	0	0	0	0	0
AGIS_Os03g014860	5090	7992	7434	9268	7822	11339	13861	11047
AGIS_Os03g014870	0	0	0	0	0	0	0	0
AGIS_Os03g014880	1561	1677	1507	1529	1671	1763	2079	1795
AGIS_Os03g014890	2840	3956	3381	3317	2803	4485	4143	4043
AGIS_Os03g014900	1638	1925	1764	1771	1986	2305	2040	2377
AGIS_Os03g014910	0	0	0	0	0	0	0	0
AGIS_Os03g014920	44	47	20	34	38	71	109	62
AGIS_Os03g014930	288	497	237	145	128	124	158	332
AGIS_Os03g014940	235	214	193	192	104	179	183	239
AGIS_Os03g014950	40	145	200	83	99	146	243	65
AGIS_Os03g014960	2765	3446	2872	2986	2318	3465	3098	3099
AGIS_Os03g014970	2624	4088	3056	2780	2769	5546	4878	3945
AGIS_Os03g014980	0	0	0	0	0	0	0	0
AGIS_Os03g014990	1147	2111	1941	1673	1551	2669	2490	2424
AGIS_Os03g015000	86	306	92	148	48	103	153	142
AGIS_Os03g015010	245	429	418	397	386	463	517	484
AGIS_Os03g015020	123	67	102	100	392	382	253	398
AGIS_Os03g015030	100	292	85	123	58	85	109	126
AGIS_Os03g015040	405	455	471	381	376	472	522	613
AGIS_Os03g015050	6	1	1	0	3	0	0	7
AGIS_Os03g015060	2592	3242	2599	2510	2604	2559	2809	3585
AGIS_Os03g015070	7	12	0	0	0	2	4	10
AGIS_Os03g015080	464	950	612	795	607	777	772	744
AGIS_Os03g015090	42	222	126	236	99	219	210	147
AGIS_Os03g015100	54	90	74	81	70	102	121	48
AGIS_Os03g015110	1935	2358	2096	2133	2966	2880	2724	3431
AGIS_Os03g015120	143	167	156	194	64	160	297	203
AGIS_Os03g015130	0	12	0	15	6	18	60	22
AGIS_Os03g015140	0	10	0	0	0	0	0	0
AGIS_Os03g015150	0	0	32	0	0	0	0	0
AGIS_Os03g015160	1398	2035	1482	1612	1665	1815	1935	1917
AGIS_Os03g015170	4418	6283	5378	5476	4709	5932	6435	6513
AGIS_Os03g015180	0	0	0	0	0	0	0	0
AGIS_Os03g015190	58	99	72	68	49	65	100	119
AGIS_Os03g015200	1346	1310	1164	1532	1946	1950	2907	1477
AGIS_Os03g015210	0	0	0	2	0	0	3	3
AGIS_Os03g015220	105	12	14	9	383	7	15	71
AGIS_Os03g015230	0	0	0	0	0	0	0	8
AGIS_Os03g015240	6	0	0	0	0	13	0	2
AGIS_Os03g015250	0	0	0	0	0	0	0	0
AGIS_Os03g015260	0	0	0	0	0	0	0	0
AGIS_Os03g015270	0	0	0	0	0	0	0	10
AGIS_Os03g015280	120	136	75	61	204	223	216	333
AGIS_Os03g015290	562	829	721	672	464	859	863	754
AGIS_Os03g015300	0	0	0	0	0	0	0	0
AGIS_Os03g015310	526	676	582	675	978	967	887	1003
AGIS_Os03g015320	179	317	339	287	315	494	495	391
AGIS_Os03g015330	702	1000	717	777	614	1303	994	1035
AGIS_Os03g015340	35	34	18	63	17	56	56	78
AGIS_Os03g015350	52	75	100	96	49	48	65	103
AGIS_Os03g015360	557	856	761	823	626	760	988	1024
AGIS_Os03g015370	0	0	0	0	0	0	0	0
AGIS_Os03g015380	764	1414	778	737	492	516	802	1067
AGIS_Os03g015390	85	71	44	28	89	91	71	144
AGIS_Os03g015400	144	126	180	145	145	129	184	216
AGIS_Os03g015410	1760	4037	2277	2076	1406	1294	2018	2196
AGIS_Os03g015420	144	237	247	299	192	339	299	252
AGIS_Os03g015430	152	184	135	114	90	162	192	176
AGIS_Os03g015440	93	106	21	84	8	18	30	15
AGIS_Os03g015450	221	400	224	229	316	296	342	269
AGIS_Os03g015460	242	412	240	297	303	451	508	468
AGIS_Os03g015470	119	138	162	87	83	188	165	171
AGIS_Os03g015480	29	37	66	65	61	118	115	53
AGIS_Os03g015490	97	173	94	91	63	117	73	72
AGIS_Os03g015500	15706	20257	19090	19829	15050	27019	27871	24076
AGIS_Os03g015510	4771	6686	4944	5430	4926	3951	4337	5245
AGIS_Os03g015520	926	1260	1166	1071	848	1183	1230	1138
AGIS_Os03g015530	0	0	0	0	0	0	0	0
AGIS_Os03g015540	212	346	258	232	177	198	269	233
AGIS_Os03g015550	3294	4080	3398	3110	4627	5633	5107	5236
AGIS_Os03g015560	0	0	0	0	0	0	0	0
AGIS_Os03g015570	558	1003	760	807	441	1097	1877	1169
AGIS_Os03g015580	0	0	0	0	0	0	0	0
AGIS_Os03g015590	347	435	592	430	207	403	377	452
AGIS_Os03g015600	166	186	187	159	145	244	177	189
AGIS_Os03g015610	1325	1548	1493	1157	1219	1840	1723	1654
AGIS_Os03g015620	24	28	18	12	148	78	74	63
AGIS_Os03g015630	0	0	0	0	0	0	0	0
AGIS_Os03g015640	0	0	0	0	0	0	0	0
AGIS_Os03g015650	206	262	140	161	167	284	312	370
AGIS_Os03g015660	460	1017	538	976	1003	1359	1624	1169
AGIS_Os03g015670	541	748	605	494	404	800	502	710
AGIS_Os03g015680	99068	82504	73732	69605	17293	27816	22268	32599
AGIS_Os03g015690	14	24	1	5	4	0	0	13
AGIS_Os03g015700	0	0	0	0	0	0	0	0
AGIS_Os03g015710	950	1398	1057	1201	1039	1390	1928	1780
AGIS_Os03g015720	539	741	860	745	477	724	728	791
AGIS_Os03g015730	89	96	45	58	41	71	56	105
AGIS_Os03g015740	420	692	466	402	314	495	512	769
AGIS_Os03g015750	457	547	645	511	549	768	606	733
AGIS_Os03g015760	358	319	430	373	357	610	538	474
AGIS_Os03g015770	178	223	181	64	136	134	201	106
AGIS_Os03g015780	0	0	0	0	0	0	0	0
AGIS_Os03g015790	11203	10234	10343	9083	5115	5660	5825	8735
AGIS_Os03g015800	463	840	705	675	711	849	743	787
AGIS_Os03g015810	0	6	0	0	0	0	0	0
AGIS_Os03g015820	24	1	9	20	24	18	48	37
AGIS_Os03g015830	19	84	35	40	42	106	55	35
AGIS_Os03g015840	89	130	81	84	1104	229	156	1159
AGIS_Os03g015850	0	0	0	0	0	0	0	0
AGIS_Os03g015860	0	0	0	0	0	0	0	0
AGIS_Os03g015870	0	0	0	0	0	0	2	4
AGIS_Os03g015880	374	627	499	446	1270	812	755	1146
AGIS_Os03g015890	224	349	292	282	131	204	184	309
AGIS_Os03g015900	0	0	0	0	0	0	0	0
AGIS_Os03g015910	0	0	0	0	0	0	0	0
AGIS_Os03g015920	51	154	117	130	68	80	225	67
AGIS_Os03g015930	353	631	643	822	635	1153	1769	612
AGIS_Os03g015940	1173	1443	1471	1917	1524	2857	4503	1940
AGIS_Os03g015950	879	1586	1237	2261	2060	2191	2562	2288
AGIS_Os03g015960	1010	3551	1360	1253	1517	3499	3085	2303
AGIS_Os03g015970	428	385	427	458	464	523	566	641
AGIS_Os03g015980	113	114	27	132	77	64	68	130
AGIS_Os03g015990	1676	2187	2460	2455	1819	2901	3248	2767
AGIS_Os03g016000	24	88	31	16	18	16	21	45
AGIS_Os03g016010	132	116	221	137	110	83	148	116
AGIS_Os03g016020	250	421	401	327	188	289	339	419
AGIS_Os03g016030	5837	6924	5305	5796	6962	6335	7076	6391
AGIS_Os03g016040	0	0	12	2	0	2	10	0
AGIS_Os03g016050	0	0	0	0	0	0	0	0
AGIS_Os03g016060	0	5	0	0	0	0	16	0
AGIS_Os03g016070	181	985	158	170	36	42	71	143
AGIS_Os03g016080	169	520	131	150	114	144	158	243
AGIS_Os03g016090	0	6	0	0	0	6	6	0
AGIS_Os03g016100	80	120	52	107	256	119	285	240
AGIS_Os03g016110	198	414	188	318	191	360	236	396
AGIS_Os03g016120	0	0	0	0	0	0	0	0
AGIS_Os03g016130	0	0	0	0	0	0	0	0
AGIS_Os03g016140	19	44	43	3	21	35	2	11
AGIS_Os03g016150	153	303	327	242	217	285	412	295
AGIS_Os03g016160	147	260	219	211	178	221	193	246
AGIS_Os03g016170	116	260	148	186	243	376	247	278
AGIS_Os03g016180	485	822	666	478	386	572	637	688
AGIS_Os03g016190	0	0	0	0	0	0	0	0
