GeneID	HPmycWT_1	HPmycWT_2	HPmycWT_3	HPmycWT_4	HPmycpho2_1	HPmycpho2_2	HPmycpho2_3	HPmycpho2_4
AGIS_Os06g008550	0	0	0	0	0	0	0	0
AGIS_Os06g008560	15	8	29	8	78	5	19	17
AGIS_Os06g008570	18	51	103	90	29	32	30	64
AGIS_Os06g008580	972	2300	2801	2531	2904	2824	3372	4509
AGIS_Os06g008590	2462	1258	670	1197	1304	2055	2026	2016
AGIS_Os06g008600	675	668	623	881	443	720	760	713
AGIS_Os06g008610	834	503	182	488	167	234	170	226
AGIS_Os06g008620	475	221	138	325	210	268	310	204
AGIS_Os06g008630	22	10	32	0	24	18	6	43
AGIS_Os06g008640	162	165	143	141	128	112	69	94
AGIS_Os06g008650	108	90	100	128	104	121	163	178
AGIS_Os06g008660	109	56	34	47	14	55	25	24
AGIS_Os06g008670	614	288	242	415	659	875	844	1161
AGIS_Os06g008680	96	98	67	25	86	234	145	150
AGIS_Os06g008690	26	14	14	0	50	51	69	24
AGIS_Os06g008700	0	0	0	0	0	0	0	0
AGIS_Os06g008710	104	52	54	14	75	72	52	46
AGIS_Os06g008720	26	0	0	0	35	38	34	39
AGIS_Os06g008730	52	76	35	56	54	109	38	10
AGIS_Os06g008740	28	36	28	12	4	10	22	8
AGIS_Os06g008750	0	0	0	0	0	0	0	0
AGIS_Os06g008760	39	18	6	44	30	6	6	24
AGIS_Os06g008770	0	0	0	0	0	0	0	0
AGIS_Os06g008780	30	37	17	44	28	56	20	40
AGIS_Os06g008790	731	647	586	599	447	564	690	638
AGIS_Os06g008800	263	96	102	180	87	122	155	87
AGIS_Os06g008810	2	31	74	98	35	71	92	138
AGIS_Os06g008820	0	0	0	0	0	0	0	0
AGIS_Os06g008830	1538	817	647	1035	2679	1989	1747	1863
AGIS_Os06g008840	310	133	134	174	77	117	192	145
AGIS_Os06g008850	0	0	0	0	0	0	0	0
AGIS_Os06g008860	1	3	0	0	0	0	0	0
AGIS_Os06g008870	92	73	146	133	75	138	107	181
AGIS_Os06g008880	68	236	138	196	589	532	566	730
AGIS_Os06g008890	0	0	0	6	0	0	4	0
AGIS_Os06g008900	0	0	0	0	2	4	4	0
AGIS_Os06g008910	0	0	0	0	0	0	0	0
AGIS_Os06g008920	0	0	0	0	0	0	0	0
AGIS_Os06g008930	0	0	0	0	0	0	0	0
AGIS_Os06g008940	448	367	274	473	697	1125	1050	928
AGIS_Os06g008950	56	40	33	36	25	12	54	19
AGIS_Os06g008960	4	12	14	21	14	42	61	40
AGIS_Os06g008970	0	0	0	0	0	0	0	0
AGIS_Os06g008980	0	0	0	0	0	0	0	0
AGIS_Os06g008990	0	0	0	0	0	0	0	0
AGIS_Os06g009000	214	69	98	75	33	112	73	110
AGIS_Os06g009010	0	2	0	2	0	6	0	0
AGIS_Os06g009020	0	0	0	0	0	0	0	0
AGIS_Os06g009030	0	0	0	0	0	0	0	0
AGIS_Os06g009040	0	0	0	0	0	0	0	0
AGIS_Os06g009050	0	0	0	0	0	0	0	0
AGIS_Os06g009060	0	0	0	0	0	0	0	0
AGIS_Os06g009070	40	94	164	169	263	412	376	593
AGIS_Os06g009080	104	111	63	135	53	113	59	112
AGIS_Os06g009090	1788	2206	2383	2790	1566	1985	2115	2868
AGIS_Os06g009100	271	140	104	147	125	211	167	202
AGIS_Os06g009110	114	89	37	94	50	67	57	189
AGIS_Os06g009120	0	0	0	0	0	0	0	0
AGIS_Os06g009130	0	0	0	0	0	0	0	0
AGIS_Os06g009140	20	30	20	25	41	14	14	52
AGIS_Os06g009150	182	237	135	306	6	18	55	48
AGIS_Os06g009160	414	1363	1721	1623	1367	1598	1731	2335
AGIS_Os06g009170	76	104	20	44	41	38	79	80
AGIS_Os06g009180	0	0	0	0	0	0	0	0
AGIS_Os06g009190	0	0	0	0	0	0	0	0
AGIS_Os06g009200	133	192	229	239	129	143	250	237
AGIS_Os06g009210	29	22	9	18	13	50	12	4
AGIS_Os06g009220	249	314	411	375	364	390	738	1005
AGIS_Os06g009230	0	0	1	0	0	0	0	0
AGIS_Os06g009240	0	4	0	0	0	0	0	0
AGIS_Os06g009250	0	37	30	31	36	45	25	28
AGIS_Os06g009260	1233	1380	1908	1840	1338	1469	1902	2300
AGIS_Os06g009270	368	305	271	308	565	522	591	465
AGIS_Os06g009280	665	273	316	460	221	300	393	260
AGIS_Os06g009290	562	162	108	124	118	98	158	153
AGIS_Os06g009300	0	0	0	0	0	0	0	0
AGIS_Os06g009310	575	1135	1518	1287	970	1059	1452	2234
AGIS_Os06g009320	0	0	0	0	2	0	0	0
AGIS_Os06g009330	449	139	164	215	157	268	334	271
AGIS_Os06g009340	0	0	0	0	0	0	0	0
AGIS_Os06g009350	0	74	13	69	2	23	68	24
AGIS_Os06g009360	0	0	0	0	0	0	0	0
AGIS_Os06g009370	508	121	84	463	186	145	462	351
AGIS_Os06g009380	1420	1166	851	1430	1038	1462	1270	1273
AGIS_Os06g009390	1716	1081	1187	1527	1321	1645	1817	1944
AGIS_Os06g009400	192	119	31	84	84	228	197	66
AGIS_Os06g009410	76	101	85	108	22	27	71	116
AGIS_Os06g009420	0	4	6	2	4	14	10	0
AGIS_Os06g009430	2469	2148	1599	2058	1610	2161	1975	2178
AGIS_Os06g009440	0	0	9	0	0	0	0	0
AGIS_Os06g009450	0	0	0	0	0	0	0	0
AGIS_Os06g009460	0	0	4	0	10	6	3	1
AGIS_Os06g009470	841	243	261	433	2112	2284	2246	3360
AGIS_Os06g009480	0	0	0	0	0	0	0	0
AGIS_Os06g009490	16	27	49	46	208	120	40	63
AGIS_Os06g009500	402	164	193	286	234	396	469	400
AGIS_Os06g009510	1860	1053	638	1098	601	1187	1076	971
AGIS_Os06g009520	0	0	0	0	0	8	0	0
AGIS_Os06g009530	198	117	105	181	107	184	182	138
AGIS_Os06g009540	34	7	0	1	0	0	8	13
AGIS_Os06g009550	2207	642	548	1028	1010	1887	2087	2023
AGIS_Os06g009560	0	12	0	0	10	0	2	6
AGIS_Os06g009570	152	172	127	133	72	200	170	162
AGIS_Os06g009580	30	38	18	28	16	8	36	38
AGIS_Os06g009590	0	0	0	4	0	0	0	0
AGIS_Os06g009600	110	58	22	61	70	160	154	115
AGIS_Os06g009610	223	66	95	136	209	425	388	332
AGIS_Os06g009620	0	0	0	0	0	0	0	0
AGIS_Os06g009630	195	175	227	214	189	225	268	271
AGIS_Os06g009640	216	144	108	81	129	124	145	301
AGIS_Os06g009650	1140	602	672	835	659	613	610	869
AGIS_Os06g009660	28	4	14	12	18	4	1	10
AGIS_Os06g009670	306	56	128	75	71	78	97	118
AGIS_Os06g009680	436	413	364	563	276	353	262	405
AGIS_Os06g009690	0	2	0	0	0	0	0	0
AGIS_Os06g009700	300	114	170	231	139	258	470	333
AGIS_Os06g009710	0	0	0	0	0	0	0	0
AGIS_Os06g009720	0	0	0	0	0	0	0	0
AGIS_Os06g009730	0	0	0	0	0	0	0	0
AGIS_Os06g009740	8080	4057	1872	3581	2878	3507	3642	3549
AGIS_Os06g009750	4649	2261	1420	2842	1730	2661	2729	2313
AGIS_Os06g009760	165	139	170	130	120	176	149	173
AGIS_Os06g009770	910	335	548	582	1976	1838	1655	1586
AGIS_Os06g009780	0	0	0	0	0	0	0	0
AGIS_Os06g009790	722	814	791	1045	542	829	752	1030
AGIS_Os06g009800	546	393	561	674	464	504	782	700
AGIS_Os06g009810	270	381	452	413	467	626	755	722
AGIS_Os06g009820	14	20	32	41	0	5	0	0
AGIS_Os06g009830	2305	1711	2195	1461	1232	510	618	664
AGIS_Os06g009840	0	3	0	0	0	0	0	0
AGIS_Os06g009850	37	82	70	38	0	0	0	0
AGIS_Os06g009860	0	0	0	0	2042	1330	1223	1906
AGIS_Os06g009870	22	14	0	0	0	0	0	0
AGIS_Os06g009880	136	46	32	52	21	8	50	20
AGIS_Os06g009890	358	247	230	194	143	136	145	128
AGIS_Os06g009900	594	779	314	436	396	370	449	520
AGIS_Os06g009910	0	4	3	0	0	0	0	0
AGIS_Os06g009920	0	0	0	0	2	0	0	0
AGIS_Os06g009930	0	0	0	0	0	0	0	0
AGIS_Os06g009940	695	351	265	334	561	430	356	631
AGIS_Os06g009950	878	1051	725	968	782	1269	1071	1362
AGIS_Os06g009960	185	58	66	120	81	108	144	132
AGIS_Os06g009970	0	0	0	0	0	0	0	0
AGIS_Os06g009980	0	0	0	0	0	0	0	0
AGIS_Os06g009990	0	0	0	0	0	0	0	0
AGIS_Os06g010000	599	399	365	559	358	426	545	661
AGIS_Os06g010010	154	332	295	296	364	469	692	678
AGIS_Os06g010020	0	0	0	0	0	0	0	0
AGIS_Os06g010030	0	20	5	4	0	12	8	19
AGIS_Os06g010040	42	119	114	84	121	70	117	80
AGIS_Os06g010050	0	0	0	0	0	0	0	0
AGIS_Os06g010060	2584	1499	1345	1689	1234	1432	1487	1668
AGIS_Os06g010070	149	427	457	537	313	373	534	490
AGIS_Os06g010080	1078	455	401	607	644	792	1090	988
AGIS_Os06g010090	0	0	0	0	0	0	0	0
AGIS_Os06g010100	0	0	0	0	0	0	0	0
AGIS_Os06g010110	0	0	0	0	0	0	0	0
AGIS_Os06g010120	3425	1655	946	1290	1473	1173	1844	1485
AGIS_Os06g010130	3107	1582	665	1250	1234	1074	1599	1317
AGIS_Os06g010140	16	88	35	58	88	52	124	98
AGIS_Os06g010150	0	60	131	139	270	97	115	294
AGIS_Os06g010160	0	0	0	0	0	0	0	0
AGIS_Os06g010170	0	0	0	0	0	0	0	0
AGIS_Os06g010180	0	0	0	0	0	0	0	0
AGIS_Os06g010190	0	0	0	0	0	0	0	0
AGIS_Os06g010200	0	0	0	0	0	0	0	0
AGIS_Os06g010210	0	0	0	0	0	0	0	0
AGIS_Os06g010220	0	0	0	0	0	0	0	0
AGIS_Os06g010230	118	141	171	180	147	247	195	199
AGIS_Os06g010240	292	106	69	135	100	176	196	134
AGIS_Os06g010250	1153	1038	644	888	585	1137	1021	1071
AGIS_Os06g010260	770	573	439	581	358	364	408	434
AGIS_Os06g010270	1027	458	462	792	464	464	665	755
AGIS_Os06g010280	56	3	0	12	0	10	0	0
AGIS_Os06g010290	1335	557	1008	807	755	932	874	809
AGIS_Os06g010300	0	0	0	0	0	0	0	0
AGIS_Os06g010310	4	0	0	10	7	0	0	8
AGIS_Os06g010320	0	0	0	0	0	0	0	0
AGIS_Os06g010330	602	403	122	578	204	252	155	188
AGIS_Os06g010340	0	0	0	0	0	0	0	0
AGIS_Os06g010350	860	282	215	388	544	337	260	411
AGIS_Os06g010360	314	273	120	247	184	341	510	592
AGIS_Os06g010370	1692	1217	1184	1716	801	752	911	931
AGIS_Os06g010380	0	0	0	0	0	0	0	0
AGIS_Os06g010390	225	42	68	92	110	109	103	123
AGIS_Os06g010400	0	0	0	0	0	0	0	0
AGIS_Os06g010410	76	52	12	56	20	36	23	20
AGIS_Os06g010420	1210	995	1093	1397	780	907	1129	1133
AGIS_Os06g010430	8911	4810	3563	4512	4319	5601	5267	5443
AGIS_Os06g010440	4009	1943	1436	1947	1787	2411	2314	2037
AGIS_Os06g010450	201	78	31	73	47	118	58	43
AGIS_Os06g010460	0	0	0	0	0	0	0	0
AGIS_Os06g010470	148	142	52	169	135	120	156	242
AGIS_Os06g010480	0	0	0	0	0	0	0	0
AGIS_Os06g010490	3519	2292	2228	3719	2070	2788	3254	3156
AGIS_Os06g010500	0	0	0	0	0	0	0	0
AGIS_Os06g010510	0	0	0	0	0	0	0	0
AGIS_Os06g010520	0	0	0	0	0	0	0	0
AGIS_Os06g010530	0	0	0	0	0	0	0	0
AGIS_Os06g010540	40	124	154	287	111	184	222	206
AGIS_Os06g010550	0	0	14	0	0	10	17	0
AGIS_Os06g010560	0	0	0	0	0	0	0	0
AGIS_Os06g010570	0	0	0	0	0	0	0	0
AGIS_Os06g010580	0	0	0	0	0	0	0	0
AGIS_Os06g010590	0	0	0	0	1	0	0	0
AGIS_Os06g010600	0	0	0	0	0	0	0	0
AGIS_Os06g010610	2008	935	631	1224	706	796	654	893
AGIS_Os06g010620	3944	6006	6060	6947	3821	5350	7056	5473
AGIS_Os06g010630	0	0	0	0	0	0	0	0
AGIS_Os06g010640	0	0	0	0	0	0	0	0
AGIS_Os06g010650	470	198	115	282	117	111	126	110
AGIS_Os06g010660	110	287	395	363	266	288	371	428
AGIS_Os06g010670	317	149	151	215	258	256	274	231
AGIS_Os06g010680	148	58	70	112	46	60	73	118
AGIS_Os06g010690	848	434	328	580	241	435	497	454
AGIS_Os06g010700	263	94	94	83	110	70	83	56
AGIS_Os06g010710	268	100	128	276	133	198	184	128
AGIS_Os06g010720	46	20	22	22	29	35	12	42
AGIS_Os06g010730	109	46	61	82	64	137	94	174
AGIS_Os06g010740	609	244	358	396	329	354	388	486
AGIS_Os06g010750	112	150	150	182	153	199	412	321
AGIS_Os06g010760	92	47	56	74	69	68	101	98
AGIS_Os06g010770	29	14	14	13	16	15	11	13
AGIS_Os06g010780	334	205	246	254	16	61	54	24
AGIS_Os06g010790	238	236	387	283	471	678	893	1137
AGIS_Os06g010800	95	445	694	396	433	446	845	752
AGIS_Os06g010810	287	414	102	235	193	141	61	81
AGIS_Os06g010820	102	58	39	133	69	89	34	131
AGIS_Os06g010830	0	0	0	0	0	0	0	0
AGIS_Os06g010840	22	23	4	6	12	14	34	13
AGIS_Os06g010850	1289	1157	645	1313	780	1058	1047	1245
AGIS_Os06g010860	1131	360	265	867	231	443	585	258
AGIS_Os06g010870	0	0	0	0	0	0	0	0
AGIS_Os06g010880	726	456	298	583	1275	2023	2433	3001
AGIS_Os06g010890	3258	1758	1659	2451	1112	1306	1750	1442
AGIS_Os06g010900	0	0	0	0	0	0	0	0
AGIS_Os06g010910	439	315	250	476	244	376	381	268
AGIS_Os06g010920	30	16	22	0	0	18	0	0
AGIS_Os06g010930	0	0	0	0	0	0	0	0
AGIS_Os06g010940	7747	3681	2063	3573	1771	4181	4933	2988
AGIS_Os06g010950	1060	596	186	728	311	427	566	467
AGIS_Os06g010960	0	0	0	0	0	0	0	0
AGIS_Os06g010970	0	0	0	0	0	0	0	0
AGIS_Os06g010980	0	0	0	0	0	0	0	0
AGIS_Os06g010990	18	36	26	64	57	48	34	62
AGIS_Os06g011000	0	0	0	0	0	0	0	0
AGIS_Os06g011010	270	68	48	127	27	43	45	48
AGIS_Os06g011020	274	1276	1674	1250	1384	1277	1321	2243
AGIS_Os06g011030	202	656	946	635	497	601	733	957
AGIS_Os06g011040	2130	1026	484	1284	882	874	906	584
AGIS_Os06g011050	0	0	0	0	0	0	0	0
AGIS_Os06g011060	0	0	0	0	0	0	0	0
AGIS_Os06g011070	0	0	2	2	0	2	0	12
AGIS_Os06g011080	0	0	0	0	0	0	0	0
AGIS_Os06g011090	140	94	110	91	86	25	41	89
AGIS_Os06g011100	0	0	0	0	0	0	0	0
AGIS_Os06g011110	0	6	1	14	0	0	0	8
AGIS_Os06g011120	22	41	37	26	23	10	24	50
AGIS_Os06g011130	94	46	32	34	25	76	25	57
AGIS_Os06g011140	32	40	36	2	8	25	24	44
AGIS_Os06g011150	0	0	0	0	0	0	0	0
AGIS_Os06g011160	1076	656	412	710	445	654	610	753
AGIS_Os06g011170	48	8	18	16	8	20	30	42
AGIS_Os06g011180	0	0	0	0	0	0	0	0
AGIS_Os06g011190	261	33	42	32	88	52	23	78
AGIS_Os06g011200	0	0	0	0	0	0	0	0
AGIS_Os06g011210	11926	5271	4949	7054	4578	6118	6494	5599
AGIS_Os06g011220	730	1497	1806	1625	1437	1321	1637	2235
AGIS_Os06g011230	987	549	890	765	974	1484	1613	1421
AGIS_Os06g011240	1145	792	601	1017	518	769	1087	746
AGIS_Os06g011250	58	10	0	53	4	18	7	18
AGIS_Os06g011260	338	193	265	228	198	364	553	474
AGIS_Os06g011270	26	0	2	0	0	0	2	4
AGIS_Os06g011280	0	25	62	16	23	30	22	69
AGIS_Os06g011290	1035	568	454	771	460	924	908	735
AGIS_Os06g011300	1353	591	398	896	432	783	508	671
AGIS_Os06g011310	4614	2500	2078	3225	1542	2575	2376	2376
AGIS_Os06g011320	0	0	0	0	0	0	0	0
AGIS_Os06g011330	0	0	0	0	0	0	0	0
AGIS_Os06g011340	0	0	0	0	0	0	0	0
AGIS_Os06g011350	177	77	23	105	45	57	110	112
AGIS_Os06g011360	420	333	339	419	377	457	368	629
AGIS_Os06g011370	0	0	0	0	0	0	0	0
AGIS_Os06g011380	0	0	0	0	0	0	0	0
AGIS_Os06g011390	492	644	518	670	451	586	760	835
AGIS_Os06g011400	560	146	236	340	158	253	198	243
AGIS_Os06g011410	14	0	0	8	0	4	6	35
AGIS_Os06g011420	640	301	104	200	32	32	6	50
AGIS_Os06g011430	1181	469	250	697	423	467	598	299
AGIS_Os06g011440	96	100	43	102	32	73	53	48
AGIS_Os06g011450	122	34	22	58	70	59	112	22
AGIS_Os06g011460	0	0	8	20	14	1	38	4
AGIS_Os06g011470	7	0	4	8	0	0	0	10
AGIS_Os06g011480	782	443	269	480	262	335	322	464
AGIS_Os06g011490	48	205	384	162	217	198	322	450
AGIS_Os06g011500	12	116	184	72	80	132	189	322
AGIS_Os06g011510	0	3	4	22	4	0	0	6
AGIS_Os06g011520	0	0	0	0	0	0	0	0
AGIS_Os06g011530	0	4	12	22	0	0	0	0
AGIS_Os06g011540	0	1	0	0	0	0	0	0
AGIS_Os06g011550	28	46	7	47	10	14	2	32
AGIS_Os06g011560	18	6	12	0	8	24	8	18
AGIS_Os06g011570	50	74	78	90	54	100	88	210
AGIS_Os06g011580	679	323	206	387	97	211	268	122
AGIS_Os06g011590	0	0	0	0	0	0	0	0
AGIS_Os06g011600	2	27	8	15	13	28	91	60
AGIS_Os06g011610	702	509	316	532	311	415	414	491
AGIS_Os06g011620	46	64	38	77	67	68	43	81
AGIS_Os06g011630	121	131	55	16	51	52	61	51
AGIS_Os06g011640	105	87	161	166	82	74	75	176
AGIS_Os06g011650	541	1359	1662	1602	980	1079	1503	1924
AGIS_Os06g011660	0	0	0	1	0	0	0	6
AGIS_Os06g011670	14	65	81	72	44	91	60	139
AGIS_Os06g011680	564	791	726	1092	451	526	667	717
AGIS_Os06g011690	264	86	134	156	59	197	88	103
AGIS_Os06g011700	1572	658	388	1049	602	511	721	623
AGIS_Os06g011710	471	225	122	304	133	116	114	118
AGIS_Os06g011720	785	763	875	1246	806	1228	1393	1450
AGIS_Os06g011730	66	18	30	18	59	72	16	88
AGIS_Os06g011740	363	180	81	179	20	54	44	60
AGIS_Os06g011750	0	0	0	0	0	0	0	6
AGIS_Os06g011760	181	100	49	165	66	56	24	45
AGIS_Os06g011770	0	0	0	0	0	0	0	0
AGIS_Os06g011780	958	559	488	759	509	577	805	856
AGIS_Os06g011790	92	79	47	60	70	43	89	136
AGIS_Os06g011800	826	380	289	634	1621	2201	1858	1692
AGIS_Os06g011810	888	333	311	492	627	911	434	829
AGIS_Os06g011820	0	24	0	0	0	0	10	55
AGIS_Os06g011830	1156	413	446	989	625	834	627	732
AGIS_Os06g011840	8	125	165	46	68	88	155	163
AGIS_Os06g011850	518	248	176	323	198	339	442	397
AGIS_Os06g011860	3039	1692	913	1722	888	1151	1722	1105
AGIS_Os06g011870	0	0	0	0	0	0	0	0
AGIS_Os06g011880	0	0	0	0	0	0	0	0
AGIS_Os06g011890	0	0	0	0	0	0	0	0
AGIS_Os06g011900	0	0	0	0	0	0	0	0
AGIS_Os06g011910	0	0	0	0	0	0	0	0
AGIS_Os06g011920	0	0	0	0	0	0	0	0
AGIS_Os06g011930	0	0	0	0	0	0	0	0
AGIS_Os06g011940	0	8	4	4	0	0	0	4
AGIS_Os06g011950	0	0	0	0	0	0	0	0
AGIS_Os06g011960	0	0	0	0	0	0	0	0
AGIS_Os06g011970	0	0	0	0	0	0	0	0
AGIS_Os06g011980	0	0	0	0	0	0	0	0
AGIS_Os06g011990	0	0	0	0	0	0	0	0
AGIS_Os06g012000	0	0	1	0	0	0	0	0
AGIS_Os06g012010	0	0	0	0	0	0	0	0
AGIS_Os06g012020	0	0	2	0	0	0	0	0
AGIS_Os06g012030	0	0	0	0	0	0	0	0
AGIS_Os06g012040	0	0	0	0	0	0	0	0
AGIS_Os06g012050	0	0	0	0	0	0	0	0
AGIS_Os06g012060	0	0	0	0	0	0	0	0
AGIS_Os06g012070	0	0	0	0	0	0	0	0
AGIS_Os06g012080	0	0	0	0	0	0	0	0
AGIS_Os06g012090	0	0	0	0	0	0	0	0
AGIS_Os06g012100	0	0	0	0	0	0	0	0
AGIS_Os06g012110	0	0	0	0	0	0	0	0
AGIS_Os06g012120	0	0	0	0	0	0	0	0
AGIS_Os06g012130	0	0	0	0	0	0	0	0
AGIS_Os06g012140	0	0	0	0	0	0	0	0
AGIS_Os06g012150	0	0	0	0	0	0	0	0
AGIS_Os06g012160	3297	2169	1721	1927	1453	1588	1399	925
AGIS_Os06g012170	173	296	367	354	223	223	305	365
AGIS_Os06g012180	48	56	45	44	50	48	41	58
AGIS_Os06g012190	0	0	0	0	0	0	0	0
AGIS_Os06g012200	845	755	358	905	326	770	862	515
AGIS_Os06g012210	0	0	0	0	0	0	0	0
AGIS_Os06g012220	0	0	0	0	0	0	0	0
AGIS_Os06g012230	0	0	0	0	0	0	0	0
AGIS_Os06g012240	60	84	20	79	69	61	68	82
AGIS_Os06g012250	2312	2361	2742	4048	2829	2853	3241	3911
AGIS_Os06g012260	94	83	147	179	120	202	221	208
AGIS_Os06g012270	137	137	118	101	136	237	186	394
AGIS_Os06g012280	14581	8350	3727	10228	4803	11036	7410	7108
AGIS_Os06g012290	0	0	0	0	131	113	103	90
AGIS_Os06g012300	0	0	0	0	0	0	0	0
AGIS_Os06g012310	0	9	29	15	24	22	10	39
AGIS_Os06g012320	362	165	535	164	62	64	91	36
AGIS_Os06g012330	0	0	0	0	0	0	8	0
AGIS_Os06g012340	0	0	0	0	0	0	0	0
AGIS_Os06g012350	0	0	0	0	0	0	0	0
AGIS_Os06g012360	699	250	204	320	225	356	623	327
AGIS_Os06g012370	0	0	0	0	0	0	0	0
AGIS_Os06g012380	0	0	0	0	0	0	0	0
AGIS_Os06g012390	0	0	0	0	0	0	0	0
AGIS_Os06g012400	9621	6573	6701	7761	9465	9014	8655	9155
AGIS_Os06g012410	1395	1655	2397	2232	1696	1922	2431	2753
AGIS_Os06g012420	1038	892	393	818	1389	1683	1239	1180
AGIS_Os06g012430	0	0	0	0	0	0	0	0
AGIS_Os06g012440	0	0	0	0	0	0	0	0
AGIS_Os06g012450	479	882	1085	982	753	585	942	1087
AGIS_Os06g012460	673	182	176	247	842	792	614	844
AGIS_Os06g012470	0	0	0	0	1	22	43	34
AGIS_Os06g012480	0	0	0	0	0	0	0	0
AGIS_Os06g012490	0	0	0	0	0	0	0	0
AGIS_Os06g012500	0	0	0	0	4	6	0	0
AGIS_Os06g012510	0	0	0	0	0	0	0	0
AGIS_Os06g012520	16	48	107	48	152	38	40	118
AGIS_Os06g012530	74	46	71	14	49	89	70	87
AGIS_Os06g012540	0	0	0	0	0	0	0	0
AGIS_Os06g012550	0	0	0	0	0	0	0	0
AGIS_Os06g012560	0	0	0	0	0	0	0	0
AGIS_Os06g012570	0	0	0	0	0	0	0	0
AGIS_Os06g012580	0	0	0	0	0	0	0	0
AGIS_Os06g012590	0	0	0	0	0	0	0	0
AGIS_Os06g012600	0	0	0	0	0	0	0	0
AGIS_Os06g012610	5096	3476	2617	4492	3909	3262	2515	4605
AGIS_Os06g012620	116	207	251	252	168	234	235	326
AGIS_Os06g012630	196	60	132	51	211	226	197	281
AGIS_Os06g012640	849	704	470	844	431	756	539	768
AGIS_Os06g012650	0	0	0	0	0	0	0	0
AGIS_Os06g012660	873	1825	1754	2394	1070	1472	1759	1721
AGIS_Os06g012670	0	0	0	0	0	0	0	0
AGIS_Os06g012680	0	0	0	0	0	0	0	0
AGIS_Os06g012690	0	0	0	0	0	0	0	0
AGIS_Os06g012700	0	0	0	0	0	0	0	0
AGIS_Os06g012710	0	0	0	0	0	0	0	0
AGIS_Os06g012720	0	0	0	0	0	0	0	0
AGIS_Os06g012730	0	0	0	0	0	0	0	0
AGIS_Os06g012740	0	0	0	0	0	0	0	0
AGIS_Os06g012750	0	0	0	0	0	0	0	0
AGIS_Os06g012760	28	2	2	30	86	20	72	49
AGIS_Os06g012770	2102	816	959	1403	1028	1058	1139	1044
AGIS_Os06g012780	30	0	0	0	6	6	0	9
AGIS_Os06g012790	0	0	0	0	0	0	0	0
AGIS_Os06g012800	30	0	12	32	0	30	28	38
AGIS_Os06g012810	0	0	0	0	0	0	0	0
AGIS_Os06g012820	0	0	0	0	0	0	14	0
AGIS_Os06g012830	0	0	0	0	0	0	0	0
AGIS_Os06g012840	272	89	193	194	207	50	142	258
AGIS_Os06g012850	0	0	0	0	0	0	0	0
AGIS_Os06g012860	226	103	119	171	168	209	246	90
AGIS_Os06g012870	0	0	0	0	0	0	0	0
AGIS_Os06g012880	0	0	0	0	0	0	0	0
AGIS_Os06g012890	0	0	0	0	0	0	0	0
AGIS_Os06g012900	9	0	6	0	0	0	4	8
AGIS_Os06g012910	0	0	0	0	0	0	0	0
AGIS_Os06g012920	0	0	0	0	0	0	0	0
AGIS_Os06g012930	2452	1802	1216	1841	982	1326	1552	1227
AGIS_Os06g012940	0	0	0	0	0	0	0	0
AGIS_Os06g012950	398	283	198	268	171	194	144	293
AGIS_Os06g012960	703	544	439	567	319	717	408	754
AGIS_Os06g012970	84	210	482	216	172	100	228	493
AGIS_Os06g012980	2988	255	536	1796	303	2521	2727	2007
AGIS_Os06g012990	0	0	0	0	0	0	0	0
AGIS_Os06g013000	334	737	1146	827	794	813	1080	1455
AGIS_Os06g013010	82	81	95	90	121	114	144	169
AGIS_Os06g013020	100	204	78	210	64	213	291	208
AGIS_Os06g013030	684	559	465	784	432	684	690	739
AGIS_Os06g013040	0	0	0	0	0	0	0	0
AGIS_Os06g013050	1029	799	680	897	853	900	1010	1249
AGIS_Os06g013060	0	0	0	0	0	0	0	0
AGIS_Os06g013070	495	683	618	789	694	783	611	714
AGIS_Os06g013080	0	0	0	0	0	0	0	0
AGIS_Os06g013090	163	124	77	96	48	205	112	63
AGIS_Os06g013100	77	32	21	32	15	26	98	35
AGIS_Os06g013110	499	388	311	439	261	481	455	416
AGIS_Os06g013120	0	0	0	0	0	0	0	0
AGIS_Os06g013130	0	0	0	0	0	0	0	0
AGIS_Os06g013140	0	0	0	0	0	0	0	0
AGIS_Os06g013150	0	0	0	0	0	0	0	0
AGIS_Os06g013160	0	0	0	0	0	0	0	0
AGIS_Os06g013170	0	0	0	0	0	0	0	0
AGIS_Os06g013180	1358	785	737	987	642	1009	1194	1051
AGIS_Os06g013190	615	353	248	800	351	413	449	295
AGIS_Os06g013200	0	0	0	0	0	4	6	0
AGIS_Os06g013210	0	0	0	0	0	0	0	0
AGIS_Os06g013220	0	0	0	0	0	0	0	0
AGIS_Os06g013230	68	10	8	0	4	10	26	16
AGIS_Os06g013240	0	0	0	0	0	0	0	0
AGIS_Os06g013250	0	0	0	0	0	0	0	0
AGIS_Os06g013260	0	0	0	0	0	0	0	0
AGIS_Os06g013270	0	0	0	0	0	0	0	0
AGIS_Os06g013280	0	0	0	0	0	0	0	0
AGIS_Os06g013290	0	0	0	0	0	0	0	0
AGIS_Os06g013300	519	414	561	362	373	632	727	866
AGIS_Os06g013310	1297	5175	5194	4535	2149	1899	2091	3929
AGIS_Os06g013320	20	1	2	1	22	0	0	18
AGIS_Os06g013330	2573	981	1392	1940	1399	1025	896	1510
AGIS_Os06g013340	0	0	0	0	0	0	0	0
AGIS_Os06g013350	16	0	0	0	0	0	0	0
AGIS_Os06g013360	0	0	0	0	0	0	4	0
