GeneID	HPmycWT_1	HPmycWT_2	HPmycWT_3	HPmycWT_4	HPmycpho2_1	HPmycpho2_2	HPmycpho2_3	HPmycpho2_4
AGIS_Os01g044200	0	0	0	0	0	0	0	0
AGIS_Os01g044210	0	0	0	0	0	0	0	0
AGIS_Os01g044220	0	0	0	0	0	0	0	0
AGIS_Os01g044230	0	0	0	0	0	0	0	0
AGIS_Os01g044240	0	0	0	0	0	0	0	0
AGIS_Os01g044250	0	0	0	0	0	0	0	0
AGIS_Os01g044260	0	0	0	0	0	0	0	0
AGIS_Os01g044270	0	0	0	0	0	0	0	0
AGIS_Os01g044280	37	13	43	56	20	10	70	42
AGIS_Os01g044290	4470	2107	1520	3369	3146	3286	3331	3820
AGIS_Os01g044300	57	13	11	38	44	14	32	46
AGIS_Os01g044310	0	0	0	0	0	0	0	0
AGIS_Os01g044320	2018	1067	1189	775	7441	10379	9577	6608
AGIS_Os01g044330	0	0	0	0	0	0	0	0
AGIS_Os01g044340	0	0	0	0	0	0	0	0
AGIS_Os01g044350	0	0	0	0	0	0	0	0
AGIS_Os01g044360	0	0	0	2	12	26	0	12
AGIS_Os01g044370	0	4	9	2	11	34	36	44
AGIS_Os01g044380	32	96	233	76	79	94	131	224
AGIS_Os01g044390	24	25	104	9	89	9	76	73
AGIS_Os01g044400	6	6	70	29	22	0	23	60
AGIS_Os01g044410	1081	742	856	1190	749	857	1161	1042
AGIS_Os01g044420	0	0	0	0	0	0	0	0
AGIS_Os01g044430	0	0	0	0	0	0	0	0
AGIS_Os01g044440	1195	248	536	529	997	1683	1734	1495
AGIS_Os01g044450	0	0	0	0	0	0	0	0
AGIS_Os01g044460	64	0	32	4	257	23	14	48
AGIS_Os01g044470	728	608	412	522	335	473	597	630
AGIS_Os01g044480	42	93	62	101	68	90	162	120
AGIS_Os01g044490	0	0	0	0	0	0	0	0
AGIS_Os01g044500	0	0	0	0	0	0	0	0
AGIS_Os01g044510	0	0	0	0	0	0	0	0
AGIS_Os01g044520	0	0	0	0	0	0	0	0
AGIS_Os01g044530	221	349	473	317	353	469	348	625
AGIS_Os01g044540	46	34	24	36	9	95	89	66
AGIS_Os01g044550	20	0	0	6	1	0	0	0
AGIS_Os01g044560	129	10	59	47	26	17	34	28
AGIS_Os01g044570	1514	906	559	741	655	1089	955	1076
AGIS_Os01g044580	63	36	80	78	32	43	105	148
AGIS_Os01g044590	0	0	0	0	0	0	0	0
AGIS_Os01g044600	0	0	0	0	0	0	0	0
AGIS_Os01g044610	1708	1818	797	1769	697	1082	1082	803
AGIS_Os01g044620	47	54	10	12	16	51	20	31
AGIS_Os01g044630	92	84	54	88	76	77	92	70
AGIS_Os01g044640	153	119	106	123	103	206	154	156
AGIS_Os01g044650	0	0	0	0	0	0	0	0
AGIS_Os01g044660	90	255	331	293	251	278	436	433
AGIS_Os01g044670	0	0	0	0	0	0	0	0
AGIS_Os01g044680	2302	1492	1114	2316	825	1060	806	1646
AGIS_Os01g044690	0	0	0	0	0	0	0	0
AGIS_Os01g044700	0	0	0	0	0	0	0	0
AGIS_Os01g044710	0	0	0	0	0	0	0	0
AGIS_Os01g044720	0	0	0	0	0	0	0	0
AGIS_Os01g044730	0	0	0	0	0	0	0	0
AGIS_Os01g044740	59	18	12	25	0	0	14	12
AGIS_Os01g044750	0	6	0	0	0	0	0	0
AGIS_Os01g044760	10	0	0	0	0	0	0	5
AGIS_Os01g044770	12704	6864	4139	8482	2820	3518	4137	3215
AGIS_Os01g044780	0	0	0	0	0	0	0	0
AGIS_Os01g044790	78	61	20	34	28	52	12	57
AGIS_Os01g044800	3340	1692	1525	2272	1093	2044	1944	1563
AGIS_Os01g044810	59	34	45	61	79	163	108	192
AGIS_Os01g044820	0	0	0	0	0	0	0	0
AGIS_Os01g044830	0	0	0	0	0	0	0	0
AGIS_Os01g044840	413	177	251	286	221	192	249	334
AGIS_Os01g044850	112	84	32	43	68	84	112	38
AGIS_Os01g044860	112	177	450	144	219	118	266	511
AGIS_Os01g044870	6	8	13	19	12	2	2	23
AGIS_Os01g044880	635	270	575	341	312	319	252	365
AGIS_Os01g044890	2	14	16	36	5	11	22	19
AGIS_Os01g044900	0	0	0	0	0	0	0	0
AGIS_Os01g044910	877	473	228	573	176	213	192	127
AGIS_Os01g044920	12	46	28	28	15	0	64	54
AGIS_Os01g044930	337	294	83	143	63	72	72	72
AGIS_Os01g044940	42	0	0	8	0	0	34	0
AGIS_Os01g044950	0	0	1	0	0	0	0	0
AGIS_Os01g044960	4235	2511	1738	2384	1588	2466	2695	2384
AGIS_Os01g044970	745	358	436	300	15913	19023	18714	18782
AGIS_Os01g044980	130	178	311	191	343	339	510	487
AGIS_Os01g044990	19	22	12	2	146	181	149	121
AGIS_Os01g045000	281	225	142	223	153	130	206	110
AGIS_Os01g045010	86	67	234	160	334	384	365	527
AGIS_Os01g045020	0	75	174	133	183	118	185	203
AGIS_Os01g045030	4933	1231	1646	2209	1597	2191	2109	2141
AGIS_Os01g045040	61	84	214	132	68	80	186	149
AGIS_Os01g045050	32	49	32	93	28	30	36	88
AGIS_Os01g045060	16	49	60	114	99	101	120	96
AGIS_Os01g045070	60	88	76	76	69	106	36	73
AGIS_Os01g045080	142	121	92	130	94	107	134	92
AGIS_Os01g045090	0	0	12	8	10	7	6	22
AGIS_Os01g045100	4665	2278	2573	3494	2074	3718	3632	3162
AGIS_Os01g045110	118	69	79	150	87	107	160	145
AGIS_Os01g045120	1026	540	236	665	809	998	558	720
AGIS_Os01g045130	0	0	0	0	0	0	0	0
AGIS_Os01g045140	0	0	0	0	0	0	0	0
AGIS_Os01g045150	28	0	0	0	0	1	0	0
AGIS_Os01g045160	176	185	254	242	213	355	338	348
AGIS_Os01g045170	2160	1028	979	1116	849	1251	1070	1199
AGIS_Os01g045180	8	20	4	16	50	54	12	43
AGIS_Os01g045190	308	134	196	177	295	192	183	298
AGIS_Os01g045200	3376	1781	1061	1907	1056	2085	2198	1678
AGIS_Os01g045210	16928	9617	13295	11350	11648	15568	16450	14931
AGIS_Os01g045220	189	45	68	68	71	91	182	92
AGIS_Os01g045230	299	289	630	448	1802	1185	1469	2513
AGIS_Os01g045240	18	119	129	128	207	177	142	333
AGIS_Os01g045250	739	848	939	1045	1572	1219	1023	2380
AGIS_Os01g045260	7568	2044	5774	5306	13255	20136	27713	28760
AGIS_Os01g045270	242	92	41	56	41	153	111	38
AGIS_Os01g045280	0	0	0	0	0	0	0	0
AGIS_Os01g045290	408	187	74	206	193	384	325	233
AGIS_Os01g045300	971	602	339	653	198	272	244	210
AGIS_Os01g045310	419	534	398	500	275	408	377	357
AGIS_Os01g045320	269	317	424	431	389	463	741	558
AGIS_Os01g045330	66	102	14	88	22	84	61	40
AGIS_Os01g045340	521	541	331	526	273	750	596	253
AGIS_Os01g045350	0	0	11	0	10	6	7	0
AGIS_Os01g045360	0	2	1	0	0	0	0	6
AGIS_Os01g045370	0	0	0	0	0	0	0	0
AGIS_Os01g045380	0	0	0	0	0	0	0	0
AGIS_Os01g045390	76	57	34	76	78	52	30	23
AGIS_Os01g045400	12	123	180	174	54	102	162	141
AGIS_Os01g045410	278	102	210	185	119	271	317	301
AGIS_Os01g045420	236	75	47	92	98	218	205	223
AGIS_Os01g045430	1675	534	923	1240	1679	2813	3541	3047
AGIS_Os01g045440	138	81	93	85	46	116	113	71
AGIS_Os01g045450	0	8	0	20	1	7	6	12
AGIS_Os01g045460	96	152	199	214	170	300	190	247
AGIS_Os01g045470	220	176	378	227	505	258	402	493
AGIS_Os01g045480	0	0	0	0	0	0	0	0
AGIS_Os01g045490	356	396	454	346	436	303	482	653
AGIS_Os01g045500	0	0	0	0	0	0	0	0
AGIS_Os01g045510	14	8	0	0	0	0	0	0
AGIS_Os01g045520	0	0	4	0	0	0	4	0
AGIS_Os01g045530	32	75	82	83	34	44	61	64
AGIS_Os01g045540	1310	769	648	963	845	1106	1050	1281
AGIS_Os01g045550	12	3	1	18	0	0	12	0
AGIS_Os01g045560	355	173	89	140	118	160	158	176
AGIS_Os01g045570	0	0	9	8	131	0	0	0
AGIS_Os01g045580	0	0	0	0	0	0	0	0
AGIS_Os01g045590	2271	1426	1300	2140	1390	1556	1520	1785
AGIS_Os01g045600	0	0	0	0	0	0	0	0
AGIS_Os01g045610	0	0	0	0	0	0	0	0
AGIS_Os01g045620	0	0	0	0	0	0	0	0
AGIS_Os01g045630	0	0	0	0	0	0	0	0
AGIS_Os01g045640	58	16	10	0	2	18	30	0
AGIS_Os01g045650	314	229	147	200	154	132	202	300
AGIS_Os01g045660	1165	850	1105	1576	491	858	720	977
AGIS_Os01g045670	0	0	0	0	0	0	0	0
AGIS_Os01g045680	0	6	8	6	12	12	10	8
AGIS_Os01g045690	52	32	6	32	6	27	0	13
AGIS_Os01g045700	2782	1500	765	1665	781	1025	853	842
AGIS_Os01g045710	446	281	277	402	243	293	410	451
AGIS_Os01g045720	104	307	275	476	267	280	398	384
AGIS_Os01g045730	250	232	81	205	149	228	192	210
AGIS_Os01g045740	3475	1535	1000	2012	616	382	321	871
AGIS_Os01g045750	288	73	52	110	17	16	38	20
AGIS_Os01g045760	273	99	120	199	259	398	364	412
AGIS_Os01g045770	622	435	209	349	228	329	265	334
AGIS_Os01g045780	902	331	379	549	369	598	569	598
AGIS_Os01g045790	202	118	85	169	92	256	237	123
AGIS_Os01g045800	0	0	0	0	0	0	0	0
AGIS_Os01g045810	0	0	0	0	0	0	0	0
AGIS_Os01g045820	0	0	0	0	0	0	0	0
AGIS_Os01g045830	394	153	274	314	189	265	230	229
AGIS_Os01g045840	472	262	94	277	149	187	217	74
AGIS_Os01g045850	827	395	354	611	237	197	303	416
AGIS_Os01g045860	0	10	5	13	4	0	0	0
AGIS_Os01g045870	50	18	34	14	14	14	31	58
AGIS_Os01g045880	372	697	811	793	580	596	644	891
AGIS_Os01g045890	0	0	0	0	0	0	0	0
AGIS_Os01g045900	562	312	230	459	331	322	330	312
AGIS_Os01g045910	180	206	197	295	246	306	269	312
AGIS_Os01g045920	561	1292	1009	1401	797	1090	714	917
AGIS_Os01g045930	0	0	0	0	0	0	0	0
AGIS_Os01g045940	0	0	0	0	0	0	0	0
AGIS_Os01g045950	0	0	0	0	0	0	0	0
AGIS_Os01g045960	0	0	0	0	0	0	0	0
AGIS_Os01g045970	2198	752	521	1265	1151	1455	1989	1552
AGIS_Os01g045980	0	0	0	0	0	0	0	0
AGIS_Os01g045990	0	2	4	12	0	0	0	0
AGIS_Os01g046000	0	0	0	0	0	0	0	0
AGIS_Os01g046010	174	88	102	66	97	113	142	148
AGIS_Os01g046020	1145	371	353	513	665	835	682	1072
AGIS_Os01g046030	48	62	7	16	18	0	8	8
AGIS_Os01g046040	0	0	0	0	0	0	0	0
AGIS_Os01g046050	355	96	132	139	96	64	57	73
AGIS_Os01g046060	367	206	251	332	310	280	335	414
AGIS_Os01g046070	248	162	62	203	145	447	510	600
AGIS_Os01g046080	0	0	0	0	0	0	0	0
AGIS_Os01g046090	57	74	38	188	30	16	43	36
AGIS_Os01g046100	11446	6497	4248	7259	2641	3877	4262	4548
AGIS_Os01g046110	0	0	0	0	0	0	0	0
AGIS_Os01g046120	6	0	8	12	22	20	16	0
AGIS_Os01g046130	62	64	90	74	76	137	42	133
AGIS_Os01g046140	0	0	0	0	0	0	1	0
AGIS_Os01g046150	0	0	0	0	0	0	0	0
AGIS_Os01g046160	0	0	0	0	0	0	0	0
AGIS_Os01g046170	454	501	420	400	287	384	469	483
AGIS_Os01g046180	150	358	354	429	310	465	453	511
AGIS_Os01g046190	640	269	225	267	307	390	332	439
AGIS_Os01g046200	16	36	24	11	17	6	31	23
AGIS_Os01g046210	236	375	213	413	158	266	299	305
AGIS_Os01g046220	0	8	0	0	0	0	0	0
AGIS_Os01g046230	504	378	303	550	252	257	328	345
AGIS_Os01g046240	171	314	334	340	283	229	355	537
AGIS_Os01g046250	2267	2060	1533	2092	1392	2055	2143	1861
AGIS_Os01g046260	0	0	0	0	0	0	0	0
AGIS_Os01g046270	2382	1912	1874	2301	1490	2080	2157	2637
AGIS_Os01g046280	674	391	478	555	966	1049	913	880
AGIS_Os01g046290	382	652	718	1007	1410	1907	1855	2028
AGIS_Os01g046300	265	513	452	746	1029	1306	1274	1290
AGIS_Os01g046310	0	0	0	0	0	0	0	0
AGIS_Os01g046320	44	51	36	10	14	28	56	56
AGIS_Os01g046330	0	0	0	0	0	0	6	0
AGIS_Os01g046340	0	0	0	0	0	0	0	0
AGIS_Os01g046350	102	58	46	160	56	15	92	45
AGIS_Os01g046360	445	309	115	290	217	558	510	336
AGIS_Os01g046370	2676	3471	3197	5103	1322	1940	2139	2083
AGIS_Os01g046380	2001	1708	1821	2222	894	969	1213	1302
AGIS_Os01g046390	87	34	2	36	2	24	15	21
AGIS_Os01g046400	4	0	0	2	0	0	0	1
AGIS_Os01g046410	88	70	23	42	24	65	84	47
AGIS_Os01g046420	0	0	0	0	0	0	0	0
AGIS_Os01g046430	0	0	5	0	0	0	0	0
AGIS_Os01g046440	0	0	0	0	0	0	0	0
AGIS_Os01g046450	1333	1338	1414	1936	965	1303	1358	1129
AGIS_Os01g046460	304	246	233	245	183	316	311	270
AGIS_Os01g046470	63	151	103	185	68	144	89	197
AGIS_Os01g046480	1006	435	352	655	688	995	1241	1036
AGIS_Os01g046490	1457	771	797	1057	833	1079	1181	997
AGIS_Os01g046500	4026	2086	1800	2232	1730	2906	2871	2758
AGIS_Os01g046510	6	11	6	17	13	6	1	40
AGIS_Os01g046520	0	0	0	0	0	0	0	0
AGIS_Os01g046530	0	0	0	0	0	0	0	0
AGIS_Os01g046540	0	0	0	0	0	0	0	0
AGIS_Os01g046550	2041	1311	464	1383	356	348	314	357
AGIS_Os01g046560	90	34	19	70	49	30	50	60
AGIS_Os01g046570	0	8	0	0	0	0	0	0
AGIS_Os01g046580	1933	1492	1422	1796	1598	2152	1968	2303
AGIS_Os01g046590	124	162	106	83	51	81	178	115
AGIS_Os01g046600	164	18	87	7	1	1	33	12
AGIS_Os01g046610	151	65	118	27	36	119	90	57
AGIS_Os01g046620	20	64	42	59	40	54	58	78
AGIS_Os01g046630	0	0	0	0	0	0	0	0
AGIS_Os01g046640	0	0	0	0	0	0	0	0
AGIS_Os01g046650	100	396	356	277	255	323	462	359
AGIS_Os01g046660	188	61	21	34	2	34	66	32
AGIS_Os01g046670	3429	2790	2834	3544	2180	2398	2798	2986
AGIS_Os01g046680	278	321	367	382	181	288	414	392
AGIS_Os01g046690	0	0	0	0	0	0	0	0
AGIS_Os01g046700	0	0	0	0	0	0	0	0
AGIS_Os01g046710	0	0	0	0	0	0	0	0
AGIS_Os01g046720	0	0	0	0	0	0	0	0
AGIS_Os01g046730	0	0	0	0	0	0	0	0
AGIS_Os01g046740	2	112	84	94	53	69	140	139
AGIS_Os01g046750	627	458	368	412	214	433	410	275
AGIS_Os01g046760	0	0	0	0	0	0	0	0
AGIS_Os01g046770	0	0	2	0	0	0	0	1
AGIS_Os01g046780	598	679	708	779	485	750	773	996
AGIS_Os01g046790	0	0	0	0	0	0	0	0
AGIS_Os01g046800	0	0	0	0	0	0	0	0
AGIS_Os01g046810	13788	2017	4414	5991	14757	29009	37780	34812
AGIS_Os01g046820	0	0	0	0	0	0	0	0
AGIS_Os01g046830	0	0	0	0	0	0	0	0
AGIS_Os01g046840	1541	951	680	886	520	755	867	690
AGIS_Os01g046850	0	0	0	0	0	0	0	0
AGIS_Os01g046860	0	0	0	0	0	0	0	0
AGIS_Os01g046870	0	0	0	0	0	0	0	0
AGIS_Os01g046880	1621	691	618	936	886	1755	1472	1267
AGIS_Os01g046890	481	774	457	810	564	577	508	760
AGIS_Os01g046900	98	57	50	88	36	84	73	46
AGIS_Os01g046910	731	739	808	981	739	1064	1319	1178
AGIS_Os01g046920	379	308	308	379	252	327	388	383
AGIS_Os01g046930	65	123	86	98	128	145	139	180
AGIS_Os01g046940	3229	1271	1197	1826	1431	2149	2462	2089
AGIS_Os01g046950	0	0	0	0	0	0	0	0
AGIS_Os01g046960	256	236	163	237	150	197	309	147
AGIS_Os01g046970	30	28	37	22	30	20	14	100
AGIS_Os01g046980	0	0	0	0	0	0	0	0
AGIS_Os01g046990	536	176	202	339	254	221	207	291
AGIS_Os01g047000	0	2	6	12	14	12	0	0
AGIS_Os01g047010	0	22	3	12	4	10	60	10
AGIS_Os01g047020	103	145	153	138	159	192	206	225
AGIS_Os01g047030	775	842	888	1033	857	1069	1067	1147
AGIS_Os01g047040	0	0	0	0	0	0	0	0
AGIS_Os01g047050	1847	1557	1204	2204	1813	2075	2003	2103
AGIS_Os01g047060	2993	356	1227	1643	5623	7982	11013	14373
AGIS_Os01g047070	0	1	2	4	11	12	10	3
AGIS_Os01g047080	268	465	367	525	304	365	436	430
AGIS_Os01g047090	498	333	370	363	261	561	350	484
AGIS_Os01g047100	446	346	212	488	246	398	258	324
AGIS_Os01g047110	2103	1356	1428	2395	2134	2667	2307	2295
AGIS_Os01g047120	22	25	20	61	30	8	42	6
AGIS_Os01g047130	171	289	500	183	335	384	383	590
AGIS_Os01g047140	289	286	123	380	122	238	294	219
AGIS_Os01g047150	10918	4492	3845	6141	4424	5247	5344	5418
AGIS_Os01g047160	0	0	0	0	0	0	0	0
AGIS_Os01g047170	5337	3504	2118	3411	3227	3318	3971	3456
AGIS_Os01g047180	26	10	4	32	0	12	44	5
AGIS_Os01g047190	0	0	0	0	0	0	0	0
AGIS_Os01g047200	0	0	0	0	0	0	0	0
AGIS_Os01g047210	0	0	0	0	0	0	0	0
AGIS_Os01g047220	325	194	50	143	157	184	185	169
AGIS_Os01g047230	0	0	0	0	0	0	0	0
AGIS_Os01g047240	0	0	0	0	0	0	0	0
AGIS_Os01g047250	1869	1215	903	1467	1265	1204	1281	1222
AGIS_Os01g047260	114	102	54	134	93	28	68	61
AGIS_Os01g047270	3655	2358	1379	2227	1096	2283	1849	1854
AGIS_Os01g047280	0	0	0	0	3	0	0	0
AGIS_Os01g047290	85	0	4	0	11	0	17	29
AGIS_Os01g047300	0	0	0	0	0	0	0	0
AGIS_Os01g047310	0	0	0	0	0	0	0	0
AGIS_Os01g047320	260	292	297	475	262	373	332	441
AGIS_Os01g047330	44	7	4	0	0	2	3	0
AGIS_Os01g047340	648	314	254	450	241	437	423	346
AGIS_Os01g047350	0	0	4	0	0	0	0	0
AGIS_Os01g047360	0	0	0	0	0	0	0	0
AGIS_Os01g047370	622	402	392	591	493	598	527	621
AGIS_Os01g047380	887	714	655	766	734	1053	981	1020
AGIS_Os01g047390	5909	3211	3152	3859	2006	3395	3651	3310
AGIS_Os01g047400	397	389	235	362	239	271	378	349
AGIS_Os01g047410	273	331	177	329	147	262	232	268
AGIS_Os01g047420	58	104	173	232	210	176	130	312
AGIS_Os01g047430	1125	1150	1559	1391	904	1314	1551	1564
AGIS_Os01g047440	670	907	654	1050	541	1222	934	1064
AGIS_Os01g047450	1797	1341	1359	1948	990	1202	1195	1384
AGIS_Os01g047460	945	637	501	697	369	507	548	508
AGIS_Os01g047470	68	27	18	10	9	27	9	39
AGIS_Os01g047480	500	776	546	838	569	938	770	976
AGIS_Os01g047490	100	34	33	8	126	131	355	319
AGIS_Os01g047500	0	0	0	0	10	6	0	46
AGIS_Os01g047510	874	749	757	906	634	769	863	1125
AGIS_Os01g047520	829	299	206	655	300	434	416	305
AGIS_Os01g047530	0	0	0	0	0	0	0	0
AGIS_Os01g047540	334	183	179	312	173	381	317	270
AGIS_Os01g047550	2106	1552	1035	1321	996	1908	1772	1591
AGIS_Os01g047560	912	1101	1164	1681	1284	1651	1976	2033
AGIS_Os01g047570	5431	2370	2521	4087	2061	2850	3178	3183
AGIS_Os01g047580	7	0	0	0	49	20	0	21
AGIS_Os01g047590	82	43	54	74	38	94	48	49
AGIS_Os01g047600	171	25	11	24	24	37	27	37
AGIS_Os01g047610	64	358	459	435	360	385	430	637
AGIS_Os01g047620	138	334	400	372	213	337	299	500
AGIS_Os01g047630	0	0	0	10	1	8	4	16
AGIS_Os01g047640	1362	565	624	1127	946	1059	1132	1477
AGIS_Os01g047650	0	0	0	0	0	0	0	0
AGIS_Os01g047660	0	0	0	0	0	0	0	0
AGIS_Os01g047670	0	0	0	0	0	3	0	2
AGIS_Os01g047680	294	420	153	285	135	342	333	155
AGIS_Os01g047690	29	8	48	33	26	42	30	19
AGIS_Os01g047700	449	916	803	1038	618	787	996	1044
AGIS_Os01g047710	0	0	0	0	0	0	0	0
AGIS_Os01g047720	2001	1253	931	1298	723	1072	1142	935
AGIS_Os01g047730	0	2	26	0	24	22	24	62
AGIS_Os01g047740	0	0	0	0	0	0	0	0
AGIS_Os01g047750	1133	987	430	884	491	689	1029	529
AGIS_Os01g047760	398	285	329	386	446	119	273	411
AGIS_Os01g047770	0	0	1	0	0	0	0	0
AGIS_Os01g047780	1211	1383	1051	1287	730	2147	2214	2128
AGIS_Os01g047790	550	343	241	349	219	366	451	328
AGIS_Os01g047800	92	119	128	101	84	208	152	224
AGIS_Os01g047810	69	326	397	290	420	479	401	661
AGIS_Os01g047820	121	109	97	101	450	617	541	575
AGIS_Os01g047830	83	63	26	38	20	50	41	50
AGIS_Os01g047840	3	4	2	0	6	0	0	14
AGIS_Os01g047850	1596	526	487	967	397	668	673	566
AGIS_Os01g047860	16	17	25	32	130	189	241	190
AGIS_Os01g047870	773	745	765	967	706	1034	955	1295
AGIS_Os01g047880	405	272	100	331	130	368	268	193
AGIS_Os01g047890	0	0	0	0	0	0	0	0
AGIS_Os01g047900	270	465	606	520	418	671	647	949
AGIS_Os01g047910	0	0	0	0	0	0	0	0
AGIS_Os01g047920	938	812	846	1352	885	803	820	882
AGIS_Os01g047930	6	18	40	46	62	36	36	61
AGIS_Os01g047940	0	12	4	8	0	3	6	0
AGIS_Os01g047950	0	0	12	27	9	2	25	25
AGIS_Os01g047960	252	209	237	309	167	304	259	230
AGIS_Os01g047970	0	0	0	0	0	0	0	0
AGIS_Os01g047980	0	0	0	0	0	0	0	0
AGIS_Os01g047990	890	602	650	924	500	779	827	962
AGIS_Os01g048000	188	228	194	214	117	191	413	254
AGIS_Os01g048010	76	44	114	124	229	170	41	100
AGIS_Os01g048020	48	1	2	2	12	0	12	18
AGIS_Os01g048030	460	462	436	457	441	362	462	335
AGIS_Os01g048040	5524	3072	3390	3414	3740	3700	3942	3450
AGIS_Os01g048050	0	0	0	0	0	30	0	6
AGIS_Os01g048060	46	44	10	20	0	2	4	0
AGIS_Os01g048070	10	13	41	14	16	28	22	12
AGIS_Os01g048080	143	218	218	306	147	213	244	264
AGIS_Os01g048090	460	560	784	685	565	716	732	949
AGIS_Os01g048100	10	32	4	22	2	0	8	22
AGIS_Os01g048110	84	0	21	66	360	534	307	561
AGIS_Os01g048120	0	0	0	0	0	0	0	0
AGIS_Os01g048130	0	0	0	0	0	0	0	0
AGIS_Os01g048140	0	0	4	0	34	0	12	10
AGIS_Os01g048150	684	980	965	1296	699	613	797	922
AGIS_Os01g048160	0	0	1	0	0	0	0	0
AGIS_Os01g048170	0	14	10	10	0	0	6	1
AGIS_Os01g048180	0	6	5	0	0	15	0	0
AGIS_Os01g048190	184	44	53	73	47	64	36	58
AGIS_Os01g048200	174	225	258	185	263	382	334	306
AGIS_Os01g048210	0	0	12	0	0	0	2	6
AGIS_Os01g048220	0	0	0	0	0	0	0	0
AGIS_Os01g048230	523	298	236	267	215	214	403	210
AGIS_Os01g048240	290	209	235	294	175	238	234	315
AGIS_Os01g048250	438	151	152	222	195	296	290	260
AGIS_Os01g048260	623	197	226	429	189	178	205	193
AGIS_Os01g048270	2732	1424	1008	1430	1135	1457	1554	1363
AGIS_Os01g048280	0	12	10	4	20	28	20	16
AGIS_Os01g048290	771	1429	1341	1608	1405	2522	2156	2607
AGIS_Os01g048300	441	907	958	1090	690	838	616	903
AGIS_Os01g048310	1	0	0	0	0	0	0	0
AGIS_Os01g048320	459	396	154	192	87	190	360	207
AGIS_Os01g048330	77837	41888	20892	35234	31895	47560	43772	36484
AGIS_Os01g048340	0	0	0	0	0	0	0	0
AGIS_Os01g048350	0	0	0	0	0	0	0	0
AGIS_Os01g048360	86	127	172	193	142	94	203	232
AGIS_Os01g048370	1586	1808	1452	1801	1577	2093	1988	2624
AGIS_Os01g048380	64	93	150	92	247	231	284	413
AGIS_Os01g048390	308	197	110	152	149	233	160	271
AGIS_Os01g048400	66	51	71	88	97	123	97	114
AGIS_Os01g048410	0	0	0	0	0	0	0	0
AGIS_Os01g048420	0	0	0	0	0	0	0	0
AGIS_Os01g048430	0	0	0	0	0	0	0	0
AGIS_Os01g048440	0	0	0	0	0	0	0	0
AGIS_Os01g048450	5181	1401	1654	3117	4792	5060	6739	8221
AGIS_Os01g048460	116	105	163	243	99	204	141	252
AGIS_Os01g048470	18	31	55	29	27	54	43	32
AGIS_Os01g048480	168	129	88	132	91	153	178	259
AGIS_Os01g048490	0	0	0	0	0	0	0	0
AGIS_Os01g048500	993	903	1101	1091	793	743	869	976
AGIS_Os01g048510	672	272	289	303	327	159	126	220
AGIS_Os01g048520	90	153	48	79	69	152	164	145
AGIS_Os01g048530	4747	1897	1220	2983	2620	2425	1513	2363
AGIS_Os01g048540	0	0	0	0	0	0	0	0
AGIS_Os01g048550	0	0	0	0	0	0	0	2
AGIS_Os01g048560	0	0	0	0	0	0	0	0
AGIS_Os01g048570	1134	687	655	851	501	609	646	689
AGIS_Os01g048580	2283	1136	824	1492	335	529	505	530
AGIS_Os01g048590	283	84	90	188	44	61	109	80
AGIS_Os01g048600	1085	726	595	998	600	625	746	767
AGIS_Os01g048610	0	0	0	0	5	7	0	0
AGIS_Os01g048620	0	0	0	0	0	0	0	0
AGIS_Os01g048630	720	550	551	944	821	1108	1128	1119
AGIS_Os01g048640	184	788	1649	853	880	794	1034	1887
AGIS_Os01g048650	881	491	530	702	609	593	776	738
AGIS_Os01g048660	0	0	2	5	0	0	0	0
AGIS_Os01g048670	0	0	0	0	0	0	0	0
AGIS_Os01g048680	1525	890	557	731	635	835	761	1033
AGIS_Os01g048690	601	917	1254	1300	1124	1496	1380	1714
AGIS_Os01g048700	3772	2516	2528	3389	2084	3197	3154	3031
AGIS_Os01g048710	6	0	6	6	0	0	1	0
AGIS_Os01g048720	64	31	31	31	16	66	56	41
AGIS_Os01g048730	609	521	528	565	498	551	747	963
AGIS_Os01g048740	52	22	0	0	38	12	20	22
AGIS_Os01g048750	23	18	15	12	44	152	69	74
AGIS_Os01g048760	0	0	0	0	0	0	0	0
AGIS_Os01g048770	0	4	14	0	1	0	0	4
AGIS_Os01g048780	24	16	84	16	52	22	48	109
AGIS_Os01g048790	0	0	0	0	0	0	0	0
AGIS_Os01g048800	12	143	157	72	110	91	176	269
AGIS_Os01g048810	3875	3348	3255	4769	4450	5854	4967	5217
AGIS_Os01g048820	531	481	310	470	532	550	922	926
AGIS_Os01g048830	254	327	233	419	211	305	361	442
AGIS_Os01g048840	2070	1397	1037	1560	589	1307	1887	1019
AGIS_Os01g048850	0	0	0	0	0	0	0	0
AGIS_Os01g048860	176	212	345	146	151	274	310	426
AGIS_Os01g048870	40	36	62	33	24	82	28	136
AGIS_Os01g048880	0	0	0	0	0	0	0	0
AGIS_Os01g048890	0	0	0	0	0	0	0	0
AGIS_Os01g048900	1076	571	534	693	356	458	423	473
AGIS_Os01g048910	172	108	112	167	101	107	215	175
AGIS_Os01g048920	0	0	0	0	0	0	0	0
AGIS_Os01g048930	11084	5157	2865	5990	2183	2313	1622	2021
AGIS_Os01g048940	0	0	0	0	0	0	0	0
AGIS_Os01g048950	492	56	47	119	82	413	504	376
AGIS_Os01g048960	208	102	173	149	184	217	256	280
AGIS_Os01g048970	641	455	373	437	381	443	430	384
