,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
9831,AGIS_Os02g032430, 2.060766e+00, 0.8719242720,4.153244e+00,7.733989e-02,0.2892585799,Not_significant,0.000000e+00,1.293792e+00,1.612891e+00,7.393125e-01,1.414369e+00,2.335819e+00,2.489691e+00,4.093755e+00
9833,AGIS_Os02g032450,-9.413560e-01, 6.6745214016,3.204394e+01,5.380078e-04,0.0121113918,Not_significant,1.890148e+02,1.132291e+02,1.128046e+02,1.256092e+02,7.822549e+01,6.494411e+01,6.259240e+01,7.006900e+01
9834,AGIS_Os02g032460, 2.756572e-01, 0.5463870157,1.608098e-01,6.992672e-01,0.8517636220,Not_significant,2.700693e-01,1.472246e+00,7.820076e-01,2.994216e+00,8.703810e-01,1.251332e+00,8.558314e-01,2.485494e+00
9835,AGIS_Os02g032470,-9.817971e-01, 3.2566811901,5.405986e+00,4.978913e-02,0.2236612351,Not_significant,5.806490e+00,1.164413e+01,2.072320e+01,1.282707e+01,8.051025e+00,3.462018e+00,6.263130e+00,7.090968e+00
9843,AGIS_Os02g032550, 1.738413e-01, 6.2099041259,9.275358e-01,3.646936e-01,0.6283729780,Not_significant,8.135838e+01,6.544802e+01,7.473060e+01,5.685313e+01,7.528796e+01,9.372474e+01,7.150083e+01,7.262759e+01
9846,AGIS_Os02g032580, 2.864806e-02, 5.3305444435,2.847524e-02,8.703278e-01,0.9394461875,Not_significant,3.578419e+01,3.903682e+01,4.257054e+01,4.166026e+01,3.933034e+01,4.154421e+01,3.707306e+01,4.426372e+01
9847,AGIS_Os02g032590, 4.157338e-01,-0.8811667608,5.134700e-02,8.275037e-01,0.9176260130,Not_significant,1.282829e+00,0.000000e+00,0.000000e+00,5.914500e-01,5.439881e-01,8.342211e-01,0.000000e+00,3.655138e-01
9849,AGIS_Os02g032610, 2.004871e+00, 3.8923584407,1.736452e+01,3.419703e-03,0.0416423972,UP,1.687933e+00,6.112051e+00,1.187674e+01,6.912572e+00,2.311950e+01,1.726838e+01,1.987863e+01,3.132453e+01
9850,AGIS_Os02g032620,-6.763720e-01, 0.7802612560,1.436525e+00,2.661520e-01,0.5436076402,Not_significant,2.565659e+00,2.409130e+00,1.661766e+00,1.478625e+00,1.414369e+00,1.126199e+00,1.283747e+00,1.133093e+00
9853,AGIS_Os02g032650, 1.489730e+00, 1.5797559361,1.060198e+01,1.215099e-02,0.0938784504,Not_significant,1.080277e+00,1.159951e+00,2.541525e+00,1.441659e+00,5.820673e+00,3.253462e+00,4.784876e+00,3.253073e+00
9855,AGIS_Os02g032670,-7.911352e-01, 4.2996054918,7.418851e+00,2.707546e-02,0.1554810874,Not_significant,4.135437e+01,1.387480e+01,2.722364e+01,1.973964e+01,1.338211e+01,1.380636e+01,1.524936e+01,1.220816e+01
9856,AGIS_Os02g032680,-5.069078e-01, 4.9014455014,5.669694e+00,4.568665e-02,0.2121339729,Not_significant,5.205586e+01,2.850804e+01,2.526862e+01,3.570879e+01,2.790659e+01,2.757101e+01,2.007314e+01,2.130945e+01
9857,AGIS_Os02g032690,-9.140503e-01, 4.2442347044,1.187051e+01,9.302278e-03,0.0792734016,Not_significant,3.706701e+01,2.498357e+01,1.065485e+01,2.716973e+01,2.029076e+01,9.551832e+00,9.569752e+00,1.162334e+01
9858,AGIS_Os02g032700,-1.749326e-01,-0.5935104870,1.383577e-02,9.093786e-01,0.9582049813,Not_significant,0.000000e+00,1.472246e+00,6.353812e-01,8.502094e-01,3.263929e-01,3.753995e-01,3.890143e-01,6.213735e-01
9860,AGIS_Os02g032720,-3.390984e-01, 6.7857607167,3.312608e+00,1.077487e-01,0.3459035071,Not_significant,1.729794e+02,1.080539e+02,1.045446e+02,1.113405e+02,9.617710e+01,9.084668e+01,8.865636e+01,1.093983e+02
9861,AGIS_Os02g032730, 2.477822e+00, 5.9965899032,1.426807e+02,3.086226e-06,0.0007772921,UP,2.866111e+01,1.606086e+01,1.867043e+01,1.619094e+01,1.085256e+02,1.109097e+02,1.074457e+02,1.036963e+02
9862,AGIS_Os02g032740, 1.307751e+00,-0.5223901865,8.230161e-01,3.918429e-01,0.6480576353,Not_significant,1.485381e+00,0.000000e+00,4.887548e-02,7.393125e-01,5.439881e-01,5.839548e-01,3.890143e-01,1.023439e+00
9864,AGIS_Os02g032760, 1.186848e+00, 4.7003267741,7.612714e+00,2.566298e-02,0.1507814906,Not_significant,4.186075e+00,2.128065e+01,2.678376e+01,1.818709e+01,2.970175e+01,3.570466e+01,2.699759e+01,4.451958e+01
9865,AGIS_Os02g032770, 2.292605e-01, 4.9178281173,1.157447e+00,3.145897e-01,0.5876727458,Not_significant,3.747212e+01,3.078332e+01,2.360685e+01,2.018323e+01,3.263929e+01,3.203409e+01,3.882363e+01,2.562252e+01
9867,AGIS_Os02g032790, 2.156694e-01, 4.4985953318,9.079042e-01,3.695938e-01,0.6314577440,Not_significant,2.548779e+01,2.007608e+01,2.238497e+01,1.589522e+01,2.061715e+01,2.686192e+01,2.454680e+01,2.430667e+01
9868,AGIS_Os02g032800,-4.035672e-01, 8.0072309072,4.267472e+00,7.411465e-02,0.2817271909,Not_significant,4.243464e+02,2.751315e+02,2.086983e+02,2.797558e+02,2.286382e+02,2.070120e+02,2.226718e+02,2.113401e+02
9869,AGIS_Os02g032810,-2.638032e-01, 3.5525141813,7.104100e-01,4.247473e-01,0.6706597100,Not_significant,2.001889e+01,1.168874e+01,9.237465e+00,1.075700e+01,8.323019e+00,1.305556e+01,9.803160e+00,1.027094e+01
9870,AGIS_Os02g032820,-3.074639e-01, 2.6803151339,7.434858e-01,4.146272e-01,0.6634116826,Not_significant,1.056646e+01,5.665916e+00,7.429072e+00,4.288012e+00,6.691054e+00,2.794641e+00,6.924454e+00,6.250286e+00
9872,AGIS_Os02g032840, 5.915956e-01, 3.0975179804,1.560335e+00,2.483004e-01,0.5256860439,Not_significant,2.025520e+00,9.502678e+00,1.089923e+01,6.875606e+00,1.066217e+01,9.426699e+00,8.441610e+00,1.005163e+01
9873,AGIS_Os02g032850,-3.212749e-01, 5.8726580299,3.615391e+00,9.504241e-02,0.3239556906,Not_significant,7.865769e+01,5.938059e+01,5.772194e+01,6.502253e+01,5.189647e+01,5.480833e+01,4.944372e+01,5.113538e+01
9874,AGIS_Os02g032860, 4.510882e-01, 4.0108762140,2.573285e+00,1.488719e-01,0.4098213543,Not_significant,7.460665e+00,1.271485e+01,2.267822e+01,1.345549e+01,1.430689e+01,2.152290e+01,1.719443e+01,1.900672e+01
9876,AGIS_Os02g032880,-1.382995e-01, 2.9338174361,1.905431e-01,6.744347e-01,0.8369487666,Not_significant,8.540942e+00,7.405843e+00,6.989193e+00,8.058506e+00,6.310262e+00,1.151225e+01,6.418736e+00,5.226847e+00
9877,AGIS_Os02g032890, 1.515580e-03, 6.5834913550,5.275849e-05,9.943895e-01,0.9980202503,Not_significant,6.204843e+01,1.269701e+02,9.760432e+01,1.020251e+02,9.802666e+01,9.309908e+01,8.706140e+01,9.974872e+01
9878,AGIS_Os02g032900, 7.258977e-01, 1.3580173146,1.848025e+00,2.124591e-01,0.4881813554,Not_significant,1.890485e+00,6.245892e-01,3.323532e+00,2.033109e+00,1.795161e+00,2.419241e+00,3.423326e+00,4.313063e+00
9879,AGIS_Os02g032910,-6.111093e-01,-0.1609982003,1.618562e-01,6.984044e-01,0.8512590959,Not_significant,1.350347e-01,3.569081e-01,1.319638e+00,2.365800e+00,1.033577e+00,5.839548e-01,3.890143e-02,6.944762e-01
9880,AGIS_Os02g032920,-5.694634e-01, 1.4570168413,1.142762e+00,3.174759e-01,0.5901570220,Not_significant,1.822968e+00,3.078332e+00,3.616785e+00,2.883319e+00,5.439881e-01,3.003196e+00,5.018284e+00,1.315850e+00
9881,AGIS_Os02g032930,-1.212061e+00, 4.4060774905,1.384815e+01,6.289026e-03,0.0615212343,Not_significant,3.912629e+01,2.346671e+01,1.695979e+01,3.973805e+01,1.583005e+01,1.247161e+01,1.310978e+01,8.187509e+00
9882,AGIS_Os02g032940,-1.463524e-01, 3.9420708120,3.561140e-01,5.677496e-01,0.7712228498,Not_significant,7.021802e+00,2.043299e+01,1.700867e+01,2.144006e+01,8.975804e+00,1.505769e+01,1.715553e+01,1.520537e+01
9883,AGIS_Os02g032950,-8.680822e-02, 4.8738325469,1.528383e-01,7.064459e-01,0.8557335984,Not_significant,1.802713e+01,3.283555e+01,3.343083e+01,3.800066e+01,2.507785e+01,2.923945e+01,3.193807e+01,2.536666e+01
9884,AGIS_Os02g032960,-4.859325e-02, 3.5468609341,1.648023e-02,9.011458e-01,0.9538319570,Not_significant,3.780971e+00,1.409787e+01,1.656879e+01,1.545163e+01,9.846185e+00,9.343276e+00,1.252626e+01,1.125783e+01
9885,AGIS_Os02g032970,-9.530306e-02, 5.9026835205,2.402055e-01,6.377341e-01,0.8144074753,Not_significant,7.642962e+01,5.969288e+01,4.887548e+01,6.302639e+01,5.086289e+01,6.335909e+01,5.901347e+01,5.665464e+01
9886,AGIS_Os02g032980,-2.677219e-02, 6.8459491267,1.657710e-02,9.008575e-01,0.9537154350,Not_significant,1.462088e+02,1.118907e+02,7.321546e+01,1.402106e+02,1.110824e+02,1.223802e+02,1.074457e+02,1.071686e+02
9888,AGIS_Os02g033000, 8.682645e-01, 3.8359291083,8.752095e+00,1.901250e-02,0.1239253429,Not_significant,1.262574e+01,1.052879e+01,5.669555e+00,1.227259e+01,1.463328e+01,1.993788e+01,1.840038e+01,1.948189e+01
9889,AGIS_Os02g033010, 7.925407e-01, 9.4379744432,1.897132e+01,2.651808e-03,0.0348256230,Not_significant,8.752272e+02,4.776323e+02,2.721875e+02,4.397061e+02,1.148196e+03,1.013912e+03,4.371743e+02,8.841779e+02
9894,AGIS_Os02g033060,-9.753020e-01,10.6910031989,2.624482e+01,1.022024e-03,0.0187467356,Not_significant,3.012758e+03,1.720431e+03,1.772518e+03,2.191544e+03,1.535135e+03,1.050201e+03,6.407454e+02,1.301193e+03
9895,AGIS_Os02g033070,-4.313905e+00, 1.2462103550,3.522880e+01,4.049538e-04,0.0101841144,DOWN,5.131317e+00,6.424346e+00,2.932529e+00,2.772422e+00,6.527858e-01,8.342211e-02,7.780286e-02,2.193083e-01
9896,AGIS_Os02g033080,-6.796274e-01, 7.7530314161,1.400587e+01,6.105994e-03,0.0604498258,Not_significant,3.668217e+02,1.889828e+02,2.147588e+02,3.004936e+02,1.638492e+02,1.409834e+02,1.409788e+02,2.081967e+02
9898,AGIS_Os02g033100, 1.726653e+00, 0.7213208013,7.642047e+00,2.532686e-02,0.1496261725,Not_significant,9.452426e-01,4.461351e-01,4.887548e-01,1.182900e+00,2.393548e+00,2.252397e+00,2.372987e+00,2.448942e+00
9899,AGIS_Os02g033110, 2.946753e+00, 4.0287704849,8.403920e+01,2.092589e-05,0.0019408370,UP,3.139556e+00,3.658308e+00,3.323532e+00,3.955322e+00,2.855938e+01,4.625756e+01,2.485801e+01,1.622881e+01
9900,AGIS_Os02g033120, 1.714994e+00, 4.0678233431,3.772848e+01,3.242559e-04,0.0087716197,UP,6.515422e+00,7.450457e+00,7.331321e+00,9.500166e+00,2.496906e+01,3.449504e+01,2.540263e+01,1.787362e+01
9901,AGIS_Os02g033130,-1.103410e+00, 2.6067577356,1.295991e+01,7.394119e-03,0.0680926867,Not_significant,1.060022e+01,8.208887e+00,6.256061e+00,7.540987e+00,4.351905e+00,5.297304e+00,2.645297e+00,3.143419e+00
9902,AGIS_Os02g033140, 1.762975e+00, 4.1504803514,5.728720e+01,7.777185e-05,0.0036686604,UP,1.039767e+01,8.387341e+00,8.650959e+00,4.583737e+00,3.247609e+01,3.770679e+01,2.279624e+01,1.648467e+01
9903,AGIS_Os02g033150, 1.375928e+00, 3.3020051125,2.060195e+01,2.103912e-03,0.0300032463,UP,9.047322e+00,5.487462e+00,4.692046e+00,3.142078e+00,1.370850e+01,1.993788e+01,1.252626e+01,9.722667e+00
9906,AGIS_Os02g033180,-2.539507e-01, 1.6170298945,2.851026e-01,6.084273e-01,0.7962008494,Not_significant,5.097559e+00,1.427632e+00,1.661766e+00,4.066219e+00,5.711876e+00,5.422437e-01,2.450790e+00,2.924110e+00
9907,AGIS_Os02g033190, 6.381368e-01, 0.9055537439,3.104574e-01,5.932426e-01,0.7863683823,Not_significant,3.916005e+00,0.000000e+00,1.564015e+00,1.663453e+00,1.196774e+00,1.126199e+00,3.345523e+00,1.425504e+00
9911,AGIS_Os02g033230,-2.316757e-01, 6.5960398178,2.116051e+00,1.851305e-01,0.4571926205,Not_significant,9.462554e+01,1.193858e+02,9.481842e+01,1.090856e+02,7.773591e+01,9.238999e+01,9.628104e+01,8.892951e+01
9912,AGIS_Os02g033240,-6.221004e-01, 5.5907666659,1.038762e+01,1.280791e-02,0.0969871913,Not_significant,7.501176e+01,6.138820e+01,4.540532e+01,5.267602e+01,3.574002e+01,4.329608e+01,3.800670e+01,3.333486e+01
9916,AGIS_Os02g033280,-3.558558e-02, 4.4026491186,2.414372e-02,8.805085e-01,0.9437615405,Not_significant,2.751331e+01,2.230676e+01,1.876818e+01,1.729991e+01,1.925718e+01,1.997960e+01,2.026764e+01,2.313702e+01
9917,AGIS_Os02g033290,-1.073003e+00, 0.1017327331,1.839275e+00,2.133162e-01,0.4892653004,Not_significant,1.350347e+00,1.516859e+00,7.820076e-01,1.626487e+00,5.439881e-01,1.167910e+00,5.446200e-01,3.655138e-01
9919,AGIS_Os02g033310,-6.567308e-01, 3.6910725215,2.578117e+00,1.485405e-01,0.4092477626,Not_significant,2.555531e+01,1.369635e+01,7.331321e+00,1.378818e+01,2.121554e+01,7.883390e+00,9.919864e+00,3.289624e+00
9928,AGIS_Os02g033400,-3.206141e-01, 6.1110805272,2.352271e+00,1.651551e-01,0.4315336273,Not_significant,6.100191e+01,8.614870e+01,7.961815e+01,7.481842e+01,5.146128e+01,5.660190e+01,9.698126e+01,4.568923e+01
9929,AGIS_Os02g033410,-1.121850e+00, 0.5195465936,1.625954e+00,2.394388e-01,0.5174487125,Not_significant,3.848488e+00,2.721424e+00,1.124136e+00,2.957250e-01,1.087976e+00,3.753995e-01,7.002257e-01,6.213735e-01
9930,AGIS_Os02g033420,-1.234125e+00, 5.5490108812,4.582528e+01,1.664609e-04,0.0058920468,DOWN,9.030443e+01,4.439045e+01,5.234563e+01,7.762781e+01,3.340087e+01,2.306621e+01,2.466351e+01,2.803491e+01
9935,AGIS_Os02g033470, 8.311451e-01, 5.1335656950,1.007968e+01,1.378872e-02,0.1017289567,Not_significant,4.013905e+01,2.096835e+01,1.695979e+01,2.532145e+01,4.672858e+01,4.358805e+01,5.170000e+01,3.476036e+01
9936,AGIS_Os02g033480,-1.054449e+00, 1.1512369755,3.772478e+00,8.930142e-02,0.3137950854,Not_significant,4.017281e+00,1.784541e+00,2.394898e+00,2.957250e+00,1.631964e+00,4.171106e-01,2.100677e+00,1.754466e+00
9947,AGIS_Os02g033590,-4.023630e-01, 4.6861198501,2.630116e+00,1.450357e-01,0.4047250940,Not_significant,5.965156e+01,2.783883e+01,1.622666e+01,1.866764e+01,2.719941e+01,2.310792e+01,1.789466e+01,1.465710e+01
9950,AGIS_Os02g033620,-2.549958e-02, 5.6959943609,1.041384e-02,9.213292e-01,0.9645708560,Not_significant,3.588546e+01,6.705411e+01,5.288326e+01,5.441340e+01,5.951230e+01,3.991748e+01,5.446200e+01,4.996574e+01
9953,AGIS_Os02g033650, 2.427566e-01, 1.5243533728,1.348375e-01,7.233679e-01,0.8650190792,Not_significant,1.552899e+00,3.792149e+00,1.026385e+00,4.066219e+00,2.230351e+00,2.961485e+00,5.057186e+00,1.644812e+00
9954,AGIS_Os02g033660,-3.492780e-01, 2.6651533237,8.295765e-01,3.900540e-01,0.6470909671,Not_significant,7.528182e+00,7.896592e+00,6.842567e+00,5.249119e+00,3.427125e+00,4.421372e+00,6.496539e+00,8.187509e+00
9955,AGIS_Os02g033670,-9.143367e-02, 7.7407769006,2.281331e-01,6.461927e-01,0.8197356992,Not_significant,2.837416e+02,2.047314e+02,2.093825e+02,1.880441e+02,1.792441e+02,2.328311e+02,2.203766e+02,1.921506e+02
9956,AGIS_Os02g033680, 9.648610e-02, 5.4329132163,2.837320e-01,6.092309e-01,0.7964894908,Not_significant,4.368371e+01,4.153518e+01,4.076215e+01,4.007074e+01,3.590322e+01,4.988642e+01,4.924921e+01,4.382510e+01
9957,AGIS_Os02g033690, 1.261896e-01, 4.8442395422,3.916259e-01,5.494712e-01,0.7586631802,Not_significant,1.863478e+01,3.265709e+01,2.326473e+01,3.648507e+01,2.475146e+01,3.570466e+01,2.839804e+01,2.924110e+01
9959,AGIS_Os02g033710, 2.405354e+00, 0.1115241878,4.444271e+00,6.945832e-02,0.2713978897,Not_significant,0.000000e+00,8.922703e-01,6.842567e-01,2.217937e-01,8.159822e-01,1.585020e+00,1.517156e+00,2.266186e+00
9961,AGIS_Os02g033730, 1.313008e+00, 3.4261264379,1.919087e+01,2.580394e-03,0.0341345341,UP,5.131317e+00,5.085941e+00,9.432967e+00,5.360016e+00,1.670044e+01,1.722667e+01,1.373220e+01,1.271988e+01
9962,AGIS_Os02g033740,-5.121764e-01, 3.6209877948,2.413792e+00,1.603913e-01,0.4252406217,Not_significant,7.696976e+00,1.615009e+01,1.955019e+01,1.460142e+01,9.465394e+00,6.798902e+00,9.569752e+00,1.396263e+01
9963,AGIS_Os02g033750, 5.992223e-01, 4.7896238410,3.331695e+00,1.068990e-01,0.3446733970,Not_significant,1.141043e+01,4.162441e+01,2.189621e+01,1.844585e+01,3.541363e+01,3.044907e+01,3.108224e+01,3.033765e+01
9964,AGIS_Os02g033760,-3.598196e-01, 5.2340994884,3.973832e+00,8.258569e-02,0.3004677207,Not_significant,4.834241e+01,4.760262e+01,3.533697e+01,3.774190e+01,3.258489e+01,3.753995e+01,3.427216e+01,2.701147e+01
9965,AGIS_Os02g033770, 1.803625e-01, 3.5656035797,4.449335e-01,5.241805e-01,0.7424536513,Not_significant,7.291872e+00,8.298114e+00,1.573790e+01,1.308583e+01,1.294692e+01,7.466279e+00,1.416012e+01,1.509572e+01
9966,AGIS_Os02g033780,-1.129666e+00, 2.4252375567,6.820107e+00,3.211358e-02,0.1716365103,Not_significant,1.184929e+01,4.550578e+00,6.402687e+00,6.025397e+00,4.134310e+00,4.504794e+00,1.400451e+00,3.399278e+00
9967,AGIS_Os02g033790,-1.093454e+00, 2.1495372643,9.242509e+00,1.672378e-02,0.1141966486,Not_significant,7.359389e+00,6.736641e+00,4.105540e+00,5.101256e+00,3.753518e+00,4.212817e+00,2.022874e+00,1.535158e+00
9971,AGIS_Os02g033830, 6.938954e-01,-0.8006447565,1.881799e-01,6.763487e-01,0.8380392610,Not_significant,0.000000e+00,5.799757e-01,7.820076e-01,3.696562e-01,4.351905e-01,6.256658e-01,7.780286e-02,1.096541e+00
9972,AGIS_Os02g033840, 3.211792e-01, 2.8494192576,1.274790e+00,2.926863e-01,0.5690199681,Not_significant,6.853009e+00,6.558187e+00,6.109434e+00,5.470912e+00,8.703810e+00,1.092830e+01,6.185327e+00,6.213735e+00
9974,AGIS_Os02g033860, 5.525286e-02, 9.5007532043,1.017683e-01,7.581667e-01,0.8819922202,Not_significant,8.108494e+02,5.328638e+02,7.090365e+02,8.082164e+02,7.443934e+02,7.320707e+02,7.028321e+02,7.547129e+02
9975,AGIS_Os02g033870, 1.351666e-02, 3.9371974395,3.573791e-03,9.538464e-01,0.9790197106,Not_significant,1.728444e+01,1.383019e+01,1.456489e+01,1.489715e+01,1.343651e+01,1.380636e+01,1.664981e+01,1.739846e+01
9976,AGIS_Os02g033880,-4.058767e-02, 5.7495401104,5.710713e-02,8.173413e-01,0.9127569354,Not_significant,6.036049e+01,4.867334e+01,5.102600e+01,5.818389e+01,5.113489e+01,5.514202e+01,5.411189e+01,5.109883e+01
9980,AGIS_Os02g033920,-3.659449e-01, 4.9189366511,2.368697e+00,1.638647e-01,0.4293898141,Not_significant,3.909253e+01,2.886494e+01,2.536637e+01,4.317585e+01,2.877697e+01,2.206515e+01,3.143235e+01,2.255220e+01
9981,AGIS_Os02g033930,-7.124345e-01, 1.7121837955,1.910223e+00,2.057565e-01,0.4812680878,Not_significant,1.958003e+00,5.576689e+00,3.519034e+00,5.064291e+00,3.263929e+00,1.751864e+00,2.334086e+00,2.119980e+00
9982,AGIS_Os02g033940, 9.840153e-01, 5.8837019930,2.853660e+01,7.786738e-04,0.0155264510,Not_significant,4.375123e+01,4.001832e+01,3.118255e+01,4.347157e+01,8.420936e+01,9.143063e+01,7.309579e+01,6.454974e+01
9983,AGIS_Os02g033950, 4.241283e-01, 6.1512916090,6.177254e+00,3.878064e-02,0.1916721999,Not_significant,6.174460e+01,6.397578e+01,5.249226e+01,6.413536e+01,7.213283e+01,9.001246e+01,8.760602e+01,7.584411e+01
9984,AGIS_Os02g033960, 2.623436e+00, 1.0102087130,8.558268e+00,1.997386e-02,0.1280267923,Not_significant,1.012760e-01,1.918381e+00,2.932529e-01,7.023469e-01,2.828738e+00,2.377530e+00,4.590369e+00,2.668251e+00
9985,AGIS_Os02g033970, 5.510941e-01, 2.8215128224,2.362694e+00,1.643347e-01,0.4303015115,Not_significant,6.988044e+00,4.595192e+00,3.470159e+00,7.577953e+00,1.191334e+01,1.005236e+01,6.029722e+00,5.299950e+00
9986,AGIS_Os02g033980,-7.325899e-01, 6.7257638967,8.926155e+00,1.819879e-02,0.1205808860,Not_significant,1.983322e+02,1.060017e+02,9.809308e+01,1.331871e+02,6.729133e+01,8.317184e+01,8.445500e+01,7.547860e+01
9987,AGIS_Os02g033990, 1.650875e-01, 4.8731409609,6.478116e-01,4.449718e-01,0.6859901033,Not_significant,3.602050e+01,2.730347e+01,2.458436e+01,2.291869e+01,3.166011e+01,2.594428e+01,3.384424e+01,3.150729e+01
9988,AGIS_Os02g034000, 3.656614e-01, 6.1059848897,1.768294e+00,2.216852e-01,0.4983397875,Not_significant,9.580709e+01,4.541656e+01,5.259001e+01,5.223243e+01,5.962110e+01,8.671728e+01,8.239323e+01,7.555170e+01
9989,AGIS_Os02g034010, 1.557927e-01, 5.1823645728,8.603322e-01,3.816934e-01,0.6408573445,Not_significant,3.683070e+01,3.368320e+01,3.313757e+01,3.337996e+01,4.058152e+01,4.054315e+01,3.586712e+01,3.582035e+01
9990,AGIS_Os02g034020,-1.066695e+00, 8.5749780372,3.012226e+01,6.666603e-04,0.0139816127,DOWN,7.667606e+02,5.313469e+02,2.726763e+02,5.285715e+02,2.828738e+02,2.294108e+02,1.890998e+02,2.493535e+02
9992,AGIS_Os02g034040,-1.446319e-01, 3.8453780410,4.378760e-01,5.273770e-01,0.7443317432,Not_significant,1.171426e+01,1.597164e+01,1.637328e+01,1.615398e+01,1.218533e+01,1.372294e+01,1.326539e+01,1.494951e+01
9997,AGIS_Os02g034090,-6.809940e-02, 4.9012790011,9.516034e-02,7.659077e-01,0.8862855381,Not_significant,1.613664e+01,4.086598e+01,3.128030e+01,3.633721e+01,2.322829e+01,3.466189e+01,3.007080e+01,2.584183e+01
9999,AGIS_Os02g034110,-4.143898e-01, 0.9155836050,3.234889e-01,5.857416e-01,0.7820983015,Not_significant,1.147795e+00,1.829154e+00,1.466264e+00,2.402766e+00,1.631964e+00,6.673769e-01,3.890143e-01,4.861334e+00
10001,AGIS_Os02g034130, 2.062066e-01, 4.5603311051,1.149352e+00,3.160094e-01,0.5887975968,Not_significant,2.484638e+01,2.275289e+01,2.140746e+01,1.855674e+01,2.453387e+01,2.598599e+01,2.614176e+01,2.386805e+01
10002,AGIS_Os02g034140,-4.526695e-01, 6.2804567584,6.469003e+00,3.551332e-02,0.1820904263,Not_significant,1.127877e+02,8.498874e+01,6.886554e+01,9.455807e+01,6.712814e+01,6.515267e+01,6.570451e+01,6.199114e+01
10005,AGIS_Os02g034170, 1.401163e+00, 0.4143905199,2.894897e+00,1.286396e-01,0.3809045938,Not_significant,1.350347e+00,4.461351e-01,5.865057e-01,4.435875e-01,1.087976e+00,2.836352e+00,1.244846e+00,1.973775e+00
10006,AGIS_Os02g034180, 6.763007e-01, 2.5210552405,9.212310e-01,3.663553e-01,0.6294555303,Not_significant,8.102080e-01,6.067438e+00,7.624574e+00,4.472841e+00,8.812608e+00,5.297304e+00,4.006847e+00,8.260612e+00
10007,AGIS_Os02g034190,-1.233741e-01, 1.9226546925,7.802264e-02,7.873606e-01,0.8979739533,Not_significant,5.603938e+00,4.282897e+00,2.297147e+00,3.511734e+00,2.556744e+00,3.545440e+00,4.201354e+00,3.618587e+00
10009,AGIS_Os02g034210,-7.130303e-02, 4.7403820829,1.265623e-01,7.315355e-01,0.8690753926,Not_significant,2.278710e+01,2.315441e+01,3.299095e+01,3.090326e+01,2.763460e+01,2.348332e+01,2.497472e+01,2.726733e+01
10010,AGIS_Os02g034220,-9.777381e-02, 6.0551702676,3.517493e-01,5.700638e-01,0.7724502009,Not_significant,8.763750e+01,5.737298e+01,6.216960e+01,6.816461e+01,7.463517e+01,5.614308e+01,6.869992e+01,5.647188e+01
10014,AGIS_Os02g034260, 9.812447e-01, 5.1464609408,3.574346e+00,9.682448e-02,0.3274063573,Not_significant,7.629458e+00,2.583122e+01,6.270724e+01,1.504501e+01,4.433503e+01,2.586085e+01,4.551467e+01,5.585051e+01
10015,AGIS_Os02g034270,-8.293380e-01, 0.5450334158,1.692977e+00,2.306479e-01,0.5068551107,Not_significant,6.076560e-01,2.766038e+00,1.857268e+00,1.996144e+00,5.439881e-01,1.418176e+00,8.169300e-01,1.023439e+00
10038,AGIS_Os02g034500, 8.285536e-01, 0.6583587337,3.711565e-01,5.599391e-01,0.7657042210,Not_significant,0.000000e+00,1.695314e+00,2.883653e+00,8.871750e-01,1.414369e+00,6.673769e-01,1.478254e+00,2.997213e+00
10039,AGIS_Os02g034510, 1.948621e-01, 0.1782468698,5.368102e-02,8.227924e-01,0.9153227243,Not_significant,2.700693e-01,1.695314e+00,2.199396e+00,4.066219e-01,8.159822e-01,1.501598e+00,8.558314e-01,7.310276e-01
10048,AGIS_Os02g034600, 1.102293e+00, 2.3223628339,6.243037e-01,4.531278e-01,0.6918627117,Not_significant,0.000000e+00,5.085941e+00,9.090838e+00,2.144006e+00,6.527858e+00,2.252397e+00,4.473664e+00,9.868873e+00
