,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
2236,AGIS_Os01g022360, 2.618988e-01, 5.1555857107,2.787044e+00,1.372398e-01,3.323942e-01,Not_significant,2.146713e+01,3.677282e+01,3.891884e+01,3.266973e+01,2.993414e+01,4.621190e+01,4.531061e+01,3.314114e+01
2243,AGIS_Os01g022430, 5.283505e-01, 0.9728418871,7.678778e-01,4.089657e-01,6.196420e-01,Not_significant,4.666767e-01,2.632079e+00,2.054721e+00,1.273417e+00,1.806370e+00,3.390651e+00,1.097331e+00,2.224860e+00
2244,AGIS_Os01g022440,-2.890139e-01, 1.3140862824,2.998148e-01,6.004406e-01,7.652649e-01,Not_significant,1.120024e+00,2.670226e+00,3.666268e+00,2.063814e+00,7.741588e-01,5.790774e+00,1.508830e+00,1.483240e+00
2246,AGIS_Os01g022460,-2.046685e-01, 2.8544171345,6.167906e-01,4.569972e-01,6.577042e-01,Not_significant,5.600121e+00,7.476632e+00,7.815999e+00,9.923870e+00,6.038438e+00,7.390857e+00,5.989597e+00,6.906335e+00
2247,AGIS_Os01g022470, 1.116503e+00, 2.2148882923,1.119744e+01,1.159619e-02,7.426705e-02,Not_significant,1.446698e+00,3.242417e+00,3.827422e+00,2.766389e+00,2.786972e+00,8.419481e+00,5.578098e+00,8.343224e+00
2249,AGIS_Os01g022490,-2.628381e-01, 0.8775187052,3.011228e-01,5.995716e-01,7.645939e-01,Not_significant,2.426719e+00,1.754720e+00,1.168371e+00,2.415101e+00,1.599928e+00,1.561985e+00,1.325941e+00,1.761347e+00
2250,AGIS_Os01g022500,-1.089880e-02,-0.0447396455,2.649587e-04,9.874494e-01,9.940465e-01,Not_significant,1.120024e+00,6.866294e-01,4.834639e-01,1.229506e+00,7.741588e-01,4.952636e-01,7.315538e-01,1.575942e+00
2254,AGIS_Os01g022540,-2.473540e+00, 2.2427080434,2.611999e+01,1.242065e-03,1.804042e-02,DOWN,1.232027e+01,5.073429e+00,6.929649e+00,6.894016e+00,8.257693e-01,9.143328e-01,1.280219e+00,2.920128e+00
2255,AGIS_Os01g022550,-1.541169e-02, 4.2079779818,5.406076e-03,9.433712e-01,9.713314e-01,Not_significant,1.661369e+01,1.678427e+01,2.264222e+01,1.747655e+01,1.347036e+01,2.373456e+01,1.911184e+01,1.728901e+01
2257,AGIS_Os01g022570, 9.917862e-02, 5.4829222373,2.185520e-01,6.538713e-01,8.013439e-01,Not_significant,2.370718e+01,4.733928e+01,5.233496e+01,5.278094e+01,4.118525e+01,5.112644e+01,4.339029e+01,4.519246e+01
2258,AGIS_Os01g022580, 6.547535e-02, 1.3347339082,3.696714e-03,9.531601e-01,9.764305e-01,Not_significant,9.333535e-02,3.929046e+00,5.680701e+00,1.141684e+00,2.993414e+00,3.619234e+00,9.601644e-01,9.733761e-01
2264,AGIS_Os01g022640,-1.782282e-01, 1.0449202221,7.726724e-02,7.887957e-01,8.853270e-01,Not_significant,7.933505e-01,2.212473e+00,4.109443e+00,1.668615e+00,2.116034e+00,1.066722e+00,1.508830e+00,2.317562e+00
2265,AGIS_Os01g022650,-1.262021e+00, 2.3878696866,5.535306e+00,4.965956e-02,1.826672e-01,Not_significant,2.426719e+00,8.277699e+00,1.168371e+01,7.025749e+00,3.199856e+00,1.181013e+00,3.703491e+00,3.615397e+00
2271,AGIS_Os01g022710, 4.818573e+00, 4.9813129773,4.742300e+01,1.994799e-04,5.451006e-03,UP,1.773372e+00,8.125115e+00,3.223093e-01,1.405150e+00,6.977751e+01,7.489910e+01,7.361260e+01,2.215589e+01
2273,AGIS_Os01g022730, 3.700777e-01, 1.8536375310,5.128300e-01,4.963278e-01,6.900043e-01,Not_significant,1.820039e+00,3.204271e+00,4.270598e+00,1.800348e+00,2.270866e+00,1.013386e+01,1.920329e+00,2.688372e+00
2274,AGIS_Os01g022740,-6.946816e-01, 2.3129162717,2.446201e+00,1.603121e-01,3.624955e-01,Not_significant,4.526764e+00,7.247755e+00,8.823216e+00,3.776340e+00,4.180457e+00,3.809720e+00,2.148939e+00,4.496071e+00
2278,AGIS_Os01g022780, 8.619954e-02, 3.0740055322,1.170385e-01,7.419182e-01,8.583661e-01,Not_significant,1.554034e+01,4.691968e+00,8.138309e+00,5.181490e+00,1.181882e+01,6.019358e+00,9.601644e+00,5.747554e+00
2279,AGIS_Os01g022790, 2.813897e-01, 2.6708624653,1.089456e+00,3.299546e-01,5.502963e-01,Not_significant,8.913526e+00,4.882698e+00,5.720989e+00,3.644607e+00,8.567357e+00,5.866969e+00,7.132650e+00,5.562149e+00
2280,AGIS_Os01g022800, 3.659706e-01, 3.8024394112,3.060257e+00,1.219947e-01,3.105584e-01,Not_significant,8.773523e+00,1.174899e+01,1.285208e+01,1.558838e+01,1.424452e+01,1.508649e+01,1.659713e+01,1.603753e+01
2282,AGIS_Os01g022820, 2.693568e-01, 6.2080620222,2.816383e+00,1.356335e-01,3.303873e-01,Not_significant,5.576787e+01,7.060839e+01,6.470358e+01,7.750279e+01,8.257693e+01,7.337521e+01,8.792363e+01,7.828725e+01
2285,AGIS_Os01g022850,-4.619838e-01, 3.5869693119,2.258732e+00,1.751053e-01,3.813409e-01,Not_significant,1.582034e+01,1.033759e+01,1.808961e+01,1.067036e+01,9.599569e+00,1.520078e+01,8.641480e+00,7.045389e+00
2291,AGIS_Os01g022910, 3.914288e-02, 6.3361198213,7.837504e-02,7.872876e-01,8.843618e-01,Not_significant,9.487538e+01,6.549682e+01,8.436445e+01,7.478031e+01,8.784121e+01,7.177512e+01,8.229981e+01,8.422021e+01
2293,AGIS_Os01g022930, 5.074071e-01, 6.4543308454,2.631262e+00,1.473270e-01,3.452765e-01,Not_significant,2.716059e+01,8.979587e+01,9.935183e+01,8.988568e+01,9.434415e+01,1.090342e+02,9.226723e+01,9.895990e+01
2294,AGIS_Os01g022940,-4.428200e-01, 3.4895458578,2.145924e+00,1.849186e-01,3.930921e-01,Not_significant,1.586701e+01,9.269497e+00,1.172400e+01,1.449061e+01,6.606155e+00,1.207681e+01,9.007256e+00,1.010457e+01
2305,AGIS_Os01g023050, 3.432164e-01, 7.8064066141,2.399517e+00,1.638317e-01,3.667612e-01,Not_significant,1.112557e+02,2.117489e+02,2.582503e+02,2.267560e+02,2.478340e+02,2.351359e+02,2.603874e+02,2.387553e+02
2306,AGIS_Os01g023060, 2.486061e+00, 2.2565775749,2.342489e+01,1.701200e-03,2.186692e-02,UP,5.133444e-01,2.403203e+00,1.530969e+00,1.580794e+00,8.360915e+00,5.028830e+00,7.864204e+00,1.033633e+01
2307,AGIS_Os01g023070, 2.436060e+00, 0.0338519778,5.915854e+00,4.409731e-02,1.702398e-01,Not_significant,0.000000e+00,2.288765e-01,1.087794e+00,3.512874e-01,8.773799e-01,1.676277e+00,1.554552e+00,1.714996e+00
2310,AGIS_Os01g023100,-1.402725e+00,-0.0844271030,1.414008e+00,2.718728e-01,4.913517e-01,Not_significant,2.146713e+00,6.866294e-01,9.669278e-01,1.053862e+00,0.000000e+00,3.428748e-01,7.315538e-01,9.270249e-01
2311,AGIS_Os01g023110,-3.605310e-01, 6.7754784083,2.391589e+00,1.644398e-01,3.675830e-01,Not_significant,2.177980e+02,9.452598e+01,7.924779e+01,1.171105e+02,9.341516e+01,8.164230e+01,8.531746e+01,1.067006e+02
2312,AGIS_Os01g023120,-1.738829e+00, 2.2571755985,1.245813e+01,9.067988e-03,6.329371e-02,Not_significant,1.101357e+01,5.035282e+00,5.801567e+00,6.367085e+00,1.651539e+00,2.400124e+00,8.687202e-01,4.403368e+00
2313,AGIS_Os01g023130,-4.088906e-02, 3.8652874236,1.760706e-02,8.980451e-01,9.493365e-01,Not_significant,2.291383e+01,1.071905e+01,1.047505e+01,1.598358e+01,1.047695e+01,1.352451e+01,1.504258e+01,1.677915e+01
2323,AGIS_Os01g023230,-2.768744e+00, 0.4968028538,8.481113e+00,2.172520e-02,1.095898e-01,Not_significant,2.146713e+00,1.411405e+00,1.007216e+00,4.171538e+00,0.000000e+00,2.285832e-01,2.286106e-01,1.390537e+00
2326,AGIS_Os01g023260,-4.116008e-01, 5.0635410567,1.824652e+00,2.173971e-01,4.335408e-01,Not_significant,6.407472e+01,4.367726e+01,2.284367e+01,2.656611e+01,2.663106e+01,2.297261e+01,2.629022e+01,3.379006e+01
2338,AGIS_Os01g023380, 2.441294e-01, 7.0486831416,2.622795e+00,1.476543e-01,3.457797e-01,Not_significant,1.277294e+02,1.217623e+02,1.200602e+02,1.133780e+02,1.467805e+02,1.182156e+02,1.656969e+02,1.448476e+02
2339,AGIS_Os01g023390, 6.473270e-01, 0.0992014345,1.055121e+00,3.371930e-01,5.574992e-01,Not_significant,1.400030e+00,3.433147e-01,5.237525e-01,7.903968e-01,2.012813e+00,4.571664e-01,7.772759e-01,1.668645e+00
2343,AGIS_Os01g023430, 6.932215e+00, 1.6678768058,5.325595e+01,1.373598e-04,4.275911e-03,UP,0.000000e+00,2.288765e-01,0.000000e+00,0.000000e+00,3.922404e+00,6.705107e+00,6.126763e+00,7.787009e+00
2344,AGIS_Os01g023440, 1.472419e-01, 1.2654161022,1.026229e-01,7.576913e-01,8.684319e-01,Not_significant,1.400030e+00,2.212473e+00,2.215876e+00,2.546834e+00,1.651539e+00,2.628707e+00,1.280219e+00,4.588773e+00
2347,AGIS_Os01g023470,-1.221424e+00,-1.2312871176,8.270307e-01,3.923586e-01,6.055878e-01,Not_significant,1.866707e-01,6.866294e-01,5.640412e-01,2.634656e-01,4.644953e-01,7.619440e-02,4.572211e-01,0.000000e+00
2349,AGIS_Os01g023490, 7.649442e-01, 0.6879813560,7.739688e-01,4.072032e-01,6.182503e-01,Not_significant,9.333535e-02,1.907304e+00,1.772701e+00,1.317328e+00,2.116034e+00,1.485791e+00,2.011773e+00,1.483240e+00
2356,AGIS_Os01g023560, 6.184904e-02, 4.9075727987,1.265995e-01,7.320641e-01,8.526688e-01,Not_significant,3.546743e+01,2.906731e+01,2.461637e+01,2.810300e+01,3.390815e+01,2.514415e+01,3.314853e+01,2.998925e+01
2357,AGIS_Os01g023570, 1.137299e-01, 5.6552055486,5.955858e-01,4.645383e-01,6.644581e-01,Not_significant,4.242092e+01,5.267974e+01,5.048169e+01,4.746772e+01,4.624308e+01,4.868822e+01,6.126763e+01,5.321123e+01
2358,AGIS_Os01g023580, 2.477795e-01, 5.0973376846,1.454199e+00,2.657282e-01,4.845512e-01,Not_significant,2.314717e+01,3.433147e+01,3.315756e+01,3.451399e+01,4.190779e+01,3.630663e+01,3.982396e+01,2.998925e+01
2359,AGIS_Os01g023590, 4.396386e-02, 6.3826117192,9.555127e-02,7.658810e-01,8.722120e-01,Not_significant,7.938172e+01,7.884795e+01,7.743480e+01,9.282771e+01,9.057657e+01,7.710873e+01,8.646052e+01,8.417386e+01
2360,AGIS_Os01g023600, 6.554322e-02,-0.3991517412,4.325442e-03,9.493376e-01,9.743296e-01,Not_significant,1.026689e+00,4.958990e-01,2.014433e-01,8.782186e-01,3.096635e-01,4.190692e-01,1.280219e+00,7.879711e-01
2361,AGIS_Os01g023610,-3.021192e-01, 2.6651654108,1.020038e+00,3.448682e-01,5.644614e-01,Not_significant,5.133444e+00,8.239553e+00,6.647628e+00,7.684413e+00,6.141659e+00,5.333608e+00,6.309652e+00,4.542422e+00
2368,AGIS_Os01g023680,-6.002031e-01, 8.3091565868,1.210859e+01,9.701988e-03,6.613670e-02,Not_significant,3.814616e+02,3.460994e+02,4.164236e+02,3.697739e+02,3.429007e+02,2.073631e+02,2.771217e+02,1.956022e+02
2369,AGIS_Os01g023690,-1.193721e+00, 0.4439022032,2.481351e+00,1.577296e-01,3.593177e-01,Not_significant,2.893396e+00,9.155059e-01,1.571258e+00,1.756437e+00,2.580529e-01,7.238468e-01,1.188775e+00,8.806736e-01
2374,AGIS_Os01g023740, 2.785608e-01, 5.2441087319,3.343479e+00,1.084857e-01,2.912589e-01,Not_significant,2.865395e+01,3.387372e+01,3.630008e+01,3.824642e+01,4.113364e+01,4.026874e+01,4.064696e+01,4.338476e+01
2379,AGIS_Os01g023790,-2.613129e-02, 5.0747344043,1.912954e-02,8.937589e-01,9.466799e-01,Not_significant,4.452096e+01,2.399388e+01,2.989418e+01,3.881726e+01,3.039863e+01,2.960152e+01,3.310281e+01,3.861059e+01
2394,AGIS_Os01g023940, 9.765901e-01, 0.1679481050,2.113009e+00,1.876949e-01,3.965785e-01,Not_significant,8.400181e-01,4.958990e-01,8.057731e-01,5.708421e-01,2.219255e+00,1.561985e+00,7.315538e-01,1.112430e+00
2396,AGIS_Os01g023960, 3.229309e-01, 3.1597167716,1.934716e+00,2.052114e-01,4.194599e-01,Not_significant,9.286867e+00,7.705508e+00,7.856288e+00,6.718372e+00,9.651179e+00,9.524300e+00,1.010459e+01,9.965517e+00
2429,AGIS_Os01g024290,-1.957098e+00,-1.1453007663,9.472329e-01,3.617682e-01,5.793812e-01,Not_significant,0.000000e+00,4.196069e-01,5.640412e-01,9.660405e-01,5.161058e-02,8.381384e-01,0.000000e+00,0.000000e+00
2435,AGIS_Os01g024350,-1.828613e+00, 1.4464748905,1.906915e+01,2.981933e-03,3.102044e-02,DOWN,4.386761e+00,5.836350e+00,3.706556e+00,2.502923e+00,1.754760e+00,1.028624e+00,1.097331e+00,7.416199e-01
2442,AGIS_Os01g024420, 8.967337e-01, 7.0999648628,1.015766e+01,1.463503e-02,8.634424e-02,Not_significant,4.130089e+01,1.141331e+02,1.346044e+02,1.114020e+02,1.542640e+02,2.228305e+02,1.469052e+02,1.713142e+02
2443,AGIS_Os01g024430,-1.243774e+00, 0.7381009971,2.994817e+00,1.256661e-01,3.153864e-01,Not_significant,1.680036e+00,2.174327e+00,2.256165e+00,2.371190e+00,1.445096e+00,1.447694e+00,1.051609e+00,1.854050e-01
2447,AGIS_Os01g024470,-6.549702e-01, 3.1388376881,3.221094e+00,1.142991e-01,2.998050e-01,Not_significant,1.134025e+01,8.163261e+00,1.240891e+01,9.879959e+00,3.664351e+00,9.333814e+00,5.623820e+00,9.316600e+00
2454,AGIS_Os01g024540, 4.441767e-01, 5.7831575007,1.013997e+00,3.463639e-01,5.659875e-01,Not_significant,5.777458e+01,3.444591e+01,3.537344e+01,3.943202e+01,3.163729e+01,1.441217e+02,3.461164e+01,6.238877e+01
2459,AGIS_Os01g024590,-2.697315e-01, 2.9833793316,6.296244e-01,4.526742e-01,6.545468e-01,Not_significant,1.568034e+01,6.370395e+00,4.351175e+00,9.440850e+00,6.760986e+00,5.638386e+00,6.629707e+00,7.740658e+00
2472,AGIS_Os01g024720, 1.229719e+00, 2.1579263838,1.397735e+01,6.755987e-03,5.285570e-02,Not_significant,2.520054e+00,2.670226e+00,2.336742e+00,2.810300e+00,7.896419e+00,4.419275e+00,6.492540e+00,5.932959e+00
2473,AGIS_Os01g024730, 5.866855e-01, 4.3316750247,5.466935e+00,5.075389e-02,1.854697e-01,Not_significant,6.066798e+00,2.052259e+01,2.449550e+01,1.479798e+01,1.223171e+01,3.687809e+01,2.071212e+01,2.461251e+01
2489,AGIS_Os01g024890,-9.903800e-01, 2.3415304233,3.154395e+00,1.175020e-01,3.045635e-01,Not_significant,7.373493e+00,4.310507e+00,5.076371e+00,8.255255e+00,1.135433e+00,7.238468e+00,2.423272e+00,3.986207e+00
2492,AGIS_Os01g024920,-7.333777e-01, 2.4973771194,4.395357e+00,7.288445e-02,2.312511e-01,Not_significant,4.106755e+00,6.370395e+00,7.614556e+00,9.265206e+00,2.580529e+00,7.238468e+00,3.246270e+00,3.986207e+00
2496,AGIS_Os01g024960, 6.333927e-01, 1.5877962029,1.483229e+00,2.614140e-01,4.798315e-01,Not_significant,8.866858e-01,1.754720e+00,4.713773e+00,2.678567e+00,3.354688e+00,3.733526e+00,2.880493e+00,3.337290e+00
2497,AGIS_Os01g024970, 6.582290e-01, 5.4959631581,9.732302e-01,3.556458e-01,5.742759e-01,Not_significant,4.013420e+00,5.397670e+01,6.768494e+01,3.504092e+01,4.232068e+01,8.804263e+01,2.981082e+01,3.935221e+01
2502,AGIS_Os01g025020, 2.101447e-01, 1.6807293822,1.983497e-01,6.690506e-01,8.113237e-01,Not_significant,1.680036e+00,3.738316e+00,2.618763e+00,3.556785e+00,4.541731e+00,2.400124e+00,3.840658e+00,2.595670e+00
2507,AGIS_Os01g025070, 1.391702e+00, 2.8743628569,1.411673e+01,6.657714e-03,5.239350e-02,Not_significant,3.733414e+00,3.013540e+00,6.405896e+00,3.029854e+00,1.171560e+01,1.447694e+01,7.909926e+00,7.694306e+00
2512,AGIS_Os01g025120, 1.155137e+00, 4.4846423868,2.171052e+01,2.110104e-03,2.506106e-02,UP,8.960194e+00,1.430478e+01,1.833134e+01,1.440279e+01,3.576613e+01,2.918246e+01,3.214265e+01,2.535413e+01
2513,AGIS_Os01g025130, 2.764868e-01, 3.9189830893,1.046153e+00,3.393034e-01,5.590789e-01,Not_significant,7.513496e+00,1.472439e+01,1.909682e+01,1.422714e+01,1.527673e+01,2.049629e+01,1.495113e+01,1.399808e+01
2514,AGIS_Os01g025140, 4.586771e-01, 2.8262727317,1.206758e+00,3.071090e-01,5.279189e-01,Not_significant,1.680036e+00,8.697306e+00,7.171381e+00,7.245304e+00,6.451323e+00,1.234349e+01,5.486654e+00,6.906335e+00
2516,AGIS_Os01g025160, 1.788324e-01, 3.6045405445,6.386874e-01,4.494308e-01,6.521220e-01,Not_significant,1.325362e+01,1.064276e+01,9.105236e+00,1.247070e+01,1.125111e+01,1.447694e+01,1.207064e+01,1.334916e+01
2518,AGIS_Os01g025180, 4.345983e-01, 0.9813813447,6.758344e-01,4.370939e-01,6.418811e-01,Not_significant,1.306695e+00,1.678427e+00,1.853278e+00,1.273417e+00,2.890193e+00,3.504942e+00,1.280219e+00,1.297835e+00
2526,AGIS_Os01g025260, 5.445433e-01,-0.5479840991,1.348250e-01,7.239643e-01,8.475352e-01,Not_significant,0.000000e+00,7.247755e-01,4.028866e-01,1.097773e+00,5.161058e-01,9.905272e-01,9.601644e-01,4.635124e-02
2527,AGIS_Os01g025270, 7.351234e-01, 1.8875553723,1.043873e+00,3.397967e-01,5.596646e-01,Not_significant,3.266737e-01,4.310507e+00,4.955505e+00,2.415101e+00,3.303077e+00,8.152801e+00,1.920329e+00,3.429992e+00
2533,AGIS_Os01g025330, 1.293405e+00,-0.7025621926,6.121340e-01,4.587709e-01,6.592699e-01,Not_significant,0.000000e+00,2.288765e-01,5.640412e-01,3.512874e-01,1.083822e+00,9.524300e-01,1.051609e+00,0.000000e+00
2534,AGIS_Os01g025340,-1.089154e+00,-0.2325261960,9.600142e-01,3.587379e-01,5.771246e-01,Not_significant,4.200091e-01,1.029944e+00,1.248948e+00,7.025749e-01,2.064423e-01,1.676277e+00,7.315538e-01,0.000000e+00
2539,AGIS_Os01g025390, 4.453439e-01, 2.9072982385,2.615986e+00,1.481334e-01,3.463423e-01,Not_significant,5.273447e+00,8.430284e+00,5.962721e+00,5.576688e+00,9.754400e+00,7.962315e+00,9.327311e+00,7.045389e+00
2542,AGIS_Os01g025420, 8.714409e+00, 0.2890309747,4.448126e+01,2.036534e-03,2.448327e-02,UP,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.445096e+00,3.085873e+00,1.600274e+00,2.966480e+00
2544,AGIS_Os01g025440, 5.756807e-01, 0.9973366776,5.161040e-01,4.950017e-01,6.888236e-01,Not_significant,1.120024e+00,1.602135e+00,1.530969e+00,4.830202e-01,4.128847e-01,7.086079e+00,1.005887e+00,1.900401e+00
2545,AGIS_Os01g025450, 1.465576e-01, 3.3964711410,1.739961e-01,6.886586e-01,8.243358e-01,Not_significant,3.546743e+00,1.285523e+01,1.099880e+01,1.251462e+01,7.483535e+00,1.996293e+01,8.778646e+00,7.323496e+00
2546,AGIS_Os01g025460, 5.307992e-01, 2.9512592517,2.823916e+00,1.352739e-01,3.299695e-01,Not_significant,4.340094e+00,9.803542e+00,7.413113e+00,4.259360e+00,7.741588e+00,7.733732e+00,1.060753e+01,9.270249e+00
2550,AGIS_Os01g025500,-5.554090e+00,-0.6354835575,1.989403e+01,2.667048e-03,2.892069e-02,DOWN,1.820039e+00,6.484833e-01,1.168371e+00,7.025749e-01,1.032212e-01,0.000000e+00,0.000000e+00,0.000000e+00
2555,AGIS_Os01g025550, 1.102333e-02, 3.3693263540,2.446826e-03,9.618762e-01,9.810082e-01,Not_significant,1.068690e+01,1.125309e+01,1.003188e+01,8.782186e+00,1.202527e+01,1.059102e+01,8.412869e+00,1.019727e+01
2568,AGIS_Os01g025680, 8.973503e-01, 0.7912391227,8.511220e-01,3.859054e-01,6.003054e-01,Not_significant,0.000000e+00,4.501237e+00,1.248948e+00,8.343077e-01,6.193270e-01,1.752471e+00,1.874607e+00,2.224860e+00
2582,AGIS_Os01g025820, 1.061963e+00, 4.8336453182,2.175842e+01,2.097069e-03,2.495451e-02,UP,1.260027e+01,2.033186e+01,2.171559e+01,1.949645e+01,4.490121e+01,3.573517e+01,4.028118e+01,3.239952e+01
2594,AGIS_Os01g025940,-1.773994e-01, 4.4151665661,1.064778e+00,3.351330e-01,5.555241e-01,Not_significant,1.876041e+01,2.395574e+01,2.296453e+01,2.463403e+01,1.899269e+01,2.137253e+01,1.801451e+01,2.127522e+01
2608,AGIS_Os01g026080,-6.547069e-01, 6.1572705062,1.056233e+01,1.338822e-02,8.157487e-02,Not_significant,4.890772e+01,1.024985e+02,1.049519e+02,9.748227e+01,4.882361e+01,5.935544e+01,4.928844e+01,5.891243e+01
2609,AGIS_Os01g026090,-1.091483e+00, 1.3634031792,5.541835e+00,4.945574e-02,1.822479e-01,Not_significant,3.733414e+00,3.089832e+00,2.578474e+00,3.688518e+00,1.238654e+00,2.476318e+00,6.858317e-01,2.363913e+00
2619,AGIS_Os01g026190, 3.484267e-01, 4.8561132775,2.825608e+00,1.351740e-01,3.298337e-01,Not_significant,1.876041e+01,2.540529e+01,2.908841e+01,2.867384e+01,3.752089e+01,2.697282e+01,3.095387e+01,3.365100e+01
2628,AGIS_Os01g026280, 3.610573e-01, 5.0012991645,5.794408e+00,4.559241e-02,1.734772e-01,Not_significant,2.660057e+01,2.632079e+01,2.832293e+01,3.051810e+01,3.679835e+01,3.192545e+01,3.497742e+01,4.009383e+01
2630,AGIS_Os01g026300, 7.785434e-02, 3.9242552848,1.384125e-01,7.204414e-01,8.453005e-01,Not_significant,1.652036e+01,1.377073e+01,1.236862e+01,1.624704e+01,1.486385e+01,1.630560e+01,1.655141e+01,1.413713e+01
2631,AGIS_Os01g026310, 6.999139e-01, 4.1376111520,1.009838e+01,1.479139e-02,8.697420e-02,Not_significant,1.036022e+01,1.228304e+01,1.676008e+01,1.431496e+01,2.048940e+01,2.533464e+01,1.892896e+01,2.164603e+01
2636,AGIS_Os01g026360, 2.117428e-01, 4.2638391657,1.178252e+00,3.122886e-01,5.330174e-01,Not_significant,1.815373e+01,1.678427e+01,1.849249e+01,1.673006e+01,1.971524e+01,1.535317e+01,2.725038e+01,2.053360e+01
2643,AGIS_Os01g026430, 1.496555e+01, 6.4556305848,1.419578e+03,1.416793e-06,2.089798e-04,UP,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.152161e+02,1.590939e+02,1.462650e+02,1.810016e+02
2644,AGIS_Os01g026440, 2.893480e-01, 5.5566507128,3.242169e+00,1.131033e-01,2.980611e-01,Not_significant,3.747414e+01,4.474535e+01,4.669455e+01,4.031023e+01,5.346856e+01,4.823106e+01,4.796250e+01,5.696568e+01
2647,AGIS_Os01g026470,-2.364480e-01, 4.7064647910,1.284995e+00,2.930584e-01,5.141673e-01,Not_significant,4.050754e+01,3.276748e+01,1.909682e+01,2.221893e+01,2.446342e+01,2.582990e+01,2.368406e+01,1.960658e+01
2648,AGIS_Os01g026480, 3.329520e-01, 3.5915225400,1.336026e+00,2.843991e-01,5.046327e-01,Not_significant,7.840169e+00,1.094792e+01,1.482623e+01,8.474810e+00,1.130272e+01,2.102965e+01,1.015031e+01,1.112430e+01
2654,AGIS_Os01g026540, 7.640845e+00, 4.4043000460,1.776881e+02,2.312305e-06,2.839626e-04,UP,6.533474e-01,0.000000e+00,2.417319e-01,8.782186e-02,5.424272e+01,3.028727e+01,4.375606e+01,3.958396e+01
2656,AGIS_Os01g026560, 2.083889e-01, 5.5566420612,1.416339e+00,2.714759e-01,4.911403e-01,Not_significant,3.322738e+01,3.948119e+01,5.773364e+01,4.487697e+01,4.242390e+01,6.004119e+01,5.372348e+01,4.431179e+01
2658,AGIS_Os01g026580, 9.887603e-01, 2.9516790453,6.170155e+00,4.082492e-02,1.624333e-01,Not_significant,1.087357e+01,3.051686e+00,3.424536e+00,4.874113e+00,8.206083e+00,7.352760e+00,1.138481e+01,1.209767e+01
2663,AGIS_Os01g026630,-2.442095e-01, 5.9929248808,2.291388e+00,1.722931e-01,3.778867e-01,Not_significant,8.554185e+01,6.152963e+01,5.672643e+01,7.153091e+01,6.724859e+01,4.160214e+01,5.980453e+01,6.484539e+01
2667,AGIS_Os01g026670,-2.276110e-01, 5.8135400659,2.133167e+00,1.858616e-01,3.942671e-01,Not_significant,6.183467e+01,5.992749e+01,5.874086e+01,6.081664e+01,5.672003e+01,4.708814e+01,6.062752e+01,4.347747e+01
2676,AGIS_Os01g026760,-4.376387e-01, 6.9981347211,7.830423e+00,2.555149e-02,1.215514e-01,Not_significant,1.858307e+02,1.276368e+02,1.358936e+02,1.409980e+02,1.056469e+02,1.026339e+02,1.059839e+02,1.173613e+02
2677,AGIS_Os01g026770,-3.793854e-01, 7.0295722455,5.068715e+00,5.775843e-02,2.010792e-01,Not_significant,1.905441e+02,1.221819e+02,1.343627e+02,1.463990e+02,1.051824e+02,1.025577e+02,1.183288e+02,1.249630e+02
2680,AGIS_Os01g026800,-6.288357e-01, 2.8203201620,4.651482e+00,6.647802e-02,2.183427e-01,Not_significant,1.423364e+01,6.141519e+00,5.398680e+00,8.474810e+00,6.606155e+00,5.981260e+00,2.880493e+00,6.118364e+00
2681,AGIS_Os01g026810, 1.986255e-01, 3.5574852442,6.664356e-01,4.402378e-01,6.443023e-01,Not_significant,6.486807e+00,1.529658e+01,1.063621e+01,1.198768e+01,1.114789e+01,1.398167e+01,1.266503e+01,1.126335e+01
2683,AGIS_Os01g026830, 3.012357e-01, 1.0201601480,2.839661e-01,6.100196e-01,7.715252e-01,Not_significant,2.706725e+00,1.335113e+00,1.571258e+00,1.361239e+00,1.135433e+00,1.866763e+00,2.834771e+00,2.734723e+00
2685,AGIS_Os01g026850, 3.715357e-01, 3.2054745739,2.259403e+00,1.748174e-01,3.810179e-01,Not_significant,7.606831e+00,6.790002e+00,1.019303e+01,7.333125e+00,1.264459e+01,1.005766e+01,9.875977e+00,8.621331e+00
2686,AGIS_Os01g026860, 5.397701e-01, 2.8806262486,3.330630e+00,1.092060e-01,2.921273e-01,Not_significant,2.566722e+00,7.514778e+00,7.453401e+00,6.894016e+00,6.193270e+00,1.127677e+01,9.144423e+00,7.138091e+00
2692,AGIS_Os01g026920,-2.121220e-01, 3.1908935898,8.530854e-01,3.852244e-01,5.995119e-01,Not_significant,8.960194e+00,1.163455e+01,8.299463e+00,9.704316e+00,6.296491e+00,1.112438e+01,7.727037e+00,8.574980e+00
2694,AGIS_Os01g026940, 1.524814e-01, 5.4995470508,6.051563e-01,4.612432e-01,6.616011e-01,Not_significant,5.530119e+01,4.329580e+01,3.585690e+01,3.723647e+01,4.521087e+01,4.164024e+01,5.774703e+01,4.496071e+01
