GeneID	pho2LPmock_1	pho2LPmock_2	pho2LPmock_3	pho2LPmock_4	pho2LPmyc_1	pho2LPmyc_2	pho2LPmyc_3	pho2LPmyc_4
AGIS_Os06g039300	851	2410	2115	1909	3086	3145	4007	4092
AGIS_Os06g039310	6	6	16	23	0	0	0	14
AGIS_Os06g039320	0	0	0	0	0	1	0	0
AGIS_Os06g039330	206	215	176	120	277	458	482	418
AGIS_Os06g039340	227	285	342	363	291	216	183	195
AGIS_Os06g039350	6	57	88	40	28	54	38	55
AGIS_Os06g039360	0	29	39	27	36	67	6	47
AGIS_Os06g039370	176	170	172	247	165	150	114	130
AGIS_Os06g039380	56	6	8	58	1	0	0	8
AGIS_Os06g039390	18	0	0	0	0	0	8	0
AGIS_Os06g039400	0	0	0	0	0	0	0	0
AGIS_Os06g039410	0	7	15	27	42	118	145	51
AGIS_Os06g039420	182	205	144	242	419	483	424	354
AGIS_Os06g039430	0	0	0	0	0	0	0	0
AGIS_Os06g039440	0	0	0	0	0	0	0	0
AGIS_Os06g039450	1678	1893	1341	1558	2001	2222	2210	2088
AGIS_Os06g039460	323	763	835	760	817	1213	968	745
AGIS_Os06g039470	1583	1138	943	1070	1019	1366	1115	1016
AGIS_Os06g039480	0	0	0	0	0	0	6	0
AGIS_Os06g039490	6585	4770	4009	3945	3811	4127	3919	4103
AGIS_Os06g039500	1643	1927	1207	1406	689	807	720	573
AGIS_Os06g039510	157	314	416	284	206	416	352	262
AGIS_Os06g039520	2177	1093	1379	1417	458	735	620	492
AGIS_Os06g039530	935	1903	2724	1932	1891	2907	2718	2516
AGIS_Os06g039540	1768	1700	1970	1935	1485	1677	1570	1578
AGIS_Os06g039550	2635	2894	2426	2580	2031	3162	2660	2364
AGIS_Os06g039560	41482	29779	31929	32439	18084	23121	18676	19411
AGIS_Os06g039570	284	1163	1604	979	840	1218	976	1181
AGIS_Os06g039580	486	745	827	731	698	864	719	694
AGIS_Os06g039590	238	625	606	524	542	875	623	606
AGIS_Os06g039600	767	574	503	507	529	595	498	503
AGIS_Os06g039610	566	1166	1197	948	869	1200	1024	871
AGIS_Os06g039620	0	0	0	0	0	0	0	0
AGIS_Os06g039630	0	0	0	0	0	0	0	0
AGIS_Os06g039640	0	0	0	0	0	0	0	0
AGIS_Os06g039650	0	0	0	0	0	0	0	0
AGIS_Os06g039660	672	2056	1920	1830	1639	2564	1947	2026
AGIS_Os06g039670	12	45	22	22	16	4	0	4
AGIS_Os06g039680	505	435	426	388	724	617	486	447
AGIS_Os06g039690	101	1069	1729	959	954	1679	859	990
AGIS_Os06g039700	104	145	126	94	65	92	93	107
AGIS_Os06g039710	452	394	184	286	120	500	178	199
AGIS_Os06g039720	0	0	0	0	0	1	0	2
AGIS_Os06g039730	0	0	0	0	0	0	0	0
AGIS_Os06g039740	1512	2540	2515	2445	3316	3602	3693	3127
AGIS_Os06g039750	5143	5037	4556	5255	4814	5466	5386	4526
AGIS_Os06g039760	2284	2013	1995	1467	1264	1430	1122	900
AGIS_Os06g039770	360	369	366	420	153	390	242	312
AGIS_Os06g039780	6	3	20	24	0	0	24	6
AGIS_Os06g039790	0	0	0	0	0	0	1	0
AGIS_Os06g039800	0	2	2	1	0	0	22	3
AGIS_Os06g039810	149	120	173	182	52	136	40	75
AGIS_Os06g039820	0	1	8	0	6	0	0	0
AGIS_Os06g039830	0	0	0	0	0	3	0	0
AGIS_Os06g039840	1551	1408	1271	1974	1137	2010	1813	1868
AGIS_Os06g039850	12	73	56	51	17	141	19	53
AGIS_Os06g039860	27	46	48	43	56	101	95	73
AGIS_Os06g039870	52	54	76	41	53	119	50	60
AGIS_Os06g039880	0	12	5	3	4	0	20	8
AGIS_Os06g039890	11	11	36	4	31	35	48	8
AGIS_Os06g039900	501	520	562	508	292	608	460	343
AGIS_Os06g039910	0	0	0	0	0	0	0	0
AGIS_Os06g039920	269	219	351	233	873	1608	1117	1129
AGIS_Os06g039930	0	0	4	0	10	19	8	0
AGIS_Os06g039940	289	756	699	549	479	895	545	450
AGIS_Os06g039950	33	393	291	138	149	746	215	131
AGIS_Os06g039960	354	484	379	611	569	701	612	579
AGIS_Os06g039970	145	189	214	129	68	137	136	120
AGIS_Os06g039980	1530	1551	1980	1673	1393	1333	1273	1275
AGIS_Os06g039990	10	7	14	16	0	0	0	2
AGIS_Os06g040000	954	1002	760	789	659	1001	920	787
AGIS_Os06g040010	0	0	0	0	0	0	0	0
AGIS_Os06g040020	22	34	37	11	116	221	94	176
AGIS_Os06g040030	0	0	0	0	0	0	0	0
AGIS_Os06g040040	0	0	0	0	0	0	0	0
AGIS_Os06g040050	1875	2188	2229	1544	3583	3904	3419	3532
AGIS_Os06g040060	283	302	222	185	272	266	378	342
AGIS_Os06g040070	18	3	76	16	53	235	107	82
AGIS_Os06g040080	758	629	575	391	933	1362	1257	989
AGIS_Os06g040090	1920	1118	1087	1229	501	904	700	675
AGIS_Os06g040100	16	12	3	7	8	43	2	19
AGIS_Os06g040110	226	263	160	198	175	245	219	182
AGIS_Os06g040120	798	1091	1053	923	955	1461	1034	1280
AGIS_Os06g040130	2936	1908	1893	1334	973	883	866	768
AGIS_Os06g040140	168	524	918	604	616	735	584	496
AGIS_Os06g040150	0	2	0	4	0	0	0	0
AGIS_Os06g040160	328	242	178	178	45	155	168	175
AGIS_Os06g040170	0	0	0	0	0	0	0	0
AGIS_Os06g040180	2391	2577	2318	2180	1612	1576	1714	1342
AGIS_Os06g040190	0	8	8	1	0	19	0	0
AGIS_Os06g040200	231	108	79	108	14	38	29	63
AGIS_Os06g040210	0	0	0	0	0	0	0	0
AGIS_Os06g040220	0	0	0	0	0	1	0	0
AGIS_Os06g040230	787	510	435	469	433	731	536	496
AGIS_Os06g040240	26	9	12	30	6	2	22	16
AGIS_Os06g040250	0	0	0	0	0	0	0	0
AGIS_Os06g040260	0	0	0	0	0	0	0	0
AGIS_Os06g040270	0	0	0	0	0	0	0	0
AGIS_Os06g040280	0	1	0	16	75	42	22	6
AGIS_Os06g040290	841	865	764	780	782	661	728	637
AGIS_Os06g040300	733	667	598	688	623	703	617	555
AGIS_Os06g040310	330	1032	1222	834	935	1413	982	929
AGIS_Os06g040320	0	0	0	0	0	0	0	0
AGIS_Os06g040330	0	0	0	0	0	0	0	0
AGIS_Os06g040340	230	931	959	845	460	606	480	444
AGIS_Os06g040350	717	591	575	550	279	270	237	205
AGIS_Os06g040360	0	0	2	0	897	1137	986	887
AGIS_Os06g040370	0	0	0	0	0	0	0	0
AGIS_Os06g040380	321	347	262	242	177	140	78	123
AGIS_Os06g040390	12	7	21	7	0	0	0	16
AGIS_Os06g040400	0	0	0	0	0	0	0	0
AGIS_Os06g040410	0	0	0	0	0	0	0	0
AGIS_Os06g040420	0	0	0	0	0	0	0	0
AGIS_Os06g040430	960	817	739	818	477	801	443	476
AGIS_Os06g040440	0	0	0	0	0	0	0	0
AGIS_Os06g040450	0	0	0	0	0	0	10	0
AGIS_Os06g040460	4	0	0	1	0	8	0	10
AGIS_Os06g040470	4	0	0	0	0	0	0	0
AGIS_Os06g040480	0	0	0	0	0	0	0	0
AGIS_Os06g040490	0	0	0	0	0	0	0	0
AGIS_Os06g040500	0	0	0	0	0	0	0	0
AGIS_Os06g040510	0	0	0	0	0	0	0	0
AGIS_Os06g040520	0	0	0	0	0	0	0	0
AGIS_Os06g040530	0	0	0	0	0	0	0	0
AGIS_Os06g040540	98	6	37	46	8	28	66	5
AGIS_Os06g040550	2509	3203	3330	3611	1595	2395	1711	2006
AGIS_Os06g040560	0	0	0	0	0	0	0	0
AGIS_Os06g040570	3	27	0	9	43	19	6	39
AGIS_Os06g040580	0	0	0	0	0	0	0	0
AGIS_Os06g040590	0	0	0	0	0	0	0	0
AGIS_Os06g040600	0	0	0	0	0	0	0	0
AGIS_Os06g040610	0	0	0	0	0	0	0	0
AGIS_Os06g040620	0	0	0	0	0	0	0	0
AGIS_Os06g040630	0	0	0	0	0	0	0	0
AGIS_Os06g040640	0	0	0	0	0	0	0	0
AGIS_Os06g040650	0	0	0	0	0	0	0	0
AGIS_Os06g040660	0	0	0	0	0	0	0	0
AGIS_Os06g040670	0	0	0	0	0	0	0	0
AGIS_Os06g040680	37	113	134	179	42	117	48	88
AGIS_Os06g040690	0	0	0	0	0	0	0	0
AGIS_Os06g040700	0	0	0	0	0	0	0	0
AGIS_Os06g040710	108	64	72	59	30	42	12	6
AGIS_Os06g040720	0	0	0	0	0	8	2	0
AGIS_Os06g040730	0	0	0	0	0	0	0	0
AGIS_Os06g040740	3	55	37	14	28	11	24	12
AGIS_Os06g040750	4	4	2	6	10	6	0	0
AGIS_Os06g040760	0	0	0	0	0	0	0	0
AGIS_Os06g040770	166	490	513	559	419	724	523	459
AGIS_Os06g040780	0	0	0	0	0	0	0	0
AGIS_Os06g040790	396	228	196	195	225	264	58	85
AGIS_Os06g040800	92	300	235	195	167	194	172	152
AGIS_Os06g040810	1238	2427	2821	2416	1424	2316	1770	1707
AGIS_Os06g040820	4	0	12	0	0	0	0	0
AGIS_Os06g040830	963	850	672	842	800	1253	834	818
AGIS_Os06g040840	38	10	8	2	0	0	0	0
AGIS_Os06g040850	82	70	93	60	24	72	35	70
AGIS_Os06g040860	0	0	0	0	0	0	0	0
AGIS_Os06g040870	0	0	0	0	0	0	0	0
AGIS_Os06g040880	0	0	0	0	0	0	0	0
AGIS_Os06g040890	631	868	757	795	344	560	666	440
AGIS_Os06g040900	2	0	0	10	0	0	0	4
AGIS_Os06g040910	5	11	6	12	0	22	1	0
AGIS_Os06g040920	152	261	113	166	88	167	167	101
AGIS_Os06g040930	913	1298	1230	1027	851	1458	923	942
AGIS_Os06g040940	737	2050	2156	1577	834	1771	995	1117
AGIS_Os06g040950	0	0	0	0	0	0	0	0
AGIS_Os06g040960	66	24	49	18	8	0	10	0
AGIS_Os06g040970	42	140	98	74	41	141	101	110
AGIS_Os06g040980	475	536	442	278	403	604	522	333
AGIS_Os06g040990	565	377	343	364	454	506	427	475
AGIS_Os06g041000	149	689	794	546	361	691	334	361
AGIS_Os06g041010	279	251	323	306	280	476	288	310
AGIS_Os06g041020	27	52	48	67	26	59	39	30
AGIS_Os06g041030	809	1281	1183	1236	736	1167	1032	865
AGIS_Os06g041040	4902	5152	6014	5910	4318	5370	4902	4895
AGIS_Os06g041050	6	5	4	6	0	26	19	10
AGIS_Os06g041060	667	650	610	535	565	1054	701	1033
AGIS_Os06g041070	0	0	0	0	0	0	0	0
AGIS_Os06g041080	0	0	0	0	0	0	0	0
AGIS_Os06g041090	0	0	0	0	0	0	0	0
AGIS_Os06g041100	0	0	0	0	0	0	0	0
AGIS_Os06g041110	6	0	0	0	5	0	0	0
AGIS_Os06g041120	0	0	0	0	0	0	0	0
AGIS_Os06g041130	0	0	0	0	0	0	0	0
AGIS_Os06g041140	0	0	0	0	0	0	0	0
AGIS_Os06g041150	0	2	0	0	0	0	0	0
AGIS_Os06g041160	0	0	0	0	0	0	0	0
AGIS_Os06g041170	31	18	10	16	5252	4004	4299	3967
AGIS_Os06g041180	12	220	134	128	79	171	111	102
AGIS_Os06g041190	0	0	0	0	0	0	0	0
AGIS_Os06g041200	0	0	0	0	0	0	0	0
AGIS_Os06g041210	860	857	722	937	929	1122	971	1106
AGIS_Os06g041220	0	0	0	0	0	0	0	0
AGIS_Os06g041230	1805	1572	1719	1347	1855	1952	1930	1741
AGIS_Os06g041240	205	210	211	261	162	222	263	273
AGIS_Os06g041250	0	2	2	0	19	5	3	0
AGIS_Os06g041260	33	112	156	45	59	262	160	154
AGIS_Os06g041270	92	146	89	135	39	66	26	55
AGIS_Os06g041280	982	1136	1290	999	433	569	510	522
AGIS_Os06g041290	497	833	769	706	549	669	557	558
AGIS_Os06g041300	42	48	86	72	72	63	50	67
AGIS_Os06g041310	2799	2942	3643	3463	1439	1510	1242	1857
AGIS_Os06g041320	841	1196	878	974	1163	1452	1365	1106
AGIS_Os06g041330	74	69	101	59	54	72	26	23
AGIS_Os06g041340	0	0	0	0	0	0	0	0
AGIS_Os06g041350	1796	2307	2284	1909	1624	2255	1799	1776
AGIS_Os06g041360	2727	1832	1657	1639	1212	1090	1125	1273
AGIS_Os06g041370	2	26	25	10	28	27	10	39
AGIS_Os06g041380	0	0	0	0	0	0	0	0
AGIS_Os06g041390	0	3	0	0	0	0	0	0
AGIS_Os06g041400	239	365	362	340	166	374	158	236
AGIS_Os06g041410	0	0	0	0	0	0	0	0
AGIS_Os06g041420	3284	3116	3478	3179	2513	3073	3142	3212
AGIS_Os06g041430	298	473	350	443	325	494	434	333
AGIS_Os06g041440	0	0	0	0	0	0	0	0
AGIS_Os06g041450	0	0	0	0	0	0	0	0
AGIS_Os06g041460	23	17	3	6	5	0	19	11
AGIS_Os06g041470	0	0	0	0	0	0	0	0
AGIS_Os06g041480	0	0	0	0	0	0	0	0
AGIS_Os06g041490	934	815	760	534	187	1102	528	690
AGIS_Os06g041500	16	2	16	12	0	6	0	8
AGIS_Os06g041510	251	341	362	392	164	267	234	242
AGIS_Os06g041520	0	0	0	1	0	0	0	0
AGIS_Os06g041530	253	107	75	117	47	83	96	152
AGIS_Os06g041540	20	2	0	0	0	0	0	0
AGIS_Os06g041550	0	1	5	0	0	0	0	0
AGIS_Os06g041560	645	599	516	533	377	294	392	454
AGIS_Os06g041570	13	37	22	36	50	81	46	22
AGIS_Os06g041580	499	433	519	552	346	517	403	426
AGIS_Os06g041590	367	456	293	366	332	272	373	230
AGIS_Os06g041600	164	103	64	104	132	92	184	153
AGIS_Os06g041610	191	211	302	176	303	186	235	252
AGIS_Os06g041620	0	0	0	0	0	0	0	0
AGIS_Os06g041630	2766	2318	2008	2283	1925	1797	1862	1583
AGIS_Os06g041640	0	0	0	0	0	0	0	0
AGIS_Os06g041650	0	2	16	0	6	0	12	0
AGIS_Os06g041660	0	0	0	0	0	0	0	0
AGIS_Os06g041670	0	0	0	0	0	0	0	0
AGIS_Os06g041680	0	0	1	0	0	0	0	0
AGIS_Os06g041690	24	44	11	0	30	26	24	12
AGIS_Os06g041700	85	116	73	89	41	82	68	70
AGIS_Os06g041710	0	0	12	0	0	0	0	6
AGIS_Os06g041720	63	460	565	363	335	656	315	430
AGIS_Os06g041730	0	0	0	0	0	0	0	0
AGIS_Os06g041740	1248	1263	1515	1167	695	836	922	725
AGIS_Os06g041750	1293	1981	1753	1843	1358	1553	1415	1578
AGIS_Os06g041760	544	549	595	574	564	704	597	501
AGIS_Os06g041770	455	607	484	487	308	515	348	415
AGIS_Os06g041780	89	315	384	287	139	475	219	317
AGIS_Os06g041790	12	71	73	72	32	67	52	14
AGIS_Os06g041800	0	0	0	0	0	0	0	0
AGIS_Os06g041810	275	135	181	70	93	36	64	82
AGIS_Os06g041820	14	118	127	44	36	119	58	49
AGIS_Os06g041830	279	634	611	560	419	840	388	434
AGIS_Os06g041840	0	0	0	0	0	0	0	0
AGIS_Os06g041850	0	0	0	0	4	4	0	4
AGIS_Os06g041860	496	524	536	420	235	295	209	263
AGIS_Os06g041870	612	340	305	434	205	132	243	201
AGIS_Os06g041880	0	8	0	0	0	20	18	0
AGIS_Os06g041890	0	26	6	0	4	93	60	37
AGIS_Os06g041900	88	233	293	207	155	317	205	196
AGIS_Os06g041910	6158	4663	3904	4934	2848	3135	3500	3825
AGIS_Os06g041920	8579	6149	5511	6646	4333	4747	4803	4883
AGIS_Os06g041930	6	10	0	2	0	0	0	0
AGIS_Os06g041940	0	0	0	0	0	0	0	0
AGIS_Os06g041950	385	236	280	305	128	439	283	333
AGIS_Os06g041960	0	0	0	0	0	0	0	0
AGIS_Os06g041970	0	0	0	0	0	0	0	0
AGIS_Os06g041980	258	242	222	239	197	275	338	247
AGIS_Os06g041990	209	250	191	156	212	272	325	205
AGIS_Os06g042000	0	0	0	0	0	0	0	0
AGIS_Os06g042010	0	0	0	0	0	0	0	0
AGIS_Os06g042020	28	40	16	15	1	7	10	35
AGIS_Os06g042030	0	0	0	0	0	0	0	0
AGIS_Os06g042040	0	0	0	0	0	0	0	0
AGIS_Os06g042050	45	290	256	259	178	450	126	182
AGIS_Os06g042060	918	1686	1335	770	1013	2210	1416	1312
AGIS_Os06g042070	48	194	98	64	130	639	304	325
AGIS_Os06g042080	126	260	126	91	198	264	144	136
AGIS_Os06g042090	0	11	16	5	22	32	6	7
AGIS_Os06g042100	0	0	1	0	3	7	0	0
AGIS_Os06g042110	0	0	0	0	0	0	2	2
AGIS_Os06g042120	4	0	6	0	12	10	2	0
AGIS_Os06g042130	0	0	0	0	0	0	0	0
AGIS_Os06g042140	131	457	475	404	263	612	343	370
AGIS_Os06g042150	439	461	409	468	196	209	253	304
AGIS_Os06g042160	0	0	0	0	0	0	0	0
AGIS_Os06g042170	904	1158	1081	885	801	1035	1127	868
AGIS_Os06g042180	676	517	435	441	638	600	809	801
AGIS_Os06g042190	854	1903	1671	1624	854	1429	691	823
AGIS_Os06g042200	661	713	787	562	720	1079	664	633
AGIS_Os06g042210	449	1085	402	633	1273	2287	2092	2388
AGIS_Os06g042220	98	24	62	59	14	73	20	104
AGIS_Os06g042230	0	0	0	0	0	0	0	0
AGIS_Os06g042240	199	707	772	464	435	606	460	502
AGIS_Os06g042250	162	418	446	378	363	641	427	380
AGIS_Os06g042260	253	767	653	658	554	727	582	613
AGIS_Os06g042270	110	86	71	71	66	139	114	68
AGIS_Os06g042280	392	627	577	505	624	707	523	529
AGIS_Os06g042290	805	1583	1503	1775	872	1415	1210	1248
AGIS_Os06g042300	0	0	0	0	0	0	0	0
AGIS_Os06g042310	0	0	0	0	0	0	0	0
AGIS_Os06g042320	0	0	0	0	0	0	0	0
AGIS_Os06g042330	0	0	0	0	0	0	0	0
AGIS_Os06g042340	0	0	0	0	0	0	0	0
AGIS_Os06g042350	0	0	0	0	0	0	0	0
AGIS_Os06g042360	47	49	14	66	28	26	17	27
AGIS_Os06g042370	607	868	740	737	698	965	941	651
AGIS_Os06g042380	0	0	0	0	6	24	0	2
AGIS_Os06g042390	0	0	0	0	0	0	0	0
AGIS_Os06g042400	0	14	9	6	4	17	0	0
AGIS_Os06g042410	2	39	24	6	30	2	0	28
AGIS_Os06g042420	1219	1654	953	1277	710	649	930	588
AGIS_Os06g042430	0	0	0	0	0	0	0	0
AGIS_Os06g042440	0	0	0	0	0	0	0	0
AGIS_Os06g042450	0	0	0	0	0	0	0	0
AGIS_Os06g042460	48	190	148	79	71	190	52	104
AGIS_Os06g042470	20	15	11	35	6	1	12	12
AGIS_Os06g042480	2	11	12	6	4	4	0	0
AGIS_Os06g042490	66	233	198	193	50	175	68	64
AGIS_Os06g042500	3	18	49	12	10	16	26	50
AGIS_Os06g042510	193	283	361	244	268	402	341	322
AGIS_Os06g042520	493	794	844	868	747	1039	716	890
AGIS_Os06g042530	0	0	0	0	0	0	0	0
AGIS_Os06g042540	0	0	0	0	0	0	0	0
AGIS_Os06g042550	0	0	0	0	0	0	0	0
AGIS_Os06g042560	0	0	0	0	0	0	0	0
AGIS_Os06g042570	0	0	0	0	0	0	0	0
AGIS_Os06g042580	369	437	499	455	190	239	298	280
AGIS_Os06g042590	8	4	6	20	0	0	0	0
AGIS_Os06g042600	66	68	36	51	40	111	54	82
AGIS_Os06g042610	128	187	76	130	127	185	134	107
AGIS_Os06g042620	0	0	0	0	0	0	0	0
AGIS_Os06g042630	364	371	421	307	647	427	536	485
AGIS_Os06g042640	0	54	48	43	80	48	68	37
AGIS_Os06g042650	363	669	657	516	692	996	778	996
AGIS_Os06g042660	233	271	165	327	186	365	175	312
AGIS_Os06g042670	72024	44316	46456	44497	36947	39301	36669	38510
AGIS_Os06g042680	0	0	0	4	0	0	0	0
AGIS_Os06g042690	9958	6774	5529	6159	2101	2756	2139	3230
AGIS_Os06g042700	0	0	0	4	0	0	0	0
AGIS_Os06g042710	0	0	0	0	0	0	0	0
AGIS_Os06g042720	858	954	1122	839	796	740	858	737
AGIS_Os06g042730	0	0	0	0	0	0	0	0
AGIS_Os06g042740	0	0	0	0	0	0	0	0
AGIS_Os06g042750	0	0	0	0	0	0	0	0
AGIS_Os06g042760	0	0	0	0	0	0	0	0
AGIS_Os06g042770	0	0	0	0	0	0	0	0
AGIS_Os06g042780	335	337	477	359	283	459	269	339
AGIS_Os06g042790	72	364	331	202	218	777	233	193
AGIS_Os06g042800	371	284	230	315	311	219	287	248
AGIS_Os06g042810	121	81	106	121	56	74	46	42
AGIS_Os06g042820	89	40	28	47	20	6	24	20
AGIS_Os06g042830	87	170	165	109	68	247	124	190
AGIS_Os06g042840	443	637	776	532	74	245	176	285
AGIS_Os06g042850	992	445	501	539	104	1664	227	315
AGIS_Os06g042860	70	61	39	55	14	48	30	33
AGIS_Os06g042870	1155	632	711	537	188	253	208	278
AGIS_Os06g042880	26	20	17	14	9	8	26	15
AGIS_Os06g042890	236	227	266	289	157	223	243	179
AGIS_Os06g042900	611	304	445	504	62	204	169	210
AGIS_Os06g042910	179	446	558	384	188	308	329	314
AGIS_Os06g042920	0	0	0	0	0	0	0	0
AGIS_Os06g042930	0	0	0	0	0	0	0	0
AGIS_Os06g042940	0	0	0	0	0	0	0	0
AGIS_Os06g042950	0	0	0	0	0	0	0	0
AGIS_Os06g042960	0	0	0	0	0	0	0	0
AGIS_Os06g042970	0	0	0	0	0	0	0	0
AGIS_Os06g042980	0	0	0	0	0	0	0	0
AGIS_Os06g042990	0	0	0	0	0	0	0	0
AGIS_Os06g043000	0	0	0	0	0	0	0	0
AGIS_Os06g043010	0	0	0	0	0	0	0	0
AGIS_Os06g043020	0	0	2	3	14	0	0	7
AGIS_Os06g043030	0	0	0	0	0	17	20	13
AGIS_Os06g043040	0	8	7	8	80	39	110	74
AGIS_Os06g043050	407	700	783	535	3175	3231	3093	2251
AGIS_Os06g043060	0	0	0	6	6	4	0	8
AGIS_Os06g043070	1188	1214	1107	1135	825	1100	882	784
AGIS_Os06g043080	0	0	0	0	0	0	0	0
AGIS_Os06g043090	0	0	0	0	0	0	0	0
AGIS_Os06g043100	0	0	0	0	0	0	0	0
AGIS_Os06g043110	0	0	0	0	0	0	0	0
AGIS_Os06g043120	1608	1240	1074	958	740	684	931	759
AGIS_Os06g043130	42	180	122	106	58	127	123	148
AGIS_Os06g043140	1397	755	649	1007	497	715	720	921
AGIS_Os06g043150	3056	2351	1870	2006	1810	2538	2373	1855
AGIS_Os06g043160	42	79	129	79	100	202	91	98
AGIS_Os06g043170	0	0	0	0	0	0	0	0
AGIS_Os06g043180	0	5	4	1	6	4	4	0
AGIS_Os06g043190	0	0	0	0	0	0	0	0
AGIS_Os06g043200	190	487	531	567	335	465	376	366
AGIS_Os06g043210	273	398	395	458	420	466	317	307
AGIS_Os06g043220	184	290	404	248	252	561	181	280
AGIS_Os06g043230	149	179	60	138	32	19	45	122
AGIS_Os06g043240	1720	2793	2320	2512	2292	2714	2778	2723
AGIS_Os06g043250	313	728	707	684	561	857	637	652
AGIS_Os06g043260	10113	7321	6809	8987	5144	6439	5621	6961
AGIS_Os06g043270	3471	7256	7033	5454	7049	7159	7060	6115
AGIS_Os06g043280	0	0	0	0	0	0	0	0
AGIS_Os06g043290	0	0	0	0	0	0	0	0
AGIS_Os06g043300	0	0	0	0	0	0	0	0
AGIS_Os06g043310	0	0	0	0	0	0	0	0
AGIS_Os06g043320	0	0	0	0	0	0	0	0
AGIS_Os06g043330	0	0	0	0	0	0	0	0
AGIS_Os06g043340	0	3	0	2	0	16	6	0
AGIS_Os06g043350	0	1	4	3	1	2	0	8
AGIS_Os06g043360	0	0	0	3	0	0	0	0
AGIS_Os06g043370	0	0	0	0	0	0	0	0
AGIS_Os06g043380	0	0	0	0	0	0	0	0
AGIS_Os06g043390	157	514	537	281	276	837	420	361
AGIS_Os06g043400	4	1	2	2	0	5	0	9
AGIS_Os06g043410	0	0	0	0	0	0	0	0
AGIS_Os06g043420	0	0	0	0	0	0	0	0
AGIS_Os06g043430	0	0	0	0	0	0	0	0
AGIS_Os06g043440	127	427	337	270	332	403	351	323
AGIS_Os06g043450	201	699	892	471	725	1149	897	957
AGIS_Os06g043460	0	0	0	0	0	0	0	0
AGIS_Os06g043470	212	159	99	96	68	170	122	76
AGIS_Os06g043480	140	573	504	353	471	669	368	539
AGIS_Os06g043490	0	3	0	0	0	0	0	1
AGIS_Os06g043500	29	129	150	161	156	171	131	149
AGIS_Os06g043510	44	332	422	294	256	602	232	278
AGIS_Os06g043520	684	455	451	431	498	572	443	505
AGIS_Os06g043530	771	519	191	445	165	207	298	302
AGIS_Os06g043540	0	0	0	0	0	0	0	1
AGIS_Os06g043550	795	455	538	642	151	474	333	382
AGIS_Os06g043560	0	0	0	0	0	0	0	0
AGIS_Os06g043570	477	170	146	255	227	226	257	313
AGIS_Os06g043580	1291	1659	2116	1494	1114	749	1046	788
AGIS_Os06g043590	0	0	0	0	0	0	0	0
AGIS_Os06g043600	0	0	0	0	0	0	0	0
AGIS_Os06g043610	13	34	6	10	2	7	14	5
AGIS_Os06g043620	3478	1760	2044	1542	1372	1225	975	1099
AGIS_Os06g043630	33	112	113	56	59	127	87	75
AGIS_Os06g043640	334	319	293	316	145	133	97	145
AGIS_Os06g043650	0	0	0	0	0	0	0	0
AGIS_Os06g043660	315	102	137	109	63	40	16	35
AGIS_Os06g043670	1089	236	591	333	137	73	211	101
AGIS_Os06g043680	29	104	157	109	48	75	99	99
AGIS_Os06g043690	131	374	360	311	209	357	232	222
AGIS_Os06g043700	130	393	277	214	310	505	295	340
AGIS_Os06g043710	42	258	389	229	190	384	241	374
AGIS_Os06g043720	0	0	0	0	0	0	0	0
AGIS_Os06g043730	39	27	18	50	22	30	8	0
AGIS_Os06g043740	20	21	3	8	62	38	102	39
AGIS_Os06g043750	60	71	74	76	37	67	99	39
AGIS_Os06g043760	637	772	600	687	714	907	801	607
AGIS_Os06g043770	447	203	361	194	89	148	169	139
AGIS_Os06g043780	1475	1351	1807	1251	1273	1360	1677	1270
AGIS_Os06g043790	27	8	14	0	0	6	0	18
AGIS_Os06g043800	0	2	0	0	6	0	0	0
AGIS_Os06g043810	2318	2565	2433	2131	2442	2700	2630	2472
AGIS_Os06g043820	265	268	231	189	178	345	243	191
AGIS_Os06g043830	6	4	18	37	8	4	5	0
AGIS_Os06g043840	8	33	21	21	21	61	89	68
AGIS_Os06g043850	68	135	165	153	88	140	165	186
AGIS_Os06g043860	63	136	156	81	352	325	320	423
AGIS_Os06g043870	41	46	28	58	10	29	56	43
AGIS_Os06g043880	0	0	0	0	0	0	0	0
AGIS_Os06g043890	13	29	17	33	12	7	18	30
AGIS_Os06g043900	0	0	0	0	0	0	0	0
AGIS_Os06g043910	0	0	0	0	0	0	0	0
AGIS_Os06g043920	378	271	368	243	316	224	66	22
AGIS_Os06g043930	667	1162	1342	253	343	346	60	58
AGIS_Os06g043940	56	55	26	34	34	48	82	10
AGIS_Os06g043950	1428	935	967	995	503	901	684	641
AGIS_Os06g043960	789	864	944	907	813	1330	1181	1317
AGIS_Os06g043970	180	249	282	199	180	161	172	173
AGIS_Os06g043980	601	505	337	464	359	470	427	403
AGIS_Os06g043990	144	153	104	133	63	115	116	61
AGIS_Os06g044000	0	0	0	0	0	0	0	0
AGIS_Os06g044010	0	0	0	0	0	0	0	0
AGIS_Os06g044020	0	0	0	0	0	0	0	0
AGIS_Os06g044030	0	0	0	0	0	0	0	0
AGIS_Os06g044040	0	0	0	0	0	0	0	0
AGIS_Os06g044050	0	0	0	0	0	0	0	0
AGIS_Os06g044060	0	0	0	0	0	0	0	0
AGIS_Os06g044070	0	0	0	0	0	0	0	0
AGIS_Os06g044080	0	0	0	0	0	0	0	0
AGIS_Os06g044090	1529	1074	458	1505	148	1054	534	1216
AGIS_Os06g044100	20	8	12	26	0	11	1	4
