GeneID	pho2LPmock_1	pho2LPmock_2	pho2LPmock_3	pho2LPmock_4	pho2LPmyc_1	pho2LPmyc_2	pho2LPmyc_3	pho2LPmyc_4
AGIS_Os01g011420	167	144	121	153	77	156	136	97
AGIS_Os01g011430	2296	1979	1483	1316	1101	1368	1314	1488
AGIS_Os01g011440	2744	2289	2286	2448	1572	1694	1305	1309
AGIS_Os01g011450	322	555	615	497	492	693	649	555
AGIS_Os01g011460	24	32	13	0	0	10	0	19
AGIS_Os01g011470	56	66	64	40	72	9	42	31
AGIS_Os01g011480	0	0	0	2	0	0	0	0
AGIS_Os01g011490	166	557	561	487	594	874	613	633
AGIS_Os01g011500	1876	2089	2141	2296	1899	2046	2181	2145
AGIS_Os01g011510	866	1170	952	743	891	1189	960	877
AGIS_Os01g011520	1	4	1	0	1	16	20	6
AGIS_Os01g011530	1032	1262	1064	995	937	1122	993	926
AGIS_Os01g011540	1737	3029	2845	2922	2208	2993	2279	2238
AGIS_Os01g011550	15066	6852	8380	7844	2227	3586	3315	3877
AGIS_Os01g011560	41	48	18	42	28	46	14	28
AGIS_Os01g011570	0	14	30	27	22	29	0	11
AGIS_Os01g011580	57	142	76	80	112	127	74	83
AGIS_Os01g011590	30	46	14	33	309	491	502	439
AGIS_Os01g011600	247	310	304	240	225	203	187	181
AGIS_Os01g011610	0	2	0	0	0	0	0	0
AGIS_Os01g011620	36	115	92	55	122	146	73	47
AGIS_Os01g011630	0	0	0	1	0	4	0	0
AGIS_Os01g011640	255	186	193	225	138	140	77	123
AGIS_Os01g011650	0	6	0	0	0	0	0	0
AGIS_Os01g011660	803	454	451	613	351	523	349	358
AGIS_Os01g011670	765	417	394	418	372	247	369	259
AGIS_Os01g011680	2	0	4	0	0	0	0	0
AGIS_Os01g011690	1466	890	843	919	643	907	799	630
AGIS_Os01g011700	0	0	0	0	0	0	0	0
AGIS_Os01g011710	13	4	4	8	8	14	0	0
AGIS_Os01g011720	135	211	196	172	132	117	196	230
AGIS_Os01g011730	1988	1332	1288	1272	1093	1474	1444	1397
AGIS_Os01g011740	1215	1466	1367	1371	1531	1568	1736	1604
AGIS_Os01g011750	0	0	0	0	0	0	0	0
AGIS_Os01g011760	0	0	0	0	0	0	0	1
AGIS_Os01g011770	1736	1314	1304	1126	1004	1419	1002	1066
AGIS_Os01g011780	884	912	979	782	1060	1143	1022	1003
AGIS_Os01g011790	7	12	14	12	8	11	0	20
AGIS_Os01g011800	323	206	246	283	136	194	148	120
AGIS_Os01g011810	1	2	0	0	6	6	0	4
AGIS_Os01g011820	0	0	0	0	0	0	0	0
AGIS_Os01g011830	3055	6783	7303	5053	5194	8699	5092	5562
AGIS_Os01g011840	159	153	172	208	84	124	127	68
AGIS_Os01g011850	2654	4086	4786	3645	3421	3341	3349	2795
AGIS_Os01g011860	262	227	225	173	191	229	188	139
AGIS_Os01g011870	158	159	112	118	152	52	55	60
AGIS_Os01g011880	16	31	36	23	8	19	0	6
AGIS_Os01g011890	0	0	0	0	0	0	0	0
AGIS_Os01g011900	0	0	0	0	0	0	0	0
AGIS_Os01g011910	3765	3049	3160	2689	4518	3730	5449	3077
AGIS_Os01g011920	0	0	2	2	0	0	0	0
AGIS_Os01g011930	0	0	2	1	0	0	8	0
AGIS_Os01g011940	2	0	0	0	0	2	0	0
AGIS_Os01g011950	2	0	0	0	0	2	0	0
AGIS_Os01g011960	502	361	319	264	228	216	225	279
AGIS_Os01g011970	0	0	0	0	0	0	0	0
AGIS_Os01g011980	0	0	0	0	0	0	0	0
AGIS_Os01g011990	6374	8582	7391	9504	12532	16151	15721	14410
AGIS_Os01g012000	1526	1373	970	1326	1070	1205	1321	1096
AGIS_Os01g012010	6	0	0	12	0	0	6	0
AGIS_Os01g012020	133	202	193	135	166	90	114	104
AGIS_Os01g012030	451	567	543	706	488	713	604	671
AGIS_Os01g012040	0	6	0	0	4	0	0	0
AGIS_Os01g012050	2409	2338	2412	2776	1919	2478	1869	1834
AGIS_Os01g012060	2667	2637	2977	2916	2196	2840	2106	2091
AGIS_Os01g012070	33	73	62	87	274	433	227	309
AGIS_Os01g012080	3776	3267	3348	3250	2772	3016	2590	2539
AGIS_Os01g012090	0	0	0	0	0	0	0	0
AGIS_Os01g012100	0	0	0	0	0	0	0	0
AGIS_Os01g012110	0	0	0	0	0	0	0	0
AGIS_Os01g012120	0	0	0	0	0	0	0	0
AGIS_Os01g012130	0	0	0	0	0	0	0	0
AGIS_Os01g012140	0	0	0	0	0	0	0	0
AGIS_Os01g012150	0	0	0	0	0	0	0	0
AGIS_Os01g012160	0	0	0	0	0	0	0	0
AGIS_Os01g012170	0	0	0	0	0	0	0	0
AGIS_Os01g012180	0	0	0	0	0	0	0	0
AGIS_Os01g012190	0	0	0	0	0	0	0	0
AGIS_Os01g012200	0	0	0	0	0	0	0	0
AGIS_Os01g012210	0	8	4	0	0	0	0	0
AGIS_Os01g012220	0	0	1	3	0	5	5	0
AGIS_Os01g012230	479	263	220	305	134	123	91	145
AGIS_Os01g012240	131	198	198	151	262	220	230	191
AGIS_Os01g012250	16	14	0	2	34	21	4	22
AGIS_Os01g012260	0	0	0	0	0	0	0	0
AGIS_Os01g012270	0	0	0	0	0	0	0	0
AGIS_Os01g012280	0	0	0	0	0	0	0	0
AGIS_Os01g012290	0	0	0	0	0	0	0	0
AGIS_Os01g012300	0	0	0	0	0	0	0	0
AGIS_Os01g012310	247	272	283	210	88	163	84	85
AGIS_Os01g012320	206	254	167	203	103	245	144	135
AGIS_Os01g012330	0	2	0	0	8	0	0	0
AGIS_Os01g012340	83	187	164	147	112	218	160	55
AGIS_Os01g012350	1167	2283	2829	2002	1345	1960	1485	1505
AGIS_Os01g012360	30	1	13	15	12	6	8	10
AGIS_Os01g012370	700	554	418	556	375	588	546	452
AGIS_Os01g012380	292	170	198	124	96	138	99	105
AGIS_Os01g012390	72	226	218	185	74	166	38	150
AGIS_Os01g012400	170	449	515	401	463	572	417	362
AGIS_Os01g012410	640	311	314	480	232	337	233	319
AGIS_Os01g012420	0	1	0	0	0	0	8	0
AGIS_Os01g012430	10	43	4	14	11	0	12	0
AGIS_Os01g012440	1460	886	637	836	311	344	394	389
AGIS_Os01g012450	0	0	0	0	0	0	0	0
AGIS_Os01g012460	0	1	0	0	0	0	0	0
AGIS_Os01g012470	0	0	0	0	0	0	0	0
AGIS_Os01g012480	0	0	0	0	0	0	0	0
AGIS_Os01g012490	0	0	0	0	0	0	0	0
AGIS_Os01g012500	0	0	0	0	0	0	0	0
AGIS_Os01g012510	0	0	0	0	0	0	0	0
AGIS_Os01g012520	0	0	0	0	0	0	0	0
AGIS_Os01g012530	0	0	0	0	0	0	0	0
AGIS_Os01g012540	0	0	0	0	0	0	0	0
AGIS_Os01g012550	0	0	0	0	0	0	0	0
AGIS_Os01g012560	0	0	0	0	0	0	0	0
AGIS_Os01g012570	0	0	0	0	0	0	0	0
AGIS_Os01g012580	0	0	0	0	0	0	0	0
AGIS_Os01g012590	0	0	0	0	0	0	0	0
AGIS_Os01g012600	0	0	0	0	0	0	0	0
AGIS_Os01g012610	0	0	0	0	0	0	0	0
AGIS_Os01g012620	0	0	0	0	0	0	0	0
AGIS_Os01g012630	0	0	0	0	0	0	0	0
AGIS_Os01g012640	0	0	0	0	0	0	0	0
AGIS_Os01g012650	146	1107	1153	834	917	1573	787	938
AGIS_Os01g012660	0	0	0	0	0	0	0	0
AGIS_Os01g012670	0	0	0	0	0	0	0	0
AGIS_Os01g012680	0	0	0	0	0	0	0	0
AGIS_Os01g012690	4	8	0	2	0	6	14	0
AGIS_Os01g012700	150	132	100	121	60	102	142	93
AGIS_Os01g012710	47	27	17	48	41	28	64	41
AGIS_Os01g012720	1834	2593	2366	1484	2754	3985	3243	3194
AGIS_Os01g012730	0	0	0	0	0	0	0	0
AGIS_Os01g012740	0	0	0	0	0	0	0	0
AGIS_Os01g012750	0	0	0	0	0	0	0	0
AGIS_Os01g012760	0	0	0	0	0	0	0	0
AGIS_Os01g012770	26	0	7	0	0	0	0	0
AGIS_Os01g012780	20	18	32	11	0	4	2	4
AGIS_Os01g012790	801	484	516	517	445	441	284	188
AGIS_Os01g012800	120	54	55	72	93	91	72	41
AGIS_Os01g012810	110	40	34	64	36	26	42	55
AGIS_Os01g012820	666	744	703	594	1649	2030	1869	1719
AGIS_Os01g012830	0	0	0	0	0	0	0	0
AGIS_Os01g012840	411	1403	1174	935	2479	3662	2775	2492
AGIS_Os01g012850	471	1225	869	592	1670	1778	1828	1440
AGIS_Os01g012860	80	256	288	149	361	412	325	324
AGIS_Os01g012870	0	0	0	0	0	0	0	0
AGIS_Os01g012880	261	81	70	151	132	124	86	329
AGIS_Os01g012890	33	14	13	8	17	4	0	19
AGIS_Os01g012900	1159	758	834	602	485	483	387	197
AGIS_Os01g012910	462	198	275	140	14	71	76	53
AGIS_Os01g012920	4603	2961	2885	4967	1207	1845	1726	2092
AGIS_Os01g012930	1289	1354	1189	1549	1234	1751	1501	1470
AGIS_Os01g012940	125	114	125	172	57	29	82	32
AGIS_Os01g012950	0	26	21	8	18	3	2	12
AGIS_Os01g012960	0	0	0	0	0	0	0	0
AGIS_Os01g012970	0	0	0	0	0	0	0	0
AGIS_Os01g012980	0	0	0	0	0	0	0	0
AGIS_Os01g012990	4	0	0	0	0	0	0	0
AGIS_Os01g013000	40	185	144	97	114	325	103	111
AGIS_Os01g013010	0	0	0	0	0	0	0	0
AGIS_Os01g013020	622	589	463	402	308	450	549	385
AGIS_Os01g013030	0	0	0	0	0	0	0	0
AGIS_Os01g013040	290	659	684	504	348	819	522	494
AGIS_Os01g013050	692	789	779	723	549	739	711	585
AGIS_Os01g013060	589	550	466	482	556	497	637	467
AGIS_Os01g013070	456	547	518	542	423	500	540	467
AGIS_Os01g013080	0	0	0	0	0	0	0	0
AGIS_Os01g013090	5225	4939	4882	4548	4107	4731	4352	3709
AGIS_Os01g013100	266	268	186	205	135	364	264	269
AGIS_Os01g013110	154	40	55	98	32	6	38	28
AGIS_Os01g013120	0	0	0	0	0	0	0	0
AGIS_Os01g013130	0	0	1	0	0	0	0	0
AGIS_Os01g013140	0	0	0	0	0	0	0	0
AGIS_Os01g013150	87	184	154	196	121	182	242	113
AGIS_Os01g013160	0	0	0	0	0	0	4	0
AGIS_Os01g013170	1521	1844	1972	1723	1154	1544	1342	1369
AGIS_Os01g013180	0	0	0	7	0	0	0	0
AGIS_Os01g013190	5449	5634	4889	4707	5003	5585	5771	4626
AGIS_Os01g013200	87	93	89	124	39	57	65	49
AGIS_Os01g013210	128	48	106	118	28	20	39	33
AGIS_Os01g013220	780	472	530	481	520	549	571	450
AGIS_Os01g013230	326	222	173	209	34	66	50	77
AGIS_Os01g013240	408	198	371	273	423	468	418	457
AGIS_Os01g013250	2800	1786	1575	1479	1457	1704	1724	1420
AGIS_Os01g013260	1638	4071	4632	3072	4047	5536	4204	4215
AGIS_Os01g013270	1171	791	675	810	819	1151	1047	1073
AGIS_Os01g013280	58	67	36	78	20	105	28	86
AGIS_Os01g013290	8	26	3	5	515	222	404	421
AGIS_Os01g013300	0	0	0	0	0	0	0	0
AGIS_Os01g013310	0	0	0	0	3	0	0	0
AGIS_Os01g013320	0	0	0	0	0	0	0	0
AGIS_Os01g013330	49	259	62	50	71	393	111	212
AGIS_Os01g013340	2269	2099	2138	1805	2786	3130	2996	2755
AGIS_Os01g013350	999	1172	1108	905	1133	1474	1410	1485
AGIS_Os01g013360	8	10	0	1	19323	12115	14844	14685
AGIS_Os01g013370	0	0	0	0	0	0	0	0
AGIS_Os01g013380	0	0	0	0	0	0	0	0
AGIS_Os01g013390	0	0	0	0	0	0	0	0
AGIS_Os01g013400	0	0	0	0	0	0	0	0
AGIS_Os01g013410	0	0	0	0	0	0	0	0
AGIS_Os01g013420	4	12	1	0	0	10	0	2
AGIS_Os01g013430	81	35	26	20	7	16	10	25
AGIS_Os01g013440	0	0	0	0	0	0	0	0
AGIS_Os01g013450	0	0	0	0	0	0	0	0
AGIS_Os01g013460	44	55	45	9	25	36	1	37
AGIS_Os01g013470	817	702	528	644	541	598	496	557
AGIS_Os01g013480	9901	6815	4625	7250	3995	7933	4415	6411
AGIS_Os01g013490	0	0	0	0	0	0	0	0
AGIS_Os01g013500	739	719	556	517	291	546	532	468
AGIS_Os01g013510	255	934	1116	727	322	558	538	392
AGIS_Os01g013520	606	467	389	524	392	523	396	368
AGIS_Os01g013530	3652	1621	1454	2180	530	644	590	747
AGIS_Os01g013540	0	0	0	0	0	0	0	0
AGIS_Os01g013550	898	905	776	510	616	331	529	273
AGIS_Os01g013560	826	740	660	620	592	721	628	674
AGIS_Os01g013570	0	0	0	0	0	0	0	0
AGIS_Os01g013580	0	1	10	0	0	0	0	0
AGIS_Os01g013590	125	136	107	147	107	148	106	87
AGIS_Os01g013600	0	28	22	22	27	69	22	12
AGIS_Os01g013610	0	0	0	0	0	0	0	0
AGIS_Os01g013620	0	0	0	0	0	0	0	0
AGIS_Os01g013630	0	0	0	0	0	0	0	0
AGIS_Os01g013640	0	0	0	0	0	0	0	0
AGIS_Os01g013650	94	120	62	62	67	91	60	57
AGIS_Os01g013660	840	1338	1357	1233	1048	1603	1252	1221
AGIS_Os01g013670	1451	1498	1694	1192	1636	1760	1746	1552
AGIS_Os01g013680	263	475	305	408	269	502	416	372
AGIS_Os01g013690	264	490	535	517	550	671	594	548
AGIS_Os01g013700	4	22	8	7	6	1	0	11
AGIS_Os01g013710	22	43	46	30	30	58	7	46
AGIS_Os01g013720	12	64	50	14	80	26	64	13
AGIS_Os01g013730	95	685	780	580	219	715	266	350
AGIS_Os01g013740	11	16	0	0	0	0	0	0
AGIS_Os01g013750	1	0	0	0	0	4	8	20
AGIS_Os01g013760	0	0	0	0	0	0	0	0
AGIS_Os01g013770	174	360	358	256	232	316	122	249
AGIS_Os01g013780	0	0	0	0	0	0	0	0
AGIS_Os01g013790	2467	2195	1652	1600	1669	1777	1824	1874
AGIS_Os01g013800	2440	1764	1520	1717	836	1183	1055	1033
AGIS_Os01g013810	6	27	50	51	56	14	8	26
AGIS_Os01g013820	2293	2877	2577	2109	1905	2077	1978	1750
AGIS_Os01g013830	2607	3957	3331	2582	2706	4567	3382	3454
AGIS_Os01g013840	0	0	0	0	0	0	0	0
AGIS_Os01g013850	39	237	191	144	78	351	238	140
AGIS_Os01g013860	0	0	0	0	0	0	0	0
AGIS_Os01g013870	0	0	0	0	0	0	0	0
AGIS_Os01g013880	0	0	0	0	0	0	0	0
AGIS_Os01g013890	0	0	0	0	0	0	0	0
AGIS_Os01g013900	0	0	0	0	0	0	0	0
AGIS_Os01g013910	0	0	15	20	49	27	0	9
AGIS_Os01g013920	0	0	0	0	0	0	0	0
AGIS_Os01g013930	0	0	0	0	0	0	0	0
AGIS_Os01g013940	326	210	245	213	71	114	103	173
AGIS_Os01g013950	589	762	962	640	726	986	892	654
AGIS_Os01g013960	15	198	149	157	163	323	152	152
AGIS_Os01g013970	0	0	0	0	0	0	0	0
AGIS_Os01g013980	1388	759	734	821	495	730	551	746
AGIS_Os01g013990	15164	8335	7204	10085	5114	6436	5744	9367
AGIS_Os01g014000	18	104	110	95	99	154	152	128
AGIS_Os01g014010	238	368	238	255	223	355	312	298
AGIS_Os01g014020	118	252	239	313	294	371	240	332
AGIS_Os01g014030	0	0	1	1	1	1	0	0
AGIS_Os01g014040	10	41	16	11	13	34	17	36
AGIS_Os01g014050	143	211	120	98	159	198	119	125
AGIS_Os01g014060	0	9	0	2	8	0	20	0
AGIS_Os01g014070	26	8	5	18	3	17	19	6
AGIS_Os01g014080	0	0	4	0	0	0	0	0
AGIS_Os01g014090	0	0	0	4	6	1	0	0
AGIS_Os01g014100	0	0	0	0	0	0	0	0
AGIS_Os01g014110	1470	1275	1165	757	414	563	620	490
AGIS_Os01g014120	187	235	196	243	250	285	348	187
AGIS_Os01g014130	34	0	4	0	0	4	12	32
AGIS_Os01g014140	1378	1646	1357	1279	1411	1454	1272	1167
AGIS_Os01g014150	189	337	277	188	272	417	322	279
AGIS_Os01g014160	235	278	301	267	146	302	165	259
AGIS_Os01g014170	1517	980	700	1138	328	630	531	585
AGIS_Os01g014180	200	421	504	431	323	494	260	379
AGIS_Os01g014190	0	8	6	6	0	0	0	0
AGIS_Os01g014200	6	35	24	6	34	60	14	8
AGIS_Os01g014210	16	33	25	33	28	69	37	24
AGIS_Os01g014220	162	248	217	170	232	332	378	371
AGIS_Os01g014230	2420	2124	1835	2015	1689	2004	1780	1545
AGIS_Os01g014240	81	229	153	122	120	185	139	138
AGIS_Os01g014250	561	1593	1437	1288	1381	1655	1598	1434
AGIS_Os01g014260	110	55	64	80	40	30	30	57
AGIS_Os01g014270	42	306	471	275	245	553	251	359
AGIS_Os01g014280	24	405	334	367	272	607	242	370
AGIS_Os01g014290	46	37	9	17	17	48	22	18
AGIS_Os01g014300	1907	2136	2080	1825	1737	3256	2127	2373
AGIS_Os01g014310	1005	730	594	700	465	591	484	549
AGIS_Os01g014320	0	0	0	0	0	0	0	0
AGIS_Os01g014330	743	1300	1130	1017	860	1234	789	790
AGIS_Os01g014340	760	1278	1591	1285	1271	1908	1444	1260
AGIS_Os01g014350	2740	2116	1872	2001	1946	2200	1989	2007
AGIS_Os01g014360	201	176	120	114	69	91	102	155
AGIS_Os01g014370	207	197	211	141	130	203	176	155
AGIS_Os01g014380	457	263	235	283	250	323	320	328
AGIS_Os01g014390	145	99	129	131	85	182	63	123
AGIS_Os01g014400	3205	2249	2007	2119	1603	2241	1882	1956
AGIS_Os01g014410	32	20	11	49	21	12	7	7
AGIS_Os01g014420	267	283	315	199	144	219	122	228
AGIS_Os01g014430	0	0	0	0	0	0	0	0
AGIS_Os01g014440	0	0	0	0	0	0	0	0
AGIS_Os01g014450	186	494	595	352	557	821	605	569
AGIS_Os01g014460	0	0	0	0	0	0	0	0
AGIS_Os01g014470	0	3	0	3	4	5	4	12
AGIS_Os01g014480	0	0	0	0	0	0	0	0
AGIS_Os01g014490	524	580	590	497	854	1091	920	822
AGIS_Os01g014500	110	119	87	93	160	190	167	165
AGIS_Os01g014510	584	672	767	717	453	693	500	605
AGIS_Os01g014520	606	786	705	870	663	908	896	690
AGIS_Os01g014530	0	0	0	0	0	0	0	0
AGIS_Os01g014540	18	63	154	91	64	127	46	78
AGIS_Os01g014550	44	50	105	70	66	118	28	80
AGIS_Os01g014560	69	192	261	279	156	67	99	149
AGIS_Os01g014570	811	369	457	469	240	356	153	273
AGIS_Os01g014580	236	402	426	309	235	510	249	375
AGIS_Os01g014590	2741	2439	1862	1868	1942	2100	2010	1980
AGIS_Os01g014600	0	0	0	0	0	0	0	0
AGIS_Os01g014610	3743	2687	1323	2887	775	1602	1307	1953
AGIS_Os01g014620	0	0	1	16	0	30	4	14
AGIS_Os01g014630	0	0	0	0	0	0	0	0
AGIS_Os01g014640	0	0	0	0	0	0	0	0
AGIS_Os01g014650	0	0	0	0	0	0	0	0
AGIS_Os01g014660	0	0	0	0	0	0	0	0
AGIS_Os01g014670	421	349	350	385	398	318	316	468
AGIS_Os01g014680	159	470	468	318	371	634	433	356
AGIS_Os01g014690	254	342	291	272	280	233	341	223
AGIS_Os01g014700	816	1197	909	846	938	1209	1005	1075
AGIS_Os01g014710	267	313	191	257	213	225	250	216
AGIS_Os01g014720	0	0	0	0	0	0	0	0
AGIS_Os01g014730	0	0	0	0	0	0	0	0
AGIS_Os01g014740	0	0	0	0	0	0	0	0
AGIS_Os01g014750	0	0	0	0	0	0	0	0
AGIS_Os01g014760	205	611	627	513	450	613	423	377
AGIS_Os01g014770	0	3	0	0	0	26	3	16
AGIS_Os01g014780	298	372	313	279	193	155	203	195
AGIS_Os01g014790	0	0	0	0	0	0	0	0
AGIS_Os01g014800	876	524	309	521	439	569	461	403
AGIS_Os01g014810	456	556	272	433	223	394	318	362
AGIS_Os01g014820	0	5	22	1	6	48	11	5
AGIS_Os01g014830	959	1008	976	857	704	930	956	766
AGIS_Os01g014840	0	0	0	0	0	0	0	0
AGIS_Os01g014850	0	0	0	0	0	0	0	0
AGIS_Os01g014860	652	291	236	376	134	365	251	333
AGIS_Os01g014870	0	0	0	0	0	0	0	0
AGIS_Os01g014880	0	0	0	0	0	0	0	0
AGIS_Os01g014890	0	0	0	0	0	0	0	6
AGIS_Os01g014900	1198	841	520	658	432	338	353	258
AGIS_Os01g014910	0	0	0	0	0	0	0	0
AGIS_Os01g014920	0	0	0	0	0	0	0	0
AGIS_Os01g014930	0	0	0	0	0	0	0	0
AGIS_Os01g014940	240	164	240	182	255	182	144	157
AGIS_Os01g014950	0	0	0	0	0	0	0	0
AGIS_Os01g014960	0	0	0	0	0	0	0	0
AGIS_Os01g014970	7	7	2	2	4	1	10	0
AGIS_Os01g014980	0	1	6	0	0	0	0	0
AGIS_Os01g014990	987	1634	1447	1427	1570	2212	1732	1630
AGIS_Os01g015000	2323	2305	1504	2096	1409	2213	2190	1737
AGIS_Os01g015010	3325	2774	2605	2537	2594	2915	2580	2597
AGIS_Os01g015020	433	609	538	594	635	965	817	906
AGIS_Os01g015030	14	19	0	4	6	14	34	8
AGIS_Os01g015040	454	432	348	319	319	308	420	419
AGIS_Os01g015050	358	493	449	348	521	537	531	405
AGIS_Os01g015060	1239	787	623	778	791	768	757	782
AGIS_Os01g015070	3775	2770	2171	2376	2021	1994	2281	2144
AGIS_Os01g015080	513	1769	1671	1444	1627	2183	1579	1601
AGIS_Os01g015090	0	0	0	0	0	0	2	0
AGIS_Os01g015100	8	0	0	0	0	2	0	0
AGIS_Os01g015110	250	338	291	294	332	368	318	287
AGIS_Os01g015120	960	1668	2090	1590	1180	1408	1118	1111
AGIS_Os01g015130	1216	728	723	638	487	495	629	557
AGIS_Os01g015140	0	0	0	0	0	0	0	0
AGIS_Os01g015150	52	43	32	33	31	45	13	57
AGIS_Os01g015160	190	83	85	217	27	811	44	120
AGIS_Os01g015170	57	123	174	95	88	202	72	91
AGIS_Os01g015180	40	39	78	31	30	79	66	25
AGIS_Os01g015190	8	57	93	71	63	66	74	83
AGIS_Os01g015200	0	0	0	0	0	0	0	0
AGIS_Os01g015210	0	0	0	0	0	0	0	0
AGIS_Os01g015220	0	0	0	0	0	0	0	0
AGIS_Os01g015230	0	0	0	0	0	0	0	0
AGIS_Os01g015240	0	0	0	0	0	0	0	0
AGIS_Os01g015250	0	0	0	0	0	0	0	0
AGIS_Os01g015260	90	90	57	112	30	78	28	62
AGIS_Os01g015270	355	335	347	358	461	726	755	725
AGIS_Os01g015280	80	76	62	85	11	38	100	87
AGIS_Os01g015290	437	880	812	790	691	1036	935	668
AGIS_Os01g015300	5529	5080	4115	4174	2776	3603	3401	3346
AGIS_Os01g015310	19	17	16	31	10	4	1	16
AGIS_Os01g015320	84	67	100	16	17	14	44	48
AGIS_Os01g015330	1164	797	694	920	444	688	584	449
AGIS_Os01g015340	304	420	459	253	364	483	511	371
AGIS_Os01g015350	1807	1600	1740	1196	1718	1631	1732	1429
AGIS_Os01g015360	30	19	16	19	5	18	26	12
AGIS_Os01g015370	0	0	0	0	0	0	0	0
AGIS_Os01g015380	231	367	264	315	307	399	441	410
AGIS_Os01g015390	7	37	7	9	31	41	44	31
AGIS_Os01g015400	0	0	0	0	0	0	0	0
AGIS_Os01g015410	0	0	0	0	0	0	0	0
AGIS_Os01g015420	0	0	0	0	0	0	0	0
AGIS_Os01g015430	0	0	0	0	0	0	0	0
AGIS_Os01g015440	1818	1677	1708	1751	1723	2833	1925	2003
AGIS_Os01g015450	40	18	28	6	27	1	38	4
AGIS_Os01g015460	8	18	10	5	3	4	0	4
AGIS_Os01g015470	0	0	0	0	0	0	0	0
AGIS_Os01g015480	142	70	40	83	24	22	20	74
AGIS_Os01g015490	5401	5514	5453	6044	4741	5073	5382	5427
AGIS_Os01g015500	0	6	0	0	0	0	0	0
AGIS_Os01g015510	0	0	0	0	0	0	0	0
AGIS_Os01g015520	335	210	166	282	56	69	75	128
AGIS_Os01g015530	249	307	266	333	306	185	269	192
AGIS_Os01g015540	0	0	0	0	0	0	0	0
AGIS_Os01g015550	0	0	0	0	0	0	0	0
AGIS_Os01g015560	0	0	0	0	0	0	0	0
AGIS_Os01g015570	0	0	0	0	0	0	0	0
AGIS_Os01g015580	0	0	0	0	0	0	0	0
AGIS_Os01g015590	0	0	0	0	0	0	0	0
AGIS_Os01g015600	0	0	0	0	0	0	0	0
AGIS_Os01g015610	0	0	0	0	0	0	0	0
AGIS_Os01g015620	25446	14830	14081	20580	8694	10588	10935	12730
AGIS_Os01g015630	95	246	235	167	185	214	136	190
AGIS_Os01g015640	2859	2284	1948	1991	1893	2111	2353	1765
AGIS_Os01g015650	9585	9413	8014	6043	8724	4227	4199	3893
AGIS_Os01g015660	1	9	3	1	0	8	22	0
AGIS_Os01g015670	284	145	221	184	208	230	163	238
AGIS_Os01g015680	467	237	126	132	6	53	4	17
AGIS_Os01g015690	5	1	6	1	0	0	4	0
AGIS_Os01g015700	0	0	0	0	0	0	0	0
AGIS_Os01g015710	0	8	1	0	0	0	12	7
AGIS_Os01g015720	0	10	0	0	4	0	0	0
AGIS_Os01g015730	145	89	98	79	36	82	58	119
AGIS_Os01g015740	31268	22904	22324	19017	14545	19351	14928	16600
AGIS_Os01g015750	0	0	0	0	0	0	0	0
AGIS_Os01g015760	0	0	0	0	0	0	0	0
AGIS_Os01g015770	0	0	0	0	0	0	0	0
AGIS_Os01g015780	287	422	344	464	416	499	565	570
AGIS_Os01g015790	1502	1408	1309	1251	1158	1488	1129	1171
AGIS_Os01g015800	68	25	60	26	68	87	83	99
AGIS_Os01g015810	673	864	714	883	370	926	721	511
AGIS_Os01g015820	0	0	0	0	0	0	0	0
AGIS_Os01g015830	0	0	0	0	0	0	0	0
AGIS_Os01g015840	6	0	0	4	0	0	0	6
AGIS_Os01g015850	224	298	307	294	169	560	170	218
AGIS_Os01g015860	0	0	0	0	0	0	0	0
AGIS_Os01g015870	1	6	6	4	0	14	0	6
AGIS_Os01g015880	99	141	146	111	71	136	135	69
AGIS_Os01g015890	0	0	0	0	0	0	0	0
AGIS_Os01g015900	0	0	0	0	0	0	0	0
AGIS_Os01g015910	0	0	0	0	0	0	0	0
AGIS_Os01g015920	32	112	136	96	48	76	45	34
AGIS_Os01g015930	8	0	4	2	0	0	0	0
AGIS_Os01g015940	7	0	2	0	10	11	6	0
AGIS_Os01g015950	2073	1731	1655	1434	2238	1923	2219	1822
AGIS_Os01g015960	2393	4783	4602	4111	5446	8683	7929	6707
AGIS_Os01g015970	0	134	185	76	53	251	42	58
AGIS_Os01g015980	0	0	0	0	0	0	0	0
AGIS_Os01g015990	0	0	0	0	0	0	0	0
AGIS_Os01g016000	59	55	13	59	34	40	29	44
AGIS_Os01g016010	0	0	0	0	0	0	0	0
AGIS_Os01g016020	0	0	0	0	0	0	0	0
AGIS_Os01g016030	0	0	0	0	0	0	0	0
AGIS_Os01g016040	0	0	0	0	0	0	0	0
AGIS_Os01g016050	0	0	0	4	0	0	0	0
AGIS_Os01g016060	0	0	0	0	0	0	0	0
AGIS_Os01g016070	0	0	0	0	0	0	0	0
AGIS_Os01g016080	20	51	40	1	393	387	414	309
AGIS_Os01g016090	0	0	0	0	0	0	0	0
AGIS_Os01g016100	0	0	0	0	0	0	0	0
AGIS_Os01g016110	0	0	0	0	0	0	0	0
AGIS_Os01g016120	1802	1654	1762	1099	1032	874	1086	1141
AGIS_Os01g016130	0	0	0	0	0	0	0	0
AGIS_Os01g016140	330	134	130	245	71	143	154	142
AGIS_Os01g016150	7872	8855	7989	6856	14170	12489	13198	11594
AGIS_Os01g016160	2251	1653	1438	1573	1923	1933	2330	2024
AGIS_Os01g016170	0	0	0	0	0	0	0	0
