,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmockLP_1,CPM.WTmockLP_2,CPM.WTmockLP_3,CPM.WTmockLP_4,CPM.WTmockHP_1,CPM.WTmockHP_2,CPM.WTmockHP_3,CPM.WTmockHP_4
192,AGIS_Os01g001920, 6.732852e-01, 3.9898101153, 6.815578e+00,3.044001e-02,0.2515185930,Not_significant,1.366959e+01,9.720967e+00,1.099076e+01,1.371819e+01,2.692728e+01,1.563118e+01,2.271254e+01,1.346557e+01
197,AGIS_Os01g001970,-6.201940e-01, 0.1204742449, 9.433263e-01,3.589521e-01,0.6757219565,Not_significant,1.875758e+00,1.206251e+00,1.070818e+00,8.793709e-01,7.277644e-01,6.135889e-01,6.168294e-01,1.426815e+00
198,AGIS_Os01g001980,-7.026578e-01, 3.1092122241, 4.742409e+00,6.033078e-02,0.3361464118,Not_significant,1.413852e+01,8.390543e+00,1.042561e+01,9.614455e+00,4.574519e+00,7.516464e+00,5.903939e+00,8.191447e+00
199,AGIS_Os01g001990,-3.101678e-01, 1.3935496851, 6.731797e-01,4.349400e-01,0.7295240444,Not_significant,2.790190e+00,2.944673e+00,1.992912e+00,3.673816e+00,3.285336e+00,2.392997e+00,1.498014e+00,2.165701e+00
200,AGIS_Os01g002000, 1.140148e-01, 2.1990085428, 1.466690e-01,7.113893e-01,0.8798440065,Not_significant,4.830076e+00,3.459103e+00,4.238656e+00,5.041727e+00,5.323076e+00,4.341141e+00,4.405925e+00,4.815501e+00
201,AGIS_Os01g002010,-7.441338e-01, 4.5495079745, 3.952529e+00,8.120837e-02,0.3820194670,Not_significant,2.483034e+01,3.320739e+01,2.543193e+01,2.720187e+01,5.094351e+00,2.698257e+01,1.887939e+01,2.541514e+01
202,AGIS_Os01g002020, 3.607471e-02, 5.8054132458, 1.051053e-02,9.208108e-01,0.9698856777,Not_significant,5.828917e+01,3.879517e+01,6.237517e+01,5.375888e+01,2.802932e+01,7.519532e+01,4.690107e+01,8.374895e+01
203,AGIS_Os01g002030,-3.411460e-01, 1.7016163462, 4.562460e-01,5.180100e-01,0.7805840930,Not_significant,2.368144e+00,3.618754e+00,4.714575e+00,2.774904e+00,6.362740e+00,1.871446e+00,2.136873e+00,1.898174e+00
204,AGIS_Os01g002040, 3.638225e-02, 4.6655313416, 2.596737e-02,8.758447e-01,0.9512776519,Not_significant,2.133675e+01,3.003211e+01,2.549142e+01,2.339127e+01,2.908978e+01,2.207386e+01,2.650164e+01,2.482913e+01
205,AGIS_Os01g002050, 2.674594e-02, 3.7498589001, 1.293406e-02,9.121642e-01,0.9664551324,Not_significant,1.127799e+01,1.543292e+01,1.348934e+01,1.305377e+01,1.501274e+01,1.213372e+01,1.352619e+01,1.341461e+01
206,AGIS_Os01g002060,-3.213906e-01, 4.4853517951, 2.150528e+00,1.794616e-01,0.5190383435,Not_significant,2.726883e+01,2.435563e+01,2.363236e+01,2.372347e+01,1.725841e+01,2.195114e+01,1.691875e+01,2.379724e+01
207,AGIS_Os01g002070, 5.671080e-02, 1.2668067711, 8.455420e-03,9.289462e-01,0.9733329107,Not_significant,7.034092e-01,2.039984e+00,3.673502e+00,3.009403e+00,3.784375e+00,1.564652e+00,2.599496e+00,1.592428e+00
208,AGIS_Os01g002080,-1.688577e-01, 3.5353374492, 5.355844e-01,4.844750e-01,0.7618289295,Not_significant,7.737501e+00,1.184965e+01,1.689513e+01,1.289744e+01,8.338100e+00,1.038499e+01,1.405490e+01,1.030619e+01
209,AGIS_Os01g002090, 1.564605e-01, 3.4975087583, 3.540178e-01,5.677566e-01,0.8091381654,Not_significant,7.948524e+00,1.271886e+01,1.119897e+01,1.080649e+01,1.262151e+01,1.003218e+01,1.427520e+01,1.047180e+01
212,AGIS_Os01g002120,-4.211462e+00,-2.5481815744, 1.844116e+00,2.107215e-01,0.5522684249,Not_significant,1.875758e-01,3.547798e-01,0.000000e+00,2.735821e-01,0.000000e+00,0.000000e+00,3.084147e-01,0.000000e+00
227,AGIS_Os01g002270, 7.215484e-01, 1.9396741160, 2.206754e+00,1.748751e-01,0.5138306640,Not_significant,2.274356e+00,2.980151e+00,1.695462e+00,3.947398e+00,9.481730e+00,2.960566e+00,4.097510e+00,2.993764e+00
228,AGIS_Os01g002280,-1.153685e-01, 6.3062115055, 2.500056e-01,6.301006e-01,0.8414752788,Not_significant,5.378736e+01,7.650827e+01,1.049699e+02,9.725842e+01,7.485576e+01,6.197248e+01,8.970462e+01,7.372303e+01
229,AGIS_Os01g002290,-2.200916e-01, 5.5711856405, 7.791673e-01,4.025782e-01,0.7081898638,Not_significant,3.214580e+01,4.961596e+01,6.912727e+01,5.514633e+01,3.751105e+01,3.971454e+01,3.674541e+01,6.004089e+01
232,AGIS_Os01g002320,-6.445075e-01, 4.2806664502, 5.856443e-01,4.656024e-01,0.7494836337,Not_significant,2.086781e+01,3.130932e+01,2.870388e+00,4.709520e+01,1.727921e+01,1.115198e+01,1.850488e+01,6.165880e+00
241,AGIS_Os01g002410, 6.298074e-01, 3.3989798294, 5.822019e+00,4.133606e-02,0.2870993435,Not_significant,7.831289e+00,6.261864e+00,1.161540e+01,7.621215e+00,9.772836e+00,1.346828e+01,1.403287e+01,1.349105e+01
242,AGIS_Os01g002420,-4.516616e-01, 1.5961633273, 1.559509e+00,2.459053e-01,0.5826332371,Not_significant,3.048106e+00,4.062229e+00,3.271945e+00,3.126652e+00,1.954567e+00,4.141725e+00,1.740340e+00,2.547884e+00
243,AGIS_Os01g002430, 8.998999e-01, 4.8959555357, 1.664509e+01,3.290925e-03,0.0738499756,Not_significant,2.030508e+01,1.686978e+01,2.568477e+01,1.909212e+01,4.867704e+01,3.330254e+01,4.762804e+01,2.635786e+01
244,AGIS_Os01g002440,-6.808480e-02, 4.2522884275, 3.564010e-02,8.548583e-01,0.9434854675,Not_significant,2.152432e+01,1.412024e+01,2.312670e+01,1.713796e+01,9.668869e+00,2.597015e+01,1.579524e+01,2.481639e+01
245,AGIS_Os01g002450, 4.986716e-01, 0.9231503242, 1.023545e+00,3.403423e-01,0.6619280120,Not_significant,1.570947e+00,3.547798e-01,1.561610e+00,3.341609e+00,2.765505e+00,1.043101e+00,1.630192e+00,2.624321e+00
248,AGIS_Os01g002480,-1.518866e+00,-0.9923408511, 1.156836e+00,3.128055e-01,0.6392373846,Not_significant,6.565152e-01,9.933835e-01,6.395165e-01,2.735821e-01,0.000000e+00,4.141725e-01,2.643555e-01,4.840980e-01
253,AGIS_Os01g002530, 1.507489e+00, 5.5259166513, 1.627867e+01,3.590398e-03,0.0776139808,Not_significant,1.195796e+01,1.873237e+01,3.761249e+01,2.796400e+01,9.049230e+01,4.684751e+01,9.408852e+01,4.063875e+01
254,AGIS_Os01g002540, 1.441616e+00, 4.9319809403, 1.564873e+01,4.015018e-03,0.0832353285,Not_significant,6.588599e+00,1.575222e+01,3.300202e+01,1.410902e+01,4.507980e+01,4.647936e+01,6.144062e+01,2.147866e+01
255,AGIS_Os01g002550,-2.079887e+00, 6.1203258038, 1.691774e+01,3.215389e-03,0.0729502618,Not_significant,3.043417e+01,1.016622e+02,1.323204e+02,1.964515e+02,2.642824e+01,1.779408e+01,3.427809e+01,1.687973e+01
256,AGIS_Os01g002560,-9.508138e-01, 3.6310450229, 1.290536e+01,6.697035e-03,0.1125737264,Not_significant,1.589705e+01,1.294946e+01,1.514018e+01,2.073361e+01,5.219110e+00,9.142475e+00,8.657642e+00,1.109604e+01
257,AGIS_Os01g002570,-1.044876e+00,-0.4351536330, 5.465516e-01,4.803948e-01,0.7594962570,Not_significant,1.688182e+00,8.869496e-01,5.800266e-01,4.885394e-01,0.000000e+00,5.368903e-01,4.405925e-01,1.019154e+00
259,AGIS_Os01g002590, 5.873331e-02, 6.3808908950, 5.864765e-02,8.145879e-01,0.9264868413,Not_significant,4.905107e+01,5.263159e+01,1.800313e+02,6.057889e+01,6.635132e+01,4.721567e+01,1.279921e+02,8.255145e+01
260,AGIS_Os01g002600,-4.058753e-01, 3.0804888124, 1.874863e+00,2.070410e-01,0.5490119592,Not_significant,6.260342e+00,1.193834e+01,8.923486e+00,1.172495e+01,7.527163e+00,6.718798e+00,7.864575e+00,6.433407e+00
261,AGIS_Os01g002610,-1.065386e+00, 1.7585880068, 8.775101e+00,1.741783e-02,0.1863531384,Not_significant,4.806629e+00,4.842745e+00,4.729447e+00,3.693358e+00,1.642668e+00,2.162901e+00,2.158903e+00,2.751715e+00
262,AGIS_Os01g002620, 1.589205e-01, 2.3440299416, 2.288772e-01,6.447416e-01,0.8490695465,Not_significant,4.572160e+00,6.669861e+00,3.331435e+00,4.103731e+00,8.546033e+00,5.338223e+00,2.973999e+00,4.802762e+00
263,AGIS_Os01g002630,-2.422915e+00, 1.9164778121, 3.925662e+01,2.096713e-04,0.0136232116,DOWN,6.025872e+00,7.876112e+00,4.922790e+00,6.351012e+00,1.330769e+00,7.669861e-01,1.079452e+00,1.579688e+00
264,AGIS_Os01g002640,-3.732916e+00, 4.5762482055, 1.362678e+01,5.878944e-03,0.1052487025,Not_significant,3.561595e+01,5.614391e+01,3.472723e+01,4.433984e+01,0.000000e+00,4.862692e+00,4.890576e+00,9.987706e+00
265,AGIS_Os01g002650, 1.226942e-01, 1.6241446883, 1.196574e-01,7.380362e-01,0.8925181071,Not_significant,2.672955e+00,2.660849e+00,4.149421e+00,2.286364e+00,3.846754e+00,2.929887e+00,3.194295e+00,2.637060e+00
266,AGIS_Os01g002660, 5.640513e-01, 5.5125556332, 8.508946e+00,1.869015e-02,0.1942108145,Not_significant,3.821857e+01,3.116741e+01,4.140497e+01,3.654275e+01,5.239903e+01,4.874964e+01,6.256413e+01,5.387501e+01
271,AGIS_Os01g002710,-1.067534e+00, 0.3458862384, 1.124659e+00,3.192090e-01,0.6444708012,Not_significant,2.602614e+00,4.966918e-01,1.531865e+00,1.543785e+00,3.950721e-01,1.549312e+00,1.542074e-01,1.605167e+00
272,AGIS_Os01g002720,-1.212053e+00, 3.9801907935, 4.217800e+00,7.328973e-02,0.3637592841,Not_significant,2.902735e+01,1.435084e+01,1.713309e+01,1.958066e+01,3.846754e+00,1.487953e+01,3.370532e+00,2.377176e+01
276,AGIS_Os01g002760,-2.045245e-01, 1.8705246531, 3.418999e-01,5.743264e-01,0.8126598103,Not_significant,3.868750e+00,4.913701e+00,4.327891e+00,2.286364e+00,4.886418e+00,2.745810e+00,3.943303e+00,2.012828e+00
278,AGIS_Os01g002780, 1.035442e+00, 3.0145992449, 5.462657e+00,4.692878e-02,0.3035553037,Not_significant,2.133675e+00,1.046600e+01,7.570090e+00,3.009403e+00,1.326610e+01,1.214906e+01,8.767790e+00,6.993942e+00
279,AGIS_Os01g002790,-1.281879e+00,-1.2736956725, 1.403019e+00,2.691196e-01,0.6043044966,Not_significant,2.344697e-01,5.676477e-01,8.031137e-01,3.517484e-01,2.079327e-02,3.988328e-01,4.846517e-01,1.528730e-01
280,AGIS_Os01g002800, 6.486656e-01, 6.4608250838, 8.531656e+00,1.857713e-02,0.1933955687,Not_significant,7.399865e+01,7.076084e+01,6.131922e+01,6.354921e+01,1.580288e+02,9.059640e+01,9.946375e+01,8.669176e+01
282,AGIS_Os01g002820, 2.280558e-01, 2.7825514860, 4.040574e-01,5.423634e-01,0.7960882057,Not_significant,5.275569e+00,5.729694e+00,8.626036e+00,4.768145e+00,1.299579e+01,7.056272e+00,5.947998e+00,4.369621e+00
283,AGIS_Os01g002830, 1.063122e+00, 3.3301656274, 5.549266e+00,4.558345e-02,0.2997623349,Not_significant,5.885190e+00,2.625371e+00,9.622492e+00,8.774168e+00,1.960805e+01,1.363701e+01,1.233659e+01,7.694610e+00
286,AGIS_Os01g002860, 1.579440e-01, 1.0371642227, 8.156180e-02,7.822871e-01,0.9116821563,Not_significant,1.313030e+00,3.459103e+00,1.621100e+00,1.211578e+00,3.867548e+00,1.564652e+00,1.277718e+00,1.821737e+00
290,AGIS_Os01g002900, 8.608327e-02, 5.0348282884, 1.311200e-01,7.264058e-01,0.8868664579,Not_significant,2.844118e+01,4.000143e+01,2.794538e+01,3.054348e+01,4.110829e+01,2.994314e+01,3.672338e+01,2.727510e+01
291,AGIS_Os01g002910,-1.137341e-01, 7.9669717023, 1.283086e-01,7.292560e-01,0.8879487279,Not_significant,2.286314e+02,2.477073e+02,2.501104e+02,2.660390e+02,4.521288e+02,1.718969e+02,2.181594e+02,1.667081e+02
292,AGIS_Os01g002920,-3.063971e-01, 1.8289767034, 8.630253e-01,3.791931e-01,0.6903770235,Not_significant,3.517046e+00,4.452487e+00,4.060186e+00,3.458859e+00,2.266466e+00,3.298040e+00,3.656917e+00,3.426904e+00
294,AGIS_Os01g002940,-1.909015e+00, 4.9924677042, 1.810735e+01,2.638739e-03,0.0650335291,Not_significant,3.528769e+01,4.979335e+01,2.700842e+01,8.721405e+01,5.156730e+00,1.994164e+01,1.945216e+01,1.054824e+01
296,AGIS_Os01g002960,-3.560194e-02,-1.5012038084, 3.694019e-04,9.851261e-01,0.9946173882,Not_significant,0.000000e+00,4.612138e-01,4.610468e-01,2.735821e-01,2.495192e-01,2.761150e-01,8.371257e-01,0.000000e+00
298,AGIS_Os01g002980, 7.671901e-01, 2.2800823059, 5.326080e+00,4.881692e-02,0.3090974217,Not_significant,3.141894e+00,4.026751e+00,3.033985e+00,3.947398e+00,8.254927e+00,5.184826e+00,6.036117e+00,4.955635e+00
299,AGIS_Os01g002990, 1.226481e-01, 1.7631612937, 7.265139e-02,7.941863e-01,0.9172931494,Not_significant,2.977766e+00,6.439254e+00,3.301690e+00,1.074787e+00,2.474399e+00,4.310462e+00,2.929940e+00,3.350468e+00
300,AGIS_Os01g003000, 4.662289e-01, 6.1619481771, 2.350581e+00,1.629344e-01,0.4990407148,Not_significant,4.365826e+01,6.469410e+01,6.375831e+01,6.261121e+01,1.320372e+02,6.451887e+01,6.908490e+01,7.218156e+01
301,AGIS_Os01g003010,-5.764475e-01,-0.1440396140, 7.475361e-01,4.116170e-01,0.7156422434,Not_significant,8.675380e-01,1.383641e+00,5.948991e-01,1.348369e+00,4.158653e-01,6.902875e-01,7.930664e-01,8.662806e-01
304,AGIS_Os01g003040,-1.757376e-02, 1.3360151853, 9.001072e-04,9.767844e-01,0.9913375843,Not_significant,2.883978e+00,1.844855e+00,3.033985e+00,1.661034e+00,1.143630e+00,3.773572e+00,1.387866e+00,4.153051e+00
305,AGIS_Os01g003050, 1.106927e+00, 1.4168949649, 4.337511e+00,7.004083e-02,0.3566837179,Not_significant,5.627273e-01,1.223990e+00,5.086387e+00,1.133411e+00,3.721995e+00,2.883868e+00,4.494043e+00,1.961871e+00
307,AGIS_Os01g003070,-4.466707e-01, 5.6925713527, 4.221681e+00,7.280264e-02,0.3622041524,Not_significant,6.361164e+01,4.677772e+01,5.816625e+01,6.921626e+01,5.616262e+01,3.584893e+01,4.734166e+01,3.634557e+01
308,AGIS_Os01g003080,-4.366461e-01, 3.1918030613, 2.906815e+00,1.253445e-01,0.4507966178,Not_significant,9.941516e+00,1.009349e+01,1.009841e+01,1.141228e+01,5.884495e+00,6.826176e+00,9.979419e+00,8.586369e+00
309,AGIS_Os01g003090, 5.719932e-01,-1.4722332862, 2.996681e-01,5.985399e-01,0.8253095176,Not_significant,1.406818e-01,3.725188e-01,1.487248e-01,3.517484e-01,2.079327e-01,4.141725e-01,2.202962e-01,7.134076e-01
311,AGIS_Os01g003110, 1.386767e+00, 1.4457792181, 1.060218e+01,1.108230e-02,0.1486374646,Not_significant,9.613259e-01,1.631987e+00,1.918549e+00,1.406993e+00,5.427043e+00,3.420758e+00,3.789095e+00,2.955546e+00
312,AGIS_Os01g003120,-1.360951e+00,-0.1473340337, 2.407756e+00,1.584905e-01,0.4936081031,Not_significant,7.971971e-01,9.224275e-01,8.923486e-01,2.071407e+00,4.158653e-02,7.363067e-01,7.930664e-01,6.879287e-01
313,AGIS_Os01g003130, 4.764818e-01, 4.5813479396, 5.647585e+00,4.379005e-02,0.2947995632,Not_significant,1.838243e+01,1.805829e+01,2.624992e+01,1.731384e+01,2.904819e+01,2.374589e+01,3.502710e+01,2.341505e+01
315,AGIS_Os01g003150,-2.985331e-01, 4.1826245600, 1.557196e+00,2.462275e-01,0.5827003912,Not_significant,2.262633e+01,1.750838e+01,2.031580e+01,1.805642e+01,2.499351e+01,1.687369e+01,1.339401e+01,1.123617e+01
316,AGIS_Os01g003160, 4.987669e-01,-0.8525155600, 2.432448e-01,6.346930e-01,0.8432469569,Not_significant,1.875758e-01,5.499087e-01,6.097715e-01,3.517484e-01,6.861778e-01,4.295122e-01,3.084147e-01,9.936748e-01
317,AGIS_Os01g003170, 2.011037e-01, 4.7672321238, 4.408736e-01,5.249620e-01,0.7844840412,Not_significant,1.709284e+01,2.820500e+01,2.650275e+01,2.853070e+01,4.085877e+01,2.208920e+01,3.088553e+01,2.341505e+01
321,AGIS_Os01g003210, 4.815510e-01,-0.3638059574, 2.274433e-01,6.459009e-01,0.8494998661,Not_significant,2.344697e-01,4.612138e-01,4.164293e-01,1.172495e+00,1.788221e+00,1.840767e-01,1.013363e+00,6.879287e-01
322,AGIS_Os01g003220,-4.246831e-01, 3.2006266906, 7.815083e-01,4.019032e-01,0.7078620552,Not_significant,4.900417e+00,1.278981e+01,1.247801e+01,1.049383e+01,1.453449e+01,6.780157e+00,6.961361e+00,4.331403e+00
324,AGIS_Os01g003240, 2.540467e-01, 5.1326495444, 1.130993e+00,3.178654e-01,0.6433098101,Not_significant,3.678830e+01,3.975308e+01,2.165433e+01,2.970320e+01,5.427043e+01,3.179924e+01,3.469666e+01,3.172116e+01
326,AGIS_Os01g003260,-8.155070e-01,-0.2715349576, 9.007587e-01,3.695546e-01,0.6837365274,Not_significant,4.689395e-01,9.224275e-01,1.115436e+00,1.289744e+00,1.247596e+00,2.761150e-01,3.084147e-01,7.134076e-01
328,AGIS_Os01g003280,-5.395866e-01, 1.3295247828, 1.594266e+00,2.411334e-01,0.5784488047,Not_significant,1.336477e+00,2.643110e+00,3.316562e+00,4.533646e+00,1.580288e+00,1.104460e+00,3.040088e+00,2.267617e+00
329,AGIS_Os01g003290,-1.230379e-01, 4.4694681145, 3.590942e-01,5.650505e-01,0.8080182556,Not_significant,2.454898e+01,2.504746e+01,2.086608e+01,2.157390e+01,1.921298e+01,2.578607e+01,1.881330e+01,2.109648e+01
330,AGIS_Os01g003300, 6.989082e-01, 4.1581989254, 4.106453e+00,7.648711e-02,0.3716104266,Not_significant,1.031667e+01,1.390737e+01,1.400987e+01,1.289744e+01,3.859230e+01,1.468011e+01,2.513580e+01,1.303243e+01
332,AGIS_Os01g003320, 1.145497e-01, 3.7755716935, 1.623287e-01,6.973417e-01,0.8738446204,Not_significant,1.376337e+01,1.298494e+01,1.100563e+01,1.238936e+01,2.582524e+01,9.004417e+00,1.035392e+01,1.396240e+01
333,AGIS_Os01g003330, 1.511180e-01,-0.6436486926, 3.411532e-02,8.579081e-01,0.9448455563,Not_significant,7.737501e-01,3.547798e-01,7.733688e-01,4.299147e-01,4.158653e-01,5.675697e-01,8.371257e-01,6.879287e-01
334,AGIS_Os01g003340, 1.526947e+00,-2.3253938694, 6.095764e-01,4.598409e-01,0.7462961354,Not_significant,0.000000e+00,0.000000e+00,1.487248e-01,3.126652e-01,0.000000e+00,2.454356e-01,3.084147e-01,2.802673e-01
336,AGIS_Os01g003360, 1.067899e+00,-0.9856779632, 9.134126e-01,3.662923e-01,0.6814400468,Not_significant,5.627273e-01,3.193018e-01,1.189798e-01,1.758742e-01,5.406250e-01,2.761150e-01,1.343807e+00,4.586191e-01
337,AGIS_Os01g003370,-1.857287e-01,-0.1194665265, 6.308789e-02,8.078050e-01,0.9227929678,Not_significant,7.737501e-01,9.933835e-01,9.815834e-01,7.816630e-01,1.476322e+00,3.067944e-01,6.608887e-01,1.108330e+00
342,AGIS_Os01g003420,-1.214268e+00,-2.0267967338, 5.049549e-01,4.969046e-01,0.7687265437,Not_significant,7.034092e-02,5.144307e-01,4.461743e-02,4.299147e-01,3.326923e-01,4.601917e-02,0.000000e+00,2.420490e-01
344,AGIS_Os01g003440,-1.141915e+00,-0.4219355160, 1.055169e+00,3.337196e-01,0.6569395113,Not_significant,9.378789e-01,6.563427e-01,5.056642e-01,1.328827e+00,4.158653e-02,1.395915e+00,4.405925e-01,3.821826e-01
345,AGIS_Os01g003450,-5.008110e-01, 4.4991670284, 4.510931e+00,6.534402e-02,0.3484297258,Not_significant,3.052796e+01,2.689231e+01,2.110404e+01,2.501322e+01,3.202163e+01,1.431196e+01,1.471579e+01,1.606441e+01
346,AGIS_Os01g003460,-1.223579e-01, 0.9169602660, 5.922011e-02,8.136705e-01,0.9259206944,Not_significant,2.532273e+00,1.844855e+00,1.100563e+00,2.227740e+00,9.980768e-01,1.595331e+00,1.850488e+00,2.675278e+00
347,AGIS_Os01g003470,-1.941101e-01,-0.7958030906, 4.740170e-02,8.329205e-01,0.9348549266,Not_significant,7.503031e-01,3.193018e-01,5.948991e-01,4.299147e-01,1.206010e+00,1.687369e-01,2.863851e-01,5.860133e-01
349,AGIS_Os01g003490,-3.056855e+00, 3.2288773573, 9.149684e+01,1.001674e-05,0.0023979151,DOWN,2.089125e+01,1.851951e+01,9.414278e+00,1.788054e+01,2.911057e+00,1.242518e+00,1.630192e+00,2.267617e+00
350,AGIS_Os01g003500,-2.494755e+00, 6.8143987495, 8.898504e+01,1.113034e-05,0.0024342348,DOWN,2.005654e+02,1.872351e+02,1.527849e+02,2.222268e+02,3.131466e+01,2.506511e+01,4.449984e+01,3.643474e+01
351,AGIS_Os01g003510,-2.589945e-01, 0.2799017261, 9.874699e-02,7.611999e-01,0.9025556407,Not_significant,9.378789e-01,1.383641e+00,1.041073e+00,1.074787e+00,8.317307e-02,1.365235e+00,1.718311e+00,1.808998e+00
352,AGIS_Os01g003520, 8.202693e-01, 7.2152262328, 1.093464e+01,1.029984e-02,0.1432067018,Not_significant,1.080437e+02,9.201215e+01,1.056392e+02,1.154516e+02,2.831419e+02,1.761767e+02,1.600893e+02,1.479174e+02
353,AGIS_Os01g003530,-1.856275e+00,-0.5594377728, 1.864431e+00,2.084614e-01,0.5499466390,Not_significant,1.969546e+00,1.099817e+00,4.461743e-01,5.862473e-01,0.000000e+00,3.374739e-01,3.084147e-01,4.331403e-01
354,AGIS_Os01g003540,-8.121729e-01, 1.2357381767, 3.593895e+00,9.335997e-02,0.4044089581,Not_significant,3.446705e+00,2.447981e+00,2.171382e+00,3.517484e+00,3.035817e+00,1.641350e+00,1.277718e+00,1.044632e+00
356,AGIS_Os01g003560,-4.916723e-01, 0.6102947997, 6.428091e-01,4.453487e-01,0.7364711977,Not_significant,8.440910e-01,2.377025e+00,9.667110e-01,2.853070e+00,6.237980e-01,1.687369e+00,1.872518e+00,7.134076e-01
358,AGIS_Os01g003580, 1.243674e+00, 3.1559386822, 9.367590e+00,1.515146e-02,0.1732154116,Not_significant,3.798410e+00,2.306069e+00,8.120372e+00,7.797089e+00,1.969122e+01,8.252771e+00,1.127917e+01,9.783875e+00
359,AGIS_Os01g003590, 7.074968e-01, 1.7870292317, 4.153708e+00,7.472769e-02,0.3667049344,Not_significant,2.063334e+00,2.164157e+00,4.134548e+00,2.266823e+00,4.033894e+00,3.650854e+00,4.516073e+00,4.484276e+00
360,AGIS_Os01g003600, 4.320031e-01, 6.5886046652, 2.744281e+00,1.353432e-01,0.4657456953,Not_significant,6.574531e+01,8.621150e+01,8.838713e+01,8.291491e+01,1.520820e+02,8.688419e+01,1.192463e+02,8.819501e+01
362,AGIS_Os01g003620,-1.566919e+00,-0.8792401025, 1.054833e+00,3.337924e-01,0.6570174645,Not_significant,3.985985e-01,7.450376e-01,7.436238e-01,5.080810e-01,1.164423e+00,3.988328e-01,0.000000e+00,1.146548e-01
369,AGIS_Os01g003690,-1.765224e-01, 2.1265125095, 2.334224e-01,6.415620e-01,0.8471012902,Not_significant,7.596819e+00,4.044490e+00,2.067274e+00,5.119893e+00,6.237980e+00,3.190662e+00,3.524740e+00,2.904588e+00
370,AGIS_Os01g003700,-2.772168e-02, 5.8090645080, 1.203515e-02,9.152859e-01,0.9674748951,Not_significant,6.030561e+01,5.387332e+01,5.261882e+01,5.626020e+01,3.432968e+01,6.560799e+01,6.648540e+01,5.876695e+01
372,AGIS_Os01g003720, 1.120255e+00,-0.9709155609, 8.485731e-01,3.830841e-01,0.6934584512,Not_significant,2.813637e-01,2.128679e-01,2.379596e-01,1.563326e-01,1.663461e-01,1.257857e+00,1.762370e-01,1.248463e+00
374,AGIS_Os01g003740,-2.403408e+00, 0.2371665531, 3.451024e+00,9.945196e-02,0.4136669477,Not_significant,2.227462e+00,1.951289e+00,9.667110e-01,1.836908e+00,0.000000e+00,1.687369e-01,8.811849e-01,1.133808e+00
375,AGIS_Os01g003750,-2.388997e-01, 0.7579567156, 1.068876e-01,7.519211e-01,0.8989248875,Not_significant,1.805417e+00,1.241729e+00,1.769825e+00,1.582868e+00,2.495192e-01,2.623093e+00,1.321777e+00,2.624321e+00
376,AGIS_Os01g003760, 3.024254e-01, 3.4063906256, 1.560828e+00,2.457218e-01,0.5824765299,Not_significant,8.065759e+00,9.046886e+00,9.473767e+00,1.137320e+01,1.278786e+01,1.127470e+01,1.070640e+01,1.180944e+01
377,AGIS_Os01g003770,-1.937000e-02, 2.1005087330, 3.246830e-03,9.559122e-01,0.9830205921,Not_significant,3.540493e+00,3.813883e+00,3.420670e+00,6.546428e+00,5.343870e+00,3.558816e+00,3.590829e+00,4.216748e+00
378,AGIS_Os01g003780, 9.153359e-01, 2.1181482723, 5.991424e+00,3.924356e-02,0.2817736519,Not_significant,2.039887e+00,2.483459e+00,4.863300e+00,2.892153e+00,5.219110e+00,5.368903e+00,4.472013e+00,7.083118e+00
379,AGIS_Os01g003790,-3.794915e+00, 7.4971575836, 1.901881e+02,5.438482e-07,0.0004258858,DOWN,3.038962e+02,3.661683e+02,3.437773e+02,3.317183e+02,2.368353e+01,1.785544e+01,3.467463e+01,2.326218e+01
380,AGIS_Os01g003800, 5.311677e-01, 5.3276147194, 6.490268e+00,3.340040e-02,0.2628292451,Not_significant,3.045762e+01,3.354443e+01,3.524777e+01,3.144240e+01,5.770132e+01,4.701625e+01,4.546914e+01,4.010370e+01
