GeneID	WTmockLP_1	WTmockLP_2	WTmockLP_3	WTmockLP_4	WTmockHP_1	WTmockHP_2	WTmockHP_3	WTmockHP_4
AGIS_Os03g018940	0	0	0	0	0	0	0	0
AGIS_Os03g018950	0	0	0	0	0	0	0	0
AGIS_Os03g018960	3	21	0	2	0	3	0	0
AGIS_Os03g018970	2	41	15	31	8	22	0	21
AGIS_Os03g018980	0	0	0	0	0	0	0	0
AGIS_Os03g018990	0	0	0	0	0	0	0	0
AGIS_Os03g019000	0	0	0	0	0	0	0	0
AGIS_Os03g019010	0	0	0	0	0	0	0	0
AGIS_Os03g019020	0	0	0	0	0	0	0	0
AGIS_Os03g019030	276	260	565	402	468	285	322	445
AGIS_Os03g019040	1932	3343	3732	2315	5878	3260	2980	3347
AGIS_Os03g019050	120	142	229	125	124	159	126	198
AGIS_Os03g019060	175	231	362	354	91	314	152	325
AGIS_Os03g019070	109	180	230	170	155	208	54	187
AGIS_Os03g019080	0	0	0	0	0	0	0	0
AGIS_Os03g019090	8	50	62	81	68	28	54	34
AGIS_Os03g019100	1560	2108	2446	2291	760	1429	1061	1898
AGIS_Os03g019110	160	293	226	200	763	397	333	510
AGIS_Os03g019120	684	730	855	795	431	680	477	711
AGIS_Os03g019130	0	0	0	0	0	0	0	0
AGIS_Os03g019140	478	457	788	509	940	1183	855	1058
AGIS_Os03g019150	251	231	403	181	46	517	199	684
AGIS_Os03g019160	271	247	515	231	64	400	84	762
AGIS_Os03g019170	1705	2072	2860	2146	3741	2765	2557	2983
AGIS_Os03g019180	759	903	1167	758	429	1787	1237	1494
AGIS_Os03g019190	0	0	0	0	0	0	0	6
AGIS_Os03g019200	0	0	0	0	0	0	0	0
AGIS_Os03g019210	0	0	0	0	0	0	0	0
AGIS_Os03g019220	289	314	294	203	35	217	87	339
AGIS_Os03g019230	694	917	1196	988	1196	1249	699	1296
AGIS_Os03g019240	0	0	0	0	0	0	0	0
AGIS_Os03g019250	2584	4237	4612	2976	590	1354	826	1779
AGIS_Os03g019260	76	73	184	206	146	103	112	197
AGIS_Os03g019270	260	327	355	306	423	336	297	298
AGIS_Os03g019280	0	0	0	0	0	0	0	0
AGIS_Os03g019290	24	93	37	85	229	128	61	80
AGIS_Os03g019300	48	60	84	50	52	51	19	57
AGIS_Os03g019310	0	0	0	0	0	0	0	0
AGIS_Os03g019320	1658	1059	1693	1460	471	2147	689	3138
AGIS_Os03g019330	1910	1954	2983	1971	3122	3232	2538	3024
AGIS_Os03g019340	0	0	0	0	22	0	0	0
AGIS_Os03g019350	42	12	26	10	126	60	5	38
AGIS_Os03g019360	4389	4092	5390	5070	4285	7187	4494	7110
AGIS_Os03g019370	140	195	293	147	178	257	291	316
AGIS_Os03g019380	333	322	349	377	74	230	44	548
AGIS_Os03g019390	0	0	14	0	4	0	2	6
AGIS_Os03g019400	0	0	0	0	0	0	0	0
AGIS_Os03g019410	0	0	0	0	0	0	0	0
AGIS_Os03g019420	18	22	7	44	97	89	30	60
AGIS_Os03g019430	27	51	20	16	63	33	24	81
AGIS_Os03g019440	218	164	508	193	313	659	240	687
AGIS_Os03g019450	830	588	859	643	185	1290	354	1915
AGIS_Os03g019460	4	13	0	22	0	17	0	24
AGIS_Os03g019470	608	917	1140	938	730	706	671	780
AGIS_Os03g019480	265	444	441	337	178	474	212	406
AGIS_Os03g019490	16	24	24	0	10	0	18	72
AGIS_Os03g019500	67	40	41	24	64	22	38	86
AGIS_Os03g019510	0	0	0	0	0	0	0	0
AGIS_Os03g019520	548	948	1509	954	1180	984	1021	1167
AGIS_Os03g019530	574	819	847	650	239	799	674	1103
AGIS_Os03g019540	226	88	272	111	12	187	82	206
AGIS_Os03g019550	0	0	0	0	0	0	0	0
AGIS_Os03g019560	5639	8782	12023	6671	6987	12091	10435	13221
AGIS_Os03g019570	804	846	1021	876	241	1041	757	1455
AGIS_Os03g019580	3777	5260	4770	4860	8250	8429	4442	9069
AGIS_Os03g019590	94	22	34	39	36	37	8	121
AGIS_Os03g019600	115	381	744	283	569	612	378	999
AGIS_Os03g019610	118	224	212	155	4	118	152	265
AGIS_Os03g019620	607	656	1033	587	303	1060	576	1418
AGIS_Os03g019630	78	132	73	149	38	88	58	137
AGIS_Os03g019640	0	7	0	1	0	0	7	0
AGIS_Os03g019650	386	1115	1111	725	870	669	616	871
AGIS_Os03g019660	0	0	0	0	0	0	0	0
AGIS_Os03g019670	172	158	236	133	124	310	209	374
AGIS_Os03g019680	2204	2849	1849	1474	284	2008	204	4632
AGIS_Os03g019690	172	174	262	177	108	194	43	244
AGIS_Os03g019700	99	130	153	152	253	105	44	109
AGIS_Os03g019710	9	26	36	8	32	0	0	8
AGIS_Os03g019720	0	0	0	0	0	0	0	0
AGIS_Os03g019730	0	0	0	0	0	0	0	0
AGIS_Os03g019740	688	903	753	814	41	12	11	10
AGIS_Os03g019750	619	699	730	995	198	246	245	539
AGIS_Os03g019760	0	0	0	0	0	0	0	0
AGIS_Os03g019770	1362	2202	2472	1743	3327	2425	2145	2460
AGIS_Os03g019780	0	0	0	0	0	0	0	0
AGIS_Os03g019790	278	198	300	176	80	239	76	653
AGIS_Os03g019800	56	182	55	44	291	203	78	143
AGIS_Os03g019810	1701	2676	3202	1866	3349	3370	3000	4056
AGIS_Os03g019820	112	117	152	144	28	122	35	434
AGIS_Os03g019830	76	68	94	99	199	80	74	137
AGIS_Os03g019840	0	0	0	0	0	0	0	0
AGIS_Os03g019850	0	0	0	0	0	0	0	0
AGIS_Os03g019860	6	0	0	0	0	0	0	0
AGIS_Os03g019870	0	0	0	0	0	0	0	0
AGIS_Os03g019880	52	42	20	45	0	0	9	5
AGIS_Os03g019890	6	29	30	10	6	4	0	35
AGIS_Os03g019900	3962	8192	8735	6687	16166	9437	6238	8616
AGIS_Os03g019910	0	0	0	0	0	0	0	0
AGIS_Os03g019920	0	0	0	0	0	0	0	0
AGIS_Os03g019930	0	0	0	0	0	0	0	0
AGIS_Os03g019940	304	288	281	190	44	290	68	689
AGIS_Os03g019950	1081	1294	1872	1621	2206	1718	1501	1956
AGIS_Os03g019960	2444	4144	4929	2524	4882	4237	5201	5676
AGIS_Os03g019970	318	484	468	365	132	557	511	709
AGIS_Os03g019980	98	185	277	153	452	252	435	437
AGIS_Os03g019990	0	0	0	0	0	0	0	0
AGIS_Os03g020000	401	628	699	383	458	796	747	1120
AGIS_Os03g020010	6	86	120	86	113	86	18	72
AGIS_Os03g020020	257	336	300	299	123	479	172	599
AGIS_Os03g020030	33	61	52	60	251	133	112	152
AGIS_Os03g020040	876	903	953	802	125	930	163	1911
AGIS_Os03g020050	346	509	613	423	239	522	542	735
AGIS_Os03g020060	29	25	139	17	126	83	113	55
AGIS_Os03g020070	286	372	448	348	405	413	287	392
AGIS_Os03g020080	2881	4837	5981	3854	4477	5740	6259	5883
AGIS_Os03g020090	0	4	0	0	0	0	0	4
AGIS_Os03g020100	0	0	0	0	0	0	0	0
AGIS_Os03g020110	1327	2153	2529	1993	3278	2260	1670	3566
AGIS_Os03g020120	0	0	0	0	0	0	0	0
AGIS_Os03g020130	0	0	0	0	0	4	0	18
AGIS_Os03g020140	0	0	0	0	0	0	0	0
AGIS_Os03g020150	584	661	573	506	114	650	150	1358
AGIS_Os03g020160	39	87	64	23	65	91	47	95
AGIS_Os03g020170	269	314	271	228	75	436	223	384
AGIS_Os03g020180	675	496	824	599	346	1068	514	1355
AGIS_Os03g020190	364	296	280	173	51	246	52	766
AGIS_Os03g020200	6	53	4	40	180	18	102	9
AGIS_Os03g020210	271	469	674	355	880	758	544	1049
AGIS_Os03g020220	61	143	154	88	1	80	65	150
AGIS_Os03g020230	0	4	0	0	0	0	0	0
AGIS_Os03g020240	0	0	8	0	0	0	0	0
AGIS_Os03g020250	0	0	0	0	0	0	0	0
AGIS_Os03g020260	0	0	0	0	0	0	0	0
AGIS_Os03g020270	12	114	37	18	14	28	21	67
AGIS_Os03g020280	144	213	177	119	238	212	191	333
AGIS_Os03g020290	945	916	1560	870	777	1489	1060	1869
AGIS_Os03g020300	498	431	756	484	385	639	516	776
AGIS_Os03g020310	1664	2621	2571	2568	5653	2811	2632	3363
AGIS_Os03g020320	1423	1456	2286	1264	920	2283	1640	3107
AGIS_Os03g020330	2231	2658	3702	2769	1665	3960	3168	4492
AGIS_Os03g020340	0	0	0	0	0	0	0	0
AGIS_Os03g020350	0	0	0	0	0	0	0	0
AGIS_Os03g020360	949	1100	1125	1181	1245	1476	803	1741
AGIS_Os03g020370	32	73	109	65	55	76	62	36
AGIS_Os03g020380	221	628	755	871	1248	738	658	1051
AGIS_Os03g020390	535	626	988	754	571	1139	717	1239
AGIS_Os03g020400	6094	8206	9913	7134	12617	9870	9390	8285
AGIS_Os03g020410	80	74	103	85	16	51	26	66
AGIS_Os03g020420	1291	2189	2231	1947	1741	2047	1580	2017
AGIS_Os03g020430	0	0	0	0	0	0	0	0
AGIS_Os03g020440	0	0	0	0	0	0	0	0
AGIS_Os03g020450	0	0	0	0	0	0	0	0
AGIS_Os03g020460	160	173	277	157	33	138	36	330
AGIS_Os03g020470	1516	1624	2578	1862	1255	2994	2565	3203
AGIS_Os03g020480	3087	4159	4940	3825	855	5827	2067	6588
AGIS_Os03g020490	607	460	525	329	162	747	124	1468
AGIS_Os03g020500	0	0	0	0	0	0	0	0
AGIS_Os03g020510	0	0	0	0	0	0	0	0
AGIS_Os03g020520	0	0	6	0	0	0	0	0
AGIS_Os03g020530	1602	1912	2702	1893	2831	2080	2318	2260
AGIS_Os03g020540	74	101	147	95	120	160	60	148
AGIS_Os03g020550	0	0	0	2	0	0	0	0
AGIS_Os03g020560	0	0	0	0	0	0	0	0
AGIS_Os03g020570	0	0	0	0	0	0	0	0
AGIS_Os03g020580	0	0	0	0	0	0	0	0
AGIS_Os03g020590	5341	7715	8952	7441	7709	9839	6946	9487
AGIS_Os03g020600	325	616	547	439	184	605	396	747
AGIS_Os03g020610	74	49	54	60	0	60	12	252
AGIS_Os03g020620	0	0	0	0	0	0	0	0
AGIS_Os03g020630	30	45	24	15	0	28	0	44
AGIS_Os03g020640	0	0	0	0	0	0	0	0
AGIS_Os03g020650	0	0	0	0	0	0	0	0
AGIS_Os03g020660	0	0	0	0	0	0	0	0
AGIS_Os03g020670	0	0	0	0	0	0	0	0
AGIS_Os03g020680	0	0	0	0	0	0	0	0
AGIS_Os03g020690	0	0	0	0	0	0	0	0
AGIS_Os03g020700	0	0	0	0	0	0	0	0
AGIS_Os03g020710	0	0	0	0	0	0	0	0
AGIS_Os03g020720	0	0	0	0	0	0	0	0
AGIS_Os03g020730	0	0	0	0	0	0	0	0
AGIS_Os03g020740	0	0	0	0	0	0	0	0
AGIS_Os03g020750	0	0	0	0	0	0	0	0
AGIS_Os03g020760	0	0	0	0	0	0	0	0
AGIS_Os03g020770	0	0	0	0	0	0	0	0
AGIS_Os03g020780	0	0	0	0	0	0	0	0
AGIS_Os03g020790	0	0	0	0	0	0	0	0
AGIS_Os03g020800	0	0	0	0	0	0	0	0
AGIS_Os03g020810	0	0	0	0	0	0	0	0
AGIS_Os03g020820	0	0	0	0	0	0	0	0
AGIS_Os03g020830	0	0	0	0	0	0	0	0
AGIS_Os03g020840	0	0	0	0	0	0	0	0
AGIS_Os03g020850	0	0	0	0	0	0	0	0
AGIS_Os03g020860	0	0	0	0	0	0	0	0
AGIS_Os03g020870	0	0	0	0	0	0	0	0
AGIS_Os03g020880	0	0	0	0	0	0	0	0
AGIS_Os03g020890	0	0	0	0	0	0	0	0
AGIS_Os03g020900	0	0	0	0	0	0	0	0
AGIS_Os03g020910	0	0	0	0	0	0	0	0
AGIS_Os03g020920	0	0	0	0	0	0	0	0
AGIS_Os03g020930	0	0	0	0	0	0	0	0
AGIS_Os03g020940	0	0	0	0	0	0	0	0
AGIS_Os03g020950	0	0	0	0	0	0	0	0
AGIS_Os03g020960	0	0	0	0	0	0	0	0
AGIS_Os03g020970	0	0	0	0	0	0	0	0
AGIS_Os03g020980	0	0	0	0	0	0	0	0
AGIS_Os03g020990	0	0	0	0	0	0	0	0
AGIS_Os03g021000	0	0	0	0	0	0	0	0
AGIS_Os03g021010	0	0	0	0	0	0	0	0
AGIS_Os03g021020	0	0	0	0	0	0	0	0
AGIS_Os03g021030	0	0	0	0	0	0	0	0
AGIS_Os03g021040	0	0	0	0	0	0	0	0
AGIS_Os03g021050	0	0	0	0	0	0	0	0
AGIS_Os03g021060	0	0	0	0	0	0	0	0
AGIS_Os03g021070	0	0	0	0	0	0	0	0
AGIS_Os03g021080	0	0	0	0	0	0	0	0
AGIS_Os03g021090	0	0	0	0	0	0	0	0
AGIS_Os03g021100	0	0	0	0	0	0	0	0
AGIS_Os03g021110	0	0	0	0	0	0	0	0
AGIS_Os03g021120	0	0	0	0	0	0	0	0
AGIS_Os03g021130	0	0	0	0	0	0	0	0
AGIS_Os03g021140	1	0	0	0	14	0	0	0
AGIS_Os03g021150	0	0	0	0	0	0	0	0
AGIS_Os03g021160	0	0	0	0	0	0	0	0
AGIS_Os03g021170	0	0	0	0	0	0	0	0
AGIS_Os03g021180	0	0	0	0	0	0	0	0
AGIS_Os03g021190	0	0	0	0	0	0	0	0
AGIS_Os03g021200	0	0	0	0	0	0	0	0
AGIS_Os03g021210	0	0	0	0	0	0	0	0
AGIS_Os03g021220	367	323	401	423	648	525	336	369
AGIS_Os03g021230	261	472	436	421	694	572	451	519
AGIS_Os03g021240	257	467	334	418	704	472	412	406
AGIS_Os03g021250	34	56	25	11	110	42	56	22
AGIS_Os03g021260	2617	2795	4579	3031	2173	5523	3597	7352
AGIS_Os03g021270	290	324	593	343	714	489	556	952
AGIS_Os03g021280	393	437	598	404	405	532	541	466
AGIS_Os03g021290	32	74	56	69	44	32	4	91
AGIS_Os03g021300	0	0	0	0	0	0	0	0
AGIS_Os03g021310	0	0	0	0	0	0	0	0
AGIS_Os03g021320	0	0	0	0	0	0	0	0
AGIS_Os03g021330	327	402	529	328	52	238	306	402
AGIS_Os03g021340	733	1804	1151	1146	1857	1379	903	1247
AGIS_Os03g021350	434	521	663	562	353	466	457	338
AGIS_Os03g021360	13	0	6	0	0	0	0	0
AGIS_Os03g021370	439	457	660	568	419	540	429	539
AGIS_Os03g021380	4	0	0	4	0	4	0	0
AGIS_Os03g021390	0	0	0	0	0	0	0	0
AGIS_Os03g021400	0	0	0	0	0	0	0	0
AGIS_Os03g021410	48	17	32	53	11	36	8	18
AGIS_Os03g021420	0	0	0	0	0	0	0	0
AGIS_Os03g021430	0	0	0	0	0	0	0	0
AGIS_Os03g021440	28	0	0	15	30	14	0	18
AGIS_Os03g021450	0	0	0	0	0	0	0	0
AGIS_Os03g021460	22	46	22	6	0	10	6	101
AGIS_Os03g021470	6	0	0	0	0	0	0	8
AGIS_Os03g021480	424	450	696	539	172	525	250	1188
AGIS_Os03g021490	518	828	1006	771	479	773	729	1063
AGIS_Os03g021500	0	0	0	0	0	0	0	0
AGIS_Os03g021510	0	0	0	0	0	0	0	0
AGIS_Os03g021520	0	0	0	0	0	0	0	0
AGIS_Os03g021530	1768	2060	3408	1907	1044	3617	1830	5459
AGIS_Os03g021540	0	0	0	0	0	0	0	0
AGIS_Os03g021550	0	0	0	0	0	0	0	0
AGIS_Os03g021560	0	0	0	0	0	0	0	0
AGIS_Os03g021570	0	0	0	0	0	0	0	0
AGIS_Os03g021580	0	0	0	0	0	0	0	0
AGIS_Os03g021590	0	0	0	0	0	0	0	0
AGIS_Os03g021600	0	0	0	0	0	0	0	0
AGIS_Os03g021610	0	0	0	0	0	0	0	0
AGIS_Os03g021620	0	0	0	0	0	0	18	0
AGIS_Os03g021630	0	0	0	0	1	12	0	0
AGIS_Os03g021640	1000	714	1025	768	344	1384	329	2251
AGIS_Os03g021650	0	0	0	0	0	0	0	0
AGIS_Os03g021660	883	1520	1556	1120	554	1347	674	1391
AGIS_Os03g021670	24	4	5	8	8	59	1	24
AGIS_Os03g021680	0	0	0	0	0	0	0	0
AGIS_Os03g021690	15	0	16	18	0	2	8	0
AGIS_Os03g021700	0	0	0	0	0	0	0	0
AGIS_Os03g021710	832	895	1104	1482	306	171	157	233
AGIS_Os03g021720	0	0	0	0	0	0	0	0
AGIS_Os03g021730	955	1563	1705	1276	775	1836	1054	2076
AGIS_Os03g021740	1138	850	1308	933	676	1859	1020	1872
AGIS_Os03g021750	0	0	0	0	0	0	0	11
AGIS_Os03g021760	0	0	0	0	0	0	0	0
AGIS_Os03g021770	0	0	0	0	0	0	0	0
AGIS_Os03g021780	168	143	225	116	242	201	133	169
AGIS_Os03g021790	223	243	256	217	72	450	124	443
AGIS_Os03g021800	0	0	0	0	0	0	0	13
AGIS_Os03g021810	8	38	0	0	0	16	0	8
AGIS_Os03g021820	0	0	0	0	0	0	0	0
AGIS_Os03g021830	150	279	235	258	538	355	248	548
AGIS_Os03g021840	1238	1631	1603	1359	2006	1998	1773	1655
AGIS_Os03g021850	5	68	34	66	0	40	47	30
AGIS_Os03g021860	3803	6100	5461	4929	2131	2848	2271	3528
AGIS_Os03g021870	372	451	521	336	1010	398	281	539
AGIS_Os03g021880	0	0	0	0	0	0	0	0
AGIS_Os03g021890	0	0	0	0	0	0	0	0
AGIS_Os03g021900	0	0	0	0	0	0	0	0
AGIS_Os03g021910	0	6	6	10	6	30	6	35
AGIS_Os03g021920	0	0	0	0	0	0	0	0
AGIS_Os03g021930	80	65	0	0	83	55	1	18
AGIS_Os03g021940	0	0	0	0	0	0	0	0
AGIS_Os03g021950	0	0	0	0	0	0	0	0
AGIS_Os03g021960	866	922	1362	1281	516	248	271	431
AGIS_Os03g021970	0	0	0	0	0	0	0	0
AGIS_Os03g021980	0	0	0	0	0	0	0	0
AGIS_Os03g021990	6	6	0	8	0	0	10	0
AGIS_Os03g022000	18	73	55	18	90	51	32	30
AGIS_Os03g022010	0	0	0	0	0	0	0	0
AGIS_Os03g022020	0	0	0	0	0	0	0	0
AGIS_Os03g022030	3	8	18	2	0	0	0	5
AGIS_Os03g022040	427	704	829	374	278	218	92	271
AGIS_Os03g022050	270	668	547	510	519	295	356	473
AGIS_Os03g022060	262	226	221	183	173	387	131	288
AGIS_Os03g022070	68	83	72	83	145	79	84	74
AGIS_Os03g022080	24	56	31	23	22	16	22	43
AGIS_Os03g022090	123	70	87	72	102	105	15	203
AGIS_Os03g022100	284	241	379	228	132	258	204	270
AGIS_Os03g022110	660	729	822	532	287	997	409	1211
AGIS_Os03g022120	186	189	234	192	0	244	36	315
AGIS_Os03g022130	180	272	326	202	379	417	406	356
AGIS_Os03g022140	521	667	909	601	1457	729	498	988
AGIS_Os03g022150	375	370	632	354	136	497	325	676
AGIS_Os03g022160	58	67	56	68	42	194	10	184
AGIS_Os03g022170	0	0	0	0	0	0	0	0
AGIS_Os03g022180	0	0	0	0	0	0	0	0
AGIS_Os03g022190	0	0	0	0	0	0	0	0
AGIS_Os03g022200	0	0	0	0	0	0	0	0
AGIS_Os03g022210	0	0	0	0	0	0	0	0
AGIS_Os03g022220	0	0	0	0	0	0	0	0
AGIS_Os03g022230	0	0	0	0	0	0	0	0
AGIS_Os03g022240	2587	7679	4917	4033	1063	813	566	1515
AGIS_Os03g022250	739	1092	1235	959	1773	1193	869	1491
AGIS_Os03g022260	346	473	582	288	580	595	748	478
AGIS_Os03g022270	0	0	16	2	8	18	24	28
AGIS_Os03g022280	1570	1829	2760	1729	2007	3028	1822	4027
AGIS_Os03g022290	0	0	0	0	32	0	0	0
AGIS_Os03g022300	0	0	0	0	0	0	0	0
AGIS_Os03g022310	0	0	0	0	0	0	0	0
AGIS_Os03g022320	271	345	385	397	150	298	182	495
AGIS_Os03g022330	44	33	18	7	0	8	0	43
AGIS_Os03g022340	98	144	169	119	178	183	82	188
AGIS_Os03g022350	616	711	763	666	209	789	324	1069
AGIS_Os03g022360	4444	7706	7974	7453	13315	7738	6381	8214
AGIS_Os03g022370	0	0	0	0	0	0	0	0
AGIS_Os03g022380	0	0	0	0	0	0	0	0
AGIS_Os03g022390	0	0	30	0	0	0	0	0
AGIS_Os03g022400	0	0	0	0	0	0	0	0
AGIS_Os03g022410	0	0	0	0	0	0	0	0
AGIS_Os03g022420	0	0	0	0	0	0	0	0
AGIS_Os03g022430	0	0	0	0	0	0	0	0
AGIS_Os03g022440	0	0	0	0	0	0	0	0
AGIS_Os03g022450	152	249	278	220	335	299	187	247
AGIS_Os03g022460	985	1458	1252	1064	2010	2162	1583	1840
AGIS_Os03g022470	179	515	933	217	1292	714	909	551
AGIS_Os03g022480	0	0	0	0	0	0	0	0
AGIS_Os03g022490	21	186	218	66	428	273	550	243
AGIS_Os03g022500	0	0	0	0	0	0	0	0
AGIS_Os03g022510	0	0	0	0	0	0	0	0
AGIS_Os03g022520	0	0	0	0	0	0	0	0
AGIS_Os03g022530	2254	5901	5541	2704	1357	377	437	306
AGIS_Os03g022540	15016	22882	23090	15154	23135	14731	13422	18229
AGIS_Os03g022550	94	280	392	127	167	396	231	224
AGIS_Os03g022560	0	0	0	0	0	0	0	0
AGIS_Os03g022570	173	397	687	347	181	419	162	217
AGIS_Os03g022580	0	0	8	0	0	0	0	0
AGIS_Os03g022590	320	896	1216	1035	461	649	407	478
AGIS_Os03g022600	0	0	0	0	0	0	0	0
AGIS_Os03g022610	232	378	264	339	150	329	326	363
AGIS_Os03g022620	497	637	603	522	286	707	389	846
AGIS_Os03g022630	0	0	0	0	0	0	0	0
AGIS_Os03g022640	534	620	667	458	1524	1123	789	1231
AGIS_Os03g022650	0	8	0	0	0	10	0	0
AGIS_Os03g022660	169	134	202	155	86	181	11	220
AGIS_Os03g022670	199	238	191	286	434	362	177	430
AGIS_Os03g022680	0	0	0	0	0	0	0	0
AGIS_Os03g022690	435	2876	3136	2539	1998	1061	1511	1449
AGIS_Os03g022700	326	252	655	341	381	455	737	843
AGIS_Os03g022710	6	14	26	0	0	10	36	40
AGIS_Os03g022720	0	0	0	0	0	0	0	0
AGIS_Os03g022730	21	18	10	22	0	28	0	35
AGIS_Os03g022740	299	695	770	529	323	562	524	898
AGIS_Os03g022750	0	0	6	0	0	0	4	4
AGIS_Os03g022760	8	0	8	4	0	0	0	0
AGIS_Os03g022770	0	0	0	0	0	0	0	0
AGIS_Os03g022780	0	0	0	0	0	0	0	0
AGIS_Os03g022790	0	0	0	0	0	0	0	0
AGIS_Os03g022800	0	0	12	0	0	0	0	0
AGIS_Os03g022810	0	0	0	0	0	0	0	0
AGIS_Os03g022820	0	0	0	0	0	0	0	0
AGIS_Os03g022830	0	0	0	0	0	0	0	0
AGIS_Os03g022840	0	0	0	0	0	0	0	0
AGIS_Os03g022850	0	0	0	0	0	0	0	0
AGIS_Os03g022860	907	939	1193	907	369	1799	587	2015
AGIS_Os03g022870	97	154	141	96	127	191	112	230
AGIS_Os03g022880	405	510	575	409	85	477	174	728
AGIS_Os03g022890	0	0	0	0	0	6	0	0
AGIS_Os03g022900	0	0	0	0	0	0	0	0
AGIS_Os03g022910	0	18	0	0	9	0	0	0
AGIS_Os03g022920	2	31	8	6	0	0	0	0
AGIS_Os03g022930	11	10	28	11	112	40	48	8
AGIS_Os03g022940	1	0	8	12	52	9	12	0
AGIS_Os03g022950	0	0	0	0	0	0	0	0
AGIS_Os03g022960	0	0	0	0	0	0	0	0
AGIS_Os03g022970	545	669	933	609	679	926	506	1006
AGIS_Os03g022980	554	611	593	492	546	452	282	398
AGIS_Os03g022990	152	123	189	154	41	167	90	313
AGIS_Os03g023000	219	369	308	161	162	288	154	222
AGIS_Os03g023010	612	1140	921	795	2005	1442	1055	1425
AGIS_Os03g023020	0	0	0	0	0	0	0	0
AGIS_Os03g023030	102	101	156	175	203	162	113	212
AGIS_Os03g023040	0	0	0	7	0	0	0	0
AGIS_Os03g023050	148	348	284	155	288	238	154	185
AGIS_Os03g023060	0	0	0	0	0	0	0	0
AGIS_Os03g023070	0	0	0	0	22	0	0	0
AGIS_Os03g023080	0	0	0	0	0	0	0	0
AGIS_Os03g023090	0	0	0	0	0	0	0	0
AGIS_Os03g023100	0	0	0	0	0	0	0	0
AGIS_Os03g023110	624	925	1103	800	3204	1761	1198	1925
AGIS_Os03g023120	41	37	15	22	44	18	40	113
AGIS_Os03g023130	2633	2590	3395	2850	2108	4104	2243	4281
AGIS_Os03g023140	0	0	0	0	0	0	0	0
AGIS_Os03g023150	0	0	0	0	0	0	0	16
AGIS_Os03g023160	770	927	1162	971	561	546	731	820
AGIS_Os03g023170	929	1276	1580	1167	625	1689	839	1683
AGIS_Os03g023180	549	847	979	721	718	1160	846	1291
AGIS_Os03g023190	0	0	0	0	0	14	0	0
AGIS_Os03g023200	0	16	0	0	0	0	0	0
AGIS_Os03g023210	238	99	284	243	89	286	220	433
AGIS_Os03g023220	0	0	0	0	0	0	0	0
AGIS_Os03g023230	0	0	0	0	0	0	0	0
AGIS_Os03g023240	216	207	266	304	178	279	352	461
AGIS_Os03g023250	145	370	232	281	131	289	110	662
AGIS_Os03g023260	0	0	0	0	0	0	8	0
AGIS_Os03g023270	0	0	0	0	0	0	0	0
AGIS_Os03g023280	326	327	422	363	143	462	265	665
AGIS_Os03g023290	127	156	164	144	64	247	192	214
AGIS_Os03g023300	0	0	0	0	0	0	0	0
AGIS_Os03g023310	0	0	0	0	0	0	0	0
AGIS_Os03g023320	0	2	0	0	25	17	6	56
AGIS_Os03g023330	0	0	0	4	20	0	20	0
AGIS_Os03g023340	0	0	0	0	0	0	0	0
AGIS_Os03g023350	716	734	1234	737	465	1321	938	1666
AGIS_Os03g023360	133	91	121	156	112	159	81	198
AGIS_Os03g023370	103	198	144	151	119	64	126	141
AGIS_Os03g023380	286	648	448	431	404	591	234	781
AGIS_Os03g023390	0	0	0	0	0	0	0	0
AGIS_Os03g023400	0	0	0	0	0	0	0	0
AGIS_Os03g023410	0	0	0	0	0	0	0	0
AGIS_Os03g023420	0	0	0	0	0	0	0	0
AGIS_Os03g023430	0	0	0	0	0	0	0	0
AGIS_Os03g023440	0	0	0	0	0	0	0	0
AGIS_Os03g023450	0	20	0	0	0	0	0	0
AGIS_Os03g023460	0	0	0	0	0	0	0	0
AGIS_Os03g023470	39	2	0	26	0	15	10	197
AGIS_Os03g023480	22	41	42	29	6	19	0	117
AGIS_Os03g023490	0	0	0	0	0	0	0	0
AGIS_Os03g023500	0	0	0	0	0	0	0	0
AGIS_Os03g023510	0	0	0	0	0	0	0	0
AGIS_Os03g023520	0	0	0	0	0	0	1	0
AGIS_Os03g023530	0	0	0	0	0	0	0	0
AGIS_Os03g023540	0	0	0	0	0	0	0	0
AGIS_Os03g023550	42	36	58	54	19	34	16	52
AGIS_Os03g023560	337	293	583	288	227	369	336	412
AGIS_Os03g023570	1116	1622	1642	1368	817	952	727	881
AGIS_Os03g023580	0	0	0	0	0	0	0	0
AGIS_Os03g023590	0	0	0	0	0	0	0	0
AGIS_Os03g023600	0	0	0	8	18	14	22	44
AGIS_Os03g023610	12	14	9	3	0	18	16	13
AGIS_Os03g023620	0	0	0	0	0	0	0	0
AGIS_Os03g023630	0	0	0	0	0	0	0	0
AGIS_Os03g023640	2	1	0	4	4	0	0	0
AGIS_Os03g023650	0	0	0	0	0	0	0	0
AGIS_Os03g023660	0	0	0	0	0	0	0	0
AGIS_Os03g023670	0	0	0	0	0	0	0	0
AGIS_Os03g023680	0	0	0	0	0	0	0	0
AGIS_Os03g023690	0	6	14	2	0	0	0	0
AGIS_Os03g023700	0	0	0	0	0	0	0	0
AGIS_Os03g023710	38	6	16	6	0	20	22	0
AGIS_Os03g023720	1318	1651	1903	1617	869	1780	1067	2800
AGIS_Os03g023730	0	2	0	0	0	0	0	0
AGIS_Os03g023740	0	0	0	0	0	0	0	0
AGIS_Os03g023750	22	0	30	44	81	26	26	9
