GeneID	WTmockLP_1	WTmockLP_2	WTmockLP_3	WTmockLP_4	WTmockHP_1	WTmockHP_2	WTmockHP_3	WTmockHP_4
AGIS_Os06g017770	0	0	0	0	0	0	0	0
AGIS_Os06g017780	0	0	0	0	0	0	0	0
AGIS_Os06g017790	199	190	208	99	87	359	156	498
AGIS_Os06g017800	525	937	871	623	271	843	543	824
AGIS_Os06g017810	0	0	0	0	0	0	0	0
AGIS_Os06g017820	0	0	0	0	0	0	0	0
AGIS_Os06g017830	0	0	0	10	0	0	0	1
AGIS_Os06g017840	134	268	151	105	105	163	139	270
AGIS_Os06g017850	718	848	1471	1542	1571	1925	1187	3012
AGIS_Os06g017860	35	66	41	5	46	60	0	178
AGIS_Os06g017870	30	18	15	9	12	22	16	30
AGIS_Os06g017880	0	0	0	0	0	0	0	0
AGIS_Os06g017890	0	0	0	0	0	0	0	0
AGIS_Os06g017900	1019	850	1409	914	308	1706	671	2012
AGIS_Os06g017910	0	0	0	0	0	0	0	0
AGIS_Os06g017920	1	0	0	29	32	8	0	20
AGIS_Os06g017930	0	0	2	0	69	58	0	0
AGIS_Os06g017940	0	0	0	0	0	0	0	0
AGIS_Os06g017950	0	0	8	2	83	22	12	0
AGIS_Os06g017960	823	1597	1968	771	3570	2279	1652	2440
AGIS_Os06g017970	0	0	0	0	0	0	0	0
AGIS_Os06g017980	0	0	0	0	0	0	0	0
AGIS_Os06g017990	0	0	0	0	0	0	0	0
AGIS_Os06g018000	0	0	0	0	0	16	0	0
AGIS_Os06g018010	24	2	25	27	86	66	34	109
AGIS_Os06g018020	0	0	0	0	0	0	0	0
AGIS_Os06g018030	0	0	0	0	0	0	0	0
AGIS_Os06g018040	0	0	0	0	0	0	0	0
AGIS_Os06g018050	0	0	0	0	0	0	0	0
AGIS_Os06g018060	0	0	0	0	0	0	0	0
AGIS_Os06g018070	0	0	0	0	0	0	0	0
AGIS_Os06g018080	0	0	0	0	0	0	0	0
AGIS_Os06g018090	0	0	0	0	0	0	0	0
AGIS_Os06g018100	12	0	10	3	18	73	12	24
AGIS_Os06g018110	27	46	94	36	53	37	108	81
AGIS_Os06g018120	441	406	507	550	72	353	179	418
AGIS_Os06g018130	0	0	0	0	0	0	0	0
AGIS_Os06g018140	428	514	662	475	888	656	631	768
AGIS_Os06g018150	122	135	186	157	144	129	122	184
AGIS_Os06g018160	897	765	1680	715	611	1483	1206	2335
AGIS_Os06g018170	0	0	0	0	0	0	0	0
AGIS_Os06g018180	980	889	1418	957	1057	1677	904	1515
AGIS_Os06g018190	304	425	531	379	371	497	346	718
AGIS_Os06g018200	185	259	299	212	18	216	57	284
AGIS_Os06g018210	3	24	7	8	0	0	0	0
AGIS_Os06g018220	430	389	693	517	433	538	390	753
AGIS_Os06g018230	0	0	18	0	0	0	0	2
AGIS_Os06g018240	0	0	0	0	0	0	0	0
AGIS_Os06g018250	0	0	0	0	0	0	0	0
AGIS_Os06g018260	0	1	0	0	0	0	0	0
AGIS_Os06g018270	0	0	0	0	0	0	0	0
AGIS_Os06g018280	0	0	0	0	0	0	0	0
AGIS_Os06g018290	18	34	33	29	0	106	20	74
AGIS_Os06g018300	0	0	0	0	0	0	0	0
AGIS_Os06g018310	0	0	0	0	0	0	0	0
AGIS_Os06g018320	0	0	0	0	0	0	0	0
AGIS_Os06g018330	0	0	0	0	0	0	0	0
AGIS_Os06g018340	78	116	95	60	126	136	105	220
AGIS_Os06g018350	0	0	0	0	0	0	0	0
AGIS_Os06g018360	0	0	0	0	0	0	0	0
AGIS_Os06g018370	0	0	0	0	0	0	0	0
AGIS_Os06g018380	221	379	445	303	222	328	144	461
AGIS_Os06g018390	821	837	1204	1013	577	1233	781	1515
AGIS_Os06g018400	0	0	0	4	0	0	0	0
AGIS_Os06g018410	0	0	0	0	0	0	0	0
AGIS_Os06g018420	0	0	0	0	0	0	0	0
AGIS_Os06g018430	0	0	0	0	0	0	0	0
AGIS_Os06g018440	0	0	0	0	0	0	0	0
AGIS_Os06g018450	0	0	0	0	0	0	0	0
AGIS_Os06g018460	0	0	0	0	0	0	0	0
AGIS_Os06g018470	0	0	0	0	0	0	0	0
AGIS_Os06g018480	0	0	0	0	0	0	0	0
AGIS_Os06g018490	0	0	0	0	0	0	0	0
AGIS_Os06g018500	0	0	0	0	0	0	0	0
AGIS_Os06g018510	0	0	4	12	0	15	0	0
AGIS_Os06g018520	0	0	0	0	0	0	0	0
AGIS_Os06g018530	24	3	17	7	32	24	7	10
AGIS_Os06g018540	136	36	142	62	0	6	4	6
AGIS_Os06g018550	159	50	35	25	84	126	90	130
AGIS_Os06g018560	0	0	0	0	0	0	0	0
AGIS_Os06g018570	0	0	0	0	0	0	0	0
AGIS_Os06g018580	56	54	16	34	5	90	23	38
AGIS_Os06g018590	0	0	0	0	0	0	0	0
AGIS_Os06g018600	0	0	0	0	0	0	0	0
AGIS_Os06g018610	0	0	0	0	0	0	0	0
AGIS_Os06g018620	26	24	34	20	0	0	0	69
AGIS_Os06g018630	73	46	34	59	0	58	10	64
AGIS_Os06g018640	64	79	64	83	15	26	6	66
AGIS_Os06g018650	30	18	23	7	0	36	41	18
AGIS_Os06g018660	5	0	38	30	44	14	18	6
AGIS_Os06g018670	0	0	0	0	0	0	0	0
AGIS_Os06g018680	0	0	0	0	0	0	0	0
AGIS_Os06g018690	0	0	0	0	0	0	0	0
AGIS_Os06g018700	0	0	0	0	0	0	0	0
AGIS_Os06g018710	10	2	14	2	9	10	0	9
AGIS_Os06g018720	0	0	0	0	0	0	0	0
AGIS_Os06g018730	0	0	0	0	0	0	0	0
AGIS_Os06g018740	0	0	0	0	0	0	0	0
AGIS_Os06g018750	0	0	0	0	0	0	0	0
AGIS_Os06g018760	0	0	0	0	0	0	0	0
AGIS_Os06g018770	0	0	0	0	0	0	0	0
AGIS_Os06g018780	0	0	0	0	0	0	0	0
AGIS_Os06g018790	0	0	0	0	0	0	0	0
AGIS_Os06g018800	0	0	0	0	0	0	0	0
AGIS_Os06g018810	0	0	0	0	0	0	0	0
AGIS_Os06g018820	0	0	0	0	0	0	0	0
AGIS_Os06g018830	0	0	0	0	0	0	0	0
AGIS_Os06g018840	0	0	0	0	0	0	0	0
AGIS_Os06g018850	0	0	0	0	0	0	0	0
AGIS_Os06g018860	0	0	0	0	0	0	0	0
AGIS_Os06g018870	79	60	113	86	50	109	46	143
AGIS_Os06g018880	0	4	0	0	0	0	0	0
AGIS_Os06g018890	599	777	1072	652	797	1034	756	1053
AGIS_Os06g018900	0	0	0	0	0	0	0	0
AGIS_Os06g018910	0	0	0	0	0	0	0	0
AGIS_Os06g018920	0	0	0	0	0	0	0	0
AGIS_Os06g018930	0	0	0	0	0	0	0	0
AGIS_Os06g018940	0	0	0	0	0	0	0	0
AGIS_Os06g018950	0	0	0	0	0	0	0	0
AGIS_Os06g018960	0	0	0	0	0	0	0	0
AGIS_Os06g018970	0	0	0	0	0	0	0	0
AGIS_Os06g018980	0	0	0	0	0	0	0	0
AGIS_Os06g018990	0	0	0	0	0	0	0	0
AGIS_Os06g019000	0	0	0	0	0	0	0	0
AGIS_Os06g019010	0	0	0	0	0	0	0	0
AGIS_Os06g019020	0	0	0	0	0	0	0	0
AGIS_Os06g019030	0	2	0	0	0	0	0	0
AGIS_Os06g019040	0	0	0	0	0	0	0	0
AGIS_Os06g019050	0	0	0	0	0	0	0	0
AGIS_Os06g019060	0	0	0	0	0	0	0	0
AGIS_Os06g019070	0	0	0	0	0	0	0	0
AGIS_Os06g019080	0	0	0	0	0	0	0	0
AGIS_Os06g019090	0	0	0	0	0	0	0	0
AGIS_Os06g019100	0	0	0	0	0	0	0	0
AGIS_Os06g019110	0	0	0	0	0	0	0	0
AGIS_Os06g019120	383	577	493	286	361	623	404	551
AGIS_Os06g019130	112	181	237	142	194	213	179	243
AGIS_Os06g019140	0	0	0	0	0	0	0	0
AGIS_Os06g019150	935	1122	1616	1061	2046	1031	862	984
AGIS_Os06g019160	44	12	16	22	46	41	28	133
AGIS_Os06g019170	1219	1526	1710	1376	558	1406	860	1407
AGIS_Os06g019180	463	1179	1641	746	1380	1028	1393	1249
AGIS_Os06g019190	0	0	0	0	0	0	0	0
AGIS_Os06g019200	0	0	0	0	0	0	0	0
AGIS_Os06g019210	0	0	0	0	0	0	0	0
AGIS_Os06g019220	0	8	0	8	0	0	0	8
AGIS_Os06g019230	0	0	0	4	0	0	0	0
AGIS_Os06g019240	805	797	761	681	517	974	441	1516
AGIS_Os06g019250	566	791	1244	563	899	1407	1519	1362
AGIS_Os06g019260	0	0	0	0	0	0	0	0
AGIS_Os06g019270	0	0	0	0	0	0	0	0
AGIS_Os06g019280	0	0	0	0	0	0	0	0
AGIS_Os06g019290	98	60	178	115	110	59	110	116
AGIS_Os06g019300	0	0	0	0	0	0	0	0
AGIS_Os06g019310	389	841	474	449	420	325	321	689
AGIS_Os06g019320	778	1197	1311	918	150	1216	445	1916
AGIS_Os06g019330	16	8	2	0	0	0	0	4
AGIS_Os06g019340	386	575	739	600	292	662	486	740
AGIS_Os06g019350	0	4	0	0	0	0	0	0
AGIS_Os06g019360	578	650	1076	772	218	984	585	1123
AGIS_Os06g019370	0	6	0	0	0	0	0	0
AGIS_Os06g019380	74	126	60	23	76	55	26	63
AGIS_Os06g019390	0	0	0	0	0	0	0	0
AGIS_Os06g019400	0	0	0	0	0	0	0	0
AGIS_Os06g019410	0	0	0	0	0	0	0	0
AGIS_Os06g019420	0	0	0	0	0	0	0	0
AGIS_Os06g019430	0	0	0	0	0	0	0	0
AGIS_Os06g019440	0	0	0	0	0	0	0	0
AGIS_Os06g019450	299	523	463	418	353	593	455	419
AGIS_Os06g019460	0	0	0	0	0	0	0	0
AGIS_Os06g019470	78	76	68	81	62	212	91	225
AGIS_Os06g019480	0	0	0	0	7	0	0	0
AGIS_Os06g019490	5	12	20	30	0	10	0	16
AGIS_Os06g019500	16	0	0	0	0	0	0	0
AGIS_Os06g019510	30	80	49	54	34	15	32	92
AGIS_Os06g019520	34	62	8	23	2	30	0	47
AGIS_Os06g019530	0	0	0	0	0	0	0	2
AGIS_Os06g019540	0	0	0	0	0	0	0	0
AGIS_Os06g019550	0	0	0	0	0	0	0	0
AGIS_Os06g019560	0	0	0	0	0	0	0	0
AGIS_Os06g019570	6	3	15	14	79	86	31	144
AGIS_Os06g019580	6736	15039	13438	11048	26136	10972	8516	12235
AGIS_Os06g019590	1	9	7	5	0	0	0	0
AGIS_Os06g019600	0	0	0	0	0	0	0	0
AGIS_Os06g019610	0	0	0	0	0	0	0	0
AGIS_Os06g019620	0	0	0	0	0	0	0	0
AGIS_Os06g019630	0	0	0	0	0	0	0	0
AGIS_Os06g019640	0	0	0	0	0	0	0	0
AGIS_Os06g019650	43	96	95	84	175	62	40	136
AGIS_Os06g019660	10	6	8	14	60	48	4	54
AGIS_Os06g019670	0	0	0	0	0	0	12	60
AGIS_Os06g019680	2691	5984	5455	4996	788	229	210	391
AGIS_Os06g019690	51	123	113	86	0	0	0	16
AGIS_Os06g019700	4277	8075	8170	7759	2392	773	867	982
AGIS_Os06g019710	0	0	0	0	0	0	0	0
AGIS_Os06g019720	0	0	0	0	0	0	0	0
AGIS_Os06g019730	568	665	885	424	276	624	353	1228
AGIS_Os06g019740	0	0	0	0	0	0	0	0
AGIS_Os06g019750	14	0	0	0	0	27	14	5
AGIS_Os06g019760	0	0	0	0	0	0	0	0
AGIS_Os06g019770	29	32	90	46	136	159	140	127
AGIS_Os06g019780	266	206	280	302	472	549	282	452
AGIS_Os06g019790	0	0	0	0	0	0	0	0
AGIS_Os06g019800	126	101	188	120	183	191	109	256
AGIS_Os06g019810	122	252	456	289	34	118	130	174
AGIS_Os06g019820	283	443	825	472	473	787	669	687
AGIS_Os06g019830	501	849	659	645	664	633	300	740
AGIS_Os06g019840	0	0	0	0	0	0	0	0
AGIS_Os06g019850	384	457	528	548	683	609	524	899
AGIS_Os06g019860	0	0	0	0	0	0	0	0
AGIS_Os06g019870	0	0	0	0	0	0	0	0
AGIS_Os06g019880	0	0	0	0	0	0	0	0
AGIS_Os06g019890	1082	1805	2351	1478	3450	1592	1479	2017
AGIS_Os06g019900	118	177	270	111	334	253	199	172
AGIS_Os06g019910	0	0	0	0	0	0	0	0
AGIS_Os06g019920	0	0	0	0	0	0	0	0
AGIS_Os06g019930	0	0	0	0	0	0	0	0
AGIS_Os06g019940	33	52	108	63	140	62	52	105
AGIS_Os06g019950	0	0	0	0	0	0	0	0
AGIS_Os06g019960	0	0	0	0	0	0	0	0
AGIS_Os06g019970	0	0	0	0	0	0	0	0
AGIS_Os06g019980	0	0	0	0	0	0	0	0
AGIS_Os06g019990	0	0	0	0	0	0	4	0
AGIS_Os06g020000	0	0	0	0	0	0	0	0
AGIS_Os06g020010	0	0	0	0	0	0	0	0
AGIS_Os06g020020	2508	1938	2774	2359	4787	2822	1813	2640
AGIS_Os06g020030	0	0	0	0	0	0	0	0
AGIS_Os06g020040	0	0	0	0	0	0	0	0
AGIS_Os06g020050	0	0	0	0	0	0	0	0
AGIS_Os06g020060	144	237	390	246	536	525	314	494
AGIS_Os06g020070	328	419	523	487	1292	738	419	747
AGIS_Os06g020080	0	0	0	0	0	0	0	0
AGIS_Os06g020090	0	0	0	0	0	8	0	0
AGIS_Os06g020100	0	0	0	0	0	0	0	0
AGIS_Os06g020110	336	604	813	501	993	692	585	614
AGIS_Os06g020120	231	497	636	302	521	586	490	488
AGIS_Os06g020130	51	28	61	40	34	33	41	60
AGIS_Os06g020140	0	0	0	0	0	0	0	0
AGIS_Os06g020150	0	0	0	0	0	0	0	1
AGIS_Os06g020160	0	0	0	0	0	0	0	0
AGIS_Os06g020170	0	0	0	0	0	0	0	0
AGIS_Os06g020180	1261	2033	2221	1912	605	900	423	1134
AGIS_Os06g020190	0	0	0	0	0	6	0	0
AGIS_Os06g020200	0	0	0	0	0	0	0	0
AGIS_Os06g020210	0	0	0	0	0	0	0	0
AGIS_Os06g020220	0	0	0	0	0	0	0	0
AGIS_Os06g020230	0	0	0	0	0	0	0	0
AGIS_Os06g020240	0	0	0	0	0	0	0	0
AGIS_Os06g020250	0	0	0	0	0	0	0	0
AGIS_Os06g020260	0	0	0	0	0	0	0	0
AGIS_Os06g020270	0	0	0	0	0	0	0	0
AGIS_Os06g020280	0	0	0	0	0	0	0	0
AGIS_Os06g020290	444	470	509	365	108	512	157	1219
AGIS_Os06g020300	168	170	221	321	159	193	176	191
AGIS_Os06g020310	0	0	0	0	0	0	0	0
AGIS_Os06g020320	0	0	0	0	0	0	0	0
AGIS_Os06g020330	59	37	138	66	253	94	70	90
AGIS_Os06g020340	0	0	0	0	0	0	0	0
AGIS_Os06g020350	0	0	0	0	0	0	0	0
AGIS_Os06g020360	0	0	0	0	0	0	0	0
AGIS_Os06g020370	0	0	0	0	0	0	0	0
AGIS_Os06g020380	645	735	1054	863	637	1210	866	1399
AGIS_Os06g020390	175	269	211	196	284	287	194	283
AGIS_Os06g020400	80	74	92	78	108	120	36	131
AGIS_Os06g020410	137	108	70	82	22	91	2	174
AGIS_Os06g020420	0	0	0	0	0	0	0	0
AGIS_Os06g020430	203	196	237	197	148	298	295	256
AGIS_Os06g020440	353	437	428	336	120	370	188	610
AGIS_Os06g020450	0	0	0	0	0	0	0	0
AGIS_Os06g020460	0	0	0	0	0	0	0	0
AGIS_Os06g020470	0	0	0	0	0	0	0	0
AGIS_Os06g020480	0	0	0	0	0	0	0	0
AGIS_Os06g020490	0	0	0	0	0	0	0	0
AGIS_Os06g020500	0	0	0	0	0	0	0	0
AGIS_Os06g020510	0	0	0	0	0	0	0	0
AGIS_Os06g020520	0	0	0	0	0	0	0	0
AGIS_Os06g020530	0	0	0	0	0	0	0	0
AGIS_Os06g020540	684	782	1424	802	1308	1506	1712	1959
AGIS_Os06g020550	951	1226	1562	1118	753	1380	1132	1488
AGIS_Os06g020560	77	53	61	51	0	25	32	128
AGIS_Os06g020570	0	0	0	8	0	0	0	0
AGIS_Os06g020580	191	193	262	211	115	265	30	410
AGIS_Os06g020590	0	0	0	0	0	0	0	0
AGIS_Os06g020600	3243	4986	5711	4480	2735	5028	3172	5267
AGIS_Os06g020610	0	0	0	0	0	0	0	0
AGIS_Os06g020620	0	0	0	0	0	0	0	0
AGIS_Os06g020630	0	0	0	0	0	0	0	0
AGIS_Os06g020640	79	290	352	119	312	194	193	242
AGIS_Os06g020650	0	0	0	0	0	0	0	0
AGIS_Os06g020660	0	0	0	0	0	0	0	0
AGIS_Os06g020670	0	0	0	0	0	0	0	0
AGIS_Os06g020680	21231	39486	50263	43730	14430	8901	7297	9161
AGIS_Os06g020690	76	67	54	100	153	39	42	27
AGIS_Os06g020700	0	0	0	0	0	0	0	0
AGIS_Os06g020710	0	0	0	0	0	0	0	0
AGIS_Os06g020720	0	0	0	0	0	0	0	0
AGIS_Os06g020730	0	0	0	0	0	0	0	0
AGIS_Os06g020740	18	41	36	4	46	0	0	18
AGIS_Os06g020750	15	4	53	75	70	26	70	87
AGIS_Os06g020760	0	0	0	0	0	0	0	0
AGIS_Os06g020770	0	0	0	0	0	0	0	0
AGIS_Os06g020780	0	0	0	0	0	0	0	0
AGIS_Os06g020790	0	0	0	0	0	0	0	0
AGIS_Os06g020800	4	0	0	2	0	0	0	0
AGIS_Os06g020810	0	0	0	0	0	0	0	0
AGIS_Os06g020820	1500	1755	1783	1567	1189	975	565	850
AGIS_Os06g020830	0	0	0	0	0	0	0	0
AGIS_Os06g020840	424	327	539	323	98	94	154	147
AGIS_Os06g020850	0	0	0	0	0	0	0	0
AGIS_Os06g020860	480	699	872	550	347	932	339	1065
AGIS_Os06g020870	0	0	0	0	0	0	0	0
AGIS_Os06g020880	8	12	4	0	0	3	0	10
AGIS_Os06g020890	127	210	279	197	53	169	70	271
AGIS_Os06g020900	0	0	0	0	0	0	0	0
AGIS_Os06g020910	59	195	139	123	222	108	103	179
AGIS_Os06g020920	0	0	0	0	0	0	18	0
AGIS_Os06g020930	0	0	0	0	0	0	0	0
AGIS_Os06g020940	0	0	0	0	0	0	0	0
AGIS_Os06g020950	0	0	0	0	0	0	0	0
AGIS_Os06g020960	0	0	0	0	0	0	0	0
AGIS_Os06g020970	71	140	250	268	366	169	157	264
AGIS_Os06g020980	7317	9710	11054	7422	7794	9020	6509	9720
AGIS_Os06g020990	0	0	0	0	0	0	0	0
AGIS_Os06g021000	0	0	0	0	0	0	0	0
AGIS_Os06g021010	0	0	0	0	0	0	0	0
AGIS_Os06g021020	0	0	0	0	0	0	0	0
AGIS_Os06g021030	0	0	0	0	0	0	0	0
AGIS_Os06g021040	0	0	16	43	51	164	78	276
AGIS_Os06g021050	1	14	6	0	0	9	0	24
AGIS_Os06g021060	45	90	37	34	14	24	0	202
AGIS_Os06g021070	0	1	0	0	17	1	0	0
AGIS_Os06g021080	6	0	16	0	18	0	0	0
AGIS_Os06g021090	0	0	0	0	0	0	0	0
AGIS_Os06g021100	0	0	0	0	0	0	0	0
AGIS_Os06g021110	32	12	49	20	38	78	85	78
AGIS_Os06g021120	588	1022	1133	888	902	1182	1142	1332
AGIS_Os06g021130	3991	7703	7071	5967	9407	5774	5073	7070
AGIS_Os06g021140	0	0	0	0	0	0	0	0
AGIS_Os06g021150	915	763	1452	921	951	1531	1013	1557
AGIS_Os06g021160	0	0	0	0	0	0	0	0
AGIS_Os06g021170	0	0	0	0	0	0	0	0
AGIS_Os06g021180	99	145	172	76	88	125	166	236
AGIS_Os06g021190	806	912	1135	763	620	1088	741	1156
AGIS_Os06g021200	11	24	50	0	0	20	0	51
AGIS_Os06g021210	83	201	185	199	390	160	74	258
AGIS_Os06g021220	0	0	0	0	0	0	0	0
AGIS_Os06g021230	0	0	0	0	0	0	0	0
AGIS_Os06g021240	0	0	4	0	0	0	0	0
AGIS_Os06g021250	0	0	2	14	0	0	0	0
AGIS_Os06g021260	0	0	0	0	0	0	0	0
AGIS_Os06g021270	0	0	0	0	0	0	0	0
AGIS_Os06g021280	0	0	0	0	0	0	0	0
AGIS_Os06g021290	0	0	0	0	0	0	0	0
AGIS_Os06g021300	16	6	39	22	0	0	0	12
AGIS_Os06g021310	0	0	0	0	0	0	0	0
AGIS_Os06g021320	0	0	0	0	0	0	0	0
AGIS_Os06g021330	453	569	749	456	136	466	135	786
AGIS_Os06g021340	0	0	0	0	0	0	0	0
AGIS_Os06g021350	0	0	0	0	0	0	0	0
AGIS_Os06g021360	0	0	0	0	0	0	0	0
AGIS_Os06g021370	0	0	0	0	0	0	0	0
AGIS_Os06g021380	1	0	0	0	0	0	0	0
AGIS_Os06g021390	0	0	0	0	8	12	2	16
AGIS_Os06g021400	193	391	350	230	41	270	131	407
AGIS_Os06g021410	330	466	518	263	231	388	213	600
AGIS_Os06g021420	4	0	0	8	30	16	4	27
AGIS_Os06g021430	232	445	437	371	494	331	275	350
AGIS_Os06g021440	77	54	88	62	24	99	15	242
AGIS_Os06g021450	0	0	0	0	0	0	0	0
AGIS_Os06g021460	2	3	6	0	9	0	0	0
AGIS_Os06g021470	0	3	16	0	45	0	0	0
AGIS_Os06g021480	6	0	0	0	0	0	0	0
AGIS_Os06g021490	0	0	0	0	0	0	0	0
AGIS_Os06g021500	0	0	0	0	0	0	0	6
AGIS_Os06g021510	0	0	0	0	0	0	0	0
AGIS_Os06g021520	581	848	673	523	403	547	306	1474
AGIS_Os06g021530	0	0	0	0	0	0	0	0
AGIS_Os06g021540	0	0	0	0	0	0	0	0
AGIS_Os06g021550	0	0	0	0	0	0	0	0
AGIS_Os06g021560	0	0	0	0	0	0	0	0
AGIS_Os06g021570	0	0	0	0	0	0	0	0
AGIS_Os06g021580	0	0	0	0	0	0	0	0
AGIS_Os06g021590	0	0	0	0	0	0	0	0
AGIS_Os06g021600	112	125	53	59	4	36	0	65
AGIS_Os06g021610	0	0	2	0	0	0	0	1
AGIS_Os06g021620	8	0	0	0	0	0	0	18
AGIS_Os06g021630	129	219	73	113	0	23	0	95
AGIS_Os06g021640	0	0	0	0	0	0	0	0
AGIS_Os06g021650	0	0	0	0	0	0	0	0
AGIS_Os06g021660	0	0	0	0	0	0	0	0
AGIS_Os06g021670	0	0	0	0	0	0	0	0
AGIS_Os06g021680	0	0	0	0	0	0	0	0
AGIS_Os06g021690	0	0	0	0	0	0	0	0
AGIS_Os06g021700	0	0	0	0	0	0	0	0
AGIS_Os06g021710	0	0	0	0	0	0	0	0
AGIS_Os06g021720	0	0	0	0	0	0	0	0
AGIS_Os06g021730	0	0	0	0	0	0	0	0
AGIS_Os06g021740	0	0	0	0	0	0	0	0
AGIS_Os06g021750	0	0	0	0	0	0	0	0
AGIS_Os06g021760	0	0	0	0	0	0	0	0
AGIS_Os06g021770	0	0	0	0	0	0	0	0
AGIS_Os06g021780	0	0	6	0	0	0	0	0
AGIS_Os06g021790	0	0	0	0	0	0	0	0
AGIS_Os06g021800	0	0	0	0	0	0	0	0
AGIS_Os06g021810	0	0	0	0	0	0	0	0
AGIS_Os06g021820	137	284	261	357	530	164	206	332
AGIS_Os06g021830	492	875	531	511	808	708	614	790
AGIS_Os06g021840	0	0	0	0	0	0	0	0
AGIS_Os06g021850	0	0	0	0	0	0	0	0
AGIS_Os06g021860	0	0	0	0	0	0	0	0
AGIS_Os06g021870	0	0	0	0	0	0	0	0
AGIS_Os06g021880	0	0	8	3	11	8	0	0
AGIS_Os06g021890	8	6	4	14	6	0	0	16
AGIS_Os06g021900	0	0	0	0	0	0	0	0
AGIS_Os06g021910	0	0	0	0	0	0	0	0
AGIS_Os06g021920	0	0	0	0	0	0	0	0
AGIS_Os06g021930	0	0	0	0	44	0	14	0
AGIS_Os06g021940	0	0	0	0	0	0	0	0
AGIS_Os06g021950	0	0	0	0	0	0	0	0
AGIS_Os06g021960	0	0	0	0	0	0	0	0
AGIS_Os06g021970	0	0	0	0	0	0	0	0
AGIS_Os06g021980	0	0	0	0	0	0	0	0
AGIS_Os06g021990	0	0	0	0	0	0	0	0
AGIS_Os06g022000	0	0	0	0	0	0	0	0
AGIS_Os06g022010	0	0	0	0	0	0	0	0
AGIS_Os06g022020	0	2	0	0	0	0	0	0
AGIS_Os06g022030	0	16	8	0	0	0	0	0
AGIS_Os06g022040	0	0	10	0	0	0	0	0
AGIS_Os06g022050	0	0	0	0	0	0	0	0
AGIS_Os06g022060	0	0	0	0	0	0	0	0
AGIS_Os06g022070	7	7	30	10	0	0	4	28
AGIS_Os06g022080	0	0	0	0	0	0	0	0
AGIS_Os06g022090	0	0	6	0	0	0	0	0
AGIS_Os06g022100	156	462	540	347	696	262	326	521
AGIS_Os06g022110	0	0	0	0	0	0	10	0
AGIS_Os06g022120	0	0	0	0	0	0	0	0
AGIS_Os06g022130	0	0	0	0	0	0	0	0
AGIS_Os06g022140	0	0	0	0	0	0	0	0
AGIS_Os06g022150	339	420	772	389	663	628	469	870
AGIS_Os06g022160	0	0	0	0	0	0	0	0
AGIS_Os06g022170	0	0	0	0	0	0	0	0
AGIS_Os06g022180	0	0	0	0	0	0	0	0
AGIS_Os06g022190	0	0	0	0	0	0	0	0
AGIS_Os06g022200	212	277	271	275	120	330	122	445
AGIS_Os06g022210	0	0	0	0	0	0	0	0
AGIS_Os06g022220	0	0	0	0	0	8	14	0
AGIS_Os06g022230	0	0	0	0	0	0	0	0
AGIS_Os06g022240	0	0	0	0	0	0	0	0
AGIS_Os06g022250	0	0	0	0	0	0	0	0
AGIS_Os06g022260	0	0	0	0	0	0	0	0
AGIS_Os06g022270	0	0	0	0	0	0	0	0
AGIS_Os06g022280	0	0	0	0	0	0	0	0
AGIS_Os06g022290	0	0	0	0	0	0	0	0
AGIS_Os06g022300	1961	2180	1976	2013	1509	3620	1591	3988
AGIS_Os06g022310	199	161	223	138	378	247	163	237
AGIS_Os06g022320	0	0	0	0	0	0	0	0
AGIS_Os06g022330	523	806	1036	856	263	1089	348	1016
AGIS_Os06g022340	0	0	0	0	0	0	0	0
AGIS_Os06g022350	0	0	0	0	0	0	0	0
AGIS_Os06g022360	0	0	0	0	0	0	0	0
AGIS_Os06g022370	0	0	0	0	0	0	0	0
AGIS_Os06g022380	0	0	0	0	0	0	0	0
AGIS_Os06g022390	0	0	0	0	0	0	0	0
AGIS_Os06g022400	0	0	0	0	0	0	0	0
AGIS_Os06g022410	0	0	0	0	0	0	0	0
AGIS_Os06g022420	0	0	0	0	0	0	0	0
AGIS_Os06g022430	25	0	7	0	0	44	31	49
AGIS_Os06g022440	1	2	0	0	0	17	0	11
AGIS_Os06g022450	306	518	250	263	83	268	10	530
AGIS_Os06g022460	2	10	43	26	0	6	18	24
AGIS_Os06g022470	0	0	0	0	0	0	0	0
AGIS_Os06g022480	92	46	52	74	40	76	20	124
AGIS_Os06g022490	0	0	0	2	0	0	0	0
AGIS_Os06g022500	0	0	0	6	0	0	0	4
AGIS_Os06g022510	0	0	0	0	0	0	0	0
AGIS_Os06g022520	0	0	0	0	0	0	0	0
AGIS_Os06g022530	0	0	0	0	0	0	0	0
AGIS_Os06g022540	0	0	0	0	0	0	0	0
AGIS_Os06g022550	0	0	0	0	0	0	0	0
AGIS_Os06g022560	51	72	82	96	36	48	82	2
AGIS_Os06g022570	0	0	0	0	0	0	0	0
AGIS_Os06g022580	0	0	0	0	0	0	0	0
AGIS_Os06g022590	0	0	0	0	0	0	0	0
AGIS_Os06g022600	0	0	0	0	0	0	0	0
AGIS_Os06g022610	0	0	0	0	0	0	0	0
AGIS_Os06g022620	0	0	0	0	0	0	0	0
AGIS_Os06g022630	0	0	0	0	0	0	0	0
AGIS_Os06g022640	0	0	0	0	0	0	0	0
AGIS_Os06g022650	0	0	0	0	0	0	0	0
AGIS_Os06g022660	0	0	0	0	0	0	0	0
