,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmockWT_1,CPM.LPmockWT_2,CPM.LPmockWT_3,CPM.LPmockWT_4,CPM.LPmockpho2_1,CPM.LPmockpho2_2,CPM.LPmockpho2_3,CPM.LPmockpho2_4
49954,AGIS_Os11g008980, 2.315127e-01, 4.7409979109, 8.727211e-01,3.794549e-01,0.742649151,Not_significant,3.008991e+01,1.675748e+01,2.765186e+01,2.418288e+01,2.039199e+01,2.951963e+01,3.123241e+01,3.380810e+01
49956,AGIS_Os11g009000, 9.829150e-01, 3.0259262730, 3.231900e+00,1.126446e-01,0.548739068,Not_significant,6.496418e+00,6.279608e+00,3.869474e+00,3.522161e+00,2.966868e+00,1.120293e+01,1.902725e+01,1.148670e+01
49957,AGIS_Os11g009010, 1.124643e-01, 4.8955192959, 3.526517e-01,5.700418e-01,0.843384318,Not_significant,3.086385e+01,3.251876e+01,2.366332e+01,2.731150e+01,2.615858e+01,3.367637e+01,3.428814e+01,2.933998e+01
49958,AGIS_Os11g009020,-1.180487e+00,-0.2872570414, 5.130422e+00,5.534850e-02,0.475769478,Not_significant,1.172639e+00,1.209669e+00,1.145960e+00,8.067518e-01,5.850162e-01,3.717411e-01,5.862738e-01,3.835292e-01
49959,AGIS_Os11g009030,-3.788795e-01, 2.5245046321, 8.020668e-01,3.984573e-01,0.754105490,Not_significant,6.027363e+00,7.542645e+00,4.539191e+00,6.335954e+00,1.755048e+00,7.147568e+00,8.101239e+00,4.276350e+00
49960,AGIS_Os11g009040,-1.463257e-01, 3.1413100245, 3.212886e-01,5.874807e-01,0.851927778,Not_significant,8.372640e+00,1.099376e+01,7.143644e+00,1.021230e+01,1.178390e+01,7.536207e+00,7.639326e+00,6.615878e+00
49970,AGIS_Os11g009140, 7.259213e-01,-0.2098032050, 1.293251e+00,2.904636e-01,0.689373518,Not_significant,2.345277e-01,2.846281e-01,1.071547e+00,1.160936e+00,5.432293e-01,1.267299e+00,1.208079e+00,8.245877e-01
49975,AGIS_Os11g009190, 1.112944e+00, 3.1633035230, 1.724961e+01,3.723448e-03,0.256127089,Not_significant,3.705538e+00,6.635393e+00,7.634770e+00,4.978249e+00,1.368520e+01,1.000322e+01,1.323558e+01,1.148670e+01
49979,AGIS_Os11g009230, 6.579762e-01,-0.5242173834, 7.739161e-01,4.063501e-01,0.758601614,Not_significant,2.814333e-01,1.102934e+00,8.929555e-01,1.180612e-01,8.357374e-01,7.096876e-01,7.461667e-01,5.561173e-01
49980,AGIS_Os11g009240,-6.344754e-01, 1.2718793864, 2.256226e+00,1.741772e-01,0.603036193,Not_significant,3.048860e+00,1.601033e+00,2.530041e+00,4.604389e+00,1.295393e+00,1.993884e+00,2.345095e+00,1.610822e+00
49983,AGIS_Os11g009270, 3.311397e-01,-0.5585667381, 2.788051e-01,6.127048e-01,0.864357373,Not_significant,7.035832e-01,2.490496e-01,8.631904e-01,5.509525e-01,5.850162e-01,7.096876e-01,8.172302e-01,6.519996e-01
49984,AGIS_Os11g009280,-4.074514e-02, 0.3179439769, 3.855080e-03,9.521231e-01,0.987587501,Not_significant,8.677526e-01,3.557851e-01,2.128211e+00,1.869303e+00,1.713262e+00,8.955582e-01,1.261377e+00,5.752937e-01
49986,AGIS_Os11g009300, 4.551215e-01, 4.7994636822, 3.567079e+00,9.829198e-02,0.538043777,Not_significant,2.650163e+01,1.835851e+01,2.376750e+01,2.378934e+01,2.030842e+01,2.867476e+01,3.958237e+01,4.149786e+01
49987,AGIS_Os11g009310, 5.825408e-01, 0.0217827501, 2.562448e-01,6.273302e-01,0.871172272,Not_significant,1.078828e+00,9.606199e-01,1.488259e-01,7.477212e-01,8.357374e-02,1.588349e+00,2.007544e+00,1.208117e+00
49990,AGIS_Os11g009340, 2.319184e+00,-1.0593359555, 2.315121e+00,1.693241e-01,0.598157957,Not_significant,1.407166e-01,1.423141e-01,5.953037e-01,0.000000e+00,1.086459e+00,8.110716e-01,1.243611e-01,6.328231e-01
49991,AGIS_Os11g009350, 2.929234e-01, 1.0716297748, 4.619064e-01,5.172668e-01,0.816868717,Not_significant,2.556352e+00,2.241446e+00,9.227207e-01,1.416735e+00,1.796835e+00,4.663662e+00,1.847651e+00,1.073882e+00
49992,AGIS_Os11g009360,-1.078312e+00, 5.4724343829, 1.861185e+01,3.022882e-03,0.245180095,Not_significant,7.209382e+01,5.358124e+01,5.069011e+01,6.011285e+01,4.034522e+01,1.591728e+01,3.793014e+01,2.423904e+01
49995,AGIS_Os11g009390,-3.955350e-01, 9.8698749226, 1.989881e+00,1.986719e-01,0.624103413,Not_significant,9.989943e+02,1.369915e+03,9.635586e+02,8.657038e+02,1.183801e+03,6.933310e+02,8.833726e+02,5.264897e+02
49996,AGIS_Os11g009400,-2.125580e+00, 2.4699033999, 1.513217e+01,5.280685e-03,0.278094933,Not_significant,2.141238e+01,5.176674e+00,3.720648e+00,7.004967e+00,1.316286e+00,1.622143e+00,2.451691e+00,1.399881e+00
49997,AGIS_Os11g009410,-1.399853e-01, 1.7298985395, 1.498375e-01,7.095003e-01,0.904956934,Not_significant,3.682085e+00,2.864070e+00,2.708632e+00,4.427297e+00,2.131130e+00,3.751206e+00,4.050619e+00,2.627175e+00
49998,AGIS_Os11g009420,-1.441650e-01, 1.1573786264, 1.839942e-01,6.799848e-01,0.892431756,Not_significant,2.861238e+00,1.921240e+00,2.157976e+00,2.302194e+00,1.755048e+00,2.010782e+00,2.398393e+00,2.147763e+00
49999,AGIS_Os11g009430, 2.346144e-01, 2.5303983794, 2.933512e-01,6.038778e-01,0.860225230,Not_significant,7.059285e+00,3.540062e+00,6.012567e+00,4.092790e+00,2.569892e+00,7.468617e+00,9.131659e+00,6.040584e+00
50000,AGIS_Os11g009440, 4.461137e-01,-0.9096615605, 3.594907e-01,5.664098e-01,0.842063699,Not_significant,8.442998e-01,3.202066e-01,2.083563e-01,3.541837e-01,7.521636e-01,4.224331e-01,7.994643e-01,2.876469e-01
50001,AGIS_Os11g009450, 1.693388e+00,-1.8652439918, 4.972478e-01,5.021348e-01,0.808717049,Not_significant,3.517916e-01,0.000000e+00,2.678867e-01,0.000000e+00,3.760818e-01,3.041518e-01,0.000000e+00,6.136467e-01
50003,AGIS_Os11g009470,-1.532307e+00, 0.2564334137, 1.123423e+00,3.222961e-01,0.709952978,Not_significant,0.000000e+00,2.010186e+00,1.131077e+00,3.777960e+00,8.566308e-01,1.689732e-01,1.776587e-01,1.131411e+00
50005,AGIS_Os11g009490, 1.696229e+00,-2.1932704536, 1.049762e+00,3.376401e-01,0.721856354,Not_significant,3.283388e-01,0.000000e+00,0.000000e+00,2.361225e-01,3.760818e-01,3.041518e-01,1.243611e-01,1.150587e-01
50008,AGIS_Os11g009520, 1.432079e+00,-1.3888542075, 1.219316e+00,3.038413e-01,0.698701703,Not_significant,1.242997e+00,0.000000e+00,1.488259e-01,7.870750e-02,3.342949e-01,1.520759e-01,5.329762e-01,3.259998e-01
50011,AGIS_Os11g009550, 1.553954e+00, 1.9814601214, 5.414036e+00,5.066116e-02,0.469785052,Not_significant,2.931597e+00,1.245248e+00,2.202624e+00,1.259320e+00,1.274499e+00,6.995492e+00,8.083473e+00,7.287054e+00
50014,AGIS_Os11g009580,-1.061188e-01, 0.1446995917, 5.465299e-02,8.213936e-01,0.944777081,Not_significant,1.149186e+00,1.440930e+00,7.887774e-01,1.003521e+00,8.984177e-01,1.081429e+00,6.573373e-01,1.534117e+00
50015,AGIS_Os11g009590, 5.912417e-01, 0.5651313054, 1.385276e+00,2.753965e-01,0.679764584,Not_significant,1.242997e+00,9.428306e-01,8.631904e-01,1.357704e+00,6.476965e-01,1.909398e+00,2.060841e+00,2.512116e+00
50017,AGIS_Os11g009610, 2.862252e-01, 0.7216902788, 2.257413e-01,6.483001e-01,0.881914441,Not_significant,1.876222e+00,5.158885e-01,1.681733e+00,1.751242e+00,5.850162e-01,1.791116e+00,2.487222e+00,2.205293e+00
50018,AGIS_Os11g009620,-2.190097e-01, 0.1784801377, 1.169539e-01,7.417973e-01,0.917995296,Not_significant,1.758958e+00,1.476508e+00,7.292470e-01,7.477212e-01,3.342949e-01,1.486965e+00,1.137016e+00,1.093058e+00
50033,AGIS_Os11g009770, 9.496616e-02, 2.5146871661, 1.040301e-01,7.559003e-01,0.922024188,Not_significant,6.942021e+00,4.055951e+00,6.697167e+00,4.486327e+00,4.721916e+00,6.792725e+00,5.702846e+00,6.021408e+00
50034,AGIS_Os11g009780, 9.267677e-02, 1.2399714606, 8.629319e-02,7.768868e-01,0.929146643,Not_significant,2.274919e+00,3.059752e+00,1.756146e+00,1.987364e+00,2.360958e+00,2.585291e+00,2.007544e+00,2.569645e+00
50035,AGIS_Os11g009790, 1.126586e-01, 2.5286920071, 1.158207e-01,7.429977e-01,0.918241592,Not_significant,6.942021e+00,3.771323e+00,4.926138e+00,6.217892e+00,3.739925e+00,5.271965e+00,8.847405e+00,6.155643e+00
50037,AGIS_Os11g009810,-1.777972e-01, 3.7270874733, 5.075091e-01,4.978948e-01,0.807248598,Not_significant,1.597134e+01,1.124281e+01,1.745728e+01,1.160936e+01,1.215998e+01,1.314612e+01,9.558040e+00,1.449740e+01
50040,AGIS_Os11g009840,-1.892084e-01, 4.2369664215, 1.291789e+00,2.906363e-01,0.689373518,Not_significant,1.845733e+01,1.956818e+01,1.971943e+01,2.231358e+01,1.642224e+01,1.549485e+01,1.769481e+01,2.088316e+01
50041,AGIS_Os11g009850, 6.584113e-02, 1.8634307799, 5.229676e-02,8.252093e-01,0.946894273,Not_significant,3.986971e+00,3.771323e+00,2.976518e+00,3.345069e+00,2.987761e+00,3.734309e+00,4.121683e+00,3.892821e+00
50042,AGIS_Os11g009860,-6.424835e-02, 3.6287087266, 4.436983e-02,8.388071e-01,0.950580148,Not_significant,1.618241e+01,1.022882e+01,1.092382e+01,1.261288e+01,7.061981e+00,1.176054e+01,1.620248e+01,1.369199e+01
50045,AGIS_Os11g009890, 5.639811e-02, 4.5691280026, 9.563500e-02,7.655257e-01,0.924706961,Not_significant,2.718176e+01,2.552758e+01,2.379727e+01,1.682373e+01,2.922991e+01,2.112166e+01,2.385957e+01,2.207210e+01
50046,AGIS_Os11g009900,-6.749103e-01, 1.8898708321, 5.232346e+00,5.349543e-02,0.475769478,Not_significant,4.174593e+00,5.105517e+00,5.179142e+00,3.482807e+00,3.739925e+00,3.261184e+00,2.256266e+00,2.147763e+00
50056,AGIS_Os11g010000,-2.240965e-01,-0.2707997207, 1.590502e-01,7.011159e-01,0.900813974,Not_significant,8.912054e-01,3.913637e-01,8.631904e-01,1.377381e+00,6.059096e-01,7.434823e-01,5.862738e-01,8.821171e-01
50059,AGIS_Os11g010030, 3.017219e-01,-0.8254367150, 8.637727e-02,7.768458e-01,0.929146643,Not_significant,9.850164e-01,1.031777e+00,8.929555e-02,1.180612e-01,4.387621e-01,4.393304e-01,9.060596e-01,2.301175e-01
50067,AGIS_Os11g010110, 4.100267e-01, 1.7581139100, 1.221426e+00,3.034531e-01,0.698448828,Not_significant,3.400652e+00,2.188079e+00,3.244405e+00,2.498963e+00,2.047557e+00,4.207434e+00,4.530298e+00,4.640703e+00
50070,AGIS_Os11g010140,-3.304563e-01, 3.4677190363, 2.621373e+00,1.464983e-01,0.582490719,Not_significant,1.217199e+01,1.323521e+01,1.226326e+01,1.125517e+01,1.057208e+01,9.868038e+00,7.532731e+00,1.131411e+01
50072,AGIS_Os11g010160, 5.539968e-02, 6.5142924808, 5.434278e-02,8.219412e-01,0.944887591,Not_significant,8.072444e+01,8.700726e+01,1.025262e+02,8.394155e+01,1.321092e+02,9.006274e+01,7.101020e+01,8.360936e+01
50074,AGIS_Os11g010180, 1.797674e-01,-0.5584004537, 4.764479e-02,8.330664e-01,0.948951608,Not_significant,2.110750e-01,5.336777e-01,1.205490e+00,5.903062e-01,8.357374e-01,7.603796e-01,2.842540e-01,6.903525e-01
50080,AGIS_Os11g010240, 3.803207e-01, 5.5057266805, 3.557332e+00,9.843962e-02,0.538244582,Not_significant,3.405343e+01,3.280339e+01,4.464778e+01,4.557164e+01,6.468607e+01,3.832313e+01,4.773690e+01,5.536243e+01
50081,AGIS_Os11g010250,-1.405199e-01, 0.8637748781, 8.232216e-02,7.819831e-01,0.931083750,Not_significant,2.509447e+00,8.716736e-01,1.815676e+00,2.341548e+00,2.298278e+00,2.027679e+00,1.492333e+00,9.204700e-01
50086,AGIS_Os11g010300, 2.279667e-02, 3.7984743921, 1.405155e-02,9.087452e-01,0.975897255,Not_significant,1.625277e+01,1.369773e+01,1.192096e+01,1.330157e+01,1.345537e+01,1.366994e+01,1.572280e+01,1.300164e+01
50089,AGIS_Os11g010330,-2.919656e-02, 3.6372786571, 1.187916e-02,9.160840e-01,0.977954035,Not_significant,1.311010e+01,1.051345e+01,1.137030e+01,1.412800e+01,7.061981e+00,1.172674e+01,1.735726e+01,1.397964e+01
50095,AGIS_Os11g010390, 3.184440e+00,-2.5418311124, 2.265487e+00,1.795296e-01,0.606844094,Not_significant,0.000000e+00,0.000000e+00,1.934737e-01,0.000000e+00,0.000000e+00,1.689732e-01,1.954246e-01,4.985879e-01
50096,AGIS_Os11g010400, 1.339085e+00, 1.0311734467, 2.839051e+00,1.332281e-01,0.570547539,Not_significant,1.008469e+00,8.183058e-01,1.845441e+00,6.493369e-01,4.638342e+00,4.004666e+00,4.796786e-01,2.607998e+00
50101,AGIS_Os11g010450, 1.592777e-01, 2.2718035920, 1.553320e-01,7.045185e-01,0.902508487,Not_significant,4.971988e+00,5.301199e+00,3.229523e+00,3.699252e+00,2.904187e+00,5.119889e+00,9.540274e+00,3.566821e+00
50103,AGIS_Os11g010470, 2.466754e-01, 2.7101210370, 3.653301e-01,5.634896e-01,0.841115554,Not_significant,6.848210e+00,5.799298e+00,5.357733e+00,4.781480e+00,2.632573e+00,9.242837e+00,9.788997e+00,7.593877e+00
50110,AGIS_Os11g010540, 3.236799e-02, 2.5091838518, 1.230813e-02,9.145892e-01,0.977293615,Not_significant,6.144626e+00,4.874256e+00,5.625620e+00,5.430817e+00,3.489203e+00,6.961698e+00,6.235822e+00,6.481643e+00
50111,AGIS_Os11g010550, 5.297747e-01, 0.7130592288, 1.284526e+00,2.920583e-01,0.690705425,Not_significant,8.677526e-01,2.615021e+00,1.026899e+00,1.062551e+00,1.901303e+00,1.486965e+00,1.972012e+00,1.879293e+00
50112,AGIS_Os11g010560, 8.698892e-02, 3.5022544812, 1.008143e-01,7.595602e-01,0.923173108,Not_significant,8.513356e+00,1.266595e+01,1.311156e+01,9.287485e+00,1.621330e+01,1.108464e+01,8.811874e+00,1.066211e+01
50113,AGIS_Os11g010570, 3.520381e-01, 2.2094182695, 5.852476e-01,4.677750e-01,0.791177321,Not_significant,3.588274e+00,3.202066e+00,3.914122e+00,4.033759e+00,1.316286e+00,6.488573e+00,8.332195e+00,5.810467e+00
50114,AGIS_Os11g010580,-2.088388e-01, 3.7721171802, 7.551230e-01,4.119479e-01,0.762119721,Not_significant,1.500977e+01,1.666853e+01,1.285856e+01,1.312448e+01,9.130431e+00,1.263920e+01,1.838768e+01,1.117988e+01
50115,AGIS_Os11g010590,-2.870613e-01,-0.8398348537, 1.395462e-01,7.190426e-01,0.909338408,Not_significant,2.814333e-01,5.692562e-01,4.613604e-01,8.264287e-01,2.716146e-01,1.689732e-01,1.030421e+00,5.561173e-01
50117,AGIS_Os11g010610,-9.512923e-02, 1.6416651482, 9.729589e-02,7.635710e-01,0.924321780,Not_significant,3.236483e+00,3.540062e+00,2.440745e+00,3.305715e+00,2.152024e+00,3.548438e+00,2.149671e+00,4.295527e+00
50118,AGIS_Os11g010620, 6.805113e-01, 3.3056196991, 5.162949e+00,5.503063e-02,0.475769478,Not_significant,9.615637e+00,6.991178e+00,8.289604e+00,5.371787e+00,7.835038e+00,1.402478e+01,1.259600e+01,1.407552e+01
50135,AGIS_Os11g010790, 5.609168e-01, 1.5202171043, 2.755526e+00,1.379075e-01,0.573602047,Not_significant,1.970033e+00,2.579442e+00,2.559806e+00,1.692211e+00,1.629688e+00,4.950916e+00,4.370405e+00,2.876469e+00
50138,AGIS_Os11g010820,-3.221845e-01, 2.1665606662, 1.145729e+00,3.176638e-01,0.707328992,Not_significant,4.268405e+00,4.305000e+00,5.595855e+00,5.470171e+00,5.348719e+00,3.818795e+00,2.824774e+00,3.988703e+00
50140,AGIS_Os11g010840, 1.337622e+00,-1.0463994740, 3.473911e+00,1.017016e-01,0.542744211,Not_significant,2.345277e-01,2.490496e-01,3.274170e-01,1.967687e-01,7.103768e-01,5.745090e-01,4.974445e-01,7.862348e-01
50141,AGIS_Os11g010850, 1.932585e+00,-1.6598660898, 1.201831e+00,3.070871e-01,0.700366394,Not_significant,4.221499e-01,1.778926e-02,2.381215e-01,0.000000e+00,1.671475e-01,6.420983e-01,2.309564e-01,5.177644e-01
50142,AGIS_Os11g010860, 6.870373e-01,-1.7495941995, 2.090393e-01,6.605426e-01,0.885701855,Not_significant,2.345277e-01,2.490496e-01,2.678867e-01,0.000000e+00,6.268030e-02,5.576117e-01,1.776587e-01,5.177644e-01
50143,AGIS_Os11g010870, 1.141907e+00,-0.7076265667, 7.864521e-01,4.028638e-01,0.756360473,Not_significant,1.876222e-01,6.759918e-01,1.190607e-01,1.967687e-01,0.000000e+00,1.419375e+00,1.208079e+00,7.670583e-01
50144,AGIS_Os11g010880, 4.127529e-01, 3.9285072655, 1.401843e+00,2.727726e-01,0.677601349,Not_significant,1.510359e+01,1.049566e+01,1.367710e+01,1.117646e+01,7.500743e+00,2.056404e+01,2.300681e+01,1.998187e+01
50145,AGIS_Os11g010890, 7.967639e-01, 1.7277617903, 3.880736e+00,8.696573e-02,0.522372065,Not_significant,1.407166e+00,2.988595e+00,3.095579e+00,1.692211e+00,2.653466e+00,2.078371e+00,7.816985e+00,4.448938e+00
50152,AGIS_Os11g010960,-5.878578e-01, 0.2047975277, 1.191306e+00,3.088741e-01,0.701408148,Not_significant,1.196091e+00,1.565455e+00,8.036600e-01,1.613504e+00,3.551884e-01,1.554554e+00,1.083718e+00,7.478819e-01
50164,AGIS_Os11g011080, 2.456965e-01, 6.5579445153, 9.602089e-01,3.578444e-01,0.731029753,Not_significant,6.505799e+01,7.097914e+01,9.724286e+01,1.110366e+02,1.377504e+02,7.629142e+01,9.447892e+01,1.006189e+02
50167,AGIS_Os11g011110, 9.095765e-01,-0.7451522909, 1.895195e+00,2.082069e-01,0.629415041,Not_significant,4.221499e-01,2.490496e-01,5.953037e-01,2.557994e-01,9.610980e-01,8.110716e-01,8.882937e-01,2.876469e-01
50170,AGIS_Os11g011140,-4.261533e-01, 2.8266982995, 3.498703e+00,1.006902e-01,0.540933145,Not_significant,7.762868e+00,6.546447e+00,8.230074e+00,9.976175e+00,5.703908e+00,6.302702e+00,6.146992e+00,5.791290e+00
50173,AGIS_Os11g011170, 1.079016e+00, 2.0666621167, 9.671695e+00,1.576533e-02,0.360500516,Not_significant,3.166124e+00,1.298616e+00,3.169992e+00,3.227007e+00,7.312702e+00,5.001608e+00,3.588707e+00,6.462466e+00
50176,AGIS_Os11g011200, 5.963541e-01, 1.7067523192, 3.871755e+00,8.694800e-02,0.522372065,Not_significant,1.993486e+00,3.504484e+00,2.202624e+00,2.420256e+00,3.238482e+00,5.745090e+00,4.263810e+00,2.435410e+00
50185,AGIS_Os11g011290,-2.741372e-01, 3.8122958794, 1.594551e+00,2.445731e-01,0.654416520,Not_significant,2.213942e+01,1.327079e+01,1.090894e+01,1.582021e+01,1.429111e+01,1.174364e+01,1.323558e+01,1.070046e+01
50186,AGIS_Os11g011300,-1.048231e+00, 2.6176482723, 6.599695e+00,3.514021e-02,0.448385099,Not_significant,1.214854e+01,2.970806e+00,3.795061e+00,1.170774e+01,1.105263e+01,2.416317e+00,7.639326e-01,4.007880e+00
50190,AGIS_Os11g011340, 3.719260e-01, 1.0382848968, 1.923249e-01,6.734125e-01,0.889921552,Not_significant,2.321824e+00,2.935227e+00,1.116194e+00,5.509525e-01,2.925081e-01,3.109108e+00,3.801897e+00,1.994352e+00
50191,AGIS_Os11g011350,-5.008279e-01, 6.1934304086, 5.297922e+00,5.250326e-02,0.474494643,Not_significant,7.915311e+01,7.837947e+01,7.543986e+01,1.112137e+02,6.502037e+01,5.947858e+01,6.560937e+01,5.087514e+01
50199,AGIS_Os11g011430, 1.359073e-01,-1.0234029694, 2.438661e-02,8.800206e-01,0.965148545,Not_significant,2.814333e-01,2.846281e-01,9.524859e-01,2.754762e-01,2.925081e-01,4.731251e-01,2.487222e-01,8.054112e-01
50200,AGIS_Os11g011440,-1.063111e+00,-1.4119446198, 1.007706e+00,3.467238e-01,0.725044008,Not_significant,5.863193e-01,5.692562e-01,1.488259e-02,8.657825e-01,3.342949e-01,1.520759e-01,7.106350e-02,1.534117e-01
50203,AGIS_Os11g011470,-7.714587e-02, 2.2983701387, 5.980520e-02,8.133966e-01,0.942714204,Not_significant,6.074268e+00,4.127108e+00,4.836842e+00,4.722450e+00,3.301163e+00,5.288863e+00,6.946457e+00,3.758586e+00
50204,AGIS_Os11g011480,-7.568483e-02, 2.3404682801, 9.066719e-02,7.714871e-01,0.926939213,Not_significant,4.737460e+00,5.514670e+00,4.628486e+00,5.588232e+00,3.886179e+00,4.258126e+00,4.992211e+00,6.615878e+00
50205,AGIS_Os11g011490,-1.064221e-01,-1.2178334046, 4.960306e-03,9.457034e-01,0.986354363,Not_significant,9.146581e-01,1.423141e-01,5.060081e-01,1.574150e-01,0.000000e+00,5.745090e-01,6.040397e-01,2.492940e-01
50210,AGIS_Os11g011540, 5.099511e-01,-1.9366467460, 1.388725e-01,7.197702e-01,0.909476471,Not_significant,4.690554e-02,4.625207e-01,5.953037e-02,1.180612e-01,0.000000e+00,3.041518e-01,5.329762e-01,2.492940e-01
50218,AGIS_Os11g011620,-4.474197e-01, 5.4552724808, 2.014070e+00,1.962589e-01,0.622001622,Not_significant,3.658633e+01,6.541110e+01,4.183497e+01,5.631521e+01,5.871055e+01,2.722159e+01,3.151666e+01,3.309857e+01
50225,AGIS_Os11g011690,-6.009115e-02, 2.8584962734, 4.211236e-02,8.428949e-01,0.952039988,Not_significant,4.362216e+00,7.596013e+00,8.215191e+00,9.740053e+00,7.939505e+00,7.096876e+00,6.360183e+00,6.404937e+00
50226,AGIS_Os11g011700,-1.116363e+00,-1.4891675273, 6.793794e-01,4.353643e-01,0.774732103,Not_significant,7.973943e-01,2.490496e-01,2.530041e-01,2.361225e-01,2.089343e-02,7.096876e-01,5.329762e-02,2.492940e-01
50227,AGIS_Os11g011710,-1.157386e-01, 1.9858170872, 1.163173e-01,7.424709e-01,0.918218469,Not_significant,5.042346e+00,3.059752e+00,3.899239e+00,4.171497e+00,2.799720e+00,4.342612e+00,5.258699e+00,2.818939e+00
50228,AGIS_Os11g011720, 1.311424e+00,-1.6993452233, 1.292587e+00,2.906375e-01,0.689373518,Not_significant,2.345277e-02,1.423141e-01,2.083563e-01,1.967687e-01,8.148439e-01,3.210492e-01,1.776587e-01,2.876469e-01
50229,AGIS_Os11g011730,-3.070583e-01, 5.3824430287, 7.126224e-01,4.248210e-01,0.769934406,Not_significant,3.208339e+01,6.131957e+01,3.676000e+01,4.809028e+01,6.970050e+01,2.656259e+01,2.471233e+01,3.419162e+01
50232,AGIS_Os11g011760, 1.213792e+00, 1.4401307544, 8.789442e-01,3.778507e-01,0.741576213,Not_significant,0.000000e+00,1.387562e+00,1.250138e+00,2.872824e+00,8.294693e+00,6.252010e-01,2.114139e+00,4.889997e+00
50237,AGIS_Os11g011810,-2.704308e-02, 3.5379654737, 1.653147e-02,9.010657e-01,0.973074728,Not_significant,1.332117e+01,9.748513e+00,1.189119e+01,1.180612e+01,9.402045e+00,1.245333e+01,1.211633e+01,1.188940e+01
50238,AGIS_Os11g011820, 4.411676e-01, 4.9073484143, 5.055698e+00,5.680507e-02,0.481170200,Not_significant,2.185798e+01,2.435349e+01,2.550876e+01,2.798052e+01,2.055914e+01,3.553507e+01,3.958237e+01,4.439350e+01
50239,AGIS_Os11g011830,-5.925748e-01, 1.8762299375, 4.509258e+00,6.864283e-02,0.495244037,Not_significant,3.775896e+00,5.532459e+00,4.122478e+00,3.915698e+00,1.859516e+00,3.717411e+00,3.339984e+00,2.799763e+00
50240,AGIS_Os11g011840,-9.941709e-01,-2.2354012098, 5.366986e-01,4.861083e-01,0.800929415,Not_significant,1.641694e-01,1.067355e-01,3.125344e-01,2.361225e-01,0.000000e+00,3.041518e-01,8.882937e-02,1.725881e-01
50241,AGIS_Os11g011850, 5.018328e-01,-1.7942958861, 3.280847e-01,5.835031e-01,0.849920160,Not_significant,1.407166e-01,1.067355e-01,1.190607e-01,5.115987e-01,3.342949e-01,1.182813e-01,1.954246e-01,4.985879e-01
50242,AGIS_Os11g011860,-3.360564e-01, 0.7608011129, 8.206927e-01,3.930775e-01,0.751070918,Not_significant,2.181108e+00,1.814504e+00,1.860324e+00,1.515119e+00,1.420754e+00,1.115223e+00,1.918714e+00,1.438234e+00
50243,AGIS_Os11g011870, 3.024098e-01, 0.2742927633, 2.020476e-01,6.658467e-01,0.887327482,Not_significant,1.500977e+00,1.618822e+00,7.441296e-01,4.328912e-01,4.596556e-01,1.537657e+00,1.492333e+00,1.591646e+00
50244,AGIS_Os11g011880,-2.209903e-01, 2.3008561547, 4.335370e-01,5.300531e-01,0.822565848,Not_significant,6.613682e+00,3.735744e+00,4.911255e+00,5.312756e+00,4.701023e+00,4.815738e+00,2.220734e+00,6.826819e+00
50245,AGIS_Os11g011890,-5.759468e-01, 3.3447243199, 6.884365e+00,3.213032e-02,0.438058106,Not_significant,9.897070e+00,1.396457e+01,1.266509e+01,1.190451e+01,9.402045e+00,8.431765e+00,6.520076e+00,8.188348e+00
50246,AGIS_Os11g011900,-1.310832e-01, 2.1107513519, 2.814661e-01,6.110444e-01,0.863170184,Not_significant,4.221499e+00,4.322790e+00,4.821960e+00,4.525681e+00,4.116007e+00,3.751206e+00,4.583596e+00,3.911997e+00
50252,AGIS_Os11g011960, 1.303498e-01, 0.5221106208, 4.681967e-02,8.344927e-01,0.949513132,Not_significant,3.119219e+00,5.158885e-01,1.696616e+00,6.296600e-01,8.357374e-01,8.617636e-01,2.078607e+00,1.476587e+00
50255,AGIS_Os11g011990, 3.730860e-01, 0.3546452510, 2.000495e-01,6.673831e-01,0.887958802,Not_significant,3.025408e+00,9.250414e-01,1.041781e-01,1.160936e+00,1.358073e+00,1.622143e+00,1.172548e+00,6.136467e-01
50257,AGIS_Os11g012010, 1.203892e+00, 2.3751206982, 6.693826e+00,3.418852e-02,0.445601663,Not_significant,2.720522e+00,2.739546e+00,5.119612e+00,1.593827e+00,2.695253e+00,8.296586e+00,7.603794e+00,1.041282e+01
50258,AGIS_Os11g012020,-7.509408e-01, 0.3547615031, 2.568163e+00,1.501045e-01,0.586008475,Not_significant,1.477525e+00,1.423141e+00,1.041781e+00,2.203810e+00,1.671475e+00,6.758930e-01,6.928691e-01,7.670583e-01
50259,AGIS_Os11g012030,-1.015340e-01, 4.6461100674, 3.674870e-01,5.622234e-01,0.840551887,Not_significant,2.680652e+01,2.600789e+01,2.515158e+01,2.524543e+01,2.797631e+01,2.453492e+01,2.416159e+01,2.013528e+01
50260,AGIS_Os11g012040, 8.602256e-01, 1.0318306780, 5.474418e+00,4.940492e-02,0.466997784,Not_significant,2.274919e+00,5.514670e-01,1.518024e+00,1.633181e+00,2.590786e+00,1.453170e+00,3.215623e+00,2.838116e+00
