,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
4209,AGIS_Os01g042090, 8.760952e-01, 4.5235681494,2.914089e+00,1.279744e-01,0.534235065,Not_significant,3.991027e+00,2.342428e+01,2.103734e+01,2.177328e+01,3.282904e+01,2.710054e+01,2.192055e+01,3.125953e+01
4210,AGIS_Os01g042100,-1.119034e-01, 3.7938986894,6.103134e-02,8.113821e-01,0.932043396,Not_significant,1.868740e+01,1.099220e+01,1.550120e+01,9.323211e+00,6.067258e+00,8.751217e+00,2.656099e+01,1.443989e+01
4211,AGIS_Os01g042110,-1.428387e-01, 0.9154803046,7.443144e-03,9.334670e-01,0.978999216,Not_significant,2.817196e-01,1.264279e+00,1.409200e+00,3.270296e+00,4.138904e+00,2.587726e+00,0.000000e+00,1.452056e+00
4213,AGIS_Os01g042130,-2.088833e-01, 1.8686247305,1.631875e-01,6.971863e-01,0.883713770,Not_significant,3.568448e+00,3.160697e+00,5.334828e+00,3.126861e+00,3.057145e+00,2.681825e+00,2.474901e+00,5.162865e+00
4214,AGIS_Os01g042140, 1.321967e-01, 4.5576722592,3.206254e-01,5.872939e-01,0.832319746,Not_significant,2.188022e+01,2.086060e+01,2.773104e+01,1.933491e+01,2.177628e+01,2.310133e+01,2.810780e+01,2.496729e+01
4217,AGIS_Os01g042170, 7.895018e-01, 1.6052988626,7.300518e-01,4.188523e-01,0.740297458,Not_significant,4.319700e+00,2.388082e+00,6.039428e-01,1.434340e+00,1.222858e+00,5.834145e+00,6.054668e+00,1.855405e+00
4218,AGIS_Os01g042180,-1.638993e-01, 8.2557525021,3.736908e-01,5.587453e-01,0.819293453,Not_significant,4.699082e+02,2.512052e+02,3.481227e+02,2.407683e+02,2.390217e+02,2.529384e+02,3.437460e+02,2.988815e+02
4220,AGIS_Os01g042200, 1.629718e+00, 3.8646976942,1.921200e+00,2.048362e-01,0.598536922,Not_significant,2.817196e-01,9.482091e+00,1.207886e+00,2.730984e+01,4.115388e+01,1.929032e+01,3.800740e+00,1.331051e+01
4221,AGIS_Os01g042210, 1.312837e+00, 3.5053771754,1.439280e+01,5.673785e-03,0.173120428,Not_significant,7.512522e+00,5.373185e+00,6.945342e+00,4.790696e+00,2.455123e+01,7.292681e+00,1.900370e+01,1.476257e+01
4222,AGIS_Os01g042220, 4.388523e-01, 2.8005399050,1.286390e+00,2.906692e-01,0.659371385,Not_significant,5.258765e+00,4.565451e+00,5.435485e+00,8.405233e+00,7.666380e+00,8.704168e+00,8.706347e+00,6.332577e+00
4223,AGIS_Os01g042230, 1.312024e-01, 3.2385241952,1.717367e-01,6.898366e-01,0.879828406,Not_significant,9.531512e+00,9.973755e+00,6.794356e+00,9.122403e+00,1.387474e+01,8.751217e+00,7.601481e+00,9.196353e+00
4224,AGIS_Os01g042240,-2.498551e-01, 4.6635851033,1.077788e+00,3.305823e-01,0.684879929,Not_significant,2.540171e+01,2.935936e+01,2.778137e+01,2.659267e+01,2.111782e+01,1.966671e+01,3.018495e+01,2.198251e+01
4225,AGIS_Os01g042250,-2.203287e-01, 4.0501309717,5.635120e-01,4.750824e-01,0.773402630,Not_significant,2.389921e+01,1.510111e+01,1.434364e+01,1.767107e+01,1.316924e+01,1.378552e+01,1.303742e+01,2.085313e+01
4226,AGIS_Os01g042260,-1.248054e+00, 0.3841916146,8.708364e-01,3.792740e-01,0.716380070,Not_significant,1.737271e+00,8.428525e-01,2.214457e+00,1.491714e+00,0.000000e+00,6.586938e-01,1.591008e+00,1.250381e+00
4227,AGIS_Os01g042270, 5.524207e-01, 3.5390358794,2.384968e+00,1.628151e-01,0.565652150,Not_significant,5.305718e+00,6.742820e+00,1.404167e+01,1.316724e+01,1.269891e+01,1.359732e+01,1.343518e+01,1.335085e+01
4228,AGIS_Os01g042280, 4.754775e-01, 0.5036114625,2.520093e-01,6.296513e-01,0.853532086,Not_significant,1.690317e+00,1.194041e+00,5.032857e-01,9.466645e-01,1.316924e+00,1.035090e+00,2.916847e+00,1.089042e+00
4230,AGIS_Os01g042300,-1.101463e-01, 2.9913855786,9.090448e-02,7.709838e-01,0.915858588,Not_significant,1.615192e+01,6.180919e+00,4.680557e+00,7.315135e+00,8.748139e+00,6.210541e+00,6.143057e+00,7.542623e+00
4232,AGIS_Os01g042320,-1.186591e-01, 1.4932296247,1.515698e-02,9.051941e-01,0.969296001,Not_significant,5.916111e+00,6.672583e-01,3.925628e+00,1.807269e+00,7.995611e-01,3.669865e+00,2.961042e+00,2.178084e+00
4233,AGIS_Os01g042330,-2.054947e-01, 3.2953330760,2.082282e-01,6.608519e-01,0.866098013,Not_significant,1.943865e+01,5.724373e+00,9.713413e+00,8.060992e+00,5.879126e+00,6.916285e+00,1.423068e+01,7.945972e+00
4236,AGIS_Os01g042360, 1.989602e-01, 5.3305176316,2.453513e-01,6.342984e-01,0.855908799,Not_significant,2.047162e+01,4.358250e+01,3.341817e+01,4.848070e+01,7.290116e+01,3.396978e+01,2.682616e+01,4.158526e+01
4238,AGIS_Os01g042380, 7.398738e-02, 1.4758631932,1.222880e-02,9.147797e-01,0.971843695,Not_significant,2.488523e+00,1.791062e+00,1.862157e+00,4.647262e+00,2.869013e+00,2.964122e+00,3.491378e+00,1.452056e+00
4240,AGIS_Os01g042400,-2.596084e-01, 5.5171736702,1.435441e+00,2.663296e-01,0.640322989,Not_significant,5.700126e+01,5.295923e+01,3.739412e+01,5.252554e+01,4.853806e+01,3.966277e+01,4.083586e+01,3.678541e+01
4241,AGIS_Os01g042410,-5.241171e-01, 6.4912891465,6.320752e+00,3.712007e-02,0.374277285,Not_significant,1.625522e+02,8.878047e+01,9.074240e+01,8.720788e+01,8.738732e+01,6.295230e+01,7.309796e+01,6.635088e+01
4243,AGIS_Os01g042430,-5.254590e-01, 0.3266229869,3.892091e-01,5.506821e-01,0.814483250,Not_significant,1.408598e+00,1.334517e+00,1.308543e+00,1.463027e+00,1.128792e+00,9.409911e-01,9.722825e-01,8.066977e-01
4245,AGIS_Os01g042450, 6.832935e+00, 0.9725838747,2.320364e+01,1.510079e-03,0.094220338,Not_significant,0.000000e+00,0.000000e+00,0.000000e+00,1.721208e-01,3.621541e+00,3.763964e+00,5.126580e+00,2.420093e+00
4247,AGIS_Os01g042470, 1.088143e-01, 3.2156826609,5.701687e-02,8.175549e-01,0.934603052,Not_significant,3.568448e+00,1.383683e+01,1.061933e+01,8.778162e+00,1.091166e+01,8.092523e+00,1.078350e+01,7.058604e+00
4248,AGIS_Os01g042480, 3.115256e+00,-0.5800694118,3.558158e+00,9.766857e-02,0.499026245,Not_significant,0.000000e+00,2.107131e-01,7.045999e-01,0.000000e+00,4.232970e-01,5.645947e-01,2.032954e+00,8.066977e-01
4249,AGIS_Os01g042490,-5.603243e-02, 2.6428145781,1.898629e-02,8.939282e-01,0.965084156,Not_significant,7.606428e+00,5.724373e+00,7.549285e+00,4.245647e+00,6.913852e+00,4.328559e+00,5.214970e+00,7.744297e+00
4251,AGIS_Os01g042510, 2.093281e+00, 0.3143828789,2.646523e+00,1.442088e-01,0.548931647,Not_significant,0.000000e+00,1.194041e+00,3.019714e-01,1.004038e+00,1.410990e+00,1.881982e+00,1.502618e+00,1.976409e+00
4252,AGIS_Os01g042520, 3.779767e-01, 3.5068607144,1.119287e+00,3.223315e-01,0.681819953,Not_significant,8.874166e+00,8.323169e+00,8.153228e+00,1.362623e+01,1.340441e+01,1.844343e+01,9.413462e+00,1.004339e+01
4253,AGIS_Os01g042530, 3.608457e-01, 4.9074364605,1.294643e+00,2.896180e-01,0.658499518,Not_significant,1.507200e+01,3.466231e+01,2.063471e+01,3.522739e+01,4.129498e+01,3.867473e+01,1.935726e+01,3.448632e+01
4254,AGIS_Os01g042540,-7.694810e-02, 5.6477567975,8.541851e-02,7.778639e-01,0.918350460,Not_significant,3.263252e+01,5.524196e+01,7.624778e+01,4.589888e+01,4.783257e+01,4.432068e+01,4.666956e+01,5.158831e+01
4255,AGIS_Os01g042550, 1.019454e-01, 1.5109467928,3.409705e-02,8.582541e-01,0.951581084,Not_significant,2.911102e+00,2.669033e+00,2.214457e+00,2.696559e+00,3.480442e+00,2.023131e+00,3.889130e+00,2.258753e+00
4256,AGIS_Os01g042560,-1.612747e+00, 1.5900146189,3.200891e+00,1.131588e-01,0.517068115,Not_significant,5.540485e+00,2.282726e+00,3.774642e+00,4.073526e+00,2.821980e-01,1.317388e+00,5.303359e+00,8.470325e-01
4258,AGIS_Os01g042580,-1.402813e+00,-0.0518156256,2.167193e-01,6.545334e-01,0.863661603,Not_significant,2.441570e+00,4.916640e-01,0.000000e+00,1.950703e+00,0.000000e+00,9.880407e-01,1.060672e+00,8.066977e-02
4260,AGIS_Os01g042600, 1.040324e-01, 5.0460730858,2.277642e-01,6.463911e-01,0.860986926,Not_significant,3.014399e+01,3.202840e+01,3.568295e+01,2.874418e+01,2.798464e+01,3.138205e+01,4.114523e+01,3.654340e+01
4261,AGIS_Os01g042610, 1.791953e-01, 5.4514856645,6.232903e-01,4.533668e-01,0.760157846,Not_significant,4.610810e+01,3.877122e+01,4.298060e+01,3.585850e+01,3.767344e+01,5.151926e+01,4.697892e+01,4.953124e+01
4266,AGIS_Os01g042660, 3.758010e-01, 3.0004052795,1.004312e+00,3.466391e-01,0.696298172,Not_significant,5.822204e+00,9.271378e+00,6.844685e+00,5.134938e+00,1.251078e+01,8.139573e+00,1.069511e+01,4.961191e+00
4267,AGIS_Os01g042670, 2.037296e-02, 6.3816038373,5.156451e-03,9.445986e-01,0.982091390,Not_significant,1.120305e+02,6.058003e+01,8.983649e+01,5.350089e+01,8.385985e+01,4.130951e+01,1.641390e+02,6.114768e+01
4272,AGIS_Os01g042720, 7.699913e-02, 5.6500106109,1.132528e-01,7.454418e-01,0.905489219,Not_significant,6.719012e+01,3.954383e+01,4.469177e+01,4.500959e+01,4.938466e+01,4.088606e+01,5.595044e+01,5.840491e+01
4273,AGIS_Os01g042730,-6.480378e-02, 2.6911131570,2.128387e-02,8.877803e-01,0.962872351,Not_significant,8.639400e+00,4.811283e+00,5.888442e+00,6.425844e+00,3.809673e+00,6.916285e+00,9.280878e+00,5.243535e+00
4275,AGIS_Os01g042750, 6.684861e-01, 2.1331720347,1.529838e+00,2.527713e-01,0.631669698,Not_significant,9.860185e-01,5.689255e+00,9.059142e-01,8.032305e+00,4.091871e+00,6.633987e+00,1.679397e+00,6.332577e+00
4276,AGIS_Os01g042760, 1.602802e-01, 4.2303937624,3.837757e-01,5.534105e-01,0.816293484,Not_significant,2.206803e+01,1.288862e+01,2.028241e+01,1.560562e+01,2.379870e+01,1.881982e+01,2.139021e+01,1.468190e+01
4277,AGIS_Os01g042770, 7.106793e-01, 5.0011392341,4.052435e+00,8.058090e-02,0.473991876,Not_significant,1.263043e+01,3.009686e+01,1.439397e+01,4.136637e+01,4.877323e+01,5.001368e+01,1.661719e+01,4.162560e+01
4278,AGIS_Os01g042780,-9.400887e-01, 0.5434850075,1.131294e+00,3.196027e-01,0.680043349,Not_significant,1.549458e+00,1.720824e+00,3.523000e+00,6.884833e-01,4.703301e-01,8.468920e-01,1.237450e+00,1.008372e+00
4283,AGIS_Os01g042830,-1.680274e+00,-0.1616417073,4.109310e-01,5.429808e-01,0.809943310,Not_significant,3.897121e+00,0.000000e+00,0.000000e+00,1.348280e+00,6.114291e-01,6.116442e-01,0.000000e+00,4.033488e-02
4284,AGIS_Os01g042840, 4.181711e-01, 5.0284654675,1.945197e+00,2.023210e-01,0.597097401,Not_significant,2.014295e+01,2.282726e+01,4.338322e+01,2.619105e+01,2.765541e+01,3.712210e+01,3.009656e+01,5.304037e+01
4286,AGIS_Os01g042860,-1.297420e-01, 1.9905938218,5.585542e-02,8.193712e-01,0.935133306,Not_significant,2.441570e+00,3.090459e+00,4.328257e+00,6.196349e+00,3.339343e+00,5.598897e+00,1.635202e+00,4.477172e+00
4288,AGIS_Os01g042880, 9.510455e-01, 2.5670152680,1.993618e+00,1.973740e-01,0.593532051,Not_significant,1.314691e+00,6.356513e+00,1.258214e+00,8.663414e+00,1.180528e+01,9.786307e+00,2.607485e+00,4.920856e+00
4289,AGIS_Os01g042890,-1.276789e+00, 0.5694691834,1.503222e+00,2.564074e-01,0.632649244,Not_significant,5.634391e-01,3.055340e+00,1.207886e+00,2.237571e+00,6.584621e-01,2.775924e+00,8.838931e-02,5.646884e-01
4290,AGIS_Os01g042900,-2.349493e-01, 1.7113524323,1.513241e-01,7.078266e-01,0.889041019,Not_significant,1.408598e+00,4.179144e+00,3.321685e+00,5.077564e+00,3.621541e+00,2.822973e+00,1.591008e+00,3.468800e+00
4291,AGIS_Os01g042910, 1.732031e+00, 0.0214238947,4.497340e-01,5.222141e-01,0.797775752,Not_significant,0.000000e+00,3.511886e-02,3.019714e-01,2.381005e+00,1.363957e+00,1.740834e+00,0.000000e+00,1.573060e+00
4292,AGIS_Os01g042920, 1.683630e-01, 5.1578289504,9.981931e-02,7.605051e-01,0.911477056,Not_significant,1.032972e+01,3.648849e+01,7.096328e+00,8.462607e+01,5.060751e+01,4.290919e+01,3.889130e+00,4.888588e+01
4294,AGIS_Os01g042940, 1.551942e+00, 2.4383614326,6.972301e+00,3.090213e-02,0.355734905,Not_significant,2.065943e+00,3.933312e+00,1.660843e+00,2.065450e+00,1.495650e+01,7.104483e+00,8.750542e+00,2.218419e+00
4296,AGIS_Os01g042960, 8.133146e-01, 1.9230758628,7.281460e-01,4.194336e-01,0.740308317,Not_significant,2.817196e-01,2.001775e+00,3.523000e+00,6.655338e+00,3.433409e+00,8.374821e+00,1.591008e+00,3.791479e+00
4298,AGIS_Os01g042980, 8.630860e-01, 7.7448312844,1.245090e+01,8.313639e-03,0.208734126,Not_significant,1.038606e+02,1.495712e+02,1.708655e+02,1.924884e+02,2.741084e+02,3.134441e+02,2.481088e+02,2.629028e+02
4302,AGIS_Os01g043020,-5.483297e-01, 5.9172596116,1.602230e+00,2.428231e-01,0.624433192,Not_significant,1.085090e+02,5.794611e+01,7.810993e+01,4.047708e+01,3.052442e+01,3.858064e+01,4.675795e+01,8.192015e+01
4310,AGIS_Os01g043100,-2.967064e-01, 5.8408461408,1.444635e+00,2.652868e-01,0.639442418,Not_significant,9.315527e+01,4.705927e+01,6.703765e+01,4.810777e+01,4.623344e+01,4.234460e+01,6.699910e+01,4.694980e+01
4311,AGIS_Os01g043110, 5.673472e-01, 4.2166653146,2.608454e+00,1.467381e-01,0.551759773,Not_significant,9.484559e+00,1.762967e+01,8.253885e+00,2.467065e+01,2.779651e+01,2.973532e+01,9.634435e+00,2.085313e+01
4313,AGIS_Os01g043130, 2.659594e-01, 4.2550044933,6.111818e-01,4.578852e-01,0.762283850,Not_significant,9.672372e+00,2.391594e+01,1.187754e+01,2.665004e+01,2.196441e+01,1.849048e+01,1.736850e+01,2.210352e+01
4314,AGIS_Os01g043140,-9.510775e-01,-0.5544470703,2.373713e-01,6.397820e-01,0.858510156,Not_significant,8.451587e-01,7.023771e-01,2.113800e+00,2.868680e-02,5.173631e-01,4.234460e-01,0.000000e+00,2.420093e-01
4315,AGIS_Os01g043150,-2.615572e-01, 2.0850601871,2.371278e-01,6.399379e-01,0.858534580,Not_significant,6.855176e+00,4.284500e+00,3.120371e+00,3.585850e+00,2.680881e+00,4.234460e+00,6.275641e+00,2.258753e+00
4316,AGIS_Os01g043160, 2.069089e-01, 4.6274165315,4.715358e-01,5.125812e-01,0.793622338,Not_significant,4.225793e+01,1.580348e+01,1.977913e+01,1.589249e+01,2.901936e+01,1.524406e+01,3.535573e+01,2.375725e+01
4318,AGIS_Os01g043180, 9.176355e-01, 2.5368389127,4.539037e+00,6.700239e-02,0.451716237,Not_significant,6.949083e+00,1.053566e+00,5.636799e+00,3.614537e+00,9.030337e+00,3.434618e+00,6.894366e+00,9.196353e+00
4319,AGIS_Os01g043190, 1.125047e+00, 4.9963222737,1.109305e+01,1.108314e-02,0.237444020,Not_significant,2.840672e+01,1.566301e+01,2.184260e+01,9.696139e+00,6.589324e+01,1.505586e+01,6.757363e+01,3.061418e+01
4320,AGIS_Os01g043200, 5.569063e-01, 5.3573686981,2.179614e+00,1.798400e-01,0.579947879,Not_significant,5.249375e+01,1.647074e+01,5.037889e+01,7.257761e+00,4.063652e+01,1.449126e+01,1.256012e+02,2.004644e+01
4322,AGIS_Os01g043220,-3.283857e-01, 3.7049785394,7.519447e-01,4.122685e-01,0.736138084,Not_significant,1.896912e+01,1.292374e+01,1.570251e+01,1.006907e+01,7.478248e+00,1.482061e+01,1.025316e+01,1.347185e+01
4323,AGIS_Os01g043230,-6.072218e-01, 6.1469302474,6.663286e+00,3.364525e-02,0.364209440,Not_significant,1.035789e+02,8.137039e+01,7.483858e+01,8.187213e+01,4.581015e+01,5.255435e+01,6.638037e+01,5.981663e+01
4324,AGIS_Os01g043240,-1.055152e+00, 3.0897642137,5.322938e+00,5.139223e-02,0.416162474,Not_significant,1.540067e+01,9.201140e+00,1.177688e+01,8.060992e+00,2.774947e+00,6.681037e+00,9.899603e+00,3.670474e+00
4326,AGIS_Os01g043260, 1.649816e+00, 7.2373550069,2.386940e+00,1.627017e-01,0.565652150,Not_significant,7.658077e+01,7.199365e+00,9.346015e+01,8.795374e+01,2.704398e+01,3.165024e+02,4.369526e+02,1.608152e+02
4327,AGIS_Os01g043270, 1.103668e+00, 9.5677157040,1.072989e+00,3.319440e-01,0.685483566,Not_significant,5.124009e+02,5.590922e+01,6.121463e+02,5.552044e+02,1.140080e+02,1.411346e+03,2.113742e+03,6.956154e+02
4330,AGIS_Os01g043300, 1.683653e+00, 6.0189835754,4.713336e+00,6.330106e-02,0.445330967,Not_significant,2.192717e+01,6.110681e+00,5.002659e+01,3.247346e+01,1.236968e+01,1.341383e+02,1.717404e+02,8.938210e+01
4331,AGIS_Os01g043310, 1.656918e+00, 8.0225992414,4.046443e+00,8.076403e-02,0.473991876,Not_significant,1.056918e+02,2.805997e+01,1.719727e+02,1.341395e+02,4.844400e+01,5.900955e+02,6.345911e+02,3.667248e+02
4334,AGIS_Os01g043340, 3.310807e-01, 1.7386811554,8.729459e-02,7.755155e-01,0.917752153,Not_significant,1.972037e+00,1.299398e+00,6.492385e+00,9.753513e-01,9.406601e-02,5.881194e+00,6.010473e+00,3.388130e+00
4335,AGIS_Os01g043350, 1.156043e+00, 3.4431294390,2.384029e+00,1.629267e-01,0.565652150,Not_significant,6.620410e+00,2.914865e+00,8.455199e+00,5.421806e+00,1.740221e+00,1.867867e+01,2.731230e+01,1.524659e+01
4336,AGIS_Os01g043360, 1.446408e+00, 6.7409124640,1.921721e+00,2.047811e-01,0.598507605,Not_significant,3.305510e+01,8.920189e+00,6.552779e+01,6.285278e+01,1.020616e+01,2.726992e+02,3.129424e+02,8.885775e+01
4338,AGIS_Os01g043380, 2.230483e-01, 3.0759267959,3.691309e-01,5.609179e-01,0.820003706,Not_significant,6.197830e+00,9.166021e+00,8.857828e+00,6.569278e+00,9.970997e+00,6.869235e+00,7.999233e+00,1.117276e+01
4339,AGIS_Os01g043390, 1.214852e+00, 2.3858875659,6.847228e+00,3.182414e-02,0.359605496,Not_significant,2.253757e+00,3.722599e+00,1.560186e+00,5.307059e+00,6.396489e+00,1.148009e+01,4.949802e+00,5.485544e+00
4340,AGIS_Os01g043400, 1.695132e+00, 3.7404949732,8.301825e+00,2.149083e-02,0.310224639,Not_significant,2.394616e+00,5.443423e+00,7.196985e+00,1.207714e+01,2.417496e+01,2.517151e+01,1.975501e+01,1.008372e+01
4346,AGIS_Os01g043460, 4.535769e-01, 2.1329286942,2.606588e-01,6.240887e-01,0.849739979,Not_significant,3.333682e+00,1.755943e+00,3.070043e+00,1.491714e+00,1.034726e+00,1.881982e+00,3.579767e+00,1.827170e+01
4347,AGIS_Os01g043470, 5.821994e-01, 3.8601390018,3.407141e+00,1.035591e-01,0.504151179,Not_significant,6.573456e+00,1.404754e+01,1.112261e+01,1.520401e+01,1.622639e+01,2.258379e+01,1.272806e+01,1.702132e+01
4348,AGIS_Os01g043480,-7.030230e-01, 1.1198946184,2.502228e-01,6.310062e-01,0.853798740,Not_significant,2.253757e+00,4.916640e-01,7.549285e-01,4.044839e+00,1.081759e+00,5.692996e+00,0.000000e+00,2.379758e+00
4350,AGIS_Os01g043500,-4.716731e-01, 3.3672270399,1.398155e+00,2.725250e-01,0.644662040,Not_significant,1.826482e+01,1.025471e+01,1.097163e+01,8.634728e+00,5.502862e+00,9.221713e+00,1.038574e+01,8.672000e+00
4351,AGIS_Os01g043510,-4.300135e+00, 0.0275184715,9.042274e+00,1.779418e-02,0.289696866,Not_significant,2.535476e+00,1.334517e+00,1.761500e+00,1.348280e+00,4.703301e-02,9.409911e-02,0.000000e+00,3.630139e-01
4353,AGIS_Os01g043530,-7.219697e-01, 3.1380611091,2.019997e+00,1.947487e-01,0.591552219,Not_significant,1.817091e+01,7.339841e+00,9.965056e+00,8.261799e+00,3.198244e+00,6.163492e+00,6.717588e+00,9.962716e+00
4354,AGIS_Os01g043540, 3.281310e-01, 5.0588906374,1.509365e+00,2.557354e-01,0.632494890,Not_significant,1.990818e+01,2.507486e+01,3.774642e+01,2.986296e+01,1.881320e+01,4.257985e+01,6.549648e+01,2.654035e+01
4355,AGIS_Os01g043550, 1.238554e-01, 6.8639363749,1.849464e-01,6.790293e-01,0.875099129,Not_significant,5.718907e+01,1.359802e+02,1.120817e+02,1.514950e+02,1.246375e+02,1.325386e+02,9.267620e+01,1.245541e+02
4356,AGIS_Os01g043560,-1.044646e+00, 1.1573326521,1.398771e+00,2.724278e-01,0.644662040,Not_significant,5.446578e+00,1.685705e+00,1.962814e+00,2.208884e+00,4.703301e-01,9.409911e-01,3.270405e+00,1.210046e+00
4359,AGIS_Os01g043590,-1.666982e+00, 1.8244622748,3.488088e+00,1.005083e-01,0.500409364,Not_significant,1.178527e+01,2.458320e+00,1.207886e+00,6.712712e+00,4.703301e-01,2.587726e+00,8.838931e-01,1.532726e+00
4360,AGIS_Os01g043600,-1.143145e+00, 9.5763932845,6.689269e+00,3.355206e-02,0.364209440,Not_significant,2.457158e+03,6.871004e+02,7.152696e+02,5.772072e+02,3.542056e+02,2.910485e+02,5.321479e+02,4.928519e+02
4361,AGIS_Os01g043610,-4.201413e-01, 2.8853858330,1.577557e+00,2.457539e-01,0.625953979,Not_significant,7.512522e+00,9.727923e+00,9.361113e+00,6.913519e+00,5.220664e+00,7.151532e+00,6.231447e+00,6.332577e+00
4362,AGIS_Os01g043620,-7.314310e-01, 5.5831166038,3.464979e+00,1.014552e-01,0.502406546,Not_significant,1.238627e+02,4.913128e+01,4.494341e+01,3.066619e+01,3.137101e+01,2.150165e+01,4.812798e+01,3.327628e+01
4363,AGIS_Os01g043630, 5.759165e-01, 2.4406410171,9.896256e-01,3.502943e-01,0.698107875,Not_significant,2.911102e+00,4.424976e+00,2.013143e+00,6.827459e+00,1.062946e+01,1.039795e+01,2.298122e+00,3.267125e+00
4364,AGIS_Os01g043640, 1.543350e-01, 2.8266654033,1.326473e-01,7.255651e-01,0.897136079,Not_significant,3.568448e+00,6.286275e+00,8.052571e+00,8.950282e+00,6.631654e+00,1.077435e+01,6.098863e+00,5.727553e+00
4365,AGIS_Os01g043650,-6.474400e-01, 3.8524708150,2.809018e+00,1.340440e-01,0.541062057,Not_significant,2.817196e+01,1.327493e+01,2.123865e+01,9.122403e+00,7.619347e+00,9.551060e+00,1.599847e+01,9.962716e+00
4367,AGIS_Os01g043670, 8.444263e-01,-0.1405104735,2.538408e-01,6.285875e-01,0.852672292,Not_significant,1.314691e+00,5.267828e-01,0.000000e+00,7.171701e-01,5.173631e-01,1.411487e+00,1.679397e+00,4.436837e-01
4368,AGIS_Os01g043680, 6.655191e-01, 1.3046430486,1.202782e-01,7.380918e-01,0.902012867,Not_significant,7.606428e+00,7.023771e-02,2.516428e+00,4.303020e-01,0.000000e+00,2.587726e+00,5.303359e+00,6.856930e-01
4369,AGIS_Os01g043690,-1.378857e+00, 3.7579122816,1.267534e+00,2.943522e-01,0.661772402,Not_significant,4.131887e+00,2.482903e+01,3.120371e+00,1.239270e+01,0.000000e+00,5.744751e+01,4.021714e+00,1.613395e+00
4370,AGIS_Os01g043700,-5.312715e-01, 2.8516808218,1.184875e+00,3.095097e-01,0.672912828,Not_significant,5.916111e+00,7.655910e+00,7.750599e+00,1.001169e+01,2.210551e+00,1.016270e+01,9.811214e+00,3.549470e+00
