GeneID	HPmockWT_1	HPmockWT_2	HPmockWT_3	HPmockWT_4	HPmockpho2_1	HPmockpho2_2	HPmockpho2_3	HPmockpho2_4
AGIS_Os08g029780	0	0	0	0	0	0	7	0
AGIS_Os08g029790	3083	1777	1410	2343	1089	1432	1423	1360
AGIS_Os08g029800	0	0	0	0	0	0	0	0
AGIS_Os08g029810	36	0	30	45	10	0	29	22
AGIS_Os08g029820	0	0	0	0	0	0	0	0
AGIS_Os08g029830	0	0	0	0	0	0	0	0
AGIS_Os08g029840	131	105	74	163	90	143	74	72
AGIS_Os08g029850	0	0	0	0	0	0	0	0
AGIS_Os08g029860	64	20	34	0	1	14	20	13
AGIS_Os08g029870	34	252	163	246	273	173	98	273
AGIS_Os08g029880	1425	744	751	1138	537	504	667	785
AGIS_Os08g029890	646	624	419	673	493	423	560	450
AGIS_Os08g029900	0	16	0	36	8	20	12	12
AGIS_Os08g029910	64	290	104	290	190	235	120	275
AGIS_Os08g029920	163	319	235	291	171	191	150	247
AGIS_Os08g029930	1	10	0	11	17	31	0	8
AGIS_Os08g029940	1902	1960	1478	1995	995	1411	1582	1081
AGIS_Os08g029950	0	7	1	0	2	2	6	2
AGIS_Os08g029960	125	96	19	31	13	34	0	32
AGIS_Os08g029970	0	0	0	0	0	0	0	0
AGIS_Os08g029980	0	0	0	0	0	0	0	0
AGIS_Os08g029990	0	0	0	0	0	0	0	0
AGIS_Os08g030000	0	0	0	0	0	0	0	0
AGIS_Os08g030010	0	0	0	0	0	0	0	0
AGIS_Os08g030020	0	0	0	0	0	0	0	0
AGIS_Os08g030030	0	0	0	0	0	0	0	0
AGIS_Os08g030040	0	0	0	0	0	0	0	0
AGIS_Os08g030050	0	0	0	0	0	0	0	0
AGIS_Os08g030060	0	0	0	0	0	0	0	0
AGIS_Os08g030070	0	0	0	0	0	0	0	0
AGIS_Os08g030080	24	60	22	10	8	0	0	0
AGIS_Os08g030090	657	1250	580	1556	985	1219	1440	1493
AGIS_Os08g030100	0	0	0	0	0	0	0	0
AGIS_Os08g030110	4471	5720	4089	6510	3904	4106	4906	5327
AGIS_Os08g030120	806	2024	1037	2048	865	1136	1303	1341
AGIS_Os08g030130	26	225	26	383	138	271	51	154
AGIS_Os08g030140	0	0	0	18	0	0	0	1
AGIS_Os08g030150	486	530	407	567	334	606	721	694
AGIS_Os08g030160	18	0	0	26	0	19	0	3
AGIS_Os08g030170	0	0	0	0	0	0	0	0
AGIS_Os08g030180	128	41	10	70	64	29	12	91
AGIS_Os08g030190	0	0	0	0	0	0	0	0
AGIS_Os08g030200	983	1216	565	1372	1079	202	125	178
AGIS_Os08g030210	655	469	637	634	529	494	431	547
AGIS_Os08g030220	3335	1477	1655	1666	856	1113	1412	805
AGIS_Os08g030230	0	0	0	0	0	0	0	0
AGIS_Os08g030240	0	0	0	0	0	0	0	0
AGIS_Os08g030250	0	0	0	0	0	0	0	0
AGIS_Os08g030260	0	0	0	0	0	0	0	0
AGIS_Os08g030270	0	0	0	0	0	0	0	0
AGIS_Os08g030280	0	0	0	0	0	0	0	0
AGIS_Os08g030290	0	0	0	0	0	0	0	0
AGIS_Os08g030300	10	0	40	15	0	1	0	6
AGIS_Os08g030310	0	0	0	0	0	0	0	0
AGIS_Os08g030320	0	0	0	0	0	0	0	0
AGIS_Os08g030330	535	884	570	1011	715	599	619	776
AGIS_Os08g030340	30	220	70	376	237	302	78	219
AGIS_Os08g030350	132	17	28	30	8	2	0	4
AGIS_Os08g030360	2088	1704	1539	2050	1155	795	1167	1242
AGIS_Os08g030370	144	114	46	79	16	24	79	19
AGIS_Os08g030380	612	1119	854	1480	777	891	806	665
AGIS_Os08g030390	0	0	0	0	0	0	0	0
AGIS_Os08g030400	182	138	101	142	112	98	64	103
AGIS_Os08g030410	18	30	26	1	23	17	28	23
AGIS_Os08g030420	0	2	0	0	16	3	0	0
AGIS_Os08g030430	3706	3381	2585	4566	2920	2335	3469	3625
AGIS_Os08g030440	0	0	0	0	0	0	0	0
AGIS_Os08g030450	2122	2286	1717	2508	2309	1683	1907	2326
AGIS_Os08g030460	146	649	220	1170	1029	788	214	1090
AGIS_Os08g030470	191	250	105	352	112	190	236	169
AGIS_Os08g030480	0	0	0	0	0	0	0	0
AGIS_Os08g030490	0	0	0	0	0	0	0	0
AGIS_Os08g030500	0	0	0	0	0	0	0	0
AGIS_Os08g030510	0	0	0	0	0	0	0	0
AGIS_Os08g030520	0	0	0	0	8	0	0	4
AGIS_Os08g030530	0	0	0	0	0	0	0	0
AGIS_Os08g030540	0	0	0	0	0	0	0	0
AGIS_Os08g030550	0	0	0	0	0	0	0	0
AGIS_Os08g030560	8	8	30	18	42	5	0	41
AGIS_Os08g030570	376	2316	694	3336	2164	1994	1225	2383
AGIS_Os08g030580	234	613	278	631	375	396	313	435
AGIS_Os08g030590	1495	2236	1908	2912	1645	1664	2164	1854
AGIS_Os08g030600	16	86	67	227	73	92	71	101
AGIS_Os08g030610	0	0	0	0	0	0	0	0
AGIS_Os08g030620	22353	16546	17879	16528	8850	9026	16537	13700
AGIS_Os08g030630	326	461	512	519	309	259	310	291
AGIS_Os08g030640	569	512	568	910	730	766	571	711
AGIS_Os08g030650	220	233	162	461	202	269	217	215
AGIS_Os08g030660	0	0	0	0	0	0	0	0
AGIS_Os08g030670	849	1430	1041	1728	1430	1030	1383	1344
AGIS_Os08g030680	0	0	0	7	0	4	0	10
AGIS_Os08g030690	2502	2440	2173	2517	1481	1448	1539	2174
AGIS_Os08g030700	0	0	0	0	0	0	0	0
AGIS_Os08g030710	3993	2945	3148	2867	1629	1791	3018	2548
AGIS_Os08g030720	0	0	0	0	0	0	0	0
AGIS_Os08g030730	16	103	31	334	115	179	19	81
AGIS_Os08g030740	20	71	20	157	45	65	16	27
AGIS_Os08g030750	0	0	0	0	0	0	0	0
AGIS_Os08g030760	0	0	0	0	0	0	0	0
AGIS_Os08g030770	0	0	0	0	0	0	0	0
AGIS_Os08g030780	0	0	0	0	0	0	0	0
AGIS_Os08g030790	28	213	155	266	74	124	227	148
AGIS_Os08g030800	0	0	0	0	0	0	0	0
AGIS_Os08g030810	0	0	0	0	0	0	0	0
AGIS_Os08g030820	0	0	0	0	0	0	0	0
AGIS_Os08g030830	0	0	0	0	0	0	0	0
AGIS_Os08g030840	0	0	0	0	0	0	0	0
AGIS_Os08g030850	243	205	313	341	286	210	220	321
AGIS_Os08g030860	0	0	0	0	0	0	0	0
AGIS_Os08g030870	0	0	0	0	0	0	0	0
AGIS_Os08g030880	0	4	14	0	0	6	0	5
AGIS_Os08g030890	707	1504	1068	1381	975	1125	1076	882
AGIS_Os08g030900	560	699	514	962	1220	2014	2050	1611
AGIS_Os08g030910	227	217	227	276	113	124	258	139
AGIS_Os08g030920	16	6	30	8	21	62	38	66
AGIS_Os08g030930	1246	1199	930	1663	493	868	966	1126
AGIS_Os08g030940	1772	1414	997	1278	565	591	833	769
AGIS_Os08g030950	68	36	50	41	10	11	27	27
AGIS_Os08g030960	14	12	1	77	38	52	60	54
AGIS_Os08g030970	6181	4225	4512	5268	6319	11688	18760	14185
AGIS_Os08g030980	3161	2968	3405	3263	3442	3892	6585	4086
AGIS_Os08g030990	0	0	0	0	0	0	0	0
AGIS_Os08g031000	182	537	478	1055	832	731	379	1015
AGIS_Os08g031010	3121	2779	1776	3309	1435	1497	1801	1425
AGIS_Os08g031020	0	0	0	0	0	0	0	0
AGIS_Os08g031030	0	0	0	0	0	0	0	0
AGIS_Os08g031040	0	0	0	0	0	0	0	0
AGIS_Os08g031050	0	0	0	0	0	0	0	0
AGIS_Os08g031060	0	4	0	0	0	0	0	0
AGIS_Os08g031070	365	465	321	646	301	275	249	259
AGIS_Os08g031080	0	0	0	4	0	0	0	0
AGIS_Os08g031090	692	1067	547	1106	650	706	897	706
AGIS_Os08g031100	0	0	0	0	0	0	0	0
AGIS_Os08g031110	875	991	811	1435	897	783	849	1033
AGIS_Os08g031120	0	0	0	0	0	0	0	0
AGIS_Os08g031130	0	0	0	0	0	0	0	0
AGIS_Os08g031140	0	0	0	0	0	0	0	0
AGIS_Os08g031150	0	0	0	0	0	0	0	0
AGIS_Os08g031160	22	49	6	14	11	43	4	10
AGIS_Os08g031170	12	7	18	6	21	29	94	18
AGIS_Os08g031180	1190	2607	2597	2422	1243	1825	2371	1872
AGIS_Os08g031190	0	0	0	0	0	0	0	0
AGIS_Os08g031200	0	0	0	0	0	0	0	0
AGIS_Os08g031210	0	0	0	0	0	0	0	0
AGIS_Os08g031220	0	0	0	0	0	0	0	0
AGIS_Os08g031230	0	0	0	0	0	0	0	0
AGIS_Os08g031240	14	0	0	0	0	0	0	0
AGIS_Os08g031250	24	42	24	37	44	23	18	31
AGIS_Os08g031260	164	136	140	180	174	75	124	138
AGIS_Os08g031270	20	14	0	12	9	41	0	6
AGIS_Os08g031280	29	3	0	16	16	4	0	7
AGIS_Os08g031290	4	19	10	77	85	239	22	82
AGIS_Os08g031300	127	626	154	856	576	682	359	641
AGIS_Os08g031310	202	779	398	796	274	339	338	394
AGIS_Os08g031320	0	0	0	0	0	0	0	0
AGIS_Os08g031330	0	0	0	0	0	0	0	0
AGIS_Os08g031340	0	0	0	0	0	0	0	4
AGIS_Os08g031350	0	0	0	0	0	0	0	0
AGIS_Os08g031360	560	329	269	432	116	130	219	208
AGIS_Os08g031370	158	87	71	125	107	90	88	96
AGIS_Os08g031380	712	1130	628	1007	601	740	759	832
AGIS_Os08g031390	1033	577	347	422	309	451	489	813
AGIS_Os08g031400	51	89	72	196	59	131	61	127
AGIS_Os08g031410	4188	2236	1470	2278	1282	783	1510	1044
AGIS_Os08g031420	0	0	0	0	0	0	0	0
AGIS_Os08g031430	406	732	600	1115	754	694	683	835
AGIS_Os08g031440	0	0	0	0	0	0	0	0
AGIS_Os08g031450	3057	2572	1931	2628	1966	2976	4289	3174
AGIS_Os08g031460	68	136	95	174	102	217	155	176
AGIS_Os08g031470	0	0	0	0	0	0	0	0
AGIS_Os08g031480	689	188	162	287	107	83	180	195
AGIS_Os08g031490	0	0	0	0	0	0	0	0
AGIS_Os08g031500	0	0	0	0	0	0	0	0
AGIS_Os08g031510	968	950	891	1126	373	529	707	542
AGIS_Os08g031520	14890	8915	6015	9129	2671	2578	3975	5660
AGIS_Os08g031530	26	111	76	82	75	88	183	129
AGIS_Os08g031540	26	177	30	270	140	183	38	151
AGIS_Os08g031550	0	0	0	0	0	0	0	0
AGIS_Os08g031560	0	0	0	0	0	6	4	7
AGIS_Os08g031570	0	0	0	0	0	0	0	0
AGIS_Os08g031580	460	681	644	676	431	399	604	469
AGIS_Os08g031590	80	11	4	34	29	10	4	10
AGIS_Os08g031600	0	0	0	0	0	0	0	0
AGIS_Os08g031610	101	125	84	125	100	99	135	125
AGIS_Os08g031620	0	8	0	0	0	0	0	0
AGIS_Os08g031630	0	0	0	0	0	0	0	0
AGIS_Os08g031640	0	0	0	0	0	0	0	0
AGIS_Os08g031650	0	0	0	0	0	0	0	0
AGIS_Os08g031660	0	0	0	0	0	0	0	0
AGIS_Os08g031670	0	0	0	0	0	0	0	0
AGIS_Os08g031680	0	0	0	0	0	0	0	0
AGIS_Os08g031690	0	22	2	12	1	0	0	0
AGIS_Os08g031700	0	8	0	16	0	2	0	0
AGIS_Os08g031710	241	354	239	279	158	254	288	234
AGIS_Os08g031720	0	0	0	0	0	0	0	0
AGIS_Os08g031730	42	24	0	18	6	16	0	0
AGIS_Os08g031740	94	49	26	57	18	51	60	67
AGIS_Os08g031750	0	0	0	0	0	0	0	0
AGIS_Os08g031760	0	0	0	0	0	0	0	0
AGIS_Os08g031770	0	0	0	0	0	0	0	0
AGIS_Os08g031780	137	216	137	108	124	96	101	184
AGIS_Os08g031790	0	0	0	0	0	0	0	0
AGIS_Os08g031800	5	0	0	0	0	0	0	0
AGIS_Os08g031810	200	255	194	211	314	46	136	124
AGIS_Os08g031820	0	0	0	0	0	0	0	0
AGIS_Os08g031830	0	0	0	0	0	0	0	0
AGIS_Os08g031840	0	0	0	0	0	0	0	0
AGIS_Os08g031850	0	0	0	0	0	0	0	0
AGIS_Os08g031860	164	340	156	487	324	216	263	354
AGIS_Os08g031870	15	17	0	0	0	0	21	19
AGIS_Os08g031880	180	1149	228	1623	1257	1251	373	1415
AGIS_Os08g031890	0	0	0	0	0	0	0	0
AGIS_Os08g031900	0	0	0	0	0	0	0	0
AGIS_Os08g031910	20	34	16	37	12	3	12	14
AGIS_Os08g031920	0	0	0	0	0	0	0	0
AGIS_Os08g031930	4180	2949	2193	3126	2798	1314	2185	1862
AGIS_Os08g031940	0	0	0	0	0	0	0	0
AGIS_Os08g031950	15653	9963	8908	14108	9756	8363	18541	13230
AGIS_Os08g031960	0	0	0	0	0	0	0	0
AGIS_Os08g031970	93	297	161	409	223	251	186	293
AGIS_Os08g031980	31	144	144	425	421	344	84	265
AGIS_Os08g031990	152	544	383	838	624	639	316	705
AGIS_Os08g032000	378	308	143	212	404	171	215	302
AGIS_Os08g032010	1166	867	609	760	1684	641	1109	1129
AGIS_Os08g032020	70	58	52	70	70	91	183	104
AGIS_Os08g032030	0	0	0	0	0	0	0	0
AGIS_Os08g032040	0	0	0	0	0	0	0	0
AGIS_Os08g032050	0	0	0	0	0	0	0	0
AGIS_Os08g032060	0	0	0	0	0	0	0	0
AGIS_Os08g032070	21	23	4	76	43	52	24	43
AGIS_Os08g032080	0	0	0	0	0	0	0	0
AGIS_Os08g032090	0	0	0	4	0	12	8	0
AGIS_Os08g032100	170	249	59	626	370	431	57	162
AGIS_Os08g032110	0	0	8	7	4	3	0	2
AGIS_Os08g032120	0	0	0	0	0	0	0	0
AGIS_Os08g032130	0	6	0	0	58	12	8	24
AGIS_Os08g032140	0	8	0	0	33	10	2	1
AGIS_Os08g032150	0	0	0	0	0	0	0	0
AGIS_Os08g032160	0	0	0	0	0	0	0	0
AGIS_Os08g032170	0	0	0	0	0	0	0	0
AGIS_Os08g032180	499	2683	485	4103	2204	2290	616	2793
AGIS_Os08g032190	0	0	0	12	0	0	0	0
AGIS_Os08g032200	446	841	672	1169	696	653	685	796
AGIS_Os08g032210	0	0	0	0	0	0	0	0
AGIS_Os08g032220	493	758	518	921	352	493	723	659
AGIS_Os08g032230	0	0	1	0	0	0	0	0
AGIS_Os08g032240	156	533	250	1216	494	768	232	513
AGIS_Os08g032250	0	11	0	48	0	8	0	2
AGIS_Os08g032260	864	1042	912	1039	423	597	846	924
AGIS_Os08g032270	0	0	12	0	0	0	0	0
AGIS_Os08g032280	0	0	0	0	0	0	0	0
AGIS_Os08g032290	42	40	0	247	111	209	0	102
AGIS_Os08g032300	34	0	0	14	4	0	0	8
AGIS_Os08g032310	0	0	0	0	0	0	0	0
AGIS_Os08g032320	0	0	0	0	0	0	0	0
AGIS_Os08g032330	95	117	93	132	84	69	140	234
AGIS_Os08g032340	0	0	0	0	0	0	0	0
AGIS_Os08g032350	261	212	199	393	157	277	302	349
AGIS_Os08g032360	0	0	0	0	0	0	0	0
AGIS_Os08g032370	0	0	0	0	0	0	0	0
AGIS_Os08g032380	0	0	0	0	0	0	0	0
AGIS_Os08g032390	0	0	0	0	0	0	0	0
AGIS_Os08g032400	68	146	103	243	410	282	273	265
AGIS_Os08g032410	0	0	0	0	0	0	0	0
AGIS_Os08g032420	0	0	0	0	0	0	0	0
AGIS_Os08g032430	3197	3002	1520	2828	2103	1253	1787	1755
AGIS_Os08g032440	0	0	0	0	0	0	0	0
AGIS_Os08g032450	1059	2141	1193	3307	1170	2852	1762	2425
AGIS_Os08g032460	74	322	218	656	291	470	253	352
AGIS_Os08g032470	0	0	0	0	0	0	0	0
AGIS_Os08g032480	0	14	1	0	0	0	14	4
AGIS_Os08g032490	0	0	0	0	0	0	0	0
AGIS_Os08g032500	0	0	0	0	0	0	0	0
AGIS_Os08g032510	0	0	0	0	0	0	0	0
AGIS_Os08g032520	0	0	0	0	0	0	0	0
AGIS_Os08g032530	0	0	0	0	0	0	0	0
AGIS_Os08g032540	0	0	0	0	0	0	0	0
AGIS_Os08g032550	0	0	0	0	0	0	0	0
AGIS_Os08g032560	4	0	0	6	0	4	0	0
AGIS_Os08g032570	78	125	161	144	119	69	114	89
AGIS_Os08g032580	0	14	0	0	0	0	0	2
AGIS_Os08g032590	0	0	0	0	0	0	0	0
AGIS_Os08g032600	0	0	0	0	0	0	0	0
AGIS_Os08g032610	0	0	0	0	0	0	0	0
AGIS_Os08g032620	0	0	0	0	0	0	0	0
AGIS_Os08g032630	0	0	0	0	0	0	0	0
AGIS_Os08g032640	0	0	0	0	0	0	0	0
AGIS_Os08g032650	0	0	0	0	0	0	0	0
AGIS_Os08g032660	0	0	0	0	0	0	0	0
AGIS_Os08g032670	0	0	0	0	0	0	0	0
AGIS_Os08g032680	0	0	0	0	0	0	0	0
AGIS_Os08g032690	0	0	0	1	0	8	0	14
AGIS_Os08g032700	71	104	66	111	60	37	48	90
AGIS_Os08g032710	0	0	0	0	0	0	0	0
AGIS_Os08g032720	0	0	0	0	0	0	0	0
AGIS_Os08g032730	924	761	564	741	406	403	577	748
AGIS_Os08g032740	1863	1689	1706	1579	1164	1196	2026	1375
AGIS_Os08g032750	0	18	0	0	0	0	0	0
AGIS_Os08g032760	32	21	40	42	2	7	10	22
AGIS_Os08g032770	0	0	0	0	6	0	0	0
AGIS_Os08g032780	0	0	0	0	0	0	0	0
AGIS_Os08g032790	0	0	0	0	0	0	0	0
AGIS_Os08g032800	0	0	0	0	0	0	0	0
AGIS_Os08g032810	0	0	0	0	0	0	0	0
AGIS_Os08g032820	44	30	22	4	2	14	24	18
AGIS_Os08g032830	0	0	0	0	0	0	0	0
AGIS_Os08g032840	16	54	10	12	12	0	33	14
AGIS_Os08g032850	14	34	0	40	12	15	20	4
AGIS_Os08g032860	659	411	303	329	182	186	275	479
AGIS_Os08g032870	0	0	0	0	0	0	0	0
AGIS_Os08g032880	1355	1323	1014	1652	969	1028	1057	1585
AGIS_Os08g032890	541	434	326	396	319	124	152	187
AGIS_Os08g032900	0	0	0	0	0	0	0	0
AGIS_Os08g032910	0	0	0	0	0	0	0	0
AGIS_Os08g032920	0	0	0	0	0	0	0	0
AGIS_Os08g032930	0	0	0	0	0	0	0	0
AGIS_Os08g032940	0	0	0	0	0	0	0	0
AGIS_Os08g032950	0	0	0	0	0	0	0	0
AGIS_Os08g032960	62	210	53	307	274	233	90	181
AGIS_Os08g032970	2424	1837	2480	2829	1193	1388	2449	2554
AGIS_Os08g032980	0	0	0	8	0	0	0	0
AGIS_Os08g032990	0	0	0	0	0	0	0	0
AGIS_Os08g033000	4725	4380	3867	5618	2953	2869	4552	4170
AGIS_Os08g033010	12	22	29	18	33	133	233	42
AGIS_Os08g033020	0	0	0	0	0	0	0	0
AGIS_Os08g033030	0	0	0	0	0	0	0	0
AGIS_Os08g033040	0	0	0	0	0	0	0	0
AGIS_Os08g033050	8	0	0	0	0	0	0	0
AGIS_Os08g033060	0	0	0	0	0	0	0	0
AGIS_Os08g033070	0	0	0	0	0	0	0	0
AGIS_Os08g033080	0	0	0	0	0	0	0	0
AGIS_Os08g033090	0	0	0	0	0	0	0	0
AGIS_Os08g033100	0	0	0	0	0	0	0	0
AGIS_Os08g033110	0	0	0	0	0	0	0	0
AGIS_Os08g033120	3162	1823	1149	1818	1407	501	632	991
AGIS_Os08g033130	64	173	78	171	144	134	97	67
AGIS_Os08g033140	327	440	283	429	318	396	150	305
AGIS_Os08g033150	167	197	32	308	275	380	94	146
AGIS_Os08g033160	1	16	32	41	7	83	16	46
AGIS_Os08g033170	0	0	0	0	0	0	0	0
AGIS_Os08g033180	170	214	123	294	320	366	206	183
AGIS_Os08g033190	78	122	89	239	102	114	20	107
AGIS_Os08g033200	10	83	12	189	98	103	108	54
AGIS_Os08g033210	266	586	285	722	334	402	207	328
AGIS_Os08g033220	0	0	0	0	0	0	0	0
AGIS_Os08g033230	0	0	0	0	0	0	0	0
AGIS_Os08g033240	0	0	0	0	0	0	0	0
AGIS_Os08g033250	0	0	0	0	0	0	0	17
AGIS_Os08g033260	165	170	132	175	75	99	112	149
AGIS_Os08g033270	102	161	148	184	177	152	68	163
AGIS_Os08g033280	202	158	94	142	104	55	125	89
AGIS_Os08g033290	5994	3241	2817	3077	3047	1435	3607	2622
AGIS_Os08g033300	0	0	0	0	0	0	0	0
AGIS_Os08g033310	39	4	6	48	0	7	0	24
AGIS_Os08g033320	0	0	0	0	0	0	0	0
AGIS_Os08g033330	0	0	0	0	0	0	0	0
AGIS_Os08g033340	0	0	0	0	0	0	0	0
AGIS_Os08g033350	0	0	0	0	0	0	0	0
AGIS_Os08g033360	53	53	0	8	10	0	30	20
AGIS_Os08g033370	0	0	0	0	0	0	0	0
AGIS_Os08g033380	0	0	0	0	0	0	0	0
AGIS_Os08g033390	16	70	55	57	20	46	30	62
AGIS_Os08g033400	1215	1096	979	1065	848	703	858	909
AGIS_Os08g033410	0	0	0	0	0	0	0	0
AGIS_Os08g033420	1352	1045	911	1031	693	370	678	614
AGIS_Os08g033430	0	0	0	0	0	0	0	0
AGIS_Os08g033440	0	0	0	0	0	0	0	0
AGIS_Os08g033450	0	0	0	0	0	0	0	0
AGIS_Os08g033460	120	184	44	175	77	36	92	94
AGIS_Os08g033470	0	2	0	8	0	0	0	0
AGIS_Os08g033480	0	0	0	0	0	0	0	0
AGIS_Os08g033490	0	51	18	52	6	0	85	7
AGIS_Os08g033500	0	0	0	0	0	0	0	0
AGIS_Os08g033510	0	0	0	0	0	0	0	0
AGIS_Os08g033520	0	0	0	0	0	0	0	0
AGIS_Os08g033530	0	0	0	0	0	0	0	0
AGIS_Os08g033540	0	0	0	0	0	0	0	0
AGIS_Os08g033550	1352	790	527	766	119	148	178	252
AGIS_Os08g033560	3928	3589	2706	4424	1722	2010	2507	1769
AGIS_Os08g033570	0	14	0	48	9	14	0	4
AGIS_Os08g033580	136	22	29	24	187	3	20	132
AGIS_Os08g033590	0	0	0	0	0	0	0	0
AGIS_Os08g033600	0	0	0	0	0	2	0	0
AGIS_Os08g033610	0	0	0	4	0	0	0	0
AGIS_Os08g033620	0	0	0	0	0	0	0	0
AGIS_Os08g033630	170	99	50	103	34	14	30	130
AGIS_Os08g033640	96	127	77	130	75	60	149	129
AGIS_Os08g033650	749	1296	678	1382	943	945	787	1058
AGIS_Os08g033660	127	152	72	290	85	41	38	46
AGIS_Os08g033670	540	696	413	517	363	269	254	425
AGIS_Os08g033680	0	0	0	0	0	0	0	0
AGIS_Os08g033690	0	0	0	0	0	0	0	0
AGIS_Os08g033700	1276	549	373	685	1188	422	788	786
AGIS_Os08g033710	264	245	273	444	240	207	255	190
AGIS_Os08g033720	10	0	10	0	15	2	14	9
AGIS_Os08g033730	0	0	0	0	0	0	0	0
AGIS_Os08g033740	0	0	0	0	0	6	16	0
AGIS_Os08g033750	0	0	6	2	6	18	34	16
AGIS_Os08g033760	66	72	56	60	46	69	92	47
AGIS_Os08g033770	0	0	0	0	0	0	0	0
AGIS_Os08g033780	0	0	0	0	0	0	0	0
AGIS_Os08g033790	188	110	189	100	95	136	204	177
AGIS_Os08g033800	375	289	151	188	18	26	18	42
AGIS_Os08g033810	1340	681	400	639	377	394	401	598
AGIS_Os08g033820	84	44	10	69	9	10	19	12
AGIS_Os08g033830	0	0	0	6	11	6	0	4
AGIS_Os08g033840	0	0	0	0	0	0	0	0
AGIS_Os08g033850	1530	1621	1570	2206	1540	1340	2141	2573
AGIS_Os08g033860	0	0	0	0	0	0	0	0
AGIS_Os08g033870	0	0	0	0	0	0	0	0
AGIS_Os08g033880	0	0	3	12	0	2	0	0
AGIS_Os08g033890	0	0	0	0	0	0	0	0
AGIS_Os08g033900	0	0	0	0	0	0	0	0
AGIS_Os08g033910	0	0	0	0	0	0	0	0
AGIS_Os08g033920	0	4	0	28	0	0	0	1
AGIS_Os08g033930	0	0	0	0	0	0	0	0
AGIS_Os08g033940	0	0	0	0	0	0	0	0
AGIS_Os08g033950	0	0	0	0	0	0	0	0
AGIS_Os08g033960	0	0	0	10	0	0	0	0
AGIS_Os08g033970	0	0	0	0	0	0	0	0
AGIS_Os08g033980	62	144	83	203	108	133	57	190
AGIS_Os08g033990	86	474	340	572	296	408	367	420
AGIS_Os08g034000	414	593	294	647	482	314	206	282
AGIS_Os08g034010	0	0	0	0	0	0	0	0
AGIS_Os08g034020	0	0	0	0	0	0	0	0
AGIS_Os08g034030	358	136	183	232	131	151	266	176
AGIS_Os08g034040	0	0	0	0	0	0	0	0
AGIS_Os08g034050	326	1142	484	1810	1069	1033	550	934
AGIS_Os08g034060	0	0	0	0	0	0	0	0
AGIS_Os08g034070	207	152	92	204	125	355	237	374
AGIS_Os08g034080	0	0	0	0	0	0	0	0
AGIS_Os08g034090	0	0	0	0	0	0	0	0
AGIS_Os08g034100	0	0	0	0	0	0	0	0
AGIS_Os08g034110	0	0	0	0	0	0	0	0
AGIS_Os08g034120	48	18	40	26	17	5	95	3
AGIS_Os08g034130	0	0	44	0	25	16	44	45
AGIS_Os08g034140	0	0	0	0	0	0	0	0
AGIS_Os08g034150	0	0	0	0	0	0	0	0
AGIS_Os08g034160	0	0	0	0	0	0	0	0
AGIS_Os08g034170	0	0	0	0	0	0	0	0
AGIS_Os08g034180	90	217	142	379	185	205	140	124
AGIS_Os08g034190	952	1566	890	1787	1003	1086	1038	1032
AGIS_Os08g034200	642	372	387	680	246	690	741	379
AGIS_Os08g034210	6	1	0	12	3	4	44	2
AGIS_Os08g034220	132	48	24	18	40	12	0	14
AGIS_Os08g034230	439	288	290	283	118	42	68	34
AGIS_Os08g034240	607	473	346	564	352	302	467	512
AGIS_Os08g034250	4005	3050	2677	3265	2128	1770	2117	3346
AGIS_Os08g034260	32	8	15	14	4	12	0	21
AGIS_Os08g034270	0	0	0	1	0	0	0	0
AGIS_Os08g034280	0	0	0	0	0	0	0	0
AGIS_Os08g034290	27	38	11	93	39	80	45	102
AGIS_Os08g034300	93	104	105	144	175	180	108	135
AGIS_Os08g034310	0	0	0	0	0	0	0	0
AGIS_Os08g034320	48	62	14	36	0	14	33	34
AGIS_Os08g034330	573	490	414	838	335	450	451	329
AGIS_Os08g034340	30	0	0	0	0	2	0	4
AGIS_Os08g034350	0	0	0	0	0	0	0	0
AGIS_Os08g034360	0	0	0	0	0	0	0	2
AGIS_Os08g034370	1366	1022	738	781	575	442	793	1471
AGIS_Os08g034380	1196	537	326	309	847	297	618	916
AGIS_Os08g034390	0	0	0	0	0	0	0	0
AGIS_Os08g034400	0	0	0	0	0	0	0	0
AGIS_Os08g034410	2282	1705	1244	2167	1980	1316	2223	2304
AGIS_Os08g034420	8	134	58	104	33	84	102	54
AGIS_Os08g034430	306	194	161	194	116	50	83	182
AGIS_Os08g034440	201	944	219	1126	661	664	248	542
AGIS_Os08g034450	0	17	2	4	0	18	21	10
AGIS_Os08g034460	6660	3660	4207	3733	1968	2875	7299	8306
AGIS_Os08g034470	75	179	68	148	99	125	72	129
AGIS_Os08g034480	2198	4856	4074	4991	2384	2543	3894	3608
AGIS_Os08g034490	0	0	0	0	0	0	0	0
AGIS_Os08g034500	12	10	8	0	2	1	0	5
AGIS_Os08g034510	132	1041	359	1434	901	856	408	834
AGIS_Os08g034520	0	0	0	0	0	0	0	0
AGIS_Os08g034530	24874	10710	9945	12174	2650	3800	8713	5065
AGIS_Os08g034540	87	144	55	343	171	217	70	135
AGIS_Os08g034550	14	97	66	144	110	153	86	151
AGIS_Os08g034560	0	0	0	0	0	0	0	0
AGIS_Os08g034570	0	0	0	0	0	0	0	0
AGIS_Os08g034580	0	0	0	0	0	0	0	0
AGIS_Os08g034590	99	181	42	211	347	161	215	96
AGIS_Os08g034600	4411	8924	6800	10267	7566	6781	8335	8001
