GeneID	HPmockWT_1	HPmockWT_2	HPmockWT_3	HPmockWT_4	HPmockpho2_1	HPmockpho2_2	HPmockpho2_3	HPmockpho2_4
AGIS_Os01g040060	51	186	84	194	135	180	179	326
AGIS_Os01g040070	510	736	223	133	1379	518	685	267
AGIS_Os01g040080	1143	3145	1889	3423	1686	1577	1521	2171
AGIS_Os01g040090	0	0	0	0	0	0	0	0
AGIS_Os01g040100	13	24	35	76	26	12	14	22
AGIS_Os01g040110	0	0	0	3	9	9	0	4
AGIS_Os01g040120	0	10	4	42	10	16	20	19
AGIS_Os01g040130	0	0	0	0	0	0	0	0
AGIS_Os01g040140	0	0	0	0	0	0	0	0
AGIS_Os01g040150	0	0	0	0	0	0	0	0
AGIS_Os01g040160	0	0	0	0	0	0	0	0
AGIS_Os01g040170	60	72	64	26	67	39	168	133
AGIS_Os01g040180	70	126	93	295	63	98	156	124
AGIS_Os01g040190	639	731	549	941	519	451	673	697
AGIS_Os01g040200	0	0	0	0	0	0	0	0
AGIS_Os01g040210	0	0	0	0	0	0	0	0
AGIS_Os01g040220	0	0	0	0	0	0	0	0
AGIS_Os01g040230	0	0	0	0	0	0	0	0
AGIS_Os01g040240	0	0	0	0	0	0	0	0
AGIS_Os01g040250	0	0	0	0	0	0	0	0
AGIS_Os01g040260	58	71	35	133	68	112	41	64
AGIS_Os01g040270	300	442	291	632	264	297	239	342
AGIS_Os01g040280	824	555	424	557	322	325	323	398
AGIS_Os01g040290	466	90	60	141	242	156	311	261
AGIS_Os01g040300	0	0	0	0	6	0	0	0
AGIS_Os01g040310	0	0	4	14	0	19	6	0
AGIS_Os01g040320	0	0	0	0	0	0	0	0
AGIS_Os01g040330	558	425	606	642	72	391	374	375
AGIS_Os01g040340	3592	3979	3539	4406	2096	1717	2331	2019
AGIS_Os01g040350	38	119	120	103	30	14	12	24
AGIS_Os01g040360	20	38	40	92	52	34	20	30
AGIS_Os01g040370	0	0	0	0	0	0	0	0
AGIS_Os01g040380	0	0	0	0	0	0	0	0
AGIS_Os01g040390	563	814	343	922	608	485	744	832
AGIS_Os01g040400	302	222	196	409	280	235	313	228
AGIS_Os01g040410	6	74	54	126	56	63	96	68
AGIS_Os01g040420	2094	3730	2483	3604	2213	1812	2262	2835
AGIS_Os01g040430	0	0	0	0	0	0	0	0
AGIS_Os01g040440	73	206	82	289	167	182	50	130
AGIS_Os01g040450	78	201	89	418	183	202	41	165
AGIS_Os01g040460	365	659	537	785	731	782	739	1167
AGIS_Os01g040470	0	0	0	0	0	0	0	0
AGIS_Os01g040480	452	508	544	595	264	341	409	482
AGIS_Os01g040490	0	0	0	0	0	0	0	0
AGIS_Os01g040500	0	0	0	0	0	0	0	0
AGIS_Os01g040510	0	0	0	0	0	0	0	0
AGIS_Os01g040520	316	1540	462	2456	1739	1546	662	1561
AGIS_Os01g040530	223	1433	696	1705	866	857	754	636
AGIS_Os01g040540	890	814	766	1009	823	628	1158	1095
AGIS_Os01g040550	1632	1135	677	1106	630	510	639	647
AGIS_Os01g040560	52	28	16	24	0	28	2	24
AGIS_Os01g040570	138	147	104	276	281	122	122	240
AGIS_Os01g040580	58	144	80	187	86	69	132	48
AGIS_Os01g040590	121	76	26	129	108	56	40	53
AGIS_Os01g040600	81	245	188	410	145	118	166	160
AGIS_Os01g040610	0	0	0	12	0	5	0	11
AGIS_Os01g040620	354	279	202	335	145	261	395	485
AGIS_Os01g040630	663	964	578	1159	697	771	713	1004
AGIS_Os01g040640	3059	3359	3650	3534	1876	2608	3021	2433
AGIS_Os01g040650	0	0	0	0	8	0	0	6
AGIS_Os01g040660	788	475	495	557	314	230	494	381
AGIS_Os01g040670	1692	2285	1700	2335	1647	2174	2633	2555
AGIS_Os01g040680	162	211	129	158	89	128	242	133
AGIS_Os01g040690	0	0	0	0	0	0	0	0
AGIS_Os01g040700	0	0	0	0	0	0	0	0
AGIS_Os01g040710	3219	1510	1148	1741	1203	1055	1875	1362
AGIS_Os01g040720	416	1719	835	2252	1317	1234	847	1645
AGIS_Os01g040730	0	0	0	0	0	0	0	0
AGIS_Os01g040740	9	5	0	82	46	18	72	42
AGIS_Os01g040750	1896	1402	1285	1501	1629	994	2327	1218
AGIS_Os01g040760	776	895	671	842	580	499	683	688
AGIS_Os01g040770	6297	2884	3823	4238	2597	2821	6272	9694
AGIS_Os01g040780	0	0	0	0	0	0	0	0
AGIS_Os01g040790	76	497	144	907	421	437	151	482
AGIS_Os01g040800	14	59	101	153	35	113	95	143
AGIS_Os01g040810	70	247	119	433	129	222	185	294
AGIS_Os01g040820	0	7	1	12	0	15	0	0
AGIS_Os01g040830	42	156	74	112	257	127	174	101
AGIS_Os01g040840	0	0	0	0	0	0	0	0
AGIS_Os01g040850	0	0	0	0	0	0	0	0
AGIS_Os01g040860	0	0	0	0	0	0	0	0
AGIS_Os01g040870	0	0	0	0	0	0	0	0
AGIS_Os01g040880	0	0	0	0	0	0	0	0
AGIS_Os01g040890	290	135	167	188	93	371	391	334
AGIS_Os01g040900	0	0	0	0	0	0	0	0
AGIS_Os01g040910	0	0	0	0	0	0	0	0
AGIS_Os01g040920	0	3	0	1	4	1	0	0
AGIS_Os01g040930	0	0	0	0	0	0	0	0
AGIS_Os01g040940	0	0	0	0	0	0	0	0
AGIS_Os01g040950	0	0	0	0	0	0	0	0
AGIS_Os01g040960	0	0	0	0	0	0	0	0
AGIS_Os01g040970	445	316	176	213	297	118	258	356
AGIS_Os01g040980	38	14	10	56	42	9	12	8
AGIS_Os01g040990	0	16	0	70	60	7	0	7
AGIS_Os01g041000	23	13	25	66	33	22	0	13
AGIS_Os01g041010	14	148	46	68	113	91	53	204
AGIS_Os01g041020	320	527	492	541	267	336	285	451
AGIS_Os01g041030	0	0	0	0	0	0	0	0
AGIS_Os01g041040	0	0	0	0	0	0	0	0
AGIS_Os01g041050	0	0	0	0	0	0	0	0
AGIS_Os01g041060	0	0	0	0	0	0	0	0
AGIS_Os01g041070	0	0	0	0	0	0	0	0
AGIS_Os01g041080	0	0	0	0	0	0	0	0
AGIS_Os01g041090	1236	742	779	898	287	366	694	800
AGIS_Os01g041100	44	52	50	103	32	50	82	66
AGIS_Os01g041110	0	0	0	0	0	0	8	0
AGIS_Os01g041120	0	0	0	0	0	0	0	0
AGIS_Os01g041130	33	84	0	99	68	49	30	86
AGIS_Os01g041140	380	989	344	1530	875	979	479	1099
AGIS_Os01g041150	1899	1895	1491	1883	1439	1040	1463	1814
AGIS_Os01g041160	342	1044	687	1059	918	656	741	1020
AGIS_Os01g041170	73	291	94	441	245	296	112	176
AGIS_Os01g041180	367	583	433	610	470	345	346	646
AGIS_Os01g041190	4	0	7	0	20	0	0	0
AGIS_Os01g041200	270	304	164	211	197	176	189	206
AGIS_Os01g041210	19	3	6	4	0	0	0	27
AGIS_Os01g041220	270	760	591	1080	791	783	701	854
AGIS_Os01g041230	3524	3998	3398	3880	2159	2091	2997	2421
AGIS_Os01g041240	225	182	96	227	194	135	212	149
AGIS_Os01g041250	119	380	431	684	422	545	400	347
AGIS_Os01g041260	145	297	164	482	221	261	182	297
AGIS_Os01g041270	1625	1245	881	1114	643	663	1475	779
AGIS_Os01g041280	558	1377	853	2484	1332	1464	904	1677
AGIS_Os01g041290	18	43	0	123	14	54	10	43
AGIS_Os01g041300	60	35	16	44	4	43	50	16
AGIS_Os01g041310	824	1386	1337	1560	966	1037	1357	1255
AGIS_Os01g041320	72	143	28	440	126	198	42	107
AGIS_Os01g041330	299	810	572	813	1195	700	660	930
AGIS_Os01g041340	0	0	0	0	0	0	0	0
AGIS_Os01g041350	0	0	0	0	0	0	0	0
AGIS_Os01g041360	8621	8966	7821	9524	4109	5451	8550	6810
AGIS_Os01g041370	0	0	0	0	0	0	0	0
AGIS_Os01g041380	1572	2840	1754	3039	1793	1935	2147	2706
AGIS_Os01g041390	1487	2051	1478	2190	1450	1268	1847	1846
AGIS_Os01g041400	247	287	356	218	159	112	382	157
AGIS_Os01g041410	0	0	0	0	0	0	0	0
AGIS_Os01g041420	0	0	0	0	0	0	0	0
AGIS_Os01g041430	0	0	0	0	0	0	0	0
AGIS_Os01g041440	60	47	49	45	34	4	40	15
AGIS_Os01g041450	0	0	0	0	0	0	0	0
AGIS_Os01g041460	0	0	0	0	0	9	0	6
AGIS_Os01g041470	335	380	370	387	198	291	293	410
AGIS_Os01g041480	0	0	0	0	0	0	0	0
AGIS_Os01g041490	12	36	4	18	0	4	0	15
AGIS_Os01g041500	0	0	0	0	0	0	0	0
AGIS_Os01g041510	232	239	211	252	190	179	225	494
AGIS_Os01g041520	0	0	0	0	0	0	0	0
AGIS_Os01g041530	0	0	0	0	0	0	0	0
AGIS_Os01g041540	0	0	0	4	6	0	0	0
AGIS_Os01g041550	110	85	58	71	23	36	75	39
AGIS_Os01g041560	0	0	0	4	22	0	26	6
AGIS_Os01g041570	12	16	0	0	1	0	0	0
AGIS_Os01g041580	108	12	57	70	88	21	50	42
AGIS_Os01g041590	168	142	92	113	294	70	174	154
AGIS_Os01g041600	0	0	0	0	0	1	0	0
AGIS_Os01g041610	86	397	145	613	222	223	147	227
AGIS_Os01g041620	299	487	507	529	90	319	367	259
AGIS_Os01g041630	60	192	115	125	106	138	32	82
AGIS_Os01g041640	2696	2408	2010	2851	1532	2251	2859	2493
AGIS_Os01g041650	19	388	74	295	293	256	109	217
AGIS_Os01g041660	274	97	115	196	121	23	143	345
AGIS_Os01g041670	132	146	24	217	178	100	68	330
AGIS_Os01g041680	922	1018	799	1142	589	517	763	505
AGIS_Os01g041690	2661	3878	4286	3610	2279	2540	3451	2329
AGIS_Os01g041700	0	0	0	0	0	0	0	0
AGIS_Os01g041710	404	1376	435	2375	1392	1822	553	1706
AGIS_Os01g041720	2853	1945	1400	2166	1420	1160	1642	2064
AGIS_Os01g041730	1070	1083	819	1137	560	603	609	582
AGIS_Os01g041740	64	42	56	89	48	71	82	123
AGIS_Os01g041750	2578	1718	1194	1790	815	897	1302	1270
AGIS_Os01g041760	0	0	0	0	0	0	0	0
AGIS_Os01g041770	3561	3012	3237	3854	1861	2517	3720	3127
AGIS_Os01g041780	42	230	129	253	157	177	176	142
AGIS_Os01g041790	0	7	0	0	0	6	0	0
AGIS_Os01g041800	237	682	413	794	549	534	415	671
AGIS_Os01g041810	60	45	102	173	91	111	28	66
AGIS_Os01g041820	6975	7404	5696	8835	3754	2389	4077	2813
AGIS_Os01g041830	294	258	168	321	233	62	86	124
AGIS_Os01g041840	16	6	0	1	6	0	0	0
AGIS_Os01g041850	2274	4800	1825	7638	5702	3640	1277	4203
AGIS_Os01g041860	0	0	0	0	0	4	0	0
AGIS_Os01g041870	893	1406	1067	1589	840	933	914	1106
AGIS_Os01g041880	466	573	316	1057	547	498	331	338
AGIS_Os01g041890	721	1039	814	1278	739	659	717	905
AGIS_Os01g041900	20	83	75	99	80	85	92	47
AGIS_Os01g041910	0	0	0	0	6	4	0	0
AGIS_Os01g041920	0	0	0	0	0	2	0	0
AGIS_Os01g041930	1256	2369	1730	2194	1230	1412	1651	1480
AGIS_Os01g041940	441	187	89	311	104	68	105	128
AGIS_Os01g041950	0	0	0	0	0	0	0	0
AGIS_Os01g041960	146	332	176	556	393	386	175	339
AGIS_Os01g041970	6	0	0	0	0	1	0	1
AGIS_Os01g041980	0	0	0	0	0	0	0	0
AGIS_Os01g041990	0	6	0	6	11	15	8	2
AGIS_Os01g042000	0	0	0	0	0	0	0	0
AGIS_Os01g042010	365	356	188	402	460	251	246	207
AGIS_Os01g042020	2770	1608	1080	1587	1821	1039	1324	1326
AGIS_Os01g042030	27	33	20	65	39	23	96	22
AGIS_Os01g042040	57	72	67	55	52	53	58	115
AGIS_Os01g042050	118	59	46	82	35	51	48	64
AGIS_Os01g042060	182	266	201	204	292	199	382	261
AGIS_Os01g042070	43	184	65	340	182	231	58	169
AGIS_Os01g042080	20459	15296	15003	16345	11478	9478	16153	16716
AGIS_Os01g042090	85	667	418	759	698	576	496	775
AGIS_Os01g042100	398	313	308	325	129	186	601	358
AGIS_Os01g042110	6	36	28	114	88	55	0	36
AGIS_Os01g042120	0	0	0	0	0	0	0	0
AGIS_Os01g042130	76	90	106	109	65	57	56	128
AGIS_Os01g042140	466	594	551	674	463	491	636	619
AGIS_Os01g042150	0	0	0	0	0	0	0	0
AGIS_Os01g042160	0	0	2	0	0	0	0	0
AGIS_Os01g042170	92	68	12	50	26	124	137	46
AGIS_Os01g042180	10008	7153	6917	8393	5082	5376	7778	7410
AGIS_Os01g042190	0	0	0	0	0	0	0	0
AGIS_Os01g042200	6	270	24	952	875	410	86	330
AGIS_Os01g042210	160	153	138	167	522	155	430	366
AGIS_Os01g042220	112	130	108	293	163	185	197	157
AGIS_Os01g042230	203	284	135	318	295	186	172	228
AGIS_Os01g042240	541	836	552	927	449	418	683	545
AGIS_Os01g042250	509	430	285	616	280	293	295	517
AGIS_Os01g042260	37	24	44	52	0	14	36	31
AGIS_Os01g042270	113	192	279	459	270	289	304	331
AGIS_Os01g042280	36	34	10	33	28	22	66	27
AGIS_Os01g042290	0	0	0	0	0	0	0	0
AGIS_Os01g042300	344	176	93	255	186	132	139	187
AGIS_Os01g042310	0	0	0	0	0	0	0	0
AGIS_Os01g042320	126	19	78	63	17	78	67	54
AGIS_Os01g042330	414	163	193	281	125	147	322	197
AGIS_Os01g042340	0	0	0	0	0	0	0	0
AGIS_Os01g042350	0	0	0	0	0	0	0	0
AGIS_Os01g042360	436	1241	664	1690	1550	722	607	1031
AGIS_Os01g042370	0	0	0	0	0	0	0	0
AGIS_Os01g042380	53	51	37	162	61	63	79	36
AGIS_Os01g042390	0	0	0	0	0	0	0	0
AGIS_Os01g042400	1214	1508	743	1831	1032	843	924	912
AGIS_Os01g042410	3462	2528	1803	3040	1858	1338	1654	1645
AGIS_Os01g042420	0	0	0	18	28	12	0	0
AGIS_Os01g042430	30	38	26	51	24	20	22	20
AGIS_Os01g042440	0	0	0	0	0	0	0	0
AGIS_Os01g042450	0	0	0	6	77	80	116	60
AGIS_Os01g042460	0	0	0	8	0	0	0	12
AGIS_Os01g042470	76	394	211	306	232	172	244	175
AGIS_Os01g042480	0	6	14	0	9	12	46	20
AGIS_Os01g042490	162	163	150	148	147	92	118	192
AGIS_Os01g042500	0	7	0	0	0	0	0	0
AGIS_Os01g042510	0	34	6	35	30	40	34	49
AGIS_Os01g042520	189	237	162	475	285	392	213	249
AGIS_Os01g042530	321	987	410	1228	878	822	438	855
AGIS_Os01g042540	695	1573	1515	1600	1017	942	1056	1279
AGIS_Os01g042550	62	76	44	94	74	43	88	56
AGIS_Os01g042560	118	65	75	142	6	28	120	21
AGIS_Os01g042570	7	10	2	8	12	1	0	4
AGIS_Os01g042580	52	14	0	68	0	21	24	2
AGIS_Os01g042590	0	0	0	0	0	0	0	0
AGIS_Os01g042600	642	912	709	1002	595	667	931	906
AGIS_Os01g042610	982	1104	854	1250	801	1095	1063	1228
AGIS_Os01g042620	0	0	0	0	0	0	0	0
AGIS_Os01g042630	0	0	0	0	0	0	0	0
AGIS_Os01g042640	0	0	0	0	0	0	0	0
AGIS_Os01g042650	0	0	0	0	0	0	0	0
AGIS_Os01g042660	124	264	136	179	266	173	242	123
AGIS_Os01g042670	2386	1725	1785	1865	1783	878	3714	1516
AGIS_Os01g042680	0	0	0	0	0	0	0	0
AGIS_Os01g042690	0	0	0	0	0	0	0	0
AGIS_Os01g042700	0	0	0	0	0	0	0	0
AGIS_Os01g042710	0	0	0	12	0	2	0	14
AGIS_Os01g042720	1431	1126	888	1569	1050	869	1266	1448
AGIS_Os01g042730	184	137	117	224	81	147	210	130
AGIS_Os01g042740	0	14	22	6	0	1	0	0
AGIS_Os01g042750	21	162	18	280	87	141	38	157
AGIS_Os01g042760	470	367	403	544	506	400	484	364
AGIS_Os01g042770	269	857	286	1442	1037	1063	376	1032
AGIS_Os01g042780	33	49	70	24	10	18	28	25
AGIS_Os01g042790	0	0	0	0	0	0	0	0
AGIS_Os01g042800	12	0	0	18	0	0	0	0
AGIS_Os01g042810	0	0	0	0	0	0	0	0
AGIS_Os01g042820	0	0	0	0	0	0	0	0
AGIS_Os01g042830	83	0	0	47	13	13	0	1
AGIS_Os01g042840	429	650	862	913	588	789	681	1315
AGIS_Os01g042850	0	0	0	8	1	44	38	29
AGIS_Os01g042860	52	88	86	216	71	119	37	111
AGIS_Os01g042870	0	0	0	0	0	0	0	0
AGIS_Os01g042880	28	181	25	302	251	208	59	122
AGIS_Os01g042890	12	87	24	78	14	59	2	14
AGIS_Os01g042900	30	119	66	177	77	60	36	86
AGIS_Os01g042910	0	1	6	83	29	37	0	39
AGIS_Os01g042920	220	1039	141	2950	1076	912	88	1212
AGIS_Os01g042930	0	0	0	14	0	0	0	0
AGIS_Os01g042940	44	112	33	72	318	151	198	55
AGIS_Os01g042950	0	0	0	0	0	0	0	0
AGIS_Os01g042960	6	57	70	232	73	178	36	94
AGIS_Os01g042970	0	0	0	0	0	0	0	0
AGIS_Os01g042980	2212	4259	3395	6710	5828	6662	5614	6518
AGIS_Os01g042990	10	88	0	0	4	0	36	0
AGIS_Os01g043000	0	0	0	0	0	0	0	0
AGIS_Os01g043010	0	0	0	0	0	0	0	0
AGIS_Os01g043020	2311	1650	1552	1411	649	820	1058	2031
AGIS_Os01g043030	0	0	0	0	0	0	0	0
AGIS_Os01g043040	0	0	0	0	0	0	0	0
AGIS_Os01g043050	0	0	0	0	0	0	0	0
AGIS_Os01g043060	0	1	0	26	0	8	16	0
AGIS_Os01g043070	0	0	0	0	0	0	0	0
AGIS_Os01g043080	0	0	0	0	0	0	0	0
AGIS_Os01g043090	0	0	0	0	0	0	0	0
AGIS_Os01g043100	1984	1340	1332	1677	983	900	1516	1164
AGIS_Os01g043110	202	502	164	860	591	632	218	517
AGIS_Os01g043120	0	0	0	0	0	0	0	0
AGIS_Os01g043130	206	681	236	929	467	393	393	548
AGIS_Os01g043140	18	20	42	1	11	9	0	6
AGIS_Os01g043150	146	122	62	125	57	90	142	56
AGIS_Os01g043160	900	450	393	554	617	324	800	589
AGIS_Os01g043170	0	0	0	0	0	0	0	0
AGIS_Os01g043180	148	30	112	126	192	73	156	228
AGIS_Os01g043190	605	446	434	338	1401	320	1529	759
AGIS_Os01g043200	1118	469	1001	253	864	308	2842	497
AGIS_Os01g043210	0	0	0	0	0	0	0	0
AGIS_Os01g043220	404	368	312	351	159	315	232	334
AGIS_Os01g043230	2206	2317	1487	2854	974	1117	1502	1483
AGIS_Os01g043240	328	262	234	281	59	142	224	91
AGIS_Os01g043250	0	0	0	4	24	12	0	20
AGIS_Os01g043260	1631	205	1857	3066	575	6727	9887	3987
AGIS_Os01g043270	10913	1592	12163	19354	2424	29997	47828	17246
AGIS_Os01g043280	0	0	0	0	0	0	0	0
AGIS_Os01g043290	0	0	0	7	2	10	0	0
AGIS_Os01g043300	467	174	994	1132	263	2851	3886	2216
AGIS_Os01g043310	2251	799	3417	4676	1030	12542	14359	9092
AGIS_Os01g043320	0	0	0	0	0	0	0	0
AGIS_Os01g043330	0	0	0	0	0	0	0	0
AGIS_Os01g043340	42	37	129	34	2	125	136	84
AGIS_Os01g043350	141	83	168	189	37	397	618	378
AGIS_Os01g043360	704	254	1302	2191	217	5796	7081	2203
AGIS_Os01g043370	0	0	0	0	0	0	0	0
AGIS_Os01g043380	132	261	176	229	212	146	181	277
AGIS_Os01g043390	48	106	31	185	136	244	112	136
AGIS_Os01g043400	51	155	143	421	514	535	447	250
AGIS_Os01g043410	0	0	0	0	0	0	0	0
AGIS_Os01g043420	0	0	0	0	0	0	0	0
AGIS_Os01g043430	0	0	0	0	0	0	0	0
AGIS_Os01g043440	0	0	0	0	0	0	0	0
AGIS_Os01g043450	0	0	0	0	0	0	0	0
AGIS_Os01g043460	71	50	61	52	22	40	81	453
AGIS_Os01g043470	140	400	221	530	345	480	288	422
AGIS_Os01g043480	48	14	15	141	23	121	0	59
AGIS_Os01g043490	0	0	0	0	0	0	0	0
AGIS_Os01g043500	389	292	218	301	117	196	235	215
AGIS_Os01g043510	54	38	35	47	1	2	0	9
AGIS_Os01g043520	0	0	0	0	0	0	0	0
AGIS_Os01g043530	387	209	198	288	68	131	152	247
AGIS_Os01g043540	424	714	750	1041	400	905	1482	658
AGIS_Os01g043550	1218	3872	2227	5281	2650	2817	2097	3088
AGIS_Os01g043560	116	48	39	77	10	20	74	30
AGIS_Os01g043570	0	0	0	0	0	0	0	0
AGIS_Os01g043580	0	0	0	0	0	0	0	0
AGIS_Os01g043590	251	70	24	234	10	55	20	38
AGIS_Os01g043600	52332	19565	14212	20121	7531	6186	12041	12219
AGIS_Os01g043610	160	277	186	241	111	152	141	157
AGIS_Os01g043620	2638	1399	893	1069	667	457	1089	825
AGIS_Os01g043630	62	126	40	238	226	221	52	81
AGIS_Os01g043640	76	179	160	312	141	229	138	142
AGIS_Os01g043650	600	378	422	318	162	203	362	247
AGIS_Os01g043660	0	0	0	0	0	0	0	0
AGIS_Os01g043670	28	15	0	25	11	30	38	11
AGIS_Os01g043680	162	2	50	15	0	55	120	17
AGIS_Os01g043690	88	707	62	432	0	1221	91	40
AGIS_Os01g043700	126	218	154	349	47	216	222	88
AGIS_Os01g043710	659	647	654	561	304	392	491	297
AGIS_Os01g043720	72	28	194	267	441	113	249	250
AGIS_Os01g043730	0	0	0	0	0	0	0	0
AGIS_Os01g043740	913	677	883	772	408	382	449	510
AGIS_Os01g043750	150	125	130	170	86	102	83	103
AGIS_Os01g043760	0	0	0	0	0	0	0	0
AGIS_Os01g043770	0	0	0	0	6	0	0	0
AGIS_Os01g043780	0	0	0	0	0	0	0	0
AGIS_Os01g043790	201	952	208	1326	1053	847	292	1006
AGIS_Os01g043800	184	270	266	445	205	295	270	295
AGIS_Os01g043810	21	80	96	73	86	93	106	174
AGIS_Os01g043820	24	60	37	46	42	82	28	95
AGIS_Os01g043830	92	84	1	56	41	58	106	54
AGIS_Os01g043840	1191	364	414	605	157	282	486	476
AGIS_Os01g043850	0	0	0	0	0	0	0	0
AGIS_Os01g043860	0	0	0	0	0	0	0	0
AGIS_Os01g043870	0	0	0	0	0	0	0	0
AGIS_Os01g043880	0	0	0	0	0	0	0	0
AGIS_Os01g043890	4676	5461	4324	5409	2822	2753	3818	3374
AGIS_Os01g043900	0	0	0	0	0	4	0	0
AGIS_Os01g043910	256	70	73	80	35	54	30	24
AGIS_Os01g043920	723	1305	838	1391	768	740	729	851
AGIS_Os01g043930	1166	1372	1043	1261	733	799	1419	1275
AGIS_Os01g043940	0	4	0	0	4	4	0	10
AGIS_Os01g043950	543	773	588	827	539	459	685	586
AGIS_Os01g043960	2501	4609	2788	5041	2466	2784	3462	3727
AGIS_Os01g043970	1459	1746	1016	1624	938	806	1210	1022
AGIS_Os01g043980	205	653	357	581	271	340	322	310
AGIS_Os01g043990	14	81	74	126	47	206	136	113
AGIS_Os01g044000	0	0	0	0	0	0	0	1
AGIS_Os01g044010	132	366	231	673	831	696	433	712
AGIS_Os01g044020	0	0	0	0	0	0	0	0
AGIS_Os01g044030	6	4	10	0	0	12	0	7
AGIS_Os01g044040	1129	1053	958	1379	693	826	1362	1272
AGIS_Os01g044050	275	830	291	1646	1242	1388	304	1039
AGIS_Os01g044060	1606	2737	2234	3004	1868	1994	2011	2018
AGIS_Os01g044070	290	211	109	358	139	173	114	124
AGIS_Os01g044080	928	445	370	682	188	259	622	263
AGIS_Os01g044090	146	273	86	434	134	191	290	127
AGIS_Os01g044100	0	0	0	0	0	0	0	0
AGIS_Os01g044110	511	585	331	693	231	179	225	659
AGIS_Os01g044120	140	307	177	249	212	189	184	191
AGIS_Os01g044130	935	1796	1379	2001	1312	1479	1771	1873
AGIS_Os01g044140	506	998	590	1041	905	614	678	700
AGIS_Os01g044150	0	0	0	0	0	0	6	0
AGIS_Os01g044160	12021	12930	9082	15025	8214	7230	8718	14795
AGIS_Os01g044170	47	105	82	102	57	153	49	157
AGIS_Os01g044180	127	208	212	349	162	212	162	232
AGIS_Os01g044190	0	0	0	0	0	0	0	0
AGIS_Os01g044200	0	0	0	0	0	0	0	1
AGIS_Os01g044210	0	0	0	0	0	0	0	0
AGIS_Os01g044220	0	0	0	0	0	0	0	0
AGIS_Os01g044230	0	0	0	0	0	0	0	0
AGIS_Os01g044240	0	0	0	0	0	0	0	0
AGIS_Os01g044250	0	0	12	0	0	0	0	0
AGIS_Os01g044260	0	0	0	0	0	0	0	0
AGIS_Os01g044270	0	0	0	0	0	0	0	0
AGIS_Os01g044280	28	16	22	88	26	14	38	22
AGIS_Os01g044290	7690	5076	3833	5862	4037	2823	5263	5115
AGIS_Os01g044300	28	66	42	99	58	51	0	66
AGIS_Os01g044310	0	0	0	0	0	0	0	0
AGIS_Os01g044320	1046	4159	1191	1051	2740	5908	13570	7515
AGIS_Os01g044330	0	0	0	0	0	0	0	0
AGIS_Os01g044340	0	0	0	0	0	0	0	0
AGIS_Os01g044350	0	0	0	0	0	0	0	0
AGIS_Os01g044360	0	0	0	0	0	1	0	24
AGIS_Os01g044370	0	1	17	3	4	4	1	2
AGIS_Os01g044380	25	106	25	334	268	422	38	127
AGIS_Os01g044390	8	22	14	170	91	139	22	47
AGIS_Os01g044400	52	14	0	88	36	87	24	50
AGIS_Os01g044410	541	1221	712	1024	571	505	801	869
AGIS_Os01g044420	0	0	0	0	0	0	0	0
AGIS_Os01g044430	0	0	0	0	0	0	0	0
AGIS_Os01g044440	408	436	403	302	520	137	894	245
AGIS_Os01g044450	0	0	0	0	0	0	0	0
AGIS_Os01g044460	4	6	4	16	158	42	28	7
AGIS_Os01g044470	599	811	471	798	402	526	601	545
AGIS_Os01g044480	46	83	35	172	60	123	6	69
AGIS_Os01g044490	0	0	0	0	0	0	0	0
AGIS_Os01g044500	0	0	0	0	0	0	0	0
AGIS_Os01g044510	0	0	0	0	0	0	0	0
AGIS_Os01g044520	0	0	0	0	0	0	0	0
AGIS_Os01g044530	54	299	196	557	187	374	188	334
AGIS_Os01g044540	68	32	25	70	49	50	23	43
AGIS_Os01g044550	22	7	12	8	18	5	0	22
AGIS_Os01g044560	44	30	20	93	32	28	20	30
AGIS_Os01g044570	666	1148	720	1206	511	738	757	670
AGIS_Os01g044580	105	142	22	100	16	44	26	83
AGIS_Os01g044590	0	0	0	0	0	0	0	0
AGIS_Os01g044600	0	0	0	0	0	0	0	0
AGIS_Os01g044610	1405	2288	1593	2150	1042	1404	1953	2777
AGIS_Os01g044620	10	42	106	102	32	19	6	33
AGIS_Os01g044630	92	44	39	57	40	82	31	14
AGIS_Os01g044640	204	112	128	213	168	186	158	124
AGIS_Os01g044650	0	0	0	0	0	0	0	0
AGIS_Os01g044660	20	208	76	356	239	402	128	227
AGIS_Os01g044670	0	0	0	0	0	0	0	0
AGIS_Os01g044680	1781	2494	1693	2393	1289	852	877	1624
AGIS_Os01g044690	0	0	0	0	0	0	0	0
AGIS_Os01g044700	0	0	0	0	0	0	0	0
AGIS_Os01g044710	0	0	0	0	0	0	0	0
AGIS_Os01g044720	0	0	0	0	0	0	0	0
AGIS_Os01g044730	0	0	0	0	0	0	0	0
AGIS_Os01g044740	72	34	42	53	4	1	18	19
AGIS_Os01g044750	0	4	0	13	0	4	0	0
AGIS_Os01g044760	0	0	1	0	0	0	0	0
AGIS_Os01g044770	13222	8435	6461	10338	2173	3122	5153	5588
AGIS_Os01g044780	0	0	0	0	0	0	0	0
AGIS_Os01g044790	80	84	49	121	16	37	125	47
AGIS_Os01g044800	3003	2657	2092	2813	1794	1589	2545	3237
AGIS_Os01g044810	48	40	27	64	41	72	112	91
AGIS_Os01g044820	0	0	0	0	0	0	0	0
AGIS_Os01g044830	0	0	0	0	0	0	0	0
AGIS_Os01g044840	199	464	244	305	195	218	228	277
