phenotype,value
area_end_mm2,27.76110005503994
AUC,234.729407595921
AGR_mean,0.9793666364290967
AGR_max,2.215458355942125
RGR_mean,0.017600868141260342
RGR_peak,0.035022127250846004
RGR_final,0.011728550729407523
tt10,1.517596601149206
