phenotype,value
area_end_mm2,143.21658410361937
AUC,1607.053579865576
AGR_mean,5.1937529383767655
AGR_max,15.151153413698346
RGR_mean,0.1800949304002334
RGR_peak,0.4254702567861203
RGR_final,0.034574549
tt10,8.237038312840479
