effector,R_area_end_mm2,R_AUC,R_AGR_mean,R_AGR_max,R_RGR_mean,R_RGR_peak,R_RGR_final,R_tt10,S_area_end_mm2,S_AUC,S_AGR_mean,S_AGR_max,S_RGR_mean,S_RGR_peak,S_RGR_final,S_tt10
BM00052,-0.7968913020787773,-0.7628385888411865,-0.7557711851393935,-0.967590885312944,-1.6943577305763817,-0.4440848035472851,-1.214689975657348,0.8275488193298381,-2.064911189676369,-2.6049268614455126,-2.253004215656505,-2.5654636146420864,0.3941990906966755,1.5239351497219094,0.7918097069583415,1.1373137728172316
BM00053,-4.132281394921652,-4.087486631635298,-4.094491727450543,-3.589097834167423,-5.3935362868528545,-0.6373745044130853,3.964906498072428,5.098837467176973,-3.080210617669503,-3.7835093243155695,-3.300773794415749,-3.572841037941739,-0.7027184535175249,0.08691727055345498,1.0506085053434717,4.711174959472739
BM00055,-0.7919529559855676,-1.0783824519156617,-0.7577581070209631,-0.7420008336383029,0.22460037017906567,1.0370208736855824,0.15758114899617884,0.6574643220368569,0.5911310788171255,-0.18309672268469335,0.3426081770810745,0.05346653166325006,-0.1549169027257288,-0.6179954943835717,1.3528341712759115,0.26387562807493353
BM00056,-0.2604003060277717,-0.46036395740419345,-0.3428492374666562,-0.5608722035633072,0.10570634840667367,1.6893203281525633,-0.01209961940516442,0.8783304983620931,0.5567199871447231,-0.41494201110669204,0.6779185628261939,-0.23370310068533873,0.5181205592313527,-0.7014863583555099,0.10097623121553138,0.3649126326542882
BM00057,-1.058522587063876,-1.0340051938350217,-0.9899337132158775,-1.065322648773659,-0.08801455062142712,-0.7809452379663587,0.6234416910237792,0.8242512618654833,0.5777450932470354,-0.17372281410563958,0.5633278630937786,-0.198550569846725,0.4246634795135192,-0.06460790700581806,0.609127996040624,0.3665825158374972
BM00058,-1.61634012344744,-2.0430955267248496,-1.7025010705689,-1.6907166674803666,-0.7816936863328378,-0.9235014557609059,0.9160998445494019,2.2486465193819245,-0.884492151604554,-2.115702192249815,-0.7168449702539689,-0.9218386694429351,0.40402318135517157,-0.33695353634222946,2.978964895541491,1.0187877965776262
BM00059,-1.2177846458884265,-1.3457297261354708,-1.1647870302784071,-0.8630973639704704,-0.836324769997735,-0.17540111016105128,-0.49894271977929233,1.2618475479912636,0.002016897672204833,-1.4366028634469459,-0.05094574941691348,-0.9803960007825602,0.9199911295691503,0.534422217457742,-0.1519646661236469,0.5836845666185988
BM00060,-1.233738408856101,-1.412988136411774,-0.8498278244750639,-1.1423553632646632,-0.5350098315846893,-1.7560475712826493,-0.05801394526042803,1.1802519959148878,-0.33179336703375706,-0.636166523409499,-0.45747515614325795,-0.705693631329646,0.6868386814320202,0.0672760835410688,-0.0103787602224744,0.5463419111370154
BM00061,-1.847166956580684,-1.7491169163890257,-1.6649247466151034,-1.8104289860570861,-0.703387520469971,-1.2733387289866225,0.0698128028680462,0.7645921215962964,-1.0212700017899672,-1.695364246672629,-1.1260578947333157,-1.2008566696674903,0.8033240511649393,0.6297404743455031,0.869461503507424,0.8159354943416395
BM00062,-0.4467850652679092,-0.563637965540962,-0.29016064916825834,-0.6156117093521335,-0.5917278293554801,-0.1020685857942477,0.29367903839675824,0.6213884175715058,-0.47705155429727086,-0.9257217716379799,-0.3616182565939498,-0.9176148076104423,1.8932914227366546,0.3694251803075753,0.8896547115433824,0.39905834197915657
BM00063,-0.919097078264656,-0.5805369403674501,-0.7914337829866591,-0.9624761103185927,-1.2359507397822191,-2.1173128482139454,-0.7687902118538634,-0.21441601987879558,-0.3277977769186042,-1.1309169579760583,-0.471208001562031,-0.8522897758501579,0.6585886605300735,0.03370274255443121,0.35484273644661346,0.4228301370315698
BM00064,-0.6317805748052789,-0.3708436850394574,-0.552597418443079,-0.8685623188713496,-0.6519611934993071,0.013466871861376989,-0.15695050841912436,-0.10689224091379583,0.5866031976637486,-0.6332719914569366,0.4183627305308305,-0.17049192115088524,0.03624579819714498,-0.3261579882433873,0.3249451286881761,0.014005340606347661
BM00065,-0.21250555231254167,-0.011712776120207595,-0.08715844896578691,-0.09136317658921879,-1.4932604340343625,-1.312845766639983,-0.7188479799861768,-0.016367220367513858,0.2977808420255987,-0.5920639079342879,0.012123798623495524,-0.5782673046164527,0.8788533618983901,0.1953072120442111,0.18254635328882587,0.6231393408803937
BM00067,0.6287219586181816,0.5559703632220457,0.4708947036234757,1.2892282639117287,-0.9721592061637228,-1.3884416743653218,-0.763565866458284,-0.5980975862180119,-1.451153339190796,0.1356316333525395,-0.19578883176745604,0.5258188121323212,0.9836506566565766,0.4555168626198283,0.4021305338418031,0.5883048697491083
BM00071,-0.4002034799763994,-0.04543539136928069,-0.3429054048895132,-0.7219435733062283,-0.08882573219982456,-0.24003923119195764,-0.518096791342178,-0.37714563215717634,-0.4143628421252368,-0.24690934056649882,-0.5235564883218214,-0.8815178450218111,0.4399873826150894,0.04328838883797536,0.19833755651174972,0.24905754680951767
BM00073,-2.602274453165435,-2.5007390629575323,-2.611268210365616,-2.8118785757319547,-2.1810644618152977,-0.5095397082017323,-1.4038329525843922,1.4354441248421217,-2.116234170101439,-3.2014688525164336,-2.3439646043816253,-2.229433184446416,0.7683110750565046,1.0215379532971272,2.2257405932216505,1.0378408029749098
BM00075,-0.6723406678047482,-0.6511956233585128,-0.615547939429571,-0.5155341755518146,-0.4243029343815787,-0.898100857058596,-0.10580343885869793,0.41720787989413166,0.012170483187226966,-0.8732492170544135,-0.06328729247163778,-0.09306439725580326,2.570855830005944,2.1602503632611203,0.05535981731547441,0.4630151984337423
BM00076,-0.32494651444341044,-0.2650798535951371,-0.1434500428891945,-0.46331225059904274,-0.5406265147622791,-1.7291248063333204,-0.27920789836285487,-0.08306922333941456,0.9498859890319786,-0.5461226309313447,1.1336749852998005,0.7408719872039167,0.32136963484458164,-0.6525131752110123,0.9148815606925809,0.25987903190426864
BM00077,0.8916212452289443,1.0213684746851721,1.624923949627737,1.7485699785824356,-0.44845742475034606,-1.6356978429577311,-0.7825830498380478,-0.3489698504852747,1.7806921378576754,0.4319791111087195,1.8145656226030675,1.6394522077242222,1.2765616685279857,0.1050850433239469,1.5617797322942162,0.5140061843109017
BM00078,-0.37475233976224437,-0.5384321559638965,-0.4813793838423566,0.8305850412690262,-1.6660269121191345,-0.22770381544448812,0.4282773819109147,0.18139008270810958,-0.19400886565484834,-1.1610897722287719,-0.14067931103717066,-0.7140044935511145,1.8121929181154395,2.167510900468087,2.5315998600802594,1.1250312262423492
BM00079,1.277399063066378,1.3263223351031452,1.3640534885596096,0.5320420565967934,0.5080293158403096,2.0219896265235975,-0.6628298056048662,-1.0698016085240158,1.237216288744218,0.10316983233548742,1.447118953128188,1.5805902080569774,1.6689870190930198,1.209672149365535,0.24471909080433768,0.5645819227065237
BM00080,0.05556693347675746,0.2294045132712871,0.14458916480585252,0.1590437590735755,-0.7582648135811978,-1.2007110161757573,-1.548467148158674,-0.6245351615721063,0.2675943988720894,-1.087523395137291,0.23145652361103555,0.29444611973460855,0.8708153288119471,-0.2722353945923471,1.2303069963408628,0.046828930677280285
BM00083,-0.11226254701078366,0.3910067849615057,-0.10816653545219032,-0.5992349485781446,-1.350604970687416,-1.8970873620589406,-0.18295406222865807,-0.8980796385336666,-0.1498041461995963,-0.39796292426177343,-0.05658509794446694,-0.9032192005225732,-0.06286981113751972,0.029264918202687774,0.17604704899657433,-0.06459565159836343
BM00084,-3.6501025614654523,-3.251695269320246,-3.56879693466364,-3.663594367608159,-3.580727495609036,-2.198157437685066,-3.977315746525868,0.6826710591045551,-3.133259416871356,-3.6496239557628867,-3.3328396856726226,-3.641840556937855,-2.8009841349545144,0.6958519513839964,2.61410440990004,4.4122922061375265
BM00085,0.11152177845481083,0.7414155315365958,0.1336723221217045,-0.1461933534572204,-1.4540753782482105,-1.8094163882769063,-1.1320833925975373,-1.4272026939569118,1.0948675364329936,0.4628811364762447,0.7789110394009362,0.5660374988768685,0.8583160245135043,0.4664437308146143,0.7207515031203718,-0.07845698447897075
BM00086,-1.2473418800532532,-1.1435198009448921,-1.1699972455442704,-1.4201167397534193,-2.1328069274037493,-0.961021178380504,-1.2366323286332144,-0.22283867184725664,-0.5967880165375502,-1.3508127247630748,-0.6418324508476014,-1.0201411646256946,0.33845663980152424,-0.16436777163407093,1.7364757079752098,0.451422707657571
BM00088,-3.900765927333646,-3.30570683642574,-3.785044487032995,-3.4998020189383108,-4.940265406350211,-2.493550416698073,-3.1330489885561725,2.6173941988220557,-3.2940154229366327,-3.9058234795162075,-3.5061867790577863,-3.7201349690304037,-4.00172333600049,0.12804819409543253,-0.2859510806839819,5.680588396426623
BM00090,0.08519419242432438,0.37752797106935554,-0.012678246877259923,0.41187169578367694,-0.6494837588835803,-0.6258898508076917,-0.11653545536303753,-0.4111626090408279,0.5827843790003546,0.4541943256085898,0.7385750121730911,0.45945406249516585,0.692491753682548,-0.16841833538292003,-1.2616446757866517,0.2620611027512474
BM00091,-1.2107932406625819,-1.3401746710047364,-1.3137667745057502,-0.7033957509606695,0.04158158530171157,0.3940236382890377,0.212886831255249,-0.9968684628407787,0.005549418429419237,-0.6111941009372661,-0.0885972339454142,-0.6465527053287996,1.0906278957713171,1.7183065860459203,-0.5924454345242364,0.3405895557662942
BM00092,-0.5666642989222627,-0.5112759335489657,-0.5332990011834169,-0.5781170201483398,-2.2429251604616107,-2.5624715870973294,-1.231923477448256,-0.5779180754199452,-0.7040345144302927,-1.0658339295899457,-0.6954782182653284,-1.5160003800378676,2.779373249666858,5.269501456816024,1.0081943494036398,0.48727278227240056
BM00093,-0.1382920126503781,-0.2033940889170026,-0.08947665740331173,0.27329748193010756,-1.1971439607916523,-0.3423051065440467,-0.07622987874863917,-0.15846567580468326,0.044372470559596554,-0.38728973833883384,-0.054318034762555575,-1.1096974088374822,0.5979635378548515,0.309714425256056,1.9656086535274728,0.11316118110992694
Col-0,0.17988003681768433,0.1640203517502037,0.0,-0.2111129594223878,0.0,0.0,-0.27462651390712045,-0.6041424495190062,-0.07390705094319572,0.3578631324542758,0.0,0.11138824070050707,-0.23410746387368855,-0.20360474114559002,-0.503326967359581,-0.215308266299905
EmptyVector,-0.5821014933832289,-0.6859911744726707,-0.44337186590635597,0.0,0.5541017591704788,-0.09201696906980879,-0.7837153295464612,0.12853060942037664,0.4710307678632777,-0.7107326806174429,0.5674803000951203,-0.6323705202119715,-0.15518763302363497,-0.23404107415319889,0.0305742206478883,0.18399755631659742
GFP,0.0,0.08201981676340397,0.11039492563705212,0.18241151268589045,-0.19347846780449543,0.42362112654483597,0.45716168380088185,0.17632416400864878,-0.021080452351758327,-0.16651412134659666,-0.13614158224168293,-0.6409270733673589,0.4916083898749215,0.2703775846073734,0.0,0.12837806963282017
