phenotype,value
area_end_mm2,43.85122412952065
AUC,413.56820467868783
AGR_mean,1.5035728572071425
AGR_max,4.031741582614031
RGR_mean,0.02597310443684851
RGR_peak,0.11937942479428691
RGR_final,0.02097387839257874
tt10,4.119745183350428
