effector,replicate,n_timepoints,days_post_inoculation,area_end_mm2,AUC,AGR_mean,AGR_max,RGR_mean,RGR_peak,RGR_final,dpi_to_10mm2,outliers
BM00010,3,12,28,76.44449428,700.5116849,2.528635163,5.445913667,0.133349554,0.34478104,0.08014757,10.56789566,FALSE
BM00010,4,12,28,123.5681965,1111.852427,4.097716771,8.744587343,0.156951446,0.294634286,0.079546792,8.392354098,FALSE
BM00010,5,12,28,155.7744085,1389.040813,5.456228337,12.1923039,0.120590225,0.271223754,0.072436695,9.279821277,FALSE
BM00010,7,13,28,131.6590345,1300.250707,4.522049789,9.288298218,0.133571949,0.314143704,0.066470079,5.869074997,FALSE
BM00010,9,13,28,115.119084,1089.131296,4.023854123,7.889420506,0.166331871,0.323636835,0.076721912,8.495391097,FALSE
BM00010,10,13,28,125.2350839,1138.936373,4.342253303,9.714509586,0.146004756,0.240954902,0.088297069,7.788186453,FALSE
BM00010,11,13,28,141.4973761,1350.819406,4.978657403,11.22421635,0.164733877,0.407322239,0.087165021,5.826792199,FALSE
BM00010,12,12,28,115.8643704,941.0805676,4.017570396,9.257989472,0.145783618,0.235420224,0.091352235,10.19378419,FALSE
BM00011,1,12,28,67.76486883,681.5001107,2.543153371,4.988199385,0.15081529,0.317704418,0.051908547,10.60318309,FALSE
BM00011,2,12,28,76.49069745,722.9745461,2.502639392,6.894625925,0.107914157,0.256080345,0.101611151,6.904853034,FALSE
BM00011,3,13,28,143.9632644,1103.097704,5.010460262,12.45224453,0.165983527,0.363110783,0.100137795,10.91447701,FALSE
BM00011,4,13,28,142.7173016,1193.31604,4.917945609,10.85487704,0.15755031,0.288055187,0.086332815,9.435613879,FALSE
BM00011,5,13,28,136.590367,1229.61605,4.809909614,10.97989544,0.170140308,0.390803879,0.08014161,7.34943222,FALSE
BM00011,6,13,28,114.4524046,1005.843544,4.032566239,9.751605791,0.152453947,0.377624881,0.06952976,9.462219084,FALSE
BM00011,7,1,0,1.094847467,0,,,,,,,TRUE
BM00011,8,12,28,1.052121144,23.18603401,0.049910089,0.577925699,0.062208803,0.39217924,0.102881141,,TRUE
BM00011,9,13,28,120.412227,1098.749704,4.182955015,10.61155113,0.16416125,0.300435098,0.087973509,10.25274591,FALSE
BM00011,10,13,28,118.4265752,967.1720861,4.07475114,9.820316897,0.153305029,0.277857964,0.095347699,10.38897808,FALSE
BM00011,11,12,28,132.3876638,1033.276655,4.424240895,11.19569208,0.162568862,0.284774901,0.097543638,9.205660359,FALSE
BM00011,12,12,25,28.33016357,371.7272098,1.068211899,2.852465416,0.154407113,0.474123117,0.052667235,10.43531101,FALSE
BM00012,1,1,0,5.444617085,0,,,,,,,TRUE
BM00012,2,11,28,94.86258055,824.182993,3.492049179,8.046678761,0.131448501,0.193278099,0.09788831,10.81293196,FALSE
BM00012,3,13,28,33.87215038,339.5308885,1.006429327,3.762172455,0.072808801,0.213729147,0.135093052,13.18430902,FALSE
BM00012,4,13,28,104.2027327,892.7744413,3.578352981,9.17379888,0.169626898,0.264887023,0.096561043,10.53567456,FALSE
BM00012,5,12,28,3.413170063,30.89224839,0.041749068,0.868874348,0.079213431,0.523984278,0.480878193,,TRUE
BM00012,6,1,0,1.753069473,0,,,,,,,TRUE
BM00012,7,11,25,0.819193044,21.71963121,0.020247725,0.27589403,0.030124285,0.360105958,0.232270576,,TRUE
BM00012,8,13,28,174.0577538,1461.137972,6.142044952,13.26068887,0.195356173,0.449569607,0.068731876,9.895932824,FALSE
BM00012,9,12,25,58.74436812,469.1248947,2.274606992,4.692220205,0.142505166,0.24153634,0.087028186,11.75396695,FALSE
BM00012,12,12,28,2.279083494,67.48414129,0.016660746,0.451873005,0.006218756,0.198721264,-0.018044658,,TRUE
BM00014,1,13,28,113.8010242,1068.400594,3.998324872,7.959409008,0.165156724,0.368501456,0.073856287,7.576557632,FALSE
BM00014,3,12,28,1.395951358,53.29622845,-0.026426567,0.490626023,-0.015159123,0.196556243,0.066775586,,TRUE
BM00014,4,13,28,178.5122307,1678.119659,6.197548933,11.31496608,0.173337933,0.363616848,0.062482627,6.389226682,FALSE
BM00014,5,12,28,98.42308345,1017.139508,3.353319544,6.594312971,0.142662086,0.373938518,0.056874895,9.489694248,FALSE
BM00014,6,13,28,134.6880185,1295.101326,4.649674034,9.781588342,0.158286637,0.319540917,0.081912344,5.829722614,FALSE
BM00014,7,13,28,95.20943576,964.0267959,3.249545512,6.143660159,0.130564863,0.248599095,0.071718327,6.821453976,FALSE
BM00014,8,13,28,78.02039785,793.0131901,2.660456976,5.009214675,0.1384267,0.405240439,0.071316867,7.333119306,FALSE
BM00014,9,12,28,23.6234639,231.8813085,0.722918435,2.196581361,0.080910254,0.284843089,0.109015184,17.69839971,FALSE
BM00014,10,13,28,1.955239154,38.45097558,0.020662381,0.284361605,0.011060577,0.231431201,0.050460147,,TRUE
BM00014,11,5,9,2.002295,10.90923059,0.085131001,0.445300623,0.051376216,0.294204633,0.294204633,,TRUE
BM00014,12,12,28,98.54657246,680.2084966,3.452165506,9.304598607,0.221450661,0.517860434,0.10935486,13.23368147,FALSE
BM00015,1,12,28,85.90705652,801.4069421,2.854975578,6.606737227,0.124967001,0.251886371,0.083164397,9.214332564,FALSE
BM00015,3,13,28,142.2923543,1340.571093,4.973162674,10.2895515,0.147400794,0.271266697,0.068716638,7.669211996,FALSE
BM00015,4,13,28,124.6009088,1111.956599,4.33171443,8.685884373,0.145750425,0.199334883,0.076990204,9.104756888,FALSE
BM00015,5,13,28,70.47212585,672.5312332,2.461863737,5.563742807,0.144575517,0.612209425,0.068305871,10.89020303,FALSE
BM00015,6,13,28,90.54305248,946.1200818,3.121039066,5.966444576,0.157151228,0.46741008,0.073419509,8.011991803,FALSE
BM00015,7,12,28,88.56531595,759.5836882,2.844784251,6.922549513,0.153526253,0.282234677,0.089070841,10.75378579,FALSE
BM00015,8,13,28,98.07570106,810.9844703,3.358380195,8.05409474,0.15435247,0.474307455,0.094281758,10.70462326,FALSE
BM00015,9,13,28,44.71350318,389.2815187,1.527770178,3.487898233,0.149171675,0.238003447,0.082876907,15.29037643,FALSE
BM00015,11,13,28,115.1590999,1021.066445,3.963877553,8.08334489,0.173642558,0.366291842,0.078128222,9.655312736,FALSE
BM00015,12,13,28,107.0029,990.6894363,3.628240046,7.78576449,0.128371276,0.245016393,0.082089011,9.20871967,FALSE
BM00016,1,13,28,149.8321406,1212.308374,5.256166504,19.5266223,0.177476204,0.255800965,0.075551109,9.859512256,FALSE
BM00016,2,13,28,79.13156504,849.0467543,2.769214595,4.878667628,0.145752063,0.350750954,0.06817181,7.784796481,FALSE
BM00016,3,13,28,97.86709401,764.6203577,3.389424149,8.396224551,0.149548461,0.228397726,0.099188622,11.67150528,FALSE
BM00016,4,13,28,129.5221521,1116.20143,4.533319514,9.193757162,0.163407012,0.223216183,0.079819627,9.595651844,FALSE
BM00016,5,13,28,89.57648576,723.5771275,3.03728079,8.334818876,0.160169354,0.245006421,0.109103839,12.04901914,FALSE
BM00016,6,13,28,54.18678092,445.5891592,1.819417967,4.911581023,0.115625505,0.190028513,0.105783761,14.8488641,FALSE
BM00016,7,13,28,1.646814659,56.05156065,-0.003613051,0.325927883,-0.003302908,0.161666107,-0.159733753,,TRUE
BM00016,8,12,28,103.448145,1001.071569,3.285527635,7.371345716,0.125075899,0.222311022,0.072837162,9.013353884,FALSE
BM00016,9,12,26,131.8949463,1096.245484,4.885914772,11.0070953,0.147621264,0.230166679,0.096054289,7.494617769,FALSE
BM00016,10,13,28,127.1043354,1106.88341,4.467341383,10.05161885,0.167344742,0.360880925,0.066793661,9.982233703,FALSE
BM00016,11,12,28,4.570818991,58.13542407,0.137222719,0.664649249,0.056702487,0.311975908,0.086504274,,TRUE
BM00016,12,13,28,103.8631743,1020.458523,3.649756162,6.903256927,0.226184303,1.020442019,0.067109777,7.310768132,FALSE
BM00017,1,13,28,118.1310115,1123.513719,4.091403047,8.606473382,0.156539739,0.327524352,0.073923582,7.73894742,FALSE
BM00017,2,13,28,142.4646521,1403.554555,4.842376085,9.861266713,0.143024576,0.291789362,0.077587019,5.689964523,FALSE
BM00017,3,13,28,132.8109277,1187.339167,4.527559017,10.20843324,0.15119783,0.279558341,0.087378493,8.209611835,FALSE
BM00017,4,13,28,118.4342261,1107.358104,4.103425755,7.825463131,0.16525724,0.325618142,0.073641595,9.457166793,FALSE
BM00017,5,13,28,108.3627615,1043.936997,3.688864583,8.780139242,0.131236608,0.260839752,0.092830935,6.047956357,FALSE
BM00017,6,11,28,98.77303047,955.7643695,3.147967358,5.942478413,0.125597919,0.217388398,0.065001453,9.077673815,FALSE
BM00017,7,12,28,73.51523869,638.6364022,2.619863387,6.021700628,0.130360207,0.190715094,0.077952225,11.66251047,FALSE
BM00017,8,11,25,81.43928886,805.8667035,3.086108547,5.994534838,0.169853158,0.503566802,0.079623798,6.024747367,FALSE
BM00017,9,12,28,89.95140642,772.3445456,2.974088944,7.669080653,0.16013433,0.400536668,0.09847023,10.59275823,FALSE
BM00017,10,11,28,50.48053674,500.5064659,1.585173013,4.132387762,0.121358872,0.240464451,0.093936685,11.2337883,FALSE
BM00017,11,12,28,79.35867779,692.0465036,2.96509647,6.488767719,0.194995014,0.61535448,0.083606233,10.80228383,FALSE
BM00017,12,12,28,116.1663321,1087.142735,4.022437863,8.327646129,0.137396319,0.231573454,0.073736309,7.799393717,FALSE
BM00018,1,1,0,2.654011502,0,,,,,,,TRUE
BM00018,2,11,28,2.055584661,53.46000371,0.067887559,0.520193278,0.042834371,0.733215209,0.056656638,,TRUE
BM00018,3,13,28,89.61724623,865.6948053,3.046208555,7.622691848,0.13906208,0.294738714,0.09820197,8.279783162,FALSE
BM00018,4,13,28,1.724603176,37.29931261,0.052974666,0.581031657,0.043935214,0.406313861,-0.031222377,,TRUE
BM00018,5,13,28,1.030732667,36.26345847,0.051233156,0.785938773,0.059200802,0.424058415,-0.108823149,,TRUE
BM00018,6,13,28,0.662831816,22.72440228,0.025116175,0.480729462,0.029130284,0.566499176,-0.068782349,,TRUE
BM00018,7,12,28,0.38965389,37.27359351,-0.045883055,0.630688365,-0.048487954,0.411578201,-0.335016322,,TRUE
BM00018,8,13,28,1.426343602,54.66587984,-0.02564696,0.571300087,-0.016940494,0.208333293,-0.03662031,,TRUE
BM00018,9,12,28,1.571453103,52.49752063,0.07281355,0.499997655,0.053956158,0.422069009,-0.037334392,,TRUE
BM00018,10,13,28,2.882637809,64.14810639,-0.017842595,0.314706324,-0.006856693,0.127031529,0.127031529,,TRUE
BM00018,11,13,28,117.6431723,1147.377442,4.163729839,7.753310585,0.160164374,0.32399585,0.070599781,7.730730313,FALSE
BM00018,12,13,28,2.663438039,35.63272612,0.020726811,0.779711491,-0.001556837,0.701897683,0.701897683,,TRUE
BM00019,1,12,28,133.6420038,1153.858675,4.244483665,9.994613573,0.177687607,0.257966374,0.084688673,9.668259805,FALSE
BM00019,2,13,28,70.68818051,668.8677417,2.422856492,5.602206631,0.168671524,0.487967026,0.090496688,11.15035339,FALSE
BM00019,4,13,28,140.7820898,1300.390325,4.832169993,10.03639562,0.142450149,0.29968714,0.073369073,7.527150107,FALSE
BM00019,5,10,28,137.0405997,1325.033214,4.740532372,9.819410031,0.172883792,0.386954557,0.080673482,5.801038246,FALSE
BM00019,6,13,28,90.5493026,896.3055582,3.038679931,6.994036267,0.13467752,0.280780991,0.084602276,8.189538944,FALSE
BM00019,7,13,28,3.795414131,91.03798166,0.034536595,1.349635715,0.0070494,0.308708321,0.12733725,,TRUE
BM00019,8,12,25,72.52874076,487.4425013,2.937907214,8.698170678,0.178650532,0.457136414,0.137122677,11.92820185,FALSE
BM00019,9,13,28,34.79801964,657.2654011,1.16223233,2.564788785,0.10335781,0.363173214,-0.002075087,5.943709557,FALSE
BM00019,10,2,2,1.4290222,2.695902831,0.081070784,0.081070784,0.060216375,0.060216375,0.060216375,,TRUE
BM00019,11,13,28,145.8230183,1316.547785,5.079765812,11.14164497,0.159612134,0.29592227,0.086782266,6.75821683,FALSE
BM00019,12,13,28,139.3846501,1273.009992,4.893665171,10.41399073,0.165095951,0.293463674,0.074067048,7.568297158,FALSE
BM00020,1,13,28,127.5702813,1138.662208,4.398258708,8.468969447,0.139959047,0.215053033,0.074031404,9.361150036,FALSE
BM00020,2,13,28,76.71799886,648.6302676,2.553290384,6.840769861,0.113910748,0.20324884,0.103765432,11.4445561,FALSE
BM00020,3,13,28,95.68706018,1058.388515,3.36445612,5.577001145,0.149706787,0.343611663,0.048435048,7.465876057,FALSE
BM00020,4,12,28,60.5064008,499.322499,1.942901955,5.111526423,0.127509831,0.2917417,0.097425228,14.39123159,FALSE
BM00020,5,9,18,14.79423425,160.4650001,0.729510637,1.767901116,0.11349147,0.229849136,0.013848226,9.290020848,FALSE
BM00020,6,11,25,1.385903526,33.86894033,-0.003435911,0.347504718,-0.004075836,0.218585019,0.103450319,,TRUE
BM00020,7,13,28,60.5359795,532.9680408,2.029155852,5.358098083,0.103223946,0.237891435,0.102870026,12.34762901,FALSE
BM00020,9,13,28,81.03422134,688.0957579,2.681221526,7.584237045,0.108256308,0.198254038,0.109862219,11.56497634,FALSE
BM00020,10,13,28,125.6006078,1087.479151,4.344788272,10.03127428,0.130025075,0.280758569,0.091303267,7.971433855,FALSE
BM00020,11,13,28,66.98461816,675.6428878,2.212012884,5.106001971,0.102738803,0.189850693,0.080801747,9.593559565,FALSE
BM00020,12,13,28,82.15832544,919.1693814,2.841327902,7.245694804,0.114162486,0.231111785,0.043886596,7.590828273,FALSE
BM00021,1,13,28,58.4761043,565.3145356,1.996734906,4.223143791,0.12780332,0.280629287,0.069584325,11.30849755,FALSE
BM00021,2,13,28,142.6021437,1264.948983,4.934362289,9.856928681,0.145643097,0.194602683,0.074453925,8.314078017,FALSE
BM00021,3,13,28,149.2201668,1406.031769,5.296219411,10.89109453,0.167582673,0.304701451,0.061412982,7.33033392,FALSE
BM00021,4,11,28,1.823244315,41.80995708,0.023347282,0.435715923,0.014062957,0.269391443,0.134935116,,TRUE
BM00021,5,13,28,97.85728024,878.2451059,3.410920107,7.559788149,0.153341631,0.365826175,0.079351023,9.391373636,FALSE
BM00021,6,13,28,93.76068255,712.4524857,3.225763812,7.928631348,0.157491194,0.316064082,0.097536864,12.00112316,FALSE
BM00021,7,12,28,112.3107548,979.1777975,3.599025053,8.907931799,0.178620681,0.305590709,0.090578899,8.510890887,FALSE
BM00021,8,11,28,88.67775256,728.4373537,3.053349629,7.245415457,0.149198102,0.270454312,0.082294635,11.36987367,FALSE
BM00021,9,13,28,95.42691907,719.1366233,2.544897662,26.67743786,0.131703894,0.608114518,0.608114518,9.179048541,FALSE
BM00021,10,13,28,98.87230139,808.4180469,3.379898225,7.691961812,0.166649441,0.356895816,0.088592708,11.6943676,FALSE
BM00021,11,13,28,148.1362474,1230.931436,5.165308806,11.65571184,0.156022915,0.279643278,0.089749725,9.102335787,FALSE
BM00021,12,12,28,67.4726443,703.3481623,2.043474186,4.735025356,0.086549767,0.281552773,0.078798192,8.329768383,FALSE
BM00022,1,13,28,122.914459,1214.995131,4.3806005,8.628938853,0.151021156,0.253885219,0.062779326,6.977918374,FALSE
BM00022,2,13,28,4.115332687,83.89858127,0.118653879,0.855737423,0.050509891,0.315919917,0.278300003,,TRUE
BM00022,3,13,28,79.3314078,874.9532379,2.721022238,5.675609744,0.12252086,0.250257982,0.061347007,7.448851138,FALSE
BM00022,4,11,25,94.89614539,929.4930712,3.640591189,6.549721634,0.164355565,0.32531623,0.07427308,5.640093376,FALSE
BM00022,5,13,28,74.6581186,625.4540631,2.567903081,5.789508238,0.130792165,0.247369597,0.087062067,12.19968293,FALSE
BM00022,6,13,28,2.45134191,92.78997232,0.128151891,1.708991944,0.05986429,0.59113088,-0.189901988,,TRUE
BM00022,7,12,28,1.378600999,36.4347009,0.021375615,0.284563731,0.015975676,0.270514855,-0.108803471,,TRUE
BM00022,8,13,28,77.1572151,622.5577735,2.574681363,6.203379592,0.112702476,0.241884975,0.092004647,13.33334213,FALSE
BM00022,9,11,26,136.3739694,1342.739385,4.938871029,8.485874447,0.141866768,0.292287158,0.06887487,3.280165514,FALSE
BM00022,10,13,28,2.732065473,68.93239339,0.126985247,0.880532127,0.063942935,0.322532825,-0.060222528,,TRUE
BM00022,11,13,28,150.4000806,1391.08094,5.284343314,11.73828194,0.168855543,0.450251465,0.07462269,5.762677657,FALSE
BM00022,12,13,28,1.088096963,25.73747639,0.044514284,1.174561811,0.048463949,0.744725372,0.290160399,,TRUE
BM00023,1,13,28,171.9075854,1639.990315,5.909111184,14.06291969,0.1320271,0.328648649,0.058958167,5.904892963,FALSE
BM00023,3,12,28,107.0237403,1066.941856,3.516493527,6.807089259,0.134795546,0.422677062,0.059963931,8.076736397,FALSE
BM00023,4,13,28,1.973426106,48.4667152,0.028582539,0.39626991,0.020998394,0.281256997,0.069607363,,TRUE
BM00023,5,13,28,107.9881185,1092.90573,3.765238861,8.313884873,0.138161041,0.27903128,0.050408968,7.646495064,FALSE
BM00023,6,13,28,1.52444335,63.29557332,0.038996534,1.494404549,0.010537063,0.449266841,-0.009610917,,TRUE
BM00023,7,11,26,98.0837016,778.5007595,3.388972484,8.421254784,0.159041807,0.32843101,0.099277144,9.999196006,FALSE
BM00023,8,12,28,78.65924185,865.3803697,2.529935225,4.536865994,0.120812469,0.242192774,0.063329924,7.269932845,FALSE
BM00023,9,13,28,1.441510455,39.61811697,0.068293352,1.170629273,0.049276565,0.655071354,0.068533081,,TRUE
BM00023,10,13,28,79.72817748,707.8897032,2.619337105,6.312132692,0.123013716,0.223972387,0.090389498,10.98108214,FALSE
BM00023,11,13,28,66.36745339,561.3332569,2.230234114,6.157406013,0.125180886,0.236890751,0.108730249,12.27026177,FALSE
BM00023,12,13,28,97.04828981,951.1882457,3.276076994,6.156537606,0.120245416,0.221273098,0.070369437,7.844462673,FALSE
BM00024,1,13,28,120.4484831,990.1448174,4.274323121,10.55339153,0.161952589,0.275228033,0.071600572,11.33420439,FALSE
BM00024,2,12,28,2.849749539,61.78827952,0.111843093,1.045530911,0.050769502,0.465916293,-0.063679285,,TRUE
BM00024,3,11,25,4.964206364,152.4067807,-0.023574087,1.394076364,-0.003784754,0.25879552,-0.164676747,,TRUE
BM00024,4,13,28,3.523826985,85.31505194,0.133865495,1.199066056,0.052030753,0.305439976,-0.048043783,,TRUE
BM00024,5,13,28,76.94626289,698.1744335,2.617256765,5.897806912,0.131463018,0.18878161,0.087097849,11.22462014,FALSE
BM00024,6,13,28,94.58866861,759.0140475,3.226290417,7.903946328,0.140684431,0.225914715,0.096198037,11.71022569,FALSE
BM00024,7,13,28,66.35897051,545.3605151,2.253197835,6.99615782,0.151323304,0.374734364,0.126738967,11.94783344,FALSE
BM00024,8,13,28,61.728479,530.4277804,2.104015191,4.965007837,0.106914744,0.213506101,0.092049196,13.30723176,FALSE
BM00024,9,13,28,112.9837539,1244.384627,4.012401834,8.189738814,0.158054939,0.495905799,0.032568399,5.648169673,FALSE
BM00024,10,13,28,141.9846564,1361.766321,4.834827082,9.12054041,0.135530853,0.270035454,0.071356736,7.273280102,FALSE
BM00024,11,12,25,64.97565603,533.5102053,2.508246667,6.459630435,0.11037243,0.231417105,0.105879571,10.13920438,FALSE
BM00024,12,12,28,66.04299877,698.8106825,2.127941715,4.008803747,0.122765398,0.225179608,0.06700495,9.145791731,FALSE
BM00025,1,13,28,118.0626326,1047.272843,4.024815987,8.58326659,0.148378467,0.296970548,0.072649831,9.478595401,FALSE
BM00025,2,13,28,2.41142105,42.62638944,0.013731367,1.438038667,-0.002610135,0.800738261,0.398631079,,TRUE
BM00025,3,12,28,83.50289653,817.3709006,2.626677353,5.564126535,0.120251367,0.210036196,0.062007092,9.631039012,FALSE
BM00025,4,12,28,95.32100098,973.0861278,3.100653107,5.666591861,0.147882687,0.311561695,0.070547206,7.239163901,FALSE
BM00025,5,13,28,84.25170019,898.2251951,2.971919683,5.02006237,0.151136565,0.43584337,0.057070897,7.654538613,FALSE
BM00025,6,13,28,83.98765452,774.6184929,2.896098193,5.45396966,0.140069195,0.22296594,0.068256633,11.24385322,FALSE
BM00025,7,13,28,1.306777425,28.74211524,0.043403956,0.497254267,0.0504058,0.509770366,0.130778495,,TRUE
BM00025,8,13,28,6.033493606,126.0794968,0.115626377,0.487256073,0.026984882,0.1327195,0.03902619,,TRUE
BM00025,9,13,28,11.19386962,143.1003617,0.357583374,0.672988636,0.07581093,0.328985982,0.026107124,24.47242816,FALSE
BM00025,10,13,28,115.5981946,991.9860955,3.896867905,8.838641064,0.130742589,0.226034639,0.086853333,10.30857487,FALSE
BM00025,11,12,28,129.110877,1439.473168,4.274571229,7.034895157,0.147055784,0.328882207,0.059494331,4.538844074,FALSE
BM00025,12,11,25,1.265724305,41.60197796,-0.020548343,0.248671731,-0.015451356,0.166477776,0.010923784,,TRUE
BM00027,1,13,28,138.0444868,1363.583444,4.861621322,9.722378143,0.14786849,0.277578748,0.061615708,6.030003753,FALSE
BM00027,2,13,28,113.9776734,1270.591306,3.843548028,7.791082442,0.127988974,0.206871197,0.044305956,6.352251342,FALSE
BM00027,3,12,28,3.338483978,80.31342746,0.021792932,1.242716782,0.00393841,0.309060683,0.002782723,,TRUE
BM00027,4,12,28,3.151879379,87.35977487,0.105368185,0.623405332,0.037450712,0.220908892,-0.066894331,,TRUE
BM00027,5,13,28,1.221232475,35.72043082,0.056909222,1.27117135,0.040164491,0.668843331,0.084198212,,TRUE
BM00027,6,12,28,142.4200733,1552.821814,4.670483487,9.029926865,0.104635744,0.156263256,0.059274606,4.026341418,FALSE
BM00027,7,12,28,25.52484287,339.0944717,0.822070597,1.425075863,0.099915124,0.230119833,0.057367741,11.86940538,FALSE
BM00027,8,12,28,147.0181562,1636.24866,4.705435639,9.463887058,0.136167639,0.298461607,0.054700137,4.420051784,FALSE
BM00027,9,12,28,151.2512461,1343.083443,5.002477161,10.84704435,0.146262364,0.266808977,0.080752613,8.412375063,FALSE
BM00027,10,13,28,115.5864963,1055.920979,4.017029016,10.33694822,0.157725959,0.261403121,0.060378775,9.252095119,FALSE
BM00027,11,13,28,129.3528551,1156.721657,4.532876928,8.843774821,0.151580805,0.257714989,0.073953487,9.180175782,FALSE
BM00027,12,13,28,85.10210954,755.4935144,2.878558519,7.40239994,0.144506895,0.329243534,0.10079553,9.869994434,FALSE
BM00028,1,12,28,89.35015134,934.2072003,2.902632529,5.126910489,0.149960308,0.318258232,0.062970391,7.174997607,FALSE
BM00028,2,13,28,230.2891195,2118.446798,8.128294136,18.8306526,0.187311369,0.429997116,0.066179515,7.371129223,FALSE
BM00028,3,13,28,168.5537213,1469.851625,5.890452623,13.12006102,0.169131056,0.300400353,0.074483813,7.240547245,FALSE
BM00028,4,12,28,2.989855194,56.41015131,0.056293054,0.527920888,0.034694878,0.26414452,0.130163198,,TRUE
BM00028,5,13,28,124.6209183,1119.120242,4.29467719,10.29954408,0.147861014,0.259341076,0.094980157,7.984450494,FALSE
BM00028,6,13,28,103.6597108,1136.344579,3.676404512,9.224666299,0.153850013,0.312373043,0.063608192,6.566568597,FALSE
BM00028,7,13,28,112.5078414,942.0072993,3.82990185,8.613515263,0.12931788,0.248602226,0.086982107,10.33032149,FALSE
BM00028,8,13,28,83.05530342,664.7587766,2.893903022,6.832615131,0.158444336,0.300344681,0.094473743,12.01996432,FALSE
BM00028,9,13,28,204.4530461,1908.180917,7.313503019,17.26689663,0.148684389,0.277313423,0.056933939,7.266267992,FALSE
BM00028,10,12,28,2.304905364,83.57764206,0.039671138,2.281203022,0.006799116,0.545492922,0.08325539,,TRUE
BM00028,11,12,28,118.1870792,1021.957735,3.904983418,9.284333065,0.179327293,0.382266994,0.089584663,9.35840784,FALSE
BM00028,12,12,28,159.2209495,1514.495118,5.287766476,9.645624922,0.185661284,0.318645432,0.064143212,7.350172586,FALSE
BM00029,8,13,28,133.3092845,1265.355625,4.623769815,10.18474818,0.142392479,0.22341338,0.068521425,8.225952849,FALSE
BM00029,10,1,0,1.227621638,0,,,,,,,TRUE
BM00030,4,12,28,42.63886942,406.9156653,1.449113321,3.404119507,0.1518815,0.265338144,0.068501709,14.96828154,FALSE
BM00030,8,13,28,134.5580696,1165.232334,4.68996662,9.958600488,0.161849434,0.254550619,0.083688702,8.365175046,FALSE
BM00030,12,13,28,47.30330025,435.8589981,1.593997351,3.953360897,0.130923933,0.249448541,0.096216052,12.21045438,FALSE
BM00031,1,1,0,3.920076938,0,,,,,,,TRUE
BM00031,2,12,28,114.0081383,980.1528229,4.194367722,9.031154476,0.164084303,0.414578974,0.090447649,8.346881211,FALSE
BM00031,3,12,28,69.77852327,590.5968156,2.310523661,5.813782958,0.142725189,0.245218425,0.088125092,12.30211353,FALSE
BM00031,4,13,28,94.74833246,705.6411412,3.176860518,8.921337531,0.140594329,0.271511611,0.110649052,13.04964964,FALSE
BM00031,5,12,28,117.3769226,983.0524727,3.807483716,8.72283523,0.165467765,0.284835076,0.084081045,10.53677271,FALSE
BM00031,6,11,28,138.455909,1341.281943,4.756985963,10.41445571,0.158938378,0.285434823,0.064191937,5.919429813,FALSE
BM00031,7,12,28,45.29146971,344.5390527,1.372858229,4.665230967,0.108957228,0.313293016,0.123211849,16.86844184,FALSE
BM00031,8,13,28,110.6513079,857.2902614,3.77809586,10.37114372,0.144826008,0.22702535,0.110050181,10.57164701,FALSE
BM00031,9,12,28,2.000861872,64.27266084,0.097836354,1.043395974,0.050648765,0.437099045,-0.156691577,,TRUE
BM00031,10,13,28,92.3448446,746.2082603,3.180366379,7.824916607,0.137567852,0.261781757,0.096011999,11.78960053,FALSE
BM00031,11,13,28,69.68866475,682.1919037,2.435932006,5.952240782,0.135752628,0.234945711,0.046524919,11.83203944,FALSE
BM00031,12,13,28,76.90426424,602.3896926,2.614335441,6.964788632,0.124939685,0.239540294,0.105677632,14.10596333,FALSE
BM00032,1,2,2,2.780692162,4.361199401,0.600092461,0.600092461,0.282477021,0.282477021,0.282477021,,TRUE
BM00032,2,13,28,2.663678508,78.77085684,-0.084892181,0.853842577,-0.017727344,0.411753603,-0.02898806,,TRUE
BM00032,3,13,28,158.9694245,1429.382164,5.497712305,11.33598365,0.12845112,0.212144247,0.062843045,8.434442206,FALSE
BM00032,4,12,28,0.514209699,26.12587776,0.028322579,1.057815731,0.015721116,0.768937388,-0.186161451,,TRUE
BM00032,6,12,28,173.2153988,1744.813101,6.203713031,12.69616747,0.172528721,0.597543584,0.066569681,4.134971301,FALSE
BM00032,7,13,28,78.44001762,679.462,2.763057498,6.637619409,0.156697738,0.264608771,0.07313136,11.35462847,FALSE
BM00032,8,13,28,0.548149238,27.33690916,0.059236701,1.626614474,0.048857574,0.899005372,-0.186983698,,TRUE
BM00032,11,13,28,142.0163408,1211.324157,4.929114457,11.25861928,0.132558833,0.273639525,0.072785162,9.216917823,FALSE
BM00032,12,13,28,162.3175395,1551.072068,5.673450136,11.04361239,0.159422504,0.289269663,0.076098625,6.17725817,FALSE
BM00033,1,13,28,116.467881,1028.722286,3.943519504,9.129472567,0.1190014,0.305221314,0.089362239,8.14748074,FALSE
BM00033,3,13,28,69.20298998,634.6448392,2.390430118,5.685421135,0.122128341,0.270398183,0.073725153,10.78606082,FALSE
BM00033,4,13,28,1.898219407,64.02471296,0.079159328,1.209323065,0.035287039,0.353563301,-0.13966619,,TRUE
BM00033,6,13,28,93.73261259,949.4076507,3.25231387,6.682829306,0.14915279,0.273787061,0.064658583,7.549686278,FALSE
BM00033,8,13,28,4.127357469,94.84655685,0.115782336,1.676752118,0.033868284,0.402791929,0.007229675,,TRUE
BM00033,9,13,28,82.18565439,844.1845093,2.908166897,5.228937301,0.176722583,0.494912002,0.061199875,9.295781177,FALSE
