effector,replicate,n_timepoints,days_post_inoculation,area_end_mm2,AUC,AGR_mean,AGR_max,RGR_mean,RGR_peak,RGR_final,dpi_to_10mm2,outliers
BM00033,10,5,9,11.53442409,57.37627002,1.022393689,1.591495522,0.207357895,0.301512413,0.075722463,7.106803656,FALSE
BM00033,11,13,28,79.40876931,807.1864144,2.759575994,4.877010164,0.130119716,0.264003022,0.067882266,8.822187976,FALSE
BM00033,12,13,28,121.2888355,1032.321921,4.145184101,10.02152113,0.120678155,0.205339407,0.088761527,8.795157568,FALSE
BM00034,1,13,28,108.9210563,901.9872794,3.712752069,8.447775627,0.144572161,0.287916539,0.088282092,10.80424283,FALSE
BM00034,2,13,28,116.5716457,951.4596963,4.053322013,9.93733698,0.15388088,0.233251796,0.086221891,9.907399468,FALSE
BM00034,3,13,28,130.4645761,1219.646588,4.535612504,9.320351562,0.123538576,0.212193618,0.069950961,7.761236539,FALSE
BM00034,4,2,2,1.837142333,5.339676911,-0.832696122,-0.832696122,-0.322637793,-0.322637793,-0.322637793,,TRUE
BM00034,5,13,28,61.18698396,490.9723915,2.193003315,5.600103167,0.15779801,0.546847887,0.069250292,15.00337749,FALSE
BM00034,6,13,28,93.91814632,874.6724078,3.210379592,12.45409627,0.125190309,0.224768489,0.086267592,9.301900216,FALSE
BM00034,7,11,28,90.97000252,909.7107947,2.96475381,7.269493357,0.114370392,0.177515074,0.066050029,8.145123562,FALSE
BM00034,9,13,28,22.78360093,269.2488895,0.768871319,2.433702344,0.085280845,0.213264906,0.052075335,16.23458244,FALSE
BM00034,10,13,28,122.9157035,1033.792782,4.071568335,11.26281985,0.128983086,0.35453268,0.107144576,8.380064533,FALSE
BM00034,11,13,28,81.15721916,648.2943698,2.822720473,6.923881059,0.157808424,0.269249253,0.08547192,12.32864823,FALSE
BM00034,12,13,28,46.95767877,559.1153388,1.68905009,4.195597383,0.129395461,0.213413942,0.010001476,11.62195556,FALSE
BM00035,1,13,28,173.6025851,1598.067186,5.990370815,14.07212653,0.156034116,0.3765128,0.092875858,5.783616854,FALSE
BM00035,2,13,28,154.7775878,1477.200361,5.402923944,10.40904694,0.162136088,0.437830704,0.074253433,7.202746387,FALSE
BM00035,4,13,28,97.16636124,921.0080056,3.281653375,6.651005651,0.118021703,0.227115501,0.064028287,10.05365766,FALSE
BM00035,5,13,28,137.0038769,1348.585879,4.792293913,9.903841625,0.138963386,0.2145856,0.062213608,7.463363057,FALSE
BM00035,6,2,2,2.142132719,3.38117728,0.451544079,0.451544079,0.273730682,0.273730682,0.273730682,,TRUE
BM00035,7,12,28,75.3784644,643.361475,2.564996269,6.657000166,0.152110303,0.400878285,0.102602435,12.10588194,FALSE
BM00035,8,12,28,151.7927079,1438.247504,5.32133652,10.77061396,0.15638789,0.29779516,0.073039715,7.108044363,FALSE
BM00035,9,13,28,113.3727937,1160.912652,3.963585103,7.685988926,0.140589793,0.265250597,0.054455331,6.535252798,FALSE
BM00035,10,13,28,135.7567321,1152.220485,4.610093063,13.70390284,0.178643266,0.390508079,0.12024375,8.309443029,FALSE
BM00035,11,12,28,103.6668414,849.7480609,3.32301656,9.414790864,0.140739283,0.205114064,0.106025695,10.73878003,FALSE
BM00035,12,13,28,114.9022688,1069.772321,3.87924427,9.142530037,0.132633009,0.246538639,0.090910855,8.470136038,FALSE
BM00036,1,13,28,136.4052194,1313.869731,4.77592937,10.90195884,0.148876391,0.323536289,0.066827263,7.399918404,FALSE
BM00036,2,12,28,1.143328079,42.14022897,0.077625773,1.235236115,0.055691499,0.444835691,-0.186382485,,TRUE
BM00036,3,13,28,113.2361649,978.407981,3.875753172,9.204575045,0.139673815,0.268404768,0.093176066,9.066243748,FALSE
BM00036,5,12,28,111.3821806,1255.907302,3.688400661,6.547737923,0.130268646,0.341482055,0.058957936,3.96699059,FALSE
BM00036,6,13,28,81.45919618,712.4172396,2.864862975,7.316507034,0.151027377,0.29781565,0.06410569,12.08965702,FALSE
BM00036,7,12,26,129.4222967,1039.553724,4.693367744,12.77758407,0.114786179,0.269304069,0.083623301,8.091234613,FALSE
BM00036,8,13,28,12.11195728,261.1837715,0.269574737,0.772657987,0.035631655,0.14833744,-0.01714323,15.92797666,FALSE
BM00036,9,4,7,4.299162178,23.4879414,0.260382534,0.409570116,0.080277345,0.129310142,0.059666976,,TRUE
BM00036,10,13,28,1.144288736,22.35748876,0.027109563,0.23725134,0.035553479,0.372992836,0.018395862,,TRUE
BM00036,11,13,28,141.8749748,1315.388519,4.823367496,10.54655928,0.146195187,0.284862169,0.084109689,7.024989739,FALSE
BM00036,12,13,28,91.14163302,861.13041,3.117841132,5.90958555,0.145435799,0.268115186,0.072105119,10.20353807,FALSE
BM00037,1,13,28,212.6770425,2106.920569,7.437247348,14.53456446,0.155514417,0.354263225,0.058431371,5.915457579,FALSE
BM00037,2,13,28,180.6384831,1746.353494,5.291871135,32.90455014,0.15749073,0.423905914,0.263565184,6.572460945,FALSE
BM00037,3,12,28,167.7140158,1677.297553,6.09423727,11.76580298,0.13503856,0.33642364,0.05987126,5.472564459,FALSE
BM00037,4,13,28,110.1351537,1041.614319,3.889211023,8.815601155,0.139734844,0.258709767,0.056315918,7.409996447,FALSE
BM00037,5,13,28,133.4099815,1162.56305,4.604935626,9.162566067,0.143768834,0.22216942,0.075308499,9.575470413,FALSE
BM00037,6,3,4,1.436788704,7.060296258,0.046884486,0.468938819,0.034966644,0.280022735,-0.210089446,,TRUE
BM00037,7,11,28,1.783571686,40.83296922,0.079470267,1.246590347,0.043793423,0.541513779,-0.057118481,,TRUE
BM00037,8,12,28,1.116178015,29.18551592,0.004370821,0.263925423,0.003137377,0.250686805,-0.093636697,,TRUE
BM00037,9,13,28,0.94593101,39.75312449,0.04656282,1.696097162,0.016358651,0.620740862,0.059357827,,TRUE
BM00037,10,11,28,135.6519779,1203.355696,4.571292797,9.474866895,0.151971221,0.286574236,0.07838034,7.971005989,FALSE
BM00037,11,12,28,35.49109388,467.8191684,1.1854492,1.832704248,0.098085332,0.155411065,0.033771515,10.21475203,FALSE
BM00037,12,13,28,141.1967774,1230.72208,4.825783128,11.47688498,0.169109346,0.296878381,0.093171277,8.910895107,FALSE
BM00038,1,13,28,109.3342183,886.3655029,3.756195109,10.09736956,0.14867213,0.2545315,0.10814289,9.414188662,FALSE
BM00038,2,12,25,125.3114019,1060.302605,4.895297557,9.315695528,0.137284985,0.295215117,0.072761183,6.809264724,FALSE
BM00038,3,12,28,99.28801617,752.2169332,3.235538805,9.073935323,0.121247858,0.298385903,0.106813199,12.063636,FALSE
BM00038,5,13,28,114.8344295,914.326209,3.927462143,9.887895401,0.132637358,0.26719549,0.09961112,10.63145737,FALSE
BM00038,6,13,28,136.0205671,1138.091663,4.690368022,11.35193389,0.147454903,0.264948467,0.083520393,8.938864691,FALSE
BM00038,7,13,28,139.5173347,1197.156295,4.888999769,10.26237526,0.168605944,0.281731626,0.080011217,8.960610391,FALSE
BM00038,8,12,28,134.7576003,1292.001196,4.435787791,9.524534304,0.128597694,0.240263092,0.057833014,7.320244413,FALSE
BM00038,9,13,28,169.758635,1526.328831,5.828820402,11.88569633,0.136843847,0.221562842,0.078593438,7.526560678,FALSE
BM00038,10,13,28,101.9203268,877.3215322,3.45197173,7.274239779,0.16091048,0.315628685,0.079641044,11.39729665,FALSE
BM00038,11,13,28,88.44122229,836.3348685,3.003292437,6.812249426,0.117495432,0.188435585,0.0713693,9.535108328,FALSE
BM00038,12,13,28,77.58484104,702.0841361,2.620026924,6.572849913,0.113293136,0.231648073,0.082702903,9.623880384,FALSE
BM00039,1,13,28,98.12083473,981.2564558,3.444117309,6.833575826,0.168537519,0.399306811,0.054097021,8.810440974,FALSE
BM00039,2,13,28,99.83789262,908.9217833,3.465417803,6.735789901,0.143820115,0.256849005,0.069753579,9.622744128,FALSE
BM00039,3,12,28,90.06344972,825.127189,2.861299171,6.290704975,0.111170368,0.290044246,0.071951085,11.18891979,FALSE
BM00039,4,13,28,121.6986345,975.9137014,4.174819314,10.26389411,0.137982944,0.235157865,0.0972371,9.587599351,FALSE
BM00039,5,13,28,22.19993104,226.1897399,0.784070627,2.717361935,0.115410453,0.401243561,0.089239261,17.48605904,FALSE
BM00039,6,13,28,93.05330659,982.7567905,3.271398511,6.963391726,0.153739851,0.431113205,0.061297253,6.521513144,FALSE
BM00039,7,11,25,67.7085196,568.2108045,2.861189215,6.744481286,0.171190064,0.304831999,0.111085171,7.973305985,FALSE
BM00039,8,12,28,123.0778621,1161.58259,4.416226014,8.9706781,0.167232884,0.301273646,0.07789309,7.355551012,FALSE
BM00039,9,13,28,135.7664144,1186.003253,4.733123226,10.5946905,0.151024711,0.280090115,0.088904921,9.303656398,FALSE
BM00039,10,13,28,7.778613427,54.58985831,0.250275174,1.208985434,0.093446323,0.328810732,0.209290179,,TRUE
BM00039,11,13,28,90.08529609,791.4395846,3.153409808,7.025861444,0.150559638,0.316746773,0.074458467,10.71926441,FALSE
BM00039,12,4,7,2.603225677,11.47394508,0.240089794,0.441362395,0.138885663,0.20706793,0.20706793,,TRUE
BM00042,3,13,28,143.8601199,1405.531476,4.954046375,9.611992064,0.136513,0.240178235,0.06466977,6.299125081,FALSE
BM00042,4,12,28,154.4108383,1187.861183,5.387796058,15.97134074,0.135037089,0.25020115,0.08271728,9.19607664,FALSE
BM00042,6,12,28,120.2934641,1064.08034,3.880511757,8.260187715,0.141422554,0.257262891,0.076890988,10.77185976,FALSE
BM00042,7,11,26,111.0064645,1037.554652,3.840540582,7.448628713,0.15101427,0.230959789,0.05965881,6.91605759,FALSE
BM00042,8,12,28,82.90255025,1031.215875,2.68953808,4.065667642,0.113628612,0.205630228,0.033291988,5.937284649,FALSE
BM00042,9,12,28,0.66858005,17.93119735,0.006447427,0.187688514,0.009420266,0.417196606,-0.083750104,,TRUE
BM00042,10,13,28,95.03762628,838.2080452,3.30215786,7.294788187,0.146537519,0.315801979,0.072049602,10.02457913,FALSE
BM00042,11,12,28,68.713431,493.8576046,2.184022008,7.015883194,0.107566978,0.310815232,0.120823686,16.05635838,FALSE
BM00042,12,13,28,2.763883047,68.61238645,0.041090288,0.633141794,0.016202273,0.301626878,-0.013924529,,TRUE
BM00044,1,13,28,0.428691971,21.0545599,0.014434161,0.344644958,0.015887326,0.356719092,-0.133255386,,TRUE
BM00044,2,13,28,1.68351057,33.42759652,0.032511127,1.105081192,0.029977197,0.822760894,0.191853146,,TRUE
BM00044,3,3,4,3.776501583,8.976858411,0.529371416,1.002915564,0.205643367,0.378719905,0.378719905,,TRUE
BM00044,4,12,28,94.51168691,850.9629714,3.151298652,7.48844231,0.140346676,0.292649982,0.063948084,11.0715064,FALSE
BM00044,5,12,28,67.79362782,695.8894443,2.2226449,4.212919825,0.134451716,0.267926888,0.057921249,9.176536694,FALSE
BM00044,6,12,28,68.30867719,690.7043125,2.294234582,4.935183035,0.133272775,0.283494344,0.060820434,10.31085201,FALSE
BM00044,7,3,4,0.676832488,2.799749577,0.007610492,0.045936382,0.011504992,0.066448337,-0.043438353,,TRUE
BM00044,8,13,28,1.94284464,66.30062132,-0.000683332,1.225143798,0.000258589,0.348725885,-0.032745925,,TRUE
BM00044,10,12,28,115.1656405,1005.389144,3.996906434,9.577822153,0.1437625,0.264218632,0.095670484,9.513560898,FALSE
BM00044,12,13,28,86.50183164,764.187612,2.908670831,6.771681933,0.128464874,0.215856764,0.089228252,10.71540168,FALSE
BM00045,1,13,28,81.73036159,667.2023433,2.678115195,8.417434019,0.109397095,0.229217528,0.123191107,8.366653863,FALSE
BM00045,2,1,0,0.673194556,0,,,,,,,TRUE
BM00045,3,12,28,107.7255066,929.1741251,3.695149283,8.580662931,0.143510996,0.272916108,0.091022721,9.705873863,FALSE
BM00045,4,12,28,83.07278499,750.6738882,2.814772282,6.646090775,0.120435049,0.277168732,0.078825683,9.836318964,FALSE
BM00045,5,12,28,35.41339831,377.4393656,1.221403344,2.499697324,0.118737664,0.558837504,0.071320122,12.88348928,FALSE
BM00045,6,13,28,140.9896502,1356.61805,4.992217692,13.20268952,0.187887628,0.475235702,0.064613689,7.808134041,FALSE
BM00045,7,12,28,75.70010377,575.4618536,2.523920594,7.191175048,0.180003683,0.522580274,0.11181806,12.42804543,FALSE
BM00045,8,13,28,79.71140111,823.6687348,2.742946057,6.04158546,0.1478074,0.362104058,0.085989195,9.019644498,FALSE
BM00045,9,12,28,63.75256299,738.8577888,2.143812114,3.619453042,0.152955587,0.296364216,0.062238541,8.0104636,FALSE
BM00045,10,1,0,2.092952077,0,,,,,,,TRUE
BM00045,11,13,28,107.228129,930.5886462,3.720528941,7.854065316,0.152927677,0.346266484,0.08270891,9.748317342,FALSE
BM00045,12,13,28,109.9491115,973.4413889,3.839970259,8.050048358,0.15360962,0.33112133,0.080429372,9.461944489,FALSE
BM00046,1,13,28,39.58663565,377.8524966,1.344614138,3.169105953,0.108869338,0.223066049,0.083120757,14.41043338,FALSE
BM00046,2,1,0,0.601482112,0,,,,,,,TRUE
BM00046,3,12,28,134.8193581,1310.927416,4.42484207,7.965426701,0.16277826,0.33879987,0.056317457,8.023902206,FALSE
BM00046,4,13,28,110.5918135,1138.582235,3.839566526,8.859777787,0.131302751,0.244265244,0.049984157,8.269350227,FALSE
BM00046,5,11,28,97.88701687,937.8691564,3.192130029,6.845475747,0.172904931,0.369294779,0.086052637,8.204089774,FALSE
BM00046,6,12,28,110.9683887,998.6528701,4.178147505,8.441534549,0.144272776,0.264497454,0.086349571,8.409025667,FALSE
BM00046,7,12,28,82.08063452,770.3525816,2.502576161,6.379287462,0.121512301,0.260612905,0.088492059,10.89300169,FALSE
BM00046,8,13,28,64.94434102,613.606039,2.218950038,5.429356529,0.112913828,0.313960407,0.07393688,10.32433362,FALSE
BM00046,9,13,28,95.77009264,852.6485666,3.281675697,7.621260396,0.12274349,0.314037611,0.09092508,9.237598737,FALSE
BM00046,10,13,28,91.99628827,901.4261441,3.069544942,6.9049718,0.114382103,0.251655505,0.085037729,9.552340553,FALSE
BM00046,12,13,28,134.7280418,1266.068619,4.748504361,10.02400271,0.140715936,0.280891205,0.084095063,7.095814281,FALSE
BM00051,1,13,28,112.49916,996.4614433,3.876025586,8.257443493,0.159937778,0.261077504,0.082905993,8.325705405,FALSE
BM00051,2,13,28,131.4428069,1189.362663,4.502159107,9.21828875,0.14350715,0.439990254,0.078740681,8.804336661,FALSE
BM00051,3,13,28,115.8022225,978.7864132,4.046250102,10.02038563,0.176281594,0.423454036,0.097470567,9.976207309,FALSE
BM00051,4,10,26,123.9024321,1283.521668,4.698108761,8.068101977,0.152181017,0.387565834,0.065557513,4.734666674,FALSE
BM00051,5,13,28,119.9721636,1164.531777,4.117066187,7.984327982,0.138506733,0.227402476,0.074237262,7.541116678,FALSE
BM00051,6,12,28,116.1016639,1004.821654,3.660770792,9.184020803,0.120173201,0.191554962,0.089824558,9.340349462,FALSE
BM00051,7,13,28,93.86669499,861.7855168,3.208735945,6.244533652,0.136020759,0.226613843,0.070978028,10.00753955,FALSE
BM00051,8,13,28,106.8975662,985.5275968,3.584787083,7.872526215,0.132649529,0.270930517,0.083220925,8.426186935,FALSE
BM00051,9,13,28,1.692099329,57.79916449,0.011638027,0.417955024,0.006001055,0.180868589,-0.087294921,,TRUE
BM00051,10,13,28,2.769807384,53.4160485,0.045949365,0.488160487,0.021456153,0.323343488,0.083519811,,TRUE
BM00051,11,13,28,24.80714626,343.9594171,0.910215641,2.444551154,0.125670243,0.260082779,0.02473845,12.32314314,FALSE
BM00051,12,11,28,7.45353939,85.36298845,0.231165903,1.428055525,0.071010616,0.359577267,0.082146778,,TRUE
BM00052,1,13,28,38.19977852,431.940392,1.302215037,3.432610223,0.104693612,0.259820543,0.057637236,12.27087717,FALSE
BM00052,2,13,28,34.3279554,395.038152,1.190812806,2.753223096,0.11283216,0.297169379,0.042692058,12.75084461,FALSE
BM00052,3,12,26,4.644625555,80.71640771,0.172151472,1.976400103,0.048357815,0.414925082,0.0607412,,TRUE
BM00052,4,13,28,15.21748945,144.1120805,0.524760961,1.92049304,0.100677079,0.385659403,0.117447027,24.06488921,FALSE
BM00052,5,12,28,9.314638815,99.02692218,0.263375207,0.864457952,0.071912308,0.299073904,0.044703141,,TRUE
BM00052,6,13,28,10.37024918,75.00026943,0.303021378,1.584506479,0.066067172,0.259276935,0.204397151,27.76633155,FALSE
BM00052,7,13,28,136.7749663,1273.317196,4.919042568,12.67946485,0.162092817,0.422771291,0.083829972,6.955485004,FALSE
BM00052,8,13,28,99.29243266,756.2904009,3.384362826,9.894715889,0.138356888,0.238324484,0.118395255,11.89396913,FALSE
BM00052,9,13,28,125.1600652,1238.978813,4.304292105,7.95348657,0.180059897,0.413612406,0.070503641,6.445379641,FALSE
BM00052,10,13,28,128.3827522,1275.713382,4.32762572,9.442328485,0.119971214,0.283170997,0.061967014,5.866951899,FALSE
BM00052,11,13,28,151.1432192,1440.828567,5.235279502,12.64820661,0.135815113,0.285588194,0.067695695,7.411593774,FALSE
BM00052,12,13,28,135.3932927,1292.269748,4.614765923,8.828577206,0.135684564,0.236684825,0.066774624,7.909388841,FALSE
BM00053,1,12,28,3.888438537,54.54590935,0.061299705,0.59436994,0.022070116,0.416855666,0.169059229,,TRUE
BM00053,2,13,28,19.07124424,270.4993339,0.574495958,3.248852071,0.062719135,0.277610179,0.070700353,16.38377212,FALSE
BM00053,3,13,28,2.281784507,43.34669122,0.081582625,1.208565413,0.047184229,0.547574589,0.048658514,,TRUE
BM00053,5,3,4,3.369486918,10.82222285,0.311750177,0.352181029,0.115543085,0.117254787,0.117254787,,TRUE
BM00053,6,12,28,21.36707181,140.9835529,0.695963385,2.583192413,0.08189057,0.310479583,0.150165235,22.90550355,FALSE
BM00053,7,13,28,1.475519758,49.87487842,0.027923054,1.3347829,0.011586143,0.506922822,-0.091942614,,TRUE
BM00053,8,12,28,19.63215084,284.4315993,0.518822239,1.22582175,0.054044683,0.17291561,0.069138673,16.36341757,FALSE
BM00053,9,13,28,12.346664,91.11745589,0.340339862,1.778011082,0.057271204,0.381258619,0.188557663,26.68017471,FALSE
BM00053,10,13,28,16.68682633,182.4872859,0.484079317,1.984472624,0.058675102,0.247605698,0.129848828,23.51681708,FALSE
BM00053,11,8,16,37.75524626,217.2419414,2.279003233,6.153568012,0.185110319,0.271289364,0.197241477,7.610547363,FALSE
BM00053,12,13,28,144.9501652,1383.801983,5.153181702,11.33510775,0.15870078,0.320827791,0.052417183,8.18677561,FALSE
BM00055,1,12,28,140.3594143,1223.220254,5.117456434,10.41150748,0.139379443,0.235845533,0.071701521,7.631597933,FALSE
BM00055,2,13,28,92.17944896,769.5152933,3.190790435,7.279271704,0.147439119,0.230076137,0.090124452,11.08744085,FALSE
BM00055,3,13,28,128.6203989,1256.123476,4.514266664,8.995139475,0.17598278,0.457902271,0.064722222,7.349441457,FALSE
BM00055,4,13,28,84.97528703,721.7441981,2.98862917,7.062060362,0.160554341,0.255445255,0.069866624,11.65424153,FALSE
BM00055,5,13,28,95.53897992,888.5939362,3.318724068,7.395334905,0.178726495,0.47404178,0.078784334,9.653104842,FALSE
BM00055,6,12,28,114.8444688,956.7076883,3.866716696,8.786495031,0.159094726,0.314897119,0.086915302,9.634013819,FALSE
BM00055,7,13,28,133.3468392,1199.728989,4.711140555,9.992627561,0.188903749,0.517727969,0.084882952,7.967068397,FALSE
BM00055,8,13,28,131.016917,1170.477031,4.588480648,9.435908153,0.154896086,0.319605376,0.0803598,9.077469968,FALSE
BM00055,9,12,25,123.3876847,971.5954899,4.96536393,10.28188547,0.20963608,0.455778498,0.085505887,8.256325204,FALSE
BM00055,10,13,28,109.8822169,890.4266775,3.818046385,8.662888758,0.183963591,0.444576652,0.089953432,10.99665069,FALSE
BM00055,11,12,28,76.88874841,633.5023288,2.410725843,7.755318953,0.127627489,0.217519134,0.120128453,11.72490853,FALSE
BM00055,12,13,28,106.6188656,832.331795,3.626590832,9.948308108,0.162652094,0.352896758,0.109465065,11.35088748,FALSE
BM00056,1,13,28,3.023305482,72.90356823,0.06430805,0.693163516,0.029952041,0.274233795,0.080884063,,TRUE
BM00056,2,12,28,131.4537588,1101.878196,5.11154949,12.3819757,0.15042526,0.552381365,0.088572024,8.62807272,FALSE
BM00056,3,12,28,135.734914,1198.202302,4.46203509,8.708845122,0.205034297,0.539825289,0.067525161,9.904612698,FALSE
BM00056,4,12,28,223.0113265,1883.462533,7.457705141,21.08429735,0.174489434,0.330470314,0.071166782,7.819769897,FALSE
BM00056,5,13,28,144.4575009,1393.334323,5.107471758,9.355262131,0.155426056,0.333533104,0.072008,7.548088783,FALSE
BM00056,6,12,28,122.7858995,1035.3904,4.035423799,9.228938249,0.163595103,0.23713561,0.08517428,10.18920702,FALSE
BM00056,7,13,28,132.1434813,1159.119983,4.543465799,9.901615757,0.17789719,0.400369202,0.084874795,9.883924362,FALSE
BM00056,8,13,28,104.2151635,869.8343116,3.56273047,9.105634653,0.136150361,0.212654722,0.101324799,10.11297373,FALSE
BM00056,9,13,28,93.51560973,764.719047,3.267327184,7.98185465,0.181844943,0.384658859,0.081533825,12.10236071,FALSE
BM00056,10,1,0,2.39393232,0,,,,,,,TRUE
BM00056,11,13,28,55.98259492,483.8625556,1.941477787,4.15989146,0.154543062,0.440483904,0.075182259,14.30226586,FALSE
BM00056,12,13,28,111.1791154,860.5555086,3.732179385,11.04063718,0.139468144,0.257134621,0.117900204,10.05287748,FALSE
BM00057,1,13,28,108.9202029,967.5670903,3.759955917,9.259315036,0.142244754,0.253259828,0.098137216,9.380458342,FALSE
BM00057,2,13,28,97.7305432,967.320499,3.313813175,8.194360406,0.129292404,0.254373616,0.096578901,6.908211568,FALSE
BM00057,3,13,28,107.7928136,941.9575355,3.735516052,7.777315423,0.159447696,0.259816272,0.079435234,10.03157171,FALSE
BM00057,4,1,0,2.201957077,0,,,,,,,TRUE
BM00057,5,13,28,23.60520143,267.399052,0.823846758,2.542457237,0.106516278,0.386494826,0.058569004,16.56952085,FALSE
BM00057,6,13,28,164.3111402,1364.22988,5.640249452,14.13474722,0.163879098,0.244186511,0.0995014,8.433867152,FALSE
BM00057,7,13,28,99.19248395,839.792504,3.402721545,7.611460701,0.160480954,0.28657584,0.087209368,10.59589978,FALSE
BM00057,9,13,28,100.4202406,926.0101253,3.494476944,7.003503722,0.153112642,0.27491867,0.06430005,9.917529627,FALSE
BM00057,10,13,28,110.0225568,958.9880492,3.775634425,8.681539399,0.165278951,0.382134139,0.090043759,9.87581962,FALSE
BM00057,11,12,28,111.5240709,915.4343342,3.860745186,9.638589875,0.159089205,0.320059003,0.100043425,10.60953946,FALSE
BM00057,12,13,28,102.1333397,897.3817919,3.492902175,8.154662066,0.15286856,0.270245383,0.091272818,9.501454381,FALSE
BM00058,1,13,28,101.876501,881.4503841,3.567837135,7.521182753,0.147579153,0.276471926,0.073525559,10.58972159,FALSE
BM00058,2,13,28,69.65544512,646.6781773,2.459106905,6.629171595,0.144358256,0.459569712,0.063707641,12.36530023,FALSE
BM00058,3,13,28,13.1993743,97.83070071,0.398165239,1.753023464,0.075326976,0.669075654,0.169405959,26.17493926,FALSE
BM00058,4,13,28,103.2614842,1051.118989,3.573338853,6.398549598,0.165851207,0.428295655,0.065863368,6.847937489,FALSE
BM00058,5,13,28,129.2516997,1185.10266,4.523772617,10.07797255,0.147062793,0.263464109,0.05936862,8.749451464,FALSE
BM00058,6,13,28,99.05811275,747.5631314,3.375156699,9.281706421,0.150458025,0.2717147,0.11001046,11.75136382,FALSE
BM00058,7,13,28,47.51702293,372.896886,1.565954737,5.02280309,0.118185895,0.200839109,0.127143435,16.13440746,FALSE
BM00058,8,12,28,79.89678367,623.6120733,2.374205408,6.657902106,0.114273774,0.219817465,0.090551475,13.87411009,FALSE
BM00058,9,13,28,69.79029456,539.5245305,2.396516234,6.920051557,0.143424881,0.251297987,0.117686582,13.22689835,FALSE
BM00058,10,13,28,119.1490819,946.3767658,4.04941315,10.32977869,0.12425167,0.237143688,0.100408345,10.90746898,FALSE
BM00058,11,13,28,17.54098764,183.9000299,0.585145883,1.74003318,0.116285815,0.376640677,0.097630014,20.53029242,FALSE
BM00058,12,12,28,115.6514985,1107.714702,3.900551661,10.11469248,0.152518072,0.237803056,0.056721908,10.1453754,FALSE
BM00059,1,13,28,0.798727476,29.98065043,0.026229118,0.457393491,0.030433527,0.477849164,-0.220450135,,TRUE
BM00059,2,13,28,94.39710233,679.8034239,3.210864674,10.29950373,0.15443461,0.29378947,0.132164219,12.54878515,FALSE
BM00059,3,12,28,1.832968192,45.23520738,0.085410618,0.649275939,0.066218641,0.420387841,-0.081507414,,TRUE
BM00059,4,13,28,106.8128664,858.0733271,3.651651316,8.622532933,0.133039637,0.210710485,0.092435058,11.51036802,FALSE
BM00059,6,12,28,178.4804796,1774.305224,6.2623827,12.34114033,0.175446898,0.325073256,0.077494346,5.656945521,FALSE
BM00059,7,12,28,155.3851164,1473.827121,5.154833413,12.13082694,0.135043964,0.210404248,0.067666507,6.433863409,FALSE
BM00059,9,13,28,71.05209319,654.1797585,2.531883051,5.490477785,0.169413134,0.325519775,0.076759892,10.78517472,FALSE
BM00059,10,13,28,1.179730298,57.49274553,-0.032668048,0.993320353,-0.015752679,0.588922277,-0.226986972,,TRUE
BM00059,11,13,28,100.5417867,1013.599401,3.443750993,6.593153882,0.11970334,0.332789517,0.073020949,8.528183468,FALSE
BM00059,12,13,28,98.38465113,860.8129156,3.381103833,7.024108668,0.142930014,0.281895982,0.080343806,10.56076926,FALSE
BM00060,1,13,28,77.05531837,684.8541205,2.623935672,5.281901919,0.125064832,0.243381893,0.076739779,11.35750283,FALSE
BM00060,2,12,28,118.4095024,1005.148472,4.272639306,10.67442233,0.169645356,0.341832821,0.105106875,8.306177451,FALSE
BM00060,3,13,28,105.1102831,939.1440684,3.696475339,7.897722634,0.18024832,0.535684974,0.064765171,9.841310045,FALSE
BM00060,4,13,28,92.13341918,748.0830343,3.173087309,8.109974296,0.143009339,0.208273699,0.102207991,11.32862748,FALSE
BM00060,5,13,28,112.1265331,1004.508627,3.883514363,7.353011871,0.15019237,0.217902091,0.073022877,9.755801945,FALSE
BM00060,6,12,28,77.83081055,708.2728506,2.411611195,5.542585159,0.117696957,0.194255174,0.080113423,11.03257021,FALSE
BM00060,7,12,28,129.3388495,1130.87621,4.189538895,9.86054307,0.146274467,0.233481844,0.086565421,8.756839674,FALSE
BM00060,8,13,28,51.43667081,454.5532268,1.659450798,5.06690507,0.096918016,0.176522838,0.116766495,13.31737601,FALSE
BM00060,9,12,25,39.59868955,298.0688392,1.523210641,4.304926486,0.122416955,0.185237048,0.07977757,14.90408162,FALSE
BM00060,10,13,28,109.303686,884.5566374,3.807947723,8.489202538,0.172680499,0.335164716,0.08521818,11.11208938,FALSE
BM00060,11,12,25,95.08750228,805.4941402,3.851139935,9.655445927,0.184109392,0.316948407,0.071481855,9.240719479,FALSE
BM00060,12,12,28,133.3718157,1159.880992,4.363163202,12.78681122,0.177183586,0.528518741,0.113048046,8.869423263,FALSE
BM00061,1,13,28,75.12582377,650.9824252,2.59993308,5.802757655,0.147965506,0.324111812,0.087867686,11.94648548,FALSE
BM00061,2,12,28,128.022386,1166.910156,4.107651024,10.54851265,0.134418964,0.213970922,0.094646377,8.146181373,FALSE
BM00061,3,13,28,102.2175921,994.279282,3.539454206,6.523759175,0.145269825,0.307519291,0.067501939,8.260386565,FALSE
BM00061,4,13,28,3.439857771,40.9886982,0.114255725,1.089302464,0.058827881,0.527708413,0.143613318,,TRUE
BM00061,5,13,28,83.0694414,757.9035707,2.9539328,7.835170639,0.165884557,0.379932282,0.061333781,10.32684101,FALSE
