effector,R_area_end_mm2,R_AUC,R_AGR_mean,R_AGR_max,R_RGR_mean,R_RGR_peak,R_RGR_final,R_tt10,S_area_end_mm2,S_AUC,S_AGR_mean,S_AGR_max,S_RGR_mean,S_RGR_peak,S_RGR_final,S_tt10
BM00012,-0.4396820770742742,-0.6321494494294674,-0.1921230089472772,-0.15099745738367107,0.08650460691940448,-0.9228494076094679,1.5445231524851604,1.133351028859849,-0.702209811954201,-0.5411898177077046,-0.3247771335105202,-0.2951922657500855,0.07974435579816834,-0.20199572846068645,0.643145555842257,0.3747535635644218
BM00014,-0.30920283101347645,0.07675260359514738,-0.28331118166839847,-0.4984730799496551,0.5392774722145222,2.6326973788008865,-0.48247375007254834,-1.0794198013179932,-0.32856685276711783,0.07086655687243253,-0.4533646959620922,-0.46078563479384327,-0.9251358072855945,-0.7227883975412337,-0.8461818755875363,-0.08367614345666911
BM00015,-0.4596093774659448,-0.40052409150416224,-0.4497788643887734,-0.46358368029441743,0.41495820668519706,0.08263911533995863,0.14175593259770375,0.22526431533108868,-0.5132584113065257,-0.3627301006007617,-0.5107375669452501,-0.3985998858175505,-0.7429915939564727,-0.6131339306152128,-0.993007010989998,-0.2402108195957591
BM00016,-0.12294105879450218,0.1627320053952936,-0.16400179726253142,-0.007080081710675938,0.7883871163985876,-1.0356292502418016,-0.06485514458543727,0.4181742096852974,0.47397704221467146,0.3497832368305314,0.13097998199346547,0.2514721742126202,0.45786808261755235,0.8914148144604169,-0.1617003173534215,0.03406476933850126
BM00017,-0.12610244882681285,0.11623436855556396,-0.2673075269419647,-0.2861418929344252,0.3481983462868641,0.33742559464453814,0.029158474440423476,-0.2960730574601237,-0.3708989469635686,-0.11472230156941692,-0.5204074135962448,-0.699140669731146,-0.5707787407032175,-0.63140665039361,-0.199166438301967,-0.3517675541575018
BM00018,-0.12385782307796091,0.14471584630678305,-0.07682398425135563,-0.31289512679279563,0.4903517889420431,1.0139530462837758,0.5077226320670438,-0.7167290387772802,-0.4780031755590275,-1.357541038652402,0.8842195126518516,1.0215417529195023,1.864107779850579,2.0403326486884845,1.724156914788603,0.8896304993431694
BM00019,0.9572158546760821,0.7723430058470604,0.5761638184899712,0.6491671068679302,1.3700086260786746,0.7375523031003042,0.5248944467819705,-1.0046577144010334,-0.09892310594520141,0.4159687662078291,-0.2156683830634499,-0.49132675276831794,-0.417055302490923,-0.7450257235185124,-0.5507323587073019,-0.5717510803527394
BM00020,-1.0155407576850848,-1.2384376499901246,-1.0853464366817713,-0.9805293025979218,-1.5309468035177536,-1.2385321021760276,0.648544080352107,0.25329030752676845,-1.4531331521222663,-1.291593720823357,-1.5803932318506948,-1.6437237857437532,-0.6343376194492795,-0.2700794253275896,0.5128821041115368,-0.05987470884744177
BM00021,-0.33180812092474793,-0.6993116608518163,-0.3066367669500183,-0.2042809743964751,0.7021824765011291,0.8807278150869117,0.3281402992968983,0.05672538423021852,-0.8222579341380767,-0.8028378560043066,-0.9082058179228879,-0.7086412693942215,0.1188303669843281,-0.1282659889093646,-1.1314108229308384,0.1999341439350871
BM00022,-0.43847301691695156,-0.18350486212114048,-0.04045150567695531,-0.8266847809503642,0.050233782385276086,-0.5702472109595855,-0.3557937335659339,-1.3936799246200953,0.0003584596658704721,0.2403145058880469,0.05785481608640661,-0.11015210973258832,0.1901469203950874,0.7022626750401249,-0.6131093791940745,-1.019883681123532
