,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
14413,AGIS_Os03g024150, 8.071739e-01, 1.831144e+00, 4.775974e+00,5.668333e-02,2.167807e-01,Not_significant,2.365811e+00,3.400919e+00,2.737842e+00,1.673842e+00,5.391287e+00,4.854199e+00,2.598503e+00,5.090356e+00
14414,AGIS_Os03g024160, 9.122885e-01,-2.487929e-01, 1.569344e+00,2.418829e-01,4.998514e-01,Not_significant,6.225819e-01,1.220843e+00,1.039687e-01,5.822059e-01,1.078257e+00,9.708398e-01,4.330838e-01,1.406546e+00
14415,AGIS_Os03g024170, 1.463250e+00, 2.963728e+00, 1.493255e+01,3.824484e-03,3.708685e-02,UP,2.614844e+00,4.825235e+00,5.354388e+00,3.080840e+00,8.656011e+00,5.359845e+00,1.396695e+01,1.818463e+01
14419,AGIS_Os03g024210,-1.690715e-02,-1.723171e+00, 5.065056e-05,9.944769e-01,9.981239e-01,Not_significant,4.358074e-01,0.000000e+00,1.732812e-01,4.851716e-01,0.000000e+00,3.236133e-01,2.165419e-01,4.688486e-01
14420,AGIS_Os03g024220, 5.022689e+00,-3.488792e-01, 1.880559e+01,1.888452e-03,2.272706e-02,UP,0.000000e+00,0.000000e+00,3.465623e-01,2.425858e-02,1.198064e+00,7.483557e-01,2.793391e+00,8.037405e-01
14422,AGIS_Os03g024240, 1.287146e+00, 9.721040e-01, 4.754177e+00,5.714632e-02,2.176141e-01,Not_significant,2.282800e-01,2.528888e+00,1.074343e+00,1.406998e+00,2.545886e+00,2.649584e+00,2.295344e+00,2.645646e+00
14423,AGIS_Os03g024250, 5.079769e-01, 7.203660e+00, 6.488745e+00,3.134103e-02,1.492121e-01,Not_significant,1.156550e+02,1.402516e+02,1.160984e+02,1.097458e+02,2.385046e+02,1.607144e+02,1.399077e+02,1.580355e+02
14424,AGIS_Os03g024260,-9.860544e-01, 3.112338e+00, 6.433200e+00,3.190786e-02,1.508624e-01,Not_significant,1.025185e+01,9.912079e+00,1.209502e+01,1.069803e+01,1.961830e+00,8.717333e+00,1.100033e+01,4.269871e+00
14425,AGIS_Os03g024270, 6.021177e-02, 6.751732e+00, 1.281293e-01,7.286337e-01,8.710113e-01,Not_significant,1.293103e+02,9.824876e+01,9.033147e+01,1.036327e+02,1.336141e+02,1.167233e+02,9.768205e+01,9.224597e+01
14427,AGIS_Os03g024290, 1.241787e+00, 3.497149e+00, 3.861348e+01,1.564450e-04,3.917265e-03,UP,7.699263e+00,7.412258e+00,5.285075e+00,6.161679e+00,2.105597e+01,1.622112e+01,1.229958e+01,1.383103e+01
14428,AGIS_Os03g024300, 2.690605e-01, 5.289859e+00, 2.221444e+00,1.703056e-01,4.137035e-01,Not_significant,3.820578e+01,3.142216e+01,3.086137e+01,4.070590e+01,5.311916e+01,4.631715e+01,3.404039e+01,3.795999e+01
14430,AGIS_Os03g024320, 4.656369e-01, 8.264301e+00, 3.596310e+00,9.041867e-02,2.862176e-01,Not_significant,2.480574e+02,2.854155e+02,2.756383e+02,2.043543e+02,5.329737e+02,3.162511e+02,2.435880e+02,3.531267e+02
14431,AGIS_Os03g024330, 2.082412e-01, 4.489445e+00, 1.429664e+00,2.623811e-01,5.208356e-01,Not_significant,2.133381e+01,1.973695e+01,2.209335e+01,1.991629e+01,2.772020e+01,2.330016e+01,2.143765e+01,2.382756e+01
14433,AGIS_Os03g024350, 4.959721e-02, 1.818533e-01, 5.917429e-03,9.403669e-01,9.774266e-01,Not_significant,3.735492e-01,1.337113e+00,7.277808e-01,1.601066e+00,2.695644e-01,8.494849e-01,2.338653e+00,1.306078e+00
14434,AGIS_Os03g024360, 8.172665e-02, 3.388320e+00, 1.473183e-01,7.100245e-01,8.613106e-01,Not_significant,1.174605e+01,9.679537e+00,1.048351e+01,8.708830e+00,1.001881e+01,1.118488e+01,1.013416e+01,1.148679e+01
14435,AGIS_Os03g024370, 6.706450e-01, 2.064326e+00, 2.939499e+00,1.205921e-01,3.392816e-01,Not_significant,2.054520e+00,3.459054e+00,3.725545e+00,3.250650e+00,7.457948e+00,5.703684e+00,2.880007e+00,4.571274e+00
14436,AGIS_Os03g024380, 4.854982e-01, 9.833570e-01, 9.793514e-01,3.482254e-01,6.018754e-01,Not_significant,1.348928e+00,1.511519e+00,1.282281e+00,1.940686e+00,4.208199e+00,2.305745e+00,1.732335e+00,1.138632e+00
14438,AGIS_Os03g024400, 5.691072e-01, 5.933950e+00, 1.083894e+01,9.348891e-03,6.721409e-02,Not_significant,4.661064e+01,5.267064e+01,4.765232e+01,4.919640e+01,8.431374e+01,6.379227e+01,6.604528e+01,7.846517e+01
14444,AGIS_Os03g024460,-2.739529e-01, 3.828587e+00, 1.647939e+00,2.313137e-01,4.876561e-01,Not_significant,1.707950e+01,1.406876e+01,1.410509e+01,1.661713e+01,1.024345e+01,1.512892e+01,1.370710e+01,1.240774e+01
14445,AGIS_Os03g024470,-2.947512e-02, 4.871764e+00, 2.910075e-02,8.683212e-01,9.433427e-01,Not_significant,2.928210e+01,2.996878e+01,2.614813e+01,3.233669e+01,3.591196e+01,2.605087e+01,2.514052e+01,2.906861e+01
14447,AGIS_Os03g024490, 1.106386e-01, 1.014043e+00, 3.785231e-02,8.500623e-01,9.339812e-01,Not_significant,3.984524e+00,1.278978e+00,1.455562e+00,1.309963e+00,1.048306e+00,2.750713e+00,2.100456e+00,1.908884e+00
14458,AGIS_Os03g024600,-2.054820e-01, 4.224702e+00, 1.429692e+00,2.623768e-01,5.208356e-01,Not_significant,1.809638e+01,2.209144e+01,2.164282e+01,1.807264e+01,1.484102e+01,1.895160e+01,1.916396e+01,1.640970e+01
14463,AGIS_Os03g024650, 3.518347e+00, 9.438069e-01, 6.979674e+00,2.683711e-02,1.351313e-01,Not_significant,8.093565e-01,0.000000e+00,1.334265e+00,2.425858e-02,4.417861e+00,4.348553e+00,1.061055e+00,2.963793e+00
14464,AGIS_Os03g024660, 1.247451e+00, 2.398840e-01, 4.283256e+00,6.841832e-02,2.423947e-01,Not_significant,7.470983e-01,4.650829e-01,7.624371e-01,5.579473e-01,2.006757e+00,2.588906e+00,8.445134e-01,1.105143e+00
14469,AGIS_Os03g024710,-5.321089e-01,-4.539766e-01, 7.587939e-02,7.891832e-01,9.053922e-01,Not_significant,7.470983e-01,0.000000e+00,8.664058e-01,2.013462e+00,8.985479e-01,6.067749e-01,3.897754e-01,0.000000e+00
14471,AGIS_Os03g024730, 1.034267e-01, 3.115410e+00, 9.946691e-02,7.596629e-01,8.896748e-01,Not_significant,8.384104e+00,1.008648e+01,8.733370e+00,5.433922e+00,4.597570e+00,9.344334e+00,1.035070e+01,1.208960e+01
14472,AGIS_Os03g024740,-1.190645e-01, 3.615410e+00, 3.625572e-01,5.619549e-01,7.704186e-01,Not_significant,1.187056e+01,1.374901e+01,1.363723e+01,1.157134e+01,1.346324e+01,1.213550e+01,1.110860e+01,1.019746e+01
14473,AGIS_Os03g024750, 8.438526e-01, 1.793661e+00, 6.261032e+00,3.374763e-02,1.564903e-01,Not_significant,1.909251e+00,1.627790e+00,2.564561e+00,3.760080e+00,3.129942e+00,5.056458e+00,3.378054e+00,5.961075e+00
14475,AGIS_Os03g024770, 2.623348e-01, 4.208861e+00, 1.128008e+00,3.158765e-01,5.717471e-01,Not_significant,1.452691e+01,1.534773e+01,1.980604e+01,1.511309e+01,9.509632e+00,2.639471e+01,2.639646e+01,2.052887e+01
14477,AGIS_Os03g024790, 1.113580e-02, 5.290333e+00, 2.608820e-03,9.603805e-01,9.848410e-01,Not_significant,2.571263e+01,4.165398e+01,3.789659e+01,4.453875e+01,1.684777e+01,3.717508e+01,5.666902e+01,5.227662e+01
14478,AGIS_Os03g024800, 1.024752e-01, 5.253434e+00, 2.379340e-01,6.373684e-01,8.178588e-01,Not_significant,4.474289e+01,3.273021e+01,3.680492e+01,2.884345e+01,6.656742e+01,3.236133e+01,2.585510e+01,3.690508e+01
14479,AGIS_Os03g024810,-4.122362e-01, 2.544271e+00, 1.162785e+00,3.089491e-01,5.651292e-01,Not_significant,6.931412e+00,7.383191e+00,5.042482e+00,6.040386e+00,2.336225e+00,5.177813e+00,8.856564e+00,4.621508e+00
14480,AGIS_Os03g024820,-2.054455e-01,-1.510700e+00, 2.124552e-02,8.873255e-01,9.532678e-01,Not_significant,4.980656e-01,2.034738e-01,2.079374e-01,2.183272e-01,4.043466e-01,5.460974e-01,4.114296e-01,0.000000e+00
14483,AGIS_Os03g024850, 2.307592e-01, 7.800256e-01, 2.475935e-01,6.307087e-01,8.142273e-01,Not_significant,8.301093e-01,1.656858e+00,2.581889e+00,1.261446e+00,1.797096e+00,2.346196e+00,1.797298e+00,1.138632e+00
14488,AGIS_Os03g024900,-2.768715e-01, 2.033829e+00, 6.821533e-01,4.302026e-01,6.719094e-01,Not_significant,4.129794e+00,3.342783e+00,4.228060e+00,5.894835e+00,2.306273e+00,3.883359e+00,5.326931e+00,3.348919e+00
14490,AGIS_Os03g024920,-3.348041e-01, 2.341067e+00, 1.532710e+00,2.470375e-01,5.053760e-01,Not_significant,4.005277e+00,6.976243e+00,6.480715e+00,5.142819e+00,3.908683e+00,5.076683e+00,3.941063e+00,4.705231e+00
14491,AGIS_Os03g024930, 4.751309e-01, 4.236908e+00, 5.061913e+00,5.102359e-02,2.034085e-01,Not_significant,1.741154e+01,1.395249e+01,1.218167e+01,1.996481e+01,2.207433e+01,2.431145e+01,2.148096e+01,1.913907e+01
14492,AGIS_Os03g024940, 1.825410e-01, 3.893944e+00, 1.003149e+00,3.427245e-01,5.971932e-01,Not_significant,1.224411e+01,1.476638e+01,1.339463e+01,1.518587e+01,1.463136e+01,1.500757e+01,1.576425e+01,1.761531e+01
14493,AGIS_Os03g024950,-1.312482e+00,-1.420949e+00, 8.183624e-01,3.892406e-01,6.381803e-01,Not_significant,6.018292e-01,3.488122e-01,2.772498e-01,3.396201e-01,4.193224e-01,6.067749e-01,8.661676e-02,0.000000e+00
14494,AGIS_Os03g024960, 6.604826e-01, 4.939668e+00, 1.350308e+01,5.120652e-03,4.508703e-02,Not_significant,2.415618e+01,2.427151e+01,2.403410e+01,2.207531e+01,3.621148e+01,3.128936e+01,3.787318e+01,4.526064e+01
14499,AGIS_Os03g025010, 2.250824e-01,-7.516391e-01, 4.510767e-02,8.365400e-01,9.280954e-01,Not_significant,5.810765e-01,2.325414e-01,2.425936e-01,6.792402e-01,1.228015e+00,1.071969e+00,1.299251e-01,2.344243e-01
14503,AGIS_Os03g025050, 5.305368e-01, 3.545491e+00, 4.829655e+00,5.556297e-02,2.144679e-01,Not_significant,1.153852e+01,8.400559e+00,9.825041e+00,7.787004e+00,1.636855e+01,1.039608e+01,1.041567e+01,1.831859e+01
14505,AGIS_Os03g025070, 1.584174e+00,-6.238488e-01, 1.614590e+00,2.357192e-01,4.928711e-01,Not_significant,0.000000e+00,5.522859e-01,5.718278e-01,3.638787e-01,8.536205e-01,6.876782e-01,5.846631e-01,1.222355e+00
14507,AGIS_Os03g025090, 2.197519e+00,-3.107277e-01, 3.080464e+00,1.131386e-01,3.270429e-01,Not_significant,0.000000e+00,2.906768e-01,5.891559e-01,3.153615e-01,2.066660e+00,8.899365e-01,5.846631e-01,1.306078e+00
14508,AGIS_Os03g025100, 8.376662e-01,-5.813236e-01, 8.060871e-01,3.926718e-01,6.412598e-01,Not_significant,4.565601e-01,2.325414e-01,1.386249e-01,1.358480e+00,1.168112e+00,4.651941e-01,6.279715e-01,5.693162e-01
14509,AGIS_Os03g025110,-8.380678e-01, 2.288707e+00, 4.404270e+00,6.527281e-02,2.354289e-01,Not_significant,3.258179e+00,4.941506e+00,7.347121e+00,7.398867e+00,9.884027e-01,4.469908e+00,8.098667e+00,2.310754e+00
14510,AGIS_Os03g025120,-3.558470e-01, 1.009745e+00, 6.152636e-01,4.529693e-01,6.906813e-01,Not_significant,2.739361e+00,1.337113e+00,1.923421e+00,2.571409e+00,2.036709e+00,1.678744e+00,6.712799e-01,2.813092e+00
14514,AGIS_Os03g025160, 4.879844e-01, 1.032879e+00, 1.538863e+00,2.461612e-01,5.042216e-01,Not_significant,1.950757e+00,1.569655e+00,1.386249e+00,1.576808e+00,3.399506e+00,2.609132e+00,1.299251e+00,2.227031e+00
14518,AGIS_Os03g025200,-1.125431e-01, 2.394692e+00, 1.547176e-01,7.032255e-01,8.569984e-01,Not_significant,7.470983e+00,6.482093e+00,3.361654e+00,3.105098e+00,1.105214e+01,5.218264e+00,2.533540e+00,2.511689e+00
14519,AGIS_Os03g025210, 1.854947e-01, 1.222999e+00, 2.270366e-01,6.450889e-01,8.225721e-01,Not_significant,1.162153e+00,2.964903e+00,2.963108e+00,1.746618e+00,1.767144e+00,2.548455e+00,2.295344e+00,2.913559e+00
14523,AGIS_Os03g025250, 1.446718e+00, 4.181100e+00, 1.293642e+01,5.780928e-03,4.861837e-02,UP,1.014809e+01,6.133280e+00,9.010620e+00,1.091636e+01,8.685963e+00,3.677056e+01,2.960128e+01,3.350593e+01
14524,AGIS_Os03g025260,-1.160018e-01, 2.787499e+00, 1.969198e-01,6.676989e-01,8.368419e-01,Not_significant,4.129794e+00,1.002835e+01,7.884292e+00,6.380006e+00,3.444434e+00,6.310459e+00,9.506190e+00,7.267154e+00
14525,AGIS_Os03g025270,-5.155077e-01, 9.505549e+00, 4.618967e+00,6.012692e-02,2.243813e-01,Not_significant,8.212271e+02,7.028856e+02,7.539810e+02,1.146339e+03,7.962632e+02,5.728764e+02,5.325415e+02,4.885235e+02
14530,AGIS_Os03g025320,-1.082926e+00,-4.859236e-01, 1.673353e+00,2.280320e-01,4.838519e-01,Not_significant,7.055929e-01,3.488122e-01,1.230296e+00,1.455515e+00,2.396128e-01,5.663232e-01,3.897754e-01,4.688486e-01
14531,AGIS_Os03g025330, 3.200676e-01, 4.279531e+00, 2.706001e+00,1.343925e-01,3.614547e-01,Not_significant,1.900950e+01,1.808010e+01,1.507546e+01,1.545272e+01,3.275207e+01,2.052922e+01,1.565598e+01,1.846929e+01
