GeneID	WTmycLP_1	WTmycLP_2	WTmycLP_3	WTmycLP_4	WTmycHP_1	WTmycHP_2	WTmycHP_3	WTmycHP_4
AGIS_Os03g007770	209	168	150	177	282	240	228	229
AGIS_Os03g007780	1969	1378	2774	1681	1019	1501	2505	2528
AGIS_Os03g007790	1494	1487	2219	1697	1022	1031	760	1093
AGIS_Os03g007800	0	14	3	0	72	76	14	69
AGIS_Os03g007810	0	0	0	0	0	0	0	0
AGIS_Os03g007820	496	392	717	341	568	471	464	631
AGIS_Os03g007830	0	0	0	0	0	0	2	0
AGIS_Os03g007840	0	0	0	6	6	2	2	0
AGIS_Os03g007850	51	16	50	137	541	126	233	296
AGIS_Os03g007860	227	179	330	169	199	339	270	285
AGIS_Os03g007870	0	6	3	0	0	4	0	4
AGIS_Os03g007880	70	30	9	0	46	24	24	23
AGIS_Os03g007890	2864	1472	2351	2319	3947	2525	1720	2484
AGIS_Os03g007900	472	365	408	512	933	543	587	749
AGIS_Os03g007910	216	124	313	229	900	483	447	698
AGIS_Os03g007920	795	504	786	805	2389	1644	1368	1615
AGIS_Os03g007930	87	75	192	130	131	177	201	179
AGIS_Os03g007940	319	123	410	241	76	224	262	320
AGIS_Os03g007950	1224	1062	1804	943	1672	1378	1227	1692
AGIS_Os03g007960	116	143	278	189	114	145	118	285
AGIS_Os03g007970	0	0	0	2	0	0	0	0
AGIS_Os03g007980	382	226	449	232	649	341	324	389
AGIS_Os03g007990	0	0	0	0	0	0	0	0
AGIS_Os03g008000	0	0	0	0	0	0	0	0
AGIS_Os03g008010	0	0	0	0	0	0	0	0
AGIS_Os03g008020	0	0	0	0	0	0	0	0
AGIS_Os03g008030	0	0	0	0	0	0	0	0
AGIS_Os03g008040	0	0	0	0	16	0	0	0
AGIS_Os03g008050	8	7	18	2	18	1	30	10
AGIS_Os03g008060	0	0	0	0	0	0	0	0
AGIS_Os03g008070	20	0	0	9	11	11	10	39
AGIS_Os03g008080	670	672	1116	638	1826	845	1039	1461
AGIS_Os03g008090	356	173	191	335	693	376	364	691
AGIS_Os03g008100	321	246	431	196	486	366	212	419
AGIS_Os03g008110	605	306	621	381	1076	589	430	438
AGIS_Os03g008120	483	523	594	294	2937	1079	971	1827
AGIS_Os03g008130	6505	6276	12374	6682	17656	7796	8929	12745
AGIS_Os03g008140	16	0	23	10	122	37	124	56
AGIS_Os03g008150	465	349	331	248	311	373	270	327
AGIS_Os03g008160	128	131	259	115	192	96	207	138
AGIS_Os03g008170	896	1246	1511	1058	1667	876	847	1516
AGIS_Os03g008180	0	0	0	0	0	0	0	0
AGIS_Os03g008190	0	0	0	0	0	0	0	0
AGIS_Os03g008200	488	440	552	351	2009	1709	1609	2332
AGIS_Os03g008210	394	204	775	197	1128	1143	774	926
AGIS_Os03g008220	0	0	0	0	0	0	0	0
AGIS_Os03g008230	0	0	0	0	0	0	0	0
AGIS_Os03g008240	44	3	37	33	62	63	26	58
AGIS_Os03g008250	116	91	98	151	695	244	288	252
AGIS_Os03g008260	400	455	473	447	46	44	102	106
AGIS_Os03g008270	90	48	115	104	100	121	62	100
AGIS_Os03g008280	406	315	539	312	656	396	321	472
AGIS_Os03g008290	206	166	226	220	371	231	312	398
AGIS_Os03g008300	564	242	576	307	653	699	676	781
AGIS_Os03g008310	446	245	913	301	6531	2264	6063	4406
AGIS_Os03g008320	2480	1517	2357	1120	1321	328	835	602
AGIS_Os03g008330	350	187	342	326	433	191	143	205
AGIS_Os03g008340	894	426	989	491	1053	748	664	905
AGIS_Os03g008350	1834	1107	2177	1203	2621	1002	1132	1379
AGIS_Os03g008360	0	0	0	0	0	0	0	10
AGIS_Os03g008370	0	6	0	0	0	5	0	0
AGIS_Os03g008380	22	0	0	0	0	1	2	10
AGIS_Os03g008390	377	321	590	300	186	234	256	352
AGIS_Os03g008400	972	582	992	697	422	1011	695	773
AGIS_Os03g008410	737	336	488	562	1237	949	831	980
AGIS_Os03g008420	174	70	85	77	428	258	235	218
AGIS_Os03g008430	63	70	39	15	52	48	37	75
AGIS_Os03g008440	0	0	0	0	0	0	0	0
AGIS_Os03g008450	221	64	242	111	222	103	177	146
AGIS_Os03g008460	625	726	899	766	1287	551	417	731
AGIS_Os03g008470	14	24	98	106	252	27	40	108
AGIS_Os03g008480	48	0	0	0	22	2	17	6
AGIS_Os03g008490	0	0	0	0	0	0	0	0
AGIS_Os03g008500	0	0	0	0	0	0	0	0
AGIS_Os03g008510	0	0	0	0	0	0	0	0
AGIS_Os03g008520	396	224	769	409	67	14	29	120
AGIS_Os03g008530	114	103	156	66	329	76	108	135
AGIS_Os03g008540	63	112	103	109	420	134	162	114
AGIS_Os03g008550	0	0	0	0	0	0	0	0
AGIS_Os03g008560	0	0	0	0	0	0	14	37
AGIS_Os03g008570	7101	4338	6576	5944	10505	7058	5875	6578
AGIS_Os03g008580	2887	1817	2645	2019	2041	1890	1443	1803
AGIS_Os03g008590	197	113	212	276	279	266	312	178
AGIS_Os03g008600	1580	877	1404	877	2000	1622	1006	1908
AGIS_Os03g008610	0	0	0	0	0	0	0	0
AGIS_Os03g008620	22	14	22	7	96	40	48	51
AGIS_Os03g008630	578	229	620	422	168	515	589	567
AGIS_Os03g008640	300	206	279	216	228	224	167	246
AGIS_Os03g008650	155	106	193	127	70	91	187	171
AGIS_Os03g008660	0	0	0	0	0	0	1	0
AGIS_Os03g008670	2398	2896	1977	1140	5375	1555	1948	2372
AGIS_Os03g008680	492	364	326	289	774	478	472	504
AGIS_Os03g008690	521	357	530	334	318	433	431	462
AGIS_Os03g008700	287	151	308	148	173	171	184	316
AGIS_Os03g008710	364	632	378	498	1494	506	707	653
AGIS_Os03g008720	121	153	246	198	406	280	229	250
AGIS_Os03g008730	3718	1989	3245	3062	7493	4407	3204	4619
AGIS_Os03g008740	229	121	174	145	256	146	211	141
AGIS_Os03g008750	9	3	4	10	0	20	18	22
AGIS_Os03g008760	162	184	254	179	106	217	172	202
AGIS_Os03g008770	14	0	0	0	0	0	0	6
AGIS_Os03g008780	0	12	16	8	0	0	0	0
AGIS_Os03g008790	0	0	0	2	0	0	0	0
AGIS_Os03g008800	480	277	370	278	467	368	368	440
AGIS_Os03g008810	358	212	513	540	54	262	668	239
AGIS_Os03g008820	0	0	0	0	0	0	0	0
AGIS_Os03g008830	2024	1767	3254	2311	7486	3654	3164	4799
AGIS_Os03g008840	0	0	0	0	0	0	0	0
AGIS_Os03g008850	617	268	521	541	1358	828	798	987
AGIS_Os03g008860	350	236	437	291	789	503	387	471
AGIS_Os03g008870	0	0	0	0	0	0	0	0
AGIS_Os03g008880	0	0	0	0	0	0	0	0
AGIS_Os03g008890	111	48	138	173	274	232	187	364
AGIS_Os03g008900	4430	2589	3947	2597	8613	3527	2206	4620
AGIS_Os03g008910	0	16	20	8	26	0	1	0
AGIS_Os03g008920	0	0	0	0	0	0	7	0
AGIS_Os03g008930	78	40	146	75	138	26	50	104
AGIS_Os03g008940	401	445	863	532	1003	571	957	1023
AGIS_Os03g008950	270	169	196	115	132	213	213	217
AGIS_Os03g008960	30	6	4	20	12	30	16	49
AGIS_Os03g008970	0	0	0	1	0	12	1	2
AGIS_Os03g008980	137	124	264	181	36	147	299	115
AGIS_Os03g008990	100	110	216	96	285	137	137	200
AGIS_Os03g009000	146	122	314	370	564	576	413	448
AGIS_Os03g009010	0	9	20	4	0	4	0	0
AGIS_Os03g009020	207	149	202	184	556	287	219	353
AGIS_Os03g009030	22	0	7	0	7	0	0	0
AGIS_Os03g009040	0	1	0	3	0	0	0	4
AGIS_Os03g009050	54	40	53	25	1	48	38	36
AGIS_Os03g009060	495	232	470	284	1037	377	278	435
AGIS_Os03g009070	342	210	337	302	570	227	145	309
AGIS_Os03g009080	460	632	774	562	980	241	313	636
AGIS_Os03g009090	373	322	484	319	586	317	345	564
AGIS_Os03g009100	36	34	2	55	160	29	37	85
AGIS_Os03g009110	108	38	141	63	164	77	84	121
AGIS_Os03g009120	169	36	145	161	56	172	112	112
AGIS_Os03g009130	412	302	505	350	674	424	238	484
AGIS_Os03g009140	427	229	329	249	272	272	347	293
AGIS_Os03g009150	414	210	169	170	472	321	446	502
AGIS_Os03g009160	0	0	0	0	0	0	0	0
AGIS_Os03g009170	0	0	0	4	0	0	0	0
AGIS_Os03g009180	95	44	121	47	264	96	244	113
AGIS_Os03g009190	489	427	776	609	436	801	654	793
AGIS_Os03g009200	1184	1402	2304	1202	3488	1555	1940	2898
AGIS_Os03g009210	60	46	127	81	58	85	43	96
AGIS_Os03g009220	0	0	0	0	8	0	11	0
AGIS_Os03g009230	12	0	0	0	4	4	12	0
AGIS_Os03g009240	649	405	666	789	442	571	593	571
AGIS_Os03g009250	769	310	702	561	1184	721	320	699
AGIS_Os03g009260	0	0	0	0	3	0	0	0
AGIS_Os03g009270	802	518	841	473	1108	722	547	917
AGIS_Os03g009280	510	250	386	376	344	432	276	439
AGIS_Os03g009290	191	204	345	250	87	170	314	224
AGIS_Os03g009300	0	2	14	0	0	0	25	2
AGIS_Os03g009310	6	0	2	36	0	0	27	22
AGIS_Os03g009320	0	0	0	0	0	0	0	0
AGIS_Os03g009330	0	0	0	1	0	0	0	0
AGIS_Os03g009340	0	0	0	0	0	0	0	0
AGIS_Os03g009350	0	0	0	6	16	0	0	0
AGIS_Os03g009360	517	336	626	310	69	9	9	27
AGIS_Os03g009370	445	635	738	754	505	729	1160	1033
AGIS_Os03g009380	340	85	238	276	367	490	234	406
AGIS_Os03g009390	1589	867	1651	1229	1960	1102	1124	1872
AGIS_Os03g009400	68	58	51	17	94	28	58	50
AGIS_Os03g009410	470	564	970	837	546	704	1026	1030
AGIS_Os03g009420	12	25	16	18	36	2	13	9
AGIS_Os03g009430	462	308	402	291	686	565	478	637
AGIS_Os03g009440	0	1	24	10	0	0	0	24
AGIS_Os03g009450	0	0	0	0	0	0	0	0
AGIS_Os03g009460	111	123	289	269	53	364	453	311
AGIS_Os03g009470	1	18	60	70	68	118	112	101
AGIS_Os03g009480	72	40	107	30	121	134	78	165
AGIS_Os03g009490	950	539	1118	946	1008	954	773	987
AGIS_Os03g009500	952	503	953	969	890	1551	1259	1427
AGIS_Os03g009510	0	0	0	0	0	0	0	0
AGIS_Os03g009520	507	458	621	418	552	572	654	657
AGIS_Os03g009530	0	0	0	0	0	0	0	0
AGIS_Os03g009540	76	37	131	71	47	98	137	103
AGIS_Os03g009550	0	0	0	0	0	8	0	0
AGIS_Os03g009560	261	136	223	162	80	128	90	223
AGIS_Os03g009570	0	8	0	0	0	0	0	0
AGIS_Os03g009580	82	36	39	144	88	176	99	125
AGIS_Os03g009590	4034	2981	6241	5530	8087	5655	5609	7404
AGIS_Os03g009600	1344	1050	872	1601	1934	884	509	804
AGIS_Os03g009610	0	1	0	0	0	7	0	0
AGIS_Os03g009620	5300	3320	6178	3837	6622	3652	3948	4784
AGIS_Os03g009630	54	107	143	114	237	95	94	84
AGIS_Os03g009640	1520	1741	3393	2210	1208	2784	3473	3339
AGIS_Os03g009650	355	254	510	446	273	335	732	471
AGIS_Os03g009660	562	396	832	397	892	564	390	713
AGIS_Os03g009670	41	27	67	59	35	108	72	82
AGIS_Os03g009680	184	138	195	191	78	127	228	173
AGIS_Os03g009690	123	112	189	168	76	173	206	223
AGIS_Os03g009700	213	236	268	326	222	157	491	268
AGIS_Os03g009710	5683	3748	7742	3927	3103	1512	1280	1887
AGIS_Os03g009720	557	287	508	533	500	799	485	699
AGIS_Os03g009730	675	471	745	656	1936	1093	726	1112
AGIS_Os03g009740	1224	1006	1540	673	1125	1045	973	1404
AGIS_Os03g009750	2922	1712	3055	2506	4696	2815	2237	3162
AGIS_Os03g009760	673	725	1194	816	763	1116	979	1603
AGIS_Os03g009770	4294	3135	4974	3070	10167	6838	4792	7365
AGIS_Os03g009780	0	0	0	0	0	0	0	0
AGIS_Os03g009790	0	0	0	0	24	10	7	0
AGIS_Os03g009800	0	0	0	0	0	0	0	0
AGIS_Os03g009810	0	0	0	0	0	0	0	0
AGIS_Os03g009820	265	234	320	383	762	574	489	851
AGIS_Os03g009830	385	339	564	397	274	434	431	384
AGIS_Os03g009840	185	82	123	154	579	125	70	260
AGIS_Os03g009850	0	0	0	0	0	0	1	0
AGIS_Os03g009860	82	101	192	105	10	69	69	60
AGIS_Os03g009870	0	12	32	34	30	2	23	0
AGIS_Os03g009880	66	6	3	6	76	20	66	47
AGIS_Os03g009890	2357	2130	3934	3095	3643	2693	3587	4087
AGIS_Os03g009900	840	613	1208	1030	1997	1231	2513	1455
AGIS_Os03g009910	0	0	0	0	0	0	0	0
AGIS_Os03g009920	0	0	0	0	0	0	0	0
AGIS_Os03g009930	45	32	26	20	46	45	67	67
AGIS_Os03g009940	125	51	74	69	180	77	74	125
AGIS_Os03g009950	608	496	846	585	319	784	665	1086
AGIS_Os03g009960	0	0	0	0	0	0	2	0
AGIS_Os03g009970	0	12	16	4	26	22	26	22
AGIS_Os03g009980	4	6	4	7	8	20	15	16
AGIS_Os03g009990	0	0	0	0	0	0	0	0
AGIS_Os03g010000	232	208	286	171	738	361	215	478
AGIS_Os03g010010	0	0	0	0	0	10	0	0
AGIS_Os03g010020	0	0	0	0	0	0	0	0
AGIS_Os03g010030	0	0	0	0	0	0	0	0
AGIS_Os03g010040	0	45	79	21	38	24	49	12
AGIS_Os03g010050	497	392	1017	736	275	629	964	735
AGIS_Os03g010060	1235	326	1072	583	2436	1496	1908	1122
AGIS_Os03g010070	68	55	228	115	302	178	193	203
AGIS_Os03g010080	0	0	0	0	0	0	0	0
AGIS_Os03g010090	80	71	46	264	328	139	98	132
AGIS_Os03g010100	1829	2010	2496	1434	1140	876	659	714
AGIS_Os03g010110	1483	974	1435	1071	3494	1637	1786	2371
AGIS_Os03g010120	846	711	823	749	1162	540	698	1258
AGIS_Os03g010130	465	267	531	235	339	321	276	306
AGIS_Os03g010140	380	278	362	386	153	271	496	462
AGIS_Os03g010150	188	235	330	223	138	167	323	215
AGIS_Os03g010160	145	57	284	162	244	130	125	162
AGIS_Os03g010170	1157	866	774	1269	2219	1128	1038	1744
AGIS_Os03g010180	0	0	0	0	0	0	0	0
AGIS_Os03g010190	151	113	156	147	349	202	183	315
AGIS_Os03g010200	358	393	675	554	226	402	608	358
AGIS_Os03g010210	6	0	4	5	18	0	0	14
AGIS_Os03g010220	12	7	69	27	0	15	42	44
AGIS_Os03g010230	368	271	602	260	578	266	341	467
AGIS_Os03g010240	291	204	285	189	61	265	409	269
AGIS_Os03g010250	0	0	0	0	0	0	0	0
AGIS_Os03g010260	95	97	107	397	345	354	334	465
AGIS_Os03g010270	591	539	709	408	2483	882	1072	1892
AGIS_Os03g010280	829	635	911	560	2545	985	1503	2259
AGIS_Os03g010290	0	0	0	0	0	0	2	0
AGIS_Os03g010300	48	7	40	16	22	0	0	0
AGIS_Os03g010310	0	0	0	0	0	0	0	0
AGIS_Os03g010320	0	0	0	0	0	0	0	0
AGIS_Os03g010330	15	26	2	25	59	42	27	28
AGIS_Os03g010340	6	0	2	0	13	0	0	0
AGIS_Os03g010350	197	106	60	171	278	141	178	234
AGIS_Os03g010360	18	52	44	30	18	38	25	26
AGIS_Os03g010370	251	122	320	217	416	190	109	294
AGIS_Os03g010380	3705	1653	3318	4929	9073	5493	3752	6777
AGIS_Os03g010390	46	18	32	10	136	77	64	92
AGIS_Os03g010400	92	40	29	85	288	162	69	82
AGIS_Os03g010410	0	0	0	0	0	0	0	0
AGIS_Os03g010420	3436	2441	4312	4052	22003	11708	8501	13752
AGIS_Os03g010430	674	698	1298	958	752	1232	1390	1399
AGIS_Os03g010440	0	0	1	8	0	0	0	1
AGIS_Os03g010450	130	144	136	129	282	128	107	193
AGIS_Os03g010460	0	0	0	0	0	0	0	0
AGIS_Os03g010470	0	0	0	0	0	0	0	0
AGIS_Os03g010480	1771	1656	2547	1687	2758	2461	2490	3521
AGIS_Os03g010490	3733	2853	4675	4027	7251	2939	3189	5226
AGIS_Os03g010500	736	415	642	469	883	758	595	869
AGIS_Os03g010510	0	0	0	0	0	0	0	0
AGIS_Os03g010520	1441	1273	2073	1497	4065	961	1103	1709
AGIS_Os03g010530	0	0	0	0	0	0	0	0
AGIS_Os03g010540	18	16	23	3	38	28	24	5
AGIS_Os03g010550	309	182	326	156	784	315	230	327
AGIS_Os03g010560	0	0	12	2	12	0	2	0
AGIS_Os03g010570	497	561	932	899	504	839	996	1031
AGIS_Os03g010580	1513	1291	2091	1395	1124	1997	1907	2218
AGIS_Os03g010590	748	614	1223	759	3321	1356	774	1780
AGIS_Os03g010600	0	0	0	0	0	0	4	0
AGIS_Os03g010610	0	0	0	0	0	0	0	0
AGIS_Os03g010620	400	416	1238	447	744	160	874	619
AGIS_Os03g010630	82	286	217	1943	16	4	30	0
AGIS_Os03g010640	8	0	10	8	0	0	1	0
AGIS_Os03g010650	1833	1156	1840	1209	662	394	369	455
AGIS_Os03g010660	0	0	0	0	0	0	0	0
AGIS_Os03g010670	1078	1038	1603	1282	465	1455	2023	1423
AGIS_Os03g010680	386	173	381	232	260	230	186	263
AGIS_Os03g010690	234	212	173	92	40	0	17	6
AGIS_Os03g010700	0	0	0	0	0	0	0	0
AGIS_Os03g010710	2299	1814	2781	2342	2219	2677	3058	3646
AGIS_Os03g010720	0	0	0	0	0	0	0	0
AGIS_Os03g010730	294	261	447	268	382	376	300	343
AGIS_Os03g010740	514	177	450	263	578	452	310	370
AGIS_Os03g010750	120	69	136	80	290	139	98	142
AGIS_Os03g010760	0	0	0	0	0	0	0	0
AGIS_Os03g010770	0	0	0	0	0	0	1	0
AGIS_Os03g010780	548	356	630	501	1887	1131	1088	1227
AGIS_Os03g010790	5121	3591	7545	5114	2676	6123	8574	6224
AGIS_Os03g010800	291	86	174	157	279	143	117	305
AGIS_Os03g010810	0	0	0	0	34	28	6	10
AGIS_Os03g010820	0	0	0	0	0	0	0	0
AGIS_Os03g010830	188	223	276	227	584	338	332	336
AGIS_Os03g010840	454	341	674	383	505	348	252	480
AGIS_Os03g010850	266	265	230	733	1417	652	586	1086
AGIS_Os03g010860	0	12	9	2	0	0	26	0
AGIS_Os03g010870	10	12	0	46	14	0	5	0
AGIS_Os03g010880	0	0	0	0	0	0	0	0
AGIS_Os03g010890	42	26	29	76	168	110	86	150
AGIS_Os03g010900	393	260	335	207	407	252	276	268
AGIS_Os03g010910	0	0	0	0	16	0	12	0
AGIS_Os03g010920	489	272	590	542	369	291	154	323
AGIS_Os03g010930	0	0	0	0	0	0	0	0
AGIS_Os03g010940	138	88	136	91	140	190	273	191
AGIS_Os03g010950	0	0	0	0	0	0	0	0
AGIS_Os03g010960	420	388	1033	606	3496	1392	1190	2341
AGIS_Os03g010970	0	0	0	0	0	0	0	0
AGIS_Os03g010980	215	74	178	114	578	202	126	269
AGIS_Os03g010990	106	56	221	141	620	265	529	503
AGIS_Os03g011000	385	257	474	531	677	540	608	768
AGIS_Os03g011010	1231	1231	1186	1557	2920	1703	1648	2976
AGIS_Os03g011020	0	0	0	0	0	0	0	0
AGIS_Os03g011030	320	146	323	205	360	279	249	266
AGIS_Os03g011040	1002	692	1440	844	2444	1253	956	1711
AGIS_Os03g011050	0	0	0	0	0	0	0	0
AGIS_Os03g011060	28	4	0	20	26	30	10	8
AGIS_Os03g011070	0	0	0	0	0	0	0	0
AGIS_Os03g011080	0	0	0	0	0	0	0	0
AGIS_Os03g011090	0	0	0	0	0	0	0	0
AGIS_Os03g011100	0	0	0	29	28	50	5	10
AGIS_Os03g011110	448	223	421	295	370	98	299	253
AGIS_Os03g011120	474	274	575	427	928	593	393	838
AGIS_Os03g011130	0	0	0	0	0	0	0	0
AGIS_Os03g011140	116	112	127	53	64	54	28	58
AGIS_Os03g011150	2435	2467	4071	1849	669	441	433	629
AGIS_Os03g011160	119	89	124	44	238	118	28	470
AGIS_Os03g011170	0	0	0	12	42	7	8	43
AGIS_Os03g011180	44	12	61	68	189	57	52	134
AGIS_Os03g011190	3894	2078	4035	2636	2865	440	1069	1391
AGIS_Os03g011200	554	619	797	702	680	970	796	1074
AGIS_Os03g011210	2	4	35	32	12	16	10	0
AGIS_Os03g011220	0	0	0	0	0	0	0	0
AGIS_Os03g011230	323	151	285	141	419	434	211	331
AGIS_Os03g011240	430	650	1244	809	104	16	50	38
AGIS_Os03g011250	0	0	0	0	0	13	0	0
AGIS_Os03g011260	0	6	0	2	122	102	10	20
AGIS_Os03g011270	9368	5379	8065	5536	13756	7504	5859	8183
AGIS_Os03g011280	45	18	16	48	30	12	20	18
AGIS_Os03g011290	439	163	368	151	344	225	285	241
AGIS_Os03g011300	237	44	118	358	539	472	95	194
AGIS_Os03g011310	163	327	1484	465	1758	704	2015	1342
AGIS_Os03g011320	948	683	923	775	1470	1198	1048	1262
AGIS_Os03g011330	18	22	38	71	64	42	42	43
AGIS_Os03g011340	165	94	265	175	80	150	150	194
AGIS_Os03g011350	313	274	537	255	242	350	329	468
AGIS_Os03g011360	0	0	0	0	0	0	0	0
AGIS_Os03g011370	1159	648	975	783	1663	1712	1441	1602
AGIS_Os03g011380	18	4	0	12	36	16	12	16
AGIS_Os03g011390	311	199	624	506	1078	380	482	569
AGIS_Os03g011400	0	0	16	0	0	4	6	3
AGIS_Os03g011410	0	0	0	0	0	0	0	0
AGIS_Os03g011420	0	0	0	0	0	0	0	0
AGIS_Os03g011430	0	0	0	0	0	0	0	0
AGIS_Os03g011440	0	0	0	0	0	0	0	0
AGIS_Os03g011450	0	0	0	0	0	0	0	0
AGIS_Os03g011460	109	121	211	173	112	162	221	131
AGIS_Os03g011470	6413	4815	8235	6306	13766	7985	7628	11289
AGIS_Os03g011480	2380	1426	2253	1188	2675	874	822	1447
AGIS_Os03g011490	859	760	1857	1011	340	80	94	164
AGIS_Os03g011500	0	0	0	0	0	0	0	0
AGIS_Os03g011510	48	34	44	33	50	10	24	25
AGIS_Os03g011520	851	583	961	785	763	1245	1245	1387
AGIS_Os03g011530	0	0	0	0	0	0	0	0
AGIS_Os03g011540	90	73	113	51	50	93	45	62
AGIS_Os03g011550	305	149	228	201	489	153	162	236
AGIS_Os03g011560	0	0	0	0	0	0	0	0
AGIS_Os03g011570	0	0	0	0	0	0	0	0
AGIS_Os03g011580	1071	450	1022	876	1036	461	487	710
AGIS_Os03g011590	0	0	8	0	0	0	0	0
AGIS_Os03g011600	10499	8545	14619	8110	3446	3586	3358	3442
AGIS_Os03g011610	7371	5934	9371	4840	2521	2417	2264	2395
AGIS_Os03g011620	1479	1245	2080	1332	1373	896	969	985
AGIS_Os03g011630	74	14	0	24	46	10	20	50
AGIS_Os03g011640	0	0	0	0	0	0	7	0
AGIS_Os03g011650	2800	1949	3895	2576	7085	3231	3369	5144
AGIS_Os03g011660	572	388	662	418	1772	768	661	1538
AGIS_Os03g011670	389	248	424	308	204	266	448	441
AGIS_Os03g011680	0	0	0	0	0	0	0	0
AGIS_Os03g011690	69	3	7	33	277	91	68	148
AGIS_Os03g011700	0	0	0	0	0	0	0	0
AGIS_Os03g011710	0	0	0	0	0	0	0	0
AGIS_Os03g011720	0	0	0	0	0	0	0	0
AGIS_Os03g011730	0	0	0	0	0	0	0	1
AGIS_Os03g011740	0	0	0	0	0	0	0	0
AGIS_Os03g011750	0	0	0	0	0	0	0	0
AGIS_Os03g011760	191	154	386	221	198	156	198	309
AGIS_Os03g011770	1226	813	1259	841	990	973	920	1127
AGIS_Os03g011780	44	0	33	8	0	0	14	14
AGIS_Os03g011790	1944	1372	1987	1426	2724	1608	1097	1462
AGIS_Os03g011800	788	384	725	568	983	748	498	523
AGIS_Os03g011810	385	251	411	256	437	381	412	641
AGIS_Os03g011820	0	0	0	0	0	0	0	0
AGIS_Os03g011830	1120	912	1522	865	1374	1490	1433	1947
AGIS_Os03g011840	2488	1736	2643	1866	3716	2494	2050	2429
AGIS_Os03g011850	1601	1373	2222	2011	2450	2095	1849	2670
AGIS_Os03g011860	2339	1172	2262	2417	5443	3179	2401	3789
AGIS_Os03g011870	96	65	36	61	70	68	66	44
AGIS_Os03g011880	517	240	372	631	1244	509	454	862
AGIS_Os03g011890	53	66	106	65	8	68	103	61
AGIS_Os03g011900	133	98	222	280	449	422	306	439
AGIS_Os03g011910	547	529	915	649	1734	1092	487	840
AGIS_Os03g011920	0	0	0	0	0	0	0	0
AGIS_Os03g011930	0	0	0	0	0	0	0	0
AGIS_Os03g011940	0	0	0	0	0	0	0	0
AGIS_Os03g011950	0	0	0	0	0	0	0	0
AGIS_Os03g011960	0	0	0	0	0	0	0	0
AGIS_Os03g011970	238	77	298	249	733	256	311	600
AGIS_Os03g011980	0	0	0	0	0	0	3	0
AGIS_Os03g011990	1189	682	938	1303	2047	1274	994	984
AGIS_Os03g012000	10	43	162	56	28	18	43	8
AGIS_Os03g012010	3862	2610	4281	3206	6166	3911	2754	4653
AGIS_Os03g012020	16	18	150	44	24	10	6	7
AGIS_Os03g012030	20	14	22	2	44	0	0	18
AGIS_Os03g012040	1576	1266	2011	1218	1881	1251	1198	1914
AGIS_Os03g012050	148	47	107	186	329	213	193	244
AGIS_Os03g012060	52	47	73	57	38	127	83	122
AGIS_Os03g012070	1127	524	797	1196	3614	1686	1018	1917
AGIS_Os03g012080	0	0	0	0	0	0	7	0
AGIS_Os03g012090	1224	426	667	1437	6565	2505	2204	2972
AGIS_Os03g012100	0	0	0	0	0	0	0	0
AGIS_Os03g012110	0	0	0	0	0	0	0	0
AGIS_Os03g012120	10	8	15	33	64	43	32	61
AGIS_Os03g012130	270	298	578	225	1371	527	509	940
AGIS_Os03g012140	0	0	0	0	0	0	0	0
AGIS_Os03g012150	1913	1255	2175	899	4684	1669	1560	2638
AGIS_Os03g012160	460	321	517	326	178	234	254	273
AGIS_Os03g012170	63	31	41	6	8	16	12	13
AGIS_Os03g012180	0	0	0	0	0	0	0	0
AGIS_Os03g012190	754	142	645	420	1621	1045	383	907
AGIS_Os03g012200	0	0	0	0	0	0	0	2
AGIS_Os03g012210	752	418	693	825	2464	912	837	1268
AGIS_Os03g012220	0	20	15	2	0	0	0	0
AGIS_Os03g012230	0	6	0	0	0	0	0	0
AGIS_Os03g012240	231	161	227	155	551	182	208	266
AGIS_Os03g012250	0	0	0	0	0	0	0	0
AGIS_Os03g012260	0	0	0	0	0	0	0	0
AGIS_Os03g012270	0	0	0	0	0	0	0	0
AGIS_Os03g012280	2653	1599	2299	3356	1764	5462	4652	4626
AGIS_Os03g012290	132	92	131	112	279	127	87	232
AGIS_Os03g012300	36	63	114	33	195	33	13	43
AGIS_Os03g012310	2846	2036	4655	3835	3868	5074	5332	6736
AGIS_Os03g012320	14	5	29	28	93	47	31	4
AGIS_Os03g012330	1268	671	1165	598	934	484	603	604
AGIS_Os03g012340	523	419	761	403	1186	543	527	964
AGIS_Os03g012350	150	34	50	40	313	203	116	252
AGIS_Os03g012360	0	0	0	0	0	2	0	6
AGIS_Os03g012370	14	0	10	0	0	6	4	0
AGIS_Os03g012380	30	54	71	28	44	21	26	28
AGIS_Os03g012390	0	0	0	0	0	0	0	0
AGIS_Os03g012400	576	357	570	670	1021	553	413	547
AGIS_Os03g012410	887	699	1358	734	198	828	843	896
AGIS_Os03g012420	0	0	0	0	0	0	0	0
AGIS_Os03g012430	78	77	120	42	166	70	106	130
AGIS_Os03g012440	0	0	0	0	0	0	0	0
AGIS_Os03g012450	0	0	0	0	0	0	0	5
AGIS_Os03g012460	0	0	0	0	0	0	0	0
AGIS_Os03g012470	0	0	0	0	0	0	0	0
AGIS_Os03g012480	14441	10994	18152	10099	15941	9623	8246	11218
AGIS_Os03g012490	0	0	0	0	0	0	0	0
AGIS_Os03g012500	0	0	0	0	0	0	0	0
AGIS_Os03g012510	0	0	0	0	0	0	0	0
AGIS_Os03g012520	0	0	0	0	0	0	0	0
