GeneID	WTmycLP_1	WTmycLP_2	WTmycLP_3	WTmycLP_4	WTmycHP_1	WTmycHP_2	WTmycHP_3	WTmycHP_4
AGIS_Os11g019930	0	0	0	0	0	0	0	0
AGIS_Os11g019940	0	0	0	0	0	0	0	0
AGIS_Os11g019950	0	0	0	0	0	0	0	0
AGIS_Os11g019960	0	0	0	0	0	0	0	0
AGIS_Os11g019970	0	0	0	0	0	0	0	0
AGIS_Os11g019980	0	0	0	0	0	0	0	0
AGIS_Os11g019990	0	0	0	0	0	0	0	0
AGIS_Os11g020000	0	0	0	0	0	0	0	0
AGIS_Os11g020010	51	39	85	56	33	54	117	86
AGIS_Os11g020020	93	18	197	105	471	407	200	333
AGIS_Os11g020030	40	0	9	0	14	23	36	12
AGIS_Os11g020040	0	0	0	0	0	0	0	0
AGIS_Os11g020050	0	0	0	0	0	0	0	0
AGIS_Os11g020060	0	0	0	0	0	6	0	8
AGIS_Os11g020070	0	0	0	0	0	0	0	0
AGIS_Os11g020080	78	12	52	18	186	132	90	156
AGIS_Os11g020090	0	4	22	10	0	8	1	8
AGIS_Os11g020100	7744	5497	9794	10363	24525	15948	3334	7611
AGIS_Os11g020110	0	0	0	0	0	0	0	0
AGIS_Os11g020120	84	258	353	191	98	162	378	230
AGIS_Os11g020130	202	126	92	91	287	168	110	274
AGIS_Os11g020140	0	0	0	0	0	0	0	0
AGIS_Os11g020150	0	0	0	0	0	0	0	0
AGIS_Os11g020160	0	0	0	0	0	0	0	0
AGIS_Os11g020170	0	0	0	0	0	0	0	0
AGIS_Os11g020180	0	0	0	0	0	0	0	0
AGIS_Os11g020190	0	0	0	0	0	0	0	0
AGIS_Os11g020200	0	0	0	0	0	0	0	0
AGIS_Os11g020210	0	0	0	0	0	0	0	0
AGIS_Os11g020220	0	0	0	4	0	0	4	0
AGIS_Os11g020230	44	51	28	39	56	90	67	148
AGIS_Os11g020240	0	0	0	0	0	0	0	0
AGIS_Os11g020250	17	41	38	13	41	18	55	52
AGIS_Os11g020260	0	0	0	0	0	0	23	0
AGIS_Os11g020270	186	115	185	93	318	356	323	392
AGIS_Os11g020280	0	0	0	0	0	0	0	0
AGIS_Os11g020290	80	36	193	119	128	156	155	168
AGIS_Os11g020300	0	0	0	0	0	0	0	0
AGIS_Os11g020310	0	0	0	0	0	0	0	0
AGIS_Os11g020320	10	0	0	8	10	22	15	14
AGIS_Os11g020330	14	0	10	13	36	14	10	1
AGIS_Os11g020340	0	0	0	0	0	0	0	0
AGIS_Os11g020350	0	0	0	0	0	0	0	0
AGIS_Os11g020360	0	0	0	0	0	0	0	0
AGIS_Os11g020370	16	0	14	6	92	68	2	26
AGIS_Os11g020380	48	29	24	44	142	22	39	35
AGIS_Os11g020390	1879	1406	2971	1302	2726	1495	1666	1867
AGIS_Os11g020400	0	0	0	0	0	0	0	0
AGIS_Os11g020410	14	23	74	9	50	46	26	60
AGIS_Os11g020420	2077	2328	3564	2122	3114	3075	2436	3488
AGIS_Os11g020430	59	1	0	22	159	53	14	115
AGIS_Os11g020440	1980	2104	3803	3127	3550	3048	3272	4298
AGIS_Os11g020450	339	207	354	482	577	238	435	553
AGIS_Os11g020460	0	0	0	0	0	0	0	0
AGIS_Os11g020470	17	0	0	2	0	1	0	0
AGIS_Os11g020480	200	175	288	184	322	225	248	291
AGIS_Os11g020490	906	705	879	827	1648	772	607	933
AGIS_Os11g020500	19	22	52	8	22	47	12	34
AGIS_Os11g020510	963	883	1203	439	246	158	154	152
AGIS_Os11g020520	0	0	0	0	0	0	0	0
AGIS_Os11g020530	0	0	0	0	0	0	0	0
AGIS_Os11g020540	0	0	0	0	0	0	0	0
AGIS_Os11g020550	0	0	0	0	76	54	24	28
AGIS_Os11g020560	0	0	0	0	0	0	0	0
AGIS_Os11g020570	0	0	0	0	18	0	0	0
AGIS_Os11g020580	0	0	0	0	0	0	0	0
AGIS_Os11g020590	0	0	0	0	0	0	0	0
AGIS_Os11g020600	0	0	10	0	8	4	4	10
AGIS_Os11g020610	0	0	0	0	0	0	0	0
AGIS_Os11g020620	72	0	38	28	95	38	37	34
AGIS_Os11g020630	258	187	514	184	1267	749	587	1013
AGIS_Os11g020640	0	0	34	3	0	12	18	8
AGIS_Os11g020650	80	19	8	5	0	2	15	0
AGIS_Os11g020660	0	0	0	0	0	0	0	0
AGIS_Os11g020670	237	88	94	87	218	225	146	231
AGIS_Os11g020680	0	0	0	0	0	0	0	0
AGIS_Os11g020690	0	0	0	0	0	0	0	0
AGIS_Os11g020700	0	0	0	0	0	0	0	0
AGIS_Os11g020710	0	0	0	0	0	0	0	0
AGIS_Os11g020720	0	0	0	0	0	0	0	0
AGIS_Os11g020730	0	0	0	0	0	0	0	0
AGIS_Os11g020740	0	0	0	0	0	0	0	0
AGIS_Os11g020750	0	0	0	0	0	0	0	0
AGIS_Os11g020760	0	0	0	0	0	0	0	0
AGIS_Os11g020770	0	0	0	0	0	0	0	0
AGIS_Os11g020780	0	0	0	0	0	0	0	0
AGIS_Os11g020790	0	0	0	0	0	0	0	0
AGIS_Os11g020800	0	0	0	0	0	0	0	0
AGIS_Os11g020810	0	0	0	0	0	0	0	0
AGIS_Os11g020820	0	0	0	0	0	0	0	0
AGIS_Os11g020830	0	0	0	0	0	0	0	0
AGIS_Os11g020840	0	0	6	1	0	0	0	0
AGIS_Os11g020850	344	243	554	114	0	0	0	0
AGIS_Os11g020860	0	0	0	0	0	0	0	0
AGIS_Os11g020870	0	0	0	6	10	14	73	45
AGIS_Os11g020880	0	0	0	0	0	0	0	0
AGIS_Os11g020890	431	216	559	177	180	190	104	134
AGIS_Os11g020900	0	0	10	0	0	12	0	0
AGIS_Os11g020910	1	2	0	6	18	0	6	8
AGIS_Os11g020920	0	0	0	0	9	0	3	0
AGIS_Os11g020930	0	0	0	2	0	2	6	0
AGIS_Os11g020940	0	0	0	0	0	0	0	8
AGIS_Os11g020950	0	0	0	0	0	0	0	0
AGIS_Os11g020960	220	194	229	176	120	198	252	164
AGIS_Os11g020970	0	0	0	0	0	0	0	0
AGIS_Os11g020980	52	54	84	17	49	40	57	47
AGIS_Os11g020990	0	0	0	0	0	0	0	0
AGIS_Os11g021000	0	0	0	0	0	0	0	0
AGIS_Os11g021010	0	0	0	0	0	0	0	0
AGIS_Os11g021020	0	0	0	0	0	0	0	0
AGIS_Os11g021030	0	0	28	1	0	0	0	8
AGIS_Os11g021040	0	0	6	14	0	0	0	0
AGIS_Os11g021050	6	10	16	4	20	1	12	5
AGIS_Os11g021060	0	0	0	0	18	10	6	23
AGIS_Os11g021070	0	0	0	0	0	0	0	0
AGIS_Os11g021080	0	0	0	0	0	0	0	0
AGIS_Os11g021090	0	0	0	0	0	0	0	0
AGIS_Os11g021100	0	0	0	0	0	0	0	0
AGIS_Os11g021110	0	0	0	0	0	0	0	0
AGIS_Os11g021120	0	0	0	0	0	0	0	0
AGIS_Os11g021130	0	0	0	0	0	0	0	0
AGIS_Os11g021140	0	0	0	0	0	0	0	0
AGIS_Os11g021150	0	0	0	0	0	0	0	0
AGIS_Os11g021160	0	0	0	0	0	0	0	0
AGIS_Os11g021170	0	0	0	0	0	0	0	0
AGIS_Os11g021180	0	0	0	0	0	0	0	0
AGIS_Os11g021190	0	0	0	0	0	0	0	0
AGIS_Os11g021200	0	0	0	0	0	0	0	0
AGIS_Os11g021210	0	0	0	0	0	0	0	0
AGIS_Os11g021220	0	0	0	0	0	0	0	0
AGIS_Os11g021230	166	107	222	210	359	308	308	289
AGIS_Os11g021240	30	33	77	20	28	22	60	24
AGIS_Os11g021250	0	0	0	0	0	0	0	0
AGIS_Os11g021260	0	0	0	2	0	0	0	0
AGIS_Os11g021270	0	0	0	8	0	0	0	0
AGIS_Os11g021280	110	56	61	111	27	6	43	13
AGIS_Os11g021290	0	0	0	0	0	0	0	0
AGIS_Os11g021300	29	2	10	4	6	0	0	21
AGIS_Os11g021310	138	66	52	81	40	36	2	28
AGIS_Os11g021320	0	0	0	0	0	0	0	0
AGIS_Os11g021330	458	197	541	606	1190	1132	629	837
AGIS_Os11g021340	0	0	0	0	0	0	0	0
AGIS_Os11g021350	0	0	0	0	0	0	0	0
AGIS_Os11g021360	0	0	0	0	0	0	0	0
AGIS_Os11g021370	0	0	0	0	0	0	0	0
AGIS_Os11g021380	0	0	0	0	0	0	0	0
AGIS_Os11g021390	0	0	0	0	0	0	0	0
AGIS_Os11g021400	0	0	0	0	0	0	0	0
AGIS_Os11g021410	0	0	0	0	0	0	0	0
AGIS_Os11g021420	0	0	0	0	0	0	0	0
AGIS_Os11g021430	0	0	0	0	0	0	0	0
AGIS_Os11g021440	0	0	0	0	0	0	0	0
AGIS_Os11g021450	0	0	0	0	0	0	0	0
AGIS_Os11g021460	60	40	165	36	0	4	7	8
AGIS_Os11g021470	120	46	35	50	54	47	40	112
AGIS_Os11g021480	0	0	0	0	0	0	0	0
AGIS_Os11g021490	0	0	0	0	0	0	0	0
AGIS_Os11g021500	0	0	0	0	0	0	0	0
AGIS_Os11g021510	0	0	0	0	0	0	0	0
AGIS_Os11g021520	76	24	75	76	371	174	123	250
AGIS_Os11g021530	0	0	0	0	0	0	0	0
AGIS_Os11g021540	0	0	0	0	0	0	0	0
AGIS_Os11g021550	0	0	0	0	0	0	0	0
AGIS_Os11g021560	0	0	0	0	0	0	0	0
AGIS_Os11g021570	0	0	0	0	0	0	0	0
AGIS_Os11g021580	1390	1066	1202	1182	4981	1922	1515	2636
AGIS_Os11g021590	0	0	0	0	0	0	0	0
AGIS_Os11g021600	0	0	0	0	0	0	0	0
AGIS_Os11g021610	0	0	0	0	0	0	0	0
AGIS_Os11g021620	0	0	0	0	0	0	0	0
AGIS_Os11g021630	0	0	0	0	0	0	0	0
AGIS_Os11g021640	0	0	0	0	0	0	0	0
AGIS_Os11g021650	313	166	262	376	731	534	414	512
AGIS_Os11g021660	0	0	0	0	0	0	0	0
AGIS_Os11g021670	0	0	0	0	0	0	0	0
AGIS_Os11g021680	0	0	0	0	0	0	0	0
AGIS_Os11g021690	0	0	0	0	0	0	0	0
AGIS_Os11g021700	407	478	937	573	137	591	824	501
AGIS_Os11g021710	0	10	0	18	28	17	3	1
AGIS_Os11g021720	0	0	0	0	0	0	0	0
AGIS_Os11g021730	0	0	0	0	0	0	0	0
AGIS_Os11g021740	0	0	0	0	0	0	0	0
AGIS_Os11g021750	385	125	227	220	385	247	214	260
AGIS_Os11g021760	0	0	0	0	0	0	0	0
AGIS_Os11g021770	0	0	0	0	0	0	0	0
AGIS_Os11g021780	0	0	0	0	0	0	0	0
AGIS_Os11g021790	0	0	0	0	0	0	0	0
AGIS_Os11g021800	0	0	0	0	0	0	0	0
AGIS_Os11g021810	0	0	0	0	0	0	0	0
AGIS_Os11g021820	0	0	0	0	0	0	0	0
AGIS_Os11g021830	0	0	0	0	0	0	0	0
AGIS_Os11g021840	0	0	0	0	0	0	0	0
AGIS_Os11g021850	146	60	234	449	407	459	390	720
AGIS_Os11g021860	1852	2025	3888	1565	34	40	62	75
AGIS_Os11g021870	531	278	433	255	1221	555	512	636
AGIS_Os11g021880	305	118	183	168	222	226	163	248
AGIS_Os11g021890	0	0	0	0	0	0	0	0
AGIS_Os11g021900	0	0	0	0	0	0	0	0
AGIS_Os11g021910	746	376	247	345	828	301	150	266
AGIS_Os11g021920	0	0	0	0	0	0	0	0
AGIS_Os11g021930	0	0	0	0	0	0	0	0
AGIS_Os11g021940	0	0	0	0	0	0	0	0
AGIS_Os11g021950	0	0	0	0	0	0	0	0
AGIS_Os11g021960	0	0	0	0	0	0	0	0
AGIS_Os11g021970	2	4	20	2	0	0	0	0
AGIS_Os11g021980	23	19	12	6	0	0	0	0
AGIS_Os11g021990	0	2	4	0	0	0	0	0
AGIS_Os11g022000	0	0	0	0	0	0	0	0
AGIS_Os11g022010	0	0	0	0	0	0	0	0
AGIS_Os11g022020	0	0	0	0	0	0	0	0
AGIS_Os11g022030	0	0	0	6	0	18	0	8
AGIS_Os11g022040	5	8	1	33	0	16	31	15
AGIS_Os11g022050	0	0	0	0	0	8	0	0
AGIS_Os11g022060	0	0	0	0	0	0	0	0
AGIS_Os11g022070	0	0	0	0	0	0	0	0
AGIS_Os11g022080	0	0	0	0	52	2	4	20
AGIS_Os11g022090	41	8	22	63	297	122	78	139
AGIS_Os11g022100	0	0	0	0	0	0	0	0
AGIS_Os11g022110	0	0	0	0	0	0	0	0
AGIS_Os11g022120	0	0	0	0	0	0	0	0
AGIS_Os11g022130	0	0	0	0	0	0	0	0
AGIS_Os11g022140	0	0	0	0	0	0	0	0
AGIS_Os11g022150	0	0	0	0	0	0	0	0
AGIS_Os11g022160	0	0	0	0	0	0	0	0
AGIS_Os11g022170	0	0	0	0	0	0	0	0
AGIS_Os11g022180	0	0	0	0	0	0	0	0
AGIS_Os11g022190	0	0	0	0	0	0	0	0
AGIS_Os11g022200	0	0	0	0	0	0	0	0
AGIS_Os11g022210	0	0	0	0	0	0	0	0
AGIS_Os11g022220	0	0	0	0	0	0	0	0
AGIS_Os11g022230	0	0	0	0	0	0	0	0
AGIS_Os11g022240	0	0	0	0	0	0	0	0
AGIS_Os11g022250	104	0	0	12	971	959	44	0
AGIS_Os11g022260	0	0	0	0	0	0	0	0
AGIS_Os11g022270	0	0	0	0	0	0	0	0
AGIS_Os11g022280	301	178	183	177	162	113	298	108
AGIS_Os11g022290	0	0	0	0	0	0	0	0
AGIS_Os11g022300	0	0	0	0	0	0	0	0
AGIS_Os11g022310	0	0	0	8	0	0	0	0
AGIS_Os11g022320	0	0	0	0	0	0	0	0
AGIS_Os11g022330	0	0	0	0	0	0	0	0
AGIS_Os11g022340	0	0	0	0	0	0	0	0
AGIS_Os11g022350	0	0	0	0	0	0	0	0
AGIS_Os11g022360	0	0	0	0	0	0	0	0
AGIS_Os11g022370	0	0	0	0	0	0	0	0
AGIS_Os11g022380	0	0	0	0	0	0	0	0
AGIS_Os11g022390	0	0	0	0	0	0	0	0
AGIS_Os11g022400	0	0	0	0	0	0	0	0
AGIS_Os11g022410	0	0	0	0	0	0	0	0
AGIS_Os11g022420	0	0	0	0	0	0	0	0
AGIS_Os11g022430	0	0	16	0	392	201	96	0
AGIS_Os11g022440	162	0	0	84	636	868	47	4
AGIS_Os11g022450	0	0	0	0	0	0	0	0
AGIS_Os11g022460	33	0	8	26	659	645	61	38
AGIS_Os11g022470	74	16	35	50	1615	680	205	80
AGIS_Os11g022480	0	0	0	0	0	0	0	0
AGIS_Os11g022490	0	0	0	0	0	0	0	0
AGIS_Os11g022500	8	0	8	6	9	41	14	18
AGIS_Os11g022510	0	0	0	0	0	0	0	0
AGIS_Os11g022520	26323	17653	34749	35178	74058	36036	36764	41361
AGIS_Os11g022530	11007	8094	13271	12931	32647	14636	12722	19218
AGIS_Os11g022540	0	0	0	0	0	0	0	0
AGIS_Os11g022550	10	2	36	57	26	81	21	24
AGIS_Os11g022560	331	200	467	277	313	394	398	640
AGIS_Os11g022570	157	220	146	162	298	148	153	212
AGIS_Os11g022580	9701	6447	10668	6986	18476	10095	6767	11039
AGIS_Os11g022590	0	0	0	10	0	24	0	2
AGIS_Os11g022600	0	0	0	0	0	0	0	0
AGIS_Os11g022610	25	12	0	45	21	12	7	14
AGIS_Os11g022620	0	0	0	0	0	0	0	0
AGIS_Os11g022630	0	0	0	0	0	0	0	0
AGIS_Os11g022640	0	0	0	0	0	0	0	0
AGIS_Os11g022650	72	50	22	154	243	96	63	111
AGIS_Os11g022660	0	0	0	0	0	0	0	0
AGIS_Os11g022670	0	0	0	0	0	0	0	0
AGIS_Os11g022680	0	11	0	0	0	0	0	0
AGIS_Os11g022690	0	0	0	0	0	0	0	0
AGIS_Os11g022700	0	0	0	0	0	0	0	0
AGIS_Os11g022710	0	0	0	0	0	0	0	0
AGIS_Os11g022720	0	0	0	0	0	0	0	0
AGIS_Os11g022730	0	0	0	0	0	0	0	0
AGIS_Os11g022740	0	0	0	0	0	0	0	0
AGIS_Os11g022750	0	0	0	0	0	0	0	0
AGIS_Os11g022760	0	0	0	0	0	0	0	0
AGIS_Os11g022770	52	29	42	13	151	78	39	90
AGIS_Os11g022780	65	37	38	38	148	80	74	74
AGIS_Os11g022790	0	0	0	0	0	0	0	0
AGIS_Os11g022800	0	0	0	0	0	0	0	0
AGIS_Os11g022810	0	0	0	0	0	0	1	0
AGIS_Os11g022820	0	0	0	0	0	0	0	0
AGIS_Os11g022830	0	0	0	0	0	0	0	1
AGIS_Os11g022840	0	0	0	0	0	0	0	0
AGIS_Os11g022850	0	0	0	0	0	0	0	0
AGIS_Os11g022860	43	12	0	0	24	10	0	10
AGIS_Os11g022870	30	8	0	48	0	18	41	30
AGIS_Os11g022880	0	0	0	0	0	0	0	0
AGIS_Os11g022890	0	0	0	0	0	0	0	0
AGIS_Os11g022900	0	0	0	0	0	0	0	0
AGIS_Os11g022910	0	0	0	0	0	0	0	0
AGIS_Os11g022920	0	0	0	0	0	0	0	0
AGIS_Os11g022930	0	0	0	0	0	0	0	0
AGIS_Os11g022940	4	0	36	43	182	11	31	96
AGIS_Os11g022950	0	0	0	0	0	0	0	0
AGIS_Os11g022960	0	0	0	0	0	0	0	0
AGIS_Os11g022970	99	13	76	42	130	103	61	156
AGIS_Os11g022980	0	0	0	0	0	0	0	0
AGIS_Os11g022990	1	17	16	3	0	0	47	6
AGIS_Os11g023000	12	47	68	6	60	52	15	48
AGIS_Os11g023010	0	0	0	0	0	0	0	0
AGIS_Os11g023020	0	0	0	0	0	0	0	0
AGIS_Os11g023030	0	0	0	0	0	0	0	0
AGIS_Os11g023040	0	0	0	0	0	0	0	0
AGIS_Os11g023050	0	0	0	0	0	0	0	0
AGIS_Os11g023060	0	0	0	0	0	0	0	0
AGIS_Os11g023070	0	0	0	0	0	0	0	0
AGIS_Os11g023080	90	84	117	43	112	58	34	73
AGIS_Os11g023090	0	0	0	4	18	16	7	14
AGIS_Os11g023100	0	0	0	0	0	0	0	0
AGIS_Os11g023110	0	0	0	0	0	0	0	0
AGIS_Os11g023120	0	0	0	0	0	0	0	0
AGIS_Os11g023130	0	0	0	0	0	0	0	0
AGIS_Os11g023140	0	0	0	0	0	0	0	0
AGIS_Os11g023150	0	0	0	0	0	0	0	0
AGIS_Os11g023160	0	0	0	0	0	0	0	0
AGIS_Os11g023170	0	0	0	0	0	0	0	0
AGIS_Os11g023180	0	0	0	0	0	0	0	0
AGIS_Os11g023190	0	0	0	0	0	0	0	0
AGIS_Os11g023200	0	0	0	0	0	0	0	0
AGIS_Os11g023210	0	0	0	0	0	0	0	0
AGIS_Os11g023220	0	0	0	0	0	0	0	0
AGIS_Os11g023230	0	0	0	0	0	0	0	0
AGIS_Os11g023240	0	0	0	0	0	0	0	0
AGIS_Os11g023250	0	0	0	0	0	0	0	0
AGIS_Os11g023260	0	0	0	0	0	0	0	0
AGIS_Os11g023270	0	0	0	0	0	0	0	0
AGIS_Os11g023280	32	16	72	18	166	70	80	123
AGIS_Os11g023290	0	0	0	0	0	0	0	0
AGIS_Os11g023300	0	0	0	0	0	0	0	0
AGIS_Os11g023310	0	0	0	0	0	0	0	0
AGIS_Os11g023320	0	0	0	0	0	0	0	0
AGIS_Os11g023330	0	0	0	0	0	0	0	0
AGIS_Os11g023340	0	0	0	0	0	0	0	0
AGIS_Os11g023350	34	18	28	28	46	43	58	39
AGIS_Os11g023360	92	13	32	16	100	62	27	112
AGIS_Os11g023370	0	0	0	0	0	0	0	0
AGIS_Os11g023380	0	0	0	0	0	0	0	0
AGIS_Os11g023390	0	0	0	0	0	0	0	0
AGIS_Os11g023400	0	0	0	0	0	0	0	0
AGIS_Os11g023410	0	0	0	0	0	0	0	0
AGIS_Os11g023420	0	0	0	0	0	0	0	0
AGIS_Os11g023430	0	0	0	0	0	0	0	0
AGIS_Os11g023440	0	0	0	0	0	0	0	0
AGIS_Os11g023450	0	0	0	0	0	0	0	0
AGIS_Os11g023460	0	0	0	0	0	0	0	0
AGIS_Os11g023470	0	0	0	0	0	0	0	0
AGIS_Os11g023480	0	0	0	0	0	8	8	6
AGIS_Os11g023490	0	0	0	0	0	0	0	0
AGIS_Os11g023500	0	0	0	0	0	0	0	0
AGIS_Os11g023510	0	0	0	0	0	0	0	0
AGIS_Os11g023520	20	32	22	19	67	15	10	33
AGIS_Os11g023530	0	0	0	0	0	0	0	0
AGIS_Os11g023540	0	0	0	0	0	0	4	0
AGIS_Os11g023550	0	0	0	0	0	0	0	0
AGIS_Os11g023560	0	0	0	0	0	0	0	0
AGIS_Os11g023570	0	0	0	0	0	0	0	0
AGIS_Os11g023580	0	0	0	0	0	0	0	0
AGIS_Os11g023590	20	0	0	0	0	0	0	0
AGIS_Os11g023600	0	0	0	0	0	0	0	0
AGIS_Os11g023610	0	0	0	0	0	0	0	0
AGIS_Os11g023620	0	0	0	0	0	0	0	0
AGIS_Os11g023630	313	338	328	330	188	94	75	132
AGIS_Os11g023640	245	121	210	324	572	334	275	506
AGIS_Os11g023650	0	0	0	0	0	0	0	0
AGIS_Os11g023660	0	0	0	0	0	0	0	0
AGIS_Os11g023670	0	0	0	0	0	0	6	0
AGIS_Os11g023680	0	0	0	0	0	0	0	0
AGIS_Os11g023690	0	0	0	0	0	0	0	0
AGIS_Os11g023700	0	0	0	0	0	0	0	0
AGIS_Os11g023710	0	0	0	0	0	0	0	0
AGIS_Os11g023720	0	0	0	0	0	0	0	0
AGIS_Os11g023730	0	0	0	0	0	0	0	0
AGIS_Os11g023740	0	0	0	0	0	0	0	0
AGIS_Os11g023750	1182	903	1595	795	2409	1536	1106	1502
AGIS_Os11g023760	0	0	0	0	0	0	0	0
AGIS_Os11g023770	0	0	0	0	0	0	0	0
AGIS_Os11g023780	924	670	1142	1029	1328	912	756	1131
AGIS_Os11g023790	68	46	33	34	20	74	39	41
AGIS_Os11g023800	0	0	6	0	8	0	0	0
AGIS_Os11g023810	0	0	0	0	0	0	0	0
AGIS_Os11g023820	1621	874	1427	958	2326	1061	1113	1604
AGIS_Os11g023830	686	437	547	403	970	519	381	595
AGIS_Os11g023840	58	165	237	163	30	163	193	198
AGIS_Os11g023850	412	250	591	320	165	402	486	437
AGIS_Os11g023860	0	0	0	0	0	0	0	0
AGIS_Os11g023870	0	0	0	0	0	0	0	0
AGIS_Os11g023880	0	0	0	0	0	0	0	0
AGIS_Os11g023890	0	0	0	0	0	0	0	0
AGIS_Os11g023900	0	0	0	0	0	0	0	4
AGIS_Os11g023910	0	0	0	0	0	0	2	26
AGIS_Os11g023920	0	0	0	0	0	0	0	0
AGIS_Os11g023930	0	0	0	0	0	0	0	0
AGIS_Os11g023940	0	0	0	0	0	0	0	0
AGIS_Os11g023950	22	0	0	6	50	42	26	18
AGIS_Os11g023960	92	63	33	45	82	42	20	112
AGIS_Os11g023970	0	0	0	0	0	0	0	0
AGIS_Os11g023980	0	0	0	0	0	1	1	0
AGIS_Os11g023990	0	0	0	0	0	0	0	0
AGIS_Os11g024000	0	0	0	0	0	0	0	0
AGIS_Os11g024010	1322	1024	2485	818	4046	2234	3770	4386
AGIS_Os11g024020	11	8	38	0	17	6	29	14
AGIS_Os11g024030	0	0	0	0	0	0	0	0
AGIS_Os11g024040	0	0	0	0	0	0	0	0
AGIS_Os11g024050	0	0	0	0	0	0	0	0
AGIS_Os11g024060	0	0	0	0	0	0	0	0
AGIS_Os11g024070	0	0	0	0	0	0	0	0
AGIS_Os11g024080	0	0	0	0	0	0	0	0
AGIS_Os11g024090	594	237	411	389	1023	536	431	629
AGIS_Os11g024100	0	0	0	0	0	0	0	0
AGIS_Os11g024110	0	0	0	0	0	0	0	0
AGIS_Os11g024120	0	0	0	0	0	0	0	0
AGIS_Os11g024130	0	0	0	0	0	0	0	0
AGIS_Os11g024140	0	0	0	0	0	0	0	0
AGIS_Os11g024150	0	0	0	0	0	0	0	0
AGIS_Os11g024160	0	0	0	0	0	0	0	0
AGIS_Os11g024170	0	0	0	0	0	0	0	0
AGIS_Os11g024180	0	0	0	0	0	0	0	0
AGIS_Os11g024190	0	0	0	0	0	0	0	0
AGIS_Os11g024200	0	0	0	0	0	0	0	0
AGIS_Os11g024210	0	0	0	0	0	0	0	0
AGIS_Os11g024220	0	0	0	0	0	0	0	0
AGIS_Os11g024230	0	0	0	0	0	0	0	0
AGIS_Os11g024240	0	0	0	0	0	0	0	0
AGIS_Os11g024250	0	0	0	0	0	0	0	0
AGIS_Os11g024260	0	0	0	0	0	0	0	0
AGIS_Os11g024270	0	0	0	0	0	0	0	0
AGIS_Os11g024280	0	0	0	0	0	0	0	0
AGIS_Os11g024290	0	0	0	0	0	0	0	0
AGIS_Os11g024300	0	0	0	0	0	0	0	0
AGIS_Os11g024310	0	0	0	0	0	0	0	0
AGIS_Os11g024320	0	0	0	0	0	0	0	0
AGIS_Os11g024330	0	0	0	0	0	0	0	4
AGIS_Os11g024340	0	0	0	0	0	0	0	0
AGIS_Os11g024350	0	0	0	0	0	0	0	0
AGIS_Os11g024360	0	0	0	0	0	0	0	0
AGIS_Os11g024370	0	0	0	0	0	0	0	0
AGIS_Os11g024380	0	0	0	0	0	0	0	2
AGIS_Os11g024390	0	0	0	0	0	0	0	0
AGIS_Os11g024400	0	0	0	0	0	0	0	0
AGIS_Os11g024410	0	0	0	0	0	0	0	0
AGIS_Os11g024420	6	0	0	0	16	0	4	6
AGIS_Os11g024430	63	29	0	10	22	0	6	8
AGIS_Os11g024440	34	34	65	58	142	14	44	54
AGIS_Os11g024450	50	30	22	50	14	63	47	57
AGIS_Os11g024460	0	0	0	0	0	0	0	0
AGIS_Os11g024470	715	506	1142	676	645	937	878	1057
AGIS_Os11g024480	457	264	536	312	330	417	365	586
AGIS_Os11g024490	114	133	154	120	78	201	163	180
AGIS_Os11g024500	0	54	66	67	30	52	54	49
AGIS_Os11g024510	83	129	131	112	117	98	90	132
AGIS_Os11g024520	264	268	530	424	518	375	453	469
AGIS_Os11g024530	0	10	0	1	0	16	0	6
AGIS_Os11g024540	0	0	0	0	0	0	0	0
AGIS_Os11g024550	0	0	0	0	0	0	0	0
AGIS_Os11g024560	0	0	0	0	24	0	0	0
AGIS_Os11g024570	0	33	12	23	50	38	9	30
AGIS_Os11g024580	692	514	842	593	362	697	650	745
AGIS_Os11g024590	26	20	36	30	28	10	32	20
AGIS_Os11g024600	152	141	115	153	521	146	94	379
AGIS_Os11g024610	0	0	12	0	0	20	1	0
AGIS_Os11g024620	0	0	0	0	0	0	0	0
AGIS_Os11g024630	0	0	0	0	0	0	0	0
AGIS_Os11g024640	0	0	0	0	0	0	0	0
AGIS_Os11g024650	7311	3865	6883	5618	11731	5207	5173	5886
AGIS_Os11g024660	906	639	1356	896	976	898	1146	1298
AGIS_Os11g024670	201	125	391	150	576	382	283	566
AGIS_Os11g024680	0	0	0	0	0	0	0	0
AGIS_Os11g024690	121	32	64	74	80	82	56	87
AGIS_Os11g024700	79	101	199	186	68	197	274	269
AGIS_Os11g024710	0	0	0	0	0	0	0	0
AGIS_Os11g024720	0	0	0	0	0	0	0	0
AGIS_Os11g024730	0	0	0	0	0	0	0	0
AGIS_Os11g024740	436	503	1221	451	1754	802	761	635
AGIS_Os11g024750	0	0	0	0	0	0	0	0
AGIS_Os11g024760	0	0	0	0	0	0	0	0
AGIS_Os11g024770	0	0	0	0	0	0	0	0
AGIS_Os11g024780	316	354	465	237	639	308	262	315
AGIS_Os11g024790	191	143	216	139	272	245	195	315
AGIS_Os11g024800	19	8	98	70	119	83	69	83
AGIS_Os11g024810	3796	3217	4904	3277	2189	1981	2262	2214
AGIS_Os11g024820	571	256	430	540	266	425	482	418
AGIS_Os11g024830	467	368	640	418	580	592	597	639
AGIS_Os11g024840	8852	6257	11334	6169	9481	3060	3761	5026
