,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2HPmock_1,CPM.phoHPmock_2,CPM.pho2HPmock_3,CPM.pho2HPmock_4,CPM.pho2HPmyc_1,CPM.pho2HPmyc_2,CPM.pho2HPmyc_3,CPM.pho2HPmyc_4
188,AGIS_Os01g001880,-4.113076e-02, 5.578948e+00, 2.823119e-02,8.711686e-01,9.666717e-01,Not_significant,3.842765e+01,3.781894e+01,5.015706e+01,6.941809e+01,5.848514e+01,4.328741e+01,4.506067e+01,3.943768e+01
189,AGIS_Os01g001890,-2.360211e-01, 3.215084e+00, 8.683103e-01,3.814761e-01,7.715738e-01,Not_significant,7.575106e+00,7.832069e+00,9.974760e+00,1.493495e+01,7.979670e+00,6.592086e+00,1.157665e+01,7.502699e+00
190,AGIS_Os01g001900,-1.657646e-01, 5.294598e+00, 3.727775e-01,5.602197e-01,8.613777e-01,Not_significant,3.211138e+01,3.109028e+01,4.485607e+01,5.991058e+01,4.313401e+01,3.736760e+01,3.775821e+01,2.745600e+01
192,AGIS_Os01g001920,-3.196336e-01, 3.694574e+00, 2.242316e+00,1.765892e-01,5.956945e-01,Not_significant,1.466435e+01,1.006053e+01,1.667181e+01,1.597868e+01,1.452397e+01,1.036433e+01,1.218230e+01,8.828607e+00
197,AGIS_Os01g001970, 2.354707e-01, 7.600385e-01, 2.722527e-01,6.174184e-01,8.857214e-01,Not_significant,1.258837e+00,2.812621e+00,8.902423e-01,1.385325e+00,1.459696e+00,1.493957e+00,1.713136e+00,2.215237e+00
198,AGIS_Os01g001980, 1.297948e+00, 3.625466e+00, 3.804522e+01,4.034316e-04,2.588246e-02,UP,6.625457e+00,6.793562e+00,9.185682e+00,5.769026e+00,1.221279e+01,2.022444e+01,1.924250e+01,1.833634e+01
199,AGIS_Os01g001990,-4.808946e-01, 6.537769e-01, 8.032482e-01,3.989701e-01,7.807680e-01,Not_significant,1.236752e+00,2.077013e+00,1.578157e+00,1.821798e+00,2.432826e+00,1.699376e+00,4.845234e-01,9.701766e-01
200,AGIS_Os01g002000, 3.337776e-01, 2.418871e+00, 1.476865e+00,2.624415e-01,6.876811e-01,Not_significant,3.599832e+00,4.976176e+00,4.532143e+00,5.674141e+00,6.568631e+00,5.116803e+00,7.129415e+00,4.867053e+00
201,AGIS_Os01g002010, 3.886737e-01, 4.452904e+00, 6.079412e+00,4.203469e-02,3.237592e-01,Not_significant,2.036224e+01,1.867148e+01,1.679321e+01,1.983103e+01,2.423095e+01,2.849723e+01,2.190738e+01,2.459398e+01
202,AGIS_Os01g002020, 2.901368e-01, 6.477443e+00, 2.310382e+00,1.709511e-01,5.876737e-01,Not_significant,8.641805e+01,9.218907e+01,5.472967e+01,9.046365e+01,8.826294e+01,9.837708e+01,9.683546e+01,1.052480e+02
203,AGIS_Os01g002030, 1.632546e-01, 1.375622e+00, 5.459954e-02,8.218747e-01,9.533715e-01,Not_significant,3.754426e-01,1.601031e+00,4.309582e+00,4.877104e+00,1.946261e+00,2.913216e+00,3.080184e+00,1.325908e+00
204,AGIS_Os01g002040,-1.224914e-01, 4.403738e+00, 4.541167e-01,5.213339e-01,8.450344e-01,Not_significant,2.848947e+01,2.048886e+01,2.098139e+01,1.867343e+01,1.909769e+01,2.155033e+01,1.946746e+01,2.027669e+01
205,AGIS_Os01g002050,-2.490246e-01, 3.481254e+00, 2.116119e+00,1.877372e-01,6.120145e-01,Not_significant,1.327300e+01,1.153175e+01,1.126966e+01,1.227816e+01,1.077742e+01,1.040168e+01,9.136726e+00,1.036472e+01
206,AGIS_Os01g002060,-1.607437e-01, 4.636653e+00, 7.920935e-01,4.020996e-01,7.822883e-01,Not_significant,3.637376e+01,2.520541e+01,2.120395e+01,2.250679e+01,2.678542e+01,2.037384e+01,1.858493e+01,2.766620e+01
207,AGIS_Os01g002070, 2.140233e+00, 2.964996e+00, 1.357187e+01,7.787577e-03,1.446483e-01,Not_significant,1.082158e+00,1.665937e+00,1.092570e+01,1.992591e+00,8.660862e+00,1.867446e+01,1.152473e+01,7.599717e+00
208,AGIS_Os01g002080, 7.898024e-01, 4.268656e+00, 1.040471e+01,1.390374e-02,1.949068e-01,Not_significant,1.055656e+01,1.194282e+01,2.322723e+01,1.087386e+01,1.376980e+01,3.346464e+01,2.753131e+01,2.249193e+01
209,AGIS_Os01g002090,-8.170778e-02, 3.484637e+00, 1.702981e-01,6.918060e-01,9.114783e-01,Not_significant,1.102034e+01,1.049324e+01,1.009616e+01,1.425177e+01,1.342920e+01,9.075790e+00,1.038264e+01,1.049408e+01
227,AGIS_Os01g002270,-9.027831e-01, 3.761501e+00, 4.421849e+00,7.347657e-02,4.163816e-01,Not_significant,3.363524e+01,9.043659e+00,1.685390e+01,7.723663e+00,2.206573e+01,3.099961e+00,4.135753e+00,1.167446e+01
228,AGIS_Os01g002280,-6.725553e-01, 7.258863e+00, 1.269426e+01,8.698744e-03,1.514167e-01,Not_significant,3.164760e+02,1.455640e+02,1.810429e+02,1.224590e+02,1.469427e+02,8.823684e+01,1.317038e+02,9.253868e+01
229,AGIS_Os01g002290,-9.475829e-01, 6.396311e+00, 1.037707e+01,1.408505e-02,1.961029e-01,Not_significant,1.194128e+02,1.619854e+02,9.974760e+01,5.941718e+01,3.790343e+01,5.876854e+01,9.815059e+01,3.817645e+01
230,AGIS_Os01g002300, 6.526209e-01, 3.787556e-01, 1.531020e-01,7.072005e-01,9.168860e-01,Not_significant,1.325091e+00,4.543465e-01,3.641900e-01,7.590824e-02,3.941179e+00,2.987914e-01,0.000000e+00,3.654332e+00
232,AGIS_Os01g002320,-1.155060e+00, 4.221051e+00, 4.776192e+00,6.502966e-02,3.953378e-01,Not_significant,2.952745e+01,3.879254e+01,2.895311e+01,6.850719e+00,2.099529e+01,7.656530e+00,5.900802e+00,1.025153e+01
241,AGIS_Os01g002410,-6.045633e-01, 3.610964e+00, 6.938593e+00,3.274026e-02,2.879304e-01,Not_significant,1.327300e+01,1.211591e+01,1.576133e+01,1.721219e+01,6.738929e+00,1.239984e+01,1.117865e+01,8.747759e+00
242,AGIS_Os01g002420, 4.818137e-01, 1.820827e+00, 2.869155e+00,1.327400e-01,5.325673e-01,Not_significant,2.871031e+00,3.158790e+00,2.225606e+00,3.434848e+00,4.062820e+00,4.705965e+00,4.187666e+00,3.298601e+00
243,AGIS_Os01g002430,-5.228335e-01, 4.679444e+00, 8.528370e+00,2.152995e-02,2.374590e-01,Not_significant,2.332161e+01,2.472943e+01,3.649993e+01,3.715708e+01,2.033843e+01,1.960819e+01,2.291103e+01,2.011500e+01
244,AGIS_Os01g002440, 1.768894e-01, 4.927299e+00, 1.380113e+00,2.773049e-01,7.007071e-01,Not_significant,2.859989e+01,2.782332e+01,2.381398e+01,3.410178e+01,3.096988e+01,2.971107e+01,3.064610e+01,3.743265e+01
245,AGIS_Os01g002450,-1.655998e-01, 2.533509e+00, 1.388350e-01,7.202322e-01,9.202497e-01,Not_significant,4.704075e+00,3.699679e+00,5.220057e+00,1.081692e+01,9.415038e+00,3.772242e+00,5.208626e+00,3.185413e+00
248,AGIS_Os01g002480,-3.895863e-01,-5.707737e-01, 2.979285e-01,6.016058e-01,8.783997e-01,Not_significant,6.625457e-01,1.233226e+00,8.497767e-01,2.656788e-01,3.892522e-01,5.602339e-01,5.364366e-01,5.821060e-01
253,AGIS_Os01g002530,-7.162806e-01, 5.333268e+00, 2.190112e+00,1.823469e-01,6.041597e-01,Not_significant,1.621029e+01,4.653806e+01,4.912519e+01,9.473348e+01,2.204141e+01,2.196117e+01,5.457810e+01,1.701043e+01
254,AGIS_Os01g002540, 2.462267e-01, 5.183160e+00, 1.199016e-01,7.392939e-01,9.271891e-01,Not_significant,1.073324e+01,2.245770e+01,4.145696e+01,6.066966e+01,7.060062e+01,3.540678e+01,3.318985e+01,1.584622e+01
255,AGIS_Os01g002550,-8.512915e-02, 6.069932e+00, 3.346679e-02,8.600202e-01,9.641363e-01,Not_significant,5.172274e+01,3.212879e+01,8.343998e+01,1.203525e+02,8.721682e+01,6.758289e+01,5.803898e+01,3.664034e+01
256,AGIS_Os01g002560, 5.316477e-01, 3.618323e+00, 7.990364e+00,2.467203e-02,2.519128e-01,Not_significant,8.237652e+00,1.185628e+01,1.118873e+01,8.995126e+00,1.432935e+01,1.350164e+01,1.527979e+01,1.453648e+01
257,AGIS_Os01g002570, 6.291786e-01,-1.240296e+00, 1.996437e-01,6.680821e-01,9.045717e-01,Not_significant,3.091880e-01,7.356086e-01,0.000000e+00,3.605641e-01,3.405957e-01,2.614425e-01,6.229586e-01,4.365795e-01
259,AGIS_Os01g002590,-1.033188e+00, 6.671661e+00, 9.650086e+00,1.684520e-02,2.125799e-01,Not_significant,1.342980e+02,1.284935e+02,1.402941e+02,1.138624e+02,3.761149e+01,8.067369e+01,1.435747e+02,3.644630e+01
260,AGIS_Os01g002600, 1.223162e+00, 4.018070e+00, 3.495043e+01,5.239424e-04,3.122843e-02,UP,7.906379e+00,1.049324e+01,1.387969e+01,7.249237e+00,2.335513e+01,1.934675e+01,2.519522e+01,2.186131e+01
261,AGIS_Os01g002610, 1.034160e+00, 2.552071e+00, 8.423691e+00,2.209903e-02,2.398513e-01,Not_significant,4.858669e+00,4.543465e+00,1.497226e+00,5.237669e+00,8.320266e+00,6.199922e+00,7.579330e+00,8.359689e+00
262,AGIS_Os01g002620,-9.964174e-02, 2.911795e+00, 8.424369e-02,7.797727e-01,9.391132e-01,Not_significant,1.263254e+01,3.937670e+00,9.772432e+00,5.142783e+00,1.192085e+01,6.741482e+00,4.066535e+00,5.707872e+00
263,AGIS_Os01g002630, 1.415660e+00, 3.492811e+00, 3.205539e+01,6.815221e-04,3.616788e-02,UP,2.495589e+00,8.372957e+00,7.162404e+00,7.382076e+00,1.068011e+01,1.678834e+01,1.391274e+01,2.291234e+01
264,AGIS_Os01g002640, 3.784746e-01, 5.144577e+00, 2.068511e+00,1.921964e-01,6.174620e-01,Not_significant,1.570233e+01,5.047573e+01,2.864962e+01,3.366530e+01,3.668702e+01,3.873084e+01,4.030196e+01,3.845133e+01
265,AGIS_Os01g002650,-5.560516e-01, 2.094669e+00, 2.871038e+00,1.326317e-01,5.323910e-01,Not_significant,4.659905e+00,5.214167e+00,3.358641e+00,6.964581e+00,4.914309e+00,2.857193e+00,3.235924e+00,2.667986e+00
266,AGIS_Os01g002660,-1.238743e-01, 5.798614e+00, 6.731261e-01,4.381639e-01,8.033278e-01,Not_significant,5.996039e+01,5.203349e+01,5.829064e+01,6.161851e+01,5.267069e+01,4.832951e+01,6.023664e+01,5.183977e+01
271,AGIS_Os01g002710, 8.612503e-01, 1.056321e+00, 3.904407e+00,8.738582e-02,4.475717e-01,Not_significant,1.347176e+00,2.574630e+00,5.260523e-01,1.802821e+00,2.311185e+00,2.371657e+00,2.111138e+00,3.266261e+00
272,AGIS_Os01g002720, 4.777278e-01, 4.627082e+00, 2.854615e+00,1.336841e-01,5.341163e-01,Not_significant,2.515465e+01,2.946762e+01,1.056151e+01,1.962228e+01,3.116450e+01,2.117684e+01,2.384547e+01,3.638162e+01
276,AGIS_Os01g002760,-3.978938e-01, 1.317890e+00, 7.576052e-01,4.120334e-01,7.881669e-01,Not_significant,1.744704e+00,2.747715e+00,3.500271e+00,2.865536e+00,3.843866e+00,1.568655e+00,1.522788e+00,1.859505e+00
278,AGIS_Os01g002780,-3.465443e-01, 2.267897e+00, 7.182979e-01,4.238581e-01,7.958636e-01,Not_significant,3.113965e+00,5.473794e+00,7.081473e+00,5.123806e+00,6.714600e+00,3.212008e+00,5.364366e+00,2.150558e+00
279,AGIS_Os01g002790,-1.362258e+00,-1.649028e+00, 1.036107e+00,3.415633e-01,7.507581e-01,Not_significant,1.766789e-01,3.678043e-01,4.855867e-01,3.036330e-01,9.731305e-02,6.349318e-01,1.730441e-01,0.000000e+00
280,AGIS_Os01g002800,-5.811102e-01, 5.923922e+00, 7.548558e+00,2.770732e-02,2.652705e-01,Not_significant,1.054773e+02,4.552119e+01,7.128008e+01,7.239748e+01,5.687948e+01,4.887107e+01,3.902144e+01,4.595403e+01
282,AGIS_Os01g002820, 1.002650e-01, 2.920921e+00, 1.674895e-01,6.942014e-01,9.123863e-01,Not_significant,7.354258e+00,6.685384e+00,7.223102e+00,7.249237e+00,5.814455e+00,7.432437e+00,1.188813e+01,6.613371e+00
283,AGIS_Os01g002830,-8.869548e-01, 3.103319e+00, 5.704821e+00,4.740684e-02,3.428675e-01,Not_significant,7.553021e+00,6.858469e+00,1.493179e+01,1.468824e+01,6.738929e+00,4.500546e+00,1.022690e+01,2.942869e+00
286,AGIS_Os01g002860,-1.649483e+00, 4.731834e-01, 5.891495e+00,4.450946e-02,3.328007e-01,Not_significant,2.937286e+00,1.795751e+00,2.549330e+00,7.211283e-01,1.289398e+00,1.120468e-01,7.786983e-01,6.467844e-01
290,AGIS_Os01g002900, 8.795394e-02, 4.553710e+00, 1.550658e-01,7.050926e-01,9.160767e-01,Not_significant,2.753982e+01,1.659447e+01,2.941846e+01,1.859752e+01,2.262528e+01,2.702195e+01,2.265147e+01,2.312254e+01
291,AGIS_Os01g002910, 2.606442e-01, 7.297785e+00, 2.593818e+00,1.499386e-01,5.605663e-01,Not_significant,1.354023e+02,1.409123e+02,1.672846e+02,1.303155e+02,1.723171e+02,1.699376e+02,1.766953e+02,1.655768e+02
292,AGIS_Os01g002920, 3.052363e-01, 1.905294e+00, 8.126293e-01,3.963688e-01,7.787618e-01,Not_significant,3.511492e+00,2.531359e+00,4.410746e+00,2.675765e+00,5.157592e+00,2.931891e+00,2.889836e+00,5.546176e+00
294,AGIS_Os01g002940,-5.688245e-01, 5.225282e+00, 4.511543e+00,7.010994e-02,4.081921e-01,Not_significant,6.468655e+01,3.327547e+01,3.779483e+01,3.406382e+01,5.945827e+01,1.462211e+01,1.742554e+01,3.765902e+01
298,AGIS_Os01g002980,-1.879859e-01, 1.796096e+00, 5.127550e-01,4.964120e-01,8.329332e-01,Not_significant,4.814499e+00,2.855892e+00,3.115848e+00,3.947229e+00,3.600583e+00,2.651774e+00,3.287837e+00,3.201583e+00
299,AGIS_Os01g002990,-1.961574e-01, 1.542681e+00, 3.265408e-01,5.850158e-01,8.720579e-01,Not_significant,2.451419e+00,2.444817e+00,4.633306e+00,2.922467e+00,2.919392e+00,2.969240e+00,2.214964e+00,2.441611e+00
300,AGIS_Os01g003000,-2.148087e-01, 5.412115e+00, 1.593820e+00,2.459619e-01,6.729710e-01,Not_significant,4.264586e+01,4.002576e+01,4.325768e+01,5.744356e+01,4.498296e+01,3.609774e+01,3.789665e+01,3.798241e+01
301,AGIS_Os01g003010,-3.087897e-01,-8.076315e-01, 7.420109e-02,7.929287e-01,9.435357e-01,Not_significant,2.208486e-01,6.490665e-01,1.294898e+00,3.226100e-01,6.568631e-01,6.722807e-01,6.921762e-02,3.880706e-01
304,AGIS_Os01g003040,-4.269700e-02, 2.021833e+00, 2.384300e-02,8.815058e-01,9.696604e-01,Not_significant,3.931105e+00,3.115519e+00,4.390513e+00,4.953013e+00,4.306102e+00,4.145731e+00,4.083840e+00,3.250092e+00
305,AGIS_Os01g003050,-3.688502e-01, 1.311171e+00, 8.228771e-01,3.935583e-01,7.770678e-01,Not_significant,1.435516e+00,2.293368e+00,2.508865e+00,5.218692e+00,1.873276e+00,2.633099e+00,1.626614e+00,1.940353e+00
307,AGIS_Os01g003070, 3.964417e-01, 6.248367e+00, 5.433632e+00,5.138361e-02,3.550799e-01,Not_significant,5.505755e+01,5.830780e+01,8.337928e+01,6.744447e+01,7.974805e+01,9.200909e+01,8.778525e+01,8.413048e+01
308,AGIS_Os01g003080, 1.350844e-01, 3.113842e+00, 4.736771e-01,5.127632e-01,8.405709e-01,Not_significant,7.707615e+00,7.940246e+00,8.659629e+00,8.444792e+00,8.636533e+00,8.739649e+00,7.908114e+00,1.089832e+01
309,AGIS_Os01g003090,-7.540713e-01,-1.791014e+00, 4.155627e-01,5.390606e-01,8.516528e-01,Not_significant,2.208486e-01,8.654219e-02,4.451211e-01,5.503347e-01,2.189544e-01,2.614425e-01,1.211308e-01,9.701766e-02
311,AGIS_Os01g003110,-5.453925e-01, 1.324955e+00, 1.675171e+00,2.353577e-01,6.628174e-01,Not_significant,2.694353e+00,3.007341e+00,1.962580e+00,4.042114e+00,2.043574e+00,2.465029e+00,2.388008e+00,1.131873e+00
312,AGIS_Os01g003120, 1.333993e+00, 8.747595e-01, 1.340992e+01,7.602584e-03,1.432745e-01,Not_significant,9.717337e-01,1.298133e+00,4.855867e-01,1.461234e+00,2.457155e+00,2.782495e+00,1.713136e+00,3.169244e+00
313,AGIS_Os01g003130, 1.983369e-02, 5.037395e+00, 1.609188e-02,9.025110e-01,9.742963e-01,Not_significant,2.597179e+01,2.914308e+01,3.688436e+01,3.818184e+01,2.415796e+01,3.514534e+01,3.798317e+01,3.492636e+01
315,AGIS_Os01g003150, 6.112010e-01, 4.963918e+00, 6.075525e+00,4.208405e-02,3.239336e-01,Not_significant,4.399304e+01,1.423619e+01,1.806787e+01,2.717515e+01,4.495863e+01,3.777844e+01,3.062880e+01,3.253326e+01
316,AGIS_Os01g003160,-1.358263e+00,-4.500887e-01, 4.090359e+00,8.152326e-02,4.354876e-01,Not_significant,9.717337e-01,1.449582e+00,4.855867e-01,1.100669e+00,2.432826e-01,5.789084e-01,4.499146e-01,2.748834e-01
317,AGIS_Os01g003170, 1.405947e-01, 5.157524e+00, 3.218906e-01,5.876437e-01,8.732747e-01,Not_significant,1.678449e+01,3.039795e+01,4.572608e+01,4.774628e+01,3.087257e+01,3.916035e+01,4.158249e+01,3.293750e+01
321,AGIS_Os01g003210, 2.806856e+00,-5.195426e-01, 6.178850e+00,4.079717e-02,3.199824e-01,Not_significant,1.325091e-01,6.923376e-01,0.000000e+00,1.897706e-01,9.001457e-01,1.045770e+00,1.020960e+00,1.261230e+00
322,AGIS_Os01g003220, 1.510091e+00, 4.179497e+00, 1.940760e+01,3.043803e-03,8.577926e-02,Not_significant,6.470863e+00,6.166131e+00,2.306537e+01,6.148567e+00,1.649456e+01,3.467848e+01,2.971167e+01,2.187748e+01
324,AGIS_Os01g003240, 7.384002e-02, 4.370093e+00, 7.273937e-02,7.949228e-01,9.443247e-01,Not_significant,2.135606e+01,1.183465e+01,3.261524e+01,1.704140e+01,2.612855e+01,1.822628e+01,1.685449e+01,2.106900e+01
326,AGIS_Os01g003260, 5.647877e-01,-1.376066e+00, 1.909131e-01,6.749064e-01,9.069529e-01,Not_significant,2.208486e-02,5.408887e-01,4.855867e-01,1.518165e-01,7.298479e-01,4.481871e-01,1.557397e-01,2.587138e-01
328,AGIS_Os01g003280, 2.570489e+00, 2.500292e+00, 2.593733e+01,1.348467e-03,5.419954e-02,Not_significant,3.975274e-01,1.492853e+00,5.665178e+00,1.252486e+00,5.887440e+00,1.234382e+01,1.017499e+01,7.696735e+00
329,AGIS_Os01g003290,-2.771423e-02, 4.460139e+00, 3.128976e-02,8.644473e-01,9.652739e-01,Not_significant,2.818028e+01,2.135429e+01,1.677297e+01,2.233600e+01,2.766123e+01,1.809556e+01,1.733901e+01,2.404421e+01
330,AGIS_Os01g003300,-2.027599e-01, 3.620913e+00, 1.104437e+00,3.271346e-01,7.385630e-01,Not_significant,1.177123e+01,1.168320e+01,1.570064e+01,1.341678e+01,1.299129e+01,1.137275e+01,1.104021e+01,1.013835e+01
331,AGIS_Os01g003310,-1.602322e-01,-1.220357e+00, 7.329381e-03,9.341015e-01,9.829313e-01,Not_significant,1.568025e+00,1.298133e-01,8.093112e-02,2.656788e-01,0.000000e+00,2.987914e-01,6.229586e-01,1.616961e-01
332,AGIS_Os01g003320,-4.640938e-01, 3.598032e+00, 6.971855e+00,3.243672e-02,2.874226e-01,Not_significant,1.744704e+01,1.001726e+01,1.527575e+01,1.330292e+01,1.158025e+01,7.152320e+00,1.029612e+01,1.149659e+01
333,AGIS_Os01g003330,-5.864768e-01,-9.791780e-01, 5.921932e-01,4.659570e-01,8.183034e-01,Not_significant,6.625457e-01,5.408887e-01,2.832589e-01,6.452200e-01,2.676109e-01,6.722807e-01,1.211308e-01,5.497668e-01
335,AGIS_Os01g003350, 1.610969e-01,-1.598652e+00, 2.602875e-02,8.762446e-01,9.678598e-01,Not_significant,4.196123e-01,3.028977e-01,1.213967e-01,2.467018e-01,1.946261e-01,2.240936e-01,5.191322e-01,2.910530e-01
336,AGIS_Os01g003360,-2.481328e-01,-7.002953e-01, 1.426336e-01,7.165163e-01,9.197286e-01,Not_significant,1.015903e+00,1.038506e+00,1.618622e-01,3.795412e-01,9.244740e-01,6.162573e-01,1.730441e-01,3.395618e-01
337,AGIS_Os01g003370, 6.539001e-01,-6.798220e-01, 9.678809e-01,3.569678e-01,7.585353e-01,Not_significant,2.429334e-01,6.274309e-01,7.688456e-01,2.656788e-01,4.379087e-01,8.963743e-01,7.786983e-01,6.467844e-01
339,AGIS_Os01g003390, 1.202996e+00,-1.640030e+00, 7.820896e-01,4.049404e-01,7.837947e-01,Not_significant,2.208486e-01,1.298133e-01,5.260523e-01,0.000000e+00,1.946261e-01,4.481871e-01,3.633925e-01,3.557314e-01
344,AGIS_Os01g003440, 1.856670e+00, 9.094231e-01, 1.099172e+01,1.225392e-02,1.828617e-01,Not_significant,1.303007e+00,1.427946e+00,2.023278e-01,6.641971e-01,2.968048e+00,3.043938e+00,3.028271e+00,2.069710e+00
345,AGIS_Os01g003450,-2.785955e-01, 4.509693e+00, 1.361513e+00,2.803020e-01,7.034232e-01,Not_significant,2.873240e+01,1.438764e+01,3.277710e+01,2.476506e+01,2.809914e+01,1.736725e+01,1.571240e+01,2.009883e+01
346,AGIS_Os01g003460, 2.142994e-01, 4.075443e-01, 1.714414e-01,6.908376e-01,9.111533e-01,Not_significant,7.288003e-01,2.704444e+00,6.879145e-01,1.062715e+00,1.289398e+00,1.344561e+00,1.418961e+00,1.067194e+00
347,AGIS_Os01g003470,-8.443903e-01,-6.372354e-01, 1.237764e+00,3.015081e-01,7.202053e-01,Not_significant,3.975274e-01,6.707020e-01,1.052105e+00,6.452200e-01,9.731305e-02,8.590254e-01,8.998291e-01,1.940353e-01
349,AGIS_Os01g003490, 1.350149e-01, 4.353809e+00, 2.127368e-01,6.582484e-01,9.009988e-01,Not_significant,5.041973e+01,9.973988e+00,1.404155e+01,1.091181e+01,3.065361e+01,1.628413e+01,1.155934e+01,1.945204e+01
350,AGIS_Os01g003500,-5.626211e-02, 6.512006e+00, 7.659698e-02,7.897061e-01,9.427049e-01,Not_significant,1.086575e+02,8.364303e+01,1.107340e+02,7.097420e+01,7.424986e+01,8.691096e+01,9.751033e+01,9.713085e+01
351,AGIS_Os01g003510,-3.099406e-01, 3.927210e-01, 4.535590e-01,5.215822e-01,8.451035e-01,Not_significant,3.533577e-01,1.925564e+00,2.266071e+00,1.233509e+00,4.865653e-01,1.886121e+00,1.332439e+00,6.952932e-01
352,AGIS_Os01g003520,-1.388534e-01, 7.200784e+00, 4.448204e-01,5.255038e-01,8.468867e-01,Not_significant,1.324429e+02,1.179354e+02,1.685188e+02,2.032253e+02,1.578174e+02,1.284056e+02,1.421903e+02,1.260583e+02
353,AGIS_Os01g003530,-2.977287e-01, 1.238714e-01, 2.955147e-01,6.030533e-01,8.791314e-01,Not_significant,1.192582e+00,9.086930e-01,9.711734e-01,1.328394e+00,9.244740e-01,1.307213e+00,3.287837e-01,1.439095e+00
354,AGIS_Os01g003540,-1.800876e-01, 1.547154e+00, 2.339745e-01,6.428941e-01,8.950930e-01,Not_significant,2.672268e+00,3.050612e+00,5.078428e+00,1.802821e+00,3.259987e+00,2.726472e+00,2.111138e+00,2.376933e+00
356,AGIS_Os01g003560, 7.824096e-01, 3.274117e-01, 3.024749e+00,1.241807e-01,5.182403e-01,Not_significant,1.037988e+00,1.125049e+00,6.879145e-01,6.452200e-01,2.238200e+00,1.587329e+00,1.643919e+00,7.761413e-01
358,AGIS_Os01g003580,-1.038493e+00, 3.173674e+00, 7.080056e+00,3.178367e-02,2.858178e-01,Not_significant,1.243377e+01,7.983517e+00,1.092570e+01,1.605459e+01,4.038492e+00,6.255946e+00,1.059030e+01,3.589653e+00
359,AGIS_Os01g003590,-2.123618e-01, 2.308460e+00, 2.541386e-01,6.291932e-01,8.907480e-01,Not_significant,4.836584e+00,4.435287e+00,3.217012e+00,8.406838e+00,2.846407e+00,4.071033e+00,7.700461e+00,3.783689e+00
360,AGIS_Os01g003600,-1.449658e-01, 6.385213e+00, 7.808133e-01,4.053051e-01,7.841013e-01,Not_significant,7.632527e+01,8.321032e+01,1.123324e+02,8.027296e+01,7.021137e+01,8.915189e+01,8.409941e+01,7.277942e+01
369,AGIS_Os01g003690,-3.278102e-02, 3.342526e+00, 4.440579e-03,9.487295e-01,9.865112e-01,Not_significant,2.389582e+01,3.375146e+00,6.191230e+00,4.004160e+00,2.895063e+01,3.884289e+00,1.522788e+00,9.087321e+00
370,AGIS_Os01g003700, 6.834127e-02, 5.987630e+00, 1.801800e-01,6.835604e-01,9.094603e-01,Not_significant,6.746924e+01,5.547355e+01,6.278231e+01,6.203601e+01,6.011514e+01,7.006659e+01,6.380135e+01,6.556777e+01
372,AGIS_Os01g003720,-5.241082e-02,-1.022275e+00, 8.972007e-04,9.769141e-01,9.929517e-01,Not_significant,1.413431e+00,4.110754e-01,0.000000e+00,4.934036e-01,1.459696e-01,3.361404e-01,3.633925e-01,4.689187e-01
374,AGIS_Os01g003740,-6.157876e-01, 1.006229e+00, 1.001180e+00,3.493181e-01,7.544016e-01,Not_significant,2.385165e+00,3.072248e+00,3.439572e+00,7.401053e-01,1.094772e+00,8.590254e-01,1.903485e+00,2.263745e+00
375,AGIS_Os01g003750, 8.287485e-01, 1.532831e+00, 4.467734e+00,7.112578e-02,4.104493e-01,Not_significant,2.583928e+00,3.721314e+00,1.052105e+00,1.423280e+00,3.697896e+00,3.268031e+00,2.786009e+00,4.301116e+00
376,AGIS_Os01g003760, 7.314631e-02, 3.418331e+00, 1.558367e-01,7.044021e-01,9.158199e-01,Not_significant,9.408149e+00,8.913846e+00,1.163385e+01,1.144317e+01,9.171755e+00,1.051372e+01,1.398196e+01,1.013835e+01
377,AGIS_Os01g003770,-1.415638e-01, 1.816539e+00, 2.033767e-01,6.652196e-01,9.034429e-01,Not_significant,2.363080e+00,4.846363e+00,4.208418e+00,3.302008e+00,3.041033e+00,2.502378e+00,4.429928e+00,3.169244e+00
378,AGIS_Os01g003780,-2.852883e-01, 2.057805e+00, 1.202226e+00,3.080369e-01,7.248728e-01,Not_significant,3.666086e+00,4.154025e+00,6.454257e+00,3.947229e+00,3.065361e+00,4.556569e+00,3.980013e+00,3.169244e+00
379,AGIS_Os01g003790, 2.340310e-02, 7.632657e+00, 9.491821e-03,9.250332e-01,9.803736e-01,Not_significant,1.154155e+02,2.139756e+02,2.710585e+02,2.009860e+02,2.000026e+02,2.217779e+02,2.037594e+02,1.603379e+02
380,AGIS_Os01g003800,-5.740775e-01, 5.071955e+00, 8.220430e+00,2.326057e-02,2.457441e-01,Not_significant,4.107784e+01,2.942435e+01,4.728400e+01,4.370417e+01,2.885332e+01,2.898277e+01,2.336095e+01,2.609775e+01
