GeneID	pho2HPmock_1	phoHPmock_2	pho2HPmock_3	pho2HPmock_4	pho2HPmyc_1	pho2HPmyc_2	pho2HPmyc_3	pho2HPmyc_4
AGIS_Os02g021290	0	0	0	0	0	0	0	0
AGIS_Os02g021300	0	0	0	0	0	0	0	1
AGIS_Os02g021310	0	0	0	0	0	0	0	0
AGIS_Os02g021320	0	0	0	0	0	0	0	0
AGIS_Os02g021330	0	0	0	0	0	0	0	0
AGIS_Os02g021340	0	0	0	0	0	0	0	0
AGIS_Os02g021350	0	0	0	0	0	0	0	0
AGIS_Os02g021360	0	0	0	0	0	0	0	0
AGIS_Os02g021370	0	0	0	0	0	0	0	0
AGIS_Os02g021380	0	0	0	0	0	0	0	0
AGIS_Os02g021390	0	0	0	0	0	0	0	0
AGIS_Os02g021400	0	0	0	0	0	0	0	0
AGIS_Os02g021410	0	0	0	0	0	0	0	0
AGIS_Os02g021420	0	0	0	0	0	0	0	0
AGIS_Os02g021430	0	0	0	0	0	0	0	0
AGIS_Os02g021440	0	0	0	0	0	0	0	0
AGIS_Os02g021450	0	0	0	0	0	0	0	0
AGIS_Os02g021460	0	0	0	0	0	0	0	0
AGIS_Os02g021470	0	0	0	0	0	0	0	0
AGIS_Os02g021480	0	0	0	1	0	0	0	0
AGIS_Os02g021490	0	0	0	0	0	0	0	0
AGIS_Os02g021500	0	0	0	0	0	0	0	0
AGIS_Os02g021510	0	0	0	0	0	0	0	0
AGIS_Os02g021520	0	0	0	0	0	0	0	0
AGIS_Os02g021530	0	4	0	0	0	0	0	0
AGIS_Os02g021540	0	0	0	0	0	0	0	0
AGIS_Os02g021550	3	16	27	13	18	8	6	0
AGIS_Os02g021560	0	0	0	0	0	0	0	0
AGIS_Os02g021570	0	17	24	10	12	0	12	0
AGIS_Os02g021580	309	341	30	169	165	143	234	353
AGIS_Os02g021590	0	0	0	0	0	0	2	0
AGIS_Os02g021600	0	0	0	0	0	0	0	0
AGIS_Os02g021610	0	0	0	0	0	0	0	0
AGIS_Os02g021620	0	0	0	0	0	0	0	0
AGIS_Os02g021630	0	0	0	0	0	0	0	0
AGIS_Os02g021640	0	0	0	0	0	0	0	0
AGIS_Os02g021650	0	0	0	0	0	0	0	0
AGIS_Os02g021660	0	0	0	0	0	0	0	0
AGIS_Os02g021670	0	0	0	0	0	0	0	0
AGIS_Os02g021680	0	0	0	0	0	0	0	0
AGIS_Os02g021690	0	0	0	0	0	0	0	0
AGIS_Os02g021700	0	0	0	0	0	0	0	0
AGIS_Os02g021710	0	0	0	0	0	0	0	0
AGIS_Os02g021720	0	0	0	0	0	0	0	0
AGIS_Os02g021730	0	0	0	0	0	0	0	0
AGIS_Os02g021740	0	0	0	0	0	0	0	0
AGIS_Os02g021750	0	0	0	0	0	0	0	0
AGIS_Os02g021760	0	0	0	0	0	0	0	0
AGIS_Os02g021770	0	0	0	0	0	0	0	0
AGIS_Os02g021780	0	0	0	0	1	0	0	0
AGIS_Os02g021790	0	0	0	0	0	0	0	0
AGIS_Os02g021800	0	0	0	0	0	0	0	0
AGIS_Os02g021810	0	0	0	0	0	0	0	0
AGIS_Os02g021820	0	0	0	0	0	0	0	0
AGIS_Os02g021830	0	0	0	0	0	0	0	0
AGIS_Os02g021840	0	0	0	0	0	0	0	0
AGIS_Os02g021850	1660	2168	3069	2947	1582	2615	2631	2626
AGIS_Os02g021860	0	0	0	0	0	0	0	0
AGIS_Os02g021870	0	0	0	0	0	0	0	0
AGIS_Os02g021880	0	0	0	0	0	0	0	0
AGIS_Os02g021890	1054	2022	738	2166	950	1511	1874	1541
AGIS_Os02g021900	0	0	0	0	0	0	0	0
AGIS_Os02g021910	292	391	313	220	323	353	386	558
AGIS_Os02g021920	0	0	0	0	0	0	0	0
AGIS_Os02g021930	0	0	0	0	0	0	0	0
AGIS_Os02g021940	0	0	0	0	0	0	0	0
AGIS_Os02g021950	0	0	0	0	0	0	0	0
AGIS_Os02g021960	0	0	0	0	0	0	0	0
AGIS_Os02g021970	0	0	0	0	0	0	0	0
AGIS_Os02g021980	0	0	0	0	0	0	0	0
AGIS_Os02g021990	0	0	0	0	0	0	0	0
AGIS_Os02g022000	0	0	0	0	0	0	0	0
AGIS_Os02g022010	0	0	0	0	0	0	0	0
AGIS_Os02g022020	0	0	0	0	0	0	0	0
AGIS_Os02g022030	0	0	0	0	0	0	0	0
AGIS_Os02g022040	0	0	0	0	0	0	0	0
AGIS_Os02g022050	0	0	0	0	0	0	18	0
AGIS_Os02g022060	386	349	654	770	391	576	694	731
AGIS_Os02g022070	12	9	2	0	0	0	5	0
AGIS_Os02g022080	0	0	0	0	0	0	0	0
AGIS_Os02g022090	0	0	0	0	0	0	0	0
AGIS_Os02g022100	0	0	0	0	0	0	0	0
AGIS_Os02g022110	0	0	0	0	0	0	0	0
AGIS_Os02g022120	0	0	0	0	0	0	0	0
AGIS_Os02g022130	0	0	0	0	0	0	0	0
AGIS_Os02g022140	0	0	0	0	0	0	0	0
AGIS_Os02g022150	0	0	0	0	0	0	0	0
AGIS_Os02g022160	0	0	0	0	0	0	0	0
AGIS_Os02g022170	0	0	0	0	0	0	0	0
AGIS_Os02g022180	0	0	0	0	0	0	0	0
AGIS_Os02g022190	0	0	0	0	0	0	0	0
AGIS_Os02g022200	0	0	0	0	0	0	0	0
AGIS_Os02g022210	0	0	0	0	0	0	0	0
AGIS_Os02g022220	0	0	0	0	0	0	0	0
AGIS_Os02g022230	0	0	0	0	0	0	0	0
AGIS_Os02g022240	0	0	0	0	0	0	0	0
AGIS_Os02g022250	0	0	0	0	1	0	0	0
AGIS_Os02g022260	0	0	0	0	0	0	0	0
AGIS_Os02g022270	0	0	0	0	0	0	0	0
AGIS_Os02g022280	39	66	34	46	66	52	50	86
AGIS_Os02g022290	0	0	0	0	0	0	0	0
AGIS_Os02g022300	0	0	0	0	0	0	0	0
AGIS_Os02g022310	0	0	0	0	0	0	0	0
AGIS_Os02g022320	0	0	0	0	0	0	0	0
AGIS_Os02g022330	0	0	0	0	0	0	0	0
AGIS_Os02g022340	0	0	0	0	0	0	0	0
AGIS_Os02g022350	0	0	0	0	0	0	0	0
AGIS_Os02g022360	0	0	0	0	0	0	0	0
AGIS_Os02g022370	0	0	0	0	0	0	0	0
AGIS_Os02g022380	0	0	0	0	0	0	0	0
AGIS_Os02g022390	0	0	0	0	0	0	0	0
AGIS_Os02g022400	846	833	462	903	717	922	880	1230
AGIS_Os02g022410	0	0	0	0	0	0	0	0
AGIS_Os02g022420	0	0	0	0	0	0	0	0
AGIS_Os02g022430	0	6	0	5	0	0	4	8
AGIS_Os02g022440	4	0	10	0	0	0	0	0
AGIS_Os02g022450	135	168	182	159	117	149	132	172
AGIS_Os02g022460	0	6	0	0	10	4	1	2
AGIS_Os02g022470	0	4	0	2	6	1	0	0
AGIS_Os02g022480	47	35	0	16	19	26	13	41
AGIS_Os02g022490	0	0	0	0	0	0	0	0
AGIS_Os02g022500	0	1	0	0	0	0	0	0
AGIS_Os02g022510	0	0	0	0	0	0	0	0
AGIS_Os02g022520	490	374	581	856	216	255	451	329
AGIS_Os02g022530	0	0	0	0	0	0	0	0
AGIS_Os02g022540	2	0	0	0	0	0	0	0
AGIS_Os02g022550	0	0	0	0	0	0	0	0
AGIS_Os02g022560	0	0	0	0	0	0	0	0
AGIS_Os02g022570	0	0	0	0	0	0	0	0
AGIS_Os02g022580	0	0	0	0	0	0	0	0
AGIS_Os02g022590	0	0	0	0	0	0	0	0
AGIS_Os02g022600	0	0	0	0	0	0	0	0
AGIS_Os02g022610	1141	549	883	781	699	613	481	786
AGIS_Os02g022620	0	0	0	0	0	0	0	0
AGIS_Os02g022630	0	0	0	0	0	0	0	0
AGIS_Os02g022640	0	0	0	0	0	0	0	0
AGIS_Os02g022650	0	0	0	0	0	0	0	0
AGIS_Os02g022660	0	0	0	0	0	0	0	4
AGIS_Os02g022670	553	549	708	961	525	868	1087	972
AGIS_Os02g022680	8	0	0	0	0	0	0	0
AGIS_Os02g022690	0	0	0	0	0	0	0	0
AGIS_Os02g022700	135	88	38	59	80	85	104	160
AGIS_Os02g022710	0	0	0	0	0	0	0	0
AGIS_Os02g022720	0	0	0	0	0	0	0	0
AGIS_Os02g022730	3333	2529	3233	4276	3069	3449	3447	3635
AGIS_Os02g022740	0	0	0	0	0	10	0	0
AGIS_Os02g022750	0	0	0	0	0	0	0	0
AGIS_Os02g022760	0	0	0	0	0	0	0	0
AGIS_Os02g022770	0	0	0	0	0	0	0	0
AGIS_Os02g022780	0	0	0	0	0	0	0	0
AGIS_Os02g022790	98	102	108	133	97	172	131	135
AGIS_Os02g022800	0	0	0	0	0	0	0	0
AGIS_Os02g022810	0	0	0	0	0	0	0	0
AGIS_Os02g022820	0	0	0	0	0	0	0	0
AGIS_Os02g022830	10	67	0	65	41	51	44	48
AGIS_Os02g022840	0	0	0	0	0	0	0	0
AGIS_Os02g022850	0	0	0	0	0	0	0	0
AGIS_Os02g022860	0	0	0	0	0	0	0	0
AGIS_Os02g022870	0	0	0	0	0	0	0	0
AGIS_Os02g022880	0	0	0	0	0	0	0	0
AGIS_Os02g022890	0	0	0	0	0	0	0	0
AGIS_Os02g022900	0	0	0	0	0	0	0	0
AGIS_Os02g022910	0	0	0	0	0	0	0	0
AGIS_Os02g022920	0	0	0	0	0	0	0	0
AGIS_Os02g022930	74	58	120	72	55	112	70	86
AGIS_Os02g022940	0	0	0	0	0	0	0	0
AGIS_Os02g022950	24	25	15	39	14	42	24	10
AGIS_Os02g022960	0	0	0	0	0	0	0	0
AGIS_Os02g022970	0	0	0	0	0	0	0	0
AGIS_Os02g022980	3	10	12	20	46	36	10	3
AGIS_Os02g022990	0	0	0	0	0	0	0	0
AGIS_Os02g023000	42	62	64	106	34	72	57	103
AGIS_Os02g023010	0	0	0	0	0	0	0	0
AGIS_Os02g023020	0	0	0	0	0	0	0	0
AGIS_Os02g023030	0	0	0	0	0	0	0	0
AGIS_Os02g023040	0	0	0	0	0	0	0	0
AGIS_Os02g023050	0	0	0	0	0	0	0	0
AGIS_Os02g023060	0	0	0	0	0	0	0	0
AGIS_Os02g023070	6	0	0	0	8	0	0	0
AGIS_Os02g023080	0	0	0	0	0	0	0	0
AGIS_Os02g023090	86	145	10	34	68	45	78	91
AGIS_Os02g023100	189	139	166	194	135	270	181	246
AGIS_Os02g023110	62	56	98	49	14	45	36	13
AGIS_Os02g023120	0	0	0	1	0	0	0	0
AGIS_Os02g023130	79	64	145	45	63	62	43	53
AGIS_Os02g023140	246	280	315	366	196	279	388	267
AGIS_Os02g023150	639	740	1264	946	601	984	1070	949
AGIS_Os02g023160	0	0	0	0	0	0	0	0
AGIS_Os02g023170	19	73	0	10	25	0	38	30
AGIS_Os02g023180	24	40	28	23	27	35	21	27
AGIS_Os02g023190	262	194	338	191	209	203	291	260
AGIS_Os02g023200	0	0	0	0	0	0	0	0
AGIS_Os02g023210	0	0	0	0	0	0	0	0
AGIS_Os02g023220	4	5	26	1	60	63	30	47
AGIS_Os02g023230	448	421	532	435	269	516	564	530
AGIS_Os02g023240	0	0	0	0	0	0	0	0
AGIS_Os02g023250	0	0	0	0	0	0	0	0
AGIS_Os02g023260	2	32	40	6	25	8	19	1
AGIS_Os02g023270	0	3	0	0	0	0	0	8
AGIS_Os02g023280	0	0	0	0	0	0	0	0
AGIS_Os02g023290	0	0	0	0	0	0	0	0
AGIS_Os02g023300	1	0	0	0	0	0	0	0
AGIS_Os02g023310	0	0	0	0	0	0	0	0
AGIS_Os02g023320	0	0	0	0	0	0	0	0
AGIS_Os02g023330	0	0	0	0	4	0	0	0
AGIS_Os02g023340	72	196	0	54	71	127	85	112
AGIS_Os02g023350	191	152	142	174	206	212	235	223
AGIS_Os02g023360	10	21	0	18	13	12	10	43
AGIS_Os02g023370	3	2	0	0	0	0	0	0
AGIS_Os02g023380	0	0	0	0	0	0	0	0
AGIS_Os02g023390	1	0	8	20	0	0	1	4
AGIS_Os02g023400	405	556	344	378	303	472	535	478
AGIS_Os02g023410	0	0	0	0	0	0	0	0
AGIS_Os02g023420	0	0	0	0	0	0	0	0
AGIS_Os02g023430	2072	2282	2531	2799	1792	3356	3089	3211
AGIS_Os02g023440	48	60	3	37	45	16	60	74
AGIS_Os02g023450	338	397	785	561	360	556	464	541
AGIS_Os02g023460	0	0	0	0	0	0	0	0
AGIS_Os02g023470	0	0	0	0	0	0	0	0
AGIS_Os02g023480	4364	2576	3762	3321	1530	2775	2824	2673
AGIS_Os02g023490	12	0	14	2	0	0	0	8
AGIS_Os02g023500	316	97	141	202	384	353	297	355
AGIS_Os02g023510	0	0	0	0	0	0	0	0
AGIS_Os02g023520	380	68	151	109	55	89	91	152
AGIS_Os02g023530	35	10	90	12	14	18	37	0
AGIS_Os02g023540	0	0	0	0	0	0	0	0
AGIS_Os02g023550	8	0	0	0	24	2	0	0
AGIS_Os02g023560	0	0	0	0	0	0	0	0
AGIS_Os02g023570	593	673	698	504	387	658	671	614
AGIS_Os02g023580	24	13	0	2	0	16	4	18
AGIS_Os02g023590	45	109	0	31	21	6	44	89
AGIS_Os02g023600	364	42	79	69	303	136	24	151
AGIS_Os02g023610	272	354	208	248	302	385	238	450
AGIS_Os02g023620	0	0	0	0	0	0	0	0
AGIS_Os02g023630	0	0	0	0	0	0	0	0
AGIS_Os02g023640	0	0	14	0	0	0	0	0
AGIS_Os02g023650	182	209	117	239	214	142	214	295
AGIS_Os02g023660	322	309	297	454	349	546	423	700
AGIS_Os02g023670	4	0	0	0	0	0	0	0
AGIS_Os02g023680	0	0	0	0	0	0	0	0
AGIS_Os02g023690	66	46	76	76	47	51	33	74
AGIS_Os02g023700	0	0	0	0	0	0	0	0
AGIS_Os02g023710	0	0	0	0	0	0	0	0
AGIS_Os02g023720	0	0	0	0	0	0	0	0
AGIS_Os02g023730	0	0	0	0	0	0	0	0
AGIS_Os02g023740	105	119	86	132	95	133	219	234
AGIS_Os02g023750	0	0	0	0	0	0	0	0
AGIS_Os02g023760	306	385	511	357	273	471	410	683
AGIS_Os02g023770	0	0	0	0	0	0	0	0
AGIS_Os02g023780	1025	913	164	611	519	698	789	1186
AGIS_Os02g023790	44	64	22	14	37	10	28	48
AGIS_Os02g023800	0	0	0	0	0	0	0	0
AGIS_Os02g023810	0	0	0	0	0	0	0	0
AGIS_Os02g023820	17751	12319	20886	20539	14478	17810	19329	22390
AGIS_Os02g023830	0	0	0	0	0	0	0	0
AGIS_Os02g023840	0	0	0	0	0	0	0	0
AGIS_Os02g023850	227	300	134	262	235	195	255	338
AGIS_Os02g023860	66	97	86	76	50	141	161	173
AGIS_Os02g023870	0	0	0	0	0	0	0	0
AGIS_Os02g023880	0	0	0	0	0	0	0	0
AGIS_Os02g023890	0	0	0	2	0	0	0	0
AGIS_Os02g023900	837	1130	110	893	836	703	859	1466
AGIS_Os02g023910	0	0	0	0	0	0	0	0
AGIS_Os02g023920	42	85	10	71	36	119	26	129
AGIS_Os02g023930	0	0	0	0	0	2	0	0
AGIS_Os02g023940	0	0	0	0	0	0	0	0
AGIS_Os02g023950	0	0	0	0	0	0	8	22
AGIS_Os02g023960	0	0	0	0	0	0	0	0
AGIS_Os02g023970	0	0	0	0	10	0	0	0
AGIS_Os02g023980	8	6	0	15	0	8	0	18
AGIS_Os02g023990	277	265	235	309	239	317	257	535
AGIS_Os02g024000	20	24	10	6	9	6	8	31
AGIS_Os02g024010	1294	1154	1744	1923	1335	1527	1893	2290
AGIS_Os02g024020	0	0	0	0	0	0	0	0
AGIS_Os02g024030	0	0	0	0	0	0	0	0
AGIS_Os02g024040	0	0	0	0	0	0	0	0
AGIS_Os02g024050	0	1	0	0	0	0	0	0
AGIS_Os02g024060	0	0	0	0	0	0	0	0
AGIS_Os02g024070	0	0	0	0	0	0	0	0
AGIS_Os02g024080	0	0	0	0	0	0	0	0
AGIS_Os02g024090	0	0	0	0	0	0	0	0
AGIS_Os02g024100	75	12	0	3	48	24	71	124
AGIS_Os02g024110	0	0	0	0	0	0	0	0
AGIS_Os02g024120	0	0	0	0	0	0	0	0
AGIS_Os02g024130	0	0	0	0	5	0	0	10
AGIS_Os02g024140	553	529	344	398	838	1117	808	1123
AGIS_Os02g024150	8	0	0	1	0	0	0	0
AGIS_Os02g024160	0	0	0	0	0	0	0	0
AGIS_Os02g024170	811	674	353	596	668	509	735	995
AGIS_Os02g024180	0	0	0	0	0	0	0	0
AGIS_Os02g024190	0	0	0	0	0	0	0	0
AGIS_Os02g024200	129	88	0	36	27	52	88	92
AGIS_Os02g024210	0	0	0	0	0	0	0	0
AGIS_Os02g024220	0	0	0	0	0	0	0	0
AGIS_Os02g024230	1225	1349	769	1624	1128	1326	1696	1987
AGIS_Os02g024240	1411	1113	1658	1737	1812	1914	1545	1961
AGIS_Os02g024250	58	175	167	123	137	163	207	75
AGIS_Os02g024260	0	0	0	0	0	0	0	0
AGIS_Os02g024270	0	0	0	0	0	0	0	0
AGIS_Os02g024280	0	0	0	0	0	0	0	0
AGIS_Os02g024290	0	0	0	0	0	0	0	6
AGIS_Os02g024300	0	0	0	0	0	0	0	0
AGIS_Os02g024310	0	0	0	0	0	0	0	0
AGIS_Os02g024320	0	0	0	0	0	0	0	0
AGIS_Os02g024330	0	0	0	0	1	12	0	4
AGIS_Os02g024340	4	0	0	0	0	0	0	0
AGIS_Os02g024350	22	28	0	6	7	7	10	30
AGIS_Os02g024360	328	631	40	175	268	137	210	389
AGIS_Os02g024370	0	0	0	0	0	0	0	0
AGIS_Os02g024380	0	0	0	0	0	0	0	0
AGIS_Os02g024390	251	255	165	323	269	412	361	485
AGIS_Os02g024400	0	0	0	0	0	0	0	0
AGIS_Os02g024410	0	0	0	0	0	0	0	0
AGIS_Os02g024420	0	0	0	0	0	0	0	0
AGIS_Os02g024430	0	0	0	0	0	0	0	0
AGIS_Os02g024440	20	17	0	1	0	0	0	8
AGIS_Os02g024450	0	0	0	0	0	0	0	0
AGIS_Os02g024460	0	0	0	0	0	0	0	0
AGIS_Os02g024470	0	0	0	0	0	0	0	0
AGIS_Os02g024480	0	0	0	0	0	0	0	0
AGIS_Os02g024490	0	0	0	0	0	0	0	0
AGIS_Os02g024500	0	0	0	0	0	0	0	0
AGIS_Os02g024510	130	216	40	153	157	214	211	219
AGIS_Os02g024520	0	0	0	0	0	0	0	0
AGIS_Os02g024530	2381	3021	4530	3045	2439	4055	3935	3477
AGIS_Os02g024540	258	268	326	244	265	422	398	363
AGIS_Os02g024550	0	0	0	0	0	0	0	0
AGIS_Os02g024560	0	0	0	0	0	0	0	0
AGIS_Os02g024570	2	4	0	4	1	1	6	0
AGIS_Os02g024580	70	86	96	102	108	154	129	116
AGIS_Os02g024590	0	2	1	0	0	0	0	0
AGIS_Os02g024600	0	0	8	0	0	0	0	0
AGIS_Os02g024610	0	0	0	0	0	0	0	0
AGIS_Os02g024620	0	3	0	2	0	0	0	4
AGIS_Os02g024630	172	121	58	160	76	168	179	254
AGIS_Os02g024640	70	28	23	82	30	59	93	45
AGIS_Os02g024650	0	0	0	0	0	0	0	0
AGIS_Os02g024660	0	0	0	0	0	0	0	0
AGIS_Os02g024670	0	0	0	0	0	0	0	0
AGIS_Os02g024680	0	0	0	0	0	0	0	0
AGIS_Os02g024690	0	0	0	0	0	0	0	0
AGIS_Os02g024700	0	0	0	0	0	0	0	0
AGIS_Os02g024710	1087	1042	500	1146	952	998	1460	1411
AGIS_Os02g024720	442	423	830	475	396	749	628	556
AGIS_Os02g024730	0	0	0	0	0	0	0	0
AGIS_Os02g024740	0	0	0	0	0	0	0	0
AGIS_Os02g024750	4	8	10	0	3	1	10	8
AGIS_Os02g024760	0	0	0	0	0	0	0	0
AGIS_Os02g024770	0	0	0	0	0	0	0	0
AGIS_Os02g024780	0	0	0	0	0	0	0	0
AGIS_Os02g024790	391	550	280	517	327	478	435	631
AGIS_Os02g024800	0	0	0	0	0	0	0	0
AGIS_Os02g024810	106	83	6	33	55	83	153	164
AGIS_Os02g024820	0	0	0	0	0	0	0	0
AGIS_Os02g024830	42	0	0	2	16	0	8	2
AGIS_Os02g024840	0	0	0	0	0	0	0	0
AGIS_Os02g024850	0	0	0	0	0	0	0	0
AGIS_Os02g024860	0	0	0	0	4	0	22	0
AGIS_Os02g024870	0	0	0	0	0	0	0	0
AGIS_Os02g024880	0	0	0	0	0	0	0	0
AGIS_Os02g024890	16	5	18	16	109	95	77	71
AGIS_Os02g024900	0	0	0	0	0	0	0	0
AGIS_Os02g024910	0	0	0	0	0	0	0	0
AGIS_Os02g024920	0	0	0	0	0	0	0	0
AGIS_Os02g024930	32	20	0	0	0	0	0	0
AGIS_Os02g024940	0	0	0	0	0	0	0	0
AGIS_Os02g024950	30	6	32	26	10	50	50	36
AGIS_Os02g024960	0	0	0	0	0	0	0	0
AGIS_Os02g024970	0	0	0	0	0	0	0	0
AGIS_Os02g024980	0	0	0	0	0	0	0	0
AGIS_Os02g024990	0	0	0	0	0	0	0	0
AGIS_Os02g025000	0	0	0	0	0	0	0	0
AGIS_Os02g025010	8	6	33	18	2	14	39	42
AGIS_Os02g025020	73	38	58	44	36	52	44	119
AGIS_Os02g025030	0	0	0	0	0	0	0	0
AGIS_Os02g025040	0	0	0	0	0	0	0	0
AGIS_Os02g025050	164	57	180	106	49	62	31	90
AGIS_Os02g025060	532	802	1610	1802	603	799	1253	853
AGIS_Os02g025070	0	0	0	0	0	0	0	0
AGIS_Os02g025080	0	0	0	0	0	0	0	0
AGIS_Os02g025090	0	0	0	0	0	0	0	0
AGIS_Os02g025100	0	0	0	0	0	0	0	0
AGIS_Os02g025110	0	0	0	0	0	0	0	0
AGIS_Os02g025120	0	0	0	0	0	0	0	0
AGIS_Os02g025130	0	0	0	0	0	0	0	0
AGIS_Os02g025140	0	0	0	0	0	0	0	0
AGIS_Os02g025150	0	0	0	0	0	0	0	0
AGIS_Os02g025160	29	16	27	33	26	1	53	30
AGIS_Os02g025170	30	92	4	21	17	10	11	38
AGIS_Os02g025180	0	0	0	0	2	12	0	0
AGIS_Os02g025190	0	0	0	0	0	0	0	0
AGIS_Os02g025200	0	0	0	0	0	0	0	0
AGIS_Os02g025210	0	0	0	0	0	0	0	0
AGIS_Os02g025220	0	0	0	0	0	0	0	0
AGIS_Os02g025230	0	2	0	0	0	0	0	0
AGIS_Os02g025240	0	0	0	0	0	0	0	0
AGIS_Os02g025250	0	0	0	0	0	0	0	0
AGIS_Os02g025260	0	0	0	0	0	0	0	0
AGIS_Os02g025270	0	0	0	0	0	0	0	0
AGIS_Os02g025280	0	0	32	8	22	0	2	6
AGIS_Os02g025290	0	0	0	0	0	0	0	0
AGIS_Os02g025300	0	0	0	0	0	0	0	0
AGIS_Os02g025310	0	0	0	0	0	0	0	0
AGIS_Os02g025320	0	0	0	0	0	0	0	0
AGIS_Os02g025330	0	0	0	0	0	0	0	0
AGIS_Os02g025340	0	0	0	0	0	0	0	0
AGIS_Os02g025350	0	0	0	0	0	0	0	0
AGIS_Os02g025360	0	0	0	0	0	0	0	0
AGIS_Os02g025370	5	5	0	11	2	6	24	24
AGIS_Os02g025380	0	0	0	0	0	0	0	0
AGIS_Os02g025390	0	0	0	0	0	0	3	0
AGIS_Os02g025400	1158	1717	2232	2443	1508	2272	2239	1587
AGIS_Os02g025410	0	0	0	0	0	0	0	0
AGIS_Os02g025420	0	0	0	0	0	0	0	0
AGIS_Os02g025430	0	0	0	0	0	0	0	0
AGIS_Os02g025440	0	0	0	0	0	0	0	0
AGIS_Os02g025450	0	0	0	0	0	0	0	0
AGIS_Os02g025460	0	0	0	0	0	0	0	0
AGIS_Os02g025470	0	0	0	0	0	0	0	0
AGIS_Os02g025480	2489	3584	4289	2963	2493	3639	3525	3429
AGIS_Os02g025490	8	50	32	30	24	48	40	20
AGIS_Os02g025500	712	751	262	385	480	434	692	719
AGIS_Os02g025510	0	0	0	0	0	0	0	0
AGIS_Os02g025520	188	186	158	239	114	171	253	224
AGIS_Os02g025530	10	61	45	52	21	15	62	48
AGIS_Os02g025540	16	12	15	20	12	14	85	47
AGIS_Os02g025550	0	0	0	0	0	0	0	0
AGIS_Os02g025560	0	0	0	0	0	0	0	0
AGIS_Os02g025570	574	617	1755	2043	889	920	1405	1052
AGIS_Os02g025580	0	0	0	0	0	0	0	0
AGIS_Os02g025590	0	0	0	6	0	0	0	1
AGIS_Os02g025600	0	0	0	0	0	0	0	0
AGIS_Os02g025610	0	0	0	0	0	0	0	0
AGIS_Os02g025620	0	0	0	0	0	0	0	0
AGIS_Os02g025630	0	0	0	0	0	0	0	0
AGIS_Os02g025640	0	0	0	0	0	0	0	0
AGIS_Os02g025650	1120	874	1135	1396	877	1196	935	1363
AGIS_Os02g025660	0	0	0	0	0	0	0	0
AGIS_Os02g025670	23	11	0	6	376	482	231	317
AGIS_Os02g025680	0	0	0	0	176	212	67	61
AGIS_Os02g025690	0	0	0	0	479	469	252	222
AGIS_Os02g025700	0	0	0	0	0	0	0	0
AGIS_Os02g025710	0	0	0	0	0	0	0	0
AGIS_Os02g025720	0	0	0	0	0	0	0	0
AGIS_Os02g025730	0	0	0	0	0	0	0	0
AGIS_Os02g025740	0	0	0	0	0	0	0	0
AGIS_Os02g025750	0	0	0	0	0	0	0	0
AGIS_Os02g025760	0	0	0	0	0	0	0	0
AGIS_Os02g025770	0	0	0	0	0	0	0	0
AGIS_Os02g025780	0	0	0	0	0	0	0	0
AGIS_Os02g025790	0	0	0	4	1	1	0	4
AGIS_Os02g025800	0	0	0	0	0	0	0	0
AGIS_Os02g025810	0	0	0	0	0	0	0	0
AGIS_Os02g025820	0	0	0	0	0	0	0	0
AGIS_Os02g025830	0	0	0	0	0	0	0	0
AGIS_Os02g025840	0	0	0	0	0	0	0	0
AGIS_Os02g025850	0	0	0	0	0	0	0	0
AGIS_Os02g025860	0	0	0	0	0	0	0	0
AGIS_Os02g025870	16	14	0	8	5	10	0	1
AGIS_Os02g025880	92	123	161	96	114	129	212	155
AGIS_Os02g025890	0	0	0	0	0	0	0	0
AGIS_Os02g025900	0	0	0	0	0	0	0	0
AGIS_Os02g025910	0	0	0	0	0	0	0	0
AGIS_Os02g025920	0	0	0	0	0	0	0	0
AGIS_Os02g025930	0	0	0	0	0	0	0	0
AGIS_Os02g025940	0	0	0	0	0	0	0	0
AGIS_Os02g025950	34	16	47	23	31	53	45	7
AGIS_Os02g025960	311	329	188	332	318	381	283	493
AGIS_Os02g025970	0	0	0	0	0	0	0	0
AGIS_Os02g025980	315	335	415	355	256	531	392	367
AGIS_Os02g025990	0	0	0	0	0	0	0	0
AGIS_Os02g026000	588	570	603	690	617	736	586	774
AGIS_Os02g026010	0	0	0	0	0	0	0	0
AGIS_Os02g026020	55	56	54	34	28	46	48	41
AGIS_Os02g026030	314	428	54	179	204	171	277	300
AGIS_Os02g026040	0	0	0	0	0	0	0	0
AGIS_Os02g026050	1047	1152	1961	1384	890	1503	1805	1395
AGIS_Os02g026060	4	2	0	1	0	0	0	0
AGIS_Os02g026070	0	0	0	0	0	0	0	0
AGIS_Os02g026080	0	0	0	0	0	0	0	0
AGIS_Os02g026090	0	23	0	19	0	14	17	13
AGIS_Os02g026100	237	374	30	163	143	140	245	299
AGIS_Os02g026110	1109	1048	1032	1439	872	1540	1518	1334
AGIS_Os02g026120	0	0	0	0	0	0	0	0
AGIS_Os02g026130	218	135	127	179	126	146	146	149
AGIS_Os02g026140	32	40	52	23	9	8	0	26
AGIS_Os02g026150	0	3	0	10	0	0	0	0
AGIS_Os02g026160	1195	1408	1730	1517	1187	1543	2001	1840
AGIS_Os02g026170	0	0	0	0	0	0	0	0
AGIS_Os02g026180	419	676	198	543	530	670	633	857
AGIS_Os02g026190	0	0	0	0	0	0	0	0
